"","ttdA","ttdB","ttdR","ttdT","pval","z","inv_cof_var"
"T0791",0.037659593,0.035455485,0.040838853,0.036003271,0.47052931868864,0.0739393592704354,15.4808805634557
"T0776",0.048030862,0.050590468,0.047711586,0.05529472,0.494105180729352,0.0147766583863576,14.3853951965698
"T0784",0.035923433,0.036269946,0.03684387,0.040525664,0.425230235197594,0.188530931521849,17.6027138924619
"T0793",0.031760452,0.032829674,0.032119055,0.034417248,0.229215400343143,0.74143323281181,27.8405220271419
"T0778",0.03868733,0.041125754,0.038237983,0.044441481,0.496317140473533,0.00923169094597891,14.2827218804429
"T0786",0.039492329,0.039216909,0.040430245,0.039900307,0.000471953707248755,3.30673321586959,75.3408651676385
"T0794",0.034476756,0.033710718,0.036077631,0.033979659,0.158796522904313,0.999416343613891,32.6174628794725
"T0779",0.035131389,0.035387043,0.034660171,0.037657626,0.246955813049669,0.684100626799284,26.7789235876924
"T0787",0.037153912,0.035695851,0.039704458,0.035850512,0.375148208006237,0.318248539488374,20.0046282613342
"T0795",0.03481302,0.035771032,0.034417957,0.037190774,0.213571018891674,0.794091719591785,28.815572199764
"T0788",0.033417969,0.033778855,0.035051649,0.03577803,0.175561201195163,0.9324144064678,31.376822398228
"T0796",0.034565497,0.035541673,0.034670356,0.037277415,0.221641807910368,0.76666012781912,28.3076354942336
"T0797",0.030846778,0.03192322,0.030693134,0.033896293,0.34356159522853,0.402762173976373,21.5695238543421
"T0846",0.041434128,0.044265489,0.042226891,0.048159518,0.488463318218123,0.02892220445197,14.6473210128345
"T0847",0.039638305,0.038642221,0.044166684,0.041012639,0.438371876923347,0.155098386923497,16.9836606234603
"T0835",0.065025013,0.069625532,0.0664987,0.074213117,0.4392290325986,0.152924182668246,16.9434019991809
"T0750",0.043034466,0.042422444,0.045527498,0.043721724,0.160138123975112,0.993890360209428,32.515141080995
"T0751",0.048230716,0.045393773,0.051131621,0.045015511,0.445198050541665,0.137803015489692,16.6634111075075
"T0758",0.035569375,0.035024609,0.038746346,0.037362759,0.34445090300863,0.400345844473607,21.5247819211258
"T0766",0.035726965,0.036222753,0.03690415,0.038956267,0.260125193584317,0.642959488406324,26.0171342438486
"T0767",0.03617078,0.035773775,0.038106752,0.037131966,0.126685330294508,1.14220056644281,35.2613250492834
"T0843",0.034951644,0.035647704,0.037164001,0.038555978,0.320712131969848,0.465708365035208,22.7350661669094
"T0752",0.048893112,0.046865808,0.051671586,0.046577116,0.362403372369964,0.35204202653311,20.630364916361
"T0760",0.033443588,0.033517677,0.03712454,0.037103482,0.441761602562976,0.146504414662226,16.8245304499733
"T0768",0.034870197,0.033529243,0.037848071,0.034610616,0.39500336039983,0.266301885886967,19.0427587383297
"T0753",0.046074864,0.048788002,0.045654891,0.051823506,0.441111614568361,0.148151471596566,16.8550281578709
"T0761",0.031260451,0.031366801,0.034323961,0.033643861,0.358288390794293,0.363037620524349,20.8339646867843
"T0754",0.050742848,0.051738828,0.051293361,0.053589005,0.0660566852448207,1.50582006694361,41.9942807115587
"T0762",0.037573726,0.038748603,0.037779648,0.041920173,0.387371161621273,0.286177307496836,19.4107817191763
"T0770",0.037885244,0.037309682,0.040051862,0.038368552,0.160051779826046,0.994245093034171,32.5217094866434
"T0763",0.034055458,0.034981854,0.034969999,0.037190591,0.252173597314995,0.667665409720333,26.4746011084523
"T0771",0.036741388,0.036029164,0.038594426,0.03711636,0.137421334354604,1.09197823318639,34.3313838810957
"T0764",0.035078662,0.034357519,0.037192386,0.03617999,0.215561468686619,0.787271520848033,28.6892860801078
"T0772",0.037023826,0.034744447,0.039962037,0.034812682,0.482834023181766,0.043042009203993,14.9087701904073
"T0765",0.034526935,0.033221834,0.037453139,0.034557742,0.384545033128048,0.293565337028615,19.5475820700941
"T0801",0.046875533,0.044027083,0.049004534,0.044304013,0.383330643739931,0.296744883528571,19.6064561007246
"T0802",0.04593322,0.044974618,0.047956815,0.046288929,0.105854081006156,1.24888220255389,37.2366941505708
"T0813",0.044711901,0.048782497,0.044175352,0.044800438,0.346194671987161,0.39561462823334,21.4371764183118
"T0825",0.046273166,0.044684554,0.048446918,0.044739702,0.25970450688306,0.644256661497511,26.0411533322012
"T0826",0.052074157,0.052531904,0.053151942,0.056526355,0.251176593899905,0.670791775161325,26.5324904127093
"T0828",0.044696299,0.049203555,0.046386473,0.045525818,0.302104313785465,0.518357835356016,23.7099493863849
"T0800",0.040342943,0.041185693,0.043414716,0.045386015,0.401682609940318,0.248994262060816,18.7222823511163
"T5133",0.125587383,0.125821446,0.126192887,0.118596586,0.140868448463044,1.07642573738055,34.0434062986112
"T0034",0.051132542,0.049719153,0.053491802,0.050100459,0.193350777247689,0.865614585236427,30.1399243936398
"T0063",0.051642737,0.049117995,0.05427208,0.04853789,0.387903182725493,0.284788262169343,19.3850614797777
"T0016",0.046925322,0.045100748,0.049920338,0.044121469,0.411612040775649,0.223400157764769,18.248369458096
"T0021",0.049839637,0.049187721,0.056297438,0.052715941,0.458608433053744,0.103940122843865,16.0363893045878
"T0005",0.043329669,0.04180472,0.046670488,0.043695818,0.343859485992207,0.401952516631438,21.5545318448444
"T0009",0.067273507,0.065031555,0.070617167,0.064163424,0.311961623260095,0.490297711019248,23.1903744659607
