"","fis","hns","lrp","rrfH","rrsG","rrsH","pval","z","inv_cof_var"
"T7252",0.073207633,0.38178463,0.375640191,0.057703541,0.057894311,0.057762348,0.336727533403864,0.421410892254674,591.502415757294
"T7253",0.090595888,0.098629258,0.379486821,0.070815573,0.071040783,0.070877034,0.329775713398598,0.440532571910767,609.138558949651
"T7254",0.083541826,0.328782513,0.367658098,0.066953132,0.067424305,0.067088542,0.468023721327433,0.080238660480062,276.835375986256
"T7255",0.082466483,0.170647437,0.389779311,0.072745404,0.072834048,0.07277132,0.0653315263196288,1.51149236405403,1596.89698745551
"T7256",0.07788654,0.368656067,0.383336556,0.062241251,0.062525232,0.062325223,0.403782023265505,0.243569765817059,427.477516911949
"T7257",0.075841665,0.241191834,0.348909472,0.063243182,0.063161926,0.063163757,0.104405065241346,1.2568439981015,1362.03189576847
"T7258",0.078717601,0.392060087,0.401487212,0.061609361,0.062073077,0.061749187,0.475351324791246,0.0618244284794205,259.851719833586
"T7448",0.078975934,0.428893047,0.138417223,0.077101561,0.077005775,0.077076928,0.0721636312897544,1.45986469978411,1549.28020398633
"T7450",0.083417728,0.425249792,0.187679837,0.073801232,0.073939078,0.073842774,0.180729033208204,0.912590283615173,1044.52276935411
"T7452",0.077646491,0.401447393,0.244248805,0.068587847,0.068920031,0.068655002,0.419058760342034,0.204301982693238,391.260392764206
"T7259",0.083557757,0.281824466,0.333691133,0.078001881,0.078214179,0.078030607,0.303233961598317,0.515121781046982,677.933037080747
"T7260",0.087394485,0.387363549,0.338621856,0.07553147,0.075793471,0.075637072,0.343712228464005,0.402352724806953,573.924850598953
"T7261",0.087744273,0.247530458,0.367539855,0.074811551,0.07530265,0.074962252,0.458815028541293,0.103419473896275,298.215304532092
"T7262",0.084292347,0.382441663,0.363176873,0.064206758,0.064787769,0.064383014,0.494139980802763,0.0146894180705744,216.378562250448
"T7263",0.085659661,0.188248801,0.393744292,0.072070565,0.072378774,0.072179862,0.389309239074502,0.281119848162953,462.110386045177
"T7264",0.083042178,0.38101497,0.376166667,0.061288221,0.06181556,0.061451864,0.489151427220744,0.0271966916135721,227.914163260268
"T7265",0.083232801,0.112839632,0.393340805,0.068979673,0.06898783,0.06902872,0.00431141417797784,2.6266566852946,2625.42575721444
"T7267",0.082903414,0.101019582,0.354118213,0.074973827,0.075107717,0.075015418,0.166709653333199,0.967249531169208,1094.93561665554
"T7268",0.084245952,0.346588465,0.366487149,0.068622514,0.069009733,0.068754085,0.43686682415382,0.158917785066335,349.402029774466
"T7269",0.081910267,0.08873497,0.370402772,0.076153666,0.076211001,0.076151382,0.0130441530166239,2.22489472792533,2254.87612261955
"T7270",0.08539697,0.351587569,0.37739707,0.072796632,0.073248067,0.072933152,0.451481102904879,0.121920214993576,315.278749011079
"T7454",0.084635645,0.378625122,0.109231742,0.08004467,0.080196266,0.08010619,0.178953362867694,0.919361106212646,1050.76757624381
"T7456",0.076910444,0.429479549,0.149455592,0.071544313,0.071726721,0.071582363,0.278594930670542,0.58702061529169,744.246151770916
"T7458",0.072913283,0.461853686,0.156644676,0.06818611,0.068614672,0.068319445,0.452994559942947,0.118099121042386,311.754510487756
"T7460",0.075163064,0.437086425,0.258995498,0.064773668,0.065100495,0.06487505,0.420422371058253,0.200813070778149,388.042529520669
"T7462",0.072796834,0.441674591,0.202647927,0.064723053,0.064831553,0.064827063,0.177617501088413,0.924482800769987,1055.49137353701
"T7464",0.071942255,0.456647947,0.193080518,0.06610754,0.066295849,0.066106246,0.330800137081962,0.437704821150507,606.53049217847
"T7271",0.084756408,0.205680592,0.336479912,0.073411162,0.073576258,0.073415237,0.265653234755519,0.62601291614839,780.209195482355
"T7272",0.082971073,0.362491357,0.364906404,0.068093759,0.068493781,0.068216766,0.443800673028307,0.141340006692049,333.18984433951
"T7273",0.083382163,0.098313651,0.33822603,0.064254971,0.064641986,0.064364879,0.448161882741358,0.130306717635518,323.013716029482
"T7274",0.07948603,0.30664898,0.359929876,0.062091073,0.062589037,0.062245717,0.481994022820522,0.0451496263221094,244.472359660232
"T7275",0.083367554,0.329900764,0.359912371,0.069315574,0.069755555,0.069449327,0.454538948358415,0.114201709594521,308.159883466998
"T7276",0.081356056,0.372674394,0.387098495,0.062647567,0.06324767,0.062844574,0.498771244546547,0.00308003803209113,205.671098658569
"T7466",0.076484017,0.44352752,0.289974414,0.07127561,0.071409199,0.071344462,0.174130294252663,0.937968519272889,1067.92940549061
"T7468",0.08764054,0.413705624,0.231418762,0.080721526,0.080847688,0.080759382,0.128633157167175,1.13287603712435,1247.69483174592
"T7470",0.082276832,0.421774476,0.209285092,0.0711549,0.071462221,0.071247444,0.393450794692212,0.270336237425509,452.164538895939
"T7277",0.083472492,0.333661117,0.353488318,0.081040442,0.081026116,0.081034346,1.76180107298071e-33,12.0006868120457,11271.2006356868
"T7278",0.081278274,0.38414418,0.348638966,0.069719004,0.069881707,0.069762412,0.248820994027261,0.678204581534709,828.346163612526
"T7279",0.079258203,0.341736861,0.352239638,0.075705325,0.075629299,0.075680664,0.0290204994540923,1.89538813900341,1950.9684382755
"T7280",0.081873261,0.392209424,0.357541945,0.070962464,0.071156042,0.071002664,0.296642191920136,0.534082605378959,695.420821573429
"T7281",0.071485005,0.355721086,0.36121303,0.062420219,0.062364935,0.062401789,0.0145026238319159,2.18341519899195,2216.61908009099
"T7282",0.079659275,0.401549307,0.362560241,0.067832592,0.068242361,0.067957613,0.447804274807489,0.131210803847356,323.847565052004
"T7472",0.080849532,0.355699369,0.144500801,0.067832982,0.067902311,0.067927568,0.0997402218380399,1.28303320337565,1386.18649842974
"T7474",0.084859888,0.407357293,0.12594637,0.067682374,0.068217972,0.067855687,0.480247584118209,0.0495322107402967,248.514467243972
"T7476",0.087440258,0.407773156,0.208400851,0.082399645,0.082440293,0.082365484,0.0151688835237423,2.16565229447377,2200.23615070252
"T7283",0.073560166,0.374898373,0.345661417,0.063108532,0.063019075,0.063076668,0.0988341007815637,1.28822342040513,1390.97349478035
"T7284",0.084410791,0.401926561,0.340922744,0.072835696,0.073065004,0.072900767,0.326627292930581,0.449245475345341,617.174569141065
"T7285",0.069069394,0.40407334,0.354469966,0.055592917,0.05561179,0.055590872,2.75869773588049e-07,5.00738688949677,4821.20037214471
"T7286",0.076772425,0.415364318,0.348544499,0.062856723,0.063129667,0.062950195,0.392674320373823,0.272355558348705,454.026981609828
"T7287",0.07050187,0.372516982,0.334184753,0.063410407,0.063347451,0.063389844,0.0273805940893176,1.92076621011994,1974.37492265378
"T7288",0.076439463,0.402743184,0.336421733,0.071543099,0.071570543,0.071542229,2.13173155458706e-06,4.59810735120772,4443.71718694412
"T7478",0.080313111,0.420536586,0.266941986,0.075376527,0.075488562,0.075409466,0.115006194139943,1.20032694693603,1309.90557501159
"T7480",0.083945034,0.418597296,0.239562464,0.075951442,0.076140268,0.076029788,0.258122639296435,0.649144039430903,801.54329425126
"T7482",0.081868876,0.414831768,0.212932177,0.077748452,0.077768249,0.077761452,1.65548288401496e-16,8.16142440682466,7730.20514003571
"T7484",0.091396985,0.391485434,0.267265702,0.078150749,0.07855547,0.078248829,0.427679541512255,0.182284983070708,370.953862951315
"T7486",0.082971175,0.422936537,0.265788679,0.079160952,0.079316756,0.079208418,0.196066355081168,0.855756085829182,992.103940652674
"T7488",0.085811475,0.412225515,0.257971718,0.080630496,0.080758835,0.08069555,0.126416648104393,1.1434945982326,1257.48845174008
"T7490",0.073951892,0.395889162,0.328216505,0.060933845,0.061373113,0.061082368,0.469424561729786,0.076716443011528,273.586794650992
"T7492",0.084015275,0.428189608,0.308837273,0.068890171,0.069138507,0.068960297,0.357781817338416,0.364394241863996,538.915308938041
"T7494",0.082856246,0.411888468,0.285993056,0.069226866,0.069599672,0.069345831,0.430470412334711,0.175176658341324,364.397773996795
"T7289",0.075520385,0.382720981,0.337795204,0.063261577,0.063303686,0.063270865,0.00198030721263148,2.88128173404036,2860.26934317578
"T7290",0.079542578,0.411764828,0.348092922,0.065922483,0.066140865,0.065990813,0.336936320414401,0.420839013900367,590.974965829958
"T7291",0.084909601,0.318443151,0.313743688,0.071797868,0.072090889,0.071875107,0.384553787357276,0.293542427282879,473.567872422822
"T7292",0.080446373,0.376502992,0.325956662,0.07385443,0.073862014,0.073866186,3.50791278713307e-40,13.2168307848797,12392.8640895868
"T7293",0.085769284,0.276994122,0.309330059,0.083282709,0.083146864,0.083190253,0.139999257574176,1.08032267641625,1199.22426789604
"T7294",0.084532466,0.375991796,0.346760614,0.070067478,0.070449395,0.070186539,0.432597631571536,0.169764606003406,359.406176411609
"T7295",0.078227585,0.373652645,0.366919243,0.071927193,0.071743343,0.071869986,0.271578647789064,0.608045502209161,763.637644722817
"T7296",0.075861702,0.411986094,0.38444163,0.06115955,0.061566782,0.061291741,0.460088491441233,0.100210786313706,295.255895385851
"T7297",0.087464248,0.340092333,0.214619461,0.077715388,0.07802826,0.0778101,0.379733326852363,0.306181242031262,485.224795386341
"T7298",0.088185803,0.387969665,0.281586091,0.078048775,0.078370363,0.078150583,0.383662056920061,0.295876872426218,475.720957798328
"T7299",0.090921608,0.369624322,0.317824969,0.084388821,0.08461164,0.084455985,0.280452801436179,0.581496906028518,739.151571730339
"T7300",0.084061665,0.41387522,0.331349513,0.070777292,0.07095614,0.070834897,0.267097696374232,0.621614487012175,776.1524741345
