"","araC","araE","araF","araG","crp","ygeA","pval","z","inv_cof_var"
"T0150",0.069856605,0.078922054,0.064671386,0.068913923,0.375749885,0.100493144,0.475741825471189,0.0608437455274367,4.89461714483422
"T0151",0.054467938,0.064589782,0.049532134,0.060892143,0.326429184,0.079489349,0.457828190215912,0.10590669710712,5.1456070078095
"T0876",0.06692637,0.078313226,0.060760725,0.061981113,0.596239409,0.079854057,0.340452331892069,0.411228947849771,6.84617892311546
"T1082",0.066604285,0.075046072,0.068589874,0.075940235,0.379690481,0.107611673,0.491876539160717,0.0203639039864853,4.66915410867116
"T2298",0.05447809,0.070844628,0.054222838,0.074314742,0.254689344,0.06679616,0.293108814483845,0.544325315896544,7.5874938616076
"T0056",0.053518364,0.059707797,0.063593065,0.080811306,0.261006272,0.087573879,0.436751584514644,0.159210325532412,5.4424954699621
"T1864",0.08954816,0.093447943,0.092341339,0.10784445,0.337797061,0.113409189,0.178089407735241,0.922670745904116,9.69478742108533
"T1868",0.081815048,0.081751429,0.095395956,0.118339947,0.342997079,0.093367,0.373789560547497,0.321833121127115,6.3482655483112
"T1866",0.094979976,0.09638662,0.102422848,0.113729498,0.242830369,0.107488595,0.0411093464290007,1.73795528603051,14.2357273249074
"T1870",0.095907691,0.09816776,0.100496655,0.110094843,0.273559428,0.110832112,0.0188579566512101,2.07792884512599,16.1292987404794
"T1863",0.074153354,0.080665124,0.074996192,0.092740242,0.341059989,0.109850558,0.410956723541702,0.225084617930042,5.80939952402164
"T1867",0.08323881,0.085819806,0.090067987,0.108678249,0.35121479,0.103253886,0.212709169606929,0.797056291972433,8.99514495482837
"T0046",0.048861777,0.052737459,0.062074264,0.081763662,0.264197859,0.076494123,0.458282945475138,0.104760453380265,5.1392227043883
"T1865",0.075811786,0.07478939,0.09279577,0.110833859,0.3420118,0.077540384,0.442005996230592,0.145885228899597,5.36827786856756
"T1703",0.054139236,0.058112329,0.053363803,0.056285374,0.426362692,0.057436899,3.15156876363998e-05,4.00116503551346,26.8412643568657
"T1704",0.058779715,0.064150177,0.050876007,0.048544771,0.556308055,0.061917362,0.315998963681463,0.478916647431248,7.22318322149183
"T1707",0.08113568,0.068323631,0.081833077,0.069134241,0.903133806,0.065295632,0.17652164982504,0.928702471358675,9.72838268931065
"T1919",0.241534793,0.063714059,0.047712134,0.054039289,0.235766277,0.064635205,0.32433505533262,0.455610473035753,7.09337340404879
"T2331",0.31542719,0.080154849,0.060561556,0.063319665,0.446800503,0.085953378,0.410606659258732,0.225984702125923,5.8144127777272
"T2335",0.273891023,0.067564572,0.07233593,0.093446786,0.249754789,0.089789308,0.374569039404738,0.319776083765828,6.33680834217299
"T2336",0.209975602,0.060500769,0.070253321,0.0954782,0.243716831,0.083230742,0.462935808872342,0.093040208796117,5.07394374508599
"T2526",0.049153779,0.457444506,0.498707667,0.54235804,0.332298486,0.576878968,0.164725349315781,0.975220896887727,9.98747919409056
"T2666",0.061706058,0.431199195,0.442393675,0.417763905,0.22687528,0.500579786,0.0827483068565899,1.3868201416944,12.2799885489667
"T5142",0.147755705,0.171454635,0.157316296,0.135897999,0.100581021,0.220482902,0.484628564967752,0.0385400123373162,4.77039068515977
"T5152",0.147755705,0.171454635,0.157316296,0.135897999,0.100581021,0.220482902,0.484628564967752,0.0385400123373162,4.77039068515977
"T5716",0.105554336,0.134158672,0.111928959,0.159807285,0.152819237,0.10677741,0.447255096867152,0.132599416724007,5.29427907220443
"T5718",0.085849462,0.121801232,0.086354946,0.102433124,0.278340584,0.088883331,0.387301393179215,0.286359505699984,6.15068599430552
"T5721",0.122994773,0.136223426,0.116466264,0.111745677,0.122331495,0.12556125,0.111430441485706,1.21895602664368,11.3450255747695
"T5730",0.082658514,0.115433004,0.082638042,0.079015084,0.261169986,0.077175474,0.474975773565775,0.0627676242346697,4.90533268911577
"T5732",0.126810511,0.121723035,0.102766407,0.15535839,0.143519686,0.104347271,0.471462919870258,0.0715929638518019,4.95448772010165
"T5736",0.103635823,0.16009305,0.103833683,0.126068679,0.103988462,0.107155698,0.481280418574849,0.0469402643328643,4.81717807975801
"T5738",0.075010214,0.107933271,0.117684735,0.085002659,0.268559649,0.075001993,0.477236046917003,0.057091768099731,4.87371952789049
"T5740",0.079559213,0.11909879,0.079884886,0.089984327,0.261541847,0.083007537,0.454464882739647,0.114388581178667,5.19284907354781
"T5744",0.111430931,0.13277881,0.127942855,0.159331867,0.171889956,0.119616858,0.276364842658279,0.593674733720676,7.86235831640671
"T5748",0.125791097,0.158227201,0.108306346,0.097069421,0.104279867,0.125825489,0.497833954517646,0.00542949752651604,4.58597303642434
"T5754",0.075783225,0.100337002,0.070067913,0.079333184,0.345676239,0.071004691,0.418533770309648,0.205645874527628,5.70113037226943
"T5767",0.123788015,0.174656067,0.169751611,0.125749522,0.158460372,0.143830524,0.350220731014326,0.384724607114831,6.69855608404001
"T2413",0.063153541,0.072422902,0.049112454,0.046091397,0.83638442,0.062431692,0.489020648031702,0.0275246291530168,4.7090376352789
"T2688",0.054167393,0.061276368,0.050586513,0.051931415,0.272894608,0.075236696,0.44972101143802,0.126366242010655,5.25956177978653
"T5662",0.13924,0.104963957,0.103948785,0.087157166,0.350484591,0.088399877,0.165991994060862,0.970125403033083,9.95909851196621
"T5668",0.088202778,0.116745929,0.078170072,0.076475529,0.36103046,0.095303458,0.47619672151464,0.0597014171482581,4.88825464896318
"T2686",0.074692197,0.085528938,0.071526647,0.075700192,0.245150951,0.105373219,0.425323893437279,0.188291960957919,5.60447322407432
"T2661",0.386284954,0.066808884,0.05566894,0.068062452,0.398309776,0.088557748,0.461714481501813,0.0961153464865564,5.09107152656716
"T2662",0.393944066,0.059238408,0.052066957,0.068119098,0.381333175,0.074552303,0.368122738201156,0.336829442989217,6.43179147454012
"T2663",0.047208476,0.366370381,0.329170811,0.362158316,0.211616908,0.443392127,0.282573207210677,0.575214238317045,7.75953777204845
"T5731",0.106162958,0.121662495,0.123154794,0.096676617,0.23938331,0.137574573,0.327020132181705,0.44815648598184,7.0518564788653
"T5733",0.104479435,0.138439264,0.099022357,0.088728231,0.281351126,0.11079155,0.461552913400971,0.0965222206369743,5.09333771827636
"T5766",0.127000824,0.132373903,0.128817305,0.147432217,0.132345974,0.13924557,0.01473169992225,2.17723014971138,16.6823832579701
"T0066",0.042701474,0.043592289,0.047878656,0.060323926,0.389794432,0.047906484,0.336113111205013,0.423094626951413,6.91226791789787
"T0067",0.041542843,0.040658048,0.051922724,0.064032105,0.413802008,0.043621134,0.483694133566781,0.0408841327105576,4.78344687501535
"T0069",0.034839416,0.038014914,0.039459154,0.051862692,0.405748387,0.047761902,0.352001316953395,0.379922918874937,6.67181182892281
"T0070",0.072535438,0.086027755,0.062836931,0.061542367,0.400637856,0.093429861,0.490321425426181,0.0242629690426099,4.69087096852749
"T0064",0.058227694,0.062203722,0.068416414,0.086303515,0.33354934,0.077467117,0.331378509259244,0.436109867111027,6.98475969284243
"T0246",0.116354328,0.073308365,0.069924432,0.066039217,0.867102193,0.079489406,0.0727480131526339,1.45562603701218,12.6632209301649
"T0257",0.039516904,0.073504375,0.08101471,0.077409129,0.876916725,0.081909213,0.00214018878701763,2.85672407521264,20.4670019142186
"T0601",0.126642445,0.042419308,0.040838838,0.049772912,0.788606514,0.053382324,0.279332871824106,0.584824477902224,7.81306450813848
"T0602",0.072991328,0.059384611,0.064846797,0.069851877,0.946603898,0.059981602,0.0644591995913563,1.51838091843782,13.0127506111535
"T0603",0.061122144,0.05625823,0.054731177,0.061042632,0.935365574,0.056557901,0.00154742237735989,2.95815697761222,21.0319589217382
