"","bacA","cpxR","dsbA","dsbC","ftnB","kbp","ldtC","ldtD","lysS","mzrA","ppiD","prfB","recJ","sbmA","slt","srkA","xerD","yaiW","yccA","yebE","yidQ","yqaE","yqjA","pval","z","inv_cof_var"
"T7297",0.086420947,0.293807572,0.083657164,0.073893381,0.143732206,0.144934081,0.084611617,0.087735806,0.402939327,0.087133465,0.08594518,0.078515804,0.132174083,0.076927641,0.087550032,0.088108098,0.096446782,0.086741385,0.079923974,0.084852782,0.339393065,0.07293739,0.316406359,0.497539250502837,0.0061682233798606,1.3721360137054
"T5290",0.140298351,0.210175765,0.076542322,0.201719021,0.081259815,0.135395279,0.08103364,0.07773735,0.077439242,0.072323148,0.105896108,0.398399737,0.071386648,0.145374992,0.074964464,0.274756093,0.106545191,0.10995111,0.201273797,0.093448939,0.213182884,0.110241737,0.061016797,0.252896873869348,0.665401465679272,1.65896332551769
"T5292",0.154907954,0.208944798,0.083532985,0.198645475,0.115838482,0.123180203,0.079308002,0.078260514,0.241130093,0.052773963,0.092293312,0.390729711,0.068193623,0.132923492,0.115999184,0.282632935,0.09361948,0.148948196,0.203870107,0.089673977,0.200542347,0.108436062,0.066410629,0.179295151223386,0.918054560218805,1.76889074312646
"T5294",0.144401479,0.222012188,0.074024,0.213768523,0.066500735,0.146524673,0.084805862,0.082400688,0.069336811,0,0.120571664,0.391323489,0.088294015,0.156153993,0.076787009,0.281135832,0.120665965,0.161698095,0.210508419,0.084904676,0.139198342,0.116683501,0.11079502,0.262182755378224,0.636630565631574,1.64644532826028
"T5296",0.149126916,0.206705887,0.083645443,0.198463125,0.085226165,0.137464872,0.089304392,0.084408424,0.084430292,0.053444904,0.11144281,0.400080419,0.0833537,0.147047725,0.083753403,0.268292918,0.112022887,0.135940861,0.198255797,0.101686373,0.209294623,0.115449372,0.078651657,0.17522759502867,0.933706734712457,1.77570088382624
"T5298",0.107621381,0.208924886,0.08767614,0.200438584,0.088648658,0.135112044,0.088315446,0.084576364,0.125838348,0.089783414,0.110004514,0.406973039,0.075860291,0.144582625,0.084692316,0.273226789,0.110552702,0.103050763,0.199894035,0.092377095,0.212418117,0.113481414,0.044215845,0.213019998775479,0.795986301414903,1.71577978287178
"T5300",0.164967518,0.2112991,0.08204208,0.1997417,0.117300267,0.130012075,0.082081317,0.078695387,0.156146295,0.049389064,0.100371144,0.393819373,0.073579192,0.140419193,0.099986225,0.280025406,0.101363337,0.116382499,0.201731826,0.088023574,0.207522015,0.109404942,0.055944865,0.186967241461928,0.889127645341731,1.75630486501711
"T5302",0.179373972,0.211883068,0.073689844,0.203508799,0.130999557,0.140587549,0.08572606,0.073217764,0.117233238,0,0.110795088,0.378362656,0.095389639,0.150106283,0.065384233,0.274328137,0.111684583,0.156899281,0.205240402,0.073928418,0.210067154,0.120905252,0.082305973,0.193999353380493,0.863252404244071,1.74504674669066
"T5304",0.156973276,0.219850476,0.071251748,0.211570256,0.077295437,0.145947296,0.086741308,0.081469106,0.199686449,0.057979405,0.119825783,0.409322729,0.058159237,0.155532538,0.060385078,0.281402837,0.120118777,0.103507561,0.209323571,0.065073842,0.225941665,0.118851752,0.056420734,0.275687044165989,0.595702349541804,1.62863777632713
"T5306",0.16420423,0.215212282,0.07419226,0.206513082,0.075494708,0.139243488,0.083208915,0.075072115,0.185533463,0.074475854,0.110016154,0.397506676,0.073111477,0.148751893,0.061016664,0.280283329,0.110610826,0.070506588,0.207119523,0.067548716,0.216364002,0.116625417,0.072849548,0.251996185619519,0.668221252610128,1.66019019311684
"T5308",0.159687934,0.211003232,0.076017006,0.202393208,0.068230315,0.13755256,0.082632324,0.074815866,0.171156946,0.066523752,0.108315718,0.452435662,0.063862916,0.147752819,0.075443781,0.278607291,0.109041091,0.092496312,0.202752788,0.08215293,0.212547662,0.114122205,0.066905363,0.33370313069504,0.429710476743814,1.55641598955669
"T5310",0.132826607,0.211227742,0.076418215,0.202328585,0.098718942,0.129241201,0.082052682,0.077676024,0.180256573,0.101829266,0.103219017,0.421188767,0.089373036,0.139194532,0.075439327,0.278257147,0.10353237,0.097733457,0.201362552,0.087417322,0.21553521,0.105377546,0.083881218,0.20416803337301,0.826825337303769,1.72919761012217
"T5312",0.166901186,0.218438665,0.076216029,0.210332813,0.059581155,0.146362104,0.0891998,0.086153453,0.179322228,0.069310057,0.121161456,0.407585431,0.069051926,0.155484518,0.06429591,0.279105759,0.121382229,0.0661219,0.207497119,0.058880075,0.200946369,0.118401266,0.070980083,0.267056495252778,0.621739778789785,1.63996646146997
"T5314",0.141091355,0.213945642,0.075286623,0.205628798,0.084654471,0.141671748,0.085756131,0.077163526,0.184165487,0.063261803,0.111897652,0.408253856,0.067154203,0.151346463,0.071826424,0.277843895,0.11260789,0.081016422,0.206413329,0.079571362,0.214586323,0.118881269,0.066994642,0.247039230806528,0.683836426848376,1.66698423529017
"T5316",0.122016113,0.209891223,0.068972833,0.201463077,0.067943531,0.136699558,0.082369942,0.070821811,0.174320506,0.056339597,0.107075165,0.442080494,0.06189758,0.146781775,0.067242875,0.276505371,0.107828751,0.081907948,0.202377952,0.073444506,0.210301161,0.114863,0.084181332,0.359738914957265,0.359156749379776,1.52571860559653
"T5318",0.147090215,0.207507505,0.074863099,0.198376329,0.098485408,0.126030133,0.07823763,0.075062976,0.176548765,0.09264519,0.098612891,0.422782801,0.086422824,0.135929847,0.078107926,0.276415987,0.099240262,0.099213768,0.197747133,0.089350278,0.211139098,0.101892149,0.083788905,0.220357040602646,0.770987937936653,1.70490318725114
"T5545",0.080139961,0.258329237,0.081936845,0.177947891,0.10380483,0.062027567,0.098909942,0.099984677,0.273593724,0.080526297,0.122744986,0.289540177,0.111806045,0.188826442,0.159272423,0.061999658,0.076841673,0.101612193,0.191292705,0.062014187,0.202440346,0.116292613,0.081512808,0.105624639132357,1.25013762289866,1.91337752876643
"T5553",0.074132213,0.267043597,0.073725436,0.132787262,0.073793115,0.087125411,0.076817412,0.074250633,0.09452844,0.074819555,0.078008063,0.379844235,0.082446331,0.169696676,0.143890645,0.297848984,0.110003741,0.094405189,0.083555758,0.073808421,0.234137023,0.076969177,0.175789522,0.344997930394628,0.398860682881452,1.5429934815948
"T5547",0.068965189,0.254138742,0.087675895,0.070795482,0.089257577,0.086793435,0.078885784,0.07101736,0.286571311,0.069336122,0.096957268,0.343478567,0.078608608,0.148135603,0.128381272,0.319324619,0.080869704,0.081869063,0.239221277,0.074035109,0.255745757,0.107014475,0.17907349,0.318473260149807,0.471972356134866,1.57480380813148
"T5549",0.072341181,0.270433098,0.085004937,0.179349264,0.074064234,0.074811158,0.082825578,0.066201379,0.279898221,0.066648844,0.066695876,0.360981894,0.075095469,0.174187741,0.147981099,0.224042616,0.090952507,0.092898629,0.195408363,0.067585774,0.261889076,0.110838078,0.136619685,0.266042049505475,0.624827775328019,1.64131002500578
"T5551",0.086830108,0.288687166,0.064240357,0.190494971,0.096646422,0.181923028,0.087143109,0.073321435,0.238511489,0.079269072,0.114301516,0.345805678,0.067895099,0.191257187,0.097364217,0.26607477,0.102182877,0.10200753,0.238905812,0.062866727,0.24344395,0.115820828,0.098623494,0.175796062586149,0.931505530401979,1.77474315676606
"T5555",0.176802801,0.249282094,0.0904125,0.18001787,0.12628113,0.164370009,0.092825333,0.092178301,0.256570132,0.071057485,0.116713438,0.183109306,0.141373953,0.15756746,0.141573212,0.282306508,0.095271934,0.0867349,0.220095927,0.065286506,0.245107514,0.109567022,0.179682156,0.0094165489362834,2.34881823586557,2.39140501060032
"T5557",0.192674525,0.229272203,0.164652667,0.216982333,0.133272385,0.176157041,0.093672529,0.097345836,0.193290598,0.08439899,0.114594828,0.193567987,0.111133824,0.162184086,0.138013766,0.248080115,0.104325027,0.092235837,0.215433308,0.092593796,0.231001821,0.106719059,0.165575126,0.000180066419584976,3.5676968290497,2.92172970886511
"T5559",0.083063219,0.247935733,0.089493365,0.075984566,0.077629304,0.115532709,0.097504729,0.0999987,0.25603972,0.09193655,0.112618435,0.395124156,0.124758778,0.1009736,0.169820307,0.262542778,0.130972304,0.114094029,0.214776821,0.076786751,0.267100054,0.118679638,0.147087811,0.155936561458005,1.01129946320625,1.80946088302232
"T5561",0.08742553,0.273011953,0.086115165,0.127393023,0.088924458,0.089393167,0.109749172,0.084643735,0.223724578,0.08750625,0.101802843,0.370447474,0.095506265,0.184659271,0.138955087,0.269513687,0.108197939,0.09844173,0.198391275,0.088745866,0.253636074,0.086745503,0.12060828,0.145903580223845,1.05416548213967,1.82811155806395
"T5563",0.20662084,0.230389428,0.06762732,0.214462566,0.123621302,0.105310559,0.093347963,0.088861464,0.237810726,0.158822928,0.130716212,0.227294295,0.077664573,0.175762234,0.14521013,0.271176143,0.126686443,0.094909389,0.217179132,0.07015795,0.070986166,0.112401575,0.184654746,0.0117415092591377,2.26548361275709,2.35514675723354
"T5569",0.249440336,0.21942594,0.246449912,0.209127588,0.132933341,0.096194243,0.08498188,0.079028877,0.237740538,0.06779594,0.105948837,0.266438424,0.082465213,0.145553847,0.129877928,0.26266007,0.108378536,0.06340958,0.201651754,0.079492821,0.226998015,0.106131263,0.187124897,0.0314110803700699,1.86044805823076,2.17891890366237
"T5565",0.141612517,0.211958403,0.131692043,0.203249802,0.13300249,0.07198886,0.110770553,0.111180813,0.217521702,0.107964527,0.132285291,0.265153913,0.115116576,0.163925815,0.146957076,0.23752268,0.121144617,0.114288447,0.198686294,0.120823971,0.220744007,0.124961028,0.186063772,4.74261602163675e-05,3.90339599493575,3.06778983318905
"T5567",0.13030285,0.219661753,0.146491943,0.203812727,0.128224808,0.066900687,0.100792555,0.086072363,0.234761555,0.080460607,0.122291163,0.273715474,0.152038019,0.153575355,0.139355153,0.260853158,0.114022404,0.094540595,0.20176646,0.087980841,0.21897857,0.116541298,0.168913512,0.00377228953886272,2.67179915159964,2.53193152213295
"T5571",0.163905813,0.203854966,0.117178483,0.185672804,0.109065432,0.145588777,0.090462045,0.089765691,0.221650757,0.09328265,0.110804865,0.161028711,0.093644091,0.135970267,0.121612717,0.249139565,0.099764469,0.090721267,0.171240483,0.112125845,0.205171257,0.100440543,0.085798809,0.000429311787810083,3.33317033668311,2.81968903640199
"T5577",0.26462281,0.193334863,0.132215646,0.163690027,0.111448057,0.075628693,0.093356552,0.091045739,0.219918944,0.108911743,0.123777197,0.096593114,0.115064079,0.131931872,0.118944868,0.236013516,0.100565259,0.095095073,0.178083541,0.093189505,0.090213753,0.10279178,0.231076723,0.00521245631247336,2.56140707280233,2.48390077796665
"T5573",0.166676464,0.204833557,0.109042587,0.185585434,0.103735904,0.123044856,0.089998017,0.109563689,0.22639787,0.112642569,0.096812267,0.131763105,0.094731729,0.131545523,0.115281697,0.249166006,0.091012147,0.090846622,0.18783694,0.123828324,0.204020667,0.093729668,0.100020061,0.000543684243631922,3.26688758582949,2.7908499214621
"T5575",0.092814258,0.239434974,0.096165948,0.228458087,0.152312183,0.137989801,0.099800049,0.106758939,0.206738477,0.071106096,0.130163842,0.284457692,0.108313458,0.170585259,0.151315241,0.267173437,0.085020388,0.08099222,0.221041412,0.071006604,0.142927928,0.12371876,0.117584906,0.0167418364331536,2.12623529230981,2.29456088433527
"T1708",0.057783045,0.300188141,0.24593851,0.180086454,0.058931081,0.342346114,0.059773194,0.283419926,0.200201725,0.055723816,0.201628847,0.309223997,0.106587098,0.059642685,0.293639465,0.209135063,0.248223526,0.249432632,0.328304122,0.05897344,0.253983404,0.2029402,0.108073833,0.104231165765492,1.25780487690758,1.91671349199651
"T1709",0.063765947,0.109912656,0.244097667,0.182678092,0.070484699,0.342797286,0.06057818,0.239964024,0.101733673,0.069842044,0.062436272,0.323912281,0.112356042,0.061010332,0.319365425,0.199706161,0.248384315,0.061838424,0.234313828,0.084920171,0.253983404,0.361584618,0.119640366,0.272955513299136,0.603898649715506,1.63220392347322
"T5774",0.112694637,0.296263997,0.112699626,0.292218633,0.172155286,0.177477464,0.074405819,0.094140529,0.342908576,0.077719606,0.149728904,0.186610219,0.192639253,0.103090179,0.095052417,0.218157373,0.129142359,0.118331206,0.27831748,0.089222034,0.253983404,0.122825237,0.304266499,0.0523411333932094,1.62256575142862,2.07541814215682
"T5776",0.109438245,0.28718958,0.105678938,0.274287396,0.166546513,0.177687291,0.074405819,0.094140529,0.326961872,0.077719606,0.153411991,0.113239142,0.179003082,0.06854016,0.095052417,0.218157373,0.124283248,0.105784922,0.255786783,0.109366431,0.253983404,0.123102548,0.288839874,0.0601981850499502,1.55311204041006,2.04519936684543
"T5778",0.098260127,0.29127347,0.098201857,0.280459253,0.161483273,0.176806041,0.074405819,0.094140529,0.326462274,0.077719606,0.157436751,0.158138092,0.188091742,0.074695473,0.095052417,0.218157373,0.137188162,0.09868011,0.263297816,0.094392597,0.253983404,0.128657176,0.290657032,0.0604130848358881,1.55131518449904,2.04441756866294
"T5779",0.09750533,0.295529049,0.099105242,0.282989707,0.148150176,0.186087811,0.074405819,0.094140529,0.333145712,0.077719606,0.143644841,0.213793604,0.181893792,0.0958242,0.095052417,0.218157373,0.111708544,0.081775821,0.189715283,0.081737482,0.253983404,0.128523235,0.29895156,0.0757880552654043,1.43398651699224,1.99336876811685
"T5780",0.085714249,0.307272223,0.081246535,0.302624108,0.159478729,0.192857111,0.074405819,0.094140529,0.346300466,0.077719606,0.165825208,0.230738848,0.196165074,0.090919287,0.095052417,0.218157373,0.117602857,0.056394087,0.213584668,0.056173202,0.253983404,0.134414311,0.312470255,0.141842155849211,1.07207953117569,1.83590582297504
"T5781",0.085172158,0.302584921,0.106626052,0.284690814,0.1564295,0.164445512,0.074405819,0.094140529,0.336250009,0.077719606,0.129364328,0.35369603,0.167313489,0.098615527,0.095052417,0.218157373,0.099841017,0.129268061,0.159964285,0.077307871,0.253983404,0.109403564,0.310312384,0.144637208795513,1.05971469018921,1.83052597579262
"T5782",0.101464646,0.309639303,0.088911457,0.295300021,0.151344092,0.166506569,0.074405819,0.094140529,0.344125177,0.077719606,0.13311047,0.353776765,0.171266555,0.139067147,0.095052417,0.218157373,0.102167594,0.146334515,0.150431761,0.079678045,0.253983404,0.10608857,0.311745273,0.130883071621099,1.1222265111282,1.85772438813889
"T5783",0.111519199,0.312491137,0.075232587,0.296001793,0.161639094,0.192339256,0.074405819,0.094140529,0.35067184,0.077719606,0.153907304,0.365273606,0.183848866,0.081164488,0.095052417,0.218157373,0.130136289,0.072897953,0.23870479,0.079022479,0.253983404,0.129814512,0.317928748,0.163361684686543,0.98073514190887,1.79616258197713
"T5784",0.076404371,0.299235224,0.090001156,0.307950114,0.193724887,0.199126742,0.074405819,0.094140529,0.343476761,0.077719606,0.166461283,0.322610627,0.202454964,0.069541292,0.095052417,0.218157373,0.165059222,0.088194591,0.265448776,0.08747634,0.253983404,0.138062602,0.310381506,0.10917871573301,1.23090758218647,1.90501068600183
"T5786",0.1037885,0.289758273,0.108039482,0.284223611,0.132982729,0.164300767,0.074405819,0.094140529,0.331638151,0.077719606,0.142968019,0.088635873,0.181590068,0.057436643,0.095052417,0.218157373,0.134701479,0.11198063,0.266049875,0.112159065,0.253983404,0.123161378,0.300925067,0.0994268544948922,1.28482424215069,1.92846940993616
"T5788",0.108780326,0.296826801,0.091639411,0.287956137,0.139319245,0.161001253,0.074405819,0.094140529,0.334621925,0.077719606,0.152726174,0.108927183,0.196205982,0.083706636,0.095052417,0.218157373,0.135598886,0.113409387,0.261205241,0.098288684,0.253983404,0.124002521,0.303214133,0.084250423676414,1.37703687512908,1.968590417093
"T5790",0.116479395,0.289733222,0.120189391,0.284864058,0.161602418,0.140947333,0.074405819,0.094140529,0.333640617,0.077719606,0.146536001,0.119326687,0.184909341,0.060606195,0.095052417,0.218157373,0.133087943,0.117358574,0.259385734,0.10061935,0.253983404,0.121892539,0.295157774,0.0705564814154992,1.47165908019317,2.00975981052592
"T5792",0.086908517,0.250713222,0.098245733,0.297330909,0.113821478,0.187873014,0.074405819,0.094140529,0.345485817,0.077719606,0.161841798,0.088348978,0.19724168,0.071983699,0.095052417,0.218157373,0.134673683,0.068737178,0.257711043,0.06599018,0.253983404,0.133069423,0.3124637,0.160143454720822,0.993868463687409,1.80187678923974
"T5794",0.114002052,0.286190755,0.079564257,0.276994974,0.135103435,0.16111914,0.074405819,0.094140529,0.334922993,0.077719606,0.133784275,0.340915465,0.173649699,0.080067289,0.095052417,0.218157373,0.1227272,0.114776193,0.160043833,0.098466824,0.253983404,0.114176227,0.292051467,0.11347008301138,1.20827847275134,1.89516493458713
"T5796",0.124373384,0.280662558,0.133107867,0.275217333,0.12885652,0.170726612,0.090505884,0.070996873,0.328461387,0.103187867,0.144127595,0.291511397,0.181556215,0.09270182,0.095052417,0.218157373,0.135303942,0.130860472,0.220290409,0.090759391,0.157888364,0.122812885,0.284094306,0.0303724135397322,1.87534826781502,2.18540187021544
"T5798",0.134847806,0.270880798,0.116043351,0.269659942,0.140813393,0.139705089,0.074405819,0.094140529,0.318199675,0.077719606,0.140970981,0.116050908,0.174953738,0.065511718,0.095052417,0.218157373,0.117521554,0.135394698,0.247076499,0.099188876,0.253983404,0.119026429,0.277748681,0.0453544520031933,1.69167003939425,2.10548488618621
"T5800",0.120569871,0.299706401,0.123049207,0.296732095,0.14730618,0.159709696,0.074405819,0.094140529,0.347014015,0.077719606,0.140921307,0.134646016,0.17810939,0.088117323,0.095052417,0.218157373,0.104010102,0.095512628,0.273551311,0.085980973,0.253983404,0.109960517,0.293173357,0.100223603151227,1.28027850012806,1.92649159255548
"T5802",0.109297871,0.283517399,0.110968108,0.283845715,0.146880723,0.162323906,0.074405819,0.094140529,0.332547112,0.077719606,0.142184375,0.10781552,0.184044762,0.094690448,0.095052417,0.218157373,0.124670991,0.091175227,0.258348295,0.091140918,0.253983404,0.117593046,0.291034003,0.0771716339493022,1.42435660992395,1.98917886964061
