"","bcsA","bcsB","bcsC","bcsZ","cheB","cheR","cheY","cheZ","fnr","iraD","pdeF","pepT","pitA","ravA","tap","tar","upp","uraA","viaA","xdhA","xdhB","xdhC","ydeJ","pval","z","inv_cof_var"
"T5527",0.130576438,0.057906732,0.126809779,0.127768176,0.130774242,0.06042937,0.309384434,0.291185161,0.297888587,0.105413556,0.194740503,0.132870831,0.155699475,0.068667249,0.059150289,0.094428144,0.154601183,0.120887851,0.062740271,0.057449749,0.244914612,0.065579323,0.056858633,0.389230338645265,0.281325599494897,1.71205574065966
"T5533",0.089600337,0.110853744,0.140532016,0.052346252,0.12940428,0.067583499,0.12367485,0.278465225,0.305585243,0.118595828,0.097562995,0.142660263,0.060045374,0.052270531,0.062765851,0.084410517,0.095820079,0.08682414,0.136908436,0.069137663,0.2357581,0.16812887,0.05194264,0.274983912995982,0.597808338780946,1.91849273240914
"T5529",0.146190807,0.075316335,0.114778265,0.139759751,0.13039684,0.055880147,0.196800314,0.282215942,0.291166667,0.061361093,0.203452494,0.145544473,0.064920597,0.061985272,0.053460958,0.108714018,0.154168146,0.141793645,0.090788649,0.115169761,0.25589842,0.21724382,0.053397982,0.259595243435753,0.644593748940828,1.94901016079389
"T5531",0.124763242,0.067306497,0.124940673,0.072882933,0.141764595,0.10395758,0.118980435,0.274043802,0.30386908,0.097506019,0.085200974,0.127446875,0.125890621,0.06536322,0.106222777,0.088155041,0.124312804,0.113411349,0.118887794,0.124140904,0.20160528,0.173440862,0.06510055,0.0657829839966411,1.5079552992171,2.5121680809802
"T0068",0.045634483,0.050770139,0.046654074,0.081141579,0.035180415,0.034499501,0.044258718,0.034940215,0.177320367,0.08415204,0.116459061,0.034740183,0.125610985,0.03536247,0.03659996,0.04517724,0.152450211,0.178484901,0.04477097,0.069437438,0.112169113,0.071321154,0.100206731,0.395885334185442,0.264012004788363,1.70076233990217
"T0070",0.116041092,0.056682798,0.056849963,0.061661194,0.097079845,0.090146135,0.142279282,0.10795545,0.237729304,0.012048027,0.092482936,0.088342732,0.233957439,0.077090382,0.109023891,0.136038738,0.279078334,0.080814635,0.057947418,0.059030337,0.077503179,0.058822802,0.073883694,0.420983037979431,0.199379268887806,1.65860336593111
"T0071",0.068785786,0.069165984,0.068972345,0.071624714,0.107616599,0.098629934,0.131230773,0.106673752,0.389799409,0.140524388,0.080148368,0.089650283,0.198719806,0.08854009,0.111887803,0.129767299,0.310914664,0.354291569,0.070964187,0.06892837,0.081982428,0.071135817,0.105856217,0.475987132990747,0.0602277230563799,1.56783687868592
"T0246",0.02711665,0.071608731,0.072657759,0.067060994,0.088846996,0.085812083,0.059985592,0.072289648,0.059989359,0.067047908,0.063646701,0.081364639,0.118110306,0.077811298,0.091348955,0.102594094,0.063038318,0.08304118,0.116264269,0.037545563,0.063599538,0.012359392,0.064865924,0.0202943524079744,2.04770712984109,2.86424018594445
"T0257",0.07031302,0.082579264,0.083492547,0.07807678,0.09733426,0.096555853,0.110713283,0.073272654,0.123402579,0.078646185,0.074833945,0.09213427,0.082644849,0.077674457,0.101451392,0.111205877,0.105053054,0.128771974,0.108953367,0.048602924,0.074554329,0.011830721,0.075987063,0.00126435214723685,3.01988529942705,3.49837757121413
"T0598",0.02765881,0.032966757,0.055127701,0.046108348,0.07936449,0.079307368,0.060632311,0.082064644,0.306255812,0.03194523,0.039672348,0.033373356,0.065696466,0.037745892,0.027522934,0.045305159,0.143974452,0.073425799,0.0349679,0.047263797,0.039873274,0.047171657,0.030975384,0.253608502624165,0.663177304321851,1.96113193804317
"T0599",0.02703968,0.032786782,0.05865968,0.050687535,0.08001998,0.080717347,0.081470872,0.083279816,0.306825556,0.041919401,0.04441684,0.030081712,0.077048667,0.040264665,0.036800548,0.063954991,0.190491212,0.075368201,0.051398831,0.049766342,0.044634484,0.048382009,0.052962907,0.342098450565145,0.406742801084851,1.79386351908156
"T0600",0.027463257,0.032310266,0.052355053,0.020852176,0.077177689,0.077059242,0.071777618,0.079899381,0.304773923,0.026284337,0.03695329,0.033413025,0.063859972,0.038791672,0.021825835,0.035505265,0.03669645,0.070990236,0.033695805,0.044468228,0.037130215,0.044376513,0.031250686,0.105338313590338,1.25170705835022,2.34502115819702
"T0602",0.078753606,0.177160175,0.174973482,0.068878639,0.065000627,0.063357075,0.076755701,0.064576148,0.135775249,0.070275918,0.173294569,0.069243374,0.181339002,0.059458626,0.067660469,0.070639725,0.288476381,0.061230046,0.062026519,0.067190422,0.074879084,0.067731976,0.091047125,0.430560948967559,0.174946212392388,1.6426660459574
"T0587",0.077399474,0.28015586,0.150969223,0.070994857,0.110086417,0.107581124,0.133552872,0.061525239,0.260070123,0.071758149,0.063907936,0.097246094,0.212876639,0.065025702,0.113675324,0.070547663,0.323106567,0.099157945,0.063969265,0.067070746,0.064976226,0.064503512,0.063181998,0.499476370194863,0.00131254565186674,1.52940738322841
"T0588",0.080884525,0.285293558,0.121967284,0.078309426,0.098067815,0.09689139,0.115554509,0.078659426,0.235540808,0.078621252,0.076547207,0.091073057,0.197328901,0.077606851,0.101065684,0.081045376,0.314930897,0.092069143,0.076326385,0.078488744,0.076263133,0.07677899,0.076529419,0.416634189369705,0.21051162597717,1.66586483716898
"T0568",0.031441359,0.032457172,0.062575026,0.029549309,0.088587675,0.081405637,0.078112026,0.087339308,0.303684445,0.049208507,0.044474903,0.031709139,0.082003641,0.065201833,0.092841296,0.065887267,0.03958868,0.079739443,0.03658409,0.053992183,0.044816717,0.053867617,0.048645253,0.0298859445537571,1.88247250869314,2.75646009594777
"T0569",0.038014045,0.036346004,0.063508131,0.091189286,0.090446427,0.084496542,0.067156584,0.089240382,0.305822932,0.052676235,0.046921452,0.031522828,0.08708896,0.063165642,0.094553023,0.067173759,0.069472694,0.081745301,0.061123301,0.05607764,0.046178677,0.05177877,0.050866985,0.00301367683520185,2.74628957841459,3.31991514470469
"T0571",0.034630817,0.028652844,0.056764971,0.048008689,0.08974781,0.085439707,0.075805183,0.088262148,0.319996349,0.021268833,0.040022968,0.030496222,0.077452454,0.036627554,0.094786964,0.062316039,0.020674246,0.079174359,0.05486862,0.049745886,0.040340791,0.049631233,0.040409627,0.107108814999722,1.24205131388768,2.33872285945111
"T0573",0.025867038,0.028598127,0.053929347,0.022748844,0.077612591,0.07893795,0.050926504,0.081713824,0.310301801,0.045998918,0.036282448,0.027511999,0.070974592,0.057358032,0.087927065,0.056666217,0.025590427,0.072981573,0.027776203,0.045722142,0.03660813,0.045595117,0.037086688,0.093112540806205,1.32182905275115,2.39076069398421
"T0572",0.057497758,0.050197534,0.26162655,0.052857784,0.108471934,0.11227925,0.158023475,0.115758011,0.050548287,0.270772297,0.229712768,0.078099878,0.221147239,0.052035743,0.126826083,0.153656846,0.290533231,0.096388768,0.057314572,0.050585882,0.066763072,0.050267356,0.118878289,0.46299865597756,0.0928819923048986,1.58913677367119
"T1096",0.09557635,0.095354885,0.095556583,0.107804991,0.123381611,0.11867432,0.145201357,0.12221467,0.213542748,0.103713292,0.126226926,0.110616236,0.311480327,0.107050616,0.129049727,0.145078715,0.119262078,0.040208331,0.097270855,0.101801593,0.123619533,0.103145034,0.116788852,0.0667026425279351,1.50080778298988,2.5075058622704
"T1094",0.089243868,0.084145393,0.089264003,0.074686708,0.142971287,0.136146179,0.172500258,0.140785435,0.230642188,0.074483166,0.089855047,0.086831354,0.138903521,0.118255461,0.150955643,0.172477272,0.274036919,0.086483712,0.095571968,0.075115682,0.087394489,0.074503188,0.086198998,0.0909038126558472,1.33520999860338,2.3994888862854
"T4023",0.090734957,0.120675269,0.124359845,0.159096604,0.067720207,0.105710041,0.333596293,0.261205435,0.272746447,0.132511688,0.09709769,0.110431906,0.202413962,0.063056503,0.151711391,0.121664621,0.157236619,0.104188689,0.104704241,0.075036736,0.217817042,0.197018064,0.060725881,0.217031980038473,0.782256305635469,2.03880540253343
"T4024",0.092766412,0.125821844,0.114728373,0.150119438,0.084675714,0.153444015,0.330892729,0.24915474,0.272258278,0.146115187,0.076944985,0.089295428,0.197842727,0.055653697,0.184598641,0.148458359,0.187476824,0.062559512,0.086492641,0.081253249,0.208602223,0.189253127,0.054859254,0.237289882469783,0.715047383249982,1.99496602036907
"T4025",0.095668173,0.126361336,0.12128367,0.161397425,0.077898384,0.103511924,0.328477901,0.242361933,0.203819323,0.149148199,0.092989505,0.119754733,0.204662235,0.064492352,0.123274532,0.078043286,0.11170052,0.085528575,0.085907889,0.081595403,0.215780251,0.192097111,0.065876206,0.239336119022074,0.708439712904672,1.9906559351125
"T4026",0.096491684,0.128457266,0.125253708,0.159883225,0.067535937,0.071053928,0.331670834,0.12375306,0.264224778,0.159353641,0.087366875,0.109900676,0.196650032,0.067003312,0.093394943,0.068193032,0.082324753,0.093977604,0.088362535,0.091680869,0.208762824,0.181613954,0.067218744,0.27078663239884,0.610435640590837,1.9267293338915
"T4027",0.100059801,0.133250895,0.126902486,0.170793465,0.094886167,0.100190171,0.304068531,0.248283649,0.244769767,0.095563151,0.099866976,0.0952782,0.21475547,0.081067553,0.081932561,0.087634439,0.093694706,0.100123341,0.109398832,0.102275208,0.214708648,0.194070518,0.080027607,0.182951020406183,0.904176081703731,2.11833186221676
"T4028",0.097056132,0.129603207,0.120502638,0.158357061,0.074012334,0.0908857,0.332846735,0.248911682,0.267036002,0.094660371,0.030726818,0.082164401,0.20643961,0.077018013,0.088928174,0.057924768,0.129540188,0.116589212,0.086874525,0.09479158,0.214727839,0.196786711,0.073154309,0.356016130173424,0.369128079243954,1.76932799452232
"T4029",0.110732469,0.140205289,0.119189303,0.165550525,0.071019584,0.068666955,0.324200016,0.222132187,0.270788653,0.099235677,0.135015723,0.172673062,0.206070627,0.06959709,0.073991722,0.151994506,0.10400884,0.073040651,0.097253769,0.096568886,0.21796727,0.195536452,0.069130089,0.21391070603333,0.792925186558739,2.04576455514978
"T4030",0.095969741,0.124443822,0.10747562,0.158886899,0.076366163,0.112219777,0.331407262,0.221450603,0.255654799,0.106770568,0.083284974,0.112713256,0.197378651,0.080345059,0.111977057,0.108523057,0.077372025,0.107123579,0.076426844,0.094741068,0.210993181,0.188152099,0.07919014,0.216073397849663,0.785523332501449,2.0409364356498
"T4031",0.11757681,0.145235371,0.140241454,0.169840824,0.096118147,0.125325764,0.295428395,0.234505649,0.224244021,0.124632449,0.106683297,0.10921541,0.202945564,0.093941452,0.116813403,0.109997137,0.081345816,0.101774388,0.126885235,0.09477365,0.20166782,0.198551895,0.080047256,0.063754271593528,1.52400067254685,2.52263423976397
"T4032",0.115773407,0.136591197,0.135698348,0.164411311,0.111157498,0.107925193,0.305500043,0.236720033,0.2569958,0.10634582,0.083215336,0.106184789,0.18928675,0.102467368,0.089005696,0.102728088,0.128280594,0.125019116,0.116556611,0.096954652,0.201386166,0.191406169,0.087294905,0.0716708455897019,1.46345948798566,2.48314412398087
"T4033",0.115594823,0.146891864,0.141388401,0.176930816,0.1205369,0.15278125,0.305547678,0.246072864,0.260182343,0.127127384,0.133876424,0.071153313,0.217358593,0.085385464,0.128575674,0.084244634,0.135827077,0.14106185,0.123845875,0.075186635,0.222984436,0.20750939,0.060933247,0.0965619573512421,1.30139315712847,2.37743066269856
"T4034",0.111495342,0.144632515,0.147898219,0.179972306,0.073408139,0.082010962,0.309106969,0.258341969,0.272304646,0.125220797,0.117617339,0.114589408,0.210221947,0.083524868,0.108718415,0.130406704,0.115345142,0.120974137,0.100327242,0.080098025,0.221250929,0.213434756,0.074018901,0.144580778770954,1.05996272496049,2.21994917651714
"T4087",0.097038488,0.084152161,0.140366661,0.090753931,0.100818696,0.082777778,0.302731733,0.244099267,0.095747556,0.101302295,0.111651855,0.094648761,0.18989129,0.076954401,0.152220533,0.076437553,0.147828546,0.102615299,0.086488193,0.081818634,0.165782053,0.176075233,0.084205447,0.172716063492967,0.943486481025919,2.14397345201989
"T4088",0.097249785,0.135557423,0.132976001,0.121524754,0.058165669,0.131357882,0.12492149,0.279665494,0.045535532,0.173050796,0.081512548,0.047821862,0.235144591,0.047896631,0.154659296,0.124586411,0.072309239,0.027918109,0.048938471,0.133215883,0.2257547,0.218828527,0.056004692,0.341235414401945,0.409093796242021,1.79539703831537
"T4089",0.142671532,0.044667991,0.095248743,0.151695491,0.105065836,0.13728802,0.12389516,0.250124958,0.285586001,0.156999862,0.04338327,0.142175332,0.059535588,0.143226177,0.121410572,0.159743434,0.143692892,0.041857056,0.14113922,0.139013009,0.186431319,0.180847703,0.048913712,0.0984328427022563,1.29053293173591,2.37034669892594
"T4090",0.077408012,0.105576646,0.139765713,0.173542045,0.154078407,0.065249109,0.210370631,0.136063881,0.247590908,0.174088835,0.07933309,0.082641734,0.20631892,0.128838242,0.157954292,0.159740274,0.147400622,0.160306622,0.158696226,0.159963141,0.162808259,0.175575694,0.08549891,0.00215480103881699,2.85456346028942,3.39054059021777
"T4091",0.10300319,0.08307803,0.088643149,0.093381279,0.104755539,0.103842335,0.301933125,0.247615941,0.262710837,0.077273956,0.175571783,0.134936947,0.185792377,0.107238558,0.085494838,0.156392998,0.126201403,0.060850927,0.109906877,0.155189087,0.193254997,0.167402923,0.077799415,0.14194777532522,1.07160930841181,2.22754606997576
"T4092",0.061431304,0.118953094,0.132371376,0.145287529,0.133680692,0.12311754,0.081861099,0.256853585,0.169675835,0.110103394,0.189248309,0.112723145,0.217072437,0.10769346,0.118210934,0.114179716,0.163700868,0.095681069,0.072493854,0.0972217,0.20687113,0.191078232,0.063837745,0.0592491172529907,1.56110815400423,2.54683889895247
"T4093",0.11326276,0.14446743,0.12361637,0.143229214,0.107812694,0.121497036,0.306403918,0.232765836,0.253166704,0.139240982,0.119265717,0.088721309,0.162502858,0.11422601,0.088634224,0.117299958,0.153854424,0.055504506,0.081678436,0.091929307,0.191341498,0.165691463,0.077835113,0.0919361661328915,1.32892615980193,2.39539003153669
"T4094",0.059636347,0.124984735,0.157533768,0.16816393,0.085264925,0.089338336,0.297210393,0.251080526,0.075507309,0.070794173,0.141051213,0.062545117,0.157779747,0.082515959,0.065209606,0.123512228,0.164073855,0.104111051,0.15309036,0.129364161,0.214666633,0.215634574,0.053841638,0.211298383259923,0.801924269144222,2.05163452310331
"T4095",0.106983913,0.07335436,0.129817706,0.124201643,0.092245969,0.073203142,0.327969039,0.280334574,0.247719963,0.086438874,0.151228599,0.119134705,0.19709861,0.120902292,0.129226278,0.102284016,0.152327144,0.102960868,0.080241292,0.087388675,0.199625308,0.179060259,0.073423168,0.216870467069162,0.782806186452466,2.03916408162581
"T4097",0.094850903,0.124917567,0.155064212,0.168725688,0.074730637,0.116360117,0.320525671,0.051596879,0.047382782,0.185301594,0.139426425,0.107850419,0.238390252,0.086664091,0.10810659,0.091400601,0.171013069,0.112599004,0.092723573,0.075893601,0.078326174,0.211552827,0.099848202,0.199273508819779,0.844219038569453,2.07922277321318
"T4099",0.111780848,0.13032053,0.137270592,0.14032715,0.113637927,0.113278679,0.253182,0.239710755,0.113498827,0.111511121,0.114195306,0.074084935,0.183525001,0.10119472,0.113988945,0.106561698,0.144171772,0.111962621,0.112561164,0.095753174,0.113660096,0.192818322,0.112461854,0.0147358778265642,2.1771181168879,2.94865305132074
"T4101",0.09508885,0.107334374,0.121331037,0.091618954,0.096713838,0.078760433,0.310540462,0.245604627,0.101901351,0.054432481,0.148398781,0.089945671,0.182121229,0.049497556,0.117276683,0.144269851,0.138635026,0.049638369,0.136643929,0.097603987,0.173205151,0.181176045,0.099678319,0.221000297770416,0.768819290405449,2.03004063700961
"T5038",0.099234421,0.139339571,0.101130715,0.176060432,0.099340477,0.048761138,0.319034757,0.115974034,0.287567095,0.153481978,0.152866038,0.077508088,0.087406684,0.074995916,0.132423132,0.132773818,0.161114414,0.126094955,0.115172461,0.062154399,0.225456675,0.182266737,0.050195934,0.197003392141979,0.852373570602385,2.08454185338103
"T5039",0.088507889,0.129501559,0.093609615,0.173622977,0.091196223,0.093452634,0.344007525,0.052104822,0.308496705,0.060937048,0.087120369,0.095776266,0.038807212,0.065866252,0.129701264,0.083332248,0.151948463,0.038045307,0.109550523,0.158798855,0.230893672,0.179873644,0.037261003,0.455677427200756,0.111329763301789,1.6011699807828
"T5042",0.108425398,0.147267846,0.086511777,0.182772668,0.106153805,0.118281071,0.30565587,0.086147695,0.278825559,0.095427104,0.101190137,0.087261719,0.198760964,0.082442298,0.13484922,0.087145465,0.170929712,0.054117681,0.114741131,0.089227381,0.230577059,0.18934744,0.057819749,0.194340602845602,0.862011470669016,2.09082851249245
"T5043",0.097742107,0.14102705,0.099020245,0.137005207,0.093090891,0.090733505,0.307157589,0.075706041,0.205761031,0.092095273,0.025219802,0.084103785,0.19263161,0.097891548,0.118467619,0.193948367,0.14767577,0.093255267,0.111979358,0.120914745,0.207410651,0.205621672,0.089655565,0.190934420274096,0.874458078442621,2.09894724993786
"T6958",0.081423335,0.138458862,0.145118822,0.177829209,0.071756636,0.189313817,0.310134306,0.16628413,0.106268357,0.076225283,0.135164446,0.073038502,0.11786389,0.070683226,0.121895907,0.103796119,0.162095185,0.080199835,0.116300388,0.123103477,0.146830619,0.074350686,0.069558781,0.143397666110955,1.06517812164751,2.22335110233868
"T6959",0.108542442,0.148671451,0.127192674,0.18801273,0.092996695,0.165101188,0.307905791,0.264840257,0.204180387,0.127609217,0.176085212,0.092218729,0.22288466,0.054678434,0.100519501,0.102156098,0.163794156,0.143234782,0.109118984,0.165225672,0.217079,0.205663653,0.056320007,0.103007492082498,1.26459935567128,2.35343061231671
"T6962",0.088364647,0.158389851,0.142122191,0.190138781,0.078325552,0.169597544,0.311386502,0.242908246,0.188107591,0.129381198,0.144448253,0.088408485,0.198730005,0.052972033,0.148799197,0.13038254,0.175197341,0.109323269,0.051351693,0.14455762,0.225593055,0.190770798,0.051061262,0.14329715981001,1.06562250956536,2.22364096997929
"T6963",0.112309293,0.151573672,0.11886036,0.18944179,0.093035053,0.143501622,0.306945134,0.251968671,0.263103493,0.165872539,0.162552904,0.079042334,0.205099803,0.073706778,0.113201121,0.143114112,0.138401348,0.125240568,0.10072884,0.124345102,0.229503954,0.195996191,0.04949965,0.089164844921288,1.34591574684066,2.40647208690329
"T6966",0.10623837,0.148008942,0.122510297,0.117284121,0.069247034,0.082935846,0.304907149,0.242731098,0.269787272,0.068888197,0.134649351,0.153686017,0.204529941,0.074816731,0.096448242,0.105543675,0.157972969,0.067645508,0.103050609,0.099425169,0.215537588,0.199320942,0.073939161,0.193599062564852,0.864709734606227,2.09258854999528
"T6967",0.097799898,0.149896343,0.140735682,0.116338538,0.072161365,0.089682451,0.312281298,0.250941007,0.279427131,0.137292765,0.167529201,0.167052303,0.208906266,0.06668868,0.069938439,0.084243515,0.143947553,0.071014448,0.078858378,0.078764282,0.218882609,0.192484699,0.079646079,0.227382538061056,0.747494575258021,2.01613084194502
"T6970",0.112992472,0.155173675,0.135642759,0.142918275,0.086244936,0.117206571,0.239375387,0.184095002,0.275925768,0.190050049,0.113487687,0.095692411,0.213310824,0.095963263,0.084866748,0.095414369,0.161151194,0.078819114,0.101627158,0.090437063,0.222638545,0.190097619,0.085431512,0.0378589808702716,1.77609074312613,2.68706884980842
"T6971",0.085340469,0.152673344,0.153897473,0.078093987,0.088345083,0.073489931,0.311252938,0.242039465,0.271933301,0.076803324,0.243395722,0.115869998,0.211146108,0.091805498,0.082760671,0.097943385,0.130522593,0.076775624,0.078316832,0.069513672,0.208155617,0.173905417,0.070110675,0.294304882043393,0.540851758725593,1.88134080092153
"T6981",0.121569619,0.162860685,0.136046976,0.171631356,0.059377465,0.121263,0.301900624,0.166553639,0.251514095,0.0642982,0.123455685,0.097954562,0.210814932,0.086045562,0.13717715,0.084872295,0.169594111,0.09753927,0.12050769,0.093497745,0.201250972,0.215462161,0.080982734,0.106338750863703,1.24623672036701,2.34145293795331
"T6984",0.122175758,0.165133814,0.143836426,0.185752374,0.093562351,0.160301834,0.315292125,0.254453399,0.274654191,0.052324761,0.12914719,0.111565698,0.223894487,0.072109536,0.128844408,0.110840863,0.186725207,0.09572627,0.120354433,0.106260331,0.224976219,0.219917572,0.067999008,0.135501212374244,1.10075701439236,2.24655868580624
"T6988",0.098145497,0.14191431,0.109807554,0.178206021,0.050135393,0.179081834,0.337601196,0.25889504,0.293448007,0.136935798,0.143541425,0.084478144,0.221516306,0.067388377,0.090279507,0.088616594,0.162541399,0.072234041,0.104361858,0.100473072,0.232002855,0.199456079,0.04770364,0.282685754131333,0.574881402694731,1.9035378324157
"T6989",0.101723123,0.145903178,0.112427515,0.181880323,0.133678233,0.153463682,0.310976704,0.256747896,0.27236224,0.051355267,0.055979559,0.09996911,0.222284713,0.071295624,0.127965135,0.136548404,0.16963637,0.096744858,0.108038439,0.101731252,0.225426867,0.194545296,0.053430864,0.204041633624615,0.827271370114812,2.06816806071658
"T6992",0.099858631,0.141470917,0.104882019,0.18214159,0.121935601,0.162388202,0.323961451,0.255404455,0.062343277,0.099508743,0.080612511,0.079948771,0.222666616,0.068483418,0.127360721,0.116956963,0.168456978,0.062096344,0.107411167,0.058137794,0.228443613,0.188978438,0.058190219,0.253487543024471,0.663555126065703,1.96137838555685
"T6993",0.112852805,0.06707197,0.120333962,0.1712526,0.122583715,0.181272343,0.202394255,0.234151616,0.24024497,0.059251072,0.196145217,0.044969519,0.209627533,0.096122686,0.093996135,0.115086112,0.162382218,0.069465615,0.136043528,0.118312436,0.218562667,0.174806498,0.053982961,0.111699296662818,1.21754061477949,2.32273489435391
"T6996",0.089923299,0.133468809,0.09893975,0.177266972,0.088702088,0.139237748,0.299042512,0.271936442,0.298345618,0.123767235,0.055382021,0.074645046,0.220302721,0.067341518,0.121730947,0.122338776,0.152054722,0.059589904,0.099156891,0.055564538,0.238615007,0.185969501,0.053001968,0.311573620160079,0.491394801485942,1.84908076204337
"T4096",0.068133417,0.137707169,0.144641449,0.155079031,0.107003998,0.067327029,0.288434425,0.285830436,0.198018158,0.143867732,0.13006506,0.068648213,0.142764689,0.096265103,0.143416485,0.111395642,0.12473834,0.027557088,0.068626783,0.147003855,0.17245433,0.185225844,0.079602312,0.210395204847883,0.805050723559711,2.05367386289742
"T4098",0.057357953,0.158364209,0.158988129,0.202965246,0.128713568,0.11873989,0.072485691,0.235885132,0.232507016,0.197959473,0.117914454,0.057397498,0.240134202,0.055026934,0.061033351,0.141421976,0.151448656,0,0.118561111,0.13068366,0.201478133,0.217657637,0.053290244,0.265443154189408,0.626653625761139,1.93730808481595
"T4100",0.116715089,0.141693963,0.167831007,0.183519285,0.102159436,0.063575249,0.178118463,0.26817296,0.235109362,0.073275935,0.136930735,0.116122045,0.203673461,0.094120877,0.095195849,0.100750714,0.168004642,0.096628294,0.06381582,0.116907654,0.135921394,0.206729998,0.063090186,0.0807481723751022,1.4000566842923,2.44178741652672
"T4102",0.058232691,0.120275692,0.134719372,0.096531769,0.113449807,0.101974558,0.293270403,0.15772498,0.250001061,0.097743122,0.089942017,0.105239264,0.183671731,0.104014149,0.123950658,0.087913904,0.144625722,0.112330319,0.141486289,0.124005231,0.183016686,0.171774518,0.112645298,0.0376626214439375,1.77847884809479,2.68862657522126
"T4834",0.093076089,0.093545787,0.128459821,0.078667298,0.121256704,0.130754211,0.303977532,0.241263541,0.095189857,0.158415606,0.088247217,0.070869219,0.196370751,0.072818518,0.09620321,0.103582924,0.147566031,0.113488502,0.0866874,0.126541338,0.111181282,0.183361581,0.076668617,0.15513406807935,1.01465956272713,2.19039859644667
"T4836",0.106770573,0.109404975,0.14150004,0.124087467,0.109937697,0.100938405,0.267151903,0.25737994,0.103052283,0.155029185,0.100554509,0.125050991,0.204000328,0.097117226,0.107724706,0.106782906,0.151860683,0.105553773,0.071324629,0.080030001,0.105068457,0.198729869,0.069631715,0.0875219596766569,1.35617366390826,2.41316317389851
"T4838",0.095005723,0.096293752,0.131367697,0.146836107,0.101961422,0.111236044,0.309762843,0.237397383,0.145560692,0.144714627,0.133340349,0.116962468,0.177529237,0.078019636,0.081712974,0.128109342,0.146850319,0.121776837,0.111077577,0.102392465,0.207279826,0.188184666,0.081481747,0.0775304808010832,1.4218804427679,2.45602273014456
"T4840",0.094620337,0.081966134,0.14015212,0.133871861,0.088536352,0.063245876,0.303760834,0.247766256,0.179535643,0.187191425,0.138331718,0.063957224,0.193754006,0.099501106,0.077586328,0.103699988,0.097307038,0.143590414,0.080056121,0.079200238,0.220266849,0.181021777,0.081239365,0.225425146710244,0.753998215260628,2.02037306975368
"T4842",0.086976796,0.080769834,0.108779282,0.079718269,0.089171806,0.099632128,0.32662683,0.227759203,0.222273821,0.083212392,0.122498714,0.099770546,0.175589177,0.085424888,0.096261437,0.103842416,0.14083055,0.093602819,0.079922255,0.080807966,0.202651545,0.179370931,0.079039097,0.249719419843595,0.675372961226934,1.96908698396313
"T4844",0.082309893,0.065186741,0.136881347,0.065049603,0.094653806,0.065689683,0.323849984,0.260177691,0.302068904,0.081894418,0.056947926,0.066418256,0.184986706,0.073891318,0.134736582,0.115462053,0.123493069,0.073861192,0.06399934,0.081598748,0.219711365,0.183860118,0.072019657,0.428494129137562,0.180209299160007,1.64609907931041
"T4845",0.086872497,0.080792788,0.113730404,0.094410979,0.073538393,0.096960557,0.323353082,0.102143718,0.174993303,0.113296402,0.1235504,0.086882706,0.212039,0.097188934,0.094297561,0.096199829,0.105392359,0.151909877,0.069086649,0.1073378,0.206228538,0.140004883,0.0687435,0.220430295775143,0.770740785987511,2.03129400004772
"T4847",0.12971305,0.140542955,0.132484665,0.057265576,0.073097279,0.100520028,0.327931613,0.270311445,0.125491957,0.082419221,0.080014794,0.136633539,0.201564974,0.080360664,0.159508665,0.148821906,0.142786617,0.111701457,0.133505308,0.097486645,0.199645291,0.164914883,0.058698547,0.205388996422999,0.822525301266718,2.06507227047587
"T4849",0.071239374,0.074087147,0.139977137,0.124948874,0.088814266,0.087511202,0.308844204,0.249132765,0.077936619,0.14082322,0.126164056,0.07841657,0.192608046,0.133082907,0.070113679,0.082117342,0.146197779,0.083631803,0.07024133,0.084254202,0.204094068,0.193449816,0.073884312,0.25211129072974,0.667860596973595,1.9641867803031
"T4851",0.098974534,0.097557447,0.12722498,0.11098532,0.150891291,0.091899243,0.292234656,0.254419063,0.087029092,0.096556358,0.115971661,0.095814065,0.186784736,0.091673496,0.092791622,0.134079819,0.133014145,0.092893,0.086551479,0.088614922,0.197097062,0.190587388,0.086407258,0.118383955228722,1.18310405632083,2.30027243858002
"T4853",0.082028033,0.082397951,0.135032794,0.135546813,0.092038113,0.102641107,0.311536234,0.255767053,0.144183967,0.084022898,0.089887973,0.138612469,0.179195504,0.086596342,0.087368807,0.146867578,0.160498293,0.086056131,0.091714629,0.097994828,0.193244706,0.188183922,0.081749108,0.177284002243516,0.925765222008995,2.13241413788567
"T4855",0.081951932,0.110012899,0.128646892,0.146423276,0.101307775,0.089298906,0.304471398,0.237223157,0.147128204,0.080152759,0.144139812,0.142906942,0.173581713,0.087262518,0.083474744,0.122595913,0.151742363,0.081423714,0.100444625,0.098934144,0.214847387,0.186481191,0.086132229,0.124532047309456,1.15262559110862,2.28039178826164
"T5037",0.08918742,0.130579321,0.094274845,0.173401928,0.091698216,0.11269472,0.329773143,0.061603554,0.29863674,0.128544779,0.125659583,0.086718981,0.10515252,0.068229649,0.126594295,0.11184409,0.154635376,0.080088808,0.107534188,0.067050996,0.230691063,0.180761977,0.044672545,0.264885788548664,0.628354743535516,1.93841769868225
"T5040",0.086957571,0.127881021,0.091082376,0.173170777,0.089928023,0.046351587,0.345083346,0.231137744,0.307317129,0.044077983,0.158268924,0.089175815,0.048181584,0.067052244,0.128877589,0.046357784,0.15052337,0.091423983,0.108956685,0.144534481,0.231346537,0.180570157,0.03645488,0.4400779841444,0.150771500813803,1.62689724053707
