"","aroH","trpA","trpB","trpC","trpD","trpE","trpL","trpR","pval","z","inv_cof_var"
"T1868",0.091200053,0.087158544,0.090287222,0.122342832,0.083019555,0.081762344,0.085093775,0.086393985,0.00190903135736517,2.89281486889573,6.93527484322065
"T1866",0.09862188,0.153330874,0.136460831,0.130293626,0.098016473,0.096385478,0.100150659,0.096328604,0.0489156654288105,1.65545947208846,4.99805732631635
"T1870",0.097785247,0.157570583,0.14073298,0.134501904,0.100216876,0.098165986,0.102720145,0.096140148,0.0661858978980358,1.50481441832698,4.76220573692276
"T1863",0.072911142,0.091657394,0.072868184,0.161782783,0.085756164,0.080710189,0.091641946,0.071585619,0.336457062699853,0.42215193041383,3.06717717690492
"T1867",0.087216897,0.087444187,0.097228219,0.138091262,0.088553146,0.085888051,0.091933249,0.084381251,0.0308154085080186,1.86894248250966,5.33228872694427
"T1865",0.086653486,0.118866367,0.104385289,0.092900601,0.075293179,0.074798179,0.076360505,0.08190547,0.0199313174814948,2.05516951019845,5.62384785465375
"T1869",0.12932373,0.10753671,0.093162545,0.082891695,0.065366622,0.065249098,0.066155793,0.074311295,0.208645512832748,0.811129988924723,3.67616559735636
"T2817",0.100015743,0.17515385,0.16476777,0.153975359,0.078490133,0.075495433,0.09243394,0.110480482,0.357289689819186,0.365712818996625,2.97881546970419
"T0499",0.203363327,0.186614634,0.176164992,0.155737733,0.099258451,0.092972797,0.106559729,0.057038926,0.461021506908716,0.0978605654845436,2.5594629709922
"T0709",0.191734161,0.185096898,0.162956307,0.153000326,0.092977172,0.087055393,0.099074668,0.072128746,0.417751349361176,0.207649439208235,2.73134966570216
"T0711",0.208184219,0.203672096,0.178201434,0.168586492,0.10898689,0.103715438,0.113755423,0.089297083,0.338959822395444,0.415303629205107,3.05645539955881
"T1702",0.072238525,0.093517306,0.13174825,0.088568478,0.057615508,0.093306574,0.085717548,0.023976344,0.454212074963701,0.115026459074127,2.58633808693776
"T1703",0.054955309,0.092726414,0.095378712,0.072535535,0.060778715,0.055912574,0.060069877,0.053293194,0.153378970224607,1.02204851194167,4.00638200767978
"T1704",0.048514827,0.086820959,0.091732865,0.077876636,0.066180139,0.0611075,0.065989457,0.053601059,0.0911999346190304,1.33340214389004,4.49384075341967
"T1705",0.080098261,0.102844229,0.160688289,0.098388995,0.067624916,0.107853745,0.109014459,0.088895403,0.208229908627534,0.81257840454012,3.67843325312377
"T1706",0.070929463,0.096694863,0.141668376,0.120398969,0.114782109,0.097159422,0.083461733,0.088394945,0.0935857866565185,1.31899263917844,4.47128107088282
"T1707",0.073537599,0.126962866,0.138923369,0.137914869,0.0638475,0.095308379,0.117358707,0.080686893,0.243277494638895,0.695798563041132,3.49560142068752
"T2000",0.103387832,0.179833218,0.149257074,0.118354547,0.081639433,0.076444133,0.077700366,0.064495349,0.443660683778455,0.141694439126337,2.62808977625103
"T2329",0.056706198,0.169777033,0.144564205,0.134626476,0.090195682,0.088139418,0.093144783,0.130859079,0.340907820370465,0.409986786185051,3.0481312903662
"T2331",0.060023937,0.16590108,0.137156328,0.125625974,0.082637082,0.079680624,0.084473178,0.110163844,0.35573064585305,0.369894242221082,2.98536195290288
"T2335",0.067846882,0.148219309,0.130500075,0.120907452,0.071864636,0.067697316,0.076404727,0.063309314,0.415002848380638,0.214694261703377,2.74237911898315
"T2336",0.064421436,0.14112272,0.12240921,0.11220504,0.064711025,0.060645856,0.06948855,0.058665459,0.444031956570676,0.140754469254101,2.62661814885395
"T2647",0.052472791,0.145193982,0.143689461,0.136598914,0.088689435,0.08922337,0.099678945,0.049668899,0.445465960080478,0.137125090859578,2.6209359532459
"T2648",0.048484635,0.158027343,0.157460107,0.151700439,0.098670046,0.099552182,0.113912181,0.051356707,0.481871161705177,0.0454579096718397,2.47742078405495
"T4075",0.082453519,0.120601735,0.170365899,0.063552233,0.067619049,0.065429476,0.072539939,0.083258675,0.488946331683662,0.027710983669323,2.449635997233
"T4077",0.080510115,0.127607428,0.167578737,0.071992518,0.064815138,0.063485913,0.080769238,0.090176477,0.456228234422672,0.109940618531192,2.57837563781976
"T4083",0.104069954,0.11942949,0.167065611,0.074717687,0.059551365,0.059501849,0.073959376,0.079192707,0.473159128785119,0.067330925730801,2.51166542384582
"T4085",0.106187014,0.117726626,0.168668869,0.069977175,0.063286235,0.060623794,0.071141849,0.078388056,0.481946015089583,0.0452700869016337,2.47712672661482
"T5142",0.142023911,0.167312155,0.265466828,0.141409574,0.119584061,0.219323977,0.139140991,0.063346403,0.464752567474427,0.0884674739865697,2.54475704136623
"T5144",0.138554859,0.17802913,0.238153374,0.139887632,0.188436138,0.2334186,0.138762294,0.146445212,0.128189729135917,1.13499011944647,4.18320465783364
"T5148",0.132373403,0.143369058,0.174949969,0.134234153,0.156467166,0.244640486,0.131439047,0.067997485,0.356146777627755,0.368777528970198,2.98361361408563
"T5150",0.138168943,0.15847253,0.261496101,0.137000969,0.140244822,0.225127774,0.135567191,0.063520227,0.452337328468252,0.119758248208331,2.59374622919077
"T5152",0.142023911,0.167312155,0.265466828,0.141409574,0.119584061,0.219323977,0.139140991,0.063346403,0.464752567474427,0.0884674739865697,2.54475704136623
"T5716",0.104591137,0.114294822,0.186590757,0.106477315,0.110182315,0.144968193,0.109751461,0.251742229,0.432638773097124,0.169659983608251,2.67187294701984
"T5719",0.131116505,0.136184438,0.220095995,0.117884397,0.113713164,0.110831152,0.110891159,0.115446109,0.225306391264448,0.754393818050899,3.58733881053145
"T5720",0.116492876,0.126950788,0.213483105,0.107403716,0.103761854,0.110611284,0.101169003,0.06160234,0.418720535815924,0.205167741796762,2.7274642923409
"T5723",0.115440313,0.135334658,0.154811047,0.096388909,0.091998792,0.094182706,0.093446518,0.216371728,0.385203852707873,0.291841641150324,2.86316192336863
"T5724",0.102783386,0.115987733,0.150610473,0.101638905,0.101097005,0.123523356,0.10092676,0.199235015,0.225723099086577,0.753006183626536,3.58516631447989
"T5732",0.104408834,0.112167893,0.200575114,0.101967018,0.10146428,0.122246909,0.243641599,0.111529536,0.466120986044781,0.085024425736503,2.53936656632665
"T5734",0.092500001,0.174953439,0.111523553,0.070856264,0.070997682,0.088940717,0.071115786,0.075942637,0.433563497066557,0.167308909563828,2.66819207907023
"T5740",0.081377336,0.187248926,0.148591947,0.084144413,0.08382032,0.097507434,0.082957137,0.133787926,0.39294427545909,0.271653380047456,2.83155495487338
"T5744",0.10808849,0.130651105,0.247876403,0.107092405,0.106487591,0.137909239,0.105742842,0.214101452,0.446835504405958,0.13366054102322,2.61551181508115
"T5756",0.125070535,0.131920697,0.217939507,0.115369645,0.115730739,0.136987339,0.115331991,0.138486459,0.150177053555168,1.03567431905008,4.02771472444045
"T8378",0.28917957,0.301195649,0.297826872,0.282164657,0.303281421,0.303176201,0.248888996,0.102240154,0.173593423256762,0.940059880050571,3.87801968405289
"T8379",0.252228312,0.253069853,0.249618076,0.225447565,0.252110484,0.236980382,0.199029011,0.141987107,0.0144940561170087,2.18364815389231,5.82499546329882
"T2409",0.050933755,0.13782378,0.098485906,0.076631589,0.129049456,0.050088786,0.087972041,0.138112905,0.437655080175991,0.156917128686261,2.65192259012647
"T2421",0.058925924,0.140270082,0.128833168,0.120499314,0.079043956,0.077517562,0.090468895,0.046993883,0.413891794793249,0.217545066826212,2.74684237152602
"T2422",0.0614482,0.140045327,0.125889612,0.119039458,0.085309265,0.08241277,0.093921474,0.047582214,0.364670177740773,0.346003139288522,2.94795777361976
"T2822",0.048423945,0.166737503,0.158332513,0.150667232,0.098053402,0.091386243,0.107123215,0.149274583,0.370184792734119,0.331363958485124,2.92503850761207
"T2819",0.055479163,0.183903593,0.172882519,0.168182103,0.130816064,0.128515999,0.140287023,0.069879692,0.402667789412806,0.246447837614627,2.79209287433456
"T2827",0.037090388,0.153154085,0.136208713,0.130934425,0.091555222,0.087312457,0.099473483,0.051992099,0.49598613153154,0.0100614459489947,2.42200368260027
"T2414",0.050785388,0.152449775,0.141544079,0.121888469,0.069476072,0.080220644,0.105046467,0.172701819,0.449996699618382,0.12566968526505,2.60300124149031
"T2417",0.05789606,0.173243118,0.14470181,0.149975366,0.073933614,0.07450652,0.08574799,0.153662208,0.472204379106291,0.069729755173956,2.51542105818445
"T2418",0.068910653,0.173287053,0.151136695,0.152266775,0.080032272,0.06869357,0.091966723,0.169276975,0.453580075413373,0.116621308977718,2.58883500187266
"T2688",0.05076214,0.116048534,0.076297262,0.112440493,0.057429561,0.061359308,0.07019243,0.053112364,0.378276528930552,0.310010386586141,2.89160711543653
"T2689",0.042054973,0.144010841,0.124668868,0.132879621,0.08485914,0.087168585,0.100482314,0.069916554,0.385855742013054,0.290136930282377,2.86049300887311
"T2690",0.026670575,0.142264707,0.122587809,0.130081707,0.077356657,0.080188858,0.095983614,0.097852883,0.441951320172813,0.146023749049742,2.63486779252781
"T2419",0.053070565,0.161316678,0.145668752,0.137917563,0.081205482,0.078213091,0.091754747,0.169804727,0.446434927032726,0.134673717725786,2.61709805591462
"T2420",0.061169076,0.155601351,0.143358623,0.135975222,0.08539664,0.082771433,0.095766007,0.189515995,0.425358953840428,0.188202506519985,2.70090332930524
"T0320",0.043988427,0.100430554,0.154623299,0.068016199,0.072897222,0.096535602,0.124906518,0.124404235,0.418820301681957,0.204912353441747,2.72706445346177
"T2679",0.065117086,0.174807997,0.163969724,0.155777144,0.103192809,0.093463563,0.10947899,0.077571809,0.391559126458051,0.275257709387299,2.83719793339988
"T2681",0.057978962,0.172540919,0.160498857,0.150094318,0.084094559,0.073932323,0.092947664,0.103752741,0.452293271240032,0.119869478821791,2.59392037308941
"T2682",0.073755798,0.175971622,0.170563187,0.163158401,0.116460625,0.107265092,0.126045794,0.182159334,0.230945218249192,0.735737544329558,3.5581303387
"T2683",0.059625436,0.165598907,0.153706267,0.142980505,0.078911679,0.077469348,0.092564763,0.116749929,0.400798563192122,0.251280660343227,2.79965919591856
"T2684",0.06812964,0.17743157,0.168172409,0.159293142,0.109767814,0.102771363,0.117261581,0.131758354,0.247796606588242,0.681439852563652,3.47312126217453
"T2685",0.062665434,0.168684133,0.157085958,0.152843224,0.106392853,0.097395928,0.116500694,0.142187774,0.245379418645693,0.689102388125651,3.48511781397599
"T2686",0.072041317,0.164422166,0.151590809,0.143219018,0.095873659,0.084248608,0.102083454,0.169187995,0.307221420574893,0.503741785018931,3.19491517033066
"T2687",0.075676689,0.169717764,0.162847246,0.153223591,0.11129804,0.108157786,0.115329737,0.152244589,0.1607786081924,0.991262915109628,3.9581837312547
"T2649",0.054809409,0.125815717,0.126015809,0.120294851,0.074218275,0.075399756,0.085291862,0.06196435,0.331348757259393,0.436191885926556,3.08915828906234
"T2650",0.057821792,0.152613138,0.145846404,0.140283478,0.093789213,0.092352543,0.106178443,0.057765195,0.397884350332129,0.258827030971681,2.81147387859438
"T2651",0.059848684,0.105712358,0.101608298,0.095884233,0.060719991,0.061227938,0.068407829,0.073893818,0.151187920433227,1.0313518732566,4.02094745472262
"T2652",0.045284091,0.104786598,0.109013502,0.104535877,0.064014713,0.064949557,0.073979338,0.072540488,0.260283233401761,0.64247245756008,3.41211347057009
"T2653",0.052050684,0.136085071,0.128399071,0.122641057,0.075076541,0.073012087,0.086558117,0.055930034,0.416368322673492,0.211193035135403,2.73689755931514
"T2654",0.047828466,0.148501841,0.138321489,0.131983743,0.082040813,0.077703285,0.092485176,0.049698947,0.491312113529119,0.0217790234778903,2.44034885368308
"T2427",0.044785173,0.07729536,0.026242192,0.044292743,0.064512876,0.073733795,0.066301886,0.021313177,0.488672002554929,0.0283988955009434,2.4507129997286
"T2436",0.046058511,0.141727227,0.129890861,0.120126976,0.067855894,0.062548293,0.076808805,0.060120337,0.49987212078226,0.000320545668413992,2.40675321963494
"T5733",0.111335565,0.112821493,0.170800897,0.091342774,0.089358971,0.103542508,0.089753365,0.165365526,0.234924093988367,0.72272608238967,3.5377594476403
"T2431",0.069569352,0.165659424,0.158744215,0.147411359,0.103853813,0.099131545,0.116447964,0.044820622,0.440674703125153,0.149258822336728,2.63993265962759
"T2432",0.06563614,0.13578885,0.129276833,0.119668455,0.084173875,0.080875158,0.092600505,0.049901918,0.33573453070122,0.424132669001247,3.07027824350054
"T2429",0.056470032,0.156567435,0.151425856,0.143462897,0.091249875,0.085076475,0.103720494,0.0433455,0.499383674161825,0.00154490038689605,2.40867008314374
"T2433",0.055530143,0.145622289,0.137195917,0.123768646,0.078777301,0.073095823,0.087284963,0.048986604,0.469103298474911,0.0775241288952361,2.52762401728991
"T2435",0.045779607,0.161622215,0.151535322,0.139683517,0.083525977,0.076705469,0.094708746,0.127202499,0.42834792807698,0.180581782613245,2.68897223830121
"T5527",0.143550449,0.075319408,0.135092936,0.069531231,0.060187928,0.062079291,0.056595928,0.098697676,0.46666928045498,0.0836451591496347,2.53720717105553
"T5533",0.127374352,0.142338817,0.07823146,0.083572964,0.076770388,0.05161646,0.057803948,0.052308937,0.486133609882984,0.0347648870568817,2.46067966766123
"T0068",0.347776015,0.206210292,0.339097461,0.265189976,0.380761731,0.365454828,0.208625167,0.420435425,0.163802326713812,0.978950064395289,3.93890659378199
"T0071",0.074739587,0.299130363,0.145570848,0.204730734,0.205411759,0.211040615,0.283714159,0.139457304,0.447374042330308,0.132298637955975,2.61337960433151
"T0246",0.071416609,0.121052652,0.106832999,0.063034719,0.090270282,0.080954688,0.084311211,0.080831177,0.0752451173293378,1.43780202495249,4.65729038064784
"T0256",0.059897159,0.108500557,0.097172596,0.080799574,0.098011289,0.057855329,0.073848004,0.073133276,0.103514494614872,1.26177714266452,4.38170384644824
"T0257",0.082397461,0.071868219,0.098121079,0.122201073,0.08789727,0.0916153,0.094650451,0.08426413,0.00771942844482248,2.42191745794526,6.19803256383031
"T0247",0.045628514,0.044353845,0.091040751,0.093659835,0.092136112,0.072873786,0.069509698,0.048644136,0.29338580505766,0.543520311256169,3.2571928781115
"T0248",0.061251283,0.138449279,0.083070014,0.093849152,0.092974439,0.094605999,0.107267292,0.045668136,0.30842531554365,0.500318782111241,3.18955607850441
"T0249",0.04454474,0.161190178,0.097217386,0.112895678,0.112530275,0.074670586,0.091226656,0.08414742,0.384235846473577,0.294374574879543,2.86712751288484
"T0601",0.054552699,0.042662512,0.101378119,0.089989894,0.038541248,0.03927916,0.051609629,0.053373628,0.4800211736847,0.0501004421853945,2.48468918513944
"T0602",0.074800311,0.085881529,0.085911395,0.081408872,0.059495605,0.059535834,0.062100314,0.080010085,0.00564984831448384,2.53329142186747,6.37240089357121
"T0603",0.075178465,0.095054969,0.096964883,0.091132865,0.054960701,0.055185363,0.060525994,0.07036628,0.118810258456031,1.18095521000915,4.25516812025831
"T0583",0.052176953,0.096492631,0.118749772,0.043086996,0.054214771,0.070891839,0.075989431,0.045332959,0.450422581310636,0.124593767678724,2.60131677282403
"T0587",0.078403165,0.109445012,0.129051297,0.088123966,0.062975415,0.093645569,0.100464501,0.071635216,0.115137836503476,1.19964903798105,4.28443538744654
"T0588",0.08149696,0.09530452,0.111798689,0.10893207,0.076943131,0.089562043,0.094343342,0.078304948,0.00181727229385926,2.90825274680126,6.95944455838865
"T0592",0.048123653,0.102953305,0.112928947,0.101526815,0.051627644,0.062434378,0.07672469,0.045522277,0.411995638052428,0.222414434503738,2.75446590829282
"T0589",0.059599999,0.123153526,0.134558296,0.139276813,0.073290094,0.092695169,0.108867052,0.060162817,0.338576662542609,0.416350799637787,3.05809486135823
"T0590",0.058271137,0.137884756,0.135743559,0.137113549,0.076636659,0.088448215,0.103550727,0.063899506,0.353095215092007,0.37697735965374,2.99645136116848
"T0591",0.067291434,0.108926352,0.125334231,0.128553637,0.069518053,0.089735011,0.101196007,0.048241317,0.307514313812111,0.502908467445042,3.19361051897063
"T0568",0.061066552,0.087796865,0.044425474,0.05920346,0.063862365,0.081025522,0.081311169,0.02259092,0.376556655666368,0.314536878914124,2.89869384270222
"T0569",0.062954455,0.091811477,0.063282703,0.040238234,0.035947398,0.067898931,0.083686841,0.021652192,0.496014273428233,0.00999090112938791,2.42189323683778
"T0570",0.070314296,0.094830735,0.073640206,0.072184024,0.050482728,0.039293529,0.091510998,0.026679822,0.429464460780188,0.177737769693338,2.68451961970759
"T0574",0.042859975,0.121694154,0.108608087,0.100508265,0.056870492,0.059595385,0.063861126,0.049129686,0.475413513841667,0.0616682461996329,2.50279986912427
"T0575",0.044121415,0.124109196,0.114040717,0.109119909,0.066215966,0.070083188,0.073771052,0.051304303,0.424357690219222,0.190757763964972,2.70490386908177
"T0576",0.034935329,0.113870497,0.103221246,0.098177239,0.057657135,0.059031769,0.057804198,0.045170714,0.497125715130193,0.0072048260566919,2.41753132638896
"T0572",0.058000867,0.171584807,0.155952014,0.154511346,0.099655568,0.093178185,0.106904411,0.050503593,0.490421690918527,0.0240115675002894,2.44384414969796
"T0578",0.058825613,0.145754445,0.13495484,0.128269692,0.092448795,0.092368506,0.099874567,0.073514102,0.267520340903842,0.620329796340341,3.37744667128475
"T0579",0.055125164,0.15091025,0.141031184,0.131971505,0.091609875,0.09343321,0.103159426,0.069564374,0.338672731850418,0.41608820074144,3.05768373357454
"T0580",0.054148137,0.100579258,0.09998569,0.119989859,0.027879265,0.075287545,0.089713884,0.048771259,0.484604451133319,0.0386005017337638,2.46668474911101
"T0581",0.057522413,0.058343322,0.042737535,0.105140806,0.109113392,0.063481296,0.083303342,0.042051435,0.430268472731299,0.175690695569436,2.68131469745045
"T0582",0.051557157,0.086565124,0.067873698,0.109245641,0.042089098,0.066624549,0.080945252,0.051123051,0.319052025425096,0.470351301295971,3.14263865371067
"T1942",0.037305501,0.093335247,0.116760611,0.09950206,0.068017138,0.062280106,0.107225761,0.044724783,0.43790787528961,0.156275647986562,2.65091828073289
"T1944",0.043977877,0.114327796,0.123975446,0.118641936,0.111336997,0.066390294,0.072366748,0.048237736,0.441747473432893,0.146540213361408,2.63567637485913
"T1096",0.090165984,0.108412516,0.150628397,0.097229377,0.110961899,0.107170509,0.115527139,0.095853719,0.0137810523234857,2.20346338914272,5.85601841832672
"T1094",0.085217611,0.074572681,0.179381042,0.074988995,0.125582301,0.119183604,0.131932983,0.091532988,0.336649724150477,0.421624051045855,3.06635072303314
"T0115",0.063825854,0.083012169,0.158482145,0.154064399,0.08736391,0.080081304,0.096677264,0.066112348,0.435781310216164,0.161673948835535,2.65936992121802
"T0117",0.059501814,0.113955704,0.128213059,0.07840334,0.071256798,0.064625557,0.078353425,0.060613034,0.304697984519189,0.510935861398334,3.20617829717044
"T4023",0.132454771,0.178211729,0.125236341,0.084548268,0.091803851,0.058754558,0.086128918,0.075667356,0.427477357334216,0.182800298143889,2.69244557115173
"T4024",0.139366258,0.158655771,0.15160859,0.086838299,0.081272992,0.058444664,0.085238855,0.09274919,0.387827411768044,0.284986057725736,2.85242874490351
"T4025",0.125937318,0.165199793,0.110266974,0.092600795,0.096386102,0.063335959,0.091315845,0.089245004,0.257379266015781,0.65144614357461,3.42616277425714
"T4026",0.124966136,0.169607827,0.179182509,0.097650988,0.099005969,0.06872888,0.092968539,0.094584606,0.364244702070574,0.347135660426137,2.94973086144215
"T4027",0.133714305,0.175895475,0.10437186,0.106199472,0.106269462,0.081960733,0.105312675,0.102889085,0.149707804689852,1.03768740754048,4.03086643840778
"T4028",0.139824069,0.179533928,0.089273775,0.09575265,0.089771288,0.076403949,0.093209679,0.095946603,0.325021836613477,0.453701519346724,3.11657156795023
"T4029",0.147724916,0.170808132,0.074585913,0.110752494,0.10354458,0.076478282,0.106023132,0.108136605,0.257605852449392,0.650744077555436,3.42506361180641
"T4030",0.146041314,0.169245914,0.086408794,0.095762598,0.086946161,0.07653587,0.090597114,0.10101018,0.297637745121684,0.531206787103269,3.23791468629582
"T4031",0.145181294,0.178673676,0.084102295,0.111402491,0.109911038,0.085193493,0.112969059,0.120903848,0.18541634151942,0.894914709326716,3.80733989734363
"T4032",0.141048787,0.169751283,0.078980782,0.111201072,0.110244495,0.09340325,0.112671606,0.115202105,0.129631617888321,1.12813422799697,4.17247099712125
"T4033",0.146179117,0.182469048,0.106512501,0.109438129,0.104031929,0.06865548,0.106818405,0.103748106,0.259992453544662,0.643368670870985,3.41351659220293
"T4034",0.152099157,0.188732829,0.07928655,0.108456774,0.102072956,0.078749271,0.10462887,0.106730491,0.333965860188603,0.42898832595459,3.07788031460345
"T4087",0.151467619,0.151089763,0.102098653,0.105080149,0.100182932,0.087682748,0.106242223,0.119487651,0.0590113701426205,1.56312693966377,4.8535004757504
"T4089",0.122035508,0.156230141,0.13956988,0.093474229,0.077435509,0.054655417,0.092676968,0.094268078,0.326333512001708,0.450060213472475,3.11087069854585
"T4091",0.115932814,0.140459318,0.108282814,0.08137809,0.076855598,0.075345557,0.079373192,0.079652156,0.165207957386096,0.973276467839706,3.93002394724432
"T4092",0.136418852,0.137549849,0.104453828,0.111189892,0.103786441,0.060878644,0.094936012,0.068572007,0.207860561717284,0.813867041726062,3.68045075798614
"T4099",0.147775984,0.152060991,0.281114728,0.125220334,0.118637549,0.113568791,0.121742666,0.119838514,0.439642868847403,0.151874732416109,2.64402815785025
"T4101",0.118108289,0.177030866,0.096428683,0.103625135,0.09608218,0.09369004,0.09194557,0.103204645,0.172582088887863,0.944010705252348,3.88420514039539
"T5038",0.142648214,0.171409658,0.078989102,0.090000025,0.080576165,0.058061961,0.088717749,0.093524658,0.427886767665758,0.181756867534179,2.69081196446118
"T5042",0.145907223,0.175676601,0.086148785,0.100835904,0.088191592,0.066128232,0.099575999,0.100908352,0.342438170841481,0.405817986744221,3.04160457110505
"T5043",0.149225669,0.198450623,0.060474699,0.091941886,0.098677517,0.086053466,0.095917675,0.112229834,0.453874312879305,0.115878764523444,2.58767246592898
"T6959",0.146839332,0.190143244,0.06710426,0.101593162,0.096818162,0.061405771,0.100593364,0.108620776,0.450116154499963,0.12536788821857,2.60252874464219
"T6966",0.179014345,0.16963967,0.09844737,0.11658744,0.103069534,0.08063988,0.111738283,0.131300401,0.225373885203196,0.754168965121699,3.58698677825819
"T6967",0.158238746,0.17487909,0.118004295,0.118129167,0.106776939,0.083729451,0.111748924,0.135580806,0.113480948530937,1.20822195994588,4.29785725043285
"T6970",0.18147854,0.144973038,0.101457488,0.120843622,0.080738611,0.091136783,0.118533959,0.148246461,0.205975905582202,0.820463706225267,3.69077857007147
"T6971",0.156501846,0.168105171,0.096319987,0.119206763,0.101602754,0.075879637,0.109319734,0.145152592,0.189573309332808,0.879469766874118,3.78315912184134
"T6981",0.168418445,0.202869588,0.115147408,0.10369838,0.120296161,0.080597579,0.119084677,0.139328732,0.263069483817926,0.633910906178201,3.39870940949625
"T6984",0.204346569,0.21167676,0.127540131,0.108330069,0.111262137,0.079991816,0.118952746,0.137396583,0.365729342200171,0.343185803025747,2.94354692030038
"T6989",0.150671802,0.1795562,0.097634214,0.090529933,0.086419099,0.055751318,0.094324975,0.095471888,0.426239742573355,0.185955720974985,2.6973857366025
"T6992",0.141350822,0.178887196,0.114400416,0.077558793,0.083747969,0.063202042,0.093241767,0.093547822,0.404237331311082,0.242394284548735,2.78574658609336
"T6993",0.153907047,0.177270283,0.111155268,0.108927547,0.09078654,0.055360672,0.095897816,0.108861565,0.354323617560883,0.373673511043154,2.99127881864905
"T6996",0.131979889,0.168475422,0.123932333,0.083140601,0.073464023,0.056149972,0.081811219,0.082928362,0.431471009016086,0.172630319674744,2.67652333855161
"T4102",0.140090065,0.128323148,0.099630022,0.131149217,0.12621302,0.102650519,0.114617123,0.121622054,4.00078556518076e-05,3.94435302197986,8.58157479479799
"T4840",0.171692948,0.166762173,0.133873251,0.107365704,0.11051386,0.08337094,0.108648984,0.115162282,0.14628356599126,1.05250671356095,4.0540677104799
"T4847",0.133529827,0.131412051,0.220698238,0.11475478,0.09197465,0.064010769,0.101573768,0.112715464,0.440509989433524,0.149676336130771,2.64058632391633
"T4853",0.17939696,0.187805787,0.082728555,0.107167168,0.122073706,0.084283067,0.1107354,0.129130963,0.310780520641234,0.493639157465265,3.17909838308084
"T4855",0.174516757,0.183812627,0.179562091,0.111165104,0.116820516,0.088661526,0.107759375,0.122744885,0.220431862994427,0.770735498939449,3.61292352980826
"T5041",0.14199996,0.163524791,0.104133489,0.103844926,0.096220694,0.079112242,0.103173185,0.105901706,0.133142302978435,1.111659438254,4.14667788112584
"T6960",0.111871231,0.145543591,0.076300573,0.078045989,0.07188418,0.06523413,0.076965383,0.076432747,0.297987311195302,0.530198050753127,3.23633539732801
"T6964",0.133368407,0.181730817,0.069609168,0.081128971,0.079818152,0.066316441,0.084084882,0.087759815,0.482935296443031,0.0427879209143864,2.47324061964607
"T6965",0.169236218,0.184904841,0.129868785,0.113898308,0.106079631,0.075115312,0.11212095,0.140462912,0.216572885045535,0.78381994306182,3.63340868259316
"T6968",0.15732458,0.174868654,0.074894246,0.119264927,0.108504564,0.07765292,0.115244195,0.16654108,0.300822320445862,0.522036897095771,3.22355820343209
"T6969",0.147937453,0.175758069,0.109098652,0.101304455,0.082868392,0.055358213,0.096412547,0.096637218,0.381913453959064,0.300459206912303,2.87665368118555
"T4103",0.135819124,0.164192248,0.074037937,0.087602487,0.072209208,0.048538352,0.080494016,0.086264187,0.478584964367233,0.0537053393786449,2.49033305270362
"T4109",0.127481148,0.157708864,0.086903281,0.08689127,0.075738961,0.05848067,0.083281064,0.08463252,0.353661764494836,0.375453088188101,2.99406494462932
"T5049",0.128280713,0.152551847,0.104773874,0.091177716,0.08242682,0.068595018,0.088475152,0.09066624,0.202282723533824,0.833495300654774,3.7111809807832
"T5050",0.128418543,0.158444632,0.131181494,0.081767264,0.071022637,0.056216586,0.055528355,0.08239735,0.481589670011055,0.0461642455148702,2.47852663138989
"T5053",0.128078501,0.155200024,0.0605596,0.092427588,0.080808421,0.062412143,0.092387533,0.088407749,0.362217788574207,0.352536997447222,2.95818725539247
"T5055",0.137442703,0.157768018,0.050143761,0.093769345,0.093828544,0.084412853,0.09934445,0.10274269,0.32234441203855,0.461153020948557,3.12823772261167
"T5056",0.136666468,0.170954618,0.074635444,0.102017994,0.114901105,0.091373967,0.108913607,0.116225088,0.168084053686445,0.961764115597031,3.91200007917632
"T6973",0.173029977,0.167812761,0.095953082,0.101557666,0.104442394,0.06912533,0.106142595,0.138063268,0.291051323409911,0.550316007404489,3.26783229638378
"T6976",0.17802759,0.185271744,0.088246794,0.098907517,0.099612589,0.061467302,0.10397394,0.112270758,0.430630879984039,0.174768220974525,2.6798704608562
"T6979",0.154115369,0.193878849,0.125960005,0.091882904,0.083872166,0.046531699,0.093337537,0.103577566,0.489647656488804,0.0259523899301356,2.44688272310864
"T4110",0.081361654,0.17635629,0.062562995,0.120110928,0.103615701,0.068070304,0.103815626,0.112976687,0.382467191627093,0.299007421068404,2.87438074895051
"T4837",0.182362173,0.181386834,0.251313688,0.117216079,0.113177591,0.083664027,0.111998346,0.126390576,0.434462653804001,0.16502372577451,2.6646143696446
"T4839",0.137306557,0.157812927,0.137624464,0.099258417,0.095732193,0.079726728,0.097019755,0.10448081,0.126038202574436,1.14532052869423,4.19937806266395
"T4843",0.138508366,0.148711185,0.154017208,0.101465573,0.096536388,0.08557042,0.098571913,0.10345186,0.10895020871593,1.2321302920406,4.33528840388591
"T4854",0.185184561,0.183993177,0.285164425,0.114038914,0.119067919,0.092009268,0.12469877,0.150761221,0.464036420518912,0.0902697713333362,2.54757873834984
"T7010",0.095723172,0.204290294,0.17627076,0.165273742,0.162809429,0.180934188,0.106794773,0.113051719,0.1915547854696,0.87218113214608,3.77174795338811
"T2259",0.053879735,0.105741121,0.117783589,0.111873412,0.087357199,0.077475981,0.057732872,0.057927583,0.300775952204126,0.52217009677422,3.22376674234581
