"","amn","mipA","phnC","phnD","phnE_1","phnF","phnG","phnH","phnI","phnJ","phnK","phnL","phnM","phnN","phnO","phnP","phoA","phoB","phoE","phoH","psiF","ydfH","yegH","yhjC","ytfK","pval","z","inv_cof_var"
"T1779",0.336833876,0.326988849,0.111243311,0.066979199,0.11763372,0.099342104,0.078588219,0.078137813,0.067986681,0.066963344,0.074135155,0.092106679,0.116206928,0.086514938,0.084290914,0.091147691,0.082127279,0.068740263,0.134578582,0.086918204,0.10916353,0.093471392,0.109344443,0.082086024,0.106175989,0.349458235755259,0.386783529632009,1.60586032325323
"T1780",0.312567461,0.312428536,0.118327033,0.066986947,0.125450282,0.105078992,0.083705841,0.083222058,0.070876011,0.067518163,0.07861014,0.097511872,0.123844668,0.09175518,0.084290914,0.091147691,0.087369203,0.072839633,0.143070032,0.086918204,0.102078596,0.083654552,0.102257238,0.09244675,0.098278552,0.267529643072862,0.620301532538589,1.75635435326467
"T1781",0.317815364,0.319774203,0.100365429,0.063121511,0.106790113,0.088694797,0.071049753,0.07071914,0.063910296,0.063169797,0.067715616,0.08210194,0.105442636,0.077844098,0.084290914,0.091147691,0.074391694,0.064222187,0.124265437,0.086918204,0.102865417,0.086422405,0.103188396,0.067054236,0.098207349,0.386535752165794,0.288359580479548,1.54242959597213
"T1782",0.296052796,0.253515991,0.1105169,0.057992377,0.118913183,0.095174891,0.070478004,0.070182911,0.058216125,0.057761098,0.066340406,0.086037463,0.117192906,0.08017813,0.084290914,0.091147691,0.074694243,0.060258543,0.139522523,0.086918204,0.107969851,0.089019668,0.114696582,0.086546968,0.109287973,0.229829351972615,0.73940895869278,1.83311484428945
"T1783",0.319129455,0.254707101,0.112468645,0.051865472,0.120678021,0.09655205,0.06994085,0.069667845,0.054179069,0.052027984,0.064762398,0.086196773,0.11918211,0.079982298,0.084290914,0.091147691,0.074530024,0.057388663,0.142547493,0.086918204,0.110874409,0.093021202,0.118053891,0.08921443,0.112140771,0.285384019511222,0.566920730509438,1.72195232891273
"T1784",0.289454964,0.250702975,0.112520775,0.041434304,0.121744545,0.094935808,0.065044329,0.064596414,0.047392965,0.042542532,0.058737607,0.084108652,0.120154262,0.077647711,0.084290914,0.091147691,0.071105543,0.05134876,0.144448588,0.086918204,0.100798916,0.079041572,0.112653023,0.090077972,0.104241856,0.287482744200983,0.56075364925182,1.71797786484437
"T1785",0.340099742,0.269492268,0.087305786,0.056696986,0.094131527,0.074909735,0.056674837,0.056476662,0.053801989,0.055694515,0.054566484,0.067171868,0.092570047,0.063045462,0.084290914,0.091147691,0.058985876,0.053946917,0.114133012,0.086918204,0.120347155,0.103013192,0.126902973,0.064245058,0.121393377,0.439664393091824,0.151820153519253,1.45443480172525
"T1786",0.317284738,0.248962371,0.102248371,0.053950206,0.110874336,0.087896869,0.065556361,0.06528816,0.054517446,0.05433901,0.060843646,0.079652363,0.109049459,0.07412059,0.084290914,0.091147691,0.068748582,0.055843791,0.132661492,0.086918204,0.110131901,0.090833838,0.116882659,0.072088865,0.112266978,0.315647826636051,0.479904005032358,1.66587315072327
"T1787",0.308013115,0.244842463,0.102678069,0.060484354,0.110126337,0.090007518,0.069640726,0.069244524,0.06121352,0.060156073,0.066727094,0.082363338,0.10855296,0.077450823,0.084290914,0.091147691,0.072402812,0.062344765,0.130835683,0.086918204,0.115575955,0.098380305,0.121415455,0.079320519,0.115672038,0.243014622133919,0.696638198405749,1.80555061368568
"T1789",0.30364727,0.340527483,0.123986344,0.047079945,0.133423673,0.105222245,0.071725393,0.070987412,0.053035223,0.047758606,0.064623698,0.093674426,0.131370081,0.085124582,0.084290914,0.091147691,0.076184949,0.056266946,0.157056327,0.086918204,0.081323596,0.054567629,0.081713643,0.087007298,0.073931761,0.437366126219684,0.157650443432571,1.45819221577585
"T1790",0.327167319,0.374644768,0.102657031,0.06546199,0.108833579,0.092234915,0.076220498,0.075999871,0.068235777,0.065917037,0.072960554,0.086257624,0.107336903,0.081729134,0.084290914,0.091147691,0.078111604,0.070004512,0.125484748,0.086918204,0.087433222,0.073543796,0.090894657,0.079703417,0.086429935,0.465091050745379,0.0876157275312015,1.41305733749873
"T1791",0.296728147,0.374400484,0.121616526,0.040328769,0.131063252,0.103330352,0.069977754,0.069375564,0.048495249,0.041691134,0.060522587,0.091562276,0.128606835,0.081674088,0.084290914,0.091147691,0.074416383,0.052638466,0.153690738,0.086918204,0.091113222,0.061807014,0.093198165,0.081835291,0.085336371,0.484214283313325,0.0395792549531658,1.38209954299972
"T1793",0.302931631,0.318489174,0.129504672,0.0710479,0.134783673,0.11919869,0.097259928,0.096903116,0.080135437,0.072764563,0.09038195,0.112067976,0.133455381,0.105679439,0.084290914,0.091147691,0.09944785,0.083467016,0.148380442,0.086918204,0.075532584,0.064250744,0.077878275,0.102592945,0.077341135,0.241240820082377,0.702316765267108,1.80921024763689
"T1794",0.320203865,0.297675497,0.09650902,0.051446295,0.103928734,0.083092556,0.062850167,0.062624132,0.053986065,0.052009652,0.059717119,0.075477719,0.102583762,0.071229496,0.084290914,0.091147691,0.066863277,0.055756784,0.12428961,0.086918204,0.114880403,0.09529536,0.122130213,0.071843987,0.116921725,0.402361468914699,0.247239421914221,1.51592911934857
"T1795",0.245092331,0.29658973,0.126064724,0.066969611,0.133532859,0.111936814,0.088134303,0.087705133,0.07215186,0.067420578,0.083364313,0.103605602,0.1317721,0.098267739,0.084290914,0.091147691,0.092913527,0.076554183,0.152918813,0.086918204,0.088839884,0.077048661,0.096421597,0.099723556,0.090459348,0.13701098551718,1.0938472639436,2.06153769941708
"T1796",0.316949869,0.329098891,0.104643387,0.070711514,0.10950776,0.095755414,0.081469682,0.08111593,0.072344419,0.070997468,0.078156931,0.0905912,0.108307487,0.086357191,0.084290914,0.091147691,0.083810391,0.074084542,0.123044435,0.086918204,0.111495219,0.097876543,0.11878494,0.086736743,0.112763434,0.305436451177114,0.508827841447399,1.68451353241252
"T1797",0.324419175,0.278886403,0.10188241,0.056854972,0.10814818,0.09048265,0.071829137,0.071512069,0.061186007,0.057795119,0.068149282,0.083619973,0.106919486,0.07888134,0.084290914,0.091147691,0.074908033,0.064570925,0.124940394,0.086918204,0.108727758,0.08632041,0.115746442,0.081404373,0.109687732,0.325099122885412,0.453486800665717,1.64884820404983
"T1798",0.305711595,0.269326514,0.103247446,0.053165202,0.110325518,0.090679339,0.068034873,0.067720912,0.05640696,0.0531893,0.063769104,0.082596029,0.109029763,0.077100678,0.084290914,0.091147691,0.072239332,0.059010828,0.128494112,0.086918204,0.10547809,0.083667987,0.113727745,0.078298238,0.107176575,0.308217955329428,0.500907945096278,1.67940944148884
"T1799",0.291531156,0.272334945,0.097278278,0.042582034,0.104589986,0.082381721,0.056370547,0.055855528,0.044423727,0.04355298,0.051388199,0.073313829,0.103194441,0.06736894,0.084290914,0.091147691,0.060536188,0.046571504,0.125495075,0.086918204,0.104475104,0.081320322,0.114292251,0.067276676,0.106825179,0.392464460478053,0.272901516239365,1.53246742451329
"T1800",0.320711046,0.296897227,0.108287407,0.069681044,0.114986988,0.096178587,0.078375856,0.07796837,0.070894014,0.069563806,0.074456906,0.089647456,0.11365736,0.085198563,0.084290914,0.091147691,0.081289018,0.071702892,0.133096631,0.086918204,0.108713939,0.093913009,0.113917224,0.081677844,0.109517477,0.276286037864501,0.593910350614803,1.73934617712819
"T1801",0.28394545,0.286668659,0.111493348,0.057861621,0.119825648,0.096005195,0.07149403,0.071276023,0.061107319,0.057579226,0.065720402,0.08683799,0.1182447,0.080354211,0.084290914,0.091147691,0.075893023,0.06283593,0.141201011,0.086918204,0.105160204,0.088918257,0.111307138,0.068009289,0.106178311,0.265714169073909,0.625827125033107,1.75991540068864
"T1802",0.194095943,0.264864554,0.115161197,0.061148267,0.123491178,0.100383716,0.077219869,0.076944501,0.065506286,0.062462609,0.073285212,0.091511052,0.121775815,0.086374078,0.084290914,0.091147691,0.08109407,0.06778477,0.145269181,0.086918204,0.100317142,0.08028318,0.109642029,0.072146893,0.101684208,0.0819407989587907,1.392134747161,2.25377335102684
"T1803",0.293081601,0.293108353,0.11854008,0.092498248,0.122044225,0.11174842,0.101400625,0.101230746,0.094825361,0.092733312,0.098602808,0.108137766,0.121371164,0.105668319,0.084290914,0.091147691,0.103380432,0.095429554,0.13169692,0.086918204,0.104121018,0.099092806,0.105747695,0.106475817,0.104797596,0.0921301118902148,1.32775147044837,2.21228062388279
"T1804",0.310009069,0.277468479,0.101956555,0.064175936,0.107778324,0.091323604,0.071734299,0.071526573,0.063889661,0.063551214,0.067522416,0.084378296,0.106572721,0.08079305,0.084290914,0.091147691,0.077567463,0.065374033,0.123222473,0.086918204,0.129780976,0.100725168,0.130076718,0.084165476,0.123120695,0.263753348073542,0.631816644471291,1.76377543249289
"T1805",0.31155423,0.282939031,0.107597944,0.068224776,0.114561338,0.09610683,0.078375919,0.078185633,0.069515313,0.068440394,0.075050288,0.089531245,0.11313203,0.085715561,0.084290914,0.091147691,0.081868321,0.071149755,0.132491785,0.086918204,0.10469374,0.091421243,0.110545438,0.073926406,0.105970483,0.252047498134818,0.668060465800608,1.78713328356635
"T1808",0.306517661,0.3078698,0.092677556,0.044621883,0.1015231,0.075828094,0.049640347,0.049469224,0.042731786,0.044342202,0.04576452,0.065916997,0.099915313,0.05874096,0.084290914,0.091147691,0.054140681,0.043573237,0.124355338,0.086918204,0.117126299,0.092625916,0.13308703,0.064529147,0.122492059,0.48511479924635,0.037320326606982,1.38064374419152
"T1809",0.348842609,0.298370571,0.099248968,0.054922067,0.107072899,0.084047056,0.061525281,0.061137115,0.05318285,0.054749409,0.057422794,0.075321347,0.105642186,0.069181902,0.084290914,0.091147691,0.065622546,0.054529849,0.129967896,0.086918204,0.119883488,0.101135134,0.125988,0.064051148,0.121227414,0.443599177530767,0.141850169631978,1.44800950245209
"T1810",0.320251511,0.329271838,0.094190581,0.055693135,0.100169626,0.083028858,0.063532394,0.063282891,0.055961262,0.055198813,0.059828969,0.076220259,0.098978205,0.071897449,0.084290914,0.091147691,0.068195222,0.056206894,0.115391768,0.086918204,0.129943482,0.10029481,0.130241103,0.058715977,0.123815882,0.440934935228416,0.148599242898598,1.45235903962735
"T1811",0.158968378,0.30653769,0.094360418,0.067839464,0.100079823,0.085259146,0.069386355,0.069101742,0.064923645,0.067128548,0.066318111,0.079615207,0.098790254,0.075420822,0.084290914,0.091147691,0.071733943,0.064908331,0.116140014,0.086918204,0.132830448,0.112558995,0.143457324,0.078193828,0.135279048,0.161326483412348,0.989020796412449,1.99398077723434
"T1812",0.334300819,0.268759714,0.105202498,0.057664389,0.112610918,0.092002096,0.069593559,0.069155934,0.059564685,0.05737079,0.065544909,0.084024872,0.111164171,0.078518499,0.084290914,0.091147691,0.073567037,0.061524224,0.131767453,0.086918204,0.111711643,0.093996896,0.12015987,0.081993684,0.113963883,0.32661087885275,0.44929098838525,1.64614415257886
"T1813",0.320864329,0.271575573,0.103386612,0.067346288,0.109770779,0.092108549,0.075774637,0.075532379,0.069205618,0.06773025,0.073531151,0.085595631,0.108464587,0.081394792,0.084290914,0.091147691,0.078305919,0.070583148,0.127134661,0.086918204,0.110953445,0.098115365,0.11888256,0.083603069,0.113979881,0.25667372848288,0.653634274457482,1.77783611741248
"T1814",0.347241635,0.273068752,0.091173867,0.055324268,0.099964902,0.076968753,0.057495285,0.057403821,0.053314895,0.054866007,0.055081128,0.069903261,0.09823364,0.064036296,0.084290914,0.091147691,0.060113201,0.0539874,0.122208748,0.086918204,0.116264235,0.097285266,0.122409457,0.054686144,0.118188948,0.453707276155452,0.116300294385266,1.43154351848379
"T1815",0.31872858,0.296665724,0.086322038,0.05915034,0.093146082,0.074657686,0.060195258,0.060172435,0.056499864,0.058209322,0.057895781,0.068014292,0.091735815,0.065109615,0.084290914,0.091147691,0.061793434,0.055520703,0.116847528,0.086918204,0.117337818,0.10171427,0.124775864,0.058819063,0.121259082,0.426197613807007,0.186063164899993,1.47650320209811
"T1816",0.339103062,0.277549687,0.093900965,0.063431314,0.099407553,0.08465533,0.073040174,0.072977569,0.064017667,0.062959086,0.070197366,0.079314864,0.098479903,0.076870937,0.084290914,0.091147691,0.074466986,0.065206818,0.114999074,0.086918204,0.110836635,0.097130182,0.118164156,0.077151817,0.111595199,0.34922296102126,0.38741915934729,1.60626996395013
"T1817",0.340911965,0.305910203,0.088575021,0.064873295,0.094930703,0.081232446,0.06756958,0.067526341,0.063476725,0.064301225,0.065700843,0.076823379,0.093606168,0.07251535,0.084290914,0.091147691,0.070044941,0.06362457,0.109832444,0.086918204,0.114866438,0.101953335,0.11824045,0.066567271,0.114889201,0.416601442234014,0.210595550716656,1.49231345039328
"T1820",0.319303179,0.309759739,0.091418303,0.045625863,0.100393546,0.075906897,0.052018433,0.051837553,0.044233983,0.045286338,0.048312073,0.066609566,0.09863689,0.060303429,0.084290914,0.091147691,0.055793812,0.046217775,0.124647939,0.086918204,0.117813417,0.096804998,0.125886817,0.064966227,0.120542495,0.491287389257096,0.0218410127789072,1.37066787813064
"T1821",0.200888345,0.306640224,0.101341798,0.050142301,0.110067841,0.085899085,0.060899078,0.060591181,0.049589971,0.049792481,0.056848522,0.075642753,0.108379478,0.069858761,0.084290914,0.091147691,0.065270131,0.051647909,0.132146511,0.086918204,0.113080462,0.093013607,0.120129992,0.075134269,0.113813697,0.273441276404685,0.60243810359052,1.74484200998169
"T1822",0.266368235,0.315862092,0.093578208,0.049710126,0.100270485,0.081323253,0.062052018,0.061642582,0.050901582,0.049410818,0.057322524,0.073929931,0.098951197,0.069365559,0.084290914,0.091147691,0.066057426,0.053503304,0.118297089,0.086918204,0.098131184,0.078457941,0.1021002,0.056577572,0.09505135,0.407738944953272,0.233365127454536,1.50698763106581
"T1823",0.232942052,0.322585277,0.091916744,0.038373388,0.100471747,0.076310934,0.052690228,0.052208422,0.040140747,0.037927856,0.047451692,0.067501888,0.098790389,0.061914346,0.084290914,0.091147691,0.05722742,0.042751629,0.123691612,0.086918204,0.098656999,0.080030684,0.10875602,0.046217854,0.101834162,0.460681851607498,0.0987160775048704,1.42021111742697
"T1824",0.205884987,0.250317469,0.11578624,0.05966917,0.12340149,0.102632151,0.078622593,0.078258411,0.064275234,0.06059111,0.073197128,0.094878881,0.121883779,0.08940666,0.084290914,0.091147691,0.083664768,0.068543361,0.140015002,0.086918204,0.102104019,0.066598465,0.112233201,0.071452492,0.103918025,0.0731854143507699,1.45247049014083,2.29265758693905
"T1825",0.218790004,0.264910771,0.121802749,0.070282159,0.128853969,0.108834843,0.085002264,0.084587624,0.072954077,0.070597586,0.080669264,0.100304078,0.127401931,0.095257759,0.084290914,0.091147691,0.089897065,0.078102771,0.147020161,0.086918204,0.09555886,0.078673878,0.101724417,0.079577811,0.0967573,0.0650444458486412,1.51375144497066,2.33215097820012
"T1826",0.271139804,0.2619728,0.112094963,0.085578977,0.116197277,0.103945571,0.0909448,0.090788873,0.086141114,0.085315377,0.089481518,0.099484286,0.115372851,0.095739808,0.084290914,0.091147691,0.09231269,0.086837215,0.127799865,0.086918204,0.110034321,0.086147593,0.115290531,0.088746609,0.110958875,0.0709214250067167,1.4689629084086,2.30328636270306
"T1827",0.248350107,0.248362586,0.110348979,0.077829368,0.114951903,0.102080778,0.08924757,0.088983519,0.081741503,0.078587652,0.087055966,0.097391247,0.114080718,0.094753121,0.084290914,0.091147691,0.088000216,0.079804178,0.128580199,0.086918204,0.092567764,0.082258483,0.102697951,0.086341247,0.096716209,0.0564020289536694,1.58571463437376,2.37852868891598
"T1828",0.098446636,0.228587274,0.104177528,0.079824523,0.107772474,0.097612735,0.086655393,0.086525186,0.081935379,0.079839058,0.08433117,0.093469766,0.1071389,0.091289824,0.084290914,0.091147691,0.085561892,0.080567111,0.118134924,0.086918204,0.105406544,0.09160152,0.115898533,0.083917401,0.108762074,0.000826896007622913,3.14624889736156,3.38423740209783
"T1829",0.111303207,0.24199538,0.109556271,0.076856773,0.113498327,0.102330315,0.08953851,0.089304169,0.080601233,0.077282699,0.086585507,0.098126597,0.11279212,0.095353814,0.084290914,0.091147691,0.087875468,0.078601195,0.124028245,0.086918204,0.107748705,0.085242257,0.108076716,0.085556046,0.101198685,0.00278243484572824,2.77237611520271,3.14328971927106
"T1714",0.136308434,0.225121356,0.070750893,0.041911654,0.086615155,0.059088774,0.046423637,0.045992806,0.042065162,0.041543523,0.04416984,0.054341011,0.076245612,0.05618932,0.084290914,0.091147691,0.053578537,0.041813666,0.096968325,0.086918204,0.094194641,0.071530896,0.081030257,0.065022222,0.087913862,0.18815367996133,0.884720567481672,1.92676299707378
"T1716",0.221918893,0.053571866,0.077403753,0.04878018,0.083341929,0.072692116,0.058562103,0.05845698,0.050726315,0.048785725,0.05533743,0.067465077,0.080729982,0.062458661,0.084290914,0.091147691,0.056725937,0.050170377,0.091377125,0.086918204,0.090737467,0.073298849,0.087501288,0.063790572,0.088612777,0.0841426840870498,1.37773419977634,2.24449271149021
"T1085",0.056073842,0.24011349,0.059128448,0.060967332,0.059839468,0.057322137,0.056248603,0.056191419,0.058691027,0.060974754,0.056300276,0.056508657,0.059940983,0.056526699,0.082673541,0.056304018,0.056121672,0.058132785,0.063356294,0.056313114,0.110934861,0.092771499,0.113343739,0.056174017,0.105615774,0.206813183791803,0.817528677742036,1.88346021893617
"T4797",0.107884696,0.396611791,0.125905553,0.089826743,0.068644496,0.159380656,0.077592207,0.17930985,0.268679544,0.071861053,0.124454914,0.094587667,0.06152724,0.097506887,0.062454053,0.345862182,0.078903496,0.075617183,0.069383516,0.078626796,0.083848029,0.126800276,0.062319418,0.109639871,0.083219834,0.463321164013907,0.0920701204400783,1.4159280349686
