"","apaG","apaH","fis","flxA","lptD","pdxA","queA","rsmA","surA","tpr","trmA","tufB","pval","z","inv_cof_var"
"T4837",0.127189081,0.135778082,0.059361923,0.180465434,0.061543272,0.16145452,0.240372966,0.286653568,0.07882188,0.084652557,0.051010248,0.266739278,0.443574199152879,0.141913414521165,1.8307269248005
"T4839",0.108370062,0.120250269,0.085081468,0.167762224,0.093939552,0.079469948,0.186812691,0.280456343,0.079639472,0.080016633,0.080462721,0.266739278,0.423730534902639,0.192358918382386,1.86375192649712
"T4841",0.120572544,0.133077309,0.054816193,0.201122532,0.068634638,0.110022067,0.242149513,0.294463126,0.170305546,0.083949454,0.109735282,0.266739278,0.276702354696947,0.592665985678944,2.12581971380687
"T4843",0.104210218,0.115096642,0.086214751,0.164454881,0.10236362,0.118421727,0.22013953,0.259449859,0.272471765,0.087714002,0.092840848,0.266739278,0.256427793332188,0.654397745276407,2.16623345357345
"T4846",0.123535463,0.105887701,0.10489797,0.082427935,0.14213531,0.112184649,0.23440947,0.292522306,0.223222149,0.06205503,0.119509302,0.266739278,0.329043515712403,0.442555841022241,2.02754757055294
"T4848",0.120301929,0.107181339,0.106585592,0.165919183,0.158543416,0.100592489,0.237272786,0.282940358,0.222539351,0.065726156,0.062069077,0.266739278,0.314260417307159,0.483809834931449,2.05455519491113
"T4850",0.119750709,0.131330389,0.070983466,0.131520965,0.092233843,0.079635723,0.16773094,0.298198541,0.075913832,0.085342028,0.111318078,0.266739278,0.407490472223643,0.234005196482283,1.89101636633086
"T4852",0.118782257,0.135658812,0.08141651,0.08035184,0.131952737,0.081204513,0.209259441,0.289353308,0.086609699,0.089256669,0.107791477,0.266739278,0.387520953917765,0.285786161470264,1.92491565022511
"T4854",0.128223005,0.139279375,0.081326622,0.095893337,0.133690561,0.144169765,0.215618106,0.282207035,0.164646179,0.095476418,0.121343136,0.266739278,0.115655807660971,1.19698701665031,2.5214486905346
"T4856",0.137031677,0.130434457,0.087432649,0.098246569,0.139198993,0.093546033,0.179548945,0.278920594,0.088829734,0.09127661,0.121691249,0.266739278,0.245609229301893,0.688372147727136,2.18847537034889
"T7010",0.105141308,0.194350333,0.123977565,0.109911861,0.097527804,0.10091974,0.098546502,0.159022813,0.097442431,0.126471162,0.188926504,0.194766449,0.0125457309964798,2.23999169575416,3.20426933182986
"T2768",0.115664276,0.071861156,0.246372374,0.134685826,0.259158521,0.257847866,0.244937812,0.238091403,0.2843941,0.039199712,0.141914672,0.266739278,0.275328726749358,0.596775236241949,2.12850990413956
"T2765",0.282339558,0.060061187,0.277343754,0.091116023,0.30215251,0.310529006,0.27203429,0.249862732,0.316543005,0.043944771,0.08587423,0.266739278,0.421691241033958,0.197568755934075,1.86716263470328
"T2766",0.069714368,0.091357123,0.2474497,0.131850738,0.29488608,0.298111895,0.233211964,0.239016904,0.323345896,0.041906244,0.077283053,0.266739278,0.480625159744072,0.0485846293656012,1.76962765822196
"T2767",0.172058203,0.063576889,0.238942303,0.093442357,0.283571442,0.277199867,0.307300389,0.231435139,0.287533931,0.043878582,0.230641774,0.266739278,0.277470126075843,0.59037353086655,2.1243189195185
"T0413",0.276253874,0.109310927,0.280947856,0.140874037,0.069175362,0.259345901,0.177067481,0.282626645,0.246079365,0.129197536,0.212645468,0.266739278,0.0919480702152105,1.32885400640593,2.60777764409976
"T0415",0.258459356,0.080453733,0.272651838,0.103192365,0.152796869,0.188408755,0.13012821,0.31278385,0.342097992,0.047162867,0.16383512,0.266739278,0.392499895325347,0.272809325535783,1.9164201452554
"T0409",0.221527741,0.041152753,0.25641616,0.096973495,0.257162079,0.195969416,0.097460022,0.259239517,0.181683845,0.041163781,0.101614371,0.266739278,0.43870002155342,0.154265950954629,1.83881372155042
"T0411",0.246297865,0.044598944,0.23662154,0.111458443,0.294824532,0.213359188,0.116887622,0.287416306,0.262464241,0.103194765,0.117147342,0.266739278,0.296263878391358,0.535176583806122,2.08818330522603
"T0410",0.119716219,0.388957529,0.058776948,0.086621807,0.359168377,0.252601566,0.102478439,0.190643689,0.360691732,0.058796808,0.379385922,0.266739278,0.445603651576581,0.136776697578744,1.82736408623703
"T5994",0.115927713,0.07751432,0.118511774,0.19020054,0.074563666,0.159911824,0.254400169,0.074078609,0.338332047,0.074226212,0.146038788,0.126522495,0.495390613839123,0.0115542747594497,1.74538511071845
"T5998",0.111571487,0.109863966,0.071130252,0.193838649,0.079596175,0.165687255,0.250886741,0.074393446,0.334922816,0.073159502,0.110989576,0.121200572,0.47064611794611,0.0736457887390199,1.78603436977158
"T6000",0.114798977,0.089450192,0.020467384,0.188528889,0.086558979,0.158739567,0.246346878,0.081797409,0.336089148,0.080183552,0.111638828,0.121737599,0.457979972585615,0.105524103201222,1.80690404711876
"T6004",0.113377889,0.089284678,0.659814976,0.18387845,0.074901674,0.1555166,0.251072171,0.074798101,0.338990127,0.075007968,0.136945353,0.121015144,0.489445197327853,0.0264600540862113,1.75514343108155
"T6006",0.116007459,0.109764279,0.096677713,0.192054977,0.071241328,0.158116059,0.253758151,0.072051123,0.33482738,0.072349458,0.142621048,0.124081106,0.457309242631769,0.10721491236717,1.8080109639161
"T6008",0.112412395,0.078632483,0.110096197,0.182491778,0.078017531,0.155967166,0.246566362,0.076897342,0.339811042,0.076906441,0.133805238,0.119846441,0.496974786811297,0.00758315759229792,1.74278535174799
"T6010",0.117495329,0.094625119,0,0.18626072,0.078230512,0.137365923,0.248173617,0.078266772,0.344116498,0.078270965,0.133405161,0.11949495,0.485010087574209,0.0375829839863271,1.76242524513247
"T6016",0.109790792,0.106948303,0,0.175513913,0.080353598,0.148961791,0.241750476,0.078881674,0.338156957,0.078506966,0.130568187,0.115531,0.450697383182162,0.123899604165021,1.8189338793943
"T6018",0.112531718,0.101889412,0.194755781,0.18394095,0.081908879,0.152930927,0.248947408,0.081228093,0.338653463,0.081269542,0.130991506,0.117912945,0.443734795451617,0.141506796926968,1.8304607257201
"T6024",0.117148878,0.079597981,0,0.188052479,0.072641152,0.162529966,0.250385143,0.074101458,0.33984998,0.073472735,0.148122907,0.12666713,0.492261267569273,0.0193993422255372,1.75052101672685
"T6026",0.115782007,0.091372868,0.046702197,0.198805406,0.071092905,0.168432718,0.255445495,0.069568572,0.339468392,0.069505085,0.143768554,0.126817128,0.497073526206623,0.00733564774556046,1.74262331524359
"T6028",0.11702887,0.077755217,0.101989119,0.177282873,0.07524013,0.153971589,0.262593546,0.0759613,0.311066357,0.075821188,0.131756805,0.120734396,0.456805099828547,0.108485981963559,1.80884309111008
"T1770",0.085717575,0.09453886,0.321283406,0.151361583,0.180595252,0.277626843,0.145623075,0.331657872,0.223771768,0.078602051,0.329770024,0.266739278,0.301295744592237,0.520677445116269,2.07869119902863
"T1771",0.10640782,0.09705072,0.314723659,0.162858261,0.218191449,0.283406562,0.140335995,0.328263076,0.254589839,0.076513697,0.323138899,0.266739278,0.231442336827279,0.73410511943836,2.21841523322566
"T1772",0.113956604,0.107242729,0.333168994,0.161172547,0.240913193,0.312642122,0.131415873,0.350544025,0.280607797,0.085373239,0.348073015,0.266739278,0.258214077213786,0.648861109025834,2.16260880107574
"T1773",0.285130768,0.113979727,0.294966428,0.137705088,0.190227145,0.205857804,0.179116388,0.242959093,0.232195325,0.073361836,0.251245399,0.266739278,0.0319711828045081,1.85258150347646,2.95064470172497
"T1774",0.300238644,0.108648912,0.281915528,0.136241532,0.190204612,0.206711882,0.174357827,0.237649423,0.223845169,0.065271886,0.246675097,0.266739278,0.0562829045587233,1.58676530651008,2.77662363574548
"T1775",0.302650291,0.107850774,0.300208964,0.157546332,0.189139303,0.219414465,0.178933704,0.283716998,0.232889248,0.067719787,0.324144206,0.266739278,0.0902195353224584,1.33940436049276,2.61468461171726
"T1776",0.259628558,0.075579255,0.304094159,0.199222111,0.236366384,0.268797516,0.140492567,0.32749982,0.301675368,0.054512578,0.308729287,0.266739278,0.166709246284744,0.967251160064587,2.37104822918943
"T1777",0.055526543,0.088768805,0.377207632,0.253349894,0.315810861,0.292497017,0.140984499,0.096584927,0.363082224,0.057104218,0.248452491,0.266739278,0.483707940153231,0.0408494958191817,1.7645637223121
"T1778",0.101919027,0.092047694,0.350691339,0.231011606,0.29785484,0.358832802,0.138284387,0.150951881,0.348548717,0.064890667,0.344165722,0.266739278,0.375873474414622,0.316336711696593,1.94491608427435
"T1779",0.084748129,0.107297342,0.337275114,0.199158008,0.240463879,0.350664261,0.156218037,0.191644376,0.319201315,0.070205494,0.351878985,0.266739278,0.303787531724148,0.513537961477544,2.07401721539809
"T1780",0.132311462,0.099702755,0.331435326,0.223248122,0.250625145,0.346531042,0.147048644,0.23200595,0.321342052,0.066514362,0.351567729,0.266739278,0.221560597503461,0.766933264005978,2.2399067329047
"T1781",0.334800585,0.099838024,0.323754671,0.206133262,0.218738889,0.284278586,0.165906332,0.261612944,0.321772766,0.065094203,0.364019483,0.266739278,0.13388153183049,1.10822868925699,2.46334155137672
"T1782",0.176273672,0.111055631,0.267250025,0.175337704,0.182108887,0.200864585,0.188237834,0.288349829,0.263914564,0.058551588,0.211697981,0.266739278,0.0430294843621012,1.71656343221387,2.86159817249266
"T1783",0.07214246,0.114158865,0.272193419,0.171009014,0.18706007,0.220659748,0.179916663,0.304853669,0.268502355,0.053918071,0.230800535,0.266739278,0.191735558434743,0.871518485762381,2.30837521595223
"T1784",0.162807512,0.107436733,0.26844227,0.120576206,0.202356373,0.290955766,0.195201994,0.279238321,0.278231926,0.041254975,0.189220946,0.266739278,0.162573661235117,0.983935306892375,2.38197078789378
"T1785",0.119732968,0.12294119,0.320414319,0.17447492,0.184599411,0.282820031,0.187664662,0.313655138,0.324292043,0.063285141,0.284352202,0.266739278,0.155704428622812,1.01227024585592,2.40052073458316
"T1786",0.286392807,0.113866676,0.27698913,0.17560016,0.178106276,0.196309516,0.187202407,0.25749884,0.271188462,0.055132344,0.239441162,0.266739278,0.0486238917010599,1.65834533521667,2.82348471133276
"T1787",0.088011041,0.117600193,0.249083449,0.142315224,0.182776627,0.263360667,0.194854137,0.287893621,0.283657378,0.063750815,0.220145437,0.266739278,0.159189994882889,0.997792495839013,2.391042630842
"T1788",0.159920546,0.090415221,0.373755898,0.251260535,0.270337891,0.117649952,0.162433886,0.069158675,0.369287052,0.050219345,0.355464364,0.266739278,0.491945680882979,0.0201905557564987,1.75103899803742
"T1789",0.385295247,0.076557714,0.338487382,0.211937454,0.228379078,0.298143548,0.160051906,0.169806637,0.324972935,0.04237203,0.383283216,0.266739278,0.32784099661586,0.445882680950201,2.02972554253965
"T1790",0.082876128,0.087792907,0.359657465,0.198648064,0.298068843,0.251318446,0.142489124,0.112513463,0.363499965,0.063651627,0.373204089,0.266739278,0.466699994668125,0.0835679004847925,1.7925300479224
"T1793",0.123846181,0.078540348,0.321271916,0.233396775,0.275662616,0.330911859,0.138060167,0.059494299,0.32000511,0.062938568,0.330524643,0.266739278,0.449032279786957,0.12810666756588,1.82168810455445
"T1794",0.09005735,0.118642559,0.290609805,0.151894197,0.198610986,0.314024163,0.191460232,0.325418076,0.242495607,0.055782363,0.321252138,0.266739278,0.255228223292547,0.658127126200183,2.16867495582653
"T1795",0.286406779,0.092249803,0.286048002,0.19646814,0.175314755,0.289351776,0.166191648,0.253296919,0.283720691,0.063456352,0.314006365,0.266739278,0.103202673870034,1.26351169112882,2.56500019303447
"T1796",0.138879029,0.113828516,0.31891549,0.174308128,0.227527913,0.125885292,0.162610722,0.348853279,0.298647715,0.072330294,0.314593102,0.266739278,0.234426246871466,0.724347383601674,2.2120271665419
"T1797",0.062853535,0.111794018,0.298687789,0.18328416,0.206014245,0.323104236,0.188128631,0.315214339,0.273432691,0.05528833,0.291288877,0.266739278,0.272259738477617,0.605992886402128,2.13454439460706
"T1798",0.111251131,0.109853113,0.290946134,0.174626179,0.195086394,0.291789658,0.185931575,0.327913624,0.26957647,0.054386205,0.284339131,0.266739278,0.184392206749961,0.898752673708714,2.32620453738408
"T1799",0.162841278,0.109185627,0.282138702,0.171846459,0.185522299,0.331608663,0.195605346,0.337461983,0.267315196,0.043845155,0.25290759,0.266739278,0.179046941748781,0.919003228554469,2.33946190537427
"T1800",0.072236979,0.111997767,0.316316266,0.160767963,0.203145919,0.217799364,0.173562484,0.28441243,0.299252749,0.071342519,0.256765434,0.266739278,0.175514409623493,0.932595574400511,2.3483603643105
"T1801",0.16062591,0.108069657,0.306839461,0.13994601,0.184586201,0.192061218,0.180671152,0.265216577,0.288941091,0.058833462,0.236963541,0.266739278,0.0811412219853888,1.39743618566885,2.65267612688123
"T1802",0.309791709,0.104215591,0.282564997,0.1386769,0.171370001,0.169908675,0.18992962,0.191556209,0.264181344,0.059988816,0.205598899,0.266739278,0.101110141504719,1.27525137340263,2.57268577445074
"T1803",0.112674563,0.105515637,0.298701577,0.155452467,0.245927499,0.249884267,0.150730657,0.304408685,0.272497688,0.09172626,0.275916953,0.266739278,0.108989662219001,1.2319190501731,2.54431753667656
"T1804",0.31227972,0.126080224,0.251575597,0.149371841,0.195537187,0.228044738,0.101153305,0.235905912,0.220912501,0.066853365,0.200283078,0.266739278,0.0950978214451642,1.31000056962433,2.59543492306337
"T1805",0.160962347,0.107913444,0.290494217,0.142164676,0.241336698,0.26387501,0.1723395,0.299637863,0.278114358,0.070614617,0.221619974,0.266739278,0.0778948861950345,1.41937480980675,2.66703861796406
"T1806",0.0370515,0.113432117,0.261447562,0.127887581,0.17551432,0.263882033,0.197704892,0.283846875,0.26958093,0.043643238,0.18707391,0.266739278,0.344560055362618,0.400049428951807,1.99972002947802
"T1807",0.089477997,0.115231673,0.274706398,0.140734678,0.18633692,0.332448383,0.20541257,0.301422879,0.278102601,0.044495313,0.206765827,0.266739278,0.275126357737666,0.597381480303862,2.12890679206099
"T1808",0.180773655,0.126358931,0.330535891,0.148455571,0.19871871,0.297702074,0.206494063,0.326662478,0.295966941,0.047718775,0.251283164,0.266739278,0.115696668915756,1.19677737821128,2.52131144718733
"T1809",0.076707994,0.123128072,0.315706558,0.162972369,0.214631239,0.287641859,0.185100635,0.319121499,0.255434638,0.058847193,0.250461009,0.266739278,0.189593769362334,0.879394268428085,2.31353123018518
"T1810",0.160565395,0.126089801,0.3335866,0.197791313,0.236224529,0.28491616,0.179216365,0.301148286,0.275855332,0.059677463,0.324155373,0.266739278,0.0770434765495947,1.42524306015069,2.6708803672327
"T1811",0.171124584,0.137150451,0.315574835,0.175588681,0.255266079,0.340125482,0.187756005,0.324906549,0.309734636,0.072410908,0.285074096,0.266739278,0.0781007720277893,1.41796308000394,2.6661144051886
"T1812",0.089416576,0.117136694,0.308045013,0.167681613,0.258738563,0.277298501,0.177953514,0.319212446,0.28331718,0.060372161,0.219119544,0.266739278,0.178010896050837,0.922972009507716,2.34206013490281
"T1813",0.095401027,0.116544791,0.298533624,0.171556603,0.258575345,0.263872743,0.177318601,0.315860513,0.297739874,0.069873294,0.219421092,0.266739278,0.14631544865711,1.05236766641928,2.42677118865292
"T1814",0.057286607,0.119404083,0.356520064,0.141564285,0.267406459,0.299785343,0.177367417,0.31547644,0.309666773,0.059156388,0.22823629,0.266739278,0.298018376975562,0.530108430918593,2.08486535327991
"T1815",0.116483068,0.122685652,0.324555108,0.176721332,0.230862719,0.284260282,0.172711486,0.310891407,0.309491487,0.064474159,0.327581377,0.266739278,0.162166250177795,0.985593761975895,2.38305652354422
"T1816",0.081712473,0.112584825,0.321567739,0.197448352,0.215045395,0.323031643,0.17206329,0.339254012,0.300933767,0.067215542,0.284081317,0.266739278,0.235019293724024,0.722416268967549,2.21076292970835
"T1817",0.122236909,0.116810135,0.337807663,0.174428945,0.225302433,0.174660461,0.16561026,0.34130842,0.35433505,0.06888033,0.322685236,0.266739278,0.251443953684169,0.669952756209676,2.17641680438059
"T1818",0.107540281,0.119343115,0.317931237,0.151648123,0.206854161,0.276569764,0.188372763,0.320546708,0.329217748,0.054406757,0.301665474,0.266739278,0.223834240842382,0.759307751457191,2.23491456223367
"T1819",0.064294144,0.115877538,0.315760108,0.153115164,0.198441736,0.31750349,0.194131092,0.362324135,0.329965366,0.0484359,0.285248836,0.266739278,0.3689962009444,0.334513107210324,1.95681556880187
"T1820",0.046784543,0.122650414,0.291411653,0.155646837,0.191435537,0.345638514,0.193270431,0.355140831,0.317348214,0.051642507,0.26645166,0.266739278,0.392292686011482,0.273348454088594,1.91677309487446
"T1821",0.125351446,0.116009557,0.350632859,0.175269572,0.191491136,0.258572186,0.188027231,0.336906797,0.264018882,0.054716666,0.322646906,0.266739278,0.176492023876518,0.928816778193945,2.34588651150735
"T1822",0.270328742,0.096988617,0.340068397,0.175724864,0.176219334,0.268364351,0.182352469,0.327591814,0.282158258,0.049804429,0.327655417,0.266739278,0.151619593734776,1.02951190698404,2.41180827944691
"T1823",0.217407245,0.104105776,0.352493162,0.144881105,0.203527086,0.274052611,0.192387312,0.335753839,0.292501575,0.041624883,0.332963044,0.266739278,0.184548891959423,0.898164635885822,2.32581956848473
"T1824",0.23508149,0.106734736,0.245857027,0.119830041,0.164524676,0.129723852,0.204405248,0.180192894,0.206222895,0.059873402,0.236079764,0.266739278,0.0667219174693324,1.50065879814093,2.72025255473093
"T1825",0.270709928,0.098416266,0.258160555,0.122812174,0.170582351,0.145174508,0.178669856,0.185964699,0.20642514,0.07030524,0.255348113,0.266739278,0.079711909319635,1.40701203992267,2.65894512171274
"T1826",0.272999037,0.112295934,0.256502938,0.106654576,0.159221991,0.160898625,0.176104795,0.174164061,0.197804786,0.086938333,0.221236206,0.266739278,0.041381254295401,1.73487748106366,2.87358777410314
"T1827",0.172946873,0.098656752,0.258701823,0.134080461,0.142405279,0.197809656,0.083940264,0.239119561,0.227281425,0.07622667,0.241977923,0.266739278,0.12146585755046,1.16769028954673,2.50226909298389
"T1828",0.434993999,0.111195694,0.228073664,0.134976943,0.166918592,0.402069743,0.100196741,0.207751801,0.232272708,0.079405841,0.193685633,0.266739278,0.459469056625944,0.101771417631133,1.80444728808509
"T1829",0.273204046,0.103465422,0.252780773,0.140312758,0.150039951,0.14552846,0.079466807,0.252012476,0.235864236,0.074195427,0.232091847,0.266739278,0.18224206279981,0.906853780277144,2.33150806371822
"T4796",0.094536871,0.089233742,0.095073875,0.107179675,0.101975694,0.103848164,0.188225217,0.242017708,0.28606235,0.094279807,0.102103649,0.31491722,0.445465419567532,0.137126458522767,1.82759306315044
"T4798",0.255580148,0.265253616,0.10660424,0.101770939,0.24797312,0.096894474,0.134554082,0.219811162,0.12656628,0.120418793,0.094864676,0.225693293,0.139358103659316,1.08320777982948,2.44696119013446
"T4806",0.359896555,0.267122986,0.194057754,0.291462852,0.091370478,0.094147788,0.416888546,0.281573376,0.180792141,0.111879982,0.091640888,0.306407321,0.387026787284015,0.287076723207871,1.92576053827879
"T4811",0.284396218,0.232024864,0.115232451,0.113526,0.100978533,0.103509277,0.262140152,0.161646274,0.13283255,0.115329441,0.08705996,0.294061341,0.271071164309388,0.609576581516079,2.13689052118246
"T4812",0.288993167,0.266824771,0.11951653,0.09713489,0.0968252,0.101573393,0.287536492,0.105581075,0.136236457,0.113074276,0.097139462,0.289004387,0.400644003391255,0.251680530891941,1.90258782273801
"T5743",0.213098695,0.124990947,0.123620203,0.148996267,0.146036971,0.142950166,0.149292624,0.14835834,0.151323881,0.122481885,0.133004491,0.214159383,4.38415902258954e-07,4.91744030990089,4.95710631940465
"T5745",0.229702181,0.088842352,0.152408056,0.200209459,0.115609359,0.110742774,0.254152816,0.158566608,0.221849878,0.112843001,0.193030392,0.220213857,0.0281645744487179,1.90848043995493,2.9872398852545
"T5747",0.291301368,0.106474377,0.113818265,0.128857798,0.12310216,0.112610866,0.128868451,0.117352579,0.128740142,0.109443297,0.108414473,0.202474151,0.118120471003078,1.18443492494448,2.51323125155288
"T5755",0.292485556,0.123156899,0.110990808,0.148791457,0.134511851,0.138785993,0.119472064,0.182232632,0.178313414,0.109739251,0.121645672,0.222526317,0.0359259450971119,1.80005540500516,2.91625760360215
"T5757",0.269922874,0.086535119,0.087664194,0.154311752,0.130313539,0.138978644,0.286904048,0.171969729,0.217370629,0.085981477,0.129809889,0.277917045,0.162565705509821,0.983967666489095,2.38199197265069
"T5759",0.200899799,0.10707537,0.090234007,0.133903149,0.132758588,0.122485421,0.109857849,0.193145343,0.187395306,0.089098314,0.108103137,0.296519669,0.123052243430468,1.15986325106214,2.49714498995294
"T6894",0.101443429,0.143147074,0.114807562,0.097858513,0.101695234,0.15443365,0.20592879,0.229392863,0.194376264,0.085481286,0.062063597,0.106580942,0.136256813396281,1.09729232063022,2.45618187281652
"T6896",0.104516316,0.067333124,0.111823039,0.069516219,0.132981807,0.158947284,0.250438096,0.281279606,0.105708191,0.106557019,0.069253521,0.106332468,0.441077764782099,0.148237257268897,1.83486693533638
"T6898",0.128363682,0.129676912,0.12872813,0.126737834,0.127260337,0.135873396,0.171263501,0.207218714,0.199558167,0.066158509,0.067261913,0.125139579,0.0275511216909974,1.91806915163845,2.99351729741966
"T6902",0.128363682,0.129676912,0.12872813,0.126737834,0.127260337,0.135873396,0.171263501,0.207218714,0.199558167,0.066158509,0.067261913,0.125139579,0.0275511216909974,1.91806915163845,2.99351729741966
"T6893",0.129043236,0.118232634,0.072592463,0.084147566,0.159482834,0.153631169,0.218273597,0.262268836,0.314588726,0.090953934,0.090243635,0.094029007,0.337782734715356,0.418522048598608,2.01181344214082
"T6897",0.101172129,0.117820501,0.093389524,0.0883025,0.163661502,0.155603746,0.080037323,0.230463414,0.289611987,0.087565823,0.084782985,0.084361358,0.377814993278805,0.311224463692553,1.94156926471494
"T6901",0.103905194,0.130089301,0.095630138,0.100382044,0.149637955,0.137560876,0.235535087,0.097799254,0.229759067,0.103674177,0.101326453,0.095804362,0.0884847990150868,1.35014462030978,2.62171590433067
"T0870",0.181625631,0.094879234,0.13420881,0.523956464,0.210086718,0.216828559,0.173151697,0.222262872,0.229006262,0.058317465,0.183776449,0.324003031,0.466004202252372,0.0853182229887314,1.7936759261323
"T0896",0.248521151,0.111226464,0.580445194,0.103914917,0.26989015,0.211592917,0.13548684,0.308432299,0.297228502,0.068515421,0.154035345,0.407246692,0.345184111968084,0.398355406723237,1.99861100919493
"T1658",0.296778533,0.052875229,0.218118118,0.299408377,0.365307375,0.286329686,0.11822971,0.258335857,0.228784365,0.041628201,0.160645396,0.349141892,0.365068927357255,0.344942159655324,1.96364312424938
"T1659",0.3154844,0.056717152,0.223643837,0.286751468,0.369679463,0.297280707,0.124558752,0.27120666,0.192092855,0.035372032,0.174380816,0.372462825,0.391772461774982,0.274702352615347,1.91765944742762
"T1660",0.29916648,0.057109744,0.069089476,0.271603388,0.318448071,0.291582936,0.121566961,0.25227804,0.253784634,0.048277976,0.160905658,0.350263494,0.299447109275543,0.525991347794868,2.08217003522896
"T2457",0.308268018,0.164764283,0.125409466,0.075417181,0.138562345,0.24778758,0.204912472,0.361088632,0.40208419,0.030052097,0.148403325,0.20916496,0.455645932300356,0.11140920042096,1.81075682547937
"T2460",0.259964676,0.073102086,0.072022134,0.110539375,0.046653453,0.223959864,0.073634773,0.17112284,0.148366267,0.071370056,0.109523645,0.131480148,0.392258772475895,0.273436699747046,1.91683086638623
"T8315",0.183562811,0.090750098,0.343580222,0.1115396,0.208799445,0.174937469,0.132652474,0.212922908,0.26572523,0.056524746,0.147715972,0.212738972,0.0858067787720888,1.36703748127913,2.63277510127532
"T8316",0.165245192,0.067255888,0.466099998,0.091090008,0.188858484,0.15175479,0.10792792,0.188675,0.055171611,0.051950609,0.128127347,0.157577815,0.159153653526822,0.997942365294151,2.39114074541379
"T8317",0.174852885,0.098782986,0.430609769,0.122024738,0.217936013,0.159021545,0.123778067,0.218063663,0.124382788,0.068603025,0.131632685,0.177167234,0.0179151167522922,2.0988487766073,3.11186773431359
"T6036",0.068903495,0.062038115,0.095482665,0.153715805,0.213258313,0.286493424,0.048534759,0.150370563,0.247790431,0.143773723,0.109340492,0.257862956,0.401332196953149,0.249900374107062,1.90142241301185
"T6037",0.066156156,0.066189702,0.078952251,0.138179731,0.219267684,0.216958689,0.089009102,0.235389954,0.276243065,0.071523686,0.067816958,0.228197952,0.445308574428513,0.137523335577218,1.82785288542187
"T6039",0.071994973,0.074338968,0.070066517,0.138179731,0.219267684,0.267080608,0.094689666,0.235389954,0.276243065,0.071523686,0.072739892,0.27769696,0.466040423077566,0.0852271001491276,1.79361627102526
"T6052",0.071712396,0.073299756,0.069287038,0.138179731,0.219267684,0.261486058,0.091350966,0.235389954,0.276243065,0.071523686,0.07111754,0.255934907,0.454750833613548,0.113667133572807,1.8122350195792
"T6072",0.057940286,0.05762727,0.126975562,0.138179731,0.219267684,0.240150461,0.062302695,0.235389954,0.276243065,0.071523686,0.113836179,0.209865653,0.460310166520254,0.0996523478635223,1.80306000324672
"T6074",0.065931039,0.065763642,0.103225344,0.138179731,0.219267684,0.223877013,0.079095629,0.235389954,0.276243065,0.071523686,0.081146468,0.235354793,0.445651434352167,0.136655799310788,1.82728493814257
"T6130",0.059882132,0.057619903,0.063799365,0.128823963,0.161618334,0.256500429,0.063320777,0.12569695,0.177156788,0.116162919,0.062605111,0.213810877,0.392770572254429,0.272105182862798,1.91595916635361
"T6140",0.062038822,0.059824299,0.065556666,0.133315543,0.163778299,0.255315414,0.072148903,0.129963371,0.181130541,0.1201511,0.062187282,0.199186486,0.331784447851446,0.434991088792059,2.02259517765141
"T6145",0.058260666,0.054419671,0.065415804,0.13822061,0.161560593,0.25625798,0.068740371,0.135036409,0.175200764,0.12508872,0.06246461,0.227660141,0.387227973827581,0.286551248410364,1.9254165273214
"T6167",0.056996046,0.055335746,0.061890403,0.129534691,0.159011196,0.229918566,0.07636936,0.126192691,0.172227954,0.117046222,0.057342051,0.208843576,0.316464417902109,0.47760856193352,2.05049542673355
"T6126",0.058324412,0.057345227,0.063111682,0.12932433,0.162020006,0.243513862,0.068375983,0.125762437,0.177562574,0.115893764,0.061030612,0.211474384,0.355944685194992,0.369319797967045,1.97960235718358
"T6141",0.058261151,0.054289832,0.065797569,0.135386464,0.160076222,0.251359225,0.070449536,0.132329877,0.176892372,0.123085053,0.066158244,0.212973405,0.349223615721716,0.387417390359479,1.99145025191586
"T6158",0.061035701,0.058994057,0.063836004,0.13110506,0.159366659,0.253079963,0.073196311,0.12834819,0.181295111,0.119582664,0.062140491,0.186964246,0.319954792882769,0.467825217094346,2.04409059468348
"T6165",0.058737332,0.056240789,0.063847568,0.131322178,0.156502417,0.230536886,0.074869516,0.128496472,0.171506266,0.119648142,0.059551928,0.207417419,0.298833879537795,0.527757355174758,2.08332618180801
"T6132",0.063653407,0.059890013,0.069157738,0.130974468,0.160572629,0.257447371,0.066816041,0.128205016,0.174735621,0.119939344,0.068027174,0.248314249,0.404066731021159,0.242834688673104,1.89679674262335
"T6147",0.058566905,0.054967841,0.064565354,0.136100836,0.161302186,0.256039291,0.0699885,0.132866425,0.172736972,0.123396656,0.063675331,0.224898106,0.378809231234063,0.308609672156399,1.93985744724246
"T6153",0.061440418,0.05734271,0.067774539,0.132146056,0.163019267,0.239096436,0.072671952,0.128956648,0.178066494,0.119920237,0.063355529,0.208497882,0.307887744959828,0.501846515677157,2.0663632128044
"T6160",0.057315618,0.056357936,0.060041053,0.132004374,0.169709744,0.256187999,0.069715574,0.128151312,0.190784729,0.11730541,0.058349795,0.201995307,0.386313400247886,0.288940643565269,1.92698078524341
"T6134",0.060711608,0.057907991,0.065541233,0.129182526,0.167202114,0.256919847,0.065545256,0.125570096,0.190508557,0.11610624,0.064966736,0.220123706,0.394784896877235,0.266869301217519,1.9125314079414
