"","apaG","apaH","fis","flxA","lptD","pdxA","queA","rsmA","surA","tpr","trmA","tufB","pval","z","inv_cof_var"
"T5560",0.143607659,0.107838975,0.073448793,0.147022957,0.209041752,0.128651712,0.264851826,0.090546868,0.301940032,0.07248499,0.136137454,0.139337781,0.233532088297243,0.727264114839954,2.21393665394354
"T5564",0.096648853,0.096171834,0.076520125,0.103049209,0.173042964,0.150286402,0.089123074,0.098620926,0.165450754,0.074570514,0.162086508,0.121208431,0.00488268374530678,2.5840286752155,3.42949895510146
"T5566",0.128173775,0.119836633,0.105811531,0.115236683,0.18189657,0.110109514,0.091460379,0.152451019,0.119204103,0.102145201,0.172085529,0.138236594,8.08737014939852e-06,4.31205060182353,4.56077771514746
"T5568",0.105576258,0.102812442,0.105696155,0.097491316,0.143883069,0.136844509,0.126753982,0.100627939,0.132421995,0.099724461,0.142151448,0.109460385,5.87604714796001e-13,7.10825305085342,6.39135890782098
"T5570",0.11372058,0.110087861,0.089059232,0.135663861,0.146818,0.176219378,0.119653871,0.129587698,0.166002879,0.099221192,0.149507819,0.120448048,3.40372589406072e-09,5.79560697667932,5.53201296995676
"T5572",0.119585652,0.110091878,0.101113311,0.123687431,0.158399894,0.168538061,0.133290795,0.091803807,0.164693315,0.094198547,0.151846726,0.127159227,8.61866231560179e-07,4.7833783307892,4.86934037895938
"T5574",0.09606402,0.092848873,0.089640024,0.098130025,0.142183778,0.166985612,0.09878527,0.146588308,0.159087156,0.09004145,0.13712625,0.101690636,0.000154219016475242,3.60810805694644,4.0999298306097
"T5576",0.066147863,0.124850023,0.091379576,0.142577332,0.145596741,0.124933056,0.139759591,0.143156922,0.20067442,0.085663894,0.149956135,0.128518342,0.000852701203972187,3.1372506925167,3.791675098891
"T5578",0.102882371,0.109325439,0.100039824,0.108334159,0.138591451,0.20938651,0.110519921,0.100221386,0.244751355,0.100498491,0.128187369,0.110003607,0.0636414984872717,1.52490418869767,2.73612520943716
"T8139",0.139719027,0.081360213,0.102790705,0.102971244,0.239547018,0.076872031,0.114838553,0.175271265,0.10571268,0.067862043,0.133681137,0.255927128,0.269216134580598,0.615185429357509,2.14056244821859
"T5537",0.14564334,0.091035826,0.085339973,0.114912916,0.134227842,0.096238187,0.240941062,0.096015246,0.311902434,0.098440289,0.08648626,0.130418468,0.366332680714049,0.341582164434203,1.96144344658964
"T5541",0.111076836,0.09081188,0.09138413,0.108988402,0.11106033,0.095489578,0.263920951,0.10150077,0.320869502,0.095176851,0.091382136,0.111404934,0.499442515569655,0.00139740669056691,1.73873574537303
"T8255",0.242571189,0.069215155,0.05949489,0.110766206,0.274799749,0.24533136,0.16237096,0.261587162,0.370358848,0.043236233,0.202238231,0.1843103,0.323688353807229,0.457409541338819,2.03727179651182
"T8256",0.193458573,0.068837139,0.176219035,0.093976813,0.22185684,0.17584634,0.118983235,0.230350984,0.09383455,0.058347134,0.14071911,0.209800456,0.190556434725652,0.87584763614688,2.31120936741965
"T8305",0.133333666,0.051589522,0.078011302,0.084556683,0.135974237,0.154221279,0.10117405,0.174577321,0.281401469,0.039764099,0.125575035,0.165267134,0.353162891005184,0.376795235156505,1.98449627848415
"T8306",0.179660976,0.080562704,0.071372174,0.098603179,0.217468311,0.178080131,0.113682441,0.274699902,0.197570454,0.054732555,0.134485714,0.262657468,0.222294084669946,0.764468385948233,2.23829305882459
"T1635",0.285717419,0.065478525,0.20465575,0.110587188,0.361465969,0.198945325,0.137174022,0.352353319,0.286761578,0.046404119,0.188706617,0.12251322,0.485249521253783,0.0369823954825202,1.76203205971774
"T1591",0.215327222,0.058205248,0.043614656,0.090818538,0.187283306,0.179561619,0.107788388,0.174665671,0.142515621,0.044165138,0.128448338,0.171299781,0.138334989810041,1.08783041534529,2.44998747660337
"T0883",0.237723334,0.174981389,0.049811581,0.113755288,0.211547712,0.123924283,0.13752637,0.036038698,0.309720513,0.032912288,0.083513453,0.220332044,0.488320309534321,0.0292808258899997,1.75699009701757
"T2300",0.262904882,0.074061509,0.274882387,0.141409602,0.323152012,0.079629668,0.151137247,0.314577959,0.236815604,0.05373856,0.17146992,0.172394849,0.392896913154429,0.271776564112286,1.91574403053451
"T0880",0.209969355,0.042175955,0.224681,0.088998838,0.14073008,0.058174408,0.086936772,0.233335698,0.164082498,0.074613345,0.21122001,0.266739278,0.442073128613802,0.145715154851188,1.83321579836185
"T0150",0.226370183,0.081767122,0.168453228,0.131298225,0.373486247,0.187156544,0.098098526,0.419173914,0.345254628,0.071523686,0.421615612,0.266739278,0.485120086473146,0.0373070642653564,1.76224460962374
"T0344",0.341047862,0.050526545,0.314070414,0.051962146,0.225983548,0.254414261,0.079930139,0.244868951,0.308288474,0.066841151,0.288738936,0.266739278,0.483289514027218,0.0418992327309327,1.76525095032328
"T0875",0.076626165,0.184837543,0.199880237,0.118889878,0.054011102,0.12495342,0.143073395,0.213740429,0.051506764,0.056652254,0.04941815,0.234787232,0.497516039448907,0.00622640598122524,1.74189713137495
"T0876",0.060800762,0.245722303,0.119181139,0.093759649,0.1345235,0.082170858,0.112168924,0.162921576,0.133110172,0.061744462,0.068057522,0.266739278,0.449714002504535,0.126383951655777,1.82056029946779
"T1082",0.241085742,0.080106014,0.238215815,0.1280453,0.34023934,0.067994299,0.139324796,0.361339358,0.189849161,0.071523686,0.334068911,0.266739278,0.467759412105021,0.0809033394082031,1.7907856479791
"T2389",0.248521151,0.111226464,0.580445194,0.103914917,0.26989015,0.211592917,0.13548684,0.308432299,0.297228502,0.068515421,0.154035345,0.407246692,0.345184111968084,0.398355406723237,1.99861100919493
"T2391",0.246860689,0.114161181,0.555405213,0.108837995,0.27356501,0.215715256,0.154251858,0.293535513,0.264796588,0.065823077,0.171992349,0.412034605,0.289902968281836,0.55366820824479,2.10028915969703
"T2861",0.207868161,0.057278998,0.470638518,0.08065356,0.135015632,0.119501089,0.0868746,0.072415455,0.240068766,0.048613078,0.093680366,0.235696968,0.480521392684131,0.0488450436286447,1.7697981428206
"T2862",0.078234697,0.064119849,0.459236233,0.096149531,0.154207618,0.110956215,0.095410811,0.046195181,0.192074802,0.040701289,0.117253464,0.119118192,0.219851871062604,0.772693588296654,2.24367782655848
"T1957",0.224652807,0.081881646,0.128269125,0.116057613,0.036794845,0.233430726,0.140575449,0.241964781,0.320336782,0.050932895,0.180572271,0.266739278,0.438672069406357,0.154336855675029,1.83886014052401
"T1958",0.212271895,0.092658413,0.15667536,0.12555333,0.103499448,0.222117539,0.148163586,0.25133279,0.233438777,0.056780051,0.178078197,0.266739278,0.146664667246957,1.05084597916192,2.42577499037142
"T2065",0.272113391,0.100996349,0.103014379,0.122984706,0.201250787,0.217563271,0.132529073,0.128875217,0.427313699,0.0701517,0.148717819,0.266739278,0.431730538289718,0.171970047767033,1.85040400775065
"T0728",0.063935628,0.072030588,0.197598028,0.165149728,0.177365345,0.29192704,0.114935636,0.296505812,0.147673415,0.037730834,0.203307175,0.113769218,0.474013258039842,0.0651852360154257,1.78049552593687
"T0736",0.136444366,0.072588888,0.174467704,0.167199668,0.172878996,0.286379695,0.10840191,0.347700124,0.145829206,0.03511471,0.199327359,0.124404208,0.45187064368315,0.120936555737077,1.81699406966162
"T0729",0.118052433,0.072643883,0.187480858,0.139779124,0.137966559,0.280439531,0.097656893,0.045796365,0.192434298,0.061639569,0.205435853,0.056278905,0.497573738159305,0.00608177402342038,1.74180244561931
"T0737",0.162639573,0.084806265,0.175960968,0.147946609,0.143072467,0.264596155,0.109974482,0.164331048,0.147518416,0.06815827,0.193291504,0.064254418,0.155091909410908,1.01483640099727,2.40220071141776
"T0730",0.116166733,0.071274905,0.197966709,0.115946485,0.110922722,0.274145244,0.067509643,0.042037762,0.201303639,0.139307752,0.193258635,0.060677094,0.473138877165109,0.0673818042982993,1.78193354648808
"T0746",0.22742574,0.088170292,0.176775216,0.15652001,0.133412656,0.268813847,0.070568756,0.043474779,0.17580852,0.051949922,0.202028248,0.079950633,0.46650246503712,0.0840647761062788,1.79285533594584
"T0731",0.048881522,0.072424706,0.207341387,0.100147524,0.105793964,0.275164389,0.059369374,0.172058697,0.208753129,0.066737574,0.194597405,0.114231865,0.488049709483184,0.0299594172586273,1.75743434832611
"T0739",0.172367756,0.082990982,0.182995636,0.156531968,0.108270922,0.273929264,0.060603348,0.046178813,0.188069946,0.04687717,0.208134879,0.233423092,0.45680377566663,0.108489320735518,1.80884527689358
"T0747",0.184995726,0.083314549,0.179864034,0.1497874,0.121648833,0.265710225,0.068438424,0.080991322,0.181656212,0.054281073,0.201723297,0.090116444,0.341169485470452,0.40927348595142,2.00575871429124
"T0732",0.059538249,0.075526267,0.204973701,0.11018946,0.109709825,0.256017729,0.065753018,0.064634414,0.20546367,0.049861628,0.181313126,0.136945025,0.492014246111553,0.0200186534781645,1.75092645930554
"T0740",0.068739055,0.082932194,0.191651076,0.150766185,0.104845409,0.26088103,0.07133556,0.047999044,0.199876555,0.052326575,0.204194467,0.166066383,0.475959025696494,0.0602983056435551,1.77729621437351
"T0748",0.184554868,0.084975088,0.179804702,0.148280782,0.122777314,0.243663524,0.073575207,0.059839988,0.175017129,0.061255973,0.193092738,0.115984804,0.250038188041735,0.674369582450805,2.17930835432939
"T0741",0.247067288,0.078214306,0.089683735,0.118332087,0.139097933,0.243883265,0.144943363,0.374508113,0.104739913,0.059546275,0.189940855,0.101484754,0.489035706874038,0.0274868679513094,1.75581565213281
"T0834",0.308376019,0.082022585,0.188157088,0.188720788,0.245074758,0.257290114,0.157219327,0.415909322,0.444798064,0.05483252,0.184647239,0.263554079,0.38393511585784,0.295161865619478,1.93105361340785
"T0840",0.226223763,0.09473928,0.128089797,0.206784765,0.126387556,0.244598938,0.170605951,0.43780204,0.308715124,0.060710158,0.203135484,0.073829857,0.485851373392359,0.0354727854416962,1.76104376799016
"T0841",0.238817298,0.088892349,0.156038479,0.146602146,0.141086205,0.235137978,0.165601745,0.417344267,0.400681396,0.048031331,0.199117828,0.158482822,0.490200565555064,0.0245660101169568,1.7539034631853
"T0835",0.234793894,0.101772431,0.271808277,0.180230508,0.181675823,0.229923341,0.141733935,0.370265119,0.267259008,0.081822076,0.166351618,0.172834987,0.154209109967953,1.01854669875703,2.40462972055499
"T0837",0.243889338,0.102440109,0.281068989,0.229918041,0.273312501,0.221850498,0.148619623,0.330027574,0.343162598,0.074569905,0.171892703,0.22017497,0.117991839913633,1.18508540809015,2.5136571013382
"T0758",0.292457327,0.074636164,0.196740362,0.195954854,0.186168928,0.251889435,0.146391628,0.257274599,0.195607579,0.045878662,0.184023213,0.219350967,0.122970828395893,1.16026321398042,2.49740683243728
"T0759",0.296912234,0.073765451,0.187795777,0.179724463,0.173058782,0.255205903,0.138523169,0.311355932,0.268801117,0.044408993,0.178798465,0.244292901,0.219806990969876,0.772845229790325,2.24377710122524
"T0833",0.37395202,0.049810067,0.211990608,0.254820274,0.233600062,0.320249935,0.167146424,0.397044547,0.408146633,0.01876351,0.222024562,0.211943108,0.427228862070551,0.183433714688471,1.85790889105148
"T0838",0.33181231,0.062945422,0.197601778,0.186910224,0.183436429,0.255555146,0.12295308,0.439414604,0.229747745,0.041503066,0.163684328,0.233185603,0.469988830864129,0.0752979384225845,1.78711597748538
"T0843",0.318628356,0.070023972,0.197490272,0.210621864,0.212169548,0.262882572,0.136173189,0.337912034,0.374788788,0.046471805,0.183639063,0.244874926,0.306837436565833,0.504834797403919,2.06831954194263
"T0760",0.29114983,0.077541473,0.197579745,0.190385042,0.193206635,0.251671884,0.144046153,0.191252096,0.205508681,0.048142645,0.182148012,0.200919081,0.0969654553910917,1.29903793520584,2.58825804915869
"T0761",0.300109866,0.075380398,0.196950149,0.188683977,0.190390902,0.262326849,0.151652001,0.236233516,0.240585299,0.042293641,0.189371259,0.236859505,0.132306979915918,1.11555197275265,2.46813586269006
"T0754",0.289285952,0.075459599,0.20235848,0.230844112,0.20045986,0.234340946,0.129158076,0.298084196,0.142045173,0.058898252,0.16424393,0.227778584,0.179385830771231,0.917708184707168,2.33861408303173
"T0755",0.299582738,0.073433447,0.192046504,0.217024409,0.195394195,0.2458215,0.138741408,0.344164712,0.220315618,0.046964026,0.174834509,0.223283654,0.218967826130661,0.775683893317982,2.24563548028069
"T0756",0.297332826,0.07352977,0.197229169,0.242380272,0.204409135,0.232283718,0.128131116,0.328401095,0.213437496,0.051261478,0.162062847,0.217631956,0.205559221136172,0.821927005115263,2.27590931498682
"T0757",0.295704146,0.078428248,0.214076582,0.253674643,0.238112108,0.241701806,0.128707157,0.310839724,0.171225568,0.051678386,0.164692128,0.251403376,0.191429156535694,0.872641866685376,2.30911065626005
"T0822",0.323408905,0.076767604,0.20728718,0.230804589,0.249487519,0.275745203,0.110947565,0.48674152,0.243459473,0.054132683,0.179367707,0.252409228,0.43136579497019,0.172898017565828,1.85101151886332
"T0806",0.331132871,0.06815166,0.169451324,0.216891627,0.202034218,0.303840286,0.157780448,0.371123379,0.163350766,0.037761214,0.209856456,0.188573457,0.34297680113275,0.404352394014493,2.00253703828195
"T0817",0.283444509,0.079500812,0.212924402,0.217325495,0.241035479,0.194487876,0.137488814,0.491024533,0.245231064,0.043677298,0.201152574,0.211149089,0.448132412155835,0.13038121963573,1.82317717850983
"T0818",0.233142866,0.05982726,0.217344694,0.154581235,0.223761505,0.083800795,0.089473519,0.393140958,0.252537432,0.147641463,0.150602774,0.160927943,0.422115703573372,0.19648393303496,1.86645243705748
"T0830",0.169494786,0.099338545,0.140924558,0.20891127,0.259779927,0.252499895,0.207803342,0.47237377,0.2613824,0.034411118,0.241495487,0.234810225,0.331796582167878,0.434957654656775,2.02257328942967
"T0819",0.16317713,0.097791563,0.197363548,0.16176392,0.156490534,0.237475326,0.182047911,0.447489476,0.134716421,0.071000043,0.219277703,0.352358287,0.446516793588498,0.1344666421857,1.82585176943107
"T0805",0.333124631,0.070704672,0.237289685,0.145228076,0.186496031,0.288569231,0.115651409,0.346798601,0.21806443,0.053355467,0.175984909,0.175314309,0.371187708293647,0.328709310122752,1.95301601494686
"T0828",0.27238989,0.082335385,0.263829985,0.223753214,0.214827416,0.176081116,0.098907618,0.430022181,0.23364124,0.044248653,0.200392287,0.205693879,0.401857011302675,0.248543364207077,1.90053402354562
"T0798",0.313828385,0.078206184,0.224094478,0.215653321,0.213549302,0.273785254,0.133873529,0.363911573,0.286943701,0.05025733,0.190811781,0.214359914,0.24235413085335,0.698750030392271,2.19526942663518
"T0799",0.334109867,0.069589478,0.195298904,0.205779814,0.223714356,0.272712638,0.147825498,0.393594488,0.228922814,0.044963316,0.197061059,0.226614813,0.299141360443824,0.526871652032337,2.0827463412763
"T0800",0.303343625,0.095658153,0.25503211,0.21476573,0.214404791,0.266952456,0.165360006,0.330468242,0.260037147,0.059678419,0.205750222,0.213535296,0.095452908798231,1.30790416227017,2.59406247455699
"T5127",0.101393887,0.091906738,0.06431479,0.074196745,0.171226913,0.157384114,0.219726132,0.226244248,0.305097447,0.063098661,0.142481649,0.266739278,0.318779871089801,0.471113420016126,2.04624327230108
"T5129",0.092766116,0.115361927,0.062705077,0.080307297,0.10443363,0.125859233,0.158606297,0.142925169,0.229871309,0.060350296,0.130745042,0.266739278,0.238330816269519,0.71168213545421,2.20373564778318
"T5133",0.05998968,0.101729065,0.06223089,0.077003558,0.16043875,0.112361712,0.220613616,0.130855248,0.307351075,0.064841745,0.121828293,0.266739278,0.476173775878529,0.0597590360203252,1.77694317240032
"T5135",0.11601494,0.135373419,0.090821088,0.169031896,0.174702353,0.129244473,0.069350827,0.065746549,0.301085584,0.094740311,0.071185791,0.266739278,0.436551387708935,0.15971856559985,1.84238336788411
"T5137",0.08269232,0.108740539,0.102609604,0.071670951,0.118776163,0.167594175,0.235575235,0.244049111,0.291686527,0.094055745,0.075395862,0.266739278,0.406196568696168,0.237339865339629,1.89319946365851
"T2492",0.275457025,0.09699017,0.538219239,0.151883435,0.414291147,0.246991027,0.296830706,0.441575799,0.408576179,0.064512534,0.156138199,0.280652175,0.352198214497292,0.379392486730809,1.98619661312416
"T0054",0.554736413,0.08933119,0.208579025,0.111834265,0.267245408,0.276842673,0.278503585,0.234396924,0.277281211,0.065867189,0.156213599,0.266739278,0.496771364622512,0.00809307707140502,1.74311917915328
"T0055",0.547678407,0.084267218,0.21086918,0.106575402,0.28022305,0.284401875,0.278258751,0.257546897,0.28546372,0.062619238,0.187550256,0.266739278,0.465594816029238,0.0863481891916826,1.79435021091482
"T1864",0.17884276,0.096251668,0.293862271,0.11036943,0.099691687,0.112097645,0.108519393,0.143609465,0.212057336,0.089918221,0.26742747,0.266739278,0.21052236053217,0.804610084217913,2.26457250004314
"T1868",0.20261795,0.082774915,0.274779633,0.091247404,0.112535319,0.114145899,0.084914251,0.155130004,0.231830815,0.090325907,0.343830698,0.266739278,0.442978227106469,0.143422576007607,1.83171492287437
"T1866",0.206228613,0.095540806,0.175911007,0.105624499,0.171134441,0.146890925,0.12346087,0.181877041,0.253494457,0.098412643,0.229809655,0.266739278,0.0628575365607156,1.53121982327919,2.74025984635831
"T1870",0.187967999,0.126373915,0.25747877,0.1088127,0.166471388,0.126049673,0.127534329,0.164824533,0.269230371,0.097831736,0.198277356,0.266739278,0.0472323728911799,1.67230220140127,2.83262180966948
"T0004",0.296634795,0.072278083,0.114722763,0.11077883,0.395157832,0.391427865,0.164214753,0.317472127,0.338587548,0.028167036,0.275701716,0.192286665,0.444076203964316,0.140642454227183,1.82989486916319
"T1863",0.214684007,0.084880983,0.362496219,0.105620381,0.114486638,0.094710732,0.132102508,0.170585308,0.233871622,0.072525598,0.384626746,0.266739278,0.479531628654553,0.0513291287455454,1.77142439112661
"T0007",0.079600727,0.071367216,0.16217622,0.106955504,0.34093813,0.141254111,0.28089186,0.329725926,0.334453163,0.047919671,0.219748377,0.210881471,0.499431832388989,0.00142418547993541,1.73875327656008
"T1865",0.180890622,0.296520656,0.324893934,0.078504616,0.219246574,0.187571319,0.093587522,0.152685113,0.339484684,0.089730515,0.16750491,0.266739278,0.246045938445049,0.686985482468748,2.18756756650107
"T1869",0.177260852,0.07544441,0.377688935,0.067868045,0.230914375,0.187972885,0.082519531,0.145457653,0.378762361,0.086534609,0.145421956,0.266739278,0.494408005734389,0.0140175099756841,1.7469977092846
"T2817",0.168193171,0.050570594,0.445628085,0.076173051,0.214726959,0.102516828,0.38834284,0.330730754,0.073265756,0.279947419,0.311832318,0.25856606,0.499753401954547,0.000618129672563869,1.73822557850241
"T0497",0.20285694,0.055710255,0.055515281,0.126768573,0.315811425,0.162553321,0.234977176,0.053492889,0.359160107,0.331886045,0.260596488,0.266739278,0.32370853097992,0.457353387820642,2.03723503466208
"T0498",0.183879571,0.087751628,0.181485624,0.128163328,0.461625946,0.234585431,0.343602881,0.273372566,0.353520523,0.276911447,0.230557462,0.266739278,0.138765055712767,1.08588446351252,2.44871352634696
"T0499",0.213984605,0.059719695,0.064286688,0.113093033,0.353461252,0.051041459,0.229632189,0.051721761,0.347755364,0.290054177,0.308704435,0.266739278,0.494689084500985,0.0133128841903668,1.74653641410516
"T0707",0.251054307,0.06638089,0.248826382,0.086969317,0.25433278,0.201252193,0.341220907,0.200767095,0.271108072,0.057070393,0.222479798,0.266739278,0.255170941950391,0.658305438735152,2.16879169114126
"T0709",0.141442475,0.106007806,0.234798595,0.112866532,0.16242061,0.14051384,0.236316336,0.133406842,0.24043903,0.071580078,0.260305165,0.266739278,0.127694275738244,1.13735825361768,2.48241171301253
"T0711",0.266553007,0.116329126,0.196851914,0.126530361,0.225548786,0.239941253,0.221706557,0.215345544,0.214570321,0.088267172,0.12246856,0.266739278,0.0322989947838806,1.84803009315209,2.94766504403144
"T1075",0.154849511,0.103150361,0.32325942,0.132045217,0.157487416,0.123494119,0.333814705,0.184311247,0.276428807,0.350438391,0.136360596,0.266739278,0.206953570385263,0.817037250322644,2.27270815436869
"T1077",0.090803987,0.105795345,0.322290326,0.136461899,0.139112155,0.125076112,0.271971701,0.180330326,0.218716142,0.132782839,0.122847206,0.266739278,0.0987511061996023,1.28870054659099,2.58149050298682
"T1079",0.070725977,0.102561058,0.31785292,0.131422099,0.182839002,0.130829097,0.326241895,0.255822778,0.271383618,0.191537523,0.140981185,0.266739278,0.192518217544346,0.86865395203762,2.30649990053501
"T1918",0.233890546,0.080952891,0.511776685,0.105715215,0.270106208,0.205141282,0.124200851,0.275221044,0.271325206,0.055488106,0.203344177,0.230953651,0.192003243272061,0.870537955086008,2.30773329497271
"T1919",0.233263651,0.062099932,0.500173878,0.093763985,0.191117694,0.210792925,0.120536649,0.21958344,0.284925594,0.04567323,0.173866009,0.1803123,0.246439402913719,0.685737260613367,2.18675039696689
"T2326",0.058867259,0.065753579,0.345680312,0.320454928,0.329185119,0.349055949,0.134178903,0.338194337,0.356899466,0.05382113,0.348133446,0.266739278,0.448767731389756,0.128775284502032,1.82212582593219
"T2327",0.072278795,0.060323735,0.340221868,0.320071429,0.330745082,0.34218828,0.132089311,0.342969524,0.348354209,0.051905152,0.344308185,0.266739278,0.437502904703205,0.157303312953275,1.84080218191815
"T2328",0.061691448,0.066914942,0.337444144,0.296879437,0.32401058,0.346996297,0.136874419,0.352269394,0.352502923,0.054836173,0.343188714,0.266739278,0.436404418359342,0.160091703263773,1.8426276487623
"T2329",0.302862647,0.090115746,0.296301079,0.267307689,0.330467552,0.260932127,0.118245504,0.279534143,0.100081477,0.403505482,0.081013142,0.266739278,0.3154859808718,0.480359254495794,2.05229621410969
"T2330",0.279679838,0.103349266,0.294361558,0.308008208,0.240210734,0.256032227,0.14425422,0.279927874,0.221282625,0.052139977,0.114163776,0.266739278,0.166007760166408,0.970062137422052,2.37288848302563
"T2331",0.294744102,0.082409511,0.319393854,0.290029004,0.31282191,0.260424886,0.102438862,0.274627099,0.145552688,0.077873608,0.075031935,0.266739278,0.354979696172773,0.371910627322065,1.98129848740919
"T2335",0.104620943,0.071004928,0.0870978,0.31388795,0.262105456,0.165884069,0.114917021,0.265085925,0.334714241,0.067107007,0.152968152,0.266739278,0.369968445148362,0.331936921323525,1.95512902517022
"T2336",0.090333877,0.063901146,0.10157544,0.315837803,0.255797489,0.152890668,0.106532894,0.29357364,0.347610755,0.063478921,0.146239927,0.266739278,0.466518189544607,0.084025221158196,1.79282944063055
"T2648",0.108227074,0.081087605,0.092956009,0.125182391,0.242882321,0.20477861,0.269667265,0.213656631,0.314804657,0.054834335,0.12363173,0.051037077,0.464364374882368,0.0894443861456327,1.79637718858043
"T4072",0.340727248,0.151206961,0.355701661,0.15337273,0.328715369,0.217420497,0.3315178,0.35742928,0.117564926,0.073116355,0.072028991,0.266739278,0.358525976808557,0.362401587156854,1.97507323355003
"T4074",0.340727248,0.151206961,0.355701661,0.15337273,0.328715369,0.217420497,0.3315178,0.35742928,0.117564926,0.073116355,0.072028991,0.266739278,0.358525976808557,0.362401587156854,1.97507323355003
"T5142",0.144395745,0.147574237,0.162752363,0.134686516,0.206040155,0.155325835,0.056644155,0.192039162,0.224483559,0.115768042,0.054404901,0.145230601,0.0824038235762953,1.38908255728289,2.6472072828713
"T5144",0.140483777,0.141818253,0.202795312,0.143910951,0.237197448,0.146191726,0.058129697,0.158441993,0.201270775,0.182310979,0.057865104,0.141127826,0.0621784847174692,1.53674009049198,2.74387378258877
"T5146",0.133565739,0.136726452,0.167689797,0.140072952,0.23201861,0.145507678,0.060022655,0.186226017,0.22637251,0.129948221,0.055755168,0.135189929,0.105388144603506,1.25143369816595,2.55709313080772
"T5148",0.135439528,0.137952222,0.181587015,0.146707839,0.241398077,0.144558929,0.054672976,0.16860261,0.218227862,0.151016684,0.057539317,0.136567874,0.0967217515173416,1.30045957425361,2.58918874918884
"T5150",0.138604519,0.140956291,0.189781083,0.139757292,0.2174207,0.147605623,0.059859029,0.175811292,0.211767632,0.136216771,0.054330491,0.140313478,0.0566652582224339,1.58339915072248,2.77441992496677
"T5152",0.144395745,0.147574237,0.162752363,0.134686516,0.206040155,0.155325835,0.056644155,0.192039162,0.224483559,0.115768042,0.054404901,0.145230601,0.0824038235762953,1.38908255728289,2.6472072828713
"T5716",0.24354462,0.106247466,0.159718469,0.124208813,0.118038839,0.105660588,0.10583079,0.136962252,0.180575335,0.130798789,0.173772666,0.045343898,0.0925826136988534,1.32501786088958,2.60526624660169
"T5719",0.151439294,0.116208646,0.108801074,0.156309326,0.143757814,0.136958477,0.16675535,0.166345513,0.185213042,0.107867304,0.124908728,0.243933682,0.000151693069878925,3.61239143322059,4.10273401528214
"T5720",0.243746463,0.10395537,0.104901316,0.14346489,0.135483021,0.126710706,0.16058005,0.102855778,0.190210041,0.103504258,0.118527462,0.23919994,0.0339395231867109,1.82580893894258,2.93311758986211
"T5721",0.123699997,0.119745763,0.111030747,0.130552628,0.110973219,0.129655962,0.365643664,0.179092483,0.152901049,0.111978782,0.119443849,0.134731358,0.300650870549824,0.522529458667752,2.07990365100152
"T5722",0.086809297,0.090759036,0.094337005,0.120675607,0.077961632,0.121512242,0.298991787,0.183481242,0.157227274,0.096285776,0.164146263,0.193730489,0.230032432861178,0.738740042710002,2.2214495640816
"T5724",0.232701264,0.100942016,0.148190155,0.116274437,0.11505446,0.104884636,0.183333432,0.147415272,0.103023602,0.107284307,0.119895943,0.389772514,0.470895996555659,0.0730177495534864,1.78562321330411
"T5732",0.103062487,0.102533079,0.143345153,0.14295347,0.112733158,0.105741113,0.178421409,0.170909105,0.236150138,0.110988772,0.104339491,0.153160368,0.0125576447138797,2.23962482871349,3.20402915612117
"T5734",0.072172078,0.080076031,0.084601687,0.125053675,0.0815078,0.11084617,0.173722134,0.209652039,0.226041045,0.082265538,0.279637877,0.294947853,0.405756218097394,0.23847534428944,1.89394282414406
"T5736",0.102067156,0.103219783,0.098888944,0.142453727,0.140514993,0.119852443,0.18093398,0.106453686,0.211062865,0.100228515,0.10387538,0.306538837,0.198519418180767,0.846921574279589,2.29227243213059
"T5740",0.203552275,0.081282433,0.103302916,0.107463805,0.093821126,0.085827923,0.124081988,0.089155525,0.158025406,0.09061069,0.084576076,0.328521017,0.497659816111291,0.00586600474464947,1.74166118861418
"T5742",0.120336932,0.082219403,0.119676665,0.116292149,0.108912639,0.102227079,0.110623784,0.129811269,0.115672827,0.074563737,0.222643387,0.216389531,0.0863163583314003,1.36379302339927,2.63065106208875
"T5744",0.150330508,0.105899745,0.130914446,0.106926333,0.130819059,0.127887321,0.170170551,0.163085599,0.152182292,0.108508428,0.118029531,0.235063228,0.00117109800251035,3.04301635837184,3.72998299936167
"T5746",0.090032427,0.087806405,0.186963841,0.240736503,0.102586848,0.099066651,0.142186353,0.17074656,0.122583585,0.114596242,0.246157654,0.211196184,0.13273810090696,1.11354087875113,2.46681926601189
"T5748",0.190154444,0.100861234,0.100591814,0.143044456,0.128604634,0.128381429,0.171551944,0.167214304,0.154702392,0.096335471,0.120391449,0.295382286,0.0533701670897691,1.61301921079872,2.79381119791277
"T5750",0.094576321,0.091283551,0.093639814,0.111058488,0.106368208,0.096758667,0.096165566,0.101118152,0.191954787,0.092238147,0.093236769,0.241921572,0.153349944745129,1.02217117814199,2.40700254724272
"T5752",0.305917986,0.196171277,0.092013111,0.131461858,0.12311197,0.092832336,0.091705,0.088090494,0.138555916,0.090550351,0.095786071,0.123308489,0.312695830842946,0.488223329351229,2.05744456362677
"T5756",0.118255304,0.115826366,0.127303566,0.135018107,0.119353551,0.131744371,0.161373764,0.187277681,0.185985372,0.123848007,0.117307996,0.259276609,0.00689865293611057,2.46249769761569,3.34993664658599
"T5758",0.139934549,0.154369543,0.124418193,0.124429128,0.088646206,0.10938735,0.123188428,0.161949179,0.265554592,0.098482807,0.101905676,0.158706145,0.0477416596853081,1.66715635166135,2.82925299216577
