"","ykgM","znuA","znuB","znuC","zur","pval","z","inv_cof_var"
"T0248",0.072356128,0.073932426,0.077044911,0.076228323,0.013526167,0.286144850898621,0.564682555262819,34.9530695476238
"T0598",0.060012299,0.061178928,0.052210424,0.063745888,0.041368551,0.487159112059148,0.0321928926104314,11.9319814082404
"T0599",0.063114235,0.06415829,0.052102213,0.062777489,0.103167138,0.49846895016544,0.00383778222599783,10.7061069149958
"T0600",0.057215528,0.057745483,0.0537342,0.06100405,0.055594433,0.419780614132397,0.202454752392229,19.2929004189271
"T0583",0.061776759,0.062859473,0.056434429,0.063164781,0.068119633,0.41839873584311,0.205991601465983,19.4458087662122
"T0584",0.06517862,0.067630425,0.063238801,0.068050769,0.061291666,0.331579763963421,0.435555135274829,29.3705128798613
"T0585",0.068693082,0.0704427,0.066744287,0.069825041,0.064381649,0.23048450597695,0.737252171544111,42.4137596327656
"T0586",0.051020424,0.051072414,0.051470395,0.051559556,0.058991601,2.16953870929341e-05,4.08864101496141,187.304117821787
"T0587",0.08688094,0.087992832,0.084889966,0.089435545,0.09436051,0.209093660392767,0.809570061302991,45.5402738751279
"T0588",0.085878502,0.086684027,0.086351644,0.087067793,0.091721103,9.97727547379527e-05,3.71959117124908,171.349011881124
"T0592",0.056033417,0.057172539,0.049915272,0.059545566,0.090642815,0.472117351596498,0.0699484334428699,13.5642640499807
"T0593",0.05234495,0.053793833,0.048749263,0.056296157,0.087213111,0.44294757242686,0.143500210704237,16.7441228639679
"T0594",0.051553522,0.052731646,0.047256284,0.055187625,0.080553033,0.453561846769548,0.116667313314706,15.5840580980859
"T0595",0.058519573,0.060030687,0.054226155,0.06500589,0.096004886,0.473961290038719,0.0653157780807401,13.3639807864902
"T0596",0.066273738,0.068059159,0.064914282,0.071281685,0.100651344,0.372785474927932,0.324484903388202,24.5686213554562
"T0597",0.059757949,0.061279698,0.058029134,0.066312299,0.100863128,0.438850939886948,0.153883137856845,17.1930072234019
"T0573",0.059230592,0.060529737,0.055181909,0.058457266,0.049662119,0.363716941269699,0.348541060822121,25.6086395181049
"T0574",0.049624156,0.05324549,0.05524325,0.04456763,0.074269661,0.497485315411371,0.0063034212338198,10.8127037128308
"T0578",0.073976135,0.078720023,0.084109288,0.074941833,0.067993493,0.440999266475851,0.148436200094607,16.95752014617
"T0579",0.074197789,0.077264252,0.078227446,0.074718186,0.08843065,0.255001076148304,0.658834341399547,39.0235270966728
"T1946",0.056300853,0.057672685,0.063531558,0.058851147,0.163510254,0.424059257376699,0.191519614570037,18.8201423744478
"T1947",0.061595247,0.06282044,0.067946549,0.066091951,0.163510254,0.394494690118851,0.267623188196665,22.1103228212452
"T1948",0.054085295,0.055141464,0.059227544,0.056105693,0.163510254,0.366262251774719,0.34176931509006,25.3158771110776
"T0113",0.047014176,0.048002149,0.051449458,0.049439481,0.163510254,0.365292863508763,0.344346488135114,25.4272958521009
"T0114",0.082532418,0.087878564,0.096994092,0.090900404,0.163510254,0.460369304485962,0.0995033742015167,14.8420107254185
"T0115",0.068813981,0.06447163,0.070138905,0.072325701,0.163510254,0.406004033721071,0.237836294312088,20.8225481326257
"T0116",0.053526609,0.058472415,0.064172417,0.060960239,0.163510254,0.475473290344177,0.061518124237668,13.1997970849537
"T0117",0.056639156,0.057227792,0.059869901,0.05808086,0.163510254,0.239278399080023,0.708625676429902,41.1761523825831
"T0100",0.043724703,0.043417076,0.048898066,0.044828651,0.166004326,0.432515195122086,0.169974246476949,17.888672990806
"T0101",0.067372852,0.070067538,0.078408124,0.069359089,0.164131091,0.462293669831744,0.0946569168122124,14.6324841739223
"T0118",0.065727866,0.066168582,0.065121424,0.070227363,0.163510254,0.33613390628558,0.423037621468562,28.8293440857393
