"","folE","metA","metC","metF","metJ","yeiB","pval","z","inv_cof_var"
"T5576",0.189419981,0.17167638,0.069364136,0.113893779,0.164836387,0.185749205,0.216729389690071,0.783286686787467,2.78091360325504
"T5578",0.136639134,0.138365055,0.104915925,0.10150919,0.204834362,0.147530308,0.000102352434602142,3.71313839837076,5.97358635331053
"T8388",0.33429108,0.325186466,0.383003077,0.322534357,0.047527525,0.057728712,0.400012046512332,0.253315922347488,2.20340204822851
"T8389",0.311557046,0.307458513,0.301112776,0.304544088,0.044590149,0.064113879,0.339055452554339,0.415042344384252,2.3796360666805
"T8395",0.523161283,0.604969656,0.355856017,0.549748549,0.102686185,0.095383992,0.451766629376882,0.121199198738608,2.05943385296967
"T8396",0.535110792,0.561914333,0.284763981,0.54793572,0.080729263,0.104002133,0.476893751290328,0.0579511966513358,1.99051221711993
"T8397",0.31194368,0.307562666,0.196662173,0.387123883,0.043551525,0.169824976,0.149079463574477,1.0403896093816,3.06107982862429
"T8398",0.516230912,0.530871168,0.320010471,0.522885643,0.055723433,0.095713414,0.441345196995725,0.147559532237867,2.08815882840536
"T8498",0.532632,0.587441182,0.426224204,0.555564184,0.107290548,0.096899804,0.405492277423177,0.239156083568726,2.18797200743996
"T8499",0.434156876,0.526667982,0.48665122,0.467017885,0.143162764,0.106156787,0.339411725026026,0.41406917065929,2.37857559484144
"T8500",0.359937828,0.410769897,0.413452125,0.381926143,0.054511544,0.061393858,0.408132572228189,0.232351333958771,2.18055684080721
"T8213",0.39958093,0.192238936,0.401503123,0.371545135,0.402048902,0.072198577,0.496409286110247,0.0090007064893023,1.93717064511329
"T8219",0.300834788,0.254146084,0.361254508,0.219455957,0.290344183,0.043004595,0.487294143835951,0.0318542445403052,1.96207424958219
"T8403",0.459403023,0.499985837,0.4942357,0.468641359,0.064910363,0.08170577,0.388222355132059,0.283955203878022,2.23678981281642
"T8406",0.330826633,0.321536052,0.367036294,0.318930193,0.044164466,0.061075875,0.379961454621762,0.305582023596409,2.26035665673288
"T5535",0.218754795,0.170803789,0.073141638,0.097612315,0.286472478,0.233091662,0.392269163779449,0.273409660540405,2.22529828622638
"T5543",0.213004597,0.159197876,0.072755961,0.093666169,0.089567864,0.162242249,0.308600999479769,0.499819755341612,2.47201839740178
"T5537",0.174556244,0.090541817,0.11682736,0.082904576,0.09007273,0.116180354,0.115725291300272,1.19663056254687,3.23133630667105
"T5539",0.195179427,0.121956035,0.08273794,0.089289473,0.094024659,0.12921019,0.221139030808502,0.768352046221515,2.76463925743123
"T5541",0.110420056,0.097229803,0.104300233,0.092188328,0.183101999,0.136827749,4.3393741930825e-05,3.92483977381406,6.20427830603118
