"","exbB","exbD","fepC","fepD","fepG","fhuA","fhuB","fhuC","fhuD","fhuE","fur","gpmA","metJ","nohA","tfaQ","ydfN","ygaC","yhhY","pval","z","inv_cof_var"
"T6117",0.056430922,0.065015517,0.067085558,0.066706375,0.058174773,0.057090136,0.120782223,0.062669295,0.059403431,0.065314937,0.216161363,0.070764118,0.076530242,0.115497778,0.091964306,0.093548827,0.073108351,0.054063022,2.34468675514305e-05,4.07059240629019,3.66768962769484
"T6113",0.053578143,0.063660036,0.066709418,0.065471669,0.055281419,0.054369217,0.127699074,0.061166086,0.057027658,0.064259068,0.288139029,0.076585476,0.081338281,0.122335033,0.095903831,0.097670336,0.071638315,0.050516326,0.000697401341144551,3.1957244102269,3.17206110821266
"T6119",0.054674409,0.062608812,0.066364498,0.064794174,0.055613192,0.05488839,0.126241554,0.060699992,0.057020247,0.063742091,0.266569993,0.071844507,0.076604819,0.120727301,0.094715712,0.096826786,0.071236872,0.052352081,0.000465469550419785,3.31060682817183,3.23714407270192
"T6110",0.051662355,0.054009889,0.068003141,0.067681766,0.057957328,0.056227682,0.126222306,0.062831652,0.058687619,0.066038737,0.07799494,0.083544896,0.080305006,0.120766104,0.093945015,0.095859143,0.061297701,0.051940834,0.000584773359313477,3.24620479750563,3.20065915925856
"T6121",0.053816544,0.063350257,0.066636053,0.064662041,0.056429699,0.054317807,0.126917261,0.060972603,0.056707347,0.0643633,0.273504937,0.076400863,0.082138578,0.121488121,0.095986664,0.097800463,0.072344465,0.050367016,0.000592687494368741,3.24237604888364,3.19849010401877
"T6115",0.05382935,0.062870874,0.067191422,0.065046883,0.055723072,0.0547214,0.126522513,0.061158341,0.057374456,0.064241805,0.244432337,0.075049966,0.08218323,0.121099341,0.094800339,0.096976346,0.071413402,0.051495078,0.000469542397222073,3.30816793231569,3.23576239415408
"T6112",0.051933996,0.054435653,0.065684777,0.065163809,0.055627381,0.054804235,0.126530592,0.060870875,0.057260688,0.064020561,0.079089143,0.083076866,0.077486923,0.120709479,0.091863888,0.093507204,0.061426298,0.051317864,0.000924064903325364,3.11361099476834,3.12554237542499
"T6123",0.054046073,0.062984391,0.066596,0.065834793,0.055060445,0.054297768,0.127146429,0.061067656,0.057056023,0.064172472,0.220825832,0.076005602,0.077568076,0.121411396,0.095075842,0.097224508,0.072463133,0.050749332,0.000578945403047446,3.24905501816595,3.2022738607363
"T6130",0.055378265,0.055458812,0.0619689,0.061394609,0.059296934,0.0577822,0.122030141,0.060060701,0.0588279,0.060883029,0.067439201,0.055380718,0.222396295,0.115101317,0.078172955,0.080889955,0.061533028,0.056593276,0.200472096502277,0.839936139978967,1.83746450866804
"T6140",0.060917399,0.061978425,0.063385434,0.062539197,0.059792361,0.059792624,0.125846461,0.061551464,0.060047824,0.062330133,0.061104084,0.062665428,0.072248265,0.118930926,0.082813931,0.085288495,0.065222132,0.059704458,7.01039345806322e-05,3.80780128022512,3.5188137088925
"T6145",0.054579656,0.058206869,0.061081754,0.058963547,0.054370237,0.053920461,0.131124765,0.057196737,0.055282089,0.059215301,0.072667261,0.057864559,0.211676419,0.123900809,0.083021403,0.086106954,0.06660009,0.053218911,0.188185585536514,0.884602290139944,1.86276868938429
"T6167",0.060729849,0.065292388,0.058895742,0.057555235,0.055309381,0.055327224,0.122349623,0.056816033,0.055538995,0.05770038,0.189272212,0.069496509,0.182087913,0.116012298,0.079678404,0.08258115,0.065892696,0.056618863,0.0598761561384937,1.55581406636192,2.24302228238901
"T6126",0.056877217,0.06109137,0.060638368,0.060272309,0.057556758,0.057367407,0.121688118,0.058947225,0.057921035,0.059695933,0.065744923,0.056802947,0.243857824,0.114726951,0.077454472,0.080190462,0.0646164,0.056939514,0.280487172584097,0.581394883292883,1.69099621761957
"T6141",0.054665968,0.063282901,0.061324865,0.05936085,0.054365108,0.053828409,0.128496372,0.058249865,0.055266024,0.059447946,0.075873874,0.05489199,0.215894462,0.121995813,0.084581824,0.087520477,0.070660563,0.052951277,0.189917244178722,0.878201296869364,1.85914241109752
"T6158",0.059777982,0.059535483,0.062253838,0.061400582,0.058881723,0.05883987,0.124759104,0.060815315,0.059262041,0.061363287,0.063351483,0.060661248,0.073354609,0.118573306,0.081903796,0.084914575,0.061321338,0.058646305,0.000138017346558533,3.63681064773591,3.42194442757544
"T6165",0.059461933,0.062398361,0.060092585,0.059239278,0.056234802,0.05623658,0.124575505,0.058228682,0.056587322,0.059273246,0.2050246,0.06111636,0.192832307,0.118630391,0.081095702,0.084111966,0.060307335,0.056624962,0.096928590613985,1.29925281621534,2.09767570080318
"T6132",0.057315435,0.058212215,0.06650605,0.065796548,0.060701377,0.059978189,0.124879712,0.063546771,0.061723499,0.064948479,0.070379127,0.05725415,0.233772665,0.119026719,0.084245518,0.086893119,0.063033928,0.058570289,0.199485265169296,0.843461247319015,1.83946154563798
"T6147",0.055231361,0.062795801,0.061135538,0.061039748,0.054944941,0.054787649,0.129072471,0.057442564,0.055758824,0.059125105,0.068105971,0.057434497,0.184136294,0.12226936,0.083166241,0.086367667,0.066167274,0.054058124,0.0864327765790596,1.36305380788453,2.13382011480025
"T6153",0.059863636,0.060426711,0.063539671,0.061863495,0.057355601,0.057329963,0.125187718,0.060512293,0.058179973,0.061839354,0.072570771,0.05696331,0.19603132,0.118857628,0.084798266,0.0872923,0.05991879,0.056894489,0.0961326126862399,1.30390719915063,2.10031249279203
"T6160",0.05883062,0.060118657,0.05858215,0.057777621,0.056424091,0.056425393,0.123621205,0.05739482,0.056392643,0.057863191,0.063513696,0.060804105,0.06914957,0.11605582,0.07753973,0.080273683,0.060423306,0.0568889,0.000281956151986369,3.44840284255453,3.31520800338216
"T6134",0.055368257,0.056642071,0.062932281,0.062321187,0.058660912,0.058179277,0.121621662,0.060912467,0.059388831,0.061742282,0.067697779,0.055573564,0.228531034,0.114975013,0.078838076,0.081515255,0.062279906,0.056855272,0.215354669547172,0.787978402362377,1.80802951197547
"T6149",0.056707498,0.06300197,0.061052489,0.059584681,0.0554379,0.0550605,0.126695848,0.057623867,0.055914224,0.059172799,0.073943458,0.060851714,0.231292172,0.120592446,0.083653564,0.086815004,0.070999788,0.054767475,0.22901838209227,0.742083470282468,1.7820292041109
"T6162",0.059227569,0.059320749,0.06003088,0.059539362,0.058236917,0.058241658,0.121429301,0.059105988,0.05835843,0.05950821,0.061853163,0.058867708,0.202784025,0.11442347,0.077307637,0.080039085,0.060617568,0.058377016,0.12143030553806,1.16786651928869,2.02324299081833
"T6169",0.06063448,0.064195592,0.060065639,0.058845541,0.056742507,0.056727532,0.122425366,0.058084349,0.056990542,0.059021481,0.192684175,0.063398171,0.201524219,0.115939439,0.079804381,0.082554741,0.063842771,0.057538745,0.1108255561046,1.22214945970511,2.05399525688909
"T6128",0.054691673,0.055743332,0.062332336,0.061933283,0.058487598,0.057496523,0.12245523,0.060123686,0.058561603,0.06110958,0.069951488,0.054686862,0.233993075,0.115741235,0.079424308,0.082141483,0.060217875,0.056237807,0.249079441680461,0.677389460899889,1.74537887945171
"T6138",0.059485154,0.059618267,0.063311519,0.062448754,0.060204192,0.060245504,0.125799913,0.062023059,0.060689877,0.062619589,0.062583595,0.059491427,0.19122094,0.118854889,0.08190081,0.084757951,0.060205527,0.05961184,0.0704848433134082,1.47218959413127,2.19564750865097
"T6143",0.054958832,0.06354124,0.059746205,0.058928504,0.053396416,0.053436996,0.128620322,0.056527965,0.05455985,0.058037521,0.167232314,0.05968821,0.204577647,0.121949609,0.082413895,0.085498816,0.067352362,0.052847609,0.157510147363247,1.00474366897376,1.93083095019152
"T6155",0.061193486,0.066957475,0.064132446,0.062468799,0.057795818,0.057625832,0.122461824,0.06097015,0.058712403,0.062491876,0.071030907,0.058059245,0.199354005,0.116772262,0.083078858,0.085513656,0.068533634,0.057851881,0.0832670713574448,1.38342645749561,2.14536158872558
"T6136",0.055349313,0.055207201,0.067185678,0.066091147,0.061200159,0.060764964,0.122039275,0.064546604,0.062413633,0.065787477,0.073096702,0.057782807,0.227806762,0.116298743,0.08278836,0.08528102,0.060417742,0.058599246,0.179638161627362,0.916744916428451,1.88097806765773
"T6151",0.056616296,0.06171514,0.061622224,0.059063885,0.056046359,0.055391376,0.128727754,0.058150445,0.056388385,0.059787563,0.191683648,0.065953238,0.215945549,0.122500019,0.084206354,0.087345648,0.068416801,0.054790917,0.169710153855859,0.955311274303421,1.90282660588453
"T6164",0.059875024,0.059811215,0.062607595,0.062120554,0.059375091,0.059356694,0.124601941,0.060959398,0.059936413,0.061879523,0.064784949,0.059653973,0.193271648,0.118271389,0.082645691,0.085368853,0.060686694,0.059144183,0.0779181804787027,1.41921494228247,2.16563641168085
"T6171",0.061084958,0.063740834,0.06092447,0.059746566,0.057497401,0.05750406,0.12274779,0.058865778,0.057800031,0.059761116,0.187840693,0.062338708,0.187589594,0.116025832,0.079849456,0.082439745,0.065439546,0.058201219,0.0648876374918993,1.51498866370534,2.21989395449613
"T6131",0.076375206,0.06388647,0.058085945,0.051936697,0.051779879,0.059586551,0.133175424,0.051533475,0.05503727,0.050558505,0.13444468,0.139381184,0.171835755,0.082553847,0.070501975,0.089209612,0.051089768,0.065572181,0.0826722913975049,1.38731876758096,2.14756665268225
"T6133",0.050346087,0.133645316,0.053497263,0.047776852,0.044454172,0.045500013,0.133175424,0.04457294,0.044844146,0.04545327,0.24938877,0.120788534,0.111232521,0.082553847,0.070501975,0.089209612,0.065008859,0.046952462,0.0741227257858744,1.44575671166052,2.18067280336563
"T6148",0.058951011,0.074263624,0.06575526,0.071351316,0.058335833,0.057724164,0.133175424,0.060425776,0.05820687,0.062653226,0.057449693,0.095592223,0.085891563,0.082553847,0.070501975,0.089209612,0.143109639,0.057442803,0.00160999341524044,2.94591710387707,3.03054075776079
"T6184",0.04800048,0.048631159,0.053292027,0.0525555,0.047918124,0.047720055,0.133175424,0.05059504,0.048171125,0.05226761,0.075217481,0.074325903,0.08297336,0.082553847,0.070501975,0.089209612,0.199513802,0.047266737,0.215647745864463,0.78697672418571,1.80746204319854
"T6190",0.05326004,0.046967555,0.052491793,0.064457499,0.04573819,0.044358401,0.133175424,0.047905424,0.044754584,0.049298106,0.06517286,0.044373442,0.116834392,0.082553847,0.070501975,0.089209612,0.044521286,0.046524771,0.0426897778714387,1.72029101571055,2.33620144457282
"T6192",0.054371756,0.048213707,0.054159554,0.070574917,0.050422229,0.046652903,0.133175424,0.050796456,0.047126531,0.051601388,0.060148852,0.04690392,0.108713534,0.082553847,0.070501975,0.089209612,0.046807254,0.048669014,0.0169213499134945,2.12194091742958,2.56374336750855
"T6194",0.054991635,0.047649077,0.054939547,0.065919817,0.049157015,0.046797533,0.133175424,0.050433482,0.047195251,0.05158231,0.074248738,0.046799509,0.104292597,0.082553847,0.070501975,0.089209612,0.049399127,0.049033162,0.0138832373718817,2.20057006485315,2.60828819953013
"T6196",0.053842743,0.044709597,0.053341489,0.052056827,0.049020198,0.044724735,0.133175424,0.04958275,0.045333621,0.050081562,0.058507482,0.046736568,0.10624064,0.082553847,0.070501975,0.089209612,0.051280849,0.04699271,0.0254542854238604,1.95224966035986,2.46761020583275
"T6203",0.071228476,0.127147313,0.049911489,0.068495969,0.050333722,0.054700505,0.133175424,0.049592673,0.051986742,0.049466855,0.081882251,0.131910657,0.21480752,0.082553847,0.070501975,0.089209612,0.083714879,0.062390122,0.163789743489776,0.979000996811376,1.91624726151074
"T6205",0.0696438,0.070848807,0.054188913,0.059499266,0.056757277,0.059191685,0.133175424,0.054873233,0.057411543,0.054879773,0.080715442,0.115735621,0.277152829,0.082553847,0.070501975,0.089209612,0.069317971,0.063102936,0.365021816982113,0.345067489115824,1.55711248085457
"T6207",0.0601917,0.057272688,0.056179559,0.06329528,0.053456828,0.053990903,0.133175424,0.054109525,0.053429251,0.054392542,0.137812232,0.099400933,0.08779232,0.082553847,0.070501975,0.089209612,0.054178039,0.055427318,0.00101152788162113,3.08682659153359,3.11036852727854
"T6216",0.073606119,0.08302712,0.050157904,0.070881357,0.049974157,0.056643737,0.133175424,0.050386137,0.053415212,0.050106691,0.053456031,0.134742016,0.16347545,0.082553847,0.070501975,0.089209612,0.089443302,0.064150359,0.0364662853746562,1.79325242543585,2.3775354008316
"T6220",0.054674054,0.125939642,0.059560103,0.098295071,0.051928237,0.050501599,0.133175424,0.054421094,0.051023403,0.055618081,0.092972851,0.095934453,0.069610219,0.082553847,0.070501975,0.089209612,0.050527999,0.050841727,0.00809582583575214,2.4045666881167,2.72385597069382
"T6177",0.06789461,0.072691194,0.061602357,0.061333553,0.060472135,0.060756378,0.115958858,0.060521633,0.060523736,0.060795226,0.060965138,0.071938838,0.313782763,0.109392237,0.075162055,0.077399873,0.069537049,0.064021062,0.46378304464143,0.090907501825799,1.41312625804267
"T6189",0.059039359,0.084110744,0.068503794,0.067769508,0.060534199,0.059733523,0.130320851,0.066756549,0.06184636,0.067115451,0.079765544,0.096510669,0.352668759,0.124218942,0.091115776,0.093682491,0.079068194,0.058805622,0.496896843774338,0.00777853757603644,1.36603219852444
"T6202",0.056860813,0.05423721,0.063564056,0.068868215,0.061211804,0.055289761,0.12369417,0.061548845,0.057157702,0.06169852,0.072388431,0.057531752,0.223474136,0.116547408,0.082466915,0.084840647,0.078344774,0.053687852,0.177043713220861,0.926690162930917,1.88661222940794
"T6173",0.056862179,0.064479245,0.066072631,0.065674534,0.058081249,0.057026519,0.131945908,0.062568147,0.05881049,0.064649292,0.070653681,0.066951394,0.242932983,0.126323045,0.090552051,0.093319178,0.056479729,0.055387388,0.241495832294185,0.701498990203674,1.75903736320928
"T6186",0.05487083,0.058249335,0.063137354,0.065730857,0.058805651,0.055396302,0.126163112,0.059200311,0.056712109,0.062044216,0.055194267,0.059952089,0.218552864,0.119772597,0.083568014,0.086297802,0.05666287,0.053690279,0.186954903746082,0.88917356502398,1.86535839916121
"T6198",0.057297447,0.054933304,0.063642841,0.069568444,0.058297412,0.05564382,0.122974672,0.062283222,0.057631749,0.061948755,0.070360159,0.060306185,0.203490273,0.116413137,0.083072287,0.085562472,0.075402068,0.054416515,0.104625751351021,1.25562626873766,2.07296047378176
"T6209",0.055259079,0.054562267,0.065097155,0.066666484,0.05697975,0.055155521,0.128093264,0.063823845,0.057743475,0.063393145,0.077942915,0.062807265,0.194683482,0.122216283,0.088110711,0.090852132,0.064903229,0.053222099,0.0938971530040041,1.31713222782262,2.10780471037263
"T6179",0.056009681,0.063581831,0.061306234,0.060159118,0.054659659,0.054483421,0.130283436,0.058382825,0.055484699,0.059879743,0.063454324,0.069826021,0.265561605,0.1238232,0.08534614,0.088226657,0.0578045,0.053856598,0.363335992332677,0.349555936440677,1.55965526732339
"T6191",0.060187665,0.231655463,0.068653582,0.068785085,0.060579923,0.059440065,0.130063195,0.066909673,0.061210773,0.066667155,0.076676762,0.103467822,0.082856477,0.123995056,0.091261418,0.093957422,0.198728421,0.058941876,0.17298034557791,0.942453140970902,1.8955422411397
"T6204",0.055109072,0.053326543,0.065194327,0.071532403,0.059717736,0.055733475,0.125172677,0.062482142,0.0581099,0.062957927,0.073635698,0.053186969,0.219537862,0.11828207,0.08416233,0.08647892,0.07229328,0.053187863,0.171169782976169,0.949552731840634,1.89956428758274
"T6215",0.05737501,0.057356384,0.065072131,0.067103624,0.058281502,0.056661503,0.128190085,0.064316421,0.058553032,0.063652784,0.076951314,0.063552094,0.190313741,0.12195012,0.087080041,0.089730631,0.06591429,0.055290719,0.0696303922156276,1.47854940170173,2.19925045449482
"T6181",0.055981725,0.063301676,0.062294786,0.062482855,0.055174824,0.054784606,0.132248299,0.059197435,0.055723306,0.061059228,0.065710888,0.072256479,0.243935136,0.125746497,0.086946081,0.089893083,0.058468513,0.053989724,0.273646607575359,0.601821119819607,1.70256804950036
"T6193",0.059825802,0.235327846,0.063740178,0.068301838,0.057852122,0.056028426,0.127322456,0.061202843,0.057279758,0.061365454,0.07663678,0.106668238,0.19070677,0.120872908,0.086196806,0.088678791,0.231445383,0.05680316,0.295309602000174,0.537938939821133,1.66637764084853
"T6206",0.056834283,0.054263718,0.064028448,0.068970475,0.059093761,0.055196481,0.123824905,0.061596484,0.057495953,0.06177066,0.073501945,0.064880027,0.216308568,0.1177755,0.083975406,0.086663257,0.074159715,0.053752561,0.146412295074591,1.05194542314446,1.95757159637112
"T6217",0.05671772,0.055435319,0.068771719,0.070924572,0.060792885,0.058050629,0.128274772,0.066189627,0.06058783,0.066382797,0.079658434,0.058706509,0.1970307,0.122562376,0.09053078,0.09268769,0.065293423,0.055526462,0.0782092345973371,1.41722050276866,2.16450652567762
"T6175",0.054800477,0.059827814,0.059236708,0.058767148,0.053421641,0.052852592,0.132755091,0.056254337,0.053809997,0.057810929,0.062243077,0.06334346,0.291660984,0.124920022,0.082495092,0.08539768,0.056946148,0.052618707,0.482714728500573,0.043341315676895,1.38617915456594
"T6188",0.054985925,0.059433516,0.063635281,0.066373034,0.059767439,0.05544748,0.126719929,0.060384197,0.057009239,0.062300622,0.054059654,0.060656277,0.208659786,0.120211961,0.083575297,0.086217584,0.055824189,0.05346085,0.146957640262323,1.04957125116261,1.95622658506695
"T6200",0.055622597,0.05278824,0.063083541,0.069339497,0.057952576,0.05420651,0.122463036,0.06132527,0.056421256,0.061025921,0.071074876,0.059596866,0.204755323,0.116551889,0.083508946,0.086315514,0.07278488,0.052794368,0.123242408705413,1.15892975923212,2.01818015485252
"T6211",0.056292457,0.054164008,0.065013136,0.066006454,0.056080393,0.055582125,0.126617203,0.063832788,0.05755739,0.063158674,0.078871958,0.065345624,0.204509419,0.120715777,0.08676694,0.089540494,0.064630513,0.053883132,0.11890052630047,1.1805009002747,2.030400595818
"T6183",0.055486624,0.063590896,0.060730266,0.059822619,0.054816287,0.054719226,0.130885452,0.058225793,0.05554388,0.059748865,0.063885215,0.060866631,0.294582303,0.124311521,0.085284425,0.088473755,0.05484656,0.053800663,0.472910435028103,0.0679557363581217,1.40012366840694
"T6208",0.057384032,0.055403746,0.062911444,0.06657749,0.059044567,0.055325595,0.123118182,0.061117794,0.057431932,0.060910667,0.071201748,0.054799807,0.23278826,0.116346682,0.081082553,0.083611896,0.075354832,0.054157251,0.223204682933178,0.761414773926295,1.79298073673956
"T6219",0.056300265,0.054426797,0.066594812,0.067720232,0.057614456,0.056553512,0.128036251,0.064719428,0.059154603,0.064592128,0.07923588,0.062178537,0.197487663,0.122063695,0.088264005,0.090925226,0.06521824,0.054622703,0.0914692878735768,1.33176149135559,2.1160924523618
"T7142",0.053048876,0.107966565,0.053309306,0.054298953,0.050359621,0.049806597,0.130787862,0.049778817,0.049558547,0.052320638,0.474581579,0.097896711,0.064886988,0.068751412,0.055833706,0.066645523,0.086419011,0.05992763,0.00483483279403088,2.58742353093407,2.82744767446007
"T7144",0.044321027,0.067605474,0.051698502,0.062808524,0.041613828,0.041780964,0.113762415,0.045907341,0.042079075,0.050542775,0.441855561,0.128318816,0.046087817,0.053710356,0.056087325,0.052472716,0.075232983,0.046199538,0.0324794495419602,1.84554086909786,2.4071577484713
"T7150",0.043064342,0.06187903,0.035174876,0.046363794,0.040212686,0.038107802,0.092075772,0.034969326,0.03616582,0.034556929,0.463623476,0.147075014,0.090359682,0.054168179,0.036467887,0.05362655,0.073211314,0.04832749,0.164998860995722,0.974118465517819,1.91348121935668
"T7152",0.044920358,0.079419341,0.05803992,0.067211521,0.04464966,0.044978805,0.131493974,0.051609579,0.045245484,0.05576028,0.524575931,0.271097536,0.081823459,0.05581249,0.06329087,0.055395814,0.081052341,0.048271169,0.493057765435433,0.0174024797882081,1.37148433559159
"T7162",0.044620557,0.070603685,0.050100554,0.061877147,0.041748755,0.041488856,0.128970169,0.045987283,0.041627813,0.04771478,0.415827914,0.244918593,0.087928906,0.05255368,0.054763151,0.052045731,0.076325052,0.045194499,0.480412346146304,0.0491187108621674,1.38945215327549
"T7157",0.04562352,0.071418637,0.045957067,0.058426565,0.038646374,0.036796799,0.134707621,0.039591147,0.036707315,0.040847414,0.357588668,0.147062816,0.062248248,0.047980461,0.053506421,0.048833647,0.077853765,0.041659348,0.191582073599439,0.872081079483879,1.85567519742034
"T7159",0.05316561,0.087780091,0.061279155,0.065298672,0.051021846,0.051413115,0.126228694,0.058719568,0.051484323,0.057999299,0.507012428,0.193024557,0.054934512,0.06046294,0.06671386,0.059775741,0.080712402,0.052574857,0.130456422837647,1.12423617743177,1.99852561421254
"T7161",0.046017477,0.073307402,0.048119221,0.055123013,0.039196441,0.038602009,0.114228208,0.04325795,0.038631799,0.046065852,0.560157361,0.203262175,0.068559671,0.05271239,0.053149168,0.052054757,0.07455899,0.044615547,0.345807523449985,0.396664276330189,1.58634299262568
"T7163",0.050225185,0.09455873,0.062930301,0.064643519,0.050171926,0.050179497,0.140140172,0.056182427,0.050278289,0.058500326,0.515348429,0.141200596,0.10484378,0.056692228,0.079917492,0.056458256,0.083972888,0.051521547,0.0280501314379861,1.91025597775219,2.44382002624898
"T5290",0.113230131,0.223925018,0.078724839,0.089726473,0.075571805,0.089421511,0.341037364,0.138183185,0.076838553,0.131126752,0.138330452,0.1294551,0.115508147,0.082553847,0.070501975,0.095746168,0.234143948,0.064156263,0.269467917410346,0.614423009352448,1.70970724750503
"T5292",0.138024707,0.213125696,0.079224907,0.100891229,0.07909814,0.083049336,0.303285307,0.1550823,0.078162663,0.102099249,0.122760073,0.129906044,0.06930081,0.082553847,0.070501975,0.118225012,0.227241231,0.066518468,0.19793529553274,0.849019231646332,1.84261024413404
"T5294",0.142309078,0.241202024,0.06559936,0.069455938,0.076428152,0.074474906,0.065579396,0.153223998,0.072168369,0.10538552,0.148245414,0.102361052,0.097125787,0.082553847,0.070501975,0.074949567,0.24939371,0.077687449,0.194714722452791,0.86065253033044,1.8492007179306
"T5296",0.14006383,0.219330795,0.085902158,0.097775942,0.083276788,0.095039295,0.336391643,0.15280016,0.084453984,0.096529878,0.113533673,0.103234157,0.104185126,0.082553847,0.070501975,0.104187854,0.22904091,0.041509828,0.270544869191856,0.611165926496686,1.70786205124583
"T5298",0.10517703,0.222924923,0.084680279,0.08984173,0.084359551,0.084703019,0.341311826,0.107877884,0.084281662,0.147718148,0.127425846,0.13738837,0.14959031,0.082553847,0.070501975,0.095633302,0.232948633,0.065307806,0.248252859280353,0.679998013769916,1.74685667176185
"T5300",0.127559158,0.220679535,0.079899,0.089480568,0.079059977,0.085728965,0.286818158,0.127581861,0.078908936,0.104918539,0.115145304,0.096658826,0.094119874,0.082553847,0.070501975,0.082451522,0.232534952,0.058245115,0.219811665703742,0.772829433904141,1.7994473477605
"T5302",0.155697201,0.220298362,0.064100648,0.076605001,0.065895143,0.093989315,0.334055213,0.180012967,0.073057614,0.096745203,0.167112579,0.099231504,0.13905047,0.082553847,0.070501975,0.074720441,0.23096632,0.089333848,0.292551206682528,0.545946936269299,1.67091431545714
"T5304",0.099622106,0.237057044,0.063116176,0.060001039,0.075118758,0.099956363,0.323943998,0.177454887,0.079280554,0.120986854,0.145225579,0.150364512,0.059605817,0.082553847,0.070501975,0.085993534,0.245947097,0.059171661,0.360376928001152,0.357451463097374,1.56412822576397
"T5306",0.090122749,0.226861452,0.062172844,0.066266725,0.066142725,0.093469352,0.345912567,0.161726459,0.074527022,0.102017467,0.104505348,0.106070256,0.078433269,0.082553847,0.070501975,0.103442771,0.237569721,0.084554968,0.376987892394327,0.313401315654521,1.53917302171226
"T5308",0.132923058,0.223032873,0.067538396,0.07993648,0.068742029,0.09106718,0.363677655,0.173602803,0.074392251,0.15115151,0.106720565,0.106715841,0.066291823,0.082553847,0.070501975,0.118263209,0.233621828,0.060344688,0.362202329284817,0.352578232844591,1.56136745281748
"T5310",0.108176218,0.226536311,0.076591569,0.083697675,0.07547578,0.087065577,0.217965927,0.143209127,0.077268863,0.117439125,0.140874297,0.141163566,0.087370286,0.082553847,0.070501975,0.098592036,0.236723187,0.079976909,0.0961633973850972,1.30372666398107,2.10021021635809
"T5312",0.089275273,0.236748327,0.066096529,0.059691248,0.111085171,0.101801039,0.323820581,0.150088728,0.067102359,0.083342143,0.112929093,0.116804145,0.072450641,0.082553847,0.070501975,0.079608788,0.24521658,0.070494076,0.366138134128339,0.342099161765251,1.55543086980385
"T5314",0.103517507,0.224522971,0.071543795,0.079117333,0.07198834,0.096040812,0.34679404,0.149056423,0.076469803,0.121597231,0.125612379,0.132260132,0.068084123,0.082553847,0.070501975,0.101046822,0.235076919,0.067104298,0.337245688477894,0.419991891795073,1.5995585080725
"T5316",0.125595681,0.22039189,0.063484078,0.073023564,0.065737723,0.091401439,0.358580759,0.166950851,0.070528026,0.142034659,0.132232092,0.13853212,0.140970949,0.082553847,0.070501975,0.113864504,0.230895111,0.048615856,0.321044001150893,0.4647814092924,1.62493257861276
"T5318",0.109348504,0.222362948,0.077861441,0.085750295,0.075278507,0.083099374,0.271158336,0.15028548,0.075232942,0.105188051,0.130143772,0.126774862,0.090738166,0.082553847,0.070501975,0.101474893,0.232899613,0.081332134,0.159619562193909,0.996022682515043,1.92589035386566
"T5545",0.16146977,0.284933965,0.102211945,0.130369833,0.062382082,0.111110206,0.33547169,0.085150813,0.096252165,0.083518218,0.194723967,0.311699934,0.105417204,0.102626047,0.101977682,0.062169533,0.289720834,0.063331022,0.371470331551239,0.327961644826925,1.54742171114125
"T5553",0.076561663,0.27661411,0.073670426,0.082676367,0.109439922,0.104942102,0.376266184,0.088611199,0.095017114,0.074955521,0.159060542,0.305454879,0.177315396,0.110658763,0.109189295,0.097220739,0.292029014,0.090824298,0.386186845333861,0.28927140785344,1.52550299316795
"T5547",0.158296005,0.269067619,0.121464429,0.084391559,0.084688447,0.085642335,0.373853769,0.069781439,0.068454564,0.069599786,0.295336527,0.329874127,0.166006774,0.077953473,0.086345927,0.137978237,0.24297952,0.082539799,0.395636529010982,0.264657840518257,1.5115589627629
"T5551",0.150442462,0.240201929,0.074561912,0.074480631,0.086088639,0.113758477,0.358657627,0.096111606,0.105097913,0.066015551,0.065946919,0.307545293,0.076917311,0.088718591,0.088415902,0.069997527,0.24461348,0.166950617,0.3655961846919,0.343539846690681,1.55624704383221
"T5555",0.113242649,0.271693782,0.075965512,0.080412598,0.181612291,0.098346941,0.300913453,0.06827705,0.092935087,0.065405574,0.297936952,0.295173625,0.242432119,0.153190982,0.074919749,0.102287953,0.213132286,0.099579612,0.239711362475351,0.707231341054333,1.76228484348979
"T5557",0.113427977,0.244386704,0.090851868,0.089635942,0.13628621,0.08434351,0.251600645,0.083863868,0.099703299,0.088555256,0.252637879,0.24888875,0.206389593,0.130863459,0.083814169,0.122341334,0.182681046,0.119464288,0.0577043131644216,1.57434104143637,2.25351814835731
"T5559",0.182331942,0.270555572,0.081700769,0.086545901,0.064755603,0.118998989,0.351271766,0.105585865,0.112829056,0.085485419,0.15216081,0.204026198,0.228041209,0.072832743,0.102550081,0.118450506,0.245552908,0.146648662,0.195612693783223,0.85739723375377,1.84735653363076
"T5561",0.164577215,0.289562954,0.085881456,0.109306016,0.086588734,0.108244155,0.360270508,0.095825207,0.099998565,0.08447481,0.109927808,0.236556672,0.217527095,0.094317911,0.09755781,0.106889974,0.293192783,0.114138853,0.245425957018153,0.688954479333963,1.75193067125351
"T5563",0.171696707,0.270182257,0.082738746,0.089340899,0.09339416,0.0957061,0.289683842,0.071879109,0.180195865,0.067056487,0.285484725,0.277469537,0.222388936,0.15483175,0.069156981,0.08491997,0.130184766,0.0934912,0.200084622070822,0.841319009219422,1.83824792906673
"T5569",0.138428457,0.251755153,0.066593746,0.070804922,0.169152664,0.099017532,0.281291823,0.070709784,0.068158277,0.067766102,0.271268542,0.222728808,0.210113983,0.135531824,0.064046863,0.117381188,0.150341593,0.107041549,0.163798367276508,0.978966090515628,1.91622748646381
