"","aaeA","aaeB","aaeX","agp","cpdB","crp","cstA","dksA","glgS","glpR","gluQ","gpsA","grpE","grxC","hofB","hofC","hofM","hofN","hofO","hofP","ilvB","ilvN","ivbL","lacI","mhpR","nadC","ompA","patZ","ppdD","preA","preT","priB","raiA","rmf","rplI","rpsF","rpsR","secB","sfsA","sxy","ubiG","uhpA","uhpB","uhpC","ychH","yeiP","yfiP","yibN","pval","z","inv_cof_var"
"T4828",0.088851239,0.080261368,0.081398608,0.070072855,0.307434164,0.374090711,0.288057511,0.343718295,0.07606314,0.068916691,0.066730567,0.080141202,0.067937065,0.415066473,0.075727469,0.114033167,0.067021339,0.175865536,0.071063962,0.066733871,0.381550069,0.411080973,0.089195455,0.116861699,0.186895644,0.126628545,0.220014631,0.072007466,0.087844907,0.066731497,0.143292184,0.411983386,0.388450302,0.269795424,0.370196686,0.374865182,0.417623675,0.396505489,0.082874652,0.07764453,0.246555825,0.100069819,0.069501403,0.087554886,0.070099082,0.068541095,0.081050726,0.285984551,0.373078939615009,0.323709630260408,1.35233471848599
"T4829",0.099182392,0.089398198,0.088877454,0.093840913,0.096118089,0.361669363,0.335894024,0.081032816,0.0921878,0.088386297,0.083173662,0.148861152,0.087803022,0.360257998,0.092455781,0.1049936,0.08391986,0.145391418,0.086532434,0.083058802,0.115195929,0.084061611,0.073328182,0.110256344,0.086779001,0.119707971,0.229936421,0.093774106,0.09822993,0.088713437,0.083138177,0.397540041,0.083294891,0.111196204,0.400541764,0.428368654,0.398009321,0.35793484,0.087752986,0.091147007,0.083106552,0.097141424,0.089342304,0.09819011,0.093182132,0.083248677,0.111714836,0.362815815,0.391123157303791,0.276392893209818,1.33176641639278
"T4830",0.097515202,0.090706664,0.089925725,0.09613916,0.238451938,0.400478445,0.258468657,0.073405008,0.094005102,0.085511955,0.072981399,0.154791883,0.092273349,0.342824988,0.094308098,0.118313507,0.076141176,0.175974371,0.076980598,0.072787218,0.378210191,0.081084609,0.083324841,0.121986451,0.14293332,0.133461347,0.181148548,0.086394077,0.096194765,0.071724377,0.156403656,0.387649293,0.352914303,0.287329281,0.40277617,0.37464693,0.394487164,0.392770521,0.088812351,0.092701879,0.088120427,0.093336273,0.088330495,0.095942626,0.091482403,0.072641704,0.112491129,0.39965326,0.318375253313998,0.472246984706326,1.41690301648812
"T4831",0.095371384,0.112540771,0.111378446,0.103357185,0.086287592,0.348201037,0.405666874,0.25266382,0.115589583,0.098945753,0.087028364,0.222925703,0.115881438,0.376439623,0.115718929,0.110437516,0.090244505,0.149269229,0.085798781,0.08697011,0.311206681,0.40650549,0.115883788,0.124933137,0.160347354,0.118543502,0.410517319,0.113319723,0.094815339,0.107150357,0.099400026,0.408079623,0.284980659,0.179233133,0.304613829,0.393817412,0.377304857,0.411685371,0.109825043,0.114671048,0.216447391,0.092932689,0.101472157,0.094597144,0.093046862,0.087581433,0.090181381,0.403907653,0.231659154037929,0.733393753262901,1.53042195209425
"T4832",0.097895636,0.110459783,0.109526418,0.101930392,0.088397279,0.351077623,0.397771897,0.252604463,0.113667423,0.099241274,0.089754627,0.21224052,0.114022213,0.370331998,0.113819473,0.105760333,0.091757051,0.146255438,0.088857817,0.089595122,0.302973745,0.399300018,0.11326347,0.124012352,0.16010107,0.118637335,0.397621191,0.110701599,0.097172102,0.105846881,0.098678588,0.400003609,0.284256466,0.175262403,0.309739308,0.382783323,0.372608545,0.406490384,0.107750316,0.112742039,0.213742336,0.097319958,0.101073605,0.097107511,0.095535242,0.090213418,0.093668616,0.398015085,0.215716623838374,0.786741427177349,1.55361186630726
"T5536",0.077512059,0.096905179,0.102913937,0.132206793,0.097258355,0.112288697,0.163599448,0.352093519,0.230705843,0.071996024,0.114171426,0.301233941,0.213927999,0.193398265,0.230383887,0.100790097,0.10950271,0.067656528,0.062921088,0.114536948,0.143442986,0.101181162,0.083078776,0.063309664,0.112929713,0.062845905,0.307745477,0.142923994,0.070577813,0.14529778,0.125955704,0.327665451,0.131480038,0.063659992,0.34635964,0.313219152,0.21617878,0.336914931,0.284612737,0.103204123,0.098143971,0.069073107,0.063415309,0.068487407,0.163468041,0.089413105,0.073018424,0.214200262,0.142890797700422,1.06742138628602,1.67562176281145
"T5538",0.076161417,0.06202831,0.06798463,0.096413749,0.110198504,0.250883137,0.190226471,0.348952199,0.223519446,0.07620187,0.110461933,0.300993441,0.210686138,0.190669016,0.223006356,0.103300415,0.096054928,0.093842137,0.085046584,0.076361416,0.128810518,0.08625605,0.094372939,0.077429852,0.105058813,0.081049861,0.258558714,0.186248576,0.076575104,0.144659714,0.09560778,0.33672185,0.130162703,0.077092101,0.346910966,0.313161223,0.128517394,0.335678719,0.281955104,0.235428136,0.056509652,0.076344765,0.127450274,0.076259082,0.139554884,0.090009638,0.076881281,0.209212121,0.135113711133932,1.1025389789323,1.69088716992443
"T5540",0.068741815,0.080360818,0.076316218,0.11600253,0.106756895,0.295148106,0.19937184,0.344163564,0.230514902,0.068237515,0.109740509,0.304208275,0.218954208,0.188422094,0.229279428,0.102542761,0.109241024,0.074199917,0.070501699,0.075667703,0.154056364,0.090473084,0.080647779,0.066403296,0.109333041,0.065703577,0.30745618,0.141777843,0.071307222,0.136025211,0.115012826,0.333852257,0.11489716,0.06680416,0.344946919,0.31559315,0.231651779,0.33285792,0.2861728,0.234157892,0.07669985,0.069209977,0.141547536,0.069149757,0.154000896,0.094593054,0.065771694,0.215805286,0.146907384432465,1.04978979348474,1.66795741506208
"T5542",0.063130944,0.104376551,0.098500648,0.127776197,0.097935801,0.300177065,0.204159955,0.316511766,0.241436719,0.08639886,0.113823074,0.301724821,0.228544171,0.202076638,0.240326111,0.132651548,0.064003135,0.066363323,0.082766618,0.070900192,0.15144044,0.0812512,0.083395421,0.06361539,0.128055815,0.060546918,0.305868173,0.190805307,0.072158128,0.138890809,0.07815267,0.319720191,0.114661844,0.06442408,0.312610225,0.310527777,0.246116792,0.317488628,0.289259797,0.252191249,0.141260316,0.068686325,0.106555714,0.065154403,0.162018256,0.097520702,0.067365471,0.228871954,0.113502661897611,1.20810903781025,1.73677784198575
"T5544",0.057128838,0.291256111,0.130243471,0.085577116,0.092223467,0.313529877,0.219437076,0.335407689,0.250071955,0.044304244,0.12144313,0.314613366,0.237027714,0.182615928,0.251085211,0.148306127,0.110947598,0.058392184,0.079144549,0.11805466,0.193705859,0.116890142,0.06130143,0.046507587,0.141037088,0.044022769,0.318723669,0.045335217,0.058953515,0.159275244,0.045661034,0.332823222,0.136908011,0.046862771,0.330556583,0.321405969,0.244611139,0.334578996,0.301484379,0.261120078,0.067855664,0.053226302,0.073846835,0.055219766,0.154399012,0.068938735,0,0.210935027,0.25018255432874,0.673915387590966,1.50456706290688
"T5546",0.049875483,0.099638499,0.127155761,0.200392946,0.10637826,0.303148107,0.115471513,0.332452637,0.235714943,0.060570089,0.105115727,0.301317551,0.227692046,0.204770149,0.233127255,0.04907872,0.114740496,0.050903549,0.069568989,0.04646084,0.122930721,0.104363107,0.093575592,0.047314308,0.07404724,0.04530985,0.302228681,0.198327798,0.053400896,0.1241412,0.126775985,0.330725316,0.129728956,0.049014052,0.330126779,0.313766138,0.247829661,0.327068757,0.278690836,0.246299153,0.164302222,0.054485047,0.090656903,0.053041822,0.142935651,0.083887476,0.0573827,0.227236574,0.198158921826375,0.848215720804885,1.58033437341815
"T5548",0.095732717,0.087007317,0.115782157,0.108395818,0.076220578,0.308593223,0.174239897,0.371489547,0.220808715,0.099095817,0.076854921,0.308838518,0.212561289,0.178688802,0.217585688,0.079709365,0.087027606,0.090905183,0.061820347,0.069549939,0.143270252,0.119873837,0.085604128,0.069076226,0.061920718,0.076223714,0.11880921,0.159025134,0.065111312,0.134270281,0.110067944,0.313936112,0.09044377,0.111926597,0.375965668,0.331525458,0.098428027,0.352322864,0.269675255,0.234354499,0.125561456,0.063462143,0.120471529,0.064919494,0.061646478,0.078946556,0.063906997,0.210732062,0.202851924762141,0.83147764918573,1.57305843397303
"T5550",0.058961353,0.116563394,0.116020343,0.069080261,0.070774671,0.110301363,0.176825151,0.336923071,0.233530925,0.122978361,0.096567033,0.317502189,0.219873645,0.186681487,0.240259311,0.113950185,0.08936465,0.068843579,0.073320356,0.055304927,0.123300188,0.074627367,0.128689363,0.054823651,0.104569676,0.058268691,0.317077252,0.173012507,0.055612774,0.128731234,0.081802955,0.338024964,0.104922751,0.054722648,0.333014813,0.32714999,0.250345966,0.338722571,0.300012154,0.254071194,0.1411853,0.054973526,0.123051395,0.095320907,0.115549336,0.074587149,0.055063139,0.220042254,0.18988932305588,0.878304220368023,1.59341366390017
"T5552",0.054558481,0.291887536,0.144784251,0.087948022,0.098260321,0.316357991,0.198343469,0.32376677,0.255474715,0.111360522,0.122765364,0.316384502,0.239399648,0.169191375,0.255384854,0.156136182,0.083564191,0.051500513,0.088023187,0.045350372,0.180289072,0.04689758,0.045320879,0.048352461,0.116527706,0.04537142,0.319357804,0.102931975,0.062149707,0.167953966,0.063772904,0.330760559,0.125970988,0.048697729,0.328892228,0.323715426,0.26239654,0.330759232,0.303254768,0.261748512,0.046549371,0.05472821,0.072586962,0.048743856,0.181453085,0.079955982,0.056533138,0.1411041,0.246297744233995,0.686186533693915,1.50990125659411
"T5554",0.119927183,0.271742546,0.108277796,0.137733559,0.125974771,0.307911163,0.183157597,0.373115802,0.203940044,0.105830591,0.115571676,0.309333105,0.20973783,0.175766669,0.230335929,0.13441639,0.087874715,0.064960524,0.08875307,0.093467445,0.163036094,0.135455616,0.068732376,0.052541106,0.121748776,0.049397816,0.310545473,0.105028489,0.06555201,0.159128321,0.09261519,0.076860267,0.117138479,0.053084448,0.339134165,0.322882711,0.221494684,0.347654695,0.291501135,0.240054383,0.107848211,0.059479717,0.086281107,0.058525041,0.165562376,0.074312196,0.068871504,0.193528971,0.132683409043157,1.11379575599924,1.69578042346939
"T5556",0.148122303,0.115445781,0.225150734,0.114371939,0.105958391,0.231276339,0.19186281,0.264462568,0.162279591,0.077027764,0.077976496,0.246391819,0.106739642,0.084084132,0.212209994,0.116624891,0.077516467,0.078007345,0.115582629,0.127256003,0.103029862,0.14898737,0.265687678,0.082276077,0.137226516,0.077544449,0.249497242,0.150659633,0.095302939,0.156307854,0.083907133,0.265815835,0.143557441,0.084399978,0.232466535,0.262118373,0.219794047,0.26252387,0.209962427,0.208801808,0.093517361,0.147043033,0.141792352,0.09057104,0.098058835,0.136402374,0.131538697,0.149346869,0.00340542119517412,2.70595427148455,2.38788219058349
"T5558",0.165085534,0.117985976,0.206917828,0.121544319,0.098935782,0.196158974,0.180077213,0.250420572,0.153574205,0.113107753,0.155185513,0.194569243,0.114637569,0.126890169,0.191963797,0.128795951,0.148235448,0.115102483,0.112083989,0.119153015,0.17593481,0.098905744,0.23768275,0.096169632,0.18217923,0.121094924,0.22725144,0.154869689,0.098747165,0.150819394,0.148185906,0.238589252,0.133283509,0.101184859,0.228107124,0.240823045,0.199354059,0.220459392,0.120094193,0.195066961,0.176208109,0.140208081,0.11030508,0.097688308,0.122481778,0.161253665,0.171475247,0.095966141,4.4376576839934e-07,4.9150646782515,3.34816924831247
"T5560",0.050266631,0.276213137,0.099654503,0.040565546,0.08454019,0.287149174,0.212648999,0.363737958,0.223924636,0.107956741,0.132633781,0.299536593,0.230426475,0.216761295,0.234874772,0.138111954,0.126295074,0.042781828,0.119615209,0.132005478,0.176348449,0.106204497,0.083734235,0.042675573,0.134532824,0.045561944,0.311078353,0.093765394,0.065267862,0.163497812,0.144545389,0.311999525,0.094508662,0.07559183,0.369164216,0.318832281,0.237662618,0.325878597,0.292859628,0.245369746,0.104232844,0.064660372,0.044276791,0.062242122,0.114495166,0.081590396,0.062416287,0.239465786,0.167823649770036,0.962801197766114,1.63014399370354
"T5562",0.061899521,0.278828491,0.06392142,0.054313603,0.071902586,0.269745079,0.22198512,0.340551879,0.24389062,0.102805882,0.109133389,0.309372608,0.238014498,0.188305316,0.245013482,0.054896046,0.102238606,0.060800846,0.072281837,0.083887229,0.151870837,0.083323874,0.207083658,0.057370186,0.089487941,0.054116091,0.312823932,0.088983772,0.065087893,0.162861505,0.124387231,0.317620765,0.112583833,0.056604047,0.294560436,0.321681078,0.232579804,0.332208174,0.290816561,0.255356755,0.139469955,0.063580425,0.147289648,0.062931536,0.180763089,0.073426573,0.063743406,0.198216529,0.163066384458821,0.98193317866853,1.63846055117076
"T5564",0.076337495,0.102163752,0.232168577,0.135157058,0.080009384,0.246476845,0.197635633,0.283125886,0.12952229,0.125409978,0.079860392,0.261141114,0.08751964,0.148566104,0.213711227,0.159037622,0.107641477,0.085393267,0.102595476,0.109557995,0.165572701,0.152504322,0.282932179,0.068667182,0.071241082,0.071311199,0.267566709,0.139308297,0.075768684,0.156152971,0.1436238,0.282912345,0.132971153,0.06914062,0.250421815,0.276306788,0.221770028,0.248043439,0.167105992,0.217350908,0.165620145,0.067336828,0.129938458,0.068261982,0.110145046,0.149246107,0.146061187,0.206963728,0.0103135130768683,2.31474254086844,2.21782479526651
"T5566",0.099105993,0.082958274,0.222001917,0.132627608,0.102688078,0.234626352,0.196790297,0.259765343,0.185647367,0.120039056,0.092536206,0.247146078,0.108533118,0.186909739,0.208566359,0.092573965,0.092669029,0.092661546,0.110487316,0.128393097,0.108511822,0.121124905,0.259225734,0.099027644,0.093591896,0.096445781,0.246934965,0.146320047,0.102330805,0.167474362,0.100415841,0.259051411,0.147156073,0.099282084,0.259635414,0.252623886,0.217960689,0.093224981,0.217878813,0.215710219,0.108437886,0.100112997,0.150654753,0.102224628,0.109847859,0.098217752,0.108555154,0.21573406,0.00194221299612766,2.88739794310513,2.46675466750014
"T5568",0.150888813,0.139537936,0.202058412,0.156759828,0.142159052,0.219278513,0.173355734,0.264913313,0.129005022,0.157949481,0.095066836,0.120459188,0.115463087,0.120699304,0.18900916,0.149308535,0.15410143,0.149352471,0.095362148,0.102163329,0.110344781,0.157311018,0.262017072,0.119368613,0.139014426,0.154288471,0.242075661,0.139796094,0.098771375,0.138236702,0.147170694,0.251273654,0.118568347,0.113638748,0.262848525,0.251734764,0.198984041,0.223449354,0.163598367,0.187790365,0.109973159,0.157955863,0.129445738,0.102190772,0.109950057,0.120702137,0.142185616,0.116259937,2.75040920663262e-06,4.54472054848265,3.18718287405361
"T5570",0.166653357,0.11904488,0.202454348,0.13410917,0.089065429,0.224920522,0.168022233,0.257770082,0.150385527,0.127639814,0.093801943,0.2216747,0.104932563,0.108205289,0.187941473,0.089847883,0.168290195,0.133803165,0.103903326,0.112728347,0.167473598,0.157267911,0.256588577,0.10206609,0.101496268,0.137260817,0.222642551,0.158324872,0.113269806,0.144390443,0.132625842,0.254622931,0.128455694,0.104041917,0.257654092,0.246729397,0.194826963,0.247762257,0.226785568,0.178626398,0.094760746,0.105548619,0.136321994,0.09010681,0.12506914,0.168090517,0.139897094,0.129032438,3.5936352098881e-05,3.96999976001363,2.93735519079974
"T5572",0.088924046,0.136948722,0.210302708,0.120955834,0.105334816,0.228867612,0.182206919,0.268890742,0.136734688,0.17344695,0.152970529,0.239555872,0.147014073,0.146687345,0.197051437,0.085888473,0.094700151,0.081037394,0.115615952,0.07973836,0.145529222,0.162775348,0.265741739,0.090949848,0.084963094,0.08270038,0.247010656,0.148296187,0.099829347,0.150977622,0.146306951,0.264111437,0.13586106,0.081841014,0.26927262,0.254627455,0.203762693,0.091099842,0.194657153,0.197658114,0.132939404,0.094666316,0.144884163,0.095613191,0.133315388,0.175201408,0.100260532,0.189494106,0.000687372888722892,3.19990146599098,2.6025980765044
"T5574",0.127297499,0.102199539,0.203501666,0.110625727,0.089463461,0.244675066,0.165237799,0.293451736,0.120771492,0.098946663,0.116067081,0.223065595,0.139219145,0.118158582,0.187705009,0.091678603,0.11276089,0.141282116,0.096224169,0.098025846,0.143675301,0.154247392,0.289707045,0.101253479,0.124451072,0.15125472,0.264682071,0.123091041,0.090534954,0.126766997,0.134654197,0.285772846,0.109987937,0.113542955,0.294538685,0.272868963,0.199134644,0.0959183,0.185092253,0.193395346,0.152055062,0.095024276,0.11316971,0.102305267,0.09821492,0.152373048,0.159654547,0.178452663,0.00163856698923839,2.94047126345641,2.48982532186306
"T5576",0.084240807,0.113335513,0.225422914,0.177025219,0.11475917,0.24450597,0.192997499,0.257846223,0.173258859,0.151888876,0.158386014,0.251674562,0.135386302,0.17451404,0.207801263,0.086440097,0.064523142,0.064729459,0.107569821,0.120422985,0.187660818,0.164358694,0.06606704,0.077377242,0.08621143,0.086255456,0.252303076,0.171340993,0.089926371,0.156813292,0.135956656,0.26044411,0.138792603,0.067545822,0.256791651,0.257761806,0.215425439,0.210282132,0.224855097,0.196873985,0.193369895,0.086265624,0.149333068,0.085115069,0.130054779,0.156580597,0.123752417,0.145812243,0.00108999455418998,3.06454838188419,2.5437609018239
"T5578",0.113047082,0.103225374,0.190426498,0.095598193,0.100634232,0.145163587,0.156819469,0.26579834,0.108014181,0.118766116,0.160022409,0.221609966,0.222865227,0.192604631,0.165324738,0.162509124,0.111607823,0.115638419,0.102755831,0.108585914,0.214936073,0.114718599,0.260472336,0.101234382,0.102948591,0.116413487,0.212795367,0.147524983,0.10012266,0.129575211,0.163403174,0.249122367,0.108699257,0.101813876,0.120950069,0.242505817,0.172689505,0.102554849,0.146544047,0.174895129,0.165716471,0.106124097,0.114668934,0.100600532,0.186457035,0.157826197,0.194624802,0.151425343,1.22331639347638e-05,4.21966714190361,3.04588410580174
"T8389",0.046812769,0.252717646,0.047136452,0.070524555,0.299019182,0.295179205,0.322447657,0.310771161,0.045935808,0.047745174,0.046864222,0.06384256,0.249934561,0.196996705,0.048653516,0.044160163,0.046967311,0.046446355,0.048629598,0.051558406,0.275472451,0.046378686,0.114296072,0.269216473,0.215142076,0.046571329,0.319376901,0.317926087,0.046007904,0.046300207,0.044648224,0.267352536,0.253112453,0.311047356,0.29486151,0.291477345,0.279152286,0.259864796,0.071145141,0.048560257,0.056631796,0.046883664,0.069338558,0.046592012,0.048861922,0.047874932,0.049259215,0.096494813,0.468563053751948,0.0788824689905852,1.24590981838695
"T8394",0.048098075,0.232652124,0.048380942,0.071660324,0.290585234,0.287706122,0.343755764,0.306168127,0.046389214,0.04956169,0.048132458,0.060537219,0.233758071,0.183497671,0.044523242,0.040712133,0.048430773,0.0475515,0.050727134,0.055660307,0.259257119,0.047068152,0.115609612,0.259504975,0.202252087,0.047728036,0.328878198,0.257328057,0.046656993,0.047079457,0.043174117,0.252979835,0.237342872,0.312662035,0.287305339,0.282277023,0.266211966,0.244575376,0.073372365,0.050704438,0.051116058,0.048240382,0.066818776,0.042696493,0.050948028,0.049724398,0.051951303,0.097895174,0.453600121520171,0.11657071812373,1.26229267447244
"T8397",0.048016513,0.258654052,0.049472017,0.185507568,0.299836766,0.295899315,0.114761047,0.309549859,0.046197476,0.050330427,0.115213537,0.162306372,0.25318786,0.24805384,0.048054347,0.042301904,0.1047533,0.047054688,0.052577306,0.055568824,0.173909623,0.04765979,0.119947268,0.267606625,0.216508462,0.047475811,0.379250528,0.207971011,0.046121167,0.047056921,0.043164752,0.269560614,0.256010656,0.311418145,0.295587618,0.292509311,0.263516597,0.262492761,0.191893202,0.137735441,0.077560979,0.048226459,0.072919544,0.092131512,0.053216597,0.050631737,0.120500808,0.103580616,0.28167293450266,0.577878918800232,1.46282058533508
"T8499",0.072962272,0.052932125,0.151904947,0.106538323,0.065313879,0.319426257,0.285821507,0.056005319,0.071821521,0.10436465,0.080396739,0.08960313,0.226042386,0.201176062,0.052525804,0.053416911,0.072763056,0.06490674,0.270829352,0.062726255,0.05624859,0.104490605,0.318920588,0.537659389,0.460423126,0.071711244,0.427583231,0.05981342,0.062667644,0.073859623,0.058386822,0.259650334,0.264350826,0.446366375,0.32432373,0.219660166,0.141780266,0.254503354,0.112775373,0.20110024,0.094494711,0.073884666,0.052554059,0.052464026,0.343257273,0.112550873,0.105586734,0.129347419,0.460768622997222,0.0984975138844518,1.25443636087693
"T8402",0.049503929,0.297744371,0.078104301,0.073426422,0.297488832,0.294791735,0.045924492,0.272497795,0.040604502,0.073508649,0.059084247,0.063839399,0.278366502,0.244716112,0.0563536,0.037536565,0.050024069,0.039018543,0.095466712,0.063155955,0.298215166,0.062482962,0.125048037,0.191560825,0.197190163,0.045332754,0.298252106,0.288087244,0.035403751,0.048078039,0.030170454,0.28564837,0.277933962,0.296299667,0.294543169,0.295871655,0.29405172,0.282323319,0.083896638,0.091353689,0.271878719,0.051412137,0.169406927,0.051156365,0.100224628,0.076899008,0.083186587,0.145818153,0.332786497204812,0.432231737878016,1.39950862844696
"T8407",0.050673793,0.304785619,0.064422021,0.096869601,0.292421637,0.309699433,0.167645786,0.247811044,0.047681588,0.061595598,0.054848914,0.081658998,0.302503197,0.274095884,0.07534517,0.048887973,0.05086477,0.046963218,0.073730724,0.055735133,0.298970325,0.056998574,0.147106507,0.193739195,0.213088466,0.049039437,0.303334612,0.271491303,0.045868078,0.05014155,0.044166913,0.307408435,0.301727083,0.309176498,0.309522642,0.309098338,0.309519103,0.30518873,0.108962117,0.071003369,0.307617655,0.051544408,0.219136881,0.068909021,0.077137397,0.063245913,0.066010136,0.174551164,0.302630433085844,0.516850010336767,1.43629168448645
"T5535",0.089605796,0.063888882,0.146844224,0.175339811,0.086610467,0.088177183,0.153646922,0.343341368,0.252075961,0.060922916,0.105181905,0.30928599,0.228967061,0.202512333,0.253758544,0.107675689,0.099471607,0.066260695,0.061941526,0.115334703,0.154822679,0.080207862,0.29765222,0.061789138,0.130817551,0.060911139,0.324521253,0.078605581,0.067688816,0.142094502,0.119946837,0.274780063,0.127297742,0.062235017,0.208064739,0.328582953,0.067346161,0.339499543,0.302149309,0.144021958,0.063282419,0.067405219,0.075288022,0.068740247,0.164356817,0.0968595,0.090421274,0.231221077,0.154381593982392,1.0178206682016,1.65406062784752
"T5543",0.071690666,0.316242032,0.108006585,0.070863261,0.087057306,0.340893625,0.199381551,0.320513982,0.260808595,0.088948901,0.102704962,0.340726789,0.232623151,0.186523715,0.25777949,0.092683326,0.101435794,0.080404418,0.085118125,0.084945816,0.167863629,0.08756372,0.080238814,0.069218363,0.098170254,0.069214525,0.347488046,0.08920039,0.072562067,0.125558238,0.082741037,0.350798867,0.121729183,0.069525976,0.345688921,0.3492177,0.2301306,0.349298142,0.327039855,0.274441021,0.082069313,0.071597485,0.075527972,0.07150429,0.075033102,0.088160392,0.32539991,0.182042231,0.215729163795183,0.786698593578624,1.55359324679854
"T5537",0.094676241,0.092096536,0.148030813,0.087065052,0.083229274,0.235175066,0.162165856,0.362890778,0.203878286,0.090380764,0.084137228,0.299784625,0.185098236,0.161382215,0.207028412,0.082006438,0.082684556,0.130659983,0.147879596,0.112797534,0.089805125,0.09271161,0.112966655,0.103049395,0.083703935,0.1088632,0.116297675,0.148604368,0.085765112,0.085214658,0.082388075,0.350697525,0.093937935,0.098079926,0.346299492,0.32237333,0.147087056,0.351257316,0.273811382,0.222405478,0.111613231,0.088299774,0.09573918,0.089283017,0.116601367,0.081789562,0.097648395,0.182841544,0.111882406302218,1.21657801252693,1.74045925455243
"T5539",0.074257844,0.091512028,0.074287731,0.121835057,0.089462628,0.314886066,0.199692956,0.318028648,0.239727026,0.074704572,0.092300668,0.324062342,0.228248946,0.161541181,0.238726955,0.090730323,0.092553333,0.085554979,0.079274488,0.079163766,0.135363434,0.086362218,0.075097988,0.073464323,0.079989232,0.076167075,0.330872442,0.086893705,0.073384042,0.075038123,0.091817615,0.340632915,0.105870462,0.073390784,0.312663504,0.334279089,0.079813414,0.340633202,0.310500759,0.073561551,0.094022081,0.074426573,0.120022771,0.074449544,0.093460306,0.085521999,0.089784352,0.212127009,0.245293976970705,0.689373979096536,1.51128682001275
"T5541",0.110579198,0.108324699,0.251354069,0.106825807,0.091462669,0.31003211,0.182881307,0.333933358,0.230004282,0.100425863,0.096781652,0.310934829,0.219235535,0.174265114,0.229312086,0.123224589,0.110408527,0.110369195,0.090888475,0.111337999,0.103755155,0.106190197,0.334943948,0.096860038,0.09692318,0.101027983,0.318702097,0.137592726,0.091625856,0.092533103,0.11091953,0.334393878,0.103827502,0.095290985,0.328520887,0.323163402,0.233737767,0.330508629,0.292767312,0.246540823,0.107843104,0.091963658,0.107382992,0.101255234,0.097841273,0.092676502,0.092872665,0.20282148,0.0678853624846876,1.4917270113372,1.86006487575417
"T8255",0.08068949,0.055187572,0.055247292,0.168118946,0.087567745,0.358063065,0.24732437,0.204835001,0.374214593,0.082215246,0.050098833,0.184303757,0.059409051,0.127665723,0.085316599,0.05232848,0.042697346,0.045367447,0.051024284,0.048357632,0.111245459,0.079223727,0.155369161,0.048295616,0.069863453,0.05220211,0.328002281,0.291772196,0.0527394,0.048233862,0.042659398,0.161666859,0.268796776,0.367294478,0.268482206,0.17438214,0.169935914,0.25659175,0.304672719,0.06731558,0.337729504,0.106886174,0.06471908,0.047209518,0.242437376,0.064354923,0.074321656,0.379937188,0.390439310761539,0.278174222719492,1.33254074965763
"T1635",0.053520214,0.043959609,0.287745198,0.330281009,0.072245892,0.231372254,0.349915246,0.23321113,0.213103552,0.046328719,0.044393433,0.241335793,0.339850808,0.046849075,0.052444344,0.044502072,0.046757335,0.045348607,0.044034654,0.044198041,0.17767822,0.064143399,0.188683499,0.044029004,0.250350428,0.056455878,0.343052384,0.052586534,0.044048211,0.331425753,0.04533027,0.076172988,0.342602088,0.37625119,0.356792809,0.222145534,0.359724533,0.365237517,0.358088631,0.045851571,0.299543313,0.07932477,0.049422991,0.046557373,0.378253098,0.085987577,0.130344856,0.128730634,0.437404758812978,0.157552395747436,1.28010716418989
"T2299",0.069207904,0.150598504,0.148029883,0.130585599,0.088371265,0.121188412,0.240140666,0.294252283,0.240305743,0.057391975,0.075410281,0.260996687,0.10871346,0.272568756,0.06745169,0.037923274,0.031982365,0.032811032,0.037816856,0.036483685,0.164992509,0.08734986,0.032972959,0.08303975,0.049787494,0.032803047,0.336988694,0.098731335,0.038906601,0.046199839,0.035166602,0.096713749,0.329684135,0.138439192,0.20412276,0.331441266,0.050591454,0.28310436,0.256139601,0.03441005,0.057432273,0.048737036,0.049572675,0.033002136,0.168366771,0.100685671,0.082036237,0.309975375,0.444377507295737,0.139879732964423,1.27242496356553
"T2300",0.054931197,0.050148559,0.058691199,0.231273562,0.087180625,0.254998092,0.218939797,0.326639704,0.219491974,0.091622158,0.054153215,0.288756427,0.308264831,0.307103735,0.056362206,0.051007209,0.051204575,0.052090318,0.050769391,0.050777449,0.229209882,0.082467633,0.225388084,0.068178355,0.053255019,0.051372381,0.160403482,0.118256345,0.050754785,0.053190439,0.055230596,0.079341705,0.369258242,0.107592974,0.295672755,0.305726519,0.224302192,0.319062458,0.203403186,0.052899895,0.25172118,0.161224729,0.051201472,0.061736625,0.179167743,0.110126414,0.05602555,0.063821754,0.344421055444191,0.400426905023192,1.38568325816661
"T0150",0.079731047,0.067784383,0.067571717,0.085356139,0.081348243,0.375749885,0.178089382,0.309417422,0.177864528,0.079324127,0.066115272,0.089181858,0.068166647,0.130270713,0.081710348,0.066645054,0.064413964,0.065247122,0.066625868,0.065377444,0.065866407,0.092362151,0.262069383,0.066076948,0.075711518,0.17988408,0.156051014,0.084645169,0.067364924,0.068399733,0.065565241,0.430155199,0.374352977,0.373680079,0.372328224,0.396197749,0.424506708,0.084006742,0.221190845,0.06445854,0.125680545,0.1027301,0.07140936,0.065895421,0.219998534,0.083702597,0.073657123,0.07190014,0.472022188101021,0.0701875592289361,1.24213019320993
