"","aaeR","amiB","ampD","ampE","arfB","comR","crp","cyaA","hflC","hflK","hflX","hfq","miaA","mutL","narQ","nlpE","rof","sohB","speC","spf","trxA","tsaE","yaeP","yaeQ","yjeF","pval","z","inv_cof_var"
"T2684",0.067972711,0.15079566,0.095660304,0.082134113,0.330196097,0.146092099,0.142442435,0.200059091,0.144046702,0.128388592,0.268601844,0.303410849,0.111451029,0.213523528,0.07204454,0.095861103,0.163482641,0.083557778,0.071742738,0.156002647,0.104060095,0.257681253,0.186317491,0.32462794,0.28399799,0.0924403551688135,1.32587619158917,1.97035235158086
"T2685",0.062080564,0.173229952,0.100969877,0.082500725,0.335247455,0.156219687,0.285836512,0.197075303,0.147096913,0.32077171,0.234177027,0.34504871,0.210210179,0.222009573,0.071819042,0.098902857,0.097623803,0.093461678,0.06497405,0.069147564,0.122100038,0.067318468,0.186317491,0.347968516,0.07794567,0.234380389538428,0.724496819472866,1.68061154765854
"T2686",0.072717962,0.16482359,0.08773064,0.073413936,0.258548068,0.16042999,0.245150951,0.199058734,0.240079436,0.108847469,0.311416627,0.298754311,0.21872409,0.29012096,0.080840743,0.121974096,0.145849954,0.083034643,0.076459787,0.152482784,0.129918716,0.100539644,0.186317491,0.291095097,0.304334964,0.0658873573674559,1.50714023801144,2.05768423053737
"T2687",0.075684898,0.150754102,0.102867496,0.086907763,0.277042924,0.139634035,0.142174974,0.198161856,0.152714374,0.096928506,0.292361248,0.295032606,0.168937575,0.295654857,0.077414039,0.197672071,0.120765622,0.076207605,0.075833326,0.235400522,0.119918889,0.076380338,0.186317491,0.294858662,0.296404881,0.0746842879416952,1.44176536785155,2.02618702874645
"T2649",0.061669466,0.059851093,0.067545646,0.061460853,0.300246188,0.082533773,0.321418449,0.069702731,0.101070557,0.05490347,0.312529177,0.219205531,0.321393995,0.061417248,0.074176568,0.054876035,0.057680309,0.081171766,0.06623211,0.313810273,0.320874703,0.104864684,0.186317491,0.290478295,0.305491723,0.4723853431772,0.0692750485893173,1.36492981422107
"T2650",0.058972601,0.070505685,0.073724078,0.06970393,0.363165663,0.114021184,0.246754232,0.118252225,0.066899818,0.13793125,0.35095067,0.191638215,0.329387094,0.068725558,0.070248363,0.062808164,0.057924019,0.071720472,0.063519701,0.240105633,0.340824492,0.057835849,0.186317491,0.350474048,0.339168531,0.485850771193619,0.0354742958801337,1.34864482388515
"T2651",0.0862467,0.102904659,0.056964152,0.055444997,0.179124383,0.056175745,0.298401827,0.265250914,0.174308018,0.056920735,0.303029784,0.269842056,0.29980177,0.058927189,0.080047947,0.056357984,0.056272003,0.05839313,0.100046945,0.072772948,0.323235916,0.28326246,0.186317491,0.198695293,0.311340735,0.361270127800373,0.355065855445406,1.50262202976996
"T2652",0.051882104,0.063179567,0.056810345,0.054200409,0.251285806,0.066836454,0.336171958,0.31099074,0.159214391,0.070554093,0.271426843,0.334727266,0.33096659,0.048688293,0.053187626,0.080906253,0.052627343,0.06819326,0.061330785,0.335901074,0.315681201,0.339861537,0.186317491,0.343982155,0.295125708,0.439372755861585,0.152559694804859,1.40505583361539
"T2653",0.064309164,0.203890673,0.071231691,0.052494802,0.413000802,0.074079984,0.396480362,0.052451484,0.204618177,0.4029653,0.102941246,0.344350795,0.182294289,0.204534623,0.077642104,0.153713535,0.072888851,0.122730692,0.065157708,0.167105612,0.269959402,0.203641886,0.186317491,0.203493418,0.203792953,0.272583592416593,0.605017777148015,1.62304729557379
"T2654",0.048402443,0.296174637,0.055663998,0.052183276,0.385257621,0.091632876,0.38425919,0.049907917,0.290796191,0.349929185,0.123827696,0.344519364,0.198770175,0.294987003,0.066574505,0.139206573,0.083997495,0.134303857,0.052947686,0.055809103,0.350172661,0.289517194,0.186317491,0.268668615,0.130946339,0.343273992006813,0.403544120702062,1.52597855345449
"T2661",0.057821715,0.179305076,0.417288719,0.112924482,0.073711436,0.383419885,0.398309776,0.147048298,0.183088408,0.202079982,0.080778575,0.142175636,0.334804924,0.172695051,0.106079795,0.068903551,0.121252732,0.239897595,0.071673841,0.13729446,0.41728678,0.068592868,0.186317491,0.211612108,0.22519245,0.252433968259474,0.666850023164514,1.65283768330541
"T2662",0.053663149,0.351501886,0.312327744,0.138723427,0.065969983,0.419216242,0.381333175,0.132940027,0.14890955,0.215327968,0.07801228,0.142587948,0.356213462,0.204139273,0.100741821,0.058882574,0.176676278,0.047387959,0.076787396,0.230278714,0.4557659,0.05679831,0.186317491,0.073146861,0.051604482,0.450023358878081,0.12560233092892,1.39206794503259
"T2428",0.049280327,0.043241382,0.064154365,0.030258788,0.135051922,0.070629116,0.219611712,0.227990006,0.282378383,0.129215609,0.268209318,0.190660827,0.25625354,0.03442696,0.094071674,0.031354701,0.034947151,0.114144948,0.049359151,0.217745963,0.173357661,0.069307902,0.186317491,0.105299803,0.035890089,0.417764801218521,0.20761498568407,1.43158112693129
"T5731",0.092458964,0.09587922,0.246860743,0.112606747,0.190603048,0.125945831,0.23938331,0.132979076,0.205250736,0.124530221,0.2326177,0.218204866,0.208428232,0.131083419,0.092781389,0.132192759,0.100224345,0.095898073,0.107653795,0.164562015,0.058638419,0.121150728,0.186317491,0.214390574,0.117237268,0.00158810770178613,2.95014819470319,2.75291639981989
"T5733",0.238039959,0.103096901,0.176176819,0.087970737,0.163820906,0.102958231,0.281351126,0.098142122,0.144445366,0.098470414,0.16590075,0.218933242,0.165761644,0.126647296,0.126349299,0.090933674,0.093753281,0.125492572,0.088683076,0.231537327,0.263376926,0.086805552,0.186317491,0.103625327,0.093690099,0.00436106693841992,2.62275746299452,2.59518160178687
"T5735",0.142378134,0.091760996,0.181166388,0.091653926,0.117237734,0.093528815,0.110421701,0.113242468,0.181069574,0.17730963,0.178492551,0.106931192,0.177779578,0.113596564,0.115707799,0.237728786,0.088342934,0.15322683,0.088250625,0.231537327,0.248408939,0.092100605,0.186317491,0.088401014,0.093027902,0.0021562799538505,2.8543455240639,2.70675927489016
"T5762",0.107572092,0.050151393,0.299601599,0.061510615,0.071700075,0.102392396,0.127439758,0.087905855,0.354485101,0.111521446,0.254102447,0.384532735,0.278423913,0.174590882,0.057220399,0.11211093,0.077637364,0.068721988,0.130740435,0.231537327,0.372937862,0.05211095,0.186317491,0.099040612,0.088801106,0.398397921878901,0.257496076452687,1.45561352313564
"T5764",0.070116015,0.063773492,0.292705398,0.074019655,0.0830337,0.11273244,0.250087203,0.093341038,0.361736892,0.120212377,0.085041038,0.361354891,0.268938812,0.146889713,0.066478694,0.129855728,0.113835475,0.120561993,0.111646481,0.231537327,0.354825163,0.112714622,0.186317491,0.120768683,0.099068265,0.286593811967093,0.563363150932438,1.60297835831657
"T5766",0.123653025,0.058028242,0.293646396,0.072980631,0.083071136,0.146260412,0.132345974,0.089956725,0.381800374,0.061062249,0.255852633,0.407061159,0.270149824,0.159205423,0.058640375,0.122991462,0.149222042,0.104534046,0.071305942,0.231537327,0.386669435,0.061422258,0.186317491,0.14628018,0.100204083,0.351900032511453,0.3801958157325,1.51472948678249
"T5768",0.113779131,0.06351979,0.28808274,0.088104916,0.088879349,0.12211782,0.063152382,0.074999406,0.111329456,0.063691385,0.261535466,0.426561062,0.263683904,0.189308021,0.065265714,0.134157291,0.063600518,0.079386916,0.075174859,0.231537327,0.393057324,0.067900631,0.186317491,0.191353414,0.104457417,0.379568702346006,0.306613726065593,1.47927809818672
"T5770",0.103901335,0.056009035,0.29467721,0.073618162,0.081982841,0.109634984,0.108076931,0.101799175,0.339700308,0.095937304,0.146256514,0.394482768,0.269210285,0.161786286,0.056160252,0.124920713,0.059167646,0.106074827,0.103118407,0.231537327,0.376780297,0.103824711,0.186317491,0.249905877,0.098885942,0.313114648649358,0.487040970048844,1.56620681098448
"T5772",0.064820778,0.053224586,0.291904589,0.059472569,0.081650187,0.120029137,0.098032836,0.082174934,0.336483433,0.105810701,0.231118878,0.389685012,0.273089688,0.169207061,0.048858094,0.086496021,0.052145719,0.065130895,0.106958957,0.231537327,0.375082598,0.048915284,0.186317491,0.210402017,0.105807746,0.416922788573198,0.209772064628038,1.43262039401681
"T2429",0.046106736,0.076432418,0.068691849,0.0655329,0.209818156,0.063689783,0.137831418,0.211950599,0.206930033,0.148600333,0.038968115,0.178093905,0.214454747,0.074438535,0.039577903,0.047243189,0.043763779,0.142378997,0.044919204,0.203249865,0.202199662,0.04909577,0.149830159,0.097669791,0.245625818,0.257988587115076,0.649558922345737,1.64450693954494
"T2430",0.037101302,0.070340471,0.062300641,0.058538692,0.195310495,0.046029017,0.153401062,0.208175966,0.252478646,0.27238337,0.063523994,0.159491577,0.262867913,0.069293845,0.025396186,0.045077701,0.044132546,0.126832236,0.035295229,0.198067272,0.218155448,0.041362855,0.224650774,0.128953613,0.239281924,0.390090180487837,0.279084000875898,1.46601444951824
"T2435",0.036578805,0.211421316,0.076610897,0.058075348,0.200029975,0.236443273,0.161362908,0.1867471,0.232924592,0.502085136,0.048672747,0.185746005,0.220176629,0.055381208,0.029549045,0.054820195,0.2704056,0.146587059,0.030409815,0.205208116,0.203776723,0.247994017,0.261552765,0.056754053,0.297199156,0.37974371597443,0.30615395075404,1.47905658132969
"T2340",0.04475786,0.082921628,0.068742667,0.057555064,0.139099152,0.081465747,0.370332633,0.164248031,0.380235842,0.320122937,0.115357646,0.045192409,0.222645324,0.063951398,0.05774631,0.06484654,0.058514228,0.092054161,0.044844189,0.335956111,0.33209262,0.099499057,0.235264326,0.146118543,0.259391192,0.484716510600433,0.0383194024844984,1.3500155783756
"T5527",0.092917343,0.056108905,0.317085333,0.090506483,0.09955307,0.086480378,0.315267241,0.09757186,0.129075169,0.130192765,0.292428775,0.355868063,0.271935718,0.129041762,0.05846589,0.18444307,0.070583532,0.05673747,0.246760006,0.130381672,0.355842209,0.087268298,0.063653859,0.278659666,0.127105699,0.310368169976513,0.494807032217776,1.56994845095497
"T5533",0.085421469,0.054603358,0.315428331,0.078032901,0.08514395,0.051720578,0.311350847,0.095741226,0.103041153,0.120296537,0.291641556,0.059307259,0.289003197,0.134330278,0.052533767,0.188672282,0.062711214,0.139942963,0.258078753,0.12415746,0.324227858,0.053353811,0.069267087,0.290864656,0.127175977,0.359221041418738,0.360541693972104,1.50526025437566
"T5529",0.09568384,0.055089642,0.294173366,0.109220191,0.115912358,0.05406092,0.295149508,0.144584696,0.142337458,0.104779603,0.280772637,0.089918082,0.195132512,0.07109032,0.053506123,0.214026033,0.079437687,0.07893188,0.256970184,0.145458292,0.291088903,0.138028534,0.064226858,0.280685877,0.114576622,0.188913812619343,0.881906031283213,1.75645031714312
"T5531",0.118442509,0.064363868,0.30861449,0.095110362,0.100353141,0.07419908,0.309067998,0.119169347,0.089795402,0.147481861,0.275529617,0.334822187,0.104118752,0.120229112,0.069634274,0.179051748,0.077446769,0.125217857,0.234270193,0.145944629,0.335357153,0.082102362,0.096958694,0.270123527,0.120648717,0.197612546002369,0.850179869284941,1.74116485158017
"T0064",0.072155216,0.068214066,0.061158083,0.058032334,0.092667056,0.098714632,0.33354934,0.345445182,0.058795639,0.301243955,0.246352802,0.110571975,0.140786286,0.058244286,0.107054886,0.091656225,0.05912252,0.319674196,0.071187707,0.315980368,0.357583904,0.077087425,0.331631182,0.146118543,0.070892144,0.472698583196323,0.0684880073700129,1.36455062270541
"T0583",0.046707238,0.242686116,0.069380923,0.055531868,0.254292474,0.081896919,0.566800788,0.153241134,0.227623388,0.248657906,0.226484792,0.150389425,0.22649575,0.063582533,0.043838028,0.048278992,0.052758722,0.100650999,0.128350797,0.153579371,0.402872468,0.067417099,0.174978625,0.110430339,0.236970654,0.29192761071873,0.547762164060649,1.59546190083931
"T0584",0.044412358,0.263071979,0.070978218,0.065620081,0.248942928,0.071299072,0.414891135,0.160259464,0.227252835,0.251051983,0.221612999,0.251969966,0.219568575,0.064844307,0.029987553,0.041893431,0.069357593,0.111369272,0.076467055,0.169208023,0.324907272,0.063969488,0.151407351,0.11430388,0.228112606,0.249187149491476,0.677049893012985,1.65775191652794
"T0585",0.050734203,0.269484687,0.075898597,0.069464763,0.253017417,0.091822683,0.382255603,0.157147207,0.25964145,0.265096093,0.240102134,0.236595374,0.235707609,0.067716878,0.038931706,0.048300226,0.052240593,0.10924463,0.038116962,0.165014872,0.367722617,0.06633386,0.146372177,0.124421159,0.243939267,0.302170234976383,0.518168844821725,1.58120402552037
"T0586",0.054610829,0.249573999,0.05302295,0.050893063,0.221867527,0.053864553,0.907545661,0.149621677,0.167340989,0.277083544,0.223420682,0.157485429,0.195368216,0.051151817,0.0914029,0.051313008,0.053967912,0.068943122,0.171834547,0.150340611,0.437949893,0.051050297,0.158655418,0.082688891,0.196057163,0.380997935732519,0.302860898072013,1.4774700092328
"T0587",0.075262788,0.295569612,0.090160101,0.088281038,0.192826852,0.093010271,0.511349235,0.154236982,0.168467379,0.256897902,0.27486844,0.156148081,0.214104216,0.081955516,0.064867425,0.077565703,0.077136568,0.110729633,0.06235404,0.173865555,0.277942462,0.069122883,0.075843705,0.131270081,0.299192593,0.158392765666031,1.0010853825121,1.81387017994034
"T0588",0.080121261,0.284687964,0.089037086,0.086635568,0.287090687,0.088143997,0.547941824,0.131771567,0.163051867,0.258315177,0.252948489,0.157083854,0.200998444,0.083586506,0.076163347,0.082267382,0.080741907,0.097820834,0.076668899,0.159703604,0.311428996,0.078801291,0.085574642,0.111933226,0.284555152,0.167180745302361,0.965366068393597,1.79666083876885
"T0592",0.046225844,0.073444098,0.064103883,0.053466258,0.202238104,0.133580901,0.626758677,0.167209243,0.083453837,0.227921776,0.193481799,0.218380545,0.190490898,0.058562788,0.048190617,0.057900579,0.215821467,0.130627948,0.106039617,0.223387096,0.209600966,0.204369334,0.186402395,0.103493626,0.28565445,0.0858768332822702,1.36659059574332,1.98996829575489
"T0593",0.03506344,0.101258757,0.062086575,0.049081217,0.171041388,0.12441213,0.453157644,0.168656146,0.035727627,0.211051836,0.185920868,0.210958913,0.172853726,0.055621057,0.045806772,0.055100647,0.171047407,0.13200433,0.137600335,0.171786543,0.14120566,0.208497633,0.204418483,0.113325001,0.294963914,0.0991468259489009,1.28642822872745,1.95134657086638
"T0594",0.037996323,0.140727538,0.060595811,0.049511559,0.192825681,0.057743573,0.458395496,0.196588909,0.127386765,0.234340971,0.195528105,0.206657758,0.192371817,0.054527277,0.045094149,0.053338743,0.200421699,0.133610347,0.099182533,0.204893396,0.124268955,0.20082732,0.198933467,0.117067135,0.282934158,0.0903114201973968,1.33883977099738,1.97659812270904
"T0589",0.051321984,0.231773777,0.093876068,0.068813528,0.244326616,0.121661498,0.453796823,0.144966833,0.08975312,0.242506417,0.287960209,0.257920391,0.282696903,0.073452796,0.050935658,0.046974384,0.153986428,0.123909872,0.120695031,0.319151691,0.051423773,0.257546828,0.168295727,0.132327604,0.294925476,0.173331848144926,0.941080327080477,1.78496012115502
"T0590",0.048100696,0.241857903,0.092082196,0.064690692,0.246814613,0.118101171,0.39406391,0.139593619,0.04812958,0.244152773,0.294424229,0.256030574,0.283171686,0.068615159,0.045957544,0.040965846,0.173177268,0.123188751,0.124831306,0.317323442,0.123846331,0.259792122,0.16877244,0.127665877,0.282897455,0.175465067766827,0.932786649707751,1.78096427949356
"T0591",0.059128464,0.233590273,0.091825336,0.070105786,0.280194797,0.11315792,0.475468668,0.143554931,0.067165932,0.259423971,0.298797003,0.285790611,0.295859403,0.078203606,0.04223566,0.044539348,0.14053944,0.11542977,0.108426213,0.329746186,0.117552991,0.267673562,0.164993623,0.116481003,0.311729471,0.214408751430526,0.791216777176848,1.71275680417904
"T0595",0.035251585,0.16706709,0.070065857,0.060598279,0.309964749,0.027656524,0.7433151,0.123547015,0.183722776,0.17867235,0.16629688,0.169277193,0.23129989,0.062965813,0.021794218,0.046488518,0.158310706,0.131075245,0.027476163,0.163131582,0.411460609,0.118635486,0.07732794,0.101863,0.312889309,0.443731171036419,0.141515973411842,1.39973503801934
"T0597",0.038184606,0.159697256,0.069000692,0.063066284,0.266250703,0.032490702,0.708411862,0.111723153,0.181658985,0.188486116,0.156613163,0.175641391,0.213637329,0.064115133,0.02490232,0.050003146,0.126402751,0.134455347,0.030841128,0.150139082,0.44280181,0.078183186,0.06788675,0.104949718,0.308548793,0.485204791637787,0.0370945929354013,1.34942547282849
"T0572",0.051838374,0.334938844,0.085861015,0.075732492,0.070639426,0.139774903,0.214232503,0.212101754,0.25639594,0.33564887,0.24993453,0.243109107,0.222227051,0.133923179,0.132280002,0.076456048,0.095892113,0.159636828,0.050298217,0.305404099,0.060069761,0.240324651,0.172100153,0.143433091,0.220840818,0.132021133872904,1.11688787920537,1.86966309543401
"T0581",0.043772531,0.057776508,0.043442839,0.069095194,0.258285893,0.065854492,0.232632378,0.163841492,0.098557875,0.149358323,0.109268675,0.154044587,0.28368463,0.071036995,0.036926784,0.06866882,0.273908123,0.136823549,0.042462449,0.161316405,0.041649607,0.037245996,0.064441194,0.063820072,0.211972414,0.412733113902037,0.220519961696711,1.4377986633116
"T0582",0.041527294,0.060138181,0.071361096,0.057750545,0.294870722,0.067064598,0.502981972,0.164687585,0.055361239,0.140718362,0.249279148,0.237312258,0.300013803,0.066699561,0.032536075,0.05852979,0.2129565,0.135968226,0.033547772,0.117250875,0.058686384,0.039939356,0.056814448,0.091825182,0.242242354,0.474720366565831,0.0634091099859904,1.36210364184887
"T1096",0.097736667,0.116016253,0.106226429,0.099477581,0.140283272,0.146822548,0.265010492,0.058549437,0.223082399,0.304856879,0.170268389,0.121016415,0.21580418,0.097840086,0.11882076,0.103246626,0.098968586,0.272277219,0.097444491,0.220978563,0.138380994,0.124558636,0.176521497,0.146118543,0.126595217,0.0121060363660054,2.25374725457978,2.41739480130953
