"","argA","argB","argC","argE","argF","argH","argI","argR","artI","artJ","artM","artP","artQ","lysO","pval","z","inv_cof_var"
"T6003",0.184053201,0.170526315,0.103711836,0.101759326,0.111183891,0.09403697,0.096847776,0.092096892,0.051590752,0.13515332,0.12587186,0.056961482,0.282713981,0.058228788,0.343307384266597,0.403453319886069,1.9465288485967
"T6005",0.176899228,0.201371363,0.056574828,0.096469401,0.217866066,0.094344997,0.082536779,0.068354112,0.137748613,0.110542394,0.102523046,0.052897769,0.29346012,0.05558651,0.461840699763238,0.0957975042980435,1.72719676707104
"T6007",0.192613263,0.160183507,0.142630915,0.117032472,0.073964084,0.158434563,0.088882759,0.075753533,0.065298393,0.100595444,0.098931252,0.047170635,0.283944176,0.053153874,0.404048965018382,0.242880554261149,1.83205430549881
"T6009",0.187301476,0.177451821,0.089865254,0.136223453,0.101096525,0.144230697,0.092401243,0.077423672,0.065683983,0.093907856,0.094081121,0.069822217,0.279277244,0.059412644,0.339765003705829,0.413104561676593,1.95340935221135
"T6011",0.182491113,0.092614103,0.081828903,0.092001723,0.092048526,0.083970633,0.092546311,0.076882636,0.084390145,0.102097293,0.118205778,0.07223807,0.279377384,0.081908341,0.338945985651865,0.415341436896898,1.95500405146072
"T6015",0.164180131,0.112645729,0.09586535,0.096493884,0.101045468,0.094479865,0.092860384,0.080198112,0.142491985,0.131498749,0.120766985,0.062317519,0.283145779,0.069701769,0.252195889707162,0.667595580731648,2.13483951576033
"T6017",0.180259892,0.146403818,0.128455242,0.126228681,0.070937883,0.1289656,0.099335692,0.082654713,0.078489265,0.11188691,0.107499145,0.056547022,0.274961275,0.068923951,0.265650739971269,0.626020523303394,2.10520008291601
"T6019",0.182340684,0.099059423,0.130620139,0.083439873,0.141368806,0.097368714,0.090803456,0.079699318,0.080395676,0.07707616,0.119554931,0.069375034,0.270798985,0.076653226,0.279408628942609,0.584599181943438,2.07567023638052
"T6021",0.194914836,0.07751337,0.14650574,0.127020408,0.112769663,0.135280962,0.098695153,0.083529218,0.088680705,0.064034057,0.117533593,0.063406054,0.264783581,0.075110178,0.262550927541055,0.635500784731695,2.11195869226816
"T6023",0.180239288,0.062660322,0.133162333,0.085708912,0.09206438,0.080144986,0.099595667,0.065124409,0.101438596,0.066109555,0.119604983,0.075371546,0.274387399,0.087115026,0.365857155844112,0.342846008265314,1.90332105878766
"T6025",0.174924075,0.04973797,0.138527054,0.148715145,0.136629836,0.148072291,0.091834107,0.076076309,0.085945518,0.074673641,0.108583021,0.063678241,0.277823708,0.074564482,0.329294120168614,0.44186314657287,1.9739117447144
"T6027",0.179021362,0.069268178,0.139444375,0.099767177,0.061583695,0.105717477,0.106879419,0.066464846,0.129953259,0.071315936,0.103055967,0.060507805,0.269497073,0.085399743,0.345143457161395,0.398465730679991,1.94297312734282
"T1770",0.056601751,0.166429847,0.161688161,0.268989424,0.128966762,0.120166854,0.206480821,0.114960324,0.353319069,0.09371073,0.094096432,0.191863897,0.184887668,0.09293225,0.308632116371367,0.499731381399584,2.0151668088337
"T1771",0.064415471,0.177113611,0.173501353,0.221968681,0.136945431,0.12952852,0.219666419,0.12418402,0.316606281,0.10933571,0.095725373,0.258753094,0.139936043,0.097827622,0.188257656650092,0.884335160437601,2.28935615662098
"T1772",0.067041493,0.177872114,0.175121666,0.166771932,0.134619997,0.142748714,0.236148507,0.122925029,0.336207864,0.126420028,0.106821408,0.288864112,0.152943572,0.104032641,0.202270140348352,0.833539942684352,2.25314354409462
"T1774",0.057550722,0.166404172,0.143638128,0.316245734,0.129471028,0.133234655,0.195570873,0.091621673,0.303460361,0.106110549,0.104637536,0.30057343,0.222870138,0.072609691,0.362547568223113,0.351657501022767,1.90960289371461
"T1775",0.086854758,0.176130495,0.158945868,0.330830897,0.170582021,0.113501935,0.209404933,0.165468708,0.341380251,0.123105833,0.105508261,0.06531183,0.06573508,0.070816948,0.444821130115174,0.138756891159676,1.7578231074944
"T1776",0.069791635,0.20448906,0.203647932,0.325763425,0.145609697,0.099338978,0.228202207,0.17196293,0.326854263,0.145353287,0.078377153,0.283191349,0.087653834,0.102385758,0.322940388304395,0.459492165776432,1.98647971606831
"T1777",0.193765122,0.329440482,0.342408763,0.195862841,0.278707366,0.202881148,0.329577566,0.256809484,0.356731484,0.228756863,0.071996088,0.252482096,0.083608685,0.089713035,0.157625891647563,1.004263165046,2.3748544880395
"T1778",0.126312152,0.247126394,0.267106867,0.132475278,0.213058156,0.113880243,0.285275899,0.206566233,0.352702968,0.183414039,0.081253056,0.194881255,0.067686919,0.088317187,0.251313559952853,0.670361894220102,2.13681165886582
"T1779",0.20706463,0.248871934,0.308971977,0.107396738,0.245036269,0.109795916,0.308440856,0.203462146,0.346670242,0.179338053,0.070858205,0.138530829,0.077988111,0.082709352,0.310855441086953,0.493427037323506,2.01067235484063
"T1780",0.124878603,0.239893696,0.24419521,0.180413089,0.202700512,0.117485716,0.26865474,0.215782934,0.335261402,0.174487118,0.132130603,0.236966628,0.101596195,0.088058642,0.0829892131609627,1.38524218239573,2.64645969313925
"T1781",0.093631759,0.190850154,0.200182172,0.3584214,0.171086929,0.098487823,0.264868907,0.163780678,0.361892518,0.138536958,0.096355621,0.22920111,0.109417509,0.074525376,0.344753659831799,0.39952376062169,1.94372741150607
"T1782",0.086304977,0.155873895,0.132812895,0.301692277,0.12463984,0.101813255,0.173319501,0.149054492,0.248272608,0.127509777,0.296366138,0.302273159,0.215067196,0.075035306,0.222299570487206,0.764449968407123,2.20388834688076
"T1783",0.088537161,0.156287347,0.138162287,0.320803455,0.129629774,0.114639404,0.178563431,0.156530204,0.247857049,0.132169982,0.24446559,0.325642084,0.081258268,0.074732991,0.289659675330592,0.554379210755518,2.05412600139955
"T1784",0.087306431,0.141227245,0.119411735,0.29963073,0.106717125,0.133745881,0.180212676,0.120292969,0.230207813,0.116239233,0.103507894,0.314159297,0.091491086,0.082225025,0.322399686788223,0.460998928881892,1.98755390830373
"T1785",0.12017231,0.20634368,0.187579695,0.294043133,0.158807247,0.106473508,0.198950102,0.173475736,0.315863418,0.154603461,0.119428155,0.257058424,0.142389464,0.059516869,0.130454181727572,1.12424674584087,2.46039244048919
"T1786",0.087501963,0.169248437,0.16203137,0.291652435,0.131715537,0.090749036,0.178783215,0.155521569,0.271838974,0.11742855,0.053582333,0.317524988,0.080556727,0.069634457,0.401843393388271,0.24857857018769,1.83611649977701
"T1787",0.065999533,0.126483707,0.131757661,0.285234763,0.106521346,0.076172523,0.173077712,0.125344642,0.265981229,0.114655503,0.063737715,0.305087124,0.306833624,0.073651904,0.464750887800289,0.0884717008143419,1.72197410055372
"T1788",0.070611508,0.260826197,0.279407069,0.346427239,0.199468877,0.176740732,0.360785715,0.313662075,0.199770862,0.15136173,0.087134743,0.162984494,0.120112454,0.07370862,0.300750154038724,0.522244209856804,2.03121651527957
"T1789",0.058757834,0.206373052,0.219860506,0.342754533,0.167017746,0.150018448,0.3094126,0.267122921,0.250279107,0.122599397,0.073130586,0.186884835,0.155505825,0.079222688,0.259291521277072,0.645531143860849,2.11910947387143
"T1790",0.144476028,0.343693736,0.357344511,0.141665606,0.251408099,0.343074657,0.37265387,0.298508029,0.351129676,0.17598425,0.076303598,0.238524459,0.104006073,0.079289632,0.269742765841402,0.613591152241247,2.0963390125608
"T1791",0.185781587,0.313358652,0.366319531,0.138404947,0.251724982,0.272994301,0.366664928,0.38623203,0.210048071,0.210546546,0.084752512,0.303680792,0.084039411,0.076784061,0.250488284142508,0.672953980970593,2.13865959332269
"T1792",0.132024095,0.252159181,0.295752835,0.048225433,0.217551786,0.189439375,0.346059289,0.322199517,0.275565667,0.161518736,0.076109189,0.246939083,0.07005963,0.082627087,0.350958156228448,0.382734930061068,1.93175842224382
"T1793",0.08848235,0.249435095,0.265653731,0.058431114,0.192346737,0.218847339,0.285733013,0.270573751,0.272340741,0.144400452,0.076982328,0.304634647,0.119230249,0.101960139,0.246397074716178,0.685871490758395,2.14786866451958
"T1794",0.069930145,0.153341517,0.134105808,0.283500506,0.10793442,0.098334868,0.150013153,0.129277732,0.197477584,0.118392617,0.082151912,0.281858114,0.202442421,0.066724404,0.264022292365935,0.630993790219574,2.10874559361153
"T1795",0.074422891,0.185424079,0.164731389,0.319092926,0.164729946,0.118645649,0.254863089,0.175545715,0.250800928,0.12479149,0.089967918,0.208853519,0.170975015,0.093087132,0.136385013460824,1.0967057846351,2.44075810873787
"T1796",0.097786965,0.208264828,0.228131134,0.114475711,0.203217592,0.144492295,0.307370316,0.222332891,0.27188186,0.146992701,0.090830959,0.160286264,0.226789106,0.083734284,0.101655946181067,1.27217234180067,2.56585064159868
"T1797",0.104282297,0.188031978,0.191611957,0.102857162,0.165717844,0.128649358,0.225606205,0.193239672,0.262363466,0.13586216,0.068370966,0.295666165,0.245213343,0.075346569,0.149468620042337,1.03871513501371,2.39941577342015
"T1798",0.084329509,0.168036594,0.161466615,0.164902079,0.148770215,0.108124232,0.210109007,0.181493872,0.246114968,0.123388083,0.127373741,0.310182238,0.333304692,0.072474924,0.208159979583214,0.812822280694612,2.23837363662556
"T1799",0.0787301,0.155399879,0.143492238,0.258421403,0.132273964,0.107610215,0.196023224,0.171035571,0.235542147,0.115309603,0.1725992,0.328164414,0.321090645,0.06159305,0.251984556121402,0.668257695826819,2.13531154675951
"T1800",0.097311729,0.168578998,0.156006811,0.070918597,0.143291255,0.122215826,0.181781545,0.149306776,0.302165745,0.132270897,0.093447746,0.235619485,0.271907056,0.081384517,0.205126492789044,0.823448511697649,2.24594922352033
"T1801",0.081451083,0.136479687,0.116583274,0.320238083,0.098950225,0.094429811,0.14181905,0.135507428,0.264862965,0.107660102,0.085884983,0.319056523,0.18041868,0.075286948,0.418959241738994,0.204556706234759,1.804732704756
"T1802",0.08279946,0.137352421,0.126028219,0.263096667,0.10617333,0.095861698,0.145607632,0.128528354,0.29461818,0.107334869,0.061463766,0.203984318,0.098390359,0.080931341,0.319212897064121,0.469900937992615,1.99390027358951
"T1803",0.065279827,0.160633913,0.149588417,0.304159504,0.125183393,0.097286332,0.187935575,0.143727421,0.281268513,0.103772108,0.114527703,0.284708711,0.245915983,0.103234688,0.248886822236628,0.677996922535107,2.14225477603764
"T1804",0.048283543,0.115956619,0.09138329,0.160552334,0.082551888,0.083925083,0.107279555,0.117675099,0.283466625,0.07988127,0.122126402,0.307119258,0.18741609,0.075792083,0.466414964795763,0.0842848850864218,1.71898926177597
"T1805",0.050550809,0.136419157,0.132009183,0.271708111,0.107218268,0.082273753,0.137200672,0.117532402,0.315652627,0.096013878,0.262545897,0.163258451,0.250175187,0.081824466,0.371355887804431,0.32826437776329,1.892925612942
"T1806",0.067125967,0.160371704,0.149616575,0.295262091,0.115701337,0.153839826,0.151123391,0.089733232,0.244499191,0.099303921,0.110074704,0.321113237,0.104258735,0.051669949,0.396864945021788,0.26147024837938,1.84530715527213
"T1807",0.060725915,0.146923756,0.135924227,0.319262825,0.110515928,0.141331373,0.160685492,0.098081416,0.258137393,0.103540478,0.111789962,0.325416012,0.09615795,0.054089322,0.458204374463834,0.104958487454418,1.73372775853196
"T1808",0.062690566,0.138640448,0.122978459,0.274537637,0.099986591,0.116700702,0.174090486,0.133076625,0.309175474,0.112160054,0.121304163,0.361328362,0.128952995,0.054325224,0.465670334943192,0.0861581858838402,1.72032476379609
"T1809",0.089737855,0.171754614,0.136435971,0.065571916,0.143192811,0.172041788,0.218183508,0.107527978,0.24389909,0.114680293,0.120843565,0.35633564,0.053728605,0.064860196,0.430094629952321,0.176133249517619,1.784469229762
"T1810",0.110292865,0.210118412,0.160203357,0.337015886,0.179451667,0.189423426,0.290518829,0.136241453,0.338426397,0.154589215,0.058337723,0.280203106,0.087475853,0.067437157,0.335113229068857,0.42583722751492,1.96248664560284
"T1811",0.041088901,0.162274186,0.111952497,0.333799462,0.135688663,0.102355068,0.172407846,0.087725106,0.320531388,0.107487785,0.346411088,0.345142961,0.254698928,0.071864148,0.49774577457886,0.00565053524677651,1.66292974735794
"T1812",0.085794739,0.167973295,0.17005183,0.307355972,0.147798751,0.127457174,0.186655629,0.132948696,0.304299227,0.141751551,0.163172435,0.324077376,0.212134861,0.0739712,0.186047635291806,0.892555478062856,2.29521653462847
"T1813",0.092923088,0.187634052,0.199127965,0.10048659,0.156992972,0.130365652,0.187261137,0.150975101,0.287437425,0.14580935,0.068082413,0.313409475,0.113813537,0.078599903,0.238096437032004,0.712439158884317,2.16680912218719
"T1814",0.07095453,0.152836756,0.17027291,0.354968264,0.120895551,0.117270874,0.181481165,0.102372679,0.318221568,0.137779221,0.11782435,0.36296286,0.135345153,0.060393205,0.468915322180001,0.0779967423098698,1.71450635791317
"T1815",0.095291689,0.188650938,0.201411417,0.065641553,0.170160382,0.142439701,0.224242159,0.125432362,0.348654107,0.135772078,0.120326868,0.327845828,0.211954375,0.061475726,0.317914143161089,0.473539557038647,1.99649429537882
"T1816",0.098001417,0.198084629,0.192853132,0.106602504,0.159827627,0.099722672,0.179108311,0.158016086,0.33475874,0.141917998,0.111312323,0.131297736,0.078964895,0.074598423,0.228055601864448,0.745265548466435,2.19021150885184
"T1817",0.091000641,0.199043423,0.193706627,0.079799574,0.165040988,0.115549867,0.187067145,0.141887583,0.362402549,0.134373059,0.082354398,0.127804083,0.075320857,0.070474999,0.381460799239121,0.301646444598631,1.87394932063381
"T1818",0.085676856,0.16821423,0.160359743,0.32121271,0.153050229,0.108115778,0.233770289,0.177980677,0.304404548,0.141909148,0.115975901,0.35081975,0.057784407,0.058173521,0.405087872973853,0.240199313377252,1.83014281182848
"T1819",0.089909969,0.164348572,0.155821644,0.204031738,0.151006314,0.109830348,0.186191549,0.167534387,0.330847363,0.130285594,0.334715126,0.303719274,0.259417811,0.058427436,0.242791611982188,0.69735089552838,2.15605249078031
"T1820",0.086484599,0.155812554,0.156192043,0.351781727,0.152431061,0.114596711,0.179819757,0.170935563,0.328326725,0.114563938,0.250209512,0.323799798,0.102884819,0.055871467,0.362724919006661,0.351184632907366,1.90926577950197
"T1821",0.111662263,0.182919651,0.180225211,0.057569653,0.16905747,0.110678287,0.214022406,0.232940213,0.321253317,0.148709023,0.333188651,0.287722138,0.172383201,0.06566246,0.251625756771274,0.669382497537744,2.13611343343956
"T1822",0.120129586,0.197190602,0.195097494,0.329067255,0.17502931,0.118030871,0.314541593,0.241109937,0.256881429,0.158841843,0.083923605,0.137803625,0.052024991,0.065424819,0.312984482205244,0.487408368312771,2.00638156254856
"T1823",0.111020982,0.17214003,0.175967652,0.348678614,0.163229694,0.101051802,0.352344209,0.234569086,0.335437353,0.146534171,0.101107009,0.160137746,0.055515669,0.056940427,0.442237613277446,0.145298465079604,1.76248668592074
"T1827",0.128712827,0.254297604,0.152040004,0.185471484,0.144075258,0.144234689,0.076961436,0.152185908,0.258861195,0.152987732,0.096122722,0.244866954,0.126091217,0.098967141,0.0681023861851852,1.49007402779727,2.72119576408966
"T1828",0.124743928,0.214109984,0.155712082,0.168881416,0.136878654,0.157340985,0.094165821,0.150566196,0.224139671,0.137190516,0.108077576,0.225223883,0.263663237,0.097239334,0.0225620334127396,2.00349609031469,3.08722144593127
"T1829",0.059999542,0.140751351,0.123815752,0.139839061,0.119490515,0.228260964,0.131932768,0.138435033,0.23926989,0.129319111,0.100608454,0.252798709,0.250186661,0.092033323,0.135118026778209,1.10251911371542,2.44490251135657
"T1714",0.170878676,0.392756635,0.352406439,0.421060232,0.229035115,0.132945872,0.059142988,0.27820482,0.270095044,0.134817163,0.05974048,0.439008417,0.206455849,0.066380878,0.469220001690051,0.0772307202710965,1.71396025021832
"T1085",0.100615715,0.186768071,0.122054532,0.234473281,0.113435378,0.134591926,0.079226784,0.164325617,0.297261582,0.131190295,0.108507026,0.321173972,0.210856752,0.056229986,0.301042596707303,0.521404247178772,2.03061769428142
"T1086",0.095280467,0.18864929,0.124505363,0.218821362,0.112624158,0.132176645,0.06874676,0.179655026,0.318677157,0.139039748,0.065299445,0.340414911,0.228565913,0.049331215,0.425252566793649,0.188473951104267,1.79326708642307
"T1069",0.058014343,0.143349927,0.085733043,0.173655003,0.08531041,0.102066248,0.045012975,0.157079632,0.229823976,0.097120499,0.066167175,0.13335884,0.162556841,0.050618207,0.276339514052811,0.593750459622423,2.08219430867252
"T1070",0.05407548,0.144857297,0.089137262,0.1767506,0.079357666,0.097840914,0.041473906,0.146965275,0.215477991,0.089260475,0.059427215,0.066172493,0.158003725,0.055091863,0.335278235570523,0.425384407059503,1.96216382364398
"T4796",0.318845344,0.091111557,0.10178318,0.104281862,0.090908192,0.097584247,0.091337918,0.088708463,0.115592168,0.189313291,0.106126179,0.1027996,0.105908291,0.091152975,0.344389437089279,0.400512777587249,1.94443249536514
