"","crp","lsrA","lsrB","lsrC","lsrD","lsrF","lsrG","lsrR","oxyR","rbsR","tam","pval","z","inv_cof_var"
"T0048",0.326685294,0.049758382,0.053527569,0.028007955,0.051307464,0.043740468,0.056827883,0.033466514,0.038294794,0.026776828,0.033166474,0.322831526676367,0.459795444529035,3.76626820775652
"T0049",0.273058767,0.066190765,0.070608711,0.037278402,0.067393257,0.059261534,0.07484738,0.044265036,0.034885646,0.034695626,0.035393917,0.417086321468984,0.209353047859182,3.14786223741427
"T2826",0.249375831,0.051781099,0.056157321,0.042339654,0.057656911,0.047263265,0.057878339,0.044882205,0.082030594,0.042694883,0.044310104,0.237263917263671,0.715131429931631,4.39675769322626
"T2423",0.172083914,0.044562543,0.042889402,0.051027831,0.044893034,0.068609605,0.041666744,0.052415329,0.081274026,0.081108161,0.073260042,0.347151865200487,0.393021325914152,3.60138592678146
"T2403",0.383028625,0.064114878,0.065794007,0.04937717,0.06193816,0.070310624,0.08149627,0.051652623,0.070960412,0.049377799,0.051515628,0.112964483353105,1.21091243393793,5.62096708004161
"T2404",0.456682572,0.046237426,0.046684881,0.033201181,0.050377118,0.055631132,0.0839608,0.032127325,0.069282919,0.031155674,0.041442972,0.459469704442872,0.101769785363849,2.88221180154293
"T2415",0.051518755,0.043100869,0.045728954,0.040614508,0.043181776,0.073786889,0.047775482,0.04007612,0.069103552,0.040256021,0.047397345,0.28386538638517,0.57139668931584,4.04184006376605
"T2416",0.034068166,0.036324953,0.039200582,0.032468462,0.036415771,0.062054033,0.041822817,0.032972057,0.057021696,0.03254602,0.044613409,0.288127819089273,0.558862391126805,4.01088969379188
"T0008",0.43871333,0.039112893,0.04385991,0.030060917,0.041232982,0.033185757,0.069345725,0.060379624,0.06149751,0.091736145,0.04544859,0.487486728222389,0.0313712657912669,2.70837995283909
"T0009",0.293811166,0.068838367,0.069255998,0.065955763,0.068947284,0.068113654,0.07458676,0.06890296,0.070982415,0.068421087,0.065535317,1.01810742210638e-23,9.97126364132647,27.2525021594857
"T0010",0.220040108,0.036265658,0.03895338,0.032668104,0.036115874,0.034255174,0.048832409,0.033489093,0.054455418,0.044821045,0.037005772,0.126910989998869,1.14111521619783,5.44861999848635
"T2675",0.283097852,0.060119195,0.060690393,0.054787504,0.06624099,0.057246667,0.061487837,0.056193669,0.11193855,0.05578485,0.060679302,0.318830776446047,0.470970848031327,3.79386312115255
"T2676",0.300991608,0.05623369,0.05660067,0.039036668,0.068102653,0.048122354,0.058658162,0.044948689,0.064681503,0.039747214,0.044114224,0.161898228707748,0.98668628138783,5.06729568379378
"T1863",0.341059989,0.111183508,0.118131244,0.074429082,0.10596121,0.093605609,0.123323133,0.081157408,0.073777811,0.0728111,0.075121222,0.209431910833192,0.80839397081227,4.62704662535904
"T1867",0.35121479,0.126555654,0.127478194,0.089288801,0.118909233,0.112271497,0.132529142,0.09699503,0.084865979,0.09102757,0.083505853,0.120278899799311,1.17359371558278,5.52881767345864
"T0014",0.404622713,0.049432638,0.05449574,0.038555395,0.051459847,0.046444278,0.067384963,0.051072924,0.055604179,0.040686341,0.041796279,0.0976566033931032,1.2950203578029,5.8286509345439
"T0053",0.323330729,0.04316761,0.047264204,0.039897727,0.043535014,0.041098642,0.049055855,0.037590644,0.06895497,0.041324534,0.055908337,0.171925655804951,0.946582996686472,4.96827047472605
"T0006",0.147819165,0.036251533,0.040688779,0.032263892,0.031910865,0.031650731,0.067503815,0.032264581,0.069182226,0.031623891,0.056929402,0.474531081700172,0.0638845387736768,2.78866349266719
"T0007",0.060416859,0.060126581,0.061814624,0.054054728,0.054485775,0.05339702,0.077008578,0.049683362,0.063043727,0.051686914,0.054182813,0.0313252241621939,1.8616641252374,7.22783850620997
"T0046",0.264197859,0.093841538,0.09993035,0.059238975,0.093853911,0.087062517,0.103574779,0.07701031,0.084916939,0.055230609,0.048205715,0.2777795286963,0.589450576235603,4.0864197020682
"T0050",0.309581212,0.04850279,0.050877645,0.036264807,0.048052039,0.045985904,0.053105676,0.040576639,0.052389813,0.035339886,0.038925951,0.0488195759530756,1.65640834684941,6.72100978834832
"T0051",0.324752963,0.047795508,0.050846664,0.030831198,0.047099004,0.044328007,0.053130255,0.035447968,0.049928625,0.029880806,0.03645441,0.176225356402362,0.929846217451386,4.92694311026658
"T0052",0.277019902,0.054130855,0.058503587,0.031079937,0.052939142,0.0495756,0.061910286,0.037335128,0.048573239,0.029495099,0.033510575,0.310750021724474,0.493725514547998,3.85005017979026
"T1865",0.3420118,0.125096885,0.127864451,0.089125741,0.122934276,0.117789272,0.131886541,0.109804922,0.082049722,0.104258297,0.075405543,0.133618628867552,1.10944732148225,5.37042391259718
"T1869",0.37626561,0.124522349,0.129130107,0.083261721,0.122000586,0.116556225,0.13433681,0.107286094,0.122471505,0.087992446,0.066660769,0.185105242684289,0.89607916216027,4.8435636630541
"T2817",0.052005117,0.052532237,0.057347803,0.051067273,0.062370343,0.055757573,0.057193933,0.052717835,0.057564494,0.053409374,0.048303106,4.21225097486257e-06,4.45410206654513,13.6292270968161
"T2825",0.329499873,0.051507949,0.054450184,0.03866194,0.058414165,0.045632006,0.057308812,0.042174492,0.044775573,0.040866787,0.052218297,0.0432392857369599,1.71427315231316,6.86389270932056
"T0172",0.254759633,0.051261967,0.06360461,0.05161247,0.049405302,0.050508327,0.056455821,0.052731308,0.05175823,0.091513477,0.050322662,0.233384456572745,0.727746282197877,4.42790697170372
"T0485",0.347356355,0.052129365,0.055568077,0.03049438,0.053436174,0.046805731,0.059080761,0.044942594,0.05487002,0.042956339,0.046328666,0.0936488658080881,1.31861537305202,5.88691302792105
"T0486",0.329347876,0.062589552,0.064385257,0.055282777,0.063476943,0.059809754,0.066137473,0.059000935,0.061320711,0.058029157,0.059521016,3.90146056385017e-11,6.50435158100482,18.6918145711908
"T0487",0.32626955,0.051880794,0.052501734,0.055811244,0.052278738,0.051507946,0.053281253,0.051540462,0.07741612,0.05146138,0.070265439,0.0769239556342566,1.42607078327933,6.15224776402701
"T0491",0.378581926,0.05119549,0.051377922,0.054245545,0.051224387,0.051114785,0.051700845,0.051665099,0.080286264,0.055867942,0.067762322,0.098979296366198,1.28738941249214,5.80980818985579
"T0492",0.37998872,0.053114461,0.053603532,0.054288882,0.053193311,0.052419556,0.054272324,0.05197141,0.080403069,0.055785005,0.067772256,0.0705045151951947,1.47204387330146,6.26576701525127
"T0493",0.342623191,0.048586692,0.048545209,0.058355063,0.048591776,0.049059705,0.048597162,0.051334424,0.087995125,0.061012541,0.075559241,0.261523505501015,0.638655587178647,4.20791938799417
"T0497",0.341592379,0.049241895,0.048802363,0.062131268,0.049224334,0.049452717,0.049024726,0.053685733,0.094792979,0.05162158,0.083290339,0.349693076492524,0.38614922822356,3.58441696985905
"T0498",0.330346546,0.038446582,0.039847139,0.041373228,0.038813955,0.036986667,0.041280077,0.036476062,0.081343199,0.036530075,0.063978731,0.434809032819667,0.164143642920169,3.03622871888202
"T0499",0.36095578,0.047650642,0.048003348,0.057988881,0.047701956,0.046955564,0.048822383,0.049515238,0.090721765,0.047943602,0.080696439,0.351432999053933,0.381454539238774,3.5728245887938
"T0697",0.288781428,0.070180995,0.07541662,0.034383278,0.065115947,0.062452129,0.079291828,0.046500637,0.043136626,0.032856971,0.033393417,0.443783789356591,0.141382752752473,2.98002629246712
"T0698",0.299619362,0.066939164,0.074303302,0.042907225,0.065728689,0.063549847,0.077523467,0.05242863,0.062082202,0.04283341,0.050480913,0.179116117748372,0.918738751510415,4.89951595198745
"T0707",0.112615211,0.096171633,0.101099584,0.06234154,0.096700132,0.090359444,0.104680282,0.079555815,0.160648859,0.065307554,0.0547935,0.43506906100612,0.163483044585993,3.03459753359037
"T0709",0.166854685,0.096520371,0.099987546,0.072862913,0.096651136,0.091349748,0.103563692,0.082105847,0.166924442,0.073834358,0.075700143,0.362180315464357,0.352636952531325,3.5016666382722
"T0711",0.088320254,0.101176751,0.104593913,0.087527536,0.101498239,0.097218672,0.107034705,0.090760181,0.157566362,0.087727131,0.092796371,0.165832132348611,0.970767109283642,5.02798719927582
"T0904",0.192586866,0.057541042,0.063414221,0.021882081,0.055515031,0.050955119,0.068630963,0.031680886,0.04743415,0.0212042,0.034263586,0.494867738463774,0.0128650267501281,2.66268334210625
"T0905",0.435744325,0.056376663,0.061419146,0.023903956,0.057442846,0.049705568,0.066919969,0.033026651,0.045833039,0.022563534,0.035060554,0.462712630692297,0.0936020748201486,2.86204364698358
"T1075",0.29393191,0.08767014,0.092212917,0.069619307,0.088396621,0.082235683,0.096308686,0.075729953,0.070120305,0.070324552,0.081775675,0.00990144972598201,2.33006152727818,8.38443081552516
"T1079",0.261389366,0.087573661,0.091481465,0.070445003,0.088054223,0.083035124,0.094940809,0.076967593,0.078766062,0.070894901,0.081307587,0.00154418280228752,2.95880290193282,9.93695317219379
"T1702",1.003235824,0.063487165,0.062028778,0.06985318,0.047521537,0.064436427,0.061502125,0.024814065,0.092952231,0.072597807,0.083704507,0.372254505615422,0.32588811088812,3.43561694544123
"T1703",0.426362692,0.05820006,0.087646588,0.05301244,0.092301457,0.057770249,0.059789918,0.06264958,0.05738054,0.055920326,0.054646696,0.217379024652993,0.781075570264768,4.55959054674211
"T1705",0.898036713,0.068264284,0.066348026,0.053414055,0.069243201,0.067522101,0.065286683,0.036290926,0.108267485,0.083866332,0.101494164,0.379613823382107,0.306495183165552,3.38773087484967
"T1916",0.29979495,0.032290902,0.031922573,0.042047862,0.0316046,0.03366324,0.031532,0.03662186,0.075235954,0.035043917,0.058819746,0.474684932756586,0.0634981083636997,2.78770929770727
"T1998",0.764855638,0.032740428,0.033157041,0.039778845,0.03371049,0.032429162,0.033671508,0.033921664,0.065845882,0.038031952,0.060620728,0.397122158976279,0.260803146361782,3.27490561549952
"T2000",0.285447087,0.067633009,0.079973099,0.069767034,0.096472306,0.073536083,0.075457444,0.064756249,0.072001021,0,0.071130369,0.494283074028514,0.0143306987823619,2.66630245910621
"T2326",0.354874608,0.070479323,0.074306614,0.053618767,0.070891389,0.066212134,0.077598267,0.059060321,0.061981557,0.053619459,0.05653672,0.0268637190386823,1.92902758278528,7.39417601489233
"T2327",0.349399382,0.075154862,0.080029778,0.053504795,0.07568389,0.070196052,0.08373817,0.061403154,0.056618496,0.052471921,0.051834692,0.132526133229758,1.11452910266019,5.38297212273331
"T2328",0.352962446,0.069121211,0.072915717,0.054838652,0.069553089,0.065344566,0.076309899,0.058888536,0.062827248,0.054685314,0.057169515,0.0105392964720373,2.30657377482536,8.32643358127135
"T2335",0.249754789,0.105860351,0.109632206,0.070646756,0.104482018,0.09767512,0.114211295,0.089797548,0.104921775,0.067610223,0.061895183,0.18621860467912,0.891917396583594,4.83328720541752
"T2336",0.243716831,0.110187676,0.114546507,0.067781225,0.108531079,0.100786122,0.119825863,0.090280742,0.113533732,0.064036378,0.056218722,0.288650083612811,0.557332656989043,4.00711239116099
"T2337",0.254200902,0.115214115,0.118703276,0.057999821,0.111574498,0.101980553,0.125072561,0.085870595,0.151752327,0.053583545,0.040136203,0.491864594837504,0.0203938501824333,2.68127392190464
"T2524",0.21397618,0.044808148,0.045092389,0.032978934,0.054559748,0.037849721,0.047243319,0.034535661,0.079691154,0.032586969,0.048613659,0.39798288976642,0.258571624055517,3.26939541940056
"T2525",0.232658292,0.048925213,0.049254018,0.040368747,0.05770559,0.043327408,0.051186985,0.041201757,0.075939859,0.039959385,0.052557918,0.210627842300964,0.804244671163927,4.61680094926988
"T2526",0.332298486,0.058395532,0.060557833,0.034562702,0.080194448,0.043879954,0.064957194,0.041490253,0.071935428,0.034951326,0.051352901,0.366791321407893,0.340363711846936,3.47136088566963
"T2665",0.184688762,0.045349032,0.054907804,0.042178208,0.045300405,0.043465044,0.050024172,0.049402929,0.068556873,0.052793835,0.056825433,0.061818529347113,1.5396853944801,6.43279113375564
"T2666",0.22687528,0.04210923,0.042843964,0.044037277,0.048058,0.039626102,0.043798771,0.039599569,0.093406975,0.041421014,0.064584519,0.448347060539827,0.129838602432007,2.95152084939665
"T2936",0.836815467,0.046816193,0.045504016,0.057694209,0.046931845,0.046981631,0.044747605,0.052105186,0.042199631,0.036938368,0.042197383,0.0126214530854939,2.23766504799135,8.15628040972584
"T2937",0.843687713,0.04830835,0.046665252,0.061093374,0.048534037,0.048759091,0.045613322,0.054615499,0.042547276,0.03848269,0.027697726,0.153677285026688,1.02078867722415,5.15150317209679
"T2938",0.835581898,0.048670467,0.047502024,0.05830141,0.048817621,0.048765756,0.046722414,0.053249994,0.047003354,0.029423343,0.047014348,0.058791458142367,1.56499997025461,6.4952992593917
"T4072",0.348475597,0.072861745,0.166798032,0.177650099,0.125318121,0.152433804,0.100951478,0.0784045,0.081893556,0.125790332,0.161465306,0.414915584811761,0.214918104151886,3.16160377671616
"T4074",0.348475597,0.072861745,0.166798032,0.177650099,0.125318121,0.152433804,0.100951478,0.0784045,0.081893556,0.125790332,0.161465306,0.414915584811761,0.214918104151886,3.16160377671616
"T4077",0.528278138,0.065694686,0.148701298,0.164686638,0.109303071,0.113030234,0.09453651,0.072140829,0.113428213,0.158744317,0.144594046,0.379343271606632,0.307206046850751,3.38948617807657
"T4083",0.412153675,0.064159939,0.140868788,0.159971603,0.097255961,0.131170412,0.086047937,0.073424143,0.163510674,0.166052233,0.136787108,0.414717829876505,0.215425411256621,3.16285644697702
"T4085",0.427669917,0.067018993,0.13989652,0.160009675,0.096132082,0.136970243,0.084104471,0.076635287,0.208054656,0.153916304,0.135605785,0.465853984938339,0.0856961410050575,2.84252188574269
"T5142",0.100581021,0.136408662,0.17177424,0.19826633,0.149248702,0.337987884,0.14534975,0.132211293,0.195411985,0.140687733,0.166821238,0.4558961178939,0.110778196250938,2.90445585905854
"T5144",0.115796218,0.138546221,0.157176977,0.181910456,0.143191525,0.304549058,0.140728098,0.144225451,0.174954752,0.138982046,0.153093367,0.388826246480659,0.282379551292358,3.32818324662353
"T5150",0.110221791,0.151395491,0.161470506,0.185327517,0.142450281,0.342052552,0.139111111,0.139137641,0.186888567,0.134176516,0.156405501,0.471625991975462,0.0711831597954771,2.80668564416855
"T5152",0.100581021,0.136408662,0.17177424,0.19826633,0.149248702,0.337987884,0.14534975,0.132211293,0.195411985,0.140687733,0.166821238,0.4558961178939,0.110778196250938,2.90445585905854
"T5714",0.080036033,0.09690626,0.120811993,0.143542724,0.079627475,0.154164647,0.079743363,0.118908986,0.216093224,0.086491316,0.120227372,0.456601800190478,0.10899860047562,2.90006158449925
"T5716",0.152819237,0.160863114,0.116514514,0.133064282,0.106068174,0.187815106,0.141092426,0.184439743,0.159476512,0.145110085,0.13291533,0.124205203754083,1.15421896917076,5.48097649714673
"T5718",0.278340584,0.121700776,0.115492764,0.143987754,0.18107387,0.13831522,0.08548794,0.137323549,0.142016231,0.098682198,0.118045468,0.189956680613749,0.878055941203793,4.79905974681432
"T5719",0.201522015,0.11184483,0.24909142,0.185135236,0.132249838,0.228896174,0.108595357,0.156294883,0.194423206,0.108017316,0.158224595,0.402445201335481,0.247023027723017,3.24087899799566
"T5720",0.18972096,0.116800087,0.215862338,0.178460837,0.117843689,0.234964838,0.127760341,0.157582422,0.185375726,0.101078629,0.148357249,0.355991105575941,0.369195229849279,3.54255323610134
"T5721",0.122331495,0.126018583,0.134854583,0.113137167,0.116380058,0.26974018,0.1163058,0.149278838,0.204470392,0.110907355,0.137400826,0.456431985520677,0.109426808841341,2.90111893985695
"T5722",0.078016791,0.129392471,0.141520959,0.094871407,0.080602018,0.226105321,0.081314441,0.176331537,0.157561121,0.083596594,0.143554063,0.481418370531477,0.0465940916940176,2.74596898148966
"T5723",0.153430005,0.098407388,0.138679769,0.16399166,0.101672979,0.157865312,0.099110374,0.1131298,0.162672281,0.095695801,0.152990778,0.241404647240063,0.701791349206989,4.36381764124361
"T5724",0.107312472,0.12043982,0.120228468,0.140855028,0.10312992,0.147642887,0.102143099,0.152784646,0.120930971,0.148428322,0.124429235,0.0398298982060395,1.75266343037765,6.95868806934691
"T5730",0.261169986,0.096420543,0.11039638,0.140855948,0.092437431,0.129771193,0.078699531,0.17760407,0.184855525,0.076959527,0.121087218,0.412074797822075,0.222211045946858,3.17961190476213
"T5732",0.143519686,0.120467534,0.129591741,0.202537843,0.172183574,0.228400983,0.106569203,0.186117779,0.212136988,0.104164149,0.145787168,0.358150947307509,0.363405632816632,3.52825724860692
"T5736",0.103988462,0.104518082,0.103297595,0.163389425,0.105742769,0.25677716,0.103900564,0.198983685,0.198409813,0.099661086,0.165275018,0.486053544493604,0.0349657032439267,2.71725553305356
"T5738",0.268559649,0.108140052,0.106852669,0.143838146,0.074006985,0.184301309,0.085531126,0.184816323,0.079347776,0.082047046,0.107376142,0.476115797716651,0.0599046260823905,2.77883607605379
"T5742",0.299501807,0.085328651,0.114659412,0.131647942,0.07898771,0.100891698,0.080909876,0.157756879,0.09703865,0.071839136,0.120066664,0.313656075425574,0.485513483001644,3.82977258540356
"T5744",0.171889956,0.118105182,0.152277895,0.162681759,0.11911774,0.108782439,0.123962097,0.157509102,0.151136524,0.111104704,0.149766673,0.0608590262231489,1.547602403277,6.4523402419432
"T5746",0.193493321,0.147651933,0.129265002,0.148373224,0.089214135,0.233269341,0.089536663,0.24300572,0.201236997,0.105522374,0.130078663,0.488277794442876,0.0293874412813118,2.70348138559416
"T5748",0.104279867,0.094150119,0.134804319,0.184632917,0.113185561,0.211458602,0.118007321,0.144212358,0.183870859,0.096898261,0.154659922,0.347339140858406,0.392514253689406,3.60013383649904
"T5750",0.094394669,0.095180221,0.117828695,0.147148322,0.093435386,0.20029,0.144130105,0.134655009,0.123846948,0.095247424,0.11620397,0.302877018099709,0.51614371754444,3.90540642442651
"T5752",0.157143189,0.107430246,0.148978558,0.144987397,0.112400122,0.138393498,0.097395739,0.255053247,0.100362396,0.116077255,0.139516395,0.446433220918107,0.134678033280892,2.96347063493538
"T5756",0.175061306,0.138099061,0.150993416,0.123372014,0.116006422,0.265340676,0.16192008,0.199280238,0.174112875,0.121864396,0.152783867,0.352183034334995,0.37943337753017,3.56783382650974
"T8378",0.302684292,0.112865048,0.217261389,0.186230918,0.24599877,0.129760761,0.101766487,0.218128053,0.249807327,0.28178797,0.118606341,0.468072024985112,0.0801171913605774,2.82874604022188
"T8379",0.252227786,0.083749778,0.227757578,0.239130824,0.239525171,0.171343413,0.137820115,0.222251219,0.230266126,0.228595153,0.189380723,0.319438260386465,0.469270189175138,3.78966376192198
"T2818",0.457294392,0.042150393,0.044447575,0.044560859,0.040942959,0.040841326,0.04632637,0.041826483,0.057151379,0.042178074,0.052789972,0.0110443042045266,2.28884072312414,8.28264616671919
"T2822",0.434025417,0.033136882,0.033274391,0.035074231,0.039176628,0.040061563,0.033793066,0.038633914,0.081274817,0.045176278,0.066424639,0.481417903180001,0.0465952644428059,2.74597187730468
"T5668",0.36103046,0.109764112,0.09090906,0.076791686,0.074199472,0.115946109,0.08520124,0.076521038,0.086686466,0.077147804,0.127386572,0.183020988506295,0.903912167029133,4.86290534417932
"T2667",0.268582013,0.048086068,0.049886174,0.036555636,0.057393964,0.042191022,0.050864157,0.042481328,0.043616648,0.037378479,0.04377558,0.0360198441946775,1.79886721113527,7.07277695466676
"T2668",0.2673221,0.050038717,0.050308995,0.041061624,0.059650973,0.043946404,0.051583166,0.042439483,0.064279505,0.040808014,0.050453998,0.0687895596288905,1.48486677352173,6.29743001703835
"T2669",0.260000669,0.043337122,0.043683119,0.035608902,0.052850877,0.037816673,0.045372419,0.037523338,0.062193931,0.035088549,0.048673838,0.153741384928703,1.02051818372077,5.15083525484454
"T2677",0.247728986,0.055427396,0.056031921,0.039958018,0.06800118,0.046976685,0.05799068,0.043339044,0.068434239,0.040242188,0.048417547,0.166728381584905,0.967174588659092,5.01911635219745
"T2678",0.302354802,0.0610738,0.061236004,0.04570059,0.075526602,0.051946654,0.0632921,0.048668625,0.084561392,0.045315189,0.061671194,0.2032414899077,0.830098703954704,4.6806411314748
"T2680",0.194209482,0.03976022,0.038633498,0.050299142,0.035113647,0.043641094,0.037231018,0.045364996,0.08029219,0.041405775,0.060001897,0.371559448150159,0.327725929479469,3.44015498694063
"T2681",0.322168409,0.068713384,0.071336997,0.056902543,0.077912409,0.063877227,0.072917121,0.061789949,0.084631433,0.068021767,0.05441825,0.028280177272609,1.9066929956626,7.33902623911376
"T2682",0.243656825,0.069986385,0.069237895,0.069633173,0.069257775,0.070563013,0.06924608,0.069428184,0.100861806,0.069948849,0.070503772,0.0267561590907992,1.93076340216168,7.3984621943894
"T2683",0.203632221,0.065600755,0.071618898,0.06098881,0.073982942,0.063822499,0.071662884,0.062241727,0.128920606,0.06050464,0.059066267,0.367677528879106,0.338010788475137,3.46555091946492
"T2685",0.285836512,0.062934067,0.068785453,0.077561228,0.063258385,0.064352638,0.066056383,0.063149835,0.145212813,0.073654641,0.101706182,0.439980846892217,0.151017775637269,3.00381761436617
"T2686",0.245150951,0.075670098,0.079778238,0.075166704,0.075040381,0.074976474,0.078284741,0.075183233,0.112043316,0.09360109,0.110480589,0.107401993742543,1.24046355157994,5.69393630499356
"T2661",0.398309776,0.071467648,0.087533146,0.065098185,0.086103533,0.071411742,0.084462251,0.079385947,0.05482864,0.078052709,0.055512486,0.0771894798712881,1.42423326044909,6.14771045283702
"T2662",0.381333175,0.071168001,0.083842527,0.067909427,0.076504451,0.064588403,0.080867855,0.07726786,0.048052487,0.080806785,0.047910551,0.13390386512281,1.10812524373444,5.36715936640463
"T2663",0.211616908,0.034291749,0.039620708,0.032010845,0.035218389,0.033190161,0.037007742,0.037058512,0.075654367,0.033761728,0.054871065,0.439958265478871,0.151075028244967,3.00395898561517
"T2664",0.259467464,0.042976658,0.04377488,0.038964781,0.051699182,0.038557811,0.045312713,0.050853818,0.092201124,0.037584963,0.061503969,0.430682402920048,0.174637086134051,3.0621396988886
"T2428",0.219611712,0.081970142,0.09100934,0.049116017,0.07725615,0.086760841,0.096718445,0.087196118,0.057889927,0.033974105,0.029558658,0.470561558928316,0.073858324007517,2.81329130496069
"T2436",0.197270676,0.041420435,0.041645183,0.044418094,0.041424051,0.041481064,0.041834547,0.041840955,0.062840383,0.046526943,0.027488479,0.165589004944254,0.971743822163041,5.03039895177445
"T5735",0.110421701,0.094540315,0.103500553,0.178819199,0.094837622,0.145981538,0.087886751,0.158719858,0.178319211,0.087818065,0.166788053,0.393072709320923,0.271319358655129,3.30087281815397
"T2338",0.411683657,0.064957257,0.069996707,0.045069259,0.065730023,0.059713849,0.073877876,0.050521781,0.064806042,0.045122887,0.055837155,0.0939261729435901,1.31695906604021,5.88282318467388
"T2339",0.389060324,0.069627881,0.074385263,0.045529151,0.070373854,0.064645352,0.077993637,0.054959278,0.053676804,0.044635816,0.053369618,0.161545109397832,0.988127480406341,5.07085437069883
"T2340",0.370332633,0.052341084,0.055370522,0.04618329,0.052811339,0.049490431,0.057640783,0.045162857,0.065595878,0.047937716,0.061517979,0.0151354505961437,2.16652749444728,7.98062369819394
"T0066",0.389794432,0.070418517,0.074429099,0.046698525,0.071625919,0.064568959,0.078406033,0.056569778,0.042738956,0.047256001,0.042680994,0.254769609224531,0.659555345231198,4.25952620589027
"T0067",0.413802008,0.073343813,0.077318034,0.050403623,0.074318445,0.06798852,0.080681322,0.060193678,0.040656654,0.051305979,0.041245777,0.275454962641951,0.596397177945039,4.10357262836113
"T0068",0.398728477,0.090113216,0.095295296,0.052513046,0.091836335,0.082137318,0.100179997,0.067413198,0.035139326,0.05742271,0.039991235,0.444390622939558,0.139846533787512,2.97623297714864
"T0069",0.405748387,0.061750449,0.065609416,0.038520993,0.063024891,0.055812051,0.069253426,0.046564526,0.038096306,0.039943497,0.03479369,0.302960044824377,0.515905962268438,3.9048193461837
"T0070",0.400637856,0.071926984,0.072212256,0.058179062,0.07306972,0.061864758,0.07580066,0.058003218,0.082376183,0.056832391,0.058252774,0.0309277814909791,1.86732968099542,7.24182820425093
"T0071",0.096874085,0.072857779,0.074419336,0.069308597,0.076849864,0.070974958,0.075071711,0.069136933,0.086961068,0.069249797,0.078319528,5.63543213967885e-06,4.39123500123005,13.4739923240872
"T0064",0.33354934,0.09802823,0.102807526,0.065633783,0.098855813,0.091637206,0.106553559,0.081864135,0.058678479,0.062890849,0.058806929,0.254676790597456,0.659844565303192,4.260240363803
"T0065",0.410355912,0.05456279,0.062015704,0.022677973,0.0544181,0.04578744,0.066658476,0.031920689,0.035886703,0.022448021,0.041273916,0.472727829860237,0.0684145249029598,2.79984918049468
"T0247",0.8772578,0.052772818,0.037337797,0.02447817,0.053759348,0.053667814,0.064230641,0.044714319,0.072248819,0.068111947,0.058284716,0.337994691800392,0.417942191655663,3.66292188221701
"T0248",0.883131291,0.055852092,0.073065598,0.024028239,0.056220112,0.055681996,0.061359128,0.052721827,0.090631269,0.077323628,0.082658145,0.389944257837421,0.279464320591883,3.3209848006173
"T0249",0.905372521,0.067383375,0.110137929,0.11231945,0.061460112,0.061154657,0.072834862,0.047597227,0.111821615,0.097464369,0.062732778,0.401255759113468,0.250098057395364,3.2484720283038
"T0598",0.848135777,0.042183771,0.042579065,0.031548967,0.042507006,0.029676093,0.041552887,0.075359089,0.028249796,0.044151762,0.035896628,0.424492193016397,0.190414436374926,3.10109798915763
