"","crp","lsrA","lsrB","lsrC","lsrD","lsrF","lsrG","lsrR","oxyR","rbsR","tam","pval","z","inv_cof_var"
"T1651",0.130930703,0.068840233,0.078572172,0.040129296,0.066404462,0.065300163,0.084089825,0.04816299,0.092841215,0.039071122,0.060507988,0.352169236836498,0.379470544398792,3.56792560096071
"T1652",0.072913911,0.070896074,0.082312543,0.043609292,0.065742197,0.068567803,0.087642229,0.04832557,0.07050513,0.043265398,0.054820949,0.278280564924349,0.587957038221736,4.08273177687266
"T1653",0.182291266,0.057050395,0.057944043,0.057490459,0.05712856,0.056354957,0.059949774,0.055273106,0.080631061,0.056504567,0.066959846,0.0187647590799362,2.07995655237243,7.7668580253322
"T1654",0.19043076,0.049100329,0.049249449,0.05967188,0.049126153,0.049118329,0.049941699,0.05060084,0.095145986,0.056762661,0.079210201,0.331131340523032,0.436791338562256,3.7094652196786
"T1655",0.181237945,0.058467751,0.059309218,0.063049583,0.058301769,0.058221664,0.060191424,0.058275924,0.084045059,0.061906197,0.070807168,0.0208257490890007,2.03698546917672,7.66075149243821
"T1656",0.180173647,0.057426624,0.058863494,0.058949041,0.056854682,0.056754215,0.059836888,0.054553661,0.092640889,0.056923821,0.075153616,0.144022319296097,1.06242092483137,5.2543037794277
"T1657",0.190594282,0.049110851,0.049542154,0.061190978,0.04924468,0.049366352,0.049920173,0.050720901,0.093381098,0.057648115,0.078447878,0.309380276736228,0.49760773118989,3.85963636001147
"T8315",0.202608749,0.080792378,0.091299552,0.053862941,0.085554012,0.072550147,0.088266562,0.0585993,0.095616112,0.053864241,0.06187786,0.212926282036776,0.796308813566912,4.59720529860115
"T8316",0.448025263,0.085039596,0.102950446,0.052232614,0.092473114,0.074542113,0.096580181,0.056021555,0.074149926,0.052224992,0.059458693,0.303705227471498,0.513773360580205,3.89955341024833
"T8317",0.432487771,0.078398483,0.087779006,0.066115951,0.082524818,0.072569012,0.084410052,0.065798367,0.105985333,0.066129967,0.084983777,0.0681983543249911,1.48934437301856,6.30848634894723
"T8319",0.526406876,0.077151468,0.087157759,0.038342828,0.082281863,0.067393255,0.08784546,0.047297088,0.054092013,0.038127588,0.040131207,0.441563592772136,0.147006125320841,2.99391182948473
"T2218",0.281896117,0.047893775,0.037502205,0.08575592,0.04326325,0.085001181,0.038681772,0.085056326,0.085229842,0.033215485,0.07656789,0.496987262848015,0.00755188391043503,2.64956384118693
"T2219",0.762344764,0.036720448,0.036482123,0.057211555,0.054858619,0.075133781,0.03991434,0.073176789,0.069962304,0.068775961,0.053471094,0.323655141283161,0.457501975669586,3.76060504986338
"T2220",0.599359438,0.051083931,0.04363548,0.044844246,0.053412915,0.087537982,0.04933435,0.06848275,0.083331075,0.057185039,0.057567539,0.305800669529163,0.507788979779318,3.88477645209236
"T2213",0.380607819,0.032414718,0.037178068,0.030835215,0.031147682,0.066543344,0.042176378,0.047251528,0.07745185,0.046319772,0.072104269,0.479635465028485,0.0510685081929243,2.75701745376718
"T2143",0.913607529,0.058811151,0.05807444,0.045195114,0.05935659,0.058116319,0.05755311,0.062164098,0.05865745,0.066041864,0.073517124,0.0101274109935465,2.32159372707943,8.36352166328814
"T2144",1.041819218,0.073420151,0.073651699,0.083055461,0.072831759,0.080356207,0.074101301,0.071633753,0.070314983,0.070230614,0.069833592,5.1255427410007e-09,5.72652136940409,16.7711539595589
"T2145",0.927796639,0.036942383,0.035482579,0.046022474,0.037836879,0.055960068,0.034686322,0.042755079,0.068482966,0.049336973,0.061386136,0.290922318858155,0.550692279910937,3.9907156113624
"T2146",0.907886789,0.073647173,0.075088592,0.065522,0.072985628,0.072587556,0.075958086,0.068991757,0.062590403,0.065340329,0.061254018,1.6266025415806e-05,4.15497682919642,12.8906108117295
"T2147",0.927084543,0.052141009,0.050528905,0.071989959,0.053156955,0.035999163,0.049628801,0.058058759,0.038862642,0.064915568,0.078011563,0.270400350470994,0.611602624967931,4.14111874413751
"T2148",0.934919031,0.076848769,0.076422566,0.088403073,0.077052735,0.070891417,0.076092312,0.078313243,0.074942071,0.080007026,0.08340738,1.83986535595657e-08,5.50557126171779,16.2255719512495
"T2150",0.910508116,0.051339831,0.050118814,0.039221255,0.051880324,0.061178955,0.049430086,0.05603896,0.079649399,0.061366309,0.073568665,0.193207456822264,0.866137224738729,4.7696294046725
"T2151",0.91510587,0.063548985,0.063492308,0.151556027,0.063534897,0.063378738,0.063484278,0.064159235,0.071070152,0.064480093,0.067428373,0.492547091990249,0.0186827567436112,2.6770487970358
"T2153",0.922107433,0.044127762,0.042883911,0.041653709,0.044973111,0.029282527,0.042108412,0.050056924,0.036888562,0.058311387,0.073313612,0.314644472841495,0.482727906693014,3.82289428906473
"T2154",0.973776447,0.057693566,0.057922707,0.056019742,0.057410231,0.12149982,0.058145947,0.056702685,0.05634864,0.056703253,0.056165174,0.423104151036138,0.193958595644969,3.10984941975238
"T2107",0.890283272,0.03815885,0.036976968,0.049904518,0.038756727,0.029416774,0.0361327,0.04307,0.073624492,0.050922221,0.066120905,0.394726962673889,0.26701978813759,3.2902560850716
"T2109",0.922846406,0.058004227,0.056655217,0.054215669,0.058696537,0.050184183,0.055676744,0.063653865,0.088966806,0.070594947,0.083296517,0.17535119921631,0.933227733323095,4.93529293294708
"T2126",0.882855767,0.045552078,0.043930079,0.097012072,0.046306632,0.046697716,0.043008292,0.05186369,0.080806327,0.058856848,0.07383368,0.419313315205643,0.203650495271313,3.13378118479131
"T2127",0.979026764,0.059428149,0.058743244,0.082452873,0.059791726,0.059917496,0.05833977,0.062189666,0.056379411,0.060230152,0.073138942,0.0203030984464736,2.04752875110888,7.68678553691529
"T2114",0.929501438,0.050498406,0.04865385,0.108461894,0.051387667,0.029606962,0.047667982,0.057179408,0.090871369,0.065967116,0.082729481,0.496337513116824,0.00918062213819124,2.65358561009492
"T2115",0.921852072,0.048923855,0.047590932,0.098413357,0.049575275,0.05047653,0.04688596,0.054345401,0.046332574,0.061746305,0.076135288,0.372119309412353,0.326245500093181,3.43649943028039
"T2132",0.897460617,0.036963096,0.035439602,0.04007112,0.038001875,0.038429349,0.034567971,0.043048195,0.075352989,0.051639896,0.067756535,0.406911019084589,0.235498248445703,3.21242138695721
"T2133",0.936001353,0.043240026,0.041456239,0.033410168,0.04402877,0.02706532,0.04039935,0.049212516,0.078400719,0.057077462,0.071664164,0.439893489943418,0.151239262003248,3.00436452053259
"T2117",0.875187074,0.051544529,0.050660324,0.082663705,0.051916877,0.065908408,0.050249567,0.054137292,0.074552522,0.059346033,0.068823962,0.138074856046697,1.08900946436657,5.31995764558568
"T2118",0.983229039,0.071745919,0.071484346,0.113361007,0.071970626,0.06989378,0.071354611,0.073105598,0.08175364,0.074602968,0.078746051,0.0880712145557541,1.35272835281604,5.97114665063326
"T2134",0.887766868,0.048534361,0.048155008,0.120403802,0.04890799,0.060797366,0.047925323,0.051288187,0.071371716,0.056170339,0.067006615,0.472489306669476,0.069013827061114,2.80132900993877
"T2135",0.935583569,0.050553561,0.049710943,0.124137942,0.05099924,0.0440047,0.049031212,0.054534596,0.067232056,0.060320006,0.0741477,0.496339463930958,0.00917573196635714,2.65357353501698
"T2136",0.835031001,0.049423747,0.048431108,0.081541485,0.0502385,0.05045834,0.047754297,0.054145391,0.058154226,0.060264891,0.073108906,0.168964689974718,0.958264539836139,4.99711517563381
"T2111",0.910862039,0.044833433,0.043570746,0.084020982,0.045826886,0.066114571,0.042528145,0.050665737,0.041480026,0.074653115,0.072677858,0.357439623865517,0.36531102740383,3.53296215242612
"T2128",0.936140321,0.041901801,0.040679706,0.076045455,0.042490225,0.034661789,0.039892583,0.046526598,0.03198429,0.031102291,0.062182526,0.413249572670931,0.219193722457848,3.17216136569658
"T2130",0.891352179,0.056942629,0.055593451,0.053299663,0.057733418,0.057984613,0.0547417,0.062043465,0.056128213,0.067753431,0.079809225,0.0245932271796885,1.96697186577797,7.48787009966013
"T2119",1.132868972,0.055695587,0.056946814,0.050650098,0.056426978,0.054966756,0.057323713,0.052477416,0.06684807,0.050440084,0.058386464,8.66007832833715e-05,3.75520223690896,11.9034656719726
"T2120",0.917067505,0.060693315,0.061826402,0.114432764,0.060210876,0.0793312,0.062545498,0.058039599,0.05620293,0.05631952,0.059436337,0.32877351070544,0.443302398161922,3.72554268173466
"T2121",0.879963971,0.064049719,0.06414538,0.064091597,0.063987271,0.075600402,0.064194634,0.063288577,0.064803813,0.061823663,0.061233413,1.78571246314672e-08,5.51083150136739,16.238560820738
"T2122",0.898433982,0.0430032,0.041273133,0.037920483,0.04392813,0.044341322,0.040203503,0.050492503,0.046024567,0.059184152,0.075561845,0.25595455067221,0.655867934483366,4.25042105096489
"T2124",0.901949025,0.064005855,0.062302898,0.069166733,0.064927466,0.065226463,0.061343481,0.069856933,0.065340413,0.07720575,0.089734081,0.0150909702728266,2.16769446949008,7.98350525636182
"T2138",0.897017374,0.053233705,0.052682184,0.050369999,0.053558954,0.052197118,0.05242947,0.055118409,0.068504661,0.057919878,0.064212773,0.00264236537544146,2.78914555715221,9.51802604036693
"T2139",0.885102427,0.042587548,0.041221093,0.055814671,0.043702142,0.045679806,0.040242933,0.048653941,0.079739472,0.05662543,0.071257039,0.303985529464786,0.512971782951969,3.89757411122554
"T2142",1.040331924,0.059798394,0.05968941,0.063659499,0.059876668,0.059671548,0.059670862,0.061282963,0.074843825,0.063979117,0.07083574,9.79117288967951e-05,3.72434438557638,11.8272697892078
"T2112",1.028230611,0.090728898,0.094449123,0.116850276,0.088701422,0.088082641,0.097206216,0.079301815,0.084392604,0.073581842,0.072300873,0.0439482984497625,1.70659907675979,6.84494346509449
"T2141",1.065964656,0.06362411,0.06908686,0.100591508,0.061868647,0.061057631,0.072802916,0.05691541,0.056896003,0.060346301,0.071644764,0.14761652188077,1.04671066420305,5.21551115047443
"T2087",0.652810667,0.057297045,0.06340761,0.039513255,0.060708257,0.053554554,0.067612672,0.043305644,0.113254327,0.039606967,0.051928143,0.479662543999105,0.0510005428284444,2.7568496299972
"T2088",0.651355478,0.065585366,0.070464367,0.037026047,0.068523243,0.061619279,0.07378713,0.047732238,0.0750358,0.036285934,0.045540545,0.309971658644801,0.495930683062106,3.85549530167405
"T2089",0.699988894,0.073598364,0.079695375,0.043856035,0.077561224,0.069496868,0.084051952,0.054859779,0.09119415,0.043456644,0.053918268,0.297058579229064,0.532879266478502,3.94673075095985
"T2084",0.687492227,0.050021415,0.053905325,0.04228744,0.052148755,0.047578175,0.05686144,0.042090872,0.104461661,0.042640909,0.052232939,0.445581202577248,0.136833497923241,2.96879302531901
"T2085",0.748226152,0.061003186,0.067890705,0.033639572,0.065388096,0.056272834,0.072912998,0.042481499,0.069208355,0.033410072,0.045566971,0.336553181771431,0.421888555951612,3.67266645931023
"T3654",0.396030433,0.051718007,0.055003184,0.060776365,0.056443224,0.057664543,0.071730874,0.065323475,0.055576459,0.050251363,0.072985626,0.0227622562816266,1.99977548815146,7.56887058597699
"T3655",0.558555764,0.034739409,0.042112605,0.054875182,0.046237855,0.049463182,0.075208907,0.06354126,0.067751099,0.02850419,0.079400513,0.41257122424984,0.220935765648241,3.17646291337325
"T3656",0.406695765,0.041268045,0.045544506,0.054648403,0.047908269,0.050538999,0.068439556,0.059968806,0.034594321,0.034975265,0.069740973,0.281728868814496,0.577713241704353,4.05743723805034
"T7362",0.500741008,0.078411256,0.081026549,0.046840934,0.085227302,0.074968219,0.086195517,0.091160675,0.134008698,0.085365707,0.102679659,0.297869570570893,0.530537752391801,3.94094895718168
"T7364",0.473320967,0.078869775,0.078116471,0.046761375,0.079426517,0.086639308,0.082353242,0.093240868,0.135518925,0.080771142,0.079104362,0.308157697224806,0.501079186262282,3.86820826545195
"T7366",0.470424086,0.076607192,0.073634275,0.055162772,0.083270495,0.071483229,0.085589101,0.068032338,0.109456275,0.082793827,0.09669934,0.141672195972182,1.07283669839418,5.28002297331269
"T7404",0.491752311,0.075452593,0.078556336,0.046822043,0.086368397,0.107230011,0.097569376,0.089029654,0.13241951,0.082785237,0.081022013,0.297620814031716,0.531255658554875,3.94272165007751
"T7410",0.505935487,0.07517533,0.071581684,0.052260662,0.080463226,0.117236808,0.087356086,0.103065213,0.167597173,0.079227558,0.086290525,0.457663218880577,0.106322553682777,2.89345374439065
"T7412",0.490482289,0.071907497,0.06547189,0.04707384,0.092187582,0.127160546,0.093324921,0.125287221,0.111204666,0.080566088,0.158489561,0.456385962649667,0.109542864566761,2.90140551095851
"T7432",0.493480305,0.07311188,0.080272362,0.093620961,0.080394461,0.120177828,0.088883759,0.106275904,0.174698499,0.080099515,0.081801166,0.407127934987022,0.234939269275531,3.21104112522546
"T7448",0.527153358,0.079031209,0.101301392,0.055165588,0.076415534,0.078323259,0.078896013,0.10123082,0.16902075,0.080720221,0.096252372,0.439944805048703,0.151109155871758,3.00404325540511
"T7480",0.478324546,0.082602357,0.078497116,0.059346094,0.083568404,0.066211456,0.083471622,0.070021645,0.177367499,0.087287425,0.095927229,0.492684035463235,0.0183394315435436,2.67620103980175
"T7142",0.431680915,0.063974043,0.060122233,0.09991418,0.062638892,0.094041613,0.052573655,0.113474387,0.101172973,0.050876684,0.085387393,0.374015546612221,0.321236606228685,3.42413119745799
"T7144",0.613151382,0.067803314,0.057257896,0.094445982,0.047282308,0.043934377,0.041611697,0.112351063,0.062263825,0.050160849,0.067704239,0.469885029442656,0.0755588712278623,2.81749038853397
"T7146",0.379055892,0.063438626,0.069417159,0.102328642,0.057362725,0.112633006,0.045480374,0.08982247,0.086708155,0.047752489,0.07532847,0.390852004606244,0.277099104766633,3.31514448121879
"T7148",0.647629973,0.060023088,0.076034206,0.097345351,0.06031264,0.12571624,0.053013503,0.088227388,0.106648117,0.051291467,0.087531287,0.402805184724785,0.246092834935214,3.23858211543425
"T7150",0.587776371,0.043977612,0.065785729,0.080524472,0.055091585,0.091414123,0.04125394,0.08932584,0.044219225,0.034605067,0.063134692,0.447916834406034,0.130926224857231,2.95420646577064
"T7160",0.300023358,0.075956653,0.067822336,0.094058587,0.058806635,0.136156228,0.051843314,0.116144411,0.080159112,0.05982686,0.073283319,0.435809552855141,0.161602224160915,3.02995330962719
"T7159",0.33286917,0.073650843,0.065279249,0.093268829,0.060112482,0.141146174,0.050835362,0.109752198,0.076827989,0.063043934,0.072856481,0.445610904687375,0.136758345888851,2.9686074558333
"T5296",0.14466293,0.098468546,0.191779416,0.258286253,0.098448282,0.175815624,0.139308522,0.113483501,0.135329397,0.08351684,0.184759938,0.486286120788088,0.0343823703579842,2.71581513580389
"T5565",0.225465407,0.160298236,0.163009661,0.205571512,0.162462361,0.118043206,0.106337627,0.160781942,0.229607253,0.106732013,0.182574493,0.301089846463501,0.521268569528574,3.91806098733698
"T1710",0.958376699,0.057148116,0.055049897,0.06798044,0.053726099,0.057804981,0.053658938,0.064859741,0.085880844,0.024666502,0.077874875,0.342233850769226,0.406374161915387,3.63435747478597
"T1711",0.898642156,0.058494912,0.054965451,0.064579584,0.050254306,0.059715693,0.052795597,0.064000745,0.109339427,0.046221394,0.099305323,0.421571585875648,0.197874607343447,3.11951904856312
"T1712",1.02923637,0.052185866,0.054483665,0.071876235,0.053352633,0.057229437,0.051296946,0.06048485,0.097237164,0.0977527,0.083928592,0.338641524005895,0.416173502107269,3.65855453790569
"T0153",0.272763806,0.054445685,0.054857368,0.037941208,0.066403805,0.049594895,0.057227286,0.060370335,0.086139384,0.057422586,0.043117661,0.250012732594932,0.674449682979107,4.29630411374484
