"","fpr","marA","pqiA","pqiB","pqiC","soxS","waaB","waaG","waaJ","waaO","waaP","waaQ","waaS","waaU","waaY","waaZ","pval","z","inv_cof_var"
"T5755",0.278068319,0.064832789,0.11039966,0.153652943,0.152923975,0.163627021,0.156368859,0.149273201,0.112770362,0.163519086,0.136456689,0.292624771,0.142257255,0.125173419,0.126370737,0.146474271,0.247761058862012,0.681552249104494,2.89824402210145
"T5757",0.229120365,0.049525417,0.088421763,0.155336542,0.1399286,0.18728066,0.170803972,0.155402691,0.106930546,0.179903318,0.162911865,0.092587366,0.15795702,0.114254568,0.134485563,0.085244601,0.102049350563048,1.26996049882026,3.46717436944393
"T5759",0.102034247,0.082167053,0.089134899,0.132650549,0.157176589,0.166438158,0.153840072,0.135412473,0.101242701,0.161339884,0.141746119,0.114007248,0.11528204,0.089248401,0.117475961,0.089209259,0.00541539005905916,2.5481116503398,4.70301526552496
"T6894",0.187525844,0.157921108,0.118123478,0.141074884,0.089684028,0.082696596,0.078939863,0.190665903,0.125473875,0.084325868,0.15037016,0.207263907,0.100969344,0.108854447,0.162683513,0.082860327,0.213925111220034,0.792875740990375,3.00588240571793
"T6896",0.192154178,0.156662072,0.110192708,0.061512444,0.101881258,0.249647297,0.086554312,0.154596259,0.131244384,0.128583747,0.132921962,0.240039831,0.104309802,0.109645145,0.161590912,0.115651873,0.250457864894304,0.67304961032377,2.89002284363024
"T6898",0.142060004,0.164338942,0.128725529,0.112771197,0.099715122,0.126996161,0.111636159,0.166714366,0.128014879,0.084596956,0.157703117,0.165924543,0.099504488,0.128095657,0.147514501,0.124245264,0.00183474700757767,2.90525892691652,5.04834000258186
"T6902",0.142060004,0.164338942,0.128725529,0.112771197,0.099715122,0.126996161,0.111636159,0.166714366,0.128014879,0.084596956,0.157703117,0.165924543,0.099504488,0.128095657,0.147514501,0.124245264,0.00183474700757767,2.90525892691652,5.04834000258186
"T6893",0.197017516,0.154900272,0.073150384,0.097555618,0.104330148,0.104023992,0.129936526,0.175260189,0.090558926,0.083941051,0.168395414,0.191296456,0.085289526,0.087090753,0.147696398,0.131060534,0.243497680551849,0.695095649336712,2.91133909920486
"T6897",0.178607137,0.17066649,0.097851864,0.134494641,0.08020842,0.174168586,0.095285825,0.149573396,0.121974169,0.101725657,0.177806375,0.084073987,0.108810964,0.084043163,0.149384674,0.083942126,0.117240849617132,1.18889319264242,3.38879061006571
"T6901",0.179774282,0.148962194,0.09816945,0.167323208,0.113818014,0.154112596,0.162263942,0.143215006,0.117447991,0.109759688,0.115351632,0.103651786,0.099664996,0.095870649,0.118538984,0.098668249,0.014186985793819,2.19207666207293,4.35876599703052
"T0861",0.099427965,0.07532769,0.054490392,0.064581794,0.065368708,0.136407298,0.070737434,0.129671305,0.049431361,0.114487461,0.068042117,0.159944459,0.053457822,0.063329848,0.078607526,0.046734585,0.446670385353627,0.134078158457623,2.36889280259833
"T0862",0.099596769,0.076645019,0.055708794,0.061403926,0.059639542,0.118774305,0.078077184,0.098270086,0.058403713,0.102788053,0.073968507,0.121452808,0.061958721,0.070384513,0.084949281,0.052722848,0.0759333648477204,1.43296888445779,3.62478673722649
"T0866",0.097036831,0.080054955,0.064847154,0.065723349,0.067201077,0.127016352,0.075675653,0.158125448,0.069935888,0.10780637,0.075134935,0.165413447,0.070406616,0.072113887,0.081365869,0.063748749,0.345521543362361,0.397439914334634,2.6235365730081
"T0868",0.093052147,0.087886754,0.059696387,0.056039766,0.056584918,0.129891389,0.088961604,0.134980583,0.060236955,0.109176437,0.087878098,0.169081141,0.070497813,0.079175688,0.093056737,0.050688983,0.3634191942276,0.349334249857992,2.57702333596042
"T0896",0.134118973,0.113211161,0.058253043,0.057851216,0.062596417,0.148806646,0.108184231,0.155693392,0.073218985,0.138640227,0.102443919,0.161886294,0.078582293,0.093775623,0.116052841,0.05323082,0.331947399603908,0.434542142301996,2.65941061701555
"T1651",0.075747349,0.102300997,0.041456766,0.074333401,0.064274101,0.071430119,0.08754197,0.141524012,0.043173841,0.133757154,0.086287609,0.140282371,0.048462511,0.069203835,0.100642938,0.053852268,0.438338341804769,0.155183464720131,2.38929946621751
"T1655",0.121539077,0.08163223,0.057969231,0.058270443,0.0583654,0.164556663,0.081752683,0.173380107,0.065178475,0.130036806,0.082721804,0.167286806,0.064929974,0.073014526,0.084182231,0.057958288,0.493393470319251,0.0165608710679939,2.25526565483889
"T1656",0.120553377,0.092409682,0.055309823,0.057061239,0.057093697,0.153456709,0.093316058,0.166098137,0.063920777,0.126187247,0.093907497,0.157640217,0.063697922,0.07999112,0.095279276,0.055664449,0.423657834045943,0.192544558609701,2.42542380698594
"T2458",0.078320366,0.063904658,0.043404979,0.108646885,0.043235056,0.111767819,0.052361418,0.072578746,0.050559597,0.089107159,0.052426947,0.087355059,0.055891932,0.058522483,0.070306368,0.043314123,0.159620556251343,0.996018590625745,3.20230067833566
"T8309",0.045173093,0.073272304,0.077478073,0.110246446,0.049709583,0.110903218,0.071869974,0.098486011,0.048960451,0.052863681,0.059090514,0.123093472,0.043460562,0.048772379,0.077265513,0.047048859,0.352102409868985,0.379650566269294,2.60633610041327
"T8315",0.099668433,0.093758114,0.063116874,0.065587852,0.064423917,0.137375988,0.094153105,0.150711828,0.059935542,0.11404677,0.084298407,0.142501557,0.061975283,0.060656278,0.077547153,0.060560039,0.292073516597699,0.547337284544215,2.76847193538661
"T8316",0.098288357,0.074301351,0.065656323,0.065210979,0.064550987,0.107806721,0.072552204,0.126597298,0.052004335,0.100332688,0.054776241,0.120831297,0.052439154,0.052006967,0.061457992,0.059209368,0.248543680694873,0.679079704282967,2.89585332519193
"T8317",0.121465797,0.104418309,0.069256188,0.068917959,0.068741163,0.123807922,0.104559551,0.13044336,0.066455056,0.124458891,0.075730348,0.126641684,0.06574776,0.068979001,0.091241103,0.06719221,0.116283002411982,1.19377497093044,3.39351078830658
"T2217",0.089519985,0.076048128,0.042696481,0.026336629,0.04600188,0.13465119,0.07122676,0.157505646,0.061088661,0.105589321,0.077691422,0.079559937,0.064088839,0.068835502,0.090772105,0.048772552,0.482444022513173,0.0440205226342001,2.28181631776894
"T2220",0.0694349,0.079901484,0.043460305,0.029654373,0.054726133,0.137255983,0.07982247,0.154275794,0.064936231,0.110075191,0.068943224,0.108277698,0.070241681,0.071783759,0.051906735,0.055217298,0.469237259233496,0.077187332896137,2.3138852170267
"T2143",0.028697739,0.076611364,0.063739612,0.060202987,0.062607597,0.083225715,0.07859628,0.031976636,0.06833062,0.093851823,0.078603282,0.049841695,0.069914156,0.073717246,0.079236762,0.062208656,0.0815243159188694,1.39489126421217,3.58796958905976
"T2144",0.034227094,0.070151118,0.071209599,0.072427635,0.071512469,0.089132598,0.070475684,0.025341451,0.069820831,0.075012265,0.102438092,0.108272518,0.069735947,0.069851356,0.070599517,0.07137017,0.133218222438474,1.11130649447912,3.31377224117553
"T2145",0.022495623,0.067006207,0.045506422,0.038919448,0.043518449,0.091768363,0.070259606,0.036454333,0.054022224,0.096133408,0.041970023,0.036311349,0.056214333,0.061812502,0.071609915,0.043043936,0.306971349327662,0.504453545636236,2.72700776406671
"T2146",0.038114839,0.06120294,0.067084192,0.071977081,0.068483331,0.095796414,0.151606588,0.024159327,0.062818043,0.077456437,0.085049366,0.123391034,0.062392829,0.061112913,0.06187767,0.068732088,0.470875757248585,0.0730686174900448,2.30990284222532
"T2147",0.047918326,0.082923823,0.060821854,0.054391608,0.059033318,0.077124389,0.085926267,0.023327733,0.069568271,0.109099235,0.088603898,0.052772702,0.071532764,0.078665727,0.086762427,0.058168612,0.170932936507251,0.950484998211432,3.15827437081781
"T2148",0.019599264,0.084838973,0.079016357,0.07744051,0.078525049,0.072027743,0.085833925,0.028268684,0.081142206,0.095722024,0.085837772,0.10245581,0.081781524,0.08353165,0.086232909,0.078390932,0.141404948386642,1.07402852554071,3.27772827369785
"T2150",0.021814414,0.078383161,0.05798163,0.052849302,0.056441189,0.109017774,0.081432076,0.034532646,0.066036214,0.104449058,0.04877858,0.095304511,0.067837915,0.073866641,0.082562002,0.056298479,0.257900994279537,0.64983007696662,2.86757193954384
"T2151",0.029077197,0.070577931,0.064065652,0.063617854,0.06414098,0.118674545,0.071972666,0.024504673,0.065331326,0.091166172,0.063966791,0.13700919,0.066143234,0.068512788,0.072630842,0.064119365,0.357207169979304,0.365933979934598,2.59307357013514
"T2153",0.042351661,0.07936207,0.053488554,0.046158845,0.05130651,0.073881283,0.082880363,0.038342019,0.063397579,0.108753983,0.082894461,0.072786272,0.066265069,0.073812348,0.084047721,0.050225565,0.140321857121481,1.07887441833075,3.28241375434765
"T2154",0.030787824,0.056349383,0.056399059,0.057170201,0.056548207,0.10989147,0.056173698,0.038769473,0.055959448,0.064915381,0.047170711,0.056067503,0.055826803,0.0561704,0.057423153,0.056561356,3.21810756810186e-05,3.99621916812798,6.10318651309407
"T2107",0.026703774,0.07224969,0.046193479,0.03989408,0.043962551,0.092741232,0.07582292,0.042630673,0.056994673,0.10366847,0.050037304,0.033111852,0.059620508,0.066701382,0.077316742,0.043309914,0.330197319936508,0.439368372076901,2.66407708554912
"T2109",0.01552891,0.088447076,0.066690347,0.059968407,0.064578648,0.10343982,0.091634745,0.048778225,0.075272201,0.116599346,0.083114233,0.101148152,0.077275856,0.083699931,0.092899832,0.064049879,0.210611392138853,0.804301651232019,3.01693008746887
"T2125",0.046412228,0.0634155,0.039523134,0.033178541,0.037473379,0.071477968,0.046843581,0.027927451,0.049454226,0.092237586,0.099727443,0.051675708,0.051668327,0.059160682,0.067740569,0.037040506,0.39044886737772,0.278149322933032,2.50819482238923
"T2126",0.029748414,0.076062311,0.054996916,0.047772966,0.052650242,0.081733671,0.053433315,0.029077305,0.064289996,0.112360105,0.047802992,0.095879157,0.06709734,0.074750493,0.084381235,0.052287,0.343795885415511,0.402125358777218,2.62806691658411
"T2127",0.019798554,0.076594911,0.063350091,0.060421789,0.062540184,0.07054663,0.07868595,0.029282296,0.067957976,0.098514438,0.07869479,0.111947751,0.069180267,0.073570674,0.079606852,0.062360796,0.248087580579713,0.680520160111139,2.89724609804147
"T2113",0.037094775,0.063631594,0.038497315,0.031845997,0.036654507,0.085301539,0.067003917,0.03942978,0.048125275,0.092274121,0.016954285,0.056708791,0.050664368,0.058552045,0.068029236,0.035965288,0.374955242964261,0.318757397822705,2.54745866031647
"T2114",0.052493753,0.089218855,0.060629694,0.05290938,0.058179217,0.102594628,0.093180967,0.036908013,0.072221395,0.122854151,0.053256661,0.090314284,0.075077116,0.083770351,0.094607801,0.057526519,0.182312297978191,0.906588215360021,3.11583069004526
"T2115",0.068404671,0.08181283,0.057221724,0.050998143,0.055156636,0.065026126,0.085013372,0.035977979,0.06711108,0.112019201,0.042906698,0.090393082,0.069396539,0.077007041,0.08597284,0.05454309,0.137703775720543,1.09069400041386,3.29384207633877
"T2133",0.018302982,0.076984624,0.052420091,0.045367929,0.050073624,0.101493082,0.080431312,0.03700948,0.062789197,0.107219458,0.057726871,0.102522521,0.065303027,0.072144532,0.081883874,0.049580348,0.36050829706434,0.357100468007705,2.5845324713126
"T2116",0.04038036,0.065731609,0.050241907,0.048204475,0.049333445,0.06308169,0.068472077,0.026497796,0.056004209,0.090807789,0.068486204,0.129473785,0.057400188,0.062000656,0.06992689,0.049408093,0.393162776828323,0.271085135729345,2.50136447886256
"T2117",0.026779883,0.07347818,0.055984697,0.052486054,0.054548657,0.112399524,0.076131369,0.032546378,0.062766533,0.099352943,0.049387794,0.107264863,0.064365101,0.069134918,0.077228405,0.054302755,0.269121933071921,0.61547077153077,2.83435001992339
"T2118",0.019598954,0.081172711,0.073592979,0.072249265,0.073192959,0.092314633,0.082634043,0.032029362,0.075957192,0.09709707,0.08264158,0.125837119,0.076622049,0.07901807,0.083370712,0.073157681,0.22309436497537,0.761784337285658,2.97582021145462
"T2134",0.032471628,0.071627582,0.053102956,0.049680662,0.051923338,0.064077457,0.074697028,0.027402405,0.059951198,0.097789568,0.068904864,0.066166663,0.061740727,0.067657723,0.075847745,0.051538102,0.127595117840059,1.1378329682874,3.33942061705198
"T2135",0.019162857,0.079687268,0.056727314,0.05188699,0.055290521,0.081882471,0.083172146,0.028638956,0.065331388,0.109078975,0.083186587,0.101612919,0.067894192,0.07487241,0.08463471,0.054998833,0.333094552246074,0.431384106309108,2.65635712054397
"T2136",0.034495091,0.079356216,0.05606139,0.051407984,0.054892758,0.093201453,0.077102282,0.035108274,0.065269596,0.112026726,0.037563055,0.101121904,0.067658609,0.07457783,0.08423585,0.05454408,0.297529635614578,0.531518866125142,2.75317714934322
"T2110",0.026985908,0.07011847,0.051185394,0.046469185,0.050039086,0.066827627,0.072444089,0.027172266,0.05919085,0.094665621,0.072453781,0.066065825,0.061119411,0.066437839,0.07341496,0.049530206,0.164529935619067,0.976009268653235,3.1829537189662
"T2111",0.108663871,0.078016383,0.053754323,0.047262506,0.051815404,0.070703799,0.081336068,0.030685378,0.063114415,0.104798916,0.081348858,0.071593105,0.066069716,0.073204359,0.082796623,0.051344678,0.16888147813777,0.958594714506122,3.16611563359857
"T2128",0.027062001,0.067101101,0.048760023,0.043502194,0.047340462,0.068097603,0.069649877,0.032387224,0.055777085,0.093461288,0.049236428,0.079195463,0.057394085,0.062784254,0.070586962,0.046989509,0.181641780472248,0.909126111450979,3.11828457492068
"T2129",0.050489179,0.076208144,0.055137416,0.050382654,0.053740161,0.100028193,0.079800222,0.025374322,0.062645514,0.108797427,0.040626664,0.053708634,0.064663243,0.071493028,0.081194921,0.053479463,0.209927400337413,0.80667317871639,3.01922311098794
"T2130",0.03265966,0.084232577,0.064589709,0.058914822,0.062801191,0.078393484,0.066736484,0.034876815,0.072428038,0.1077429,0.040273263,0.089130645,0.074367255,0.08039797,0.088027201,0.062507762,0.175953879600011,0.930895235776136,3.13933308243164
"T2120",0.018003299,0.062759156,0.05728102,0.059435465,0.058010939,0.123225983,0.065322301,0.02270587,0.056683304,0.091939451,0.065333811,0.119747482,0.057273187,0.059780644,0.066508895,0.058006063,0.398970138153549,0.256013677194488,2.48679192631365
"T2121",0.034002974,0.061986579,0.062625837,0.063821096,0.063074758,0.101256457,0.062822643,0.031902407,0.061337738,0.075438037,0.062825965,0.118829388,0.060772236,0.061203196,0.063213215,0.063229738,0.161511354175174,0.988265354342786,3.19480409511539
"T2122",0.03133251,0.081714542,0.054077521,0.045603501,0.051871209,0.074157873,0.085521973,0.036598802,0.065886354,0.113034477,0.01697814,0.081929284,0.068622226,0.076401892,0.08684231,0.051098175,0.43240059455103,0.170265694513059,2.40388243346675
"T2124",0.029294121,0.0944529,0.072967759,0.066336569,0.07085226,0.072055848,0.097218851,0.037283035,0.081933359,0.118874204,0.097230506,0.038432218,0.084090033,0.090240672,0.098287526,0.070155375,0.2492429738499,0.676873927583399,2.89372056565898
"T2137",0.028437736,0.071655974,0.048203231,0.039936933,0.045662155,0.074855455,0.023055746,0.027209415,0.0592762,0.107430623,0.068689657,0.083927588,0.061972352,0.069331874,0.079963095,0.04526454,0.462909632356555,0.0931061084048768,2.32927703806903
"T2138",0.018314241,0.067321198,0.055944301,0.053988399,0.05540791,0.130081106,0.070137992,0.035750644,0.060368363,0.09004198,0.052442547,0.132660291,0.061411164,0.064707896,0.071320039,0.055306779,0.430717385908499,0.174548050051008,2.40802303146963
"T2139",0.03068536,0.078276405,0.051555637,0.045002302,0.049530877,0.102265674,0.030150846,0.029993504,0.062606006,0.109062626,0.079650369,0.119669336,0.06545712,0.073104822,0.08333177,0.049421166,0.497260365399091,0.00686729952916194,2.24589296670061
"T2140",0.050212725,0.068521393,0.038781262,0.031846079,0.036212926,0.072867557,0.072689555,0.028925572,0.050139075,0.105290724,0.103973561,0.060444536,0.052867587,0.062288494,0.073938843,0.036118343,0.459452209743687,0.101813865852597,2.33769654522532
"T2142",0.033652723,0.074001455,0.062267347,0.060195693,0.061417479,0.117780946,0.076044476,0.041866083,0.066181785,0.093298348,0.059893667,0.130888819,0.067306243,0.071094403,0.07688463,0.061358052,0.217623123473615,0.780245734989514,2.99367048702971
"T2112",0.025909141,0.073471585,0.07631845,0.085598339,0.078266137,0.101235551,0.071758592,0.021678052,0.072020561,0.088339735,0.109967314,0.113342698,0.071669689,0.072615034,0.075565613,0.078969238,0.232317099847395,0.731237334332173,2.94628439680724
"T2141",0.012368675,0.076457315,0.058467761,0.058708752,0.057349895,0.109346543,0.079050405,0.034548467,0.06450052,0.101822445,0.079130875,0.111300243,0.066231236,0.07222272,0.080730666,0.057169108,0.324796174670583,0.454328578845252,2.67854206906549
"T6045",0.062400134,0.057021876,0.072944525,0.067073938,0.108881346,0.071398925,0.127554515,0.098896396,0.190261295,0.137181451,0.125021562,0.184663663,0.250994292,0.074530143,0.208813421,0.115726264,0.499755898871483,0.000611870828790574,2.23984460958632
"T6069",0.076766803,0.049338406,0.061013427,0.052095474,0.103307642,0.052491696,0.12714317,0.091807243,0.162117394,0.136063411,0.124868102,0.158464556,0.23935117,0.064307685,0.17801113,0.112632666,0.470378554232673,0.0743183094733994,2.31111116602857
"T6041",0.075922552,0.051118881,0.073966105,0.065169814,0.115547577,0.085961897,0.135745139,0.104397146,0.191577832,0.146957089,0.133075208,0.187754297,0.238943189,0.077386077,0.202635839,0.122296856,0.409570053487188,0.228651096724715,2.46033512116455
"T6036",0.097890421,0.050540649,0.085149905,0.076053064,0.133998816,0.104726347,0.148888107,0.121835765,0.208924777,0.160681922,0.146607835,0.20434053,0.24529349,0.089856829,0.221515702,0.138921398,0.298068385033919,0.529964174567251,2.75167392227516
"T6047",0.065521141,0.05596751,0.074530796,0.067336751,0.11258718,0.072458408,0.132724501,0.102600422,0.185535562,0.142434323,0.130064016,0.180304486,0.249516508,0.077031299,0.203841218,0.120067024,0.451424862157716,0.122062242535592,2.35727464594866
"T6060",0.078448911,0.051217416,0.068440626,0.056546145,0.117337609,0.05332667,0.13908657,0.10436164,0.183060061,0.146407838,0.136829509,0.177761989,0.253461416,0.071184613,0.204627992,0.125779417,0.461386665482252,0.0969408965729254,2.33298488439084
"T6049",0.064434883,0.054766644,0.071971145,0.063604569,0.114189624,0.072306629,0.136263186,0.102462108,0.189996422,0.14621416,0.133792303,0.18567597,0.236026277,0.074577851,0.203060691,0.123403657,0.44039998985241,0.149955175945028,2.38424424792262
"T6073",0.073553915,0.049106923,0.059931275,0.053044973,0.101922068,0.050252547,0.127481182,0.090729276,0.167462311,0.137154042,0.124715063,0.162821545,0.238524527,0.063610656,0.184413119,0.111576923,0.490491974437209,0.0238353424225091,2.26229932154302
"T6043",0.07491332,0.05299227,0.072608566,0.066009055,0.112278077,0.078927319,0.131907619,0.10189,0.19392424,0.14390443,0.128782047,0.189160132,0.237398096,0.075417637,0.206045862,0.118494222,0.435678399097238,0.161935307745719,2.39582780500203
"T6051",0.066405075,0.051847965,0.070196206,0.061179708,0.109654135,0.072120945,0.133573704,0.099416081,0.198432102,0.14676505,0.13077282,0.193213891,0.239992873,0.073204686,0.210981276,0.116578413,0.493680989032602,0.0158400739337133,2.25456871803665
"T6029",0.05205531,0.05711631,0.056605211,0.052516099,0.090388007,0.348585966,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.059217104,0.118045882,0.073032129,0.331714568470106,0.435183639526345,2.66003087894907
"T6031",0.064804824,0.05522614,0.051339151,0.051354589,0.090388007,0.409633976,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.055207754,0.118045882,0.073032129,0.326936454809809,0.448388403369492,2.67279852944256
"T6033",0.216039842,0.054489388,0.049985005,0.045463868,0.090388007,0.53069547,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.065261326,0.118045882,0.073032129,0.473743727666281,0.0658623003665134,2.30293507366305
"T6037",0.215310423,0.066775312,0.070149157,0.070752421,0.090388007,0.323905836,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.077316881,0.118045882,0.073032129,0.327181129584163,0.447710338782088,2.67214291062447
"T6039",0.196838085,0.074919156,0.069925969,0.0697467,0.090388007,0.436439268,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.069722335,0.118045882,0.073032129,0.278670655844137,0.586795124435789,2.80662361420101
"T6042",0.091719845,0.041560837,0.051464665,0.045906909,0.090388007,0.532789645,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.061581881,0.118045882,0.073032129,0.27597787941834,0.59483202425973,2.81439447093288
"T6044",0.16192244,0.047560134,0.058735537,0.053524926,0.090388007,0.556828103,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.063574397,0.118045882,0.073032129,0.26991180135525,0.613079759655538,2.83203815699942
"T6046",0.18723865,0.057504251,0.046866051,0.047002087,0.090388007,0.48249005,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.051307449,0.118045882,0.073032129,0.430021624993103,0.176319109524862,2.40973546409122
"T6048",0.241722885,0.05164302,0.0627476,0.056986569,0.090388007,0.436488431,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.068728086,0.118045882,0.073032129,0.48973343618258,0.0257373003007014,2.2641383194782
"T6050",0.239993302,0.0668109,0.068959796,0.074100678,0.090388007,0.33612121,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.076606574,0.118045882,0.073032129,0.419263109105974,0.203778981908463,2.43628634052901
"T6052",0.251259136,0.073154578,0.069818303,0.069554584,0.090388007,0.443154859,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.069287274,0.118045882,0.073032129,0.480907629861425,0.0478757577758096,2.28554393421427
"T6053",0.045087089,0.045681567,0.043947941,0.041482682,0.090388007,0.277221546,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.047742536,0.118045882,0.073032129,0.461891429484769,0.0956697596977616,2.33175582557962
"T6055",0.053360293,0.04952635,0.049972919,0.04565308,0.090388007,0.220919864,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.052593626,0.118045882,0.073032129,0.390980681292033,0.276763951808252,2.5068553107906
"T6057",0.163474151,0.061771777,0.045140241,0.051638548,0.090388007,0.268063947,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.04697067,0.118045882,0.073032129,0.377211888998461,0.312811631377616,2.5417097148004
"T6063",0.245945854,0.061550462,0.064767488,0.061468021,0.090388007,0.694532283,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.067612097,0.118045882,0.073032129,0.491961022950092,0.0201520910727762,2.25873799576153
"T6066",0.08098977,0.039543808,0.040194424,0.03700851,0.090388007,0.21499416,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.044399361,0.118045882,0.073032129,0.419080035894153,0.204247528424327,2.43673937688964
"T6068",0.163566948,0.043354891,0.04586085,0.042104341,0.090388007,0.353969096,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.052499976,0.118045882,0.073032129,0.388889823476112,0.282213709226298,2.51212466651816
"T6077",0.039472257,0.046565566,0.039194943,0.04779422,0.090388007,0.051462044,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.043284235,0.118045882,0.073032129,0.487468728521776,0.0314164065890553,2.26962943200898
"T6079",0.043816801,0.041610105,0.045211149,0.044246421,0.090388007,0.045640668,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.051150227,0.118045882,0.073032129,0.443758937013965,0.141445674354678,2.37601643381932
"T6081",0.043978679,0.03783362,0.041490521,0.039482111,0.090388007,0.043065883,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.05331081,0.118045882,0.073032129,0.463976296642233,0.0904210958621424,2.32668090669375
"T6083",0.071451647,0.039362987,0.036638932,0.040203394,0.090388007,0.047897202,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.043518661,0.118045882,0.073032129,0.438926550405658,0.153691355877378,2.38785675020768
"T6085",0.047078475,0.043984514,0.041298252,0.043451451,0.090388007,0.052608351,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.04333564,0.118045882,0.073032129,0.470985516462185,0.0727927592865518,2.30963611567346
"T6087",0.046761186,0.04346173,0.041666477,0.041589314,0.090388007,0.048647638,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.043883003,0.118045882,0.073032129,0.474708831006769,0.0634380835597994,2.30059110498051
"T6090",0.042711734,0.040558449,0.041813376,0.041378292,0.090388007,0.045542785,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.048162817,0.118045882,0.073032129,0.47448510789767,0.0640000138323646,2.30113443384327
"T6092",0.051001604,0.042479382,0.04398361,0.045491717,0.090388007,0.044240559,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.048239494,0.118045882,0.073032129,0.4305724963157,0.174916821205508,2.40837959530286
"T6096",0.052302706,0.041832867,0.042438432,0.043518325,0.090388007,0.057798864,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.047798671,0.118045882,0.073032129,0.439433564393774,0.152405488073175,2.38661344810096
"T6098",0.062737031,0.047010948,0.034886781,0.050304919,0.090388007,0.056171311,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.037709987,0.118045882,0.073032129,0.450846071466774,0.12352403490145,2.35868804903886
"T6100",0.039549232,0.04612858,0.040738878,0.046703974,0.090388007,0.057757514,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.041534308,0.118045882,0.073032129,0.490580352141824,0.0236137500154991,2.26208506444321
"T6101",0.048246183,0.054212902,0.050630327,0.053429217,0.090388007,0.067141696,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.055068334,0.118045882,0.073032129,0.372566565462108,0.325063344014608,2.55355586265687
"T6103",0.040891469,0.045537888,0.046563823,0.047003828,0.090388007,0.06116468,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.056175332,0.118045882,0.073032129,0.426955631669034,0.184130266280402,2.41728805045999
"T6105",0.038839963,0.0466155,0.042199791,0.045021308,0.090388007,0.062445426,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.050515898,0.118045882,0.073032129,0.468075173518124,0.0801092737914363,2.31671043378612
"T6107",0.041479225,0.043929652,0.04030558,0.046602031,0.090388007,0.056571063,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.053431929,0.118045882,0.073032129,0.453290968520763,0.117350968431595,2.35271932774279
"T6109",0.085857888,0.041719929,0.04616362,0.041195713,0.090388007,0.042695025,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.049629858,0.118045882,0.073032129,0.358462051157328,0.362572705898048,2.5898235633481
"T6111",0.060377503,0.046558587,0.048330421,0.044487513,0.090388007,0.047049916,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.051632923,0.118045882,0.073032129,0.383533278206191,0.29621413289708,2.52566163834989
"T6114",0.116525423,0.048428279,0.044628867,0.043086854,0.090388007,0.058981113,0.113457216,0.150894939,0.086900402,0.136857342,0.109388715,0.160455525,0.093768921,0.049563136,0.118045882,0.073032129,0.340114375981261,0.412150996810475,2.63776067891893
