"","cvpA","glnB","glrR","hflD","ispE","lolB","prs","purB","purC","purE","purF","purK","purL","purR","speA","speB","ubiX","pval","z","inv_cof_var"
"T1794",0.165833143,0.324619679,0.098469278,0.283075326,0.32037935,0.25315761,0.283530683,0.139419369,0.269600792,0.159698931,0.09079412,0.187010241,0.117187703,0.071801797,0.201284638,0.131272574,0.054233939,0.151084517191872,1.03179313832603,2.22387962409453
"T1795",0.195828407,0.301358622,0.082997087,0.252746353,0.234527794,0.260406859,0.294049823,0.140756396,0.263465628,0.125140757,0.087096686,0.152068084,0.140386779,0.163911752,0.213417671,0.108947574,0.072642704,0.106635210667989,1.24462283829106,2.33266762359905
"T1796",0.199463754,0.328471984,0.10041024,0.345372846,0.233497787,0.339940871,0.307244242,0.181908441,0.30546162,0.213658902,0.122412563,0.28224285,0.153158452,0.09690823,0.254217479,0.125700442,0.072397825,0.0667910426603706,1.50012477162346,2.4632675549119
"T1797",0.182310301,0.325353273,0.09777599,0.224564404,0.296942921,0.293448121,0.290622298,0.161474891,0.274924217,0.159496495,0.097806383,0.196920068,0.134138379,0.083659846,0.246176722,0.127771018,0.061535893,0.0883614106816392,1.35091450451967,2.38699865791856
"T1798",0.172845922,0.332732688,0.095068633,0.215673714,0.308153029,0.311521383,0.28254446,0.146705779,0.261807289,0.146684773,0.095608817,0.1767656,0.12704033,0.099045183,0.229665633,0.126314939,0.056555856,0.151470959125424,1.03014505415318,2.22303720510786
"T1799",0.168534348,0.30166305,0.093972926,0.20398707,0.334218804,0.298044384,0.280026131,0.139280652,0.259144659,0.137706587,0.09683703,0.16351255,0.12623075,0.091363914,0.21894453,0.127860053,0.044499774,0.180206640649005,0.9145778690408,2.16396498502386
"T1800",0.168564405,0.06990377,0.102890815,0.227427182,0.324267899,0.123055808,0.267531483,0.141057687,0.260018159,0.163154575,0.083970194,0.166312069,0.111012533,0.095951525,0.212244231,0.122600909,0.07087639,0.185600138729326,0.894227320426213,2.15356279269373
"T1801",0.153869371,0.10870576,0.096916971,0.206786906,0.345300323,0.112861235,0.257112911,0.12466379,0.245461316,0.126873447,0.075776716,0.131797843,0.103373925,0.083252283,0.206691944,0.123329757,0.061432595,0.263643666378168,0.632152346259176,2.01960304852027
"T1802",0.151189171,0.267912256,0.090356703,0.179466888,0.295475391,0.110050587,0.238964452,0.125035925,0.214263449,0.105407476,0.079636028,0.107931398,0.10534611,0.088785074,0.195560737,0.127243682,0.06559288,0.167577661806,0.963781819123863,2.18911560685031
"T1803",0.150986975,0.256058792,0.101882989,0.273833278,0.334879726,0.154677754,0.287145441,0.151956966,0.282895784,0.170939848,0.076973822,0.168662099,0.107006197,0.093026604,0.239253621,0.108909171,0.094882731,0.135102512068529,1.1025905310547,2.26006774410952
"T1804",0.147049805,0.284424781,0.111385781,0.233961848,0.252267707,0.140465759,0.314291026,0.115417577,0.247493273,0.105093164,0.0560819,0.121884922,0.111276642,0.084573142,0.231514115,0.143116572,0.06385596,0.226363330460834,0.750877037409226,2.08028922927478
"T1805",0.140075186,0.285457173,0.097396465,0.265620397,0.351428959,0.136957759,0.28433811,0.141852717,0.254369814,0.1488022,0.070439566,0.139028002,0.100629047,0.090872605,0.219898049,0.123131944,0.069548486,0.257080692309059,0.652371748981069,2.02993820556674
"T1806",0.144929411,0.248565025,0.098976109,0.231612678,0.400932754,0.15676397,0.303666315,0.125240671,0.241555248,0.138591492,0.071289949,0.160325729,0.110059892,0.084229776,0.211372836,0.129809031,0.03706176,0.349562045026139,0.386503123128523,1.89403933458085
"T1807",0.150575167,0.328712983,0.092191772,0.231024948,0.361209365,0.154840234,0.295933996,0.12713149,0.260767267,0.140723839,0.06802325,0.179087845,0.102194713,0.071069853,0.188818808,0.134592698,0.038766831,0.342374317658377,0.405991786595451,1.9040009739194
"T1808",0.142071036,0.336718841,0.099682013,0.268167438,0.290033014,0.144665175,0.30766363,0.125837465,0.29466038,0.12275218,0.068101804,0.125515462,0.083124138,0.074879244,0.167678526,0.145691623,0.042733765,0.395322669219013,0.26547269921613,1.83217457745919
"T1809",0.1728068,0.142355405,0.095866242,0.278158333,0.383982953,0.129798011,0.309256592,0.141785543,0.288338936,0.150701856,0.076041931,0.196755155,0.118268532,0.068133184,0.193478456,0.133110662,0.053282805,0.309963137347035,0.49595483795088,1.9499856291996
"T1810",0.221577856,0.097839794,0.112478209,0.310836201,0.188737804,0.125652522,0.332539726,0.153423989,0.31562059,0.162652699,0.090078666,0.175430127,0.111450209,0.093192054,0.236210438,0.144008635,0.055918881,0.224131553385623,0.75831386855708,2.08409056895322
"T1811",0.168421767,0.188693504,0.112728521,0.306870328,0.197655404,0.166718726,0.31299016,0.150044146,0.294779789,0.166989212,0.074839136,0.175666967,0.117752999,0.076988217,0.183619911,0.153592216,0.064831989,0.0853594430127677,1.36989754549146,2.39670184808503
"T1812",0.169732309,0.05842771,0.105763837,0.197592428,0.304563354,0.196618831,0.265236364,0.149117576,0.269823186,0.163191863,0.086798904,0.155825198,0.115273214,0.097694367,0.223161201,0.130242637,0.059803337,0.143589380186847,1.0643310419679,2.24051138857971
"T1813",0.173385936,0.071948608,0.106297109,0.203209208,0.300165878,0.230004834,0.280798166,0.151796601,0.275282816,0.177276656,0.090951625,0.182820315,0.130716818,0.102292786,0.219516176,0.128052694,0.069389177,0.0926161881476985,1.32481542850727,2.37365810315214
"T1814",0.159123689,0.364037367,0.108977124,0.28067353,0.360737962,0.174593192,0.30492332,0.145914986,0.285108592,0.141850437,0.077344377,0.159522045,0.104905432,0.070205261,0.229669307,0.131965972,0.053389458,0.309241816230706,0.498000581305264,1.95103131186071
"T1815",0.191427904,0.353045554,0.111359939,0.340495732,0.305748332,0.229761383,0.327885289,0.188932697,0.293833121,0.190149058,0.09561793,0.239115715,0.151406334,0.113033741,0.2320693,0.132346733,0.056349764,0.102018879304037,1.27013159586788,2.34570643682429
"T1816",0.183998947,0.182899785,0.104324136,0.261717382,0.289818846,0.26248016,0.288802236,0.173684784,0.273681836,0.173510981,0.081841435,0.175999757,0.139349043,0.109370391,0.196422918,0.125517238,0.063912214,0.0459326074863621,1.68563971425365,2.55809360358015
"T1817",0.168576424,0.364832473,0.110454357,0.363443267,0.281884273,0.216984489,0.318504118,0.180148147,0.296306515,0.195908314,0.095690632,0.204563143,0.144968498,0.104278146,0.226114742,0.125074825,0.063638121,0.141111349058012,1.07533963302552,2.24613843498686
"T1818",0.165438342,0.311291856,0.108601629,0.320331034,0.338616618,0.110278844,0.283203361,0.138149222,0.285267714,0.149656851,0.085642888,0.216797186,0.105899952,0.084214923,0.214785486,0.130993864,0.048711133,0.271915089511231,0.607031241822407,2.00676238437674
"T1819",0.162498319,0.359141239,0.103362583,0.306970241,0.35454244,0.143726153,0.284191481,0.150771785,0.260635414,0.148553007,0.085630059,0.204154946,0.114255747,0.085039412,0.194115907,0.132042084,0.044465622,0.286316521862863,0.564177933614637,1.98485789608004
"T1820",0.163230073,0.339524815,0.11077372,0.242605373,0.340162195,0.167193234,0.275962915,0.148042217,0.25176703,0.150246991,0.091581445,0.2007977,0.122210478,0.116200214,0.202988563,0.137536985,0.044388647,0.161969082562917,0.986397349699395,2.20067554575663
"T1821",0.172600423,0.062000041,0.102795576,0.258780373,0.312908722,0.196623981,0.27872057,0.15897896,0.272842279,0.180443491,0.088424579,0.174272539,0.112736927,0.085413064,0.196442843,0.130919926,0.049786645,0.179187752303716,0.918464942510025,2.16595186442422
"T1822",0.183775487,0.118369279,0.086197412,0.27311702,0.34888708,0.148854877,0.30493658,0.150772157,0.284102349,0.168646868,0.085905449,0.149196493,0.106089966,0.101412536,0.231633528,0.117894485,0.050959001,0.280402651378194,0.581645775637706,1.99378659160356
"T1823",0.161480177,0.134973236,0.090219428,0.290789523,0.34635283,0.160134985,0.319907955,0.135351566,0.283671468,0.159278569,0.082091152,0.157404964,0.101005174,0.141812394,0.250462834,0.122549691,0.040267751,0.329303105528164,0.441838314126899,1.92232394303495
"T1824",0.161685008,0.259310529,0.091908216,0.201109862,0.290223827,0.097008785,0.255115518,0.10769082,0.20717358,0.132743709,0.059578949,0.138538419,0.086311722,0.068560869,0.217557483,0.126969319,0.064397466,0.202487647018553,0.832768516458011,2.12214809663985
"T1825",0.131496007,0.285045742,0.089269774,0.174187172,0.271398059,0.107098693,0.251491066,0.106896063,0.210554453,0.135318007,0.061019214,0.143770721,0.084654512,0.073096429,0.225386249,0.110349805,0.07308531,0.216156931510847,0.785238300993962,2.09785300503749
"T1826",0.124305689,0.243081863,0.106276162,0.167099008,0.250439303,0.130052532,0.274208379,0.100604311,0.204645542,0.116914705,0.057899806,0.144114298,0.092109555,0.068552494,0.222038779,0.126559243,0.086157917,0.113601195041944,1.20759680160949,2.31374174783626
"T1827",0.171917976,0.254403243,0.088275328,0.181477691,0.449058989,0.131171934,0.256344877,0.135727727,0.245065876,0.132477761,0.134574024,0.130828334,0.11986048,0.082209363,0.150302452,0.121319512,0.081827253,0.338203228639796,0.41737182868609,1.90981788769375
"T1828",0.219551132,0.149948286,0.099210987,0.197788189,0.446498082,0.138112141,0.217992584,0.145296233,0.225055965,0.136766547,0.15337616,0.137982424,0.138187996,0.101117105,0.141241645,0.134569032,0.081952224,0.236934517147462,0.716198102951073,2.0625630758983
"T1829",0.191726345,0.25135935,0.092718007,0.213443683,0.447168293,0.142906442,0.195477555,0.143084881,0.224408179,0.140658114,0.140554942,0.141718546,0.139917969,0.102210439,0.152701186,0.125172127,0.080757772,0.237218996686068,0.715276845117417,2.06209217453083
"T1714",0.328763957,0.197576193,0.06562495,0.106819523,0.179201934,0.370821563,0.4215168,0.437562833,0.33551238,0.254838488,0.207029248,0.408172251,0.252940549,0.148018065,0.434651719,0.113823556,0.093449077,0.268436289667402,0.61754914022157,2.01213861300472
"T1085",0.260588035,0.151085878,0.101186279,0.285390638,0.252001143,0.25253562,0.073813391,0.256674452,0.256318122,0.222651629,0.168322735,0.145390787,0.225036614,0.153971047,0.277146272,0.332889198,0.056307511,0.0481047291145715,1.6635146628568,2.54678437333272
"T1086",0.290794874,0.318057244,0.05090416,0.299813007,0.268981554,0.24653769,0.2296487,0.292402792,0.278890399,0.229358208,0.169569767,0.153198634,0.222812437,0.096309911,0.331127771,0.282240248,0.049909343,0.0255211014096714,1.95112479091496,2.69379642321967
"T4796",0.173347551,0.11296296,0.102839996,0.267233243,0.092002832,0.115632854,0.318797141,0.088752216,0.196288635,0.220454782,0.314954996,0.116494302,0.097551659,0.528014677,0.106067594,0.103450002,0.096758443,0.314785893188225,0.482329651818868,1.94302110901082
"T4798",0.095739393,0.111484939,0.096081313,0.106239761,0.126595426,0.094903849,0.267402057,0.095531644,0.095043626,0.105646105,0.116496126,0.144154246,0.094983745,0.151013605,0.228124612,0.094678671,0.094803749,0.0834456280276444,1.38226204304416,2.40302196672382
"T4800",0.110897633,0.132072201,0.107701624,0.140110633,0.241778022,0.159956412,0.270697567,0.109624794,0.262659735,0.269199002,0.144151534,0.165233118,0.100153476,0.292978857,0.267925904,0.095469238,0.093142311,0.0898259676061406,1.3418274944644,2.3823538285289
"T4806",0.094918411,0.115682812,0.092633599,0.091935091,0.128924545,0.126231225,0.372880702,0.098569141,0.349153681,0.263552401,0.117313534,0.133002888,0.121916039,0.107455033,0.125136486,0.187347258,0.092392331,0.473652791192221,0.0660907409530797,1.73026039734103
"T4811",0.102098594,0.143729342,0.094451738,0.273170357,0.110452735,0.168836566,0.101143818,0.085471121,0.305546195,0.282583449,0.157748684,0.177769602,0.111171373,0.149238308,0.148282952,0.092474035,0.08584536,0.225116568673801,0.755026407808752,2.08241018187229
"T4812",0.101065505,0.131083046,0.09850302,0.285765974,0.10345396,0.152751254,0.290159821,0.09831972,0.26671341,0.270893972,0.147736452,0.181190352,0.096828864,0.128632412,0.157260683,0.100097476,0.096798033,0.183871514188846,0.900709063587631,2.15687593870648
"T5743",0.140728573,0.161721104,0.129070948,0.151210818,0.148503243,0.180451794,0.121075046,0.124829786,0.182339798,0.153749101,0.159163765,0.208359632,0.163035858,0.168536316,0.214705605,0.147725973,0.125481099,1.10531690153719e-14,7.63774251960108,5.6005137035256
"T5745",0.109925191,0.130168968,0.098429689,0.229133665,0.112066939,0.160257559,0.253467429,0.090098575,0.224287649,0.258175656,0.156756312,0.144344876,0.186891097,0.145715143,0.09260878,0.089041445,0.088109584,0.0640306703095338,1.52179146549532,2.47434249549859
"T5747",0.116308528,0.150976798,0.111739817,0.132443535,0.125533055,0.177800055,0.127291424,0.106773029,0.186854069,0.129072219,0.163458864,0.187186838,0.15375234,0.158053064,0.117448452,0.113403768,0.106947968,2.23082445873215e-10,6.23695688520942,4.88450147907962
"T5755",0.136936793,0.163623461,0.129687741,0.277495025,0.147594954,0.18736592,0.130929719,0.120952057,0.29590064,0.159778219,0.15855754,0.200080759,0.25406997,0.156594533,0.269563037,0.124328961,0.1214055,0.00722392366806122,2.44593143521865,2.94671706814933
"T5757",0.137367945,0.179287282,0.128697266,0.199289212,0.151459301,0.131881205,0.196630195,0.110744621,0.211225031,0.175113721,0.119669295,0.109889557,0.28709286,0.18893358,0.14469267,0.28559147,0.112251154,0.00729241480125909,2.44252722265814,2.94497700332564
"T5759",0.121416017,0.166160442,0.111265613,0.266812105,0.12768463,0.20126095,0.091831502,0.106417515,0.312409055,0.097850287,0.184522349,0.100236133,0.314574352,0.167659582,0.337915234,0.266313383,0.106148158,0.247318789979912,0.682951357379129,2.04556898653294
"T6894",0.102346757,0.168316857,0.14884535,0.094899205,0.171369231,0.259900283,0.231674923,0.128773804,0.267431375,0.156189787,0.170609306,0.319833009,0.151513299,0.184268626,0.252429194,0.138279751,0.083387242,0.0411772061804313,1.73718561967297,2.58444131695915
"T6896",0.118541217,0.068344557,0.119908217,0.070056624,0.122871889,0.257417499,0.268126867,0.129419309,0.270887544,0.232732111,0.271082908,0.317347532,0.146764924,0.144542198,0.296829894,0.104927674,0.060813259,0.302381207943706,0.517564127325027,1.96103122745075
"T6898",0.114957311,0.12779899,0.13178452,0.126951511,0.193089942,0.247867042,0.192125668,0.126597549,0.26708453,0.15006731,0.131774362,0.325092566,0.133799226,0.190832535,0.258140031,0.128023421,0.073250207,0.0700495178554754,1.47542232962524,2.45064089026733
"T6900",0.17711637,0.079472511,0.170381339,0.068320797,0.254141896,0.297285123,0.263356556,0.092404779,0.311429286,0.071808703,0.293804788,0.328555332,0.13219675,0.283941663,0.287902002,0.070887309,0.084762363,0.392551467413122,0.272675154779381,1.83585611594923
"T6902",0.114957311,0.12779899,0.13178452,0.126951511,0.193089942,0.247867042,0.192125668,0.126597549,0.26708453,0.15006731,0.131774362,0.325092566,0.133799226,0.190832535,0.258140031,0.128023421,0.073250207,0.0700495178554754,1.47542232962524,2.45064089026733
"T6893",0.152751454,0.115592541,0.083850946,0.107167273,0.177639642,0.29009101,0.247828581,0.065835787,0.317194379,0.159989482,0.258790538,0.347265861,0.140865327,0.232894438,0.296144553,0.12655684,0.1000858,0.253159584913427,0.664579992227532,2.03617845474468
"T6895",0.184556437,0.087506419,0.070670661,0.079888172,0.212862966,0.304647693,0.266568184,0.061360965,0.305996524,0.234442126,0.285410468,0.302768802,0.161956829,0.278774202,0.299218781,0.13478697,0.086485715,0.265587404997481,0.626213657936161,2.01656748523917
"T6897",0.143134505,0.084133604,0.084192036,0.104130413,0.170129881,0.11657512,0.238465562,0.091116563,0.292481133,0.228382945,0.080026358,0.34466576,0.140924221,0.245041555,0.295428518,0.13878776,0.071809419,0.377749487009243,0.31139681614945,1.85564871105524
"T6899",0.186733096,0.041853196,0.083749346,0.234532506,0.228639025,0.323345566,0.287325049,0.110180435,0.319107504,0.159603465,0.309176138,0.328128491,0.164807906,0.271087672,0.316565109,0.095033233,0.070335444,0.287309755071441,0.561261167138047,1.98336698954744
"T6901",0.131303487,0.110538678,0.095358502,0.113808698,0.155687667,0.096601228,0.204106402,0.097906916,0.283267581,0.195595562,0.110097258,0.353641593,0.139788654,0.212491729,0.269061175,0.132618486,0.088565042,0.253726984966481,0.662807312139635,2.03527234849843
"T1724",0.223802741,0.16723193,0.062492848,0.126959029,0.124989626,0.226810746,0.247868295,0.147324809,0.294426832,0.149489237,0.193382439,0.298318113,0.301997274,0.110275286,0.262230899,0.084257461,0.036245878,0.181510674352,0.909623030266417,2.16143231689427
"T1725",0.183783553,0.175317385,0.053492993,0.1132635,0.057441608,0.259074467,0.268892347,0.086500982,0.315590434,0.111844304,0.186880312,0.295721435,0.324366492,0.102859425,0.247437952,0.093054221,0.029181594,0.45828528570032,0.104754555029639,1.75002342377622
"T8307",0.185735636,0.145675496,0.245516564,0.204562493,0.247959383,0.21023604,0.18864563,0.146459728,0.145671851,0.312958112,0.144387541,0.101920695,0.112709557,0.084354875,0.306923169,0.066304228,0.052709395,0.121959697111289,1.16524608954471,2.29209416179035
"T8308",0.217281286,0.122618469,0.150400956,0.245937751,0.129722728,0.042387276,0.200788046,0.043140864,0.141157281,0.240824995,0.041873645,0.094828993,0.044739064,0.081585784,0.221589681,0.235869053,0.041830241,0.478197613813375,0.0546777100103303,1.72442662129967
"T8309",0.19738477,0.043540249,0.289389743,0.255557282,0.239449063,0.239517815,0.231298637,0.291508833,0.274242405,0.074596519,0.089041588,0.059219359,0.134677328,0.283957759,0.292987445,0.172625277,0.052222586,0.3081666763862,0.501053668396965,1.95259189873873
"T8318",0.077375029,0.094436848,0.242261487,0.241321097,0.122805905,0.275769599,0.267250792,0.260440197,0.186810221,0.256048313,0.039116741,0.276264211,0.183343216,0.182996212,0.484051607,0.106047589,0.038997265,0.492817425790732,0.0180050163631606,1.70568135699223
"T2217",0.238102733,0.044619589,0.041322691,0.272148308,0.229930795,0.173362562,0.25097982,0.242441329,0.095868907,0.140124686,0.105402488,0.096797002,0.166673892,0.095366387,0.219211105,0.034100643,0.034379401,0.471266090867253,0.0720876158115867,1.73332570269664
"T2220",0.2368824,0.087339264,0.054738787,0.264122057,0.253743805,0.197853598,0.249785681,0.247951131,0.087407416,0.155163514,0.112671081,0.108032651,0.16244602,0.106192895,0.044426003,0.045550103,0.053486227,0.445445676828218,0.137176413871725,1.76659587190836
"T2211",0.214326957,0.064017917,0.01704243,0.242510534,0.220136588,0.127578928,0.226465781,0.214210373,0.159348588,0.109969299,0.095905523,0.102941533,0.163083625,0.091293887,0.194589724,0.04952723,0.048994931,0.335494313033976,0.424791566546184,1.91361049013026
"T2147",0.186618317,0.133839159,0.082101974,0.219163838,0.205066738,0.172836806,0.200232135,0.200558551,0.109777501,0.148730963,0.124545506,0.112634412,0.103730159,0.110597556,0.39820226,0.035738068,0.059297523,0.390788818570548,0.277263691324674,1.83820154852513
"T2148",0.163210601,0.111264814,0.084611566,0.197785388,0.182919932,0.149052977,0.177982704,0.177999649,0.098361192,0.123032898,0.104390607,0.097570971,0.085610951,0.096870409,0.394495268,0.087972845,0.078693417,0.380187118769325,0.304989384238708,1.85237354927263
"T2150",0.192753324,0.132374244,0.077580081,0.229364502,0.213650294,0.176002934,0.208709074,0.208812315,0.116051878,0.147398203,0.12090597,0.108382421,0.103805925,0.106828955,0.422018769,0.076889823,0.057079056,0.393031251395296,0.271427176084882,1.83521821106274
"T2151",0.184377637,0.119226688,0.069282546,0.213885086,0.20120873,0.171939226,0.197716864,0.197646114,0.136207478,0.139119483,0.107589148,0.094712624,0.13201905,0.091983619,0.38584692,0.076896798,0.06413323,0.295808174968558,0.536495203585249,1.97070785583089
"T2107",0.137121635,0.13655178,0.071159345,0.246955842,0.231529771,0.190962953,0.226378423,0.226414061,0.135369263,0.156894603,0.122858816,0.108205761,0.091102259,0.106564201,0.432328318,0.100079777,0.044893293,0.43774020496684,0.156701112920907,1.77657593085143
"T2109",0.173615281,0.144255412,0.087610385,0.226701745,0.213821879,0.188211578,0.210144484,0.21014826,0.115276137,0.160508228,0.132207764,0.120038667,0.117039089,0.1187551,0.401995969,0.048663584,0.065353655,0.30588007701342,0.50756255823505,1.9559189207878
"T2114",0.210220178,0.155133433,0.088170654,0.232421031,0.225319397,0.201170403,0.222633378,0.222727043,0.10907182,0.172475056,0.142324936,0.126824693,0.106210558,0.125314436,0.370849724,0.081346849,0.058942756,0.180149243490013,0.914796472554866,2.16407672431111
"T2115",0.205486473,0.144295645,0.080968647,0.23782457,0.227463155,0.198015893,0.224202443,0.224344923,0.117124613,0.162980767,0.131281622,0.115933789,0.116095627,0.114293024,0.383832545,0.064480079,0.055830803,0.266580809542463,0.623187037204933,2.01502042665354
"T2117",0.175450677,0.128493671,0.072728453,0.225832278,0.210821258,0.174914366,0.205630591,0.205675896,0.128469477,0.14556925,0.098839323,0.102960138,0.116365888,0.10147455,0.411107869,0.061581334,0.055119799,0.414279757301429,0.21654941061251,1.80716741587768
"T2118",0.094887721,0.117652999,0.08074103,0.203677693,0.188985235,0.160066915,0.184412692,0.184418751,0.115594077,0.131152384,0.069400031,0.099543425,0.079523436,0.097909005,0.395216534,0.117054205,0.073255008,0.437008562798461,0.158557994454538,1.77752507670558
"T2134",0.163367959,0.125274196,0.070864581,0.236474933,0.219139528,0.176143652,0.213727709,0.213738773,0.121440797,0.143177403,0.113572386,0.101057939,0.093330642,0.099693081,0.43303652,0.083316409,0.052370519,0.474349169691191,0.0643414626860556,1.72936625294634
"T2119",0.115901539,0.160679856,0.06221106,0.201017558,0.260522405,0.2289795,0.255954396,0.139492658,0.201077762,0.185978996,0.054637295,0.210165428,0.088311599,0.116841371,0.421765179,0.087957135,0.051465157,0.460106879207925,0.100164463114278,1.7476771961722
"T2120",0.113248614,0.121681629,0.062137555,0.216705626,0.202430161,0.169960961,0.197798834,0.197808433,0.153067246,0.139466589,0.110583455,0.095996633,0.117110759,0.094427396,0.400237373,0.093632963,0.057756053,0.376094113169184,0.315755329794863,1.85787656731955
"T2124",0.196378253,0.144618496,0.09367415,0.224757292,0.211693784,0.185232961,0.207856801,0.207874756,0.086407497,0.160029714,0.068300881,0.122313685,0.081175484,0.120921718,0.397710836,0.040201329,0.071658817,0.448963286268561,0.128281035552235,1.76204899516901
"T2108",0.171362409,0.126366251,0.050371771,0.224283005,0.21187611,0.184585679,0.210135807,0.209425624,0.200612486,0.147819684,0.139297094,0.095263047,0.191459446,0.093973165,0.375335683,0.039341501,0.028946585,0.350017411901567,0.385273458333371,1.89341079085247
"T2112",0.135396792,0.108373937,0.07319979,0.188865538,0.175433518,0.152473575,0.173059456,0.172722703,0.106154371,0.122136233,0.106006517,0.090443824,0.109925705,0.089901663,0.368655341,0.113648749,0.077667008,0.262961039641781,0.634243260270853,2.02067182018374
"T2123",0.170551908,0.112717182,0.053854433,0.198188998,0.184325547,0.159495721,0.182283846,0.182623456,0.14722742,0.129435279,0.074748797,0.087163163,0.148139236,0.08609813,0.37010941,0.117911718,0.046445957,0.315565763856394,0.480134823700048,1.94189922160346
"T2141",0.12107418,0.124765624,0.075829477,0.208352789,0.19533245,0.170203502,0.193088225,0.192722914,0.112170528,0.139797101,0.058404182,0.104477838,0.111490882,0.104004394,0.381544976,0.100168353,0.057480126,0.383330902212281,0.296744206471264,1.84815902284597
"T2087",0.056560312,0.159634058,0.057471615,0.14304309,0.041368233,0.103999096,0.084364083,0.083119452,0.141727011,0.117207345,0.058486694,0.095526083,0.066558957,0.092184919,0.039552341,0.045863931,0.041686523,0.212402644058496,0.798112362275435,2.10443358741176
"T6153",0.244106336,0.075000963,0.161321569,0.241585389,0.075125706,0.213521802,0.337478496,0.067313736,0.075469037,0.218046177,0.230211176,0.118882364,0.074574962,0.071202991,0.073751755,0.066330257,0.092781754,0.499960252210049,9.9632934310328e-05,1.69652901197692
"T6135",0.057689534,0.05812656,0.096325595,0.074483107,0.057743934,0.117200063,0.146298237,0.057785779,0.128776407,0.081791477,0.087294041,0.194798064,0.05818968,0.08228789,0.08393199,0.058252227,0.074058066,0.127997351190211,1.13590887786121,2.27709843247901
"T6152",0.058887958,0.084177971,0.096325595,0.056829703,0.056556321,0.217882613,0.222734935,0.056171426,0.115296404,0.075012705,0.08076993,0.176705113,0.055648474,0.071113307,0.086531111,0.063966329,0.074058066,0.460742017217114,0.0985645292013691,1.74685938921314
"T5290",0.127623949,0.123637316,0.079474023,0.135407552,0.079145401,0.09793677,0.127967658,0.099973844,0.279171323,0.199514544,0.242662746,0.33647674,0.130755313,0.213269478,0.074988618,0.148683766,0.132945998,0.278934575536393,0.586009469849653,1.99601709591685
"T5292",0.120601209,0.081828347,0.111081944,0.150272692,0.136474394,0.108877035,0.10599009,0.096798358,0.2879147,0.188100521,0.245394942,0.344001647,0.122326698,0.201810443,0.078033692,0.139250157,0.073860457,0.34491218646181,0.399093416657319,1.90047486893718
"T5294",0.09331708,0.121885258,0.066232321,0.094324667,0.083600289,0.110624664,0.09392792,0.085529186,0.28484409,0.214434197,0.252945598,0.336755112,0.120114216,0.230440554,0.11603384,0.157876659,0.076677313,0.459253159533647,0.102315416324247,1.74877665689962
"T5296",0.100563147,0.149198043,0.088701949,0.10000965,0.088812297,0.108937884,0.109137157,0.10780537,0.272646711,0.19606956,0.237442957,0.331219644,0.133966314,0.20927406,0.085595702,0.149845001,0.100561945,0.279230466245094,0.585129071567351,1.99556707992794
"T5298",0.142023808,0.108022408,0.089155071,0.139554111,0.084617242,0.133125519,0.139582109,0.106052403,0.2777008,0.198290914,0.241073531,0.337642358,0.131246551,0.212360288,0.088354532,0.147878131,0.146421485,0.172515150752563,0.944272722192939,2.17914352293719
"T5300",0.107415507,0.098739035,0.108017319,0.133472617,0.131911747,0.10421073,0.106656851,0.099814315,0.284854053,0.194876277,0.245394053,0.341195248,0.127322603,0.209475348,0.086860401,0.14504178,0.093766217,0.290020593906868,0.553324557944524,1.97931018808996
"T5302",0.099568608,0.112571219,0.13188773,0.098854838,0.117741148,0.122492072,0.098799917,0.110911882,0.278858603,0.199726455,0.242551958,0.330264392,0.138499065,0.210899857,0.075017748,0.154377906,0.063846352,0.303316824486422,0.514884619871708,1.95966159597755
"T5304",0.156061424,0.143194275,0.060133252,0.148169159,0.077267091,0.050370675,0.161619094,0.092296505,0.285514282,0.211206769,0.25121181,0.343406918,0.140448108,0.226357999,0.069301196,0.15764391,0.094430133,0.409285226369145,0.229384023257442,1.81372783406314
"T5306",0.109993607,0.118782741,0.070533174,0.155773974,0.159975914,0.085893418,0.127647978,0.107761694,0.284986568,0.203209301,0.247887834,0.341173796,0.136007988,0.21641751,0.113300029,0.152461913,0.103009701,0.223558124044766,0.760231451535043,2.08507074237869
"T5308",0.118922285,0.172822846,0.074941395,0.15141906,0.159321712,0.103714608,0.122369812,0.105336961,0.283906798,0.199435418,0.243611907,0.356649287,0.133960581,0.212662552,0.094259327,0.151278563,0.102278853,0.212559604860215,0.797571475210359,2.10415711273845
"T5310",0.141142189,0.12641922,0.080047414,0.141025951,0.154331304,0.104071951,0.142696812,0.098824259,0.282953862,0.200485108,0.244750414,0.346856609,0.124431021,0.215462872,0.077430844,0.142494247,0.123697609,0.206422546472259,0.818897155541067,2.11505774409597
"T5312",0.106246223,0.157445689,0.069603411,0.141613993,0.087063319,0.070900966,0.138732344,0.09333835,0.283119369,0.210581283,0.249470605,0.340948455,0.118452923,0.22605915,0.069451278,0.157255875,0.090879854,0.405851076983128,0.238230717193626,1.81824982575746
"T5314",0.136147116,0.1239028,0.072203314,0.145827976,0.160087007,0.070924512,0.138600615,0.110306052,0.28248379,0.202142101,0.245403567,0.341651904,0.138452853,0.214543639,0.094748416,0.155002723,0.098645136,0.228940632588773,0.742340160477012,2.07592560068524
"T5316",0.146698152,0.16396927,0.070292618,0.16068301,0.157663783,0.129247798,0.137619355,0.105387242,0.281611386,0.197950581,0.241819092,0.351866089,0.13365541,0.210397414,0.075685339,0.150572084,0.097890031,0.175572016236291,0.932372537070364,2.17306073781166
