"","cbpA","cbpM","fis","gltX","gyrB","msrA","pval","z","inv_cof_var"
"T1797",0.203284739,0.116456661,0.298687789,0.314089644,0.210436888,0.055367889,0.450937497433653,0.123293112226724,1.82173765151396
"T1798",0.194665706,0.114471171,0.290946134,0.299680776,0.256755381,0.06811428,0.397145365428083,0.260742964550917,1.94119884647141
"T1799",0.118238116,0.115196094,0.282138702,0.273151198,0.316232133,0.112569393,0.423867131615711,0.192010139248015,1.88146138364664
"T1800",0.156931976,0.114359972,0.316316266,0.180365529,0.319252386,0.087726129,0.411966743688407,0.222488676311633,1.90795106258487
"T1801",0.141924032,0.111841503,0.306839461,0.165088378,0.317251147,0.072794598,0.493024188538725,0.0174866573940897,1.72977854559433
"T1803",0.18044623,0.105820716,0.298701577,0.223109528,0.302986831,0.130048591,0.214374732693078,0.79133339570197,2.4023486103052
"T1804",0.107826246,0.130839359,0.251575597,0.172875536,0.300080444,0.103401802,0.370460387494585,0.33063424623142,2.00194315347122
"T1805",0.17688726,0.111089327,0.290494217,0.200351994,0.302853746,0.104331343,0.279653756120005,0.58387039541645,2.22203719123499
"T1806",0.105900964,0.119114407,0.261447562,0.199120192,0.322729201,0.169621912,0.321697222110541,0.462958039411831,2.11694915884218
"T1808",0.150817149,0.134253406,0.330535891,0.179444363,0.357833016,0.134972881,0.362681316276533,0.351300883022773,2.01990505801386
"T1809",0.143534467,0.127018729,0.315706558,0.175592626,0.337514792,0.1643259,0.274166648157532,0.60025951362819,2.23628139457728
"T1810",0.073087037,0.131010133,0.3335866,0.203876719,0.329522215,0.336939152,0.44828786883713,0.12998823139609,1.82755655144605
"T1811",0.199599753,0.144140944,0.315574835,0.186606817,0.241124335,0.188557726,5.33769262352278e-06,4.40302095041195,5.54135897519771
"T1812",0.204352936,0.120704326,0.308045013,0.216066075,0.288530434,0.104242185,0.18940292142352,0.880098700886873,2.47949681562403
"T1813",0.189742253,0.119335834,0.298533624,0.234130246,0.256772372,0.085252318,0.210795860272742,0.803662840001162,2.4130644468393
"T1814",0.208565359,0.122816039,0.356520064,0.216183867,0.357667993,0.158926661,0.222309179335058,0.764417709235136,2.3789554962781
"T1815",0.189872274,0.125098515,0.324555108,0.214920086,0.147347587,0.128119246,0.00348817025374114,2.69797153770698,4.0594567624343
"T1816",0.198672147,0.118532351,0.321567739,0.195342403,0.108079093,0.097824041,0.082986873699303,1.38525748951344,2.91854328611605
"T1817",0.190279674,0.118515019,0.337807663,0.210949132,0.085766916,0.135548301,0.0913428177414774,1.33253138451447,2.87271767479584
"T1818",0.176648123,0.122679864,0.317931237,0.209323928,0.349001262,0.065195234,0.495221831326183,0.0119773790669452,1.72499029037845
"T1823",0.087761553,0.10968139,0.352493162,0.21850995,0.347175091,0.329843303,0.453063400650439,0.117925357186502,1.81707239781961
"T1824",0.072251356,0.113317392,0.245857027,0.171950945,0.239107396,0.145024367,0.229427860946623,0.740732380641047,2.35836996920066
"T1825",0.135218362,0.102401042,0.258160555,0.176789399,0.265071463,0.095384356,0.276235258195658,0.594062193211202,2.23089514431925
"T1826",0.202722576,0.115167197,0.256502938,0.165006757,0.270068482,0.093791034,0.215268957210121,0.78827149999639,2.3996874381494
"T1827",0.23450353,0.093868485,0.258701823,0.154370627,0.168397604,0.230612494,0.0671466705665193,1.49738410748859,3.0159954080598
"T1828",0.242659317,0.107482309,0.228073664,0.159069372,0.17143499,0.163950653,0.0202158408880883,2.04931132681713,3.49568952220853
"T1829",0.228715192,0.10155779,0.252780773,0.152665054,0.177910899,0.197627563,0.0163130514572142,2.13665450501819,3.57160172046008
"T1085",0.199084926,0.111844566,0.26187398,0.232029025,0.062036775,0.075445035,0.461895896337186,0.0956585116076089,1.79771971074277
"T1086",0.199261671,0.111720929,0.331996133,0.318881392,0.140853441,0.310685439,0.261854071288122,0.637639859550303,2.26876961276209
"T1067",0.333973893,0.258516043,0.082183646,0.24400032,0.330171173,0.121406451,0.0722360411044873,1.45933806964749,2.98292861994006
"T1068",0.303749408,0.266494822,0.072034779,0.26935095,0.341161742,0.099886842,0.112244260189299,1.21467906450956,2.77028919824071
"T1069",0.355487124,0.290675676,0.379995315,0.197949203,0.424821556,0.386881079,0.0108070183269002,2.29708297732592,3.7110342239005
"T1070",0.345077389,0.293923284,0.362437325,0.241017076,0.457612116,0.322551128,0.00265809979662511,2.78722230463723,4.1370268950177
"T4796",0.089705978,0.110059867,0.095073875,0.117217072,0.108085407,0.120065999,4.35782563027625e-18,8.58975296547951,9.18015524183095
"T4798",0.094819998,0.105716559,0.10660424,0.136050586,0.107157049,0.238249985,0.245227143395247,0.689586456490306,2.31391773361848
"T4800",0.088044158,0.135029773,0.095158746,0.149429639,0.087495234,0.104153729,0.00410568842298796,2.6432525231707,4.01189906227774
"T4802",0.084365283,0.117714293,0.167271418,0.084375892,0.112183194,0.125456315,8.87837763564654e-06,4.291378248087,5.44432743676754
"T4804",0.087350674,0.115410419,0.194442718,0.09417492,0.083699075,0.092061054,4.30813250347279e-12,6.82790659930086,7.64888933884031
"T4808",0.093229328,0.096737186,0.099855792,0.113003052,0.062945758,0.125691605,0.00253256614970397,2.80286209133593,4.15061983510685
"T4811",0.09879489,0.127891147,0.115232451,0.173399022,0.233751539,0.22491728,0.0842363045370364,1.37712822053443,2.91147792977013
"T4812",0.106079756,0.120320866,0.11951653,0.162455127,0.315328519,0.134026466,0.38488831905405,0.292667075893297,1.96894491112283
"T4805",0.080469964,0.113582134,0.232281044,0.209009065,0.286731456,0.357460708,0.457389923207238,0.107011512668763,1.80758689539365
"T5743",0.121164992,0.155139037,0.123620203,0.164793614,0.260129403,0.136596187,0.0581413408510004,1.57056948897164,3.07960270175671
"T5745",0.100320305,0.134340698,0.152408056,0.246609985,0.216573649,0.22859986,0.0879257628207114,1.35363916431603,2.89106298805267
"T5747",0.108222358,0.137130516,0.113818265,0.194751988,0.120551335,0.164946022,0.0025153162099561,2.80506570212668,4.15253504981122
"T5755",0.109869197,0.155639825,0.110990808,0.126424557,0.065726973,0.287850067,0.47334999011699,0.0668514293679386,1.77268273609785
"T5757",0.08523756,0.162844563,0.087664194,0.111713202,0.185087853,0.150549597,0.0222647596528475,2.00907180463995,3.46071632054612
"T5759",0.093882052,0.141636394,0.090234007,0.116794221,0.334528732,0.310652256,0.483343385036538,0.0417640799363135,1.750878676721
"T6894",0.100569597,0.190409205,0.114807562,0.29785406,0.089623442,0.24082343,0.348769478494308,0.388644751903222,2.0523615730654
"T6896",0.104816188,0.20193212,0.111823039,0.316436174,0.143957335,0.256179189,0.211280761661439,0.801985193289174,2.41160636101715
"T6898",0.098896983,0.154931146,0.12872813,0.304605982,0.143988995,0.243997533,0.259588946933491,0.644613176441603,2.27483030147558
"T6900",0.092971981,0.255855666,0.078502686,0.326062443,0.08881247,0.30350148,0.433283828037509,0.168019858844058,1.86061081512321
"T6902",0.098896983,0.154931146,0.12872813,0.304605982,0.143988995,0.243997533,0.259588946933491,0.644613176441603,2.27483030147558
"T6893",0.112849684,0.189892519,0.072592463,0.340737257,0.130719202,0.299104161,0.320874458879775,0.465254913959275,2.11894543147155
"T6895",0.059028932,0.212708164,0.062663677,0.309053068,0.198866148,0.29689715,0.30851030802111,0.50007734709837,2.14921050199567
"T6897",0.084081963,0.175539372,0.093389524,0.266321579,0.185400515,0.277908744,0.177607216036901,0.924522327713767,2.5181065300424
"T6901",0.099170139,0.115269045,0.095630138,0.276073235,0.112294738,0.270649975,0.400061315634902,0.253188398366895,1.93463297907709
"T0861",0.150737553,0.083742067,0.699250961,0.264802556,0.289861252,0.127550447,0.350928782704831,0.382814154943371,2.04729405157767
"T0864",0.182511217,0.116267218,0.608169873,0.16102385,0.148883311,0.171267978,1.88846765507937e-07,5.07986985163124,6.12962572978525
"T0868",0.126877684,0.097893526,0.509402185,0.231651848,0.34629685,0.123627618,0.466129917956775,0.0850019557016893,1.78845782445388
"T0869",0.181250822,0.129026472,0.075898341,0.222926263,0.196344156,0.170222151,3.15331598534875e-05,4.00103390491608,5.1919817150528
"T0870",0.182068845,0.114024978,0.13420881,0.228056835,0.220787619,0.171269554,0.00413631288072194,2.64073557552373,4.00971151846835
"T0871",0.182161181,0.134003017,0.052555359,0.204673203,0.164150756,0.188214865,2.07364472613225e-08,5.48446228685304,6.48126740102066
"T0872",0.161071508,0.100065795,0.286811439,0.283855107,0.20847181,0.150138617,0.152470858101777,1.02589364983698,2.60621094827555
"T0873",0.10862622,0.117259119,0.055436041,0.202369258,0.168069225,0.171888087,0.00631819714851462,2.49385559043779,3.88205435305858
"T0874",0.139089383,0.117028207,0.044630316,0.219352653,0.201404872,0.178129304,0.00401956342092133,2.65042208109678,4.018130309112
"T0896",0.15402883,0.120484077,0.580445194,0.203363135,0.270566746,0.14024595,0.0775813568810243,1.42153008517473,2.95006873011351
"T0900",0.18051627,0.116027356,0.613332307,0.297502321,0.252392424,0.15869795,0.116882393083899,1.19071678532918,2.74946296629948
"T1651",0.139090185,0.111860378,0.185197945,0.157057977,0.128009276,0.054865051,0.0654183938815555,1.51081030764177,3.02766446326005
"T1652",0.14403587,0.077409829,0.057786486,0.127945165,0.155025924,0.053616916,0.171768190574525,0.947200970092149,2.5378171202884
"T1653",0.168550353,0.092937739,0.335607118,0.262003221,0.182825331,0.138682827,0.125825768006372,1.14634716205506,2.71090018775508
"T1654",0.177085953,0.107352541,0.247283149,0.245943828,0.190164249,0.149369485,0.026478782724646,1.93526678983117,3.39657048761999
"T1655",0.168747195,0.093184128,0.226270087,0.244505414,0.17904764,0.146196192,0.0647136950229981,1.51636378916417,3.03249113660761
"T1656",0.159421622,0.101151083,0.25055761,0.226359526,0.169917319,0.137895539,0.0223959716629732,2.00660307798672,3.45857068684022
"T1657",0.172721292,0.101406564,0.290133823,0.172606088,0.183087433,0.152859286,0.000204199641498417,3.53459585079644,4.78658842887209
"T8308",0.187164183,0.072530192,0.511254714,0.072286076,0.155347567,0.074441039,0.351902020567378,0.380190458919637,2.04501373001383
"T2221",0.178733402,0.105335575,0.408942194,0.310462034,0.098209851,0.139679018,0.405494376669277,0.239150668887649,1.92243242804176
"T2213",0.144992166,0.089935931,0.368874917,0.30579165,0.223242573,0.130704921,0.334907406648548,0.426402179815992,2.08517752288789
"T2216",0.168676205,0.102311776,0.406517767,0.310264542,0.206000899,0.149556709,0.216590528085732,0.783759817011103,2.39576621865314
"T2109",0.144172591,0.095308041,0.105976189,0.29621387,0.37083228,0.128570261,0.493583333575431,0.0160848910522582,1.72856023448367
"T2114",0.154710843,0.097812257,0.075292491,0.27810703,0.341070408,0.138204663,0.386946283164867,0.287287012381367,1.96426895981976
"T2115",0.143854038,0.088863498,0.091202419,0.290936811,0.354364209,0.127191079,0.484555113824368,0.0387242644919365,1.74823669508701
"T2124",0.144491578,0.100461895,0.080714522,0.293954814,0.367326098,0.131249762,0.469284646373604,0.0770681971262683,1.78156239121843
"T6037",0.147059295,0.067013439,0.078952251,0.272490122,0.264445724,0.090526634,0.482218672360012,0.0445859463353197,1.75333123324496
"T6039",0.147059295,0.076773115,0.070066517,0.278144269,0.24778295,0.098145112,0.418999617845137,0.204453359688695,1.89227610594592
"T6125",0.147059295,0.349252525,0.045113482,0.38938328,0.176927857,0.101030435,0.454937722860836,0.11319564820728,1.81296168633535
"T6129",0.147059295,0.332299468,0.051703166,0.414892815,0.180089702,0.122434662,0.426580388449494,0.185087026826814,1.87544432892685
"T6176",0.147059295,0.448711154,0.054702519,0.408268659,0.404802644,0.080025183,0.486378069545155,0.0341517536442233,1.74426260853408
"T6178",0.147059295,0.41395024,0.045920145,0.28627267,0.388794004,0.094035016,0.429810958233775,0.176855470623458,1.86829007212858
"T6180",0.147059295,0.34945181,0.063819916,0.406555309,0.345738948,0.075381009,0.446074339751479,0.135585866071509,1.83242159943231
"T6182",0.147059295,0.339931244,0.066776116,0.372872698,0.368525371,0.075472972,0.428626284307753,0.179872622610567,1.87091235637009
"T5292",0.077802879,0.174498137,0.088878765,0.300196893,0.156290614,0.285770987,0.316327684358476,0.47799274507322,2.13001620746954
"T5294",0.073458189,0.089495203,0.066410534,0.133750045,0.201298596,0.278535735,0.446969074686614,0.133322733480641,1.83045465280355
"T5296",0.084002661,0.093678731,0.088100366,0.083466226,0.178729545,0.267811553,0.485823032662799,0.0355438699147488,1.74547253252006
"T5298",0.083964595,0.105270461,0.084669606,0.08400978,0.181195297,0.27241791,0.468295322664512,0.0795556804298504,1.78372432681063
"T5300",0.078464342,0.081936768,0.089120284,0.151476989,0.171064754,0.281096148,0.438895078657233,0.153771181573003,1.84822692394704
"T5302",0.074929498,0.130348224,0.067791077,0.104265281,0.179285305,0.27535163,0.394504104200085,0.267598730305326,1.94715736847431
"T5306",0.074601354,0.1840381,0.078503617,0.061152259,0.181941194,0.280571596,0.491468454789447,0.0213870427647207,1.73316847064184
"T5308",0.074288419,0.13450339,0.087575584,0.084181181,0.180352743,0.278635298,0.458620026837524,0.103910904174615,1.80489207695956
"T5310",0.076791298,0.155219662,0.088044236,0.075508022,0.181132539,0.27718456,0.44731598491882,0.13244544690678,1.82969218052248
"T5312",0.078312651,0.146755791,0.078815721,0.065027107,0.197111904,0.276626802,0.485108060006214,0.0373372311504677,1.74703118880514
"T5314",0.076908147,0.187147834,0.086730288,0.071064377,0.183095627,0.27816528,0.443630428388753,0.141771043713456,1.83779729609285
"T5316",0.070847174,0.183288536,0.073713768,0.063700515,0.178265986,0.27690388,0.488843973308993,0.0279676575115256,1.73888785184099
"T5318",0.07510476,0.175536144,0.092907722,0.075988597,0.175258058,0.275584637,0.434197009403058,0.165698763985526,1.85859349199975
"T5555",0.079930327,0.184920843,0.078275353,0.129970375,0.116379712,0.248238674,0.246653148704477,0.685059623800009,2.30998334712471
"T5557",0.192788844,0.193800801,0.08410621,0.187143399,0.12000242,0.171613825,4.12883194857318e-06,4.4583923790867,5.58948370522932
"T5559",0.096134013,0.223504961,0.089551656,0.094512159,0.17546071,0.281279867,0.309689907348002,0.4967295026232,2.14630080442399
"T5563",0.140528602,0.205340826,0.074199626,0.080577231,0.110515444,0.24179991,0.237551685834824,0.714200234881298,2.33531020024748
"T5569",0.247259446,0.092334291,0.066477301,0.252414286,0.178121138,0.254391317,0.0852465574725521,1.37062105824839,2.90582238799015
"T5565",0.140167003,0.114839672,0.106965185,0.200185929,0.111817332,0.194954162,0.0165381027418569,2.13115705677782,3.56682374707628
"T5567",0.159284305,0.179982521,0.080390881,0.159780874,0.206982743,0.244551188,2.23445479350992e-05,4.08179557913994,5.26217375925224
"T5571",0.166116209,0.140333513,0.085124565,0.21925976,0.105605108,0.251544933,0.0703282626649706,1.47335059246225,2.99510726321624
"T5577",0.243745474,0.132842195,0.090335827,0.253094126,0.180066738,0.23079795,0.00293342113821376,2.75513221268308,4.1091365723559
"T5573",0.161540733,0.129774359,0.099138982,0.261661488,0.090784948,0.245047152,0.210618901594834,0.804275639656022,2.41359704674975
"T5575",0.112806387,0.137383325,0.080653547,0.261355945,0.07326946,0.256748806,0.389581791556024,0.28040919528124,1.95829127242623
"T1708",0.261369507,0.214254587,0.2894494,0.074394761,0.30412343,0.352447239,0.262210315847421,0.636545964866187,2.26781888081213
"T1709",0.231604397,0.215628518,0.289589255,0.092152999,0.301887525,0.294691144,0.130768728484374,1.12276466288718,2.69040403237156
"T5776",0.103249375,0.157809921,0.102752153,0.377882756,0.218229872,0.314891716,0.333543457655452,0.430149471142113,2.08843438997143
"T5778",0.101880067,0.100454843,0.097976576,0.380482748,0.218229872,0.31622048,0.471051635973142,0.0726265835704678,1.777702070862
"T5786",0.105714417,0.109930984,0.106005136,0.397353778,0.218229872,0.256170326,0.457443974956837,0.10687524802692,1.80746846429554
"T5788",0.088951314,0.130897426,0.088390598,0.385874019,0.218229872,0.340575977,0.456941702719823,0.108141554818718,1.80856904403407
"T5798",0.09719714,0.113803154,0.096226944,0.392695465,0.218229872,0.29124826,0.461081647884391,0.0977090919574023,1.79950192276265
"T0152",0.173708975,0.084203848,0.388593534,0.368691035,0.385696375,0.293548284,0.364050865528344,0.347651757551679,2.01673350939482
"T1088",0.16474517,0.088755835,0.385698457,0.366424923,0.367368835,0.425165533,0.403658187574117,0.243889533974687,1.92655109733436
"T1091",0.113833756,0.081871708,0.076214098,0.05862568,0.111851462,0.1006225,0.00392927137548497,2.65808775481771,4.02479274291875
"T1089",0.175190514,0.070791591,0.339553429,0.395721464,0.316612128,0.327020618,0.390445626536346,0.278157766933705,1.9563344982558
"T1092",0.166146144,0.072562412,0.064852615,0.269426285,0.199575355,0.155186639,0.210710874579953,0.803957103815348,2.41332019907389
