"","evgA","frc","oxc","yegR","yegZ","yfdE","yfdV","yfdX","pval","z","inv_cof_var"
"T0122",0.125051497,0.063208203,0.065358997,0.082664359,0.066873334,0.067177474,0.059133499,0.061733557,0.226099041609828,0.751755540361143,8.70727246846326
"T0095",0.210351478,0.04581593,0.046240517,0.067828838,0.058191945,0.047016584,0.043264189,0.04427642,0.443057993913965,0.143220566140556,5.50385655684992
"T0110",0.139901794,0.034021123,0.034950043,0.053364154,0.035907207,0.036318033,0.032395355,0.03077885,0.490490065914195,0.0238401277396627,4.87542070335011
"T0111",0.165703639,0.041574882,0.042496884,0.05938258,0.043464897,0.043777524,0.039096261,0.03844528,0.389481007893851,0.280671961912551,6.22742053746324
"T4099",0.066325338,0.075232663,0.140533203,0.140551368,0.106687486,0.103653143,0.109807302,0.11481356,0.482129831613334,0.0448088596266941,4.98580313364396
"T6966",0.077159483,0.100550793,0.068070764,0.105657416,0.067327782,0.081508523,0.076637743,0.077390004,0.445414461890039,0.137255398195845,5.47245505205719
"T6970",0.080880603,0.083493439,0.079772456,0.100102028,0.104611636,0.092152733,0.087928877,0.095281077,0.144066413376787,1.06222660022879,10.3416369263966
"T6971",0.072539298,0.073617379,0.071038939,0.090771689,0.11456057,0.081595765,0.072435374,0.079011899,0.449292209358703,0.127449779978121,5.42083686287736
"T4102",0.100651691,0.096926644,0.098518721,0.132446572,0.134646805,0.088784816,0.113754822,0.114553014,0.385476797822759,0.2911277782331,6.28246146327536
"T4842",0.082622563,0.131377476,0.078535663,0.097596829,0.084979772,0.08015801,0.08084269,0.093882539,0.483468353905351,0.0414505581728543,4.96812455021167
"T5055",0.104509518,0.139671547,0.084900019,0.104530385,0.104521925,0.084318193,0.084133415,0.084602349,0.499514372802201,0.00121728716555912,4.75633080625127
"T5056",0.089440181,0.145676744,0.088045289,0.113993819,0.100205849,0.089231697,0.089109241,0.088376022,0.499509502089509,0.00122949624084711,4.75639507658527
"T4843",0.084587597,0.122425686,0.080668656,0.081323675,0.109557637,0.086232087,0.083676658,0.122547884,0.476635319929583,0.0586000889190847,5.05840215461648
"T4856",0.091355693,0.089636962,0.089511266,0.089691906,0.08527957,0.090677849,0.086882442,0.130990243,0.415766997156833,0.212734578484703,5.86978834821251
"T7010",0.15263779,0.097066813,0.154216831,0.141155545,0.100971675,0.13947591,0.14364174,0.117452845,0.429984257890375,0.176414243089427,5.67859286192287
"T2774",0.178807508,0.043894611,0.043771324,0.046115086,0.043447352,0.043479517,0.044868984,0.047951759,1.77500241028202e-05,4.13497033986627,26.5170033471553
"T2764",0.217001093,0.034663399,0.034602369,0.043308408,0.035589689,0.035855519,0.032992262,0.032464018,0.164624248747842,0.975628698595203,9.88577307672929
"T2770",0.045862771,0.048666424,0.049479964,0.058296626,0.05008301,0.050037892,0.047693278,0.045098182,0.0781123807124272,1.41788356503433,12.2138665079311
"T2765",0.121331505,0.075508785,0.075622502,0.106954581,0.079286656,0.079711129,0.068447901,0.06016347,0.453070708468901,0.117906911409826,5.37060182576504
"T2771",0.097635098,0.052199362,0.051902244,0.05185279,0.051595067,0.051555495,0.05368167,0.056215796,3.37928577247822e-07,4.96817569233994,30.903116548248
"T2772",0.034266316,0.028863905,0.029252119,0.038426514,0.029768898,0.029754704,0.028274705,0.028418815,0.240193799882442,0.705679295072433,8.4647204647854
"T2773",0.179583603,0.036362315,0.036099469,0.038107551,0.035889831,0.035897394,0.038261409,0.041598375,0.00610165365211178,2.50621012848115,17.9429745757827
"T2769",0.095142089,0.068289258,0.068027901,0.069766417,0.067974554,0.067997664,0.068790532,0.070233048,3.57717162331454e-40,13.215359763408,74.3174835089985
"T0413",0.201384984,0.077814085,0.079747853,0.102769388,0.081712403,0.082211675,0.073674579,0.067414109,0.31102064249101,0.492959385677684,7.34493216774486
"T0414",0.102617943,0.112682546,0.1155784,0.155197575,0.120203343,0.12132132,0.101019345,0.08465016,0.453847520098607,0.115946376752488,5.36028128843745
"T0408",0.200036783,0.072814534,0.079016353,0.102392496,0.0771366,0.082568803,0.070974889,0.060463618,0.403880683331406,0.243315023911044,6.03076822547993
"T0410",0.076734473,0.061973825,0.062423951,0.074686652,0.064143011,0.065012654,0.060284126,0.059497178,0.0690753395322717,1.48271300053359,12.5551380108307
"T5998",0.084079927,0.113009029,0.077243579,0.102571951,0.070543221,0.0797531,0.112346713,0.111760346,0.474660996587424,0.0635582286373423,5.08450251751807
"T6000",0.092855647,0.112908752,0.082238606,0.128589062,0.075986976,0.083722705,0.089341943,0.089699945,0.481933283890888,0.0453020320244283,4.98839926430694
"T6006",0.071104173,0.098319731,0.084865314,0.109339019,0.074898896,0.079125048,0.105521754,0.10775471,0.366641373406683,0.340762017087237,6.54374325847505
"T6012",0.071911383,0.112462138,0.077185815,0.106574451,0.06933129,0.07367211,0.086292698,0.10532845,0.474751146997619,0.0633317998094218,5.08331056349581
"T6016",0.081384356,0.108065573,0.085879725,0.127826364,0.079056498,0.081931723,0.094494036,0.105223803,0.43572901500221,0.161806759343544,5.60169695972739
"T6018",0.081535336,0.129126736,0.079210298,0.105196346,0.080339504,0.077637127,0.099739301,0.095729506,0.469985372467458,0.0753066319505945,5.14634780777099
"T6020",0.066147011,0.091111567,0.074356064,0.065796531,0.064886104,0.074929714,0.098489789,0.095722524,0.426954999157688,0.184131878857434,5.71921961020621
"T6022",0.07148052,0.13098101,0.083070411,0.092373256,0.076598721,0.083548775,0.093981721,0.092558463,0.46271993393762,0.0935836879439309,5.24256086777052
"T6024",0.072831169,0.102594431,0.080034447,0.105894131,0.07364613,0.080166967,0.091053062,0.092750222,0.308618649609074,0.499769627377942,7.38078226272498
"T6026",0.074163484,0.105475166,0.075701364,0.117492068,0.069173866,0.071393829,0.099403222,0.097076894,0.493262726492936,0.0168886430798132,4.83882708505033
"T1770",0.156478016,0.099424449,0.101744742,0.136588242,0.104082671,0.104311939,0.093087896,0.086698798,0.366479064929112,0.341193216265848,6.54601315317027
"T1771",0.172519622,0.106617475,0.109477267,0.144872543,0.111989198,0.112286182,0.097975826,0.088944575,0.38230010773755,0.299445414005039,6.32624669815517
"T1772",0.160781073,0.111653027,0.113833884,0.143068836,0.115864248,0.116247371,0.104253464,0.097056023,0.270178762144685,0.612272434632613,7.97301327347728
"T1773",0.152698769,0.07855351,0.079588457,0.111443638,0.080788082,0.080892621,0.074645187,0.071482529,0.388991759162388,0.281947823822532,6.23413685865528
"T1775",0.09128349,0.076228753,0.077702283,0.115752695,0.079337074,0.079569224,0.070898655,0.066717525,0.478855373979216,0.0530265571140893,5.02906227897355
"T1776",0.174863659,0.114924282,0.118635724,0.163681443,0.121869109,0.122636467,0.102810341,0.088891607,0.469480101684303,0.0765768154574194,5.15303423702946
"T1777",0.169175205,0.100231228,0.103378922,0.148961218,0.106177127,0.107129336,0.090041696,0.080325108,0.490745932436323,0.0231985880572003,4.87204354589197
"T1778",0.165837335,0.099925723,0.103402299,0.147750504,0.106583239,0.10730068,0.08871011,0.078310309,0.495727253043804,0.0107103930965846,4.8063038856606
"T1779",0.186269763,0.091674469,0.094691504,0.134895698,0.096875379,0.097523352,0.082972772,0.074731312,0.475602879232618,0.0611926810775129,5.07204993383125
"T1780",0.175072782,0.09716032,0.099967018,0.143313465,0.102747624,0.103295696,0.08832,0.079418605,0.476045554619464,0.0600810165575635,5.06619797139287
"T1781",0.090807986,0.081798125,0.084446611,0.124080664,0.086921126,0.087137692,0.074633209,0.068163509,0.492100978928144,0.0198012034524356,4.85415922311379
"T1790",0.17608899,0.085983522,0.08805525,0.126045949,0.090174183,0.090826407,0.079550246,0.073407003,0.452533473022568,0.11926306299987,5.37774080341817
"T1793",0.172310253,0.111718923,0.114185946,0.149097145,0.116834438,0.117695621,0.10250479,0.09163182,0.371597800774181,0.327624491557632,6.4745854284347
"T1795",0.124951078,0.103214215,0.106591941,0.152568805,0.109722011,0.11006416,0.093294755,0.083530453,0.481770755268029,0.0457098529060804,4.99054609227364
"T1796",0.186536485,0.090415521,0.092358929,0.12344298,0.094161954,0.094675785,0.083982728,0.078635564,0.363289399451816,0.34968008795001,6.59068927031158
"T1797",0.223380786,0.083256588,0.085880796,0.125102781,0.088446576,0.088879747,0.075628087,0.068593509,0.488665201892755,0.0284159491126224,4.89950848731621
"T1800",0.212453425,0.089189788,0.091738186,0.133198028,0.09435918,0.094673307,0.08165335,0.074674737,0.477513469028928,0.0563952535502632,5.04679558309277
"T1803",0.186789475,0.107975406,0.109223716,0.131719238,0.110804292,0.110972197,0.103399142,0.099034643,0.129559577603072,1.1284755068687,10.6903807302002
"T1804",0.275840989,0.084016591,0.086765892,0.122971746,0.089532052,0.089667714,0.076166919,0.067895791,0.473198613952986,0.0672317268207943,5.10384034201571
"T1805",0.294145588,0.089238215,0.091961804,0.132416459,0.094603419,0.09478661,0.081954897,0.075693923,0.466558651498369,0.0839234398476828,5.19170792788602
"T1811",0.201663081,0.079164215,0.081451541,0.116338533,0.083352499,0.083839069,0.072294853,0.066409906,0.463402739328069,0.091864774876837,5.23351226135828
"T1813",0.211499816,0.085278946,0.087673658,0.127243157,0.090313548,0.090647376,0.078798879,0.073866795,0.463725519335683,0.0910522943942731,5.22923524686284
"T1816",0.204065887,0.079166984,0.081403272,0.115099691,0.082970728,0.083158493,0.074871565,0.070776125,0.421129788766189,0.199004048701474,5.79750885821473
"T1817",0.195310436,0.076696728,0.078227391,0.109857966,0.079365856,0.079740934,0.07052389,0.065697466,0.43159033886147,0.172326721684526,5.65707555944688
"T1824",0.182779224,0.094420618,0.097704231,0.139932129,0.100598705,0.100915295,0.084158536,0.073682674,0.497948231326696,0.00514304404244105,4.77699655691028
"T1825",0.160570549,0.099758899,0.10331185,0.146996942,0.106602401,0.106873649,0.090320243,0.081020507,0.477094193843114,0.0574479246161678,5.05233699547672
"T1826",0.16523652,0.099141386,0.101294323,0.127787778,0.102700705,0.102830122,0.093297297,0.089565432,0.247672435245359,0.681832501093121,8.33918750035368
"T1827",0.243143051,0.097103873,0.098927197,0.128404376,0.100789731,0.100910267,0.091916852,0.08729818,0.290704446664,0.551327933179339,7.65219262396439
"T1828",0.250788612,0.093214417,0.094838577,0.117990449,0.096456396,0.096587159,0.088472536,0.084544449,0.209098552182224,0.809553044663382,9.01152687088355
"T1829",0.23698786,0.097888796,0.099490962,0.12395495,0.101038809,0.101259616,0.092324631,0.086867365,0.230330396954499,0.73775919443094,8.6335936839124
"T1716",0.175453891,0.065392595,0.067542831,0.090909371,0.068842349,0.070646611,0.06139219,0.055321349,0.393793201025587,0.269446116496651,6.16832606738341
"T1085",0.20456146,0.056559134,0.056765395,0.06304997,0.056992038,0.056884288,0.056173506,0.056223266,0.000197693076830846,3.54314439201432,23.4015461613414
"T1086",0.20005471,0.049419,0.049621225,0.059209283,0.051039415,0.050743021,0.049357424,0.049300054,0.0348253324338347,1.81417579852566,14.3000060072112
"T1067",0.071730227,0.049874328,0.051049788,0.074063452,0.051699263,0.051671172,0.04569392,0.042112124,0.472902598853014,0.067975424155813,5.10775527209754
"T4796",0.111326302,0.097721277,0.116581228,0.115573379,0.103747152,0.099537338,0.108254179,0.089974754,0.126429437005904,1.1434329607009,10.7691189254283
"T4798",0.110321631,0.095017408,0.140473016,0.119023052,0.096995898,0.103474213,0.139907773,0.094749957,0.442865629844306,0.143707739141019,5.50642110582
"T4804",0.117223697,0.096488886,0.111603027,0.128898878,0.103327379,0.094059459,0.104284475,0.086455273,0.299727679288466,0.525183896270671,7.51456664127654
"T4812",0.27120409,0.09651487,0.147667713,0.139855872,0.102550925,0.122226071,0.13415929,0.109753715,0.390183393070683,0.278841081085845,6.21778251660824
"T4801",0.104796959,0.096669227,0.115359419,0.12813886,0.094059457,0.124352368,0.11338263,0.093071954,0.303771928201614,0.513582587060484,7.45349567560681
"T4803",0.136094899,0.092084146,0.144745467,0.104699695,0.08805023,0.116050402,0.121326101,0.104879546,0.426821298525551,0.184472757123389,5.72101404258453
"T5755",0.130456821,0.168496787,0.164326345,0.172984067,0.140145699,0.186659368,0.125666042,0.217349182,0.435604392418021,0.162123266139445,5.60336309717071
"T6894",0.116549217,0.154312965,0.11003337,0.110081394,0.142583894,0.120651728,0.117284323,0.132855779,0.302982006738035,0.515843077023967,7.46539522094738
"T0862",0.128007777,0.055396201,0.060106579,0.070123802,0.057510863,0.057325739,0.054856983,0.052950797,0.147200920137261,1.04851403307631,10.2694519942789
"T0864",0.181457416,0.05350659,0.051346556,0.07530374,0.055449792,0.058596088,0.049259548,0.049565321,0.392477762733426,0.27286690754172,6.18633360504074
"T0865",0.16574794,0.058548319,0.062692206,0.08481426,0.061467509,0.062714374,0.056070401,0.05221493,0.408686506130263,0.230925072249066,5.96554573214841
"T0866",0.147923293,0.069635584,0.068878552,0.094858297,0.072528296,0.075993649,0.065028075,0.063708701,0.339501674388558,0.413823532096232,6.92834961574509
"T0868",0.15817484,0.05093447,0.060939273,0.074692233,0.054278269,0.051907001,0.054638012,0.050318789,0.364740363716766,0.345816362580005,6.57035006245549
"T0874",0.210724671,0.049548421,0.059778491,0.077372645,0.051778858,0.051164663,0.052817182,0.04606749,0.459271213105883,0.102269925347112,5.28828647482382
"T0896",0.153761556,0.060071597,0.059027379,0.082929312,0.062059074,0.065641528,0.054672877,0.052799137,0.388425890601631,0.283424067544951,6.24190801862168
"T1658",0.150115445,0.080913784,0.086925777,0.120113255,0.086935008,0.085352089,0.080945587,0.064710975,0.466627211023935,0.0837509815891501,5.19080008272859
"T1660",0.158574511,0.086435724,0.091944499,0.121928591,0.091952814,0.090527361,0.0999466,0.074327388,0.375041830026993,0.318529053266173,6.42670572886069
"T1653",0.224569099,0.056367913,0.056878872,0.068142245,0.057168404,0.057825559,0.056825646,0.055210486,0.0525901670561987,1.62024185304633,13.2791097349038
"T1655",0.255494981,0.058053403,0.058285454,0.065117456,0.058374973,0.058362568,0.059302145,0.058447351,0.000202110292923708,3.53731282431936,23.370847947541
"T1657",0.20962511,0.049362914,0.049226094,0.053073151,0.049287846,0.049356715,0.049133695,0.051241999,2.98651318218954e-08,5.41960678639519,33.2795149656863
"T1724",0.193179112,0.036351135,0.036727773,0.047477506,0.037390062,0.037218731,0.035840738,0.037484001,0.186801202903225,0.889745780670747,9.43367300447403
"T1725",0.210437901,0.030469817,0.030727398,0.042051367,0.03122794,0.031248071,0.029490784,0.029189763,0.323623430339652,0.45759023457439,7.15874385281741
"T2458",0.102910209,0.061309233,0.04335124,0.042941531,0.043834346,0.043252667,0.043890211,0.043522479,0.347452722293455,0.39220676694133,6.81455584482253
"T2459",0.137950529,0.024917419,0.028453762,0.025481447,0.030759381,0.023966728,0.03128342,0.030482451,0.205986560623142,0.820426311238668,9.06876531507173
"T2461",0.145704118,0.030514081,0.029688045,0.027974338,0.033697146,0.02481698,0.034084789,0.024052562,0.305799107858174,0.507793432970158,7.42302073314112
"T8307",0.08676763,0.055805251,0.054778646,0.077281166,0.057471504,0.061483093,0.050981512,0.049489648,0.388192799183794,0.284032338311041,6.24511004370357
"T8308",0.064003575,0.041885329,0.041871359,0.046715378,0.042346253,0.043474517,0.04208862,0.042174681,8.90569834630359e-05,3.74819188838127,24.4809457691284
"T8309",0.104800998,0.058195075,0.058114202,0.084258348,0.061331686,0.066603582,0.052477719,0.048712252,0.45996238978826,0.100528472455507,5.27911921552301
"T8315",0.131461012,0.0787914,0.079380267,0.107591606,0.083204179,0.084817562,0.069228227,0.061851375,0.434637864553092,0.164578532827391,5.61628797529378
"T8317",0.273285229,0.077402162,0.077613748,0.104274305,0.080207054,0.081877195,0.070890415,0.067936833,0.349249763718718,0.387346739974609,6.788971961602
"T8318",0.154417034,0.039947608,0.039574306,0.051948263,0.040201507,0.053668689,0.03898935,0.039266087,0.355923552234764,0.369376509720457,6.69437407656633
"T2220",0.094894358,0.037114048,0.043526358,0.043359647,0.04938761,0.03670054,0.052572008,0.046956876,0.304841360122754,0.510526405390391,7.43740749430992
"T2130",0.13723296,0.058387647,0.057475673,0.052252659,0.051880661,0.047220536,0.076706827,0.077306866,0.482697109406594,0.0433855217387388,4.97831047762412
"T2087",0.066646665,0.052031524,0.055563271,0.08169436,0.055569169,0.056544358,0.051134302,0.045581621,0.487512267750638,0.0313072162422769,4.91472853467622
"T2088",0.06800253,0.060006311,0.063668282,0.083167232,0.063673701,0.065227208,0.058918406,0.051815218,0.362062109041665,0.352952277261722,6.60791454700234
"T2089",0.077045484,0.067781388,0.071730502,0.098049959,0.07173591,0.072087771,0.066768208,0.058975139,0.410485345506106,0.226296666354136,5.94118113567108
"T6045",0.076375097,0.106860504,0.079385986,0.082558602,0.10806503,0.079258391,0.077849088,0.112433768,0.418879988702309,0.204759568396305,5.82780674436933
"T6047",0.078717138,0.110357354,0.081769761,0.085023422,0.111806826,0.081537529,0.080122876,0.116090284,0.423829637520721,0.192105872445168,5.76119586304323
"T6029",0.06289617,0.089106391,0.080085656,0.103809116,0.086071769,0.086020824,0.071194263,0.066295973,0.35284138695321,0.377660554956262,6.73798248601707
"T6031",0.051980198,0.089106391,0.066718081,0.054629748,0.086071769,0.054422536,0.058776077,0.066295973,0.499267496478626,0.00183611506962989,4.75958840563082
"T6033",0.055158941,0.089106391,0.075724242,0.050931891,0.086071769,0.06007826,0.063935523,0.066295973,0.478099396302851,0.0549242747573753,5.03905213847511
"T6035",0.071906804,0.089106391,0.091684365,0.061849925,0.086071769,0.084576783,0.081618409,0.066295973,0.337540191226633,0.419185754328228,6.95657712730526
"T6037",0.073052431,0.089106391,0.08299139,0.06659584,0.086071769,0.078892439,0.077861988,0.066295973,0.224099649316567,0.758420484438158,8.74235769578921
"T6039",0.069753592,0.089106391,0.072246965,0.070416926,0.086071769,0.070678419,0.070307105,0.066295973,0.237722380801695,0.713648172765829,8.50666978681644
"T6042",0.059995925,0.089106391,0.079253923,0.066944517,0.086071769,0.054721486,0.06864532,0.066295973,0.410024266580639,0.227482554507928,5.94742382202796
"T6044",0.061272862,0.089106391,0.074402204,0.065026631,0.086071769,0.061077338,0.068155703,0.066295973,0.354324195107657,0.373671958664542,6.71698593961106
"T6048",0.066978622,0.089106391,0.085915161,0.060379241,0.086071769,0.076174114,0.076048966,0.066295973,0.324985727645917,0.453801845365567,7.13880122538425
"T6050",0.071795492,0.089106391,0.078439002,0.069309247,0.086071769,0.073721283,0.075251305,0.066295973,0.198564924951935,0.846758310265439,9.20738075747089
"T6052",0.069381395,0.089106391,0.069956313,0.074527456,0.086071769,0.06930609,0.069379067,0.066295973,0.248876598230481,0.678029172852298,8.31916623170048
"T6055",0.052951517,0.089106391,0.067843018,0.053142963,0.086071769,0.059062686,0.060157442,0.066295973,0.480403318682252,0.0491413666851844,5.00861007595014
"T6059",0.069301231,0.089106391,0.093275858,0.064918212,0.086071769,0.08234372,0.082460937,0.066295973,0.309920703592381,0.496075127062773,7.36133387997553
"T6061",0.066447206,0.089106391,0.079173679,0.060420734,0.086071769,0.068945456,0.073207448,0.066295973,0.328281502854975,0.444663423582496,7.09069525450818
"T6063",0.067968389,0.089106391,0.080684081,0.061651501,0.086071769,0.069959428,0.07506272,0.066295973,0.309607111334012,0.496964305626326,7.36601464423629
"T6070",0.050176082,0.089106391,0.064571421,0.075892569,0.086071769,0.048788781,0.057954353,0.066295973,0.499992743200925,1.81900977466989e-05,4.75001858626504
"T6072",0.07745753,0.089106391,0.097724908,0.074120574,0.086071769,0.073669019,0.089509553,0.066295973,0.308921617524004,0.498909366722034,7.37625372650273
"T6074",0.075841679,0.089106391,0.086898434,0.083331576,0.086071769,0.07453466,0.082089944,0.066295973,0.156439017738901,1.00920144146739,10.0625048395191
"T6076",0.066914156,0.089106391,0.08048263,0.083436309,0.086071769,0.064893183,0.074376299,0.066295973,0.258709424429231,0.647329289951363,8.1575576183328
"T6101",0.051163926,0.089106391,0.061838416,0.064769882,0.086071769,0.052953549,0.05764799,0.066295973,0.486596993171061,0.0336026784996643,4.92681217921816
"T6130",0.068145959,0.087319658,0.064284349,0.066474462,0.089767273,0.062080509,0.063443202,0.097636708,0.478847930107626,0.0530452423936576,5.02916064098135
"T6140",0.072751054,0.091385282,0.067339296,0.074878818,0.093587224,0.063631141,0.065872911,0.101178253,0.46687541647363,0.0831266532610267,5.18751352832317
"T6126",0.067346874,0.086623895,0.06319864,0.07060506,0.088922746,0.061520535,0.062331258,0.096807286,0.470428664128203,0.0741923558255269,5.14048209746642
"T6158",0.072380001,0.091516283,0.065202845,0.077645648,0.09404646,0.062462182,0.064316521,0.101967262,0.489357630465945,0.0266796291501747,4.89036824849513
"T6132",0.074104022,0.092983612,0.069566374,0.068418592,0.095295184,0.066992797,0.068517107,0.102914688,0.469222355270538,0.0772248031006061,5.15644533748325
"T6153",0.073238499,0.093078167,0.06786618,0.073674642,0.095283271,0.065033695,0.066641318,0.10259987,0.474015606490522,0.0651793368037717,5.09303626482066
"T6160",0.069055007,0.086560493,0.061435627,0.073992245,0.08895295,0.058758422,0.060458204,0.097020345,0.495684646054648,0.0108171991674114,4.8068661282288
"T6134",0.069512611,0.087535426,0.065576378,0.066975336,0.089926738,0.063207722,0.06468537,0.097603915,0.462117778273991,0.0950998004862696,5.25054190295777
"T6162",0.069326149,0.086392487,0.0623916,0.070710448,0.088817587,0.060186651,0.061617177,0.096633955,0.481776844325417,0.0456945739544812,4.99046566166778
"T6169",0.068343483,0.088841983,0.063655336,0.072237812,0.091270984,0.060969171,0.062535335,0.099023445,0.490717806848205,0.0232691074826685,4.87241477032309
"T6128",0.068649381,0.088184247,0.064948466,0.067193897,0.090530897,0.062606226,0.06409069,0.098307592,0.476893870274735,0.0579508979004284,5.05498471942057
"T6138",0.07336271,0.091080052,0.066512076,0.068997432,0.093496864,0.063399739,0.065350894,0.10131808,0.488037184802884,0.0299908260837687,4.90779886693599
"T6155",0.072792821,0.091217315,0.068684824,0.075032809,0.093398186,0.065697324,0.067152837,0.100706134,0.439734225353131,0.151643083387999,5.54819390295045
"T6136",0.073967632,0.091112384,0.069900402,0.064292351,0.093321965,0.067282909,0.068924105,0.100536935,0.459611092657036,0.101413544042358,5.2837783600658
"T6164",0.073122831,0.091801673,0.066068278,0.072187115,0.094205413,0.062788789,0.064913338,0.101660145,0.491011753305145,0.0225320997338402,4.86853505518822
"T6171",0.068177046,0.088479545,0.064220545,0.069695612,0.090810926,0.062177908,0.062998147,0.098511579,0.481748548436587,0.0457655754312467,4.99083942368648
"T6139",0.075031725,0.089106391,0.065849855,0.079717448,0.086071769,0.051617236,0.05843206,0.066295973,0.481524418267507,0.0463279823790788,4.99380001501124
"T6148",0.075009909,0.089106391,0.075359372,0.086393073,0.086071769,0.066104696,0.071300362,0.066295973,0.279842643226193,0.583309027489197,7.82054571905843
"T6152",0.083578841,0.089106391,0.079865112,0.079898262,0.086071769,0.070091973,0.074516795,0.066295973,0.185203795516059,0.895710144347222,9.46507027548271
"T6154",0.098501526,0.089106391,0.072970019,0.096251948,0.086071769,0.057799741,0.065891912,0.066295973,0.454229934325968,0.114981395270118,5.35520148667422
"T6159",0.077204508,0.089106391,0.061654813,0.086470694,0.086071769,0.054906335,0.058168916,0.066295973,0.493456625168802,0.0164025438331891,4.8362681884754
"T6163",0.081862218,0.089106391,0.083665539,0.067432105,0.086071769,0.076661564,0.075968767,0.066295973,0.223508810315823,0.760396490190284,8.75275967519213
"T6170",0.080026131,0.089106391,0.075451508,0.086393156,0.086071769,0.055250673,0.067180004,0.066295973,0.414900552544816,0.21495666496642,5.88148573208372
"T6172",0.074927604,0.089106391,0.077947621,0.087144752,0.064324137,0.068825524,0.072932894,0.066295973,0.293738280615475,0.542496437112431,7.60570235434543
"T6184",0.110145993,0.089106391,0.064114211,0.069961201,0.086071769,0.053301937,0.059942002,0.066295973,0.460295169033414,0.0996901281843542,5.27470605031248
"T6207",0.067698358,0.089106391,0.062993963,0.090346667,0.086071769,0.054846801,0.060653853,0.066295973,0.492754909176098,0.0181617479013918,4.84552889253119
"T6220",0.07443022,0.089106391,0.073174838,0.089181204,0.086071769,0.056746043,0.068273833,0.066295973,0.412256088448717,0.221745282858793,5.91722199621897
"T6177",0.064708153,0.082763894,0.063486888,0.086448146,0.084882971,0.061790348,0.062726648,0.092070267,0.418320657514675,0.206191515597823,5.83534472105802
"T6189",0.075800382,0.099197195,0.074278178,0.090940215,0.101108332,0.068719849,0.072702947,0.10806888,0.439440211247668,0.15238863227658,5.5521185798774
"T6202",0.069801614,0.090261966,0.066824778,0.092619457,0.092376478,0.062660704,0.06589732,0.099668907,0.464546169888957,0.0889868764984866,5.21836258903415
"T6213",0.073383276,0.092973098,0.066416725,0.075262083,0.095081191,0.065710395,0.065088485,0.102152158,0.477111083847373,0.0574055177863274,5.05211375980543
"T6173",0.076993437,0.099947996,0.071333441,0.085158462,0.102372809,0.06608832,0.069727432,0.110260284,0.494557271729899,0.0136433198228097,4.82174323514814
"T6186",0.068480394,0.092654273,0.067060279,0.082724224,0.095040792,0.062398713,0.065993147,0.102837026,0.480307846290081,0.0493809710265849,5.0098713877765
"T6198",0.069395337,0.090912214,0.067393348,0.092777106,0.093069616,0.063002378,0.066158364,0.100221759,0.464039687387206,0.0902615490800353,5.22507264942971
"T6209",0.077623819,0.097393421,0.069782963,0.089696362,0.099623025,0.064215469,0.068332057,0.106731578,0.487890989641754,0.0303574498738962,4.90972882746846
"T6191",0.077555611,0.099538607,0.074776983,0.088005495,0.101632939,0.068137054,0.073015844,0.108475476,0.444338786747029,0.13997774585369,5.4867858829437
"T6204",0.071074089,0.091827082,0.068825826,0.089979915,0.093898042,0.064118677,0.067832876,0.101018009,0.44422397299657,0.14026838051741,5.48831582575006
"T6215",0.077217613,0.096022882,0.070121709,0.087377996,0.098087564,0.06463747,0.068754613,0.105325483,0.469644774296437,0.0761628369535642,5.15085499445098
"T6193",0.070786795,0.09421197,0.069102065,0.087270513,0.096384976,0.062312484,0.067604651,0.103706289,0.476259099846622,0.0595447796883793,5.06337514313828
"T6206",0.070775998,0.092570751,0.067287618,0.092435034,0.094810842,0.062782899,0.066297802,0.10208881,0.478738354404883,0.0533202966570071,5.03060856631202
"T6217",0.07977499,0.098368025,0.073176059,0.080833066,0.100554099,0.067639438,0.071880943,0.107432355,0.456130450842553,0.110187214745506,5.32996422862614
"T6188",0.070981091,0.092359856,0.067917277,0.08120575,0.094719565,0.063285613,0.066639893,0.102517832,0.466842179837619,0.0832102537852873,5.18795361354584
"T6200",0.068446038,0.092088702,0.066522729,0.086039726,0.09433439,0.06205971,0.065554718,0.101365252,0.477120918985488,0.0573808241143332,5.05198376875293
"T6211",0.075777248,0.095865588,0.069376969,0.088186501,0.098134093,0.064274432,0.068279766,0.105262969,0.476364602778326,0.059279855901202,5.06198054609594
"T6195",0.072330787,0.096429292,0.069734142,0.084842954,0.098675127,0.064771173,0.068376437,0.106042016,0.478261168265929,0.0545181650029088,5.03691431812882
"T6208",0.068934335,0.089449726,0.066034681,0.090674327,0.091676936,0.062011034,0.065128492,0.099089114,0.466015845560437,0.085288931163247,5.19889607120195
"T6219",0.078648124,0.096807493,0.071093403,0.086060986,0.099043746,0.066076725,0.069933742,0.106198441,0.461108913741702,0.0976404197900559,5.26391608956639
"T3654",0.057135623,0.050505447,0.066217778,0.050499928,0.075165995,0.056639213,0.064400568,0.056105664,0.362669290130742,0.351332947007085,6.59939015888397
"T7384",0.075965171,0.084445592,0.068102622,0.069207186,0.059648014,0.07443397,0.067800969,0.080295387,0.23368333793546,0.726770306604099,8.5757465927727
"T7408",0.090982762,0.126100064,0.090803534,0.080151922,0.077748404,0.090588152,0.090640341,0.088851035,0.422022777527983,0.196721409567107,5.78549271644265
"T7416",0.089708171,0.125438924,0.088749632,0.077795401,0.083064681,0.089825206,0.088954462,0.087746312,0.41257319045679,0.22093071533352,5.91293399522957
