"","accA","accD","acpP","fabD","fabF","fabG","fabH","fabI","fadR","plsX","rpmF","yceD","pval","z","inv_cof_var"
"T5300",0.118262647,0.126518743,0.326833046,0.393563744,0.285224856,0.352140939,0.077983038,0.240089282,0.246229147,0.136818443,0.305474119,0.103549898,0.4049297540622,0.24060727894069,2.07188339265617
"T5302",0.09712388,0.169765455,0.332368755,0.378118496,0.285537944,0.340204614,0.127553512,0.237653443,0.24329183,0.179954967,0.298342825,0.097360338,0.27008894715632,0.612544002564581,2.38456249141767
"T5304",0.151496959,0.177994136,0.337519213,0.40673646,0.242097109,0.355093663,0.162682244,0.243088525,0.252481019,0.150924972,0.278740704,0.148347417,0.150963782541372,1.03230861817198,2.73744945676292
"T5306",0.111545337,0.172581348,0.342955717,0.396873497,0.293153592,0.352318309,0.153946009,0.241783365,0.248716162,0.181901265,0.247937868,0.097716397,0.244939854969374,0.69050015907064,2.45009853346732
"T5308",0.120560821,0.16605721,0.35905602,0.450504643,0.294219765,0.373224647,0.157858794,0.23710917,0.244593793,0.115108072,0.290988169,0.093052054,0.390455527856598,0.278131969141263,2.10342958201574
"T5310",0.143573433,0.141210753,0.348100148,0.419017705,0.291181006,0.360151728,0.140310079,0.237169014,0.245828209,0.139346571,0.137222461,0.122071321,0.368195746624713,0.336635762898073,2.15261244658414
"T5312",0.112915265,0.173851512,0.333650487,0.404653241,0.248190905,0.352594297,0.162485162,0.240932459,0.250096345,0.130502826,0.273854552,0.081193425,0.313472921103992,0.486030075695242,2.27820498993501
"T5314",0.133579116,0.147866617,0.343732005,0.407282461,0.29030017,0.354066277,0.143201333,0.239642095,0.246273684,0.156026435,0.243458459,0.104175874,0.281318742862255,0.578928400901242,2.35630258760928
"T5316",0.154051841,0.12495558,0.354589065,0.440771328,0.290915204,0.367799941,0.170230244,0.235982949,0.242781827,0.091542293,0.304891544,0.111081429,0.378911392641964,0.308341113039924,2.12882575101072
"T5318",0.133771771,0.133337522,0.348268948,0.420773473,0.291590817,0.360515259,0.128964565,0.234432764,0.243077914,0.15393074,0.149551115,0.109311379,0.391365665146693,0.275761403342545,2.10143669900523
"T5553",0.284818468,0.129620076,0.36489582,0.376451374,0.102970653,0.376796011,0.379723217,0.086387899,0.266207746,0.097391999,0.338159434,0.330178329,0.369904927648967,0.332105158200556,2.14880366594032
"T5547",0.249780932,0.150059488,0.373707844,0.341650757,0.087138119,0.37328721,0.362802966,0.087645792,0.2944832,0.10494647,0.353101788,0.306375134,0.348820660923564,0.388506395869577,2.19621895742204
"T5549",0.284237798,0.127026196,0.36898261,0.341206421,0.08537026,0.372617816,0.36860825,0.105958489,0.287896776,0.106056898,0.343701095,0.330331647,0.340963046766908,0.409836221425165,2.21415047697322
"T5555",0.263908177,0.189432438,0.30211688,0.27323907,0.301669,0.302969863,0.256937012,0.229159842,0.281749865,0.16981248,0.276622747,0.303435275,1.10841338634331e-06,4.73258110755436,5.84818790678495
"T5557",0.233776861,0.182935231,0.255806848,0.254888825,0.253660661,0.254502326,0.228112684,0.160196751,0.241783309,0.091301848,0.247651912,0.122297812,0.0163491200083223,2.13576908674321,3.66510462743301
"T5563",0.243869473,0.185238129,0.287006575,0.256941468,0.22415176,0.28913332,0.104316976,0.104540579,0.25995342,0.2089504,0.16637794,0.291440651,0.0467108178120115,1.67761831199525,3.27994725456241
"T5569",0.229503811,0.159401889,0.281600563,0.229695283,0.252543774,0.281400656,0.214897663,0.14762625,0.253735627,0.175671175,0.269014573,0.281271587,0.00023510683551051,3.49717476975382,4.8096087190564
"T5565",0.210968865,0.180166539,0.262466521,0.261555416,0.237895517,0.264872478,0.153064504,0.150044944,0.229887187,0.125666639,0.247569831,0.260080505,0.00216882584885172,2.85250216482284,4.26764650800599
"T5567",0.234019348,0.165917106,0.266351594,0.204871033,0.270751737,0.272096804,0.243666149,0.217448723,0.248509631,0.109673467,0.244829977,0.276485784,0.000515043470677362,3.2821776279746,4.62886530691675
"T5571",0.233443457,0.151057599,0.122093552,0.246306596,0.165758756,0.277321531,0.160392099,0.20048424,0.239260269,0.102045709,0.25829221,0.277842409,0.0417030979604053,1.73125554811759,3.32503891017357
"T5577",0.208113438,0.136745704,0.270341729,0.240792165,0.237405104,0.272278105,0.134125595,0.197717944,0.216430865,0.090074886,0.214552856,0.266545533,0.0246906284251203,1.96528503337584,3.52178239874655
"T5573",0.212080614,0.152029422,0.295319145,0.273129143,0.174686459,0.28674289,0.115101419,0.199468433,0.242736114,0.090488701,0.151362448,0.288589101,0.108928071536408,1.2322488429667,2.90553484689557
"T5575",0.242669334,0.094103257,0.285113921,0.253385167,0.279795292,0.283403951,0.276807439,0.20499714,0.257759193,0.12653248,0.271421575,0.286019161,0.0149423691984806,2.17161468541437,3.69523924113251
"T1708",0.235024468,0.334179556,0.148392745,0.089649647,0.182801146,0.247689978,0.31267167,0.195719078,0.170497202,0.276648979,0.103162546,0.103847705,0.25369798601352,0.662897860586646,2.42689388260728
"T1709",0.219827883,0.355043868,0.11192957,0.228110918,0.17423035,0.265267979,0.364327882,0.387970838,0.0604463,0.30657056,0.218523012,0.078416002,0.39838291028285,0.257534973511101,2.08611413661394
"T5788",0.309756407,0.218959916,0.091089841,0.091068758,0.128061524,0.099603285,0.119881695,0.325329805,0.29436993,0.216314019,0.380235949,0.391562389,0.471918045795913,0.0704492514690634,1.9288352468359
"T5798",0.288337575,0.211784631,0.133394782,0.086165996,0.10582265,0.094846676,0.093512854,0.307687844,0.235593313,0.216314019,0.382331888,0.405186724,0.498724105550782,0.00319819855396206,1.87229875210267
"T5806",0.313071387,0.230672509,0.142425298,0.083498073,0.086173329,0.141634253,0.090192462,0.330607101,0.238671429,0.216314019,0.396773573,0.411160382,0.492770340487331,0.0181230609740207,1.88484575871491
"T5810",0.313154618,0.223326987,0.156998897,0.113371998,0.105196193,0.155355277,0.110945187,0.330813987,0.265235819,0.216314019,0.389469469,0.400554547,0.367495414100689,0.338494158785841,2.1541747595111
"T5816",0.333132339,0.246574553,0.312454339,0.077451463,0.085573474,0.092406231,0.078337475,0.350938648,0.267473097,0.216314019,0.398522583,0.407899348,0.498618834823577,0.00346207459919335,1.87252058694384
"T1088",0.077410572,0.245408969,0.422981417,0.398656697,0.400639378,0.394705511,0.411245838,0.190369066,0.418443047,0.319536453,0.093009777,0.082471628,0.429514172027283,0.177611179651199,2.01892394471726
"T1089",0.08539823,0.285132462,0.30840522,0.346419136,0.382840841,0.395697169,0.404472419,0.343128771,0.317169784,0.3147626,0.337476893,0.04423873,0.195118446343616,0.859187837066443,2.59191058852332
"T1092",0.266522202,0.325254509,0.280731996,0.254603871,0.158337021,0.345139443,0.336270868,0.355918865,0.280466584,0.303530908,0.213953499,0.218945391,0.000477641342327053,3.30337581941195,4.64668616453313
