"","cra","eno","envC","fbaB","fruA","fruB","fruK","glk","gpmM","pfkA","ppc","pykF","pyrG","tpiA","yibQ","pval","z","inv_cof_var"
"T6984",0.044367518,0.050127169,0.123108181,0.167121923,0.192701732,0.122120863,0.101572674,0.172487041,0.045025881,0.361621567,0.244641649,0.303623512,0.240371614,0.349832291,0.056679095,0.317253947393911,0.475391580049121,1.69243253411816
"T6988",0.045344476,0.146227581,0.08774737,0.109081765,0.186525691,0.090671514,0.141395138,0.118956855,0.145682253,0.394022759,0.269409127,0.344658783,0.044897121,0.382440012,0.044161952,0.491977902097746,0.0201097727500368,1.48967855832479
"T6992",0.058292284,0.06733411,0.094096818,0.074512004,0.179744875,0.11760282,0.10108366,0.152571194,0.216271658,0.352724323,0.279901226,0.083055382,0.234759578,0.349976123,0.059392551,0.358185559933176,0.363312951024124,1.64251973885165
"T6993",0.106124648,0.307903254,0.10548561,0.23483843,0.142104388,0.0598502,0.158383801,0.175702013,0.028610841,0.339675253,0.26181306,0.298667814,0.041574682,0.326502907,0.046299834,0.408724299930988,0.230827778418325,1.58351914834079
"T6996",0.053902252,0.054687123,0.078654178,0.076370511,0.180954589,0.138425783,0.070441181,0.09657628,0.256315645,0.351719655,0.293768474,0.316053774,0.133725163,0.353462085,0.055411775,0.45852890981632,0.104140539805339,1.52710059416343
"T4096",0.100519413,0.32430577,0.117238861,0.259129671,0.074370864,0.128707366,0.148589643,0.185148019,0.120635936,0.41082335,0.081644985,0.100303427,0.333420028,0.223905182,0.077588722,0.314924531165989,0.481939306638642,1.69534848107047
"T4100",0.098688715,0.108943577,0.112639927,0.300429598,0.10546519,0.111838658,0.071100471,0.276511331,0.108763944,0.088716668,0.077366194,0.199257244,0.069294852,0.338301926,0.063797421,0.435627047653593,0.162065726918278,1.55289684122939
"T4102",0.119386522,0.30125846,0.113826359,0.299421211,0.138060292,0.073333924,0.102342717,0.091275578,0.178998366,0.227525119,0.057784389,0.317106013,0.298492094,0.12280822,0.104914585,0.226956675208087,0.74890685155493,1.81423908963813
"T4834",0.097947018,0.209221492,0.097172461,0.263816795,0.068619782,0.101881895,0.131422386,0.232298057,0.21500862,0.34681293,0.261898666,0.1285909,0.323983471,0.090264424,0.073465458,0.16355626586383,0.979946492374108,1.91712966200662
"T4836",0.106760866,0.278409918,0.092222398,0.209527443,0.148151803,0.096756039,0.150189791,0.203626357,0.106771629,0.363278677,0.253093663,0.238380499,0.292953812,0.134880993,0.075423217,0.0655485823538263,1.50978942332628,2.15308848811011
"T4838",0.090237938,0.294834458,0.101729755,0.295058767,0.081914289,0.091465657,0.093558349,0.134943925,0.100278384,0.240340856,0.244650106,0.308520527,0.078114102,0.167104138,0.077763847,0.229869978357542,0.739275115409468,1.8099497181632
"T4840",0.076967815,0.291731519,0.091029219,0.286355048,0.080946794,0.141781363,0.174825388,0.083221591,0.08074807,0.366094573,0.220857462,0.273210231,0.100025332,0.282056228,0.08073291,0.238150984604935,0.712262938788008,1.79792018806331
"T4842",0.084062949,0.315565152,0.096897715,0.289832681,0.08237903,0.086204222,0.142389501,0.160190931,0.148576305,0.208570968,0.200423662,0.309817769,0.256924706,0.080311327,0.079151722,0.131796932180602,1.11793708619396,1.97858202199667
"T4844",0.065425745,0.323943239,0.096185699,0.316951204,0.076263953,0.064568077,0.14737572,0.203093312,0.075673223,0.353708038,0.223594265,0.332334395,0.257073748,0.255081929,0.065465441,0.230009052754639,0.738817036202971,1.80974571840117
"T4845",0.096262703,0.330491233,0.111932874,0.285953252,0.069058263,0.092763368,0.122291952,0.190085859,0.076195119,0.338057842,0.113874052,0.316634264,0.095950491,0.074457265,0.148410679,0.360806517623344,0.356303838180709,1.63939831938572
"T4847",0.140062463,0.331559339,0.096354773,0.229777579,0.129085835,0.069428935,0.128471282,0.08245263,0.125729418,0.248335449,0.229325172,0.326421828,0.056925935,0.161878604,0.078762203,0.266918458280951,0.622159617583164,1.75779381728903
"T4849",0.076274363,0.316438846,0.10628233,0.298769476,0.082355449,0.070263657,0.137110506,0.192099215,0.124999866,0.373192611,0.14006813,0.321840842,0.229064465,0.173020346,0.070116689,0.215455660969853,0.787633143972633,1.83148535256704
"T4851",0.108991082,0.305032864,0.097660708,0.260407409,0.094787201,0.124377594,0.134579067,0.177647723,0.147328124,0.332276475,0.194977973,0.300726179,0.309358073,0.091231582,0.085790507,0.104863061128775,1.25431888542981,2.03931792573279
"T4853",0.082318557,0.110387087,0.092514165,0.254442337,0.10689343,0.109929121,0.132786027,0.093389422,0.138434111,0.270542955,0.245746962,0.329360336,0.274700739,0.275706721,0.08367157,0.108301991892282,1.23560887602797,2.03098566045766
"T4855",0.089788331,0.293268965,0.099068988,0.230678531,0.131315736,0.089091211,0.086282831,0.115741526,0.12290014,0.312132793,0.23367803,0.301618453,0.303923067,0.190591691,0.082120974,0.110258393811628,1.22515510117433,2.02633020447492
"T5037",0.076726841,0.146378148,0.055748463,0.077086186,0.179228508,0.090232143,0.147383692,0.068173241,0.231863221,0.345415091,0.272895847,0.334555759,0.311512848,0.346356301,0.047028227,0.356510339732987,0.367802265727037,1.64451899818951
"T5040",0.060313968,0.181669657,0.034696467,0.034809102,0.181480676,0.070790736,0.148465915,0.192557125,0.260222713,0.371263417,0.196822108,0.352050026,0.112388692,0.369961294,0.034459273,0.481167474944328,0.0472236859896401,1.50175339553662
"T5041",0.096728692,0.108364619,0.081140724,0.124121348,0.169151982,0.058667988,0.150524407,0.068647363,0.193574485,0.34265576,0.136610581,0.309437755,0.216506599,0.337009726,0.06820621,0.310411081389728,0.494685465492423,1.70102482117953
"T5044",0.106452423,0.063158922,0.097369697,0.067069586,0.191593081,0.04827066,0.163179456,0.163335817,0.075003136,0.332705264,0.250044564,0.296497726,0.287050116,0.327802006,0.064268286,0.383145360819868,0.297230259265088,1.61309065060242
"T6957",0.079493704,0.137056623,0.076070784,0.135994369,0.202959313,0.078523153,0.114338194,0.123189224,0.223715931,0.213063455,0.116540983,0.331326954,0.093315762,0.354389746,0.053590046,0.282714293557289,0.574797013017282,1.73670148233141
"T6960",0.068109776,0.169600853,0.075924771,0.112645156,0.156518227,0.074797983,0.115890276,0.161972876,0.222307432,0.340996007,0.138475864,0.328282438,0.064360506,0.341527523,0.069644756,0.33098217409563,0.437202704995545,1.67542560319307
"T6964",0.084809635,0.124928565,0.075793378,0.1162595,0.178451961,0.070520052,0.13240137,0.123135409,0.196991943,0.322400866,0.120400678,0.285635295,0.092819743,0.340277288,0.075047033,0.271959757452624,0.606896629738058,1.75099663932481
"T6965",0.066573836,0.288063332,0.111170734,0.284857398,0.061956724,0.065110807,0.165108646,0.12782941,0.065872863,0.34789863,0.254474929,0.312253424,0.207954459,0.343005153,0.06054009,0.288066741736164,0.559041374565873,1.72968490867094
"T6968",0.05815336,0.291003652,0.108696905,0.284081208,0.057388906,0.061442347,0.136656427,0.261084907,0.063670155,0.345672178,0.273801977,0.213384131,0.106667671,0.334101765,0.064192956,0.325753602745962,0.451669344824363,1.68186813767312
"T6969",0.080113866,0.270896677,0.09785496,0.2808615,0.156081536,0.081978163,0.161341969,0.19919358,0.080298233,0.353029133,0.287284182,0.332513306,0.050471135,0.350487554,0.043978575,0.304685413439069,0.510971766320024,1.70827771859564
"T6972",0.10266404,0.114536007,0.106396065,0.308912003,0.137346829,0.119213334,0.160207158,0.190672332,0.060384607,0.353200167,0.276671991,0.1325955,0.106417159,0.344597027,0.058466606,0.288677694171075,0.557251820852617,1.72888795363245
"T4103",0.082764499,0.333043267,0.082590878,0.330372716,0.182030034,0.079951707,0.14697792,0.118180724,0.217867476,0.333871772,0.084077159,0.338119204,0.339703604,0.066312105,0.046595357,0.375298588523507,0.317852035779317,1.62227429710257
"T4105",0.066992165,0.323300413,0.09117109,0.31509372,0.103386385,0.070341729,0.131923205,0.090162906,0.145133618,0.323849996,0.275707715,0.320790425,0.321867158,0.077028629,0.067626416,0.335039525542246,0.426039517235894,1.6704542191744
"T4107",0.117821649,0.341960616,0.080034249,0.255045816,0.132168456,0.073805465,0.090789202,0.085762289,0.13873228,0.352559119,0.087351845,0.350303559,0.319279967,0.293938002,0.033261722,0.44746195305164,0.132076344791623,1.53954145043564
"T5049",0.077487911,0.116148736,0.104352596,0.107601042,0.163788167,0.067209058,0.135808659,0.108178819,0.233809774,0.313043193,0.250487923,0.332983046,0.099777265,0.370070868,0.071166623,0.300832365175967,0.522008043333507,1.71319258452388
"T5050",0.079931103,0.134116181,0.051477351,0.06191922,0.173516664,0.107096568,0.138067995,0.115189705,0.249859719,0.364540728,0.20702184,0.336760241,0.081767888,0.360060891,0.05084665,0.45066464404966,0.12398230174082,1.53593687106857
"T5051",0.0611904,0.149590144,0.073016265,0.21435867,0.159526111,0.127852979,0.118175822,0.164859493,0.19274809,0.347154338,0.201530791,0.32435394,0.276580801,0.345368093,0.046725196,0.108954639237265,1.23210656741163,2.02942595175629
"T5052",0.06985825,0.122574077,0.124757566,0.123536741,0.180387496,0.055600257,0.154247591,0.137525135,0.238243153,0.340636983,0.131712633,0.274662285,0.062950862,0.339484741,0.077872748,0.244223119090283,0.692782209921659,1.78924469265436
"T5053",0.089843656,0.121949564,0.052605859,0.143012572,0.16548128,0.064629735,0.14032276,0.150696609,0.243644959,0.350941445,0.128539286,0.329255542,0.296890713,0.364537588,0.050759928,0.326341400328379,0.450038332996362,1.68114178725148
"T5054",0.06771307,0.155375008,0.042254397,0.130119752,0.186001685,0.048774502,0.149260548,0.141329389,0.264985909,0.346336404,0.193857395,0.336322282,0.042851005,0.34852525,0.042145855,0.455307989703869,0.11226161089705,1.53071721012556
"T5055",0.089493066,0.118919666,0.098102915,0.097018062,0.161681216,0.063144923,0.141568189,0.092557213,0.226329845,0.3527468,0.23389167,0.31320971,0.281235901,0.346822482,0.086746959,0.233774279638038,0.726473480371189,1.80424867243931
"T5056",0.098157347,0.092739359,0.11059867,0.087257189,0.169639499,0.078223791,0.149716902,0.126291437,0.224017284,0.33843876,0.136196992,0.276001755,0.172748654,0.33317722,0.08811943,0.171901673265614,0.946677092992694,1.90231355714872
"T6973",0.058152528,0.321402297,0.085259619,0.066243495,0.129863458,0.057097105,0.184081661,0.185593998,0.245844054,0.377064223,0.217853516,0.334831613,0.281275529,0.31256122,0.052870274,0.228417066051956,0.744069992530825,1.81208505584683
"T6976",0.037112972,0.249788875,0.092987248,0.181894767,0.147739814,0.090172886,0.089577053,0.147315246,0.119548191,0.35479673,0.256484321,0.319659055,0.271099558,0.342954871,0.039433835,0.207363279306159,0.815604178890105,1.84394189804206
"T6977",0.065417376,0.336323058,0.056262834,0.111541521,0.19845086,0.044515062,0.141262,0.137244423,0.262507417,0.34696146,0.270750748,0.340288447,0.336661844,0.348401291,0.044063335,0.272482943194311,0.605320765658094,1.750294848253
"T4104",0.077513721,0.292863198,0.095151399,0.087594713,0.130257717,0.083038035,0.121926086,0.074235644,0.195966227,0.332541807,0.071066542,0.085053086,0.305776338,0.088961382,0.083051513,0.44490367755036,0.138547976909033,1.54242350968035
"T4106",0.070269664,0.323328216,0.107629985,0.234846995,0.137584327,0.092290101,0.139427179,0.155304482,0.050544467,0.376083138,0.251231513,0.300093128,0.342711163,0.086856796,0.046986586,0.337862222436262,0.418304575329926,1.66700956094553
"T4108",0.084575172,0.326965477,0.118351129,0.216562438,0.109421609,0.065468365,0.088666841,0.056841183,0.10893155,0.334567829,0.187026804,0.304349878,0.325975542,0.341173126,0.045481441,0.387198187543189,0.286629041571274,1.60836953282171
"T4110",0.066265317,0.315449391,0.113054178,0.302894882,0.143193682,0.057513864,0.140355387,0.129828862,0.114719946,0.329517504,0.18370385,0.235088795,0.286639873,0.076476083,0.056913015,0.230531483642088,0.737097651435967,1.80898001221252
"T4112",0.075024979,0.320908817,0.116023088,0.307499951,0.155986436,0.051624152,0.153255606,0.121703831,0.118101825,0.163747318,0.133675466,0.317002701,0.323714317,0.303272521,0.060325196,0.201938713065973,0.834716363457598,1.85245326692399
"T4114",0.052599884,0.342453062,0.081714991,0.309037878,0.166421778,0.113725718,0.134898004,0.132942383,0.103457597,0.358595709,0.043590183,0.320075473,0.332034197,0.090080798,0.043702741,0.454307762974734,0.114785016123979,1.5318409766238
"T4116",0.05188417,0.346151325,0.089759402,0.330022209,0.085344623,0.085665334,0.127130561,0.147704248,0.132151717,0.360173125,0.053598362,0.295771385,0.352734109,0.360153208,0.051887805,0.429251568277917,0.178279934200908,1.56011763270005
"T4118",0.072271012,0.306198144,0.103616262,0.206150966,0.116711047,0.09992125,0.148035789,0.088788358,0.095635011,0.34582371,0.217031328,0.077837914,0.333630044,0.055919411,0.071327543,0.403392592552432,0.244575436810452,1.58964149356119
"T4833",0.083976097,0.303336735,0.082358263,0.255161498,0.103557346,0.083046805,0.120272253,0.175195027,0.134092577,0.273400422,0.26753204,0.326513013,0.29762993,0.115164024,0.090128634,0.121863808754795,1.16572013278064,1.99986159547325
"T4835",0.07833653,0.305218468,0.103447971,0.257313107,0.111898843,0.08203913,0.139801001,0.200891804,0.184562972,0.360137076,0.259313764,0.319491082,0.323470533,0.274981185,0.073442658,0.0616921382642498,1.54072275385326,2.16686425434615
"T4837",0.10267022,0.31567137,0.106413283,0.296513492,0.062087354,0.100700941,0.099017279,0.059012856,0.195201261,0.361378821,0.246594768,0.323618795,0.309334598,0.337789041,0.063475116,0.286658571237837,0.563172917703268,1.73152483898188
"T4839",0.088969132,0.291889077,0.100507032,0.273446799,0.090709875,0.093796489,0.149663958,0.180785309,0.094682847,0.382984307,0.2202174,0.318025403,0.080541287,0.26397678,0.079842074,0.230741960202935,0.736405562612783,1.80867179923705
"T4841",0.050081943,0.328320959,0.115413552,0.272511906,0.066951695,0.048982061,0.162133958,0.217764924,0.066630881,0.363590437,0.209770809,0.335344984,0.25822423,0.294914616,0.058289545,0.260836642552217,0.640768217572278,1.76608092116899
"T4843",0.080732997,0.322684151,0.098821001,0.308525867,0.083546821,0.091168485,0.132801294,0.162997965,0.144930594,0.081879559,0.219657645,0.327081886,0.235990359,0.082071625,0.080155273,0.25383659839609,0.662465096246137,1.77574335077391
"T4848",0.152914113,0.328689493,0.079071904,0.299887856,0.127333618,0.08592945,0.141045726,0.213857575,0.11355308,0.387566441,0.228956186,0.308480971,0.156341209,0.095374043,0.073529643,0.248758501063677,0.678401746367376,1.78284053568468
"T4850",0.07394568,0.296890217,0.10924761,0.306793714,0.07417612,0.073752696,0.136207943,0.175617128,0.131035042,0.369124312,0.20393763,0.312726486,0.074591621,0.074685282,0.075225104,0.380164290210652,0.305049331743745,1.6165727753143
"T4852",0.112714741,0.315264388,0.112319402,0.285828646,0.087581399,0.136496314,0.11928811,0.200260605,0.139409116,0.341806567,0.224970269,0.299034356,0.32089119,0.094039044,0.081873231,0.118889096266495,1.18055841310845,2.00646963533376
"T4854",0.066050679,0.114148722,0.075289743,0.288571444,0.143106507,0.116020922,0.15638725,0.092919493,0.119301229,0.366020724,0.234800086,0.277633573,0.096972565,0.193171821,0.073425942,0.208958120757281,0.810041644437822,1.84146469390694
"T4856",0.089508967,0.269951193,0.099372248,0.268418797,0.107229472,0.091627971,0.086723199,0.097676011,0.142926139,0.250095273,0.2448893,0.296511993,0.285467986,0.145051447,0.087607476,0.0973486814217853,1.29680769364686,2.05823977733023
"T7008",0.078330438,0.085188096,0.292183573,0.414030809,0.307828345,0.099043189,0.427944286,0.072801407,0.291181782,0.081300303,0.256346838,0.108441297,0.287507323,0.161132307,0.403666777,0.246872676018273,0.684363985158194,1.78549574307511
"T7010",0.104449946,0.134297655,0.246187117,0.126310029,0.323902748,0.307842531,0.283591354,0.297652516,0.231891053,0.125439147,0.218494352,0.130946175,0.095749841,0.184511573,0.184458749,0.00380918949977061,2.66853081380816,2.66911926304993
"T7012",0.23180358,0.226274584,0.316859661,0.273857239,0.361851804,0.309647061,0.3728927,0.368150072,0.326726984,0.070453218,0.351146023,0.144470776,0.090293959,0.099984952,0.360574843,0.0319641375913306,1.85267974284626,2.3057903409607
"T2768",0.047856791,0.284097775,0.056737762,0.335742482,0.231318976,0.049763787,0.1271472,0.267863677,0.192941833,0.436357938,0.147842726,0.251847814,0.234247593,0.187821964,0.034820764,0.253192722899652,0.664476404626534,1.77663906143956
"T2774",0.067755699,0.250471051,0.08758954,0.343345581,0.25734593,0.080972544,0.160758453,0.287998931,0.162648639,0.431570194,0.058935744,0.251692589,0.250235051,0.190319932,0.052159045,0.22213575504651,0.765000057990519,1.82140599491695
"T2770",0.044704847,0.289030762,0.062159476,0.352277412,0.052207477,0.053180031,0.134744916,0.287643817,0.283695847,0.059854507,0.168601961,0.255711065,0.287748978,0.286875815,0.044535228,0.377202708629451,0.312835797101781,1.62004037885876
"T2765",0.08261541,0.319925276,0.042479139,0.281363191,0.175026862,0.041707121,0.085350486,0.211006913,0.324836975,0.110622607,0.230444802,0.244649589,0.214279065,0.077114877,0.049655026,0.336689019238588,0.421516399585697,1.66843990612289
"T2771",0.053345225,0.29071398,0.088891331,0.332088303,0.105805995,0.084096327,0.149641425,0.276518314,0.259798391,0.186363123,0.109051913,0.267740476,0.292053631,0.221737148,0.058462682,0.0899566327681358,1.34102213653199,2.07793011843046
"T2766",0.041662427,0.327961996,0.061445272,0.327137086,0.223493403,0.055216935,0.118787532,0.260379441,0.312470788,0.331156737,0.175187719,0.246276487,0.240985807,0.049357211,0.03925329,0.273386780941614,0.602601891304008,1.7490840320593
"T2772",0.188110398,0.292779259,0.060851777,0.385141775,0.165922999,0.050000489,0.143203337,0.304646566,0.292828058,0.45035237,0.103548092,0.237408584,0.292800277,0.280355831,0.030070579,0.314001263904623,0.484540219683502,1.69650676469192
"T2767",0.043827037,0.318476359,0.046696282,0.276770224,0.171127337,0.044639032,0.087715052,0.209231316,0.289988495,0.391508584,0.173902598,0.258685547,0.209471716,0.044116354,0.046509623,0.407055593327228,0.235125681193423,1.58543316480543
"T2773",0.063664949,0.240243813,0.086826885,0.362379691,0.265739365,0.076654755,0.164944728,0.300027176,0.188075315,0.367120844,0.040076942,0.238740084,0.240958413,0.212031482,0.043326577,0.196421416353368,0.854473235801934,1.86125173932688
"T2763",0.217589432,0.337330034,0.03275307,0.32025191,0.197124901,0.029735095,0.086997987,0.239630034,0.341682514,0.062600623,0.344979784,0.247849972,0.248808839,0.154663162,0.031992862,0.440646065380242,0.149331410992222,1.54722577521792
"T2769",0.073870168,0.293379773,0.086414465,0.314519765,0.069387088,0.083525504,0.126043342,0.250369256,0.293619629,0.079647362,0.165740711,0.240844811,0.291366768,0.27924446,0.071064677,0.175124271846558,0.934107305885706,1.8967157619591
"T0413",0.175306551,0.064069453,0.070738367,0.226691036,0.06450521,0.075084263,0.135732528,0.068714657,0.080512278,0.194685206,0.301467005,0.255700538,0.275566327,0.165105475,0.064054049,0.363484914339261,0.349159154600204,1.63621652521229
"T0409",0.035738315,0.061519757,0.078483488,0.184051942,0.309906533,0.03780676,0.074943611,0.254307021,0.412425494,0.438544798,0.164943667,0.323767816,0.215319413,0.243611868,0.051313667,0.466231398431073,0.0847466640129946,1.5184637776689
"T0410",0.385823322,0.38433865,0.06451133,0.383127104,0.135065247,0.060876425,0.085199892,0.218284998,0.267053232,0.352106884,0.375249775,0.213174907,0.095405178,0.234683485,0.058741113,0.363605688900954,0.348837408051913,1.63607323946966
"T5994",0.074114678,0.349002459,0.111032541,0.331273606,0.093798122,0.113567815,0.137416597,0.227818202,0.244780621,0.112752058,0.28739342,0.09865546,0.098044068,0.360255729,0.076670186,0.257991700639291,0.649549284919619,1.76999145808884
"T5996",0.053511013,0.360246253,0.104570124,0.349232574,0.083302485,0.089360342,0.139141033,0.245379467,0.271719548,0.112019684,0.314326668,0.095264839,0.10474409,0.353025623,0.062094507,0.354272535782289,0.373810816490492,1.6471948300293
"T5998",0.075012404,0.343299665,0.104695392,0.329799303,0.109413973,0.110228491,0.076785849,0.238916438,0.243227051,0.111981512,0.283560682,0.113244825,0.194611012,0.348539716,0.074102594,0.20798452773151,0.813434378470747,1.84297560495798
"T6000",0.082288781,0.346728065,0.108536958,0.331374342,0.089558076,0.118599344,0.09800209,0.22933716,0.238654692,0.129617559,0.285509213,0.089927102,0.111679867,0.356973127,0.076537982,0.275352131995159,0.59670513446556,1.74645798622546
"T6002",0.078972383,0.348857727,0.092220625,0.33369569,0.099073336,0.104660759,0.119660351,0.188592796,0.243745733,0.117970893,0.288119237,0.11862052,0.083569356,0.354693707,0.074458632,0.304961355420274,0.510183785290389,1.70792680124282
"T6004",0.074748755,0.348536446,0.107899035,0.333841294,0.095547358,0.116342608,0.139380462,0.218435114,0.239285995,0.141790514,0.288517389,0.095499692,0.12053871,0.356002086,0.080819761,0.197150003281047,0.851845216073401,1.86008138408781
"T6006",0.071846255,0.344298353,0.110470599,0.331576093,0.109510039,0.114459264,0.142384497,0.218451675,0.243791463,0.118197986,0.285935274,0.110428286,0.147972246,0.349643599,0.080662874,0.146679842215632,1.05077991081745,1.94867442610256
"T6008",0.077391914,0.34712069,0.105212382,0.335316413,0.092207371,0.110927691,0.144483652,0.227339464,0.237137284,0.126230684,0.289527743,0.109625758,0.177736746,0.350532574,0.078269562,0.15690036199612,1.00727898852766,1.92930184234558
"T6010",0.078181845,0.352819447,0.101972134,0.334895626,0.096815838,0.113649481,0.13137418,0.209466294,0.23514901,0.129516483,0.285486847,0.10255905,0.0822697,0.368807049,0.078075611,0.286056526313873,0.564942238754259,1.73231278366096
"T6012",0.069554473,0.348464661,0.108162416,0.334067794,0.107559154,0.114164501,0.156945476,0.232261079,0.246534456,0.118361407,0.288315679,0.111528278,0.086552575,0.358005036,0.073544682,0.224303074150764,0.757740834236868,1.81817319173081
"T6014",0.052584627,0.359971871,0.100855184,0.350380654,0.108224904,0.099413799,0.153490462,0.250429388,0.269931063,0.111425955,0.312733413,0.107456855,0.119658423,0.353432994,0.055890175,0.279530868427646,0.584235713483279,1.74090488781593
"T6016",0.078796933,0.351314913,0.105084987,0.331736866,0.107233111,0.112905891,0.138692979,0.296955112,0.236752365,0.117600982,0.284834764,0.107572421,0.092223934,0.366207428,0.083197727,0.245750771439236,0.687922569713892,1.78708051355198
"T6018",0.081593241,0.348276493,0.102519928,0.335168702,0.093845941,0.107044834,0.127066842,0.221169333,0.239218782,0.129870725,0.288064204,0.104117106,0.147031796,0.352881572,0.077484374,0.204963210038471,0.824023122099846,1.84769116757225
"T6020",0.062993197,0.35042064,0.110366529,0.335850387,0.094390574,0.119119211,0.156714714,0.235698048,0.249788567,0.108790458,0.293156431,0.114545986,0.099073248,0.360008113,0.070899898,0.234019865624088,0.725672227513269,1.80389184464616
"T6022",0.074243154,0.348095077,0.10922399,0.335155779,0.091669001,0.112714302,0.129097482,0.250959347,0.242617998,0.112676397,0.287818654,0.115727249,0.09424014,0.351632244,0.079191589,0.245854257515729,0.687593956529787,1.78693416984022
"T6024",0.073877821,0.351316602,0.109221764,0.334288379,0.092915313,0.110207816,0.136225006,0.244641642,0.244372239,0.125846479,0.291230677,0.110467917,0.078120411,0.360107086,0.077215845,0.268031473369469,0.618777499817022,1.75628763405769
"T6026",0.069556993,0.350632765,0.108690242,0.334282117,0.100083361,0.10785297,0.142317086,0.237493882,0.249480647,0.11614292,0.291514999,0.120297393,0.170071381,0.355200175,0.069809853,0.168994647697459,0.9581456967281,1.90742095429675
"T6028",0.075743581,0.345798933,0.10566373,0.328198485,0.099007299,0.101780945,0.128593564,0.230700681,0.242270752,0.125439612,0.285970106,0.097184116,0.072196851,0.354275184,0.079703777,0.287840422801048,0.559704744548324,1.7299803320751
"T5993",0.065559547,0.360834427,0.105808126,0.342427094,0.053956587,0.124432287,0.163164858,0.254975938,0.261654145,0.091983512,0.29746488,0.097374195,0.091133758,0.381018934,0.056124392,0.393896804356914,0.269176830942565,1.60059741226995
"T5995",0.051731565,0.365198075,0.099144853,0.345816251,0.066716579,0.129962519,0.161519573,0.259995969,0.267316116,0.10649393,0.306222402,0.057980334,0.115863253,0.381646503,0.046583377,0.408427563707798,0.231591735138675,1.58385936677232
"T5997",0.053462998,0.351716069,0.112656066,0.339465243,0.087909663,0.090819952,0.088030724,0.255998985,0.261946581,0.112793121,0.297535072,0.329298018,0.268828201,0.3566244,0.057671635,0.198595295445961,0.846649363020608,1.85776747686112
"T5999",0.048735295,0.354274888,0.099664783,0.343438685,0.12852583,0.086125822,0.047285127,0.262158412,0.269118025,0.125736657,0.303158228,0.326108034,0.046048758,0.357460516,0.048964875,0.411247532368492,0.224337029849984,1.58062857582722
"T6001",0.052859791,0.358327722,0.098746429,0.343236424,0.086565678,0.13578158,0.114112423,0.246388974,0.270226711,0.114172553,0.306790572,0.085420893,0.154581064,0.368657712,0.049655306,0.313561762532102,0.485779479380755,1.69705865327308
"T6003",0.053756043,0.363059985,0.10598381,0.344110863,0.098926572,0.122805537,0.09599297,0.273448814,0.259808097,0.116387059,0.301921796,0.107299246,0.062825183,0.376947576,0.058976689,0.394376735714399,0.267929648670965,1.60004199547083
"T6007",0.054794159,0.361706909,0.106310879,0.344358723,0.114588401,0.123792699,0.058095001,0.258611008,0.266198758,0.107531172,0.300569949,0.154805024,0.086963502,0.377366595,0.04728912,0.373972085495011,0.321351317710235,1.62383265790799
"T6009",0.063211861,0.363270975,0.105246642,0.343343947,0.073408689,0.127526422,0.081531786,0.254061607,0.255534312,0.082594467,0.293325859,0.127276949,0.135131471,0.380795417,0.058575112,0.375100070791927,0.318375471977641,1.62250740277159
"T6011",0.064840282,0.36636568,0.103419267,0.343429577,0.080326856,0.130890133,0.155547754,0.253047401,0.25794709,0.11144798,0.296540171,0.078447907,0.078158299,0.3918844,0.063025155,0.380731317970649,0.303560647959329,1.61590980888087
"T6013",0.055897242,0.369359491,0.102515508,0.354887514,0.090489643,0.109040249,0.130835268,0.255551318,0.2699635,0.101438592,0.314277938,0.073003598,0.06976344,0.378041344,0.05075581,0.462171773223711,0.0949638426818449,1.52301386854293
"T6015",0.069595815,0.364609093,0.105468498,0.340867769,0.093828191,0.130033383,0.163752895,0.291765489,0.258499324,0.110369709,0.298673363,0.064972616,0.093590033,0.389937923,0.058457117,0.360441339695588,0.357279360850224,1.63983275602814
"T6017",0.054231346,0.359362971,0.10970846,0.341099773,0.12509303,0.124228228,0.126580435,0.236485893,0.252104959,0.111376757,0.294491574,0.115075834,0.056214075,0.377721233,0.060738627,0.32305852886205,0.459163084568626,1.68520537957989
"T6019",0.05903364,0.361484531,0.105984283,0.338957823,0.113486944,0.117539257,0.136076156,0.26908777,0.257359493,0.132482219,0.297574834,0.118919892,0.144021564,0.383023634,0.061367567,0.207432707932028,0.815361498836678,1.84383382355964
"T6021",0.057122331,0.356110314,0.108087706,0.3323971,0.076076907,0.1146957,0.178041465,0.254960163,0.246645593,0.12537425,0.297235747,0.152164995,0.077134314,0.379033479,0.063846492,0.258268859332765,0.648691625154851,1.76960951019548
"T6023",0.060747637,0.359313382,0.111489444,0.334229279,0.066570239,0.127369106,0.161908074,0.261250933,0.248241751,0.100487824,0.291341602,0.123962667,0.069801668,0.390285661,0.067700919,0.338657451459378,0.416129966728143,1.66604112659842
"T6025",0.065922748,0.357233215,0.104130877,0.331031856,0.101811716,0.120021317,0.095588207,0.26824383,0.260200032,0.108285484,0.297498113,0.147422457,0.100828287,0.379577196,0.055917839,0.306019727644343,0.507164423210971,1.70658216665354
"T6027",0.062611141,0.359312714,0.106981973,0.337658433,0.102892465,0.110708545,0.167255521,0.242200197,0.255437328,0.089085825,0.292595427,0.132495115,0.060663416,0.385398579,0.066261346,0.328738833288362,0.44339829825664,1.67818473203579
