"","cheA","cheW","cpxR","motA","motB","mscM","psd","tsr","ung","pval","z","inv_cof_var"
"T1593",0.144808274,0.119381013,0.193139968,0.111363765,0.105866654,0.034912095,0.167703379,0.041365068,0.036440553,0.411907776027062,0.222640192909939,1.84430490713791
"T2300",0.20002941,0.175122323,0.286692648,0.068824035,0.183738205,0.059474592,0.335792745,0.174739316,0.109085958,0.408185304533835,0.232215539201317,1.85237287352827
"T0880",0.128193599,0.118098151,0.081025233,0.103072263,0.102455031,0.073444957,0.044610823,0.102561536,0.077777306,0.0155242051397849,2.15645171441179,3.47368998481616
"T0150",0.136460349,0.220958745,0.091550923,0.076075681,0.227089376,0.064626907,0.103885096,0.042764896,0.074962433,0.49372039217999,0.0157412925757352,1.66997665588683
"T0151",0.13828621,0.203333109,0.049315942,0.164011243,0.250584157,0.051116456,0.267346529,0.135963473,0.08400913,0.28574276775111,0.5658650299394,2.13349825484846
"T0326",0.100680901,0.095074665,0.097733677,0.088041953,0.086779625,0.026613277,0.157517131,0.087777859,0.040473774,0.278355839795801,0.587732764850434,2.15192350495711
"T0327",0.10074816,0.096252898,0.130937341,0.089975351,0.088734528,0.031226143,0.148443474,0.089498957,0.030642984,0.259130201626952,0.64602926454058,2.20104279379154
"T0328",0.102194939,0.09812918,0.110405919,0.092650072,0.091541668,0.032588435,0.145723903,0.092149065,0.041603644,0.175840219433713,0.931334736380353,2.44143461751728
"T0875",0.161768202,0.153365776,0.46863905,0.144361796,0.140847257,0.053633479,0.140018036,0.140647862,0.105382533,0.00707298917583012,2.45353497202076,3.72400549974296
"T0876",0.139373947,0.129250958,0.240899794,0.115720878,0.112368113,0.06059976,0.136641998,0.111830373,0.075733312,0.0039331605094121,2.65775433675707,3.89607603597384
"T1081",0.140102232,0.209374968,0.058849268,0.187510562,0.22984991,0.058807613,0.21902495,0.134615333,0.11238358,0.108487742598117,1.23461053793542,2.69696782743992
"T1082",0.14472238,0.210273422,0.101773202,0.105963752,0.188421884,0.066563789,0.130575806,0.051686722,0.067644804,0.315482089070431,0.480370202813353,2.06146228133762
"T1961",0.177280784,0.162007349,0.074883519,0.14624759,0.144308339,0.037043289,0.208863886,0.144504491,0.050773615,0.243568668999638,0.694869101540833,2.24219411630649
"T1962",0.17639086,0.162260543,0.040162726,0.148109249,0.146377965,0.035124942,0.208961055,0.146564676,0.052933746,0.241054465280649,0.702914666367103,2.24897312404518
"T2297",0.262916865,0.04647855,0.294026121,0.267421735,0.292364461,0.045446684,0.271377378,0.273004954,0.095193475,0.452889096251638,0.118365333499617,1.75644531068239
"T2298",0.271039512,0.085769105,0.249254915,0.27644327,0.264351843,0.064159894,0.27436721,0.273874941,0.075377075,0.368241680318477,0.336513914362533,1.94025228381423
"T2861",0.11118611,0.101313319,0.074808551,0.096452171,0.094921667,0.046344211,0.209323461,0.088992146,0.046820562,0.357791383267082,0.364368617768615,1.96372201577537
"T2862",0.132364091,0.12376581,0.05898818,0.111982448,0.113377773,0.035273382,0.116509785,0.107344538,0.040669622,0.133153873936435,1.11160563680927,2.59332672894207
"T1957",0.186838315,0.167320973,0.034442678,0.148875586,0.146405574,0.044670038,0.253708899,0.14684993,0.036249964,0.352935864691395,0.377406241267328,1.97470721724976
"T1958",0.182324546,0.167528031,0.106506541,0.153372565,0.151395369,0.049255126,0.250952861,0.151779012,0.036257181,0.323461738348691,0.458040316304263,2.04264763292974
"T2063",0.140440837,0.130515195,0.201119443,0.124994799,0.123911162,0.05035728,0.070427417,0.124189696,0.073909012,0.0470945066263552,1.6737028507549,3.06693690367939
"T2064",0.13647635,0.127992828,0.170316634,0.119075351,0.117417443,0.039295064,0.04218681,0.117797157,0.082432627,0.147631225953144,1.04664692299451,2.53859401182973
"T2065",0.167571746,0.154624206,0.116450087,0.142348751,0.140225714,0.06338283,0.090127257,0.140724612,0.052824934,0.103664969127445,1.26094146256871,2.71915365847977
"T0728",0.182290443,0.183034137,0.464909385,0.15124558,0.128361878,0.039218842,0.248956701,0.125178906,0.062467432,0.313229917789887,0.486715674700627,2.06680882989677
"T0736",0.176578259,0.200128957,0.463844527,0.165215187,0.147505623,0.039517662,0.293650429,0.093854077,0.062446484,0.433775759651308,0.166769371304874,1.79722943882638
"T0729",0.14769392,0.188513569,0.4677047,0.106962489,0.073179496,0.039876401,0.036787419,0.061759604,0.068370541,0.487936975030333,0.0302421286738643,1.68219472661888
"T0730",0.131795722,0.18988018,0.471251362,0.076167126,0.056740829,0.042289502,0.155104611,0.038664947,0.068855959,0.490196012224321,0.0245774270706264,1.67742177943184
"T0747",0.137195023,0.171470512,0.432779029,0.109788567,0.053878002,0.052038785,0.234888176,0.082520931,0.080928657,0.42141738685535,0.1982687838698,1.82377011883488
"T0732",0.116008019,0.188465011,0.460551264,0.071998884,0.048468543,0.051524772,0.19513669,0.128136551,0.0726271,0.400190318803687,0.252854517102192,1.86976280126233
"T0740",0.124882958,0.167425263,0.427132535,0.093671769,0.04357422,0.04919335,0.160905743,0.074405185,0.081022217,0.299789861916499,0.525004987450905,2.09907052351901
"T0748",0.127713037,0.16548585,0.421189529,0.09845104,0.054798471,0.059273173,0.213856619,0.126818769,0.082042013,0.285551344738048,0.566428258356884,2.13397281814926
"T0733",0.144971961,0.191425744,0.488572125,0.117218861,0.118419771,0.05269311,0.184871147,0.188552889,0.05544264,0.210001440896879,0.806416247408371,2.33618117394539
"T0741",0.137358894,0.187700555,0.477479279,0.121322541,0.108061049,0.057948495,0.0567243,0.174498566,0.062742683,0.264253690979814,0.630286151445934,2.18777800905559
"T0749",0.136892274,0.168208603,0.472196234,0.130662491,0.130691029,0.051951918,0.064471724,0.182665728,0.064292475,0.213250950108736,0.795191870085858,2.32672377196377
"T0835",0.179602914,0.124363862,0.330802488,0.173683631,0.179353379,0.077811635,0.350475443,0.136552436,0.088216244,0.376662161407474,0.314259016260379,1.92150081891203
"T0837",0.108546594,0.161985453,0.297510652,0.262757689,0.237493529,0.068332868,0.316586689,0.147997875,0.093296877,0.355160288388094,0.371425578928448,1.96966804881931
"T0812",0.180185838,0.207254513,0.446284967,0.17650696,0.157960414,0.043688839,0.327118176,0.113287534,0.045046335,0.482428488565023,0.0440594982465701,1.69383692418788
"T0824",0.084946035,0.129706,0.46849831,0.107300904,0.113642671,0.051945753,0.176823452,0.129349426,0.056389716,0.140378504211775,1.07862034393718,2.56553408038711
"T0817",0.230402671,0.208232546,0.472607881,0.234954264,0.236175841,0.040097057,0.399993429,0.160422378,0.041895822,0.497368418324185,0.00659644487389696,1.66227141769928
"T0829",0.172227577,0.068379224,0.432263992,0.117991208,0.175451784,0.05628811,0.293547212,0.139765213,0.05544394,0.491687123215232,0.0208388001215606,1.67427169841614
"T0819",0.205012733,0.201961869,0.399296333,0.132966981,0.151931132,0.080470144,0.413546403,0.191041141,0.091172886,0.453209907660809,0.11755556424681,1.75576301774835
"T5137",0.090329945,0.100738268,0.223039788,0.303414174,0.085488212,0.112581551,0.113048653,0.192603732,0.162341046,0.358036994456242,0.363710784995619,1.96316774102212
"T2491",0.230280719,0.212266849,0.256318163,0.196478378,0.194214346,0.042766781,0.280688908,0.189633077,0.058086977,0.289518198145367,0.554792794419054,2.12416904404751
"T2492",0.227473165,0.204899414,0.243528473,0.191571265,0.187621617,0.046502777,0.302612881,0.181911771,0.046181521,0.348134012341945,0.390363160885442,1.98562441949191
"T2493",0.227394109,0.203818835,0.340863191,0.189345888,0.185671642,0.051540045,0.247044763,0.182731309,0.039433785,0.283579787014991,0.572239731174462,2.13886943138328
"T0033",0.188113341,0.158656977,0.063609611,0.124885134,0.134244354,0.043620511,0.238120907,0.107433676,0.046401543,0.359580033093967,0.359581572359806,1.95968856149684
"T0034",0.201659671,0.173081694,0.104644727,0.137775783,0.14821236,0.049846805,0.234996722,0.118447109,0.05273547,0.289057808918378,0.5561393189533,2.12530359462725
"T0035",0.182105831,0.151362673,0.300840775,0.110350677,0.123379422,0.026376007,0.228454566,0.090642467,0.031314208,0.48474537896683,0.0382469871744185,1.68893943614445
"T0039",0.190433591,0.158244744,0.034223554,0.113312948,0.121531582,0.031901828,0.04013322,0.097503295,0.219269628,0.419549409249857,0.203046332255919,1.82779557114069
"T0040",0.218952475,0.183088696,0.356798106,0.137311176,0.144222366,0.039024132,0.184632858,0.112804863,0.167368448,0.108806775930435,1.23289872325905,2.69552549179426
"T0063",0.199521333,0.171731761,0.246399471,0.148660042,0.142739441,0.049953273,0.210977972,0.137582962,0.051234079,0.223726516976228,0.75966804555185,2.2967922150596
"T0015",0.176255751,0.148194966,0.138626307,0.107518653,0.122357837,0.041548676,0.223305057,0.094944864,0.059269126,0.330481829776633,0.438583079593831,2.02625341312273
"T0016",0.206992253,0.176151672,0.124164378,0.139849176,0.147184887,0.045394197,0.294102678,0.115512082,0.05471954,0.423156416723911,0.193825099093154,1.82002597232191
"T0059",0.207324968,0.172263099,0.043876545,0.145374873,0.140097269,0.027060654,0.30021226,0.140068365,0.08028604,0.404897768899093,0.240689809326364,1.85951309848424
"T0019",0.20130613,0.17230603,0.171574661,0.123566918,0.142551143,0.027544957,0.037884773,0.105975413,0.193386043,0.38527010216575,0.29166835811394,1.90246645032468
"T0020",0.211962216,0.18324256,0.29126275,0.133804335,0.156756422,0.044049149,0.236192567,0.127082518,0.255036109,0.168785791384995,0.958974517381056,2.4647232608065
"T0056",0.173644236,0.143601594,0.274702403,0.121885955,0.114799674,0.099447447,0.232754602,0.114402965,0.068328122,0.119705980061624,1.17645786540892,2.64796972406312
"T0021",0.207218642,0.175091097,0.172682258,0.131666122,0.144709335,0.049521175,0.051567905,0.115332037,0.157137899,0.218090386630126,0.778658729675638,2.3127933283957
"T0023",0.237058646,0.201906167,0.083340554,0.149431646,0.165102014,0.028798822,0.274505697,0.134081707,0.156256764,0.230761395487951,0.73634167331809,2.27713795071613
"T0017",0.191973929,0.161130519,0.112420204,0.130674441,0.135133761,0.039979373,0.29730757,0.106579493,0.221401455,0.314842829562683,0.482169334478593,2.06297818826832
"T0054",0.199847453,0.171653656,0.277126037,0.149976231,0.14263305,0.065190598,0.249456375,0.142917341,0.084519457,0.143870222201206,1.06309153166896,2.55244986059497
"T0055",0.194161184,0.165950964,0.285445033,0.144696294,0.137874829,0.062345381,0.255102447,0.137046901,0.133864734,0.0908609047133225,1.33547231817115,2.78195164194141
"T1864",0.180901526,0.156869613,0.118548031,0.139433893,0.134924924,0.090286635,0.208125536,0.136703916,0.104548994,0.00617590182849832,2.50193088174802,3.76478277935551
"T1868",0.148002154,0.12766125,0.126181388,0.113365148,0.109745036,0.091010032,0.228647927,0.111164207,0.08737028,0.0864141675520754,1.36317191874235,2.80529068782387
"T1866",0.149430084,0.134286627,0.205128591,0.123443587,0.12066116,0.103341986,0.274631514,0.12177295,0.102274832,0.152718206613663,1.02484482261489,2.52022406386655
"T1870",0.153709351,0.138526724,0.200217847,0.127514341,0.124620399,0.101316601,0.268539297,0.125779601,0.105131667,0.111842617765489,1.21678708387934,2.68195019529286
