"","cheA","cheW","cpxR","motA","motB","mscM","psd","tsr","ung","pval","z","inv_cof_var"
"T5146",0.136711297,0.074611464,0.160568222,0.22872765,0.134855757,0.136791111,0.210982343,0.057460775,0.287592824,0.333408250483762,0.430521265540796,2.01946071415958
"T5148",0.136129475,0.158790902,0.166031887,0.220275526,0.136474161,0.131196399,0.204153734,0.061620728,0.274781545,0.152651350780974,1.02512819893201,2.52046283022891
"T5150",0.14124252,0.089338807,0.140928636,0.219578984,0.139606588,0.147164462,0.201715531,0.064208106,0.203373048,0.104598017252398,1.25577920111802,2.71480405580065
"T5152",0.147651802,0.093723311,0.142343487,0.226673554,0.145754576,0.154435954,0.211224676,0.060498917,0.172189316,0.0981662225563079,1.29207132533276,2.74538296433193
"T5716",0.104799753,0.104733695,0.169443049,0.135856433,0.104962947,0.109034369,0.153880694,0.113406404,0.157249465,3.42866935465838e-06,4.49806917633559,5.44668296146693
"T5719",0.114013598,0.121076118,0.14976557,0.109295156,0.117478025,0.147602489,0.200425008,0.1196919,0.063712218,0.0319031523870923,1.85353087668247,3.21845585924295
"T5720",0.102114845,0.108205568,0.150545929,0.13472259,0.10441461,0.235769182,0.189770193,0.111782172,0.097618399,0.110862281478514,1.22195521623083,2.68630474465786
"T5721",0.326308317,0.299221316,0.191160806,0.111023877,0.111782727,0.364814876,0.194788493,0.367782773,0.220053588,0.199131986556327,0.844725760502016,2.36845988791201
"T5722",0.351570613,0.271625167,0.303646236,0.088259812,0.208804263,0.097050858,0.193315015,0.336448132,0.136974363,0.315634258544177,0.479942166353522,2.06110162766864
"T5724",0.183579028,0.187345451,0.405613345,0.117789952,0.153464201,0.107613712,0.142238799,0.106113525,0.262147171,0.0572511956938351,1.57827524075122,2.98653179593769
"T5728",0.084158512,0.089440467,0.095834728,0.061480848,0.075453117,0.061650117,0.120670786,0.107948306,0.054873409,0.0144281702052869,2.18544355360284,3.49811784121639
"T5732",0.150001392,0.210645577,0.167606331,0.232198819,0.102561951,0.104221332,0.152482648,0.239975889,0.03421719,0.286532856486516,0.563542228987419,2.13154111622999
"T5734",0.274227998,0.336905375,0.080039687,0.170939812,0.088585573,0.11510709,0.071159118,0.261055284,0.186498289,0.357028760255909,0.366412195989765,1.96544388774769
"T5736",0.100914318,0.194522106,0.153288927,0.103737333,0.103171621,0.103283415,0.208589687,0.108945851,0.248617121,0.182606701640838,0.905475746141019,2.41964642753531
"T5744",0.160303385,0.105698443,0.160502937,0.158787182,0.165572688,0.227068407,0.216770645,0.127197302,0.235319954,0.00814603956324314,2.40230587696764,3.68084104338596
"T5746",0.269682844,0.149669333,0.171009621,0.111785197,0.163873575,0.090080433,0.179712494,0.238628771,0.150057958,0.0853797449049416,1.36976750144708,2.81084797400103
"T5748",0.131599272,0.19201172,0.092420748,0.172549446,0.113181327,0.121558154,0.184676457,0.126795278,0.303126078,0.109540835858987,1.22897368709123,2.69221834666141
"T5752",0.103377332,0.105625178,0.147000905,0.091015193,0.097579834,0.117623134,0.097567238,0.121515016,0.04870022,0.000629245473311434,3.2252809644021,4.37426090972602
"T5756",0.248406124,0.149805657,0.117066803,0.120374772,0.14844436,0.189486037,0.187815616,0.115334235,0.045974063,0.160350815983028,0.993017077948387,2.49340673878645
"T5758",0.279905716,0.075035558,0.175328904,0.280027126,0.097771488,0.216148412,0.227720028,0.100627786,0.092418586,0.369815408973782,0.33234227956582,1.9367373603526
"T5760",0.165860738,0.157727286,0.29422788,0.126293458,0.08882882,0.085686825,0.20105719,0.101761586,0.094652524,0.0568910557819546,1.58141967578241,2.98918122451983
"T5767",0.116563265,0.12284258,0.147698454,0.257620903,0.143138338,0.136472316,0.287131339,0.067264265,0.249157279,0.279297787113445,0.584928827243905,2.14956097166779
"T5769",0.110975006,0.120697545,0.130379175,0.304978045,0.153040662,0.154662653,0.297539209,0.064459756,0.131564787,0.380327501994192,0.304620763757573,1.91337984919583
"T5771",0.113418983,0.120124976,0.121752591,0.315734896,0.129279747,0.145422052,0.296045589,0.06815978,0.081362751,0.487847589042935,0.0304662893622805,1.68238359925545
"T8379",0.042823863,0.138383009,0.243297464,0.208866827,0.233667444,0.040760817,0.240217337,0.05851045,0.21867074,0.496733568768988,0.00818782036566725,1.66361227406012
"T2409",0.153453064,0.136883345,0.338931151,0.126060672,0.120647413,0.048059862,0.19084712,0.065525395,0.071448606,0.20955750095081,0.807957580895659,2.33747986606507
"T2818",0.497898317,0.505815995,0.312188091,0.486370837,0.451244414,0.040789126,0.30519571,0.497762472,0.088224723,0.406795424469032,0.235796158829545,1.85538982121226
"T2822",0.571107317,0.435815373,0.268582104,0.459914309,0.578457796,0.041217324,0.225927805,0.490160054,0.294020386,0.308827554273095,0.499176414577632,2.07730796250957
"T2819",0.552639084,0.373806397,0.248402538,0.587998073,0.543888909,0.062919404,0.251564465,0.521679967,0.087914749,0.461446504831536,0.0967901962180452,1.73826659660164
"T2823",0.416412127,0.454266028,0.286621365,0.433874562,0.348720932,0.045647857,0.263218303,0.294396022,0.072784692,0.412545454088852,0.221001958297877,1.84292456836086
"T2413",0.144268842,0.121288452,0.285948255,0.105833523,0.108302541,0.050379093,0.286638979,0.196392398,0.050839294,0.479246297574768,0.0520453037295507,1.70056558007938
"T2405",0.138429025,0.11422746,0.373046864,0.136034311,0.128604371,0.050175072,0.040165978,0.108178905,0.071862182,0.15318437689416,1.02287118799007,2.51856112475862
"T2406",0.142139663,0.117223299,0.344754356,0.138462184,0.132755767,0.051446635,0.062418025,0.103011195,0.073365389,0.0779797188673007,1.41879278173294,2.85215554676011
"T2417",0.178845403,0.156965902,0.314935275,0.151840275,0.148124887,0.053518999,0.270537918,0.071630601,0.088057155,0.33703848545474,0.420559228758135,2.01106693126168
"T2418",0.178261089,0.16036848,0.298076981,0.154744834,0.150822993,0.064428269,0.224907839,0.102373579,0.100741493,0.0878760584722622,1.35395066803921,2.79752107422597
"T2688",0.154716333,0.134272819,0.393515331,0.115127398,0.110718904,0.050515713,0.285918498,0.107376371,0.050903631,0.478786440342221,0.0531995920114315,1.70153815681756
"T2689",0.15410128,0.14036986,0.373321389,0.130467265,0.128818923,0.045412396,0.200523798,0.126404629,0.045230309,0.220937900777874,0.769029494297098,2.30467995630085
"T2690",0.153416086,0.140311831,0.370626766,0.130461605,0.128073083,0.029064168,0.155834498,0.123908801,0.029370476,0.281873745801463,0.57728419064191,2.14311977682276
"T2407",0.161217518,0.145243846,0.401459619,0.11953916,0.121722919,0.036561576,0.186455716,0.076360067,0.055330781,0.281797217220176,0.577510815661521,2.14331072584808
"T2408",0.148354933,0.132101661,0.323225684,0.113935924,0.112559976,0.052258707,0.218282736,0.081104713,0.055565576,0.298704056472319,0.528131436667462,2.10170479766773
"T2419",0.166172985,0.14745445,0.272960983,0.136910547,0.130501042,0.044287086,0.274544095,0.08704923,0.084222714,0.373226482611586,0.323319925635492,1.92913533259749
"T0320",0.175682839,0.183960676,0.328916134,0.310268585,0.122964865,0.056247679,0.052548408,0.160049338,0.21591947,0.392890199606826,0.271794025633488,1.8857207952221
"T2261",0.121790642,0.119192869,0.281635725,0.06915547,0.073952344,0.03619419,0.04158833,0.048662031,0.060340042,0.273039667143932,0.603645531783871,2.16533123611272
"T4080",0.089775588,0.096260103,0.085469871,0.168101122,0.064463698,0.109529631,0.21467368,0.058930499,0.150265039,0.261686717803677,0.638154003372512,2.1944072799954
"T4082",0.092028527,0.098504445,0.149688393,0.166104123,0.073979347,0.112633319,0.267320342,0.049953415,0.168187956,0.410096568145469,0.227296574847697,1.8482282673832
"T5660",0.248185956,0.205749942,0.4738168,0.1705507,0.165737661,0.047051137,0.191610019,0.162850396,0.047833074,0.276751310215372,0.592519718670471,2.15595688206505
"T5662",0.130029557,0.090854594,0.097935002,0.092351268,0.093680662,0.087191362,0.141667559,0.097418041,0.109687289,1.19077404453752e-05,4.22574192486345,5.2172262875046
"T5664",0.196365745,0.103241765,0.090816071,0.055107372,0.141425375,0.04945211,0.05371223,0.141727912,0.219617262,0.424236223826494,0.191067834562956,1.81770276469244
"T5668",0.422868175,0.399846385,0.13774347,0.422403319,0.348025557,0.076639859,0.333202894,0.423722715,0.076069958,0.305290672837925,0.509243799539535,2.08579050935852
"T5670",0.342502303,0.361641812,0.140758874,0.30658528,0.217098095,0.065284932,0.32270965,0.125741213,0.303900344,0.204992446759781,0.823920214789159,2.35092961397344
"T2667",0.211566664,0.178348827,0.136683126,0.153353711,0.14813129,0.039319962,0.316425173,0.137953219,0.172742561,0.263977511291957,0.631130771452311,2.18848966643243
"T2669",0.199570539,0.170979018,0.075693835,0.147418301,0.143675554,0.035167872,0.34164585,0.141168341,0.190257115,0.338754281538911,0.415865312747661,2.00711194567063
"T2670",0.211547186,0.191290939,0.321810292,0.17211609,0.169505332,0.050220177,0.342854209,0.144392202,0.091702006,0.354981528054706,0.371905706674242,1.97007259340686
"T2671",0.217130669,0.195480855,0.340784374,0.176285114,0.172688281,0.048005161,0.352122369,0.166358768,0.083755082,0.369535295528275,0.333084378313081,1.93736263567623
"T2672",0.20889051,0.183920413,0.332695636,0.162325343,0.159531147,0.051582923,0.303414574,0.13733273,0.069978143,0.33513230852,0.425784864110617,2.01546993133177
"T2673",0.187905689,0.167624418,0.350366925,0.149274941,0.146626453,0.048703052,0.253901903,0.143564186,0.064259495,0.252859749233261,0.665517587232936,2.21746320593142
"T2677",0.203401272,0.175536352,0.32622071,0.152136506,0.148485116,0.040123019,0.211337243,0.147061649,0.050853534,0.255878700919482,0.656103703286611,2.20953128399663
"T2678",0.187808187,0.161421155,0.32514936,0.139167457,0.136263407,0.045553811,0.147329455,0.135604995,0.05885218,0.13760033363065,1.09116413245019,2.5761031878691
"T2679",0.175716035,0.16127866,0.274127221,0.148790346,0.145865672,0.065059881,0.236475717,0.137193195,0.088141038,0.0952579009281507,1.30905476093242,2.75969281626223
"T2680",0.22437358,0.209307841,0.248305777,0.19613883,0.193990998,0.05185422,0.248735214,0.176116364,0.095775587,0.12891133091006,1.13155239960294,2.61013341215945
"T2681",0.173279968,0.158709748,0.295861641,0.14141884,0.136880477,0.057259242,0.227151654,0.120417024,0.064616564,0.182516027496254,0.905818258941936,2.41993502093779
"T2682",0.175492172,0.171974484,0.293140029,0.157805814,0.155295915,0.071412783,0.25108739,0.086527033,0.090747524,0.179680780831514,0.916582302383097,2.42900455618644
"T2683",0.161811465,0.150052667,0.270875513,0.13323533,0.130405346,0.065783629,0.254201147,0.091208788,0.060775169,0.300231660171183,0.523734350363464,2.09799991395526
"T2684",0.177117353,0.170031426,0.080994511,0.152760215,0.149583082,0.067832931,0.286956574,0.096899968,0.082394128,0.290180191408628,0.552858388743666,2.12253915834944
"T2685",0.168774953,0.160843775,0.184283526,0.147723452,0.144675752,0.061769156,0.305057661,0.071840818,0.075463667,0.431618017471519,0.172256304267703,1.8018526022487
"T2686",0.163641403,0.154299066,0.166019476,0.138627874,0.133781257,0.072585181,0.276988995,0.100154762,0.079461884,0.274922680271607,0.597991865921029,2.16056758738653
"T2687",0.17129988,0.163499399,0.27478232,0.148647231,0.145733456,0.075442894,0.260579126,0.104209556,0.095073353,0.153434341130234,1.02181454850585,2.51767082464978
"T2649",0.135006424,0.124639825,0.248316572,0.114771466,0.113813094,0.085829353,0.325806765,0.107912532,0.315930106,0.476598124150893,0.05869348538769,1.70616718492402
"T2650",0.153978871,0.14422096,0.213264119,0.135421999,0.134326805,0.062135021,0.342657468,0.129627517,0.25951204,0.372967822658572,0.3240031554106,1.92971100628017
"T2652",0.115186262,0.107424177,0.314044532,0.098429681,0.09883192,0.084472314,0.271031032,0.091711221,0.151541179,0.312662913946776,0.48831628554275,2.06815746775125
"T2654",0.149483455,0.137678504,0.305174583,0.127216769,0.125887712,0.06041559,0.340750402,0.105258066,0.140934337,0.433494094255523,0.167485331202441,1.7978326901569
"T2661",0.12670871,0.118828204,0.055673241,0.112514716,0.111287968,0.055587105,0.055739036,0.083748635,0.054755611,0.071804350674892,1.46248372372975,2.88896852885673
"T2662",0.112753315,0.106819928,0.321156465,0.097845832,0.0981367,0.052584565,0.145777945,0.08326119,0.117936695,0.00623155510029255,2.49875312038807,3.76210527077583
"T2664",0.216776655,0.196723787,0.081741121,0.178737264,0.175891135,0.037283674,0.262492233,0.172457589,0.180399849,0.0937773826799677,1.3178473147476,2.7671012197296
"T2428",0.351282224,0.425187668,0.047842744,0.163744618,0.279630379,0.040768693,0.256331551,0.170183317,0.233100863,0.333651465089464,0.429852513645023,2.0188972392048
"T2436",0.145450179,0.126150789,0.099336671,0.116927289,0.10978218,0.045038096,0.195955664,0.073986742,0.045984759,0.304179921708366,0.512416074346004,2.08846339509453
"T5731",0.108239082,0.094743182,0.200203208,0.255290011,0.120813022,0.14815627,0.220166622,0.118748533,0.069637342,0.251194355592908,0.670736021409986,2.22186013845684
"T5733",0.271449363,0.296698888,0.311693381,0.087733888,0.215260499,0.252837746,0.154088603,0.317202746,0.282753529,0.0566138366120674,1.58385081135279,2.99122964339424
"T5735",0.144457766,0.237839046,0.233773901,0.092153655,0.093061902,0.091445039,0.181170256,0.087655592,0.338902828,0.45911349924353,0.102667336280996,1.74321853954515
"T5762",0.105489831,0.114599521,0.246032865,0.319044801,0.109304506,0.150246294,0.303477826,0.080369041,0.119641527,0.462165430646583,0.0949798130262882,1.73674120939366
"T5764",0.111713801,0.124401346,0.237565816,0.21508077,0.1144807,0.156567702,0.298189947,0.131105183,0.119131856,0.184417900023501,0.898656225843548,2.41390045669686
"T5766",0.110902856,0.122732878,0.235468143,0.296805517,0.090793381,0.15761783,0.30474141,0.0719448,0.201695012,0.395519322536138,0.264962117320553,1.87996438652695
"T5768",0.120751168,0.130587482,0.231204795,0.095313743,0.06592704,0.154984942,0.294049285,0.105586998,0.331687947,0.491681041629003,0.0208540477102938,1.67428454568346
"T5770",0.110108347,0.120283985,0.236288143,0.25297307,0.099580623,0.151672239,0.300183691,0.114085715,0.101106295,0.329660933115647,0.440849622889164,2.02816315033459
"T5772",0.112539468,0.127000031,0.2364784,0.279174294,0.103381445,0.175879021,0.303565319,0.070271099,0.087470545,0.442811870400815,0.143843894097243,1.77791295940457
"T2431",0.26912419,0.238384768,0.209967859,0.225087133,0.228650658,0.061700143,0.099022488,0.191954287,0.056846237,0.338743932114439,0.415893598191082,2.00713577833421
"T2432",0.267122044,0.241581913,0.21527283,0.203438078,0.220034262,0.062042372,0.079059086,0.210911688,0.06363896,0.353932542975911,0.374724881078462,1.97244796487121
"T2433",0.222325007,0.209552745,0.223957756,0.220205931,0.200645551,0.052292161,0.051983639,0.130668524,0.05477314,0.436207582571844,0.160591480799838,1.79202409048271
"T2435",0.163240024,0.137860172,0.213411084,0.138996131,0.128306528,0.038699356,0.05658948,0.050010129,0.064634535,0.355383655993003,0.370825761966937,1.96916265685346
"T0066",0.0639119,0.058145886,0.397935843,0.053929118,0.052978425,0.045057776,0.051901387,0.053173282,0.045897046,3.18528784979092e-17,8.35815676434315,8.69910391588649
"T0067",0.060170033,0.053956622,0.402450154,0.049675598,0.048673592,0.048280721,0.054116826,0.048936983,0.041868293,2.15236849909361e-20,9.18015441356679,9.3917002152877
"T0068",0.056507295,0.047958977,0.426580343,0.042458845,0.041280048,0.048419062,0.045077393,0.041412055,0.034607889,2.31525692486703e-10,6.23114056392249,6.9069290227233
"T0069",0.071003441,0.063254968,0.227764697,0.057679761,0.05619974,0.036807709,0.089767532,0.056259564,0.04377562,0.00896627408322821,2.36700793840222,3.65109981279973
"T0070",0.158790467,0.140677583,0.092333456,0.13230299,0.13404466,0.057619597,0.311840225,0.135957917,0.079009427,0.389604041712572,0.280351186517185,1.89293086202342
"T0071",0.142828986,0.134715146,0.163514795,0.126685557,0.124498446,0.069547368,0.317841176,0.125076942,0.073148052,0.430608761289702,0.174824517823622,1.80401651987861
"T0257",0.121637138,0.114071114,0.351500547,0.108726631,0.107293999,0.082459553,0.121209917,0.100619618,0.012359153,0.116296807372007,1.19370441020399,2.66250126574551
"T0247",0.163929514,0.149794736,0.10172958,0.137022395,0.132377099,0.04584233,0.243299173,0.092562058,0.011253779,0.484502169718044,0.0388570755698233,1.68945348258407
"T0604",0.156508423,0.136101963,0.419289531,0.127019272,0.129642234,0.031841564,0.042659527,0.164523236,0.062897369,0.329344565420207,0.441723736761636,2.02889965856414
"T0605",0.147767805,0.125888262,0.417244849,0.120878634,0.121471174,0.034454353,0.033516786,0.167755686,0.06212068,0.352667984103961,0.378127381593599,1.97531483349026
"T0606",0.156090751,0.139275324,0.408902709,0.132452061,0.132540112,0.042687124,0.065071106,0.153084501,0.069194234,0.163026446892888,0.98209531408762,2.48420431194247
"T0601",0.119032356,0.103249005,0.326124569,0.075372915,0.084482929,0.050460178,0.044095375,0.037408678,0.041938229,0.238744700331802,0.710346322848852,2.25523486674303
"T0602",0.100022313,0.087266067,0.339273285,0.066558971,0.073768801,0.093183811,0.201753536,0.062738496,0.059455368,0.337611662310739,0.41899015881047,2.0097448690389
"T0603",0.112057022,0.097644777,0.350930839,0.067350952,0.078868247,0.096177411,0.199570644,0.057784227,0.053388652,0.326873485834332,0.448562941966078,2.03466221545213
"T0584",0.154386865,0.12258295,0.135537514,0.115542518,0.114483298,0.034061614,0.226990081,0.091414991,0.058396086,0.367978448344865,0.33721225890383,1.940840692851
"T0585",0.149635958,0.120252496,0.086315309,0.112728889,0.112567012,0.038068148,0.244460384,0.091129112,0.06182034,0.403387362268554,0.244588945245554,1.86279842066374
"T0587",0.151614453,0.134042164,0.243363391,0.128473695,0.125694277,0.06622824,0.299093317,0.104279992,0.0950449,0.356889379858043,0.366785854696323,1.96575872397337
"T0588",0.133305132,0.115396031,0.254093398,0.11121056,0.109621384,0.076235891,0.287882869,0.090361652,0.090079389,0.396404430376244,0.262664915608359,1.8780288172387
"T0592",0.142401839,0.121578688,0.053881874,0.116304857,0.109036742,0.048119752,0.056919241,0.087835429,0.069636671,0.0891762763752286,1.34584486572077,2.79069131176286
"T0593",0.147135512,0.124187335,0.140947506,0.117124664,0.111114107,0.0629934,0.071140413,0.08965601,0.066675972,0.0327518864469607,1.84180435448835,3.20857536155032
"T0594",0.147957231,0.122796525,0.041040731,0.116376456,0.111162883,0.076154483,0.039929159,0.084433566,0.065127187,0.105427701157638,1.25121676759573,2.71095985432783
"T0589",0.163083299,0.148161576,0.05338063,0.142132779,0.138835287,0.05446221,0.052482704,0.060968306,0.060276579,0.306370539919955,0.506164634178137,2.08319607549783
"T0590",0.160027827,0.144536488,0.066298926,0.138037918,0.134839034,0.05129127,0.040716682,0.050816506,0.055569556,0.391505622609626,0.275397004486031,1.88875658227386
"T0591",0.151780186,0.136647128,0.130410118,0.129964635,0.128693389,0.061604752,0.098131282,0.077808757,0.06642324,0.0491300302137376,1.6533479945571,3.04978637035274
"T0596",0.145132933,0.128447058,0.138268907,0.123808558,0.117836449,0.021119482,0.22813699,0.09078665,0.074565497,0.366120332972308,0.34214647196657,1.94499814720739
"T0597",0.164254301,0.14116031,0.093596368,0.136356,0.127843549,0.026665634,0.270831059,0.097208033,0.068510445,0.4404705430196,0.149776328178714,1.78291149181539
"T0570",0.130587491,0.052913187,0.203966162,0.11274254,0.11014195,0.055411377,0.06850844,0.063820731,0.088046746,0.0724129905535295,1.45805283220808,2.88523516164595
"T0575",0.127111996,0.111575977,0.324065442,0.207782705,0.097069946,0.038684824,0.261232169,0.098473731,0.07726916,0.452169414000541,0.120182187258858,1.75797614984159
"T0572",0.174113005,0.162669323,0.110355609,0.128404067,0.140398204,0.054085535,0.255549109,0.12519501,0.088298498,0.208382328525744,0.812047010559938,2.34092552537421
"T0578",0.146561041,0.133006755,0.285950639,0.05374002,0.124155876,0.053139025,0.282332886,0.114930496,0.100917559,0.454246080524566,0.114940654423445,1.75355975491829
"T0580",0.144034931,0.130151571,0.309422467,0.120875591,0.121171796,0.293103246,0.179561504,0.088823873,0.09472788,0.247153429157729,0.683474816263708,2.23259355379307
"T0581",0.132451125,0.111497227,0.290110936,0.11482116,0.112190967,0.282960527,0.068408558,0.052588272,0.085757948,0.483191356494205,0.042145494517475,1.69222422870017
"T0582",0.134849326,0.120885654,0.300282761,0.110913416,0.110252741,0.308892587,0.16436327,0.090378488,0.083600218,0.370217525679098,0.331277279863707,1.93584001611659
"T1946",0.034617914,0.125482382,0.052187783,0.05345049,0.073698277,0.014205308,0.094506641,0.084097615,0.076347572,0.347142915187096,0.393045561722073,1.98788454869631
"T1948",0.128985544,0.028505925,0.077674066,0.106319093,0.068228504,0.041761477,0.042580275,0.069898934,0.074661577,0.315251031086653,0.481020312568806,2.06201004885405
"T1941",0.144411686,0.12749452,0.09235151,0.023298138,0.093795419,0.037729116,0.088201452,0.092360664,0.077018144,0.298149013439693,0.529731612081174,2.10305306864025
"T1942",0.130594972,0.114847146,0.093751024,0.044721243,0.10872019,0.040233146,0.102421431,0.106747433,0.075662698,0.104720956740333,1.25510150700203,2.71423304633693
"T1943",0.138979922,0.121788183,0.097128526,0.018317647,0.088604438,0.040281349,0.093028421,0.088069416,0.078384605,0.290534412179607,0.551824172284373,2.1216677513653
"T1944",0.107704464,0.111645629,0.401656214,0.111948856,0.082924207,0.100449993,0.024407473,0.043657796,0.079638602,0.15318598992725,1.02286436577581,2.51855537651791
"T1096",0.159160791,0.149078352,0.296227099,0.1411302,0.138954563,0.095293592,0.26025722,0.139863037,0.119935949,0.0428509385471459,1.71851962990085,3.10469849024461
"T1094",0.189544983,0.177539441,0.152889441,0.167385468,0.164492542,0.08642111,0.242850951,0.165715375,0.137884187,0.00626565306111995,2.49681854656657,3.76047524340171
"T0112",0.130392276,0.178492923,0.252892384,0.193154096,0.195649333,0.038021846,0.250390189,0.119241046,0.115713567,0.209283661457615,0.808909293402828,2.33828175711814
"T0113",0.196012589,0.186031343,0.242302601,0.22521395,0.264702912,0.0461809,0.064379423,0.237468797,0.075658134,0.398990032458201,0.255962148597675,1.8723812200324
"T0115",0.159563916,0.19551939,0.162696732,0.175063831,0.236045916,0.063893085,0.065085527,0.159409226,0.072191294,0.282707843892391,0.57481608400081,2.14104020697512
"T0116",0.155839676,0.166711683,0.234115468,0.182118679,0.216168562,0.043625996,0.045051598,0.159509243,0.236127652,0.29380332417525,0.542307560172006,2.11364927304229
"T0117",0.170990848,0.211342664,0.25434528,0.287660179,0.295689432,0.059399977,0.189079393,0.174541117,0.057235262,0.33098875134274,0.437184564913712,2.02507505684273
"T0100",0.206557234,0.173205187,0.093969713,0.129771524,0.143528461,0.056166056,0.06054494,0.130884171,0.254976461,0.286337810229304,0.56411536711396,2.13202402922355
"T0101",0.196465389,0.177105734,0.156855308,0.160698011,0.155712356,0.058227224,0.074645661,0.158087076,0.261584972,0.190365011700458,0.87655199458161,2.39527594020635
"T0118",0.14523048,0.13402245,0.268494578,0.256341762,0.225718178,0.062264357,0.275507112,0.131010661,0.11228816,0.252179989187994,0.667645387398591,2.21925604137564
"T0119",0.142344694,0.165643538,0.286998733,0.17759237,0.272738502,0.05373207,0.255721052,0.158137893,0.081706676,0.272712693661788,0.604629219629249,2.16616006884979
"T0120",0.220395388,0.245875574,0.324047845,0.138819239,0.208167258,0.053344811,0.349880649,0.317400936,0.098223071,0.350596151691334,0.383711479448149,1.98001986581391
"T0123",0.138519768,0.131794514,0.268648529,0.10593624,0.10461707,0.024717374,0.137498173,0.098340266,0.064647219,0.142757726567671,1.0680112145392,2.55659507214561
"T0095",0.146905111,0.155191838,0.043701571,0.202868332,0.322745182,0.043980539,0.145099864,0.080023685,0.116504251,0.434478649092282,0.164983081995298,1.79572435256897
"T0110",0.126539799,0.156583903,0.247913402,0.187599071,0.252673283,0.03492795,0.238909424,0.121219027,0.12302903,0.262033229195394,0.637089636890488,2.19351046929606
"T0111",0.116701304,0.149402347,0.235582357,0.177813675,0.243518487,0.044472061,0.191868852,0.109424237,0.120578826,0.196209366108481,0.855239212211554,2.37731828033544
"T4025",0.130857894,0.113104296,0.224713258,0.327517545,0.09662318,0.095794607,0.288283774,0.16456991,0.365339811,0.442214055027331,0.145358143755794,1.77918883131353
"T4026",0.126434346,0.110735249,0.228563088,0.339129573,0.102045877,0.095021135,0.286764823,0.168037627,0.3634227,0.447288877225002,0.13251399472404,1.76836664697182
"T4027",0.127790207,0.096091273,0.225468087,0.313471721,0.105476194,0.083646804,0.288675889,0.170563411,0.328498708,0.423014568364225,0.19418741494482,1.82033125131914
"T4028",0.123181959,0.126208392,0.239117877,0.335925935,0.105747501,0.07874556,0.306251263,0.174774323,0.355846465,0.444183810286269,0.140370049496757,1.77498597790132
"T4029",0.129544901,0.084349353,0.2356624,0.330691303,0.117954648,0.082692371,0.29720209,0.163235035,0.348494742,0.466397667884221,0.0843283963701314,1.72776657088174
"T4030",0.120432209,0.129026504,0.225036835,0.3331997,0.106179489,0.086331659,0.297198098,0.168043969,0.367093637,0.441887373319003,0.146185760038227,1.77988616174395
"T4031",0.137118234,0.129819846,0.217495823,0.302475046,0.121518629,0.082641542,0.275390232,0.148788848,0.321278922,0.330751687660419,0.437838478701807,2.02562602954951
"T4032",0.129234473,0.117551831,0.204015713,0.309866476,0.117949795,0.080119287,0.277913352,0.15964739,0.327980437,0.375375461281413,0.317649367034129,1.92435745043864
"T4033",0.135634097,0.094551336,0.235769995,0.318841326,0.119620812,0.052986437,0.286184372,0.15935005,0.330927455,0.467160732420768,0.0824090183462229,1.72614934713692
"T4034",0.134628382,0.118172121,0.229403786,0.314362653,0.114335163,0.079603269,0.290934305,0.176637263,0.328145969,0.371115838013703,0.328899468544684,1.93383652702902
"T4087",0.114478308,0.124057475,0.229260629,0.307985749,0.120726016,0.134886562,0.265089368,0.082792108,0.299800221,0.36331634768576,0.349608280959972,1.95128529571755
"T4089",0.097798752,0.113540939,0.24073864,0.324442709,0.098498363,0.158564253,0.294405152,0.124682917,0.133382396,0.398045420529403,0.258409557697235,1.87444335060792
"T4090",0.126732632,0.086772083,0.235245872,0.254766436,0.129046692,0.106080119,0.300258747,0.109700445,0.320191629,0.399776767789974,0.253924954507969,1.87066472718229
"T4092",0.081857971,0.127719545,0.250686644,0.23881689,0.120206081,0.098079821,0.282095865,0.093194979,0.237107001,0.335550370027252,0.424637790280886,2.01450343332492
"T4094",0.104461757,0.124975041,0.233152591,0.263839691,0.139133416,0.130970756,0.308868753,0.167651053,0.327922946,0.266254703512583,0.624179958781495,2.18263307166214
"T4095",0.116133941,0.146897699,0.238036303,0.33251818,0.103794673,0.106484746,0.299680138,0.074195199,0.291945654,0.457113086811584,0.107709449355521,1.74746690796796
"T4097",0.126902702,0.150489377,0.239511509,0.324623044,0.134163391,0.106301104,0.290172427,0.047700156,0.233268548,0.413716583419163,0.217994795075387,1.84039080184515
"T4101",0.111665168,0.149295902,0.205331755,0.305624888,0.109674414,0.14766365,0.258164587,0.060418145,0.284332465,0.364621060874123,0.346133854726097,1.9483578241434
"T5038",0.124421248,0.138489027,0.244911088,0.322057205,0.089808145,0.151228422,0.298296754,0.154533705,0.22141764,0.251127628029862,0.670945489266981,2.22203663125185
"T5042",0.132429369,0.119428614,0.248756828,0.309591716,0.11130017,0.124137807,0.285852396,0.155756011,0.245189888,0.230204760519745,0.738172682101625,2.27868071657299
"T5043",0.126185462,0.153934394,0.231691046,0.274927105,0.087454548,0.10275812,0.253596042,0.11340198,0.314890962,0.337536198596432,0.419196681465836,2.0099188802748
"T6958",0.109692615,0.087812652,0.246962116,0.292470235,0.098596542,0.12512974,0.297641526,0.197477213,0.328657161,0.381328811879904,0.30199270538887,1.9111655077041
"T6959",0.134135444,0.123931213,0.245920458,0.302868832,0.113192834,0.112999576,0.29187794,0.164986145,0.316893641,0.288737286067237,0.557077364545698,2.12609397025251
