"","ddpA","ddpB","ddpC","ddpD","ddpF","ddpX","glnG","patA","potF","potG","potH","potI","yeaG","yeaH","yhdW","yhdX","yhdY","yhdZ","pval","z","inv_cof_var"
"T2679",0.065724124,0.071577361,0.065215953,0.066579486,0.070376454,0.066673098,0.066085942,0.085708193,0.101322552,0.065788258,0.066175124,0.06511644,0.146063895,0.071433898,0.065577726,0.065638655,0.065077745,0.066142181,0.0449397216712053,1.69603398935241,3.61427469899452
"T2681",0.067656245,0.081899176,0.057064696,0.067544972,0.079009495,0.070463568,0.055107709,0.06617896,0.080527218,0.064725107,0.065512602,0.060531152,0.135952199,0.054936665,0.055946802,0.064582882,0.061374262,0.066860525,0.029506461169382,1.88809705367845,3.79393612520099
"T2682",0.069549369,0.069203214,0.073917947,0.069253282,0.07246968,0.069518359,0.077792462,0.105056199,0.110453043,0.074256479,0.069444098,0.070985165,0.154971809,0.09051143,0.073286315,0.071390341,0.071322044,0.069960335,0.0490098713636493,1.65453064186319,3.57545124989242
"T2683",0.060018773,0.076610113,0.056503959,0.06486843,0.082142754,0.065639992,0.055578263,0.067152924,0.081059026,0.059753121,0.065732797,0.057613556,0.132781256,0.055354447,0.057630586,0.06260936,0.063414082,0.06558076,0.0303368034669557,1.87586654936201,3.78249535257546
"T2684",0.068130201,0.068561498,0.069529774,0.067783836,0.072278624,0.070476471,0.072499045,0.092650388,0.101636128,0.068266538,0.069218086,0.067937748,0.150641145,0.079191196,0.068771603,0.068006215,0.068047523,0.06808246,0.0396428023873764,1.75484628127648,3.669289442629
"T2685",0.06214406,0.073259141,0.063209795,0.063679607,0.084814182,0.072455081,0.067159862,0.09392813,0.100323566,0.062909396,0.066733728,0.062223724,0.137543667,0.076532552,0.062718921,0.061907089,0.062080745,0.063038975,0.03551845965048,1.80524137322511,3.71643049041488
"T2686",0.072325165,0.083536793,0.07155237,0.076382051,0.088359359,0.080197585,0.071112557,0.082551898,0.08640479,0.07218163,0.078101655,0.073694141,0.131718646,0.072181363,0.072387015,0.0729185,0.074364407,0.075755442,6.29190001443699e-05,3.83446478094714,5.61462561086757
"T2687",0.076202836,0.080656049,0.077059675,0.075444183,0.082308826,0.076633106,0.078605388,0.099110766,0.105681112,0.076346945,0.075623175,0.077007118,0.144709354,0.085552441,0.075878528,0.075775518,0.075501856,0.075500054,0.00191583570022484,2.89169712049604,4.73273307701503
"T2649",0.058691451,0.070500392,0.05494172,0.063943802,0.072823418,0.062261447,0.32158945,0.057318086,0.079886742,0.059876805,0.07755926,0.058531433,0.102193497,0.058168941,0.062339553,0.061141819,0.060560337,0.07001522,5.03463568381195e-05,3.88891659034293,5.66556143119252
"T2650",0.060294957,0.06736068,0.057739722,0.062990565,0.068519697,0.062056861,0.243326203,0.06098007,0.098184775,0.060538802,0.068448652,0.06092301,0.127646271,0.063191733,0.060351292,0.061035315,0.059685791,0.06443577,0.0255502486263247,1.95063486020313,3.85243582451317
"T2651",0.062833384,0.078590734,0.059909008,0.066993841,0.078154526,0.071065358,0.23220765,0.05682217,0.065308695,0.062372704,0.069765064,0.078911649,0.081243896,0.054882586,0.075414258,0.07070519,0.068873404,0.07865871,4.70439427293028e-12,6.8152684784951,8.40295685728495
"T2652",0.044898745,0.052326658,0.044622968,0.047043508,0.053756531,0.046181308,0.17092469,0.051271559,0.065770072,0.046961816,0.113147366,0.053414368,0.092311205,0.04955358,0.059247481,0.045604593,0.045662011,0.054489905,0.133317681051464,1.11084432834513,3.06687111847386
"T2653",0.055507815,0.068872108,0.05229424,0.058938773,0.071690614,0.062615059,0.163810358,0.05412099,0.081265073,0.058610165,0.064601168,0.059730206,0.105057666,0.053437634,0.056185641,0.063323067,0.060054298,0.068164494,0.000741536533744237,3.17797545237948,5.00052622911676
"T2654",0.05075942,0.062269764,0.047732177,0.053365238,0.060670831,0.053092528,0.093806993,0.056493881,0.08757034,0.052618653,0.051735004,0.050183072,0.120883962,0.050785736,0.047950962,0.052929227,0.049858101,0.055857743,0.102795833136732,1.26578053367675,3.21180299133851
"T2661",0.060651891,0.101914977,0.056216336,0.068641392,0.102066115,0.079418715,0.054970962,0.066056898,0.084245399,0.060495128,0.072342659,0.066237821,0.101021668,0.055090123,0.057926588,0.068202102,0.059467433,0.075342991,0.00359614273969234,2.68780746005134,4.54200870576339
"T2662",0.057187251,0.096926136,0.05120193,0.066433538,0.094262502,0.080612549,0.048897376,0.059503329,0.075385253,0.05593066,0.070427153,0.056606941,0.074883056,0.047937471,0.054301868,0.058993275,0.054874408,0.072565331,0.00319950717238564,2.72660214479158,4.57829839224798
"T2427",0.043208208,0.040694515,0.044995441,0.039940827,0.037174384,0.040290116,0.023095043,0.057786059,0.068073695,0.039972556,0.045641757,0.042844984,0.060676334,0.049681891,0.047233347,0.04285248,0.043060375,0.040682767,0.000109694978615531,3.69557470582128,5.4847037590498
"T2428",0.053243536,0.088689829,0.043948627,0.076096308,0.097013163,0.072830727,0.081591501,0.052520009,0.092172496,0.054869751,0.047542349,0.044343007,0.126336807,0.032853241,0.030563291,0.06041562,0.051347371,0.083865551,0.295363722985986,0.537782165466578,2.53081195556816
"T2436",0.042349291,0.041764462,0.043618656,0.041431089,0.041869101,0.041490391,0.049338251,0.045192701,0.075192042,0.04179304,0.043356588,0.041638542,0.104776001,0.041835634,0.046357496,0.041886258,0.042614214,0.041433965,0.177633682390567,0.924420616603967,2.89248490815461
"T5731",0.208075653,0.07726621,0.203737909,0.09507511,0.092251225,0.106083083,0.143896642,0.141490447,0.165705181,0.215155034,0.105929673,0.145375177,0.14870116,0.10327774,0.207366385,0.102823428,0.10129911,0.107238152,0.172059244915719,0.946059008569797,2.91272609494936
"T5764",0.118031733,0.169740934,0.25002195,0.078205414,0.063804902,0.109115027,0.069275731,0.233540835,0.12048587,0.119998831,0.065015088,0.104801018,0.128512105,0.084900652,0.079235532,0.084143166,0.128766233,0.089956773,0.414171445523026,0.216827357312713,2.23058141002788
"T2338",0.052096843,0.106812058,0.047028553,0.062738118,0.075545288,0.060326614,0.045185152,0.148111809,0.081584579,0.052096805,0.048444773,0.048317194,0.135750902,0.089180721,0.045167613,0.0551085,0.049663919,0.06419201,0.390140590167841,0.27895262698803,2.28869521026581
"T2339",0.056936012,0.106812058,0.050078939,0.067783576,0.079626037,0.065497423,0.044694791,0.148111809,0.072381407,0.057222431,0.052510015,0.052120509,0.119365345,0.089180721,0.045898869,0.060346697,0.054249722,0.068983196,0.260730718000588,0.641094271251968,2.62745313087653
"T5527",0.128286439,0.132627458,0.257095633,0.084169815,0.129898503,0.076674895,0.073620917,0.201587749,0.090910081,0.098169018,0.080370017,0.130970101,0.148056359,0.058758484,0.071433191,0.056138056,0.136264715,0.058860707,0.460437763608311,0.0993309224954852,2.1206717971228
"T5531",0.067860691,0.069082976,0.234995282,0.087717365,0.143397697,0.146257727,0.077616095,0.197162333,0.166992008,0.122613022,0.082346519,0.154035254,0.1224775,0.073118738,0.123791625,0.12103944,0.115534831,0.124741946,0.208794141685144,0.810612417845851,2.78602537948563
"T0069",0.049258369,0.106812058,0.043151434,0.057890696,0.069981734,0.05608256,0.03647979,0.148111809,0.043067183,0.053702778,0.050631312,0.045283283,0.100714208,0.089180721,0.038312388,0.052162958,0.046474478,0.059776964,0.418247898300111,0.206377817926133,2.22080660425779
"T0070",0.060369007,0.106812058,0.05796087,0.063102253,0.066764666,0.06184699,0.077487573,0.148111809,0.101196323,0.059008048,0.056975706,0.059891539,0.106895087,0.089180721,0.056781249,0.059653963,0.061880147,0.064895375,0.175141334155243,0.934041147098202,2.90148423468063
"T0071",0.071877732,0.106812058,0.068770069,0.071634998,0.075436466,0.070698203,0.237134983,0.148111809,0.10001703,0.069119239,0.068632348,0.068660654,0.116218637,0.089180721,0.070021502,0.069674501,0.069280109,0.071824708,0.0403803410737267,1.74628936947407,3.6612850562378
"T0246",0.067433765,0.063955533,0.068763807,0.119136048,0.053477634,0.068959442,0.069251158,0.06002452,0.08539574,0.068113005,0.110960633,0.06646002,0.09773622,0.026759067,0.11975196,0.11971661,0.025248132,0.06525428,0.278812951268916,0.586371484503862,2.57626383038476
"T0256",0.055894985,0.054182537,0.057084693,0.05463515,0.051309439,0.025674607,0.060206347,0.092257471,0.074506633,0.05661923,0.029311312,0.055592144,0.085835708,0.109996473,0.059510756,0.055840692,0.027451099,0.054026464,0.249595285956221,0.675763878359977,2.659884098699
"T0257",0.078433391,0.075631899,0.079840127,0.077145369,0.111713863,0.056940726,0.080330873,0.082953621,0.122065117,0.079160701,0.079980849,0.077529865,0.12730676,0.052465953,0.071069603,0.078665297,0.021514417,0.076558072,0.105596213978397,1.25029329195711,3.19731577098139
"T0247",0.044388636,0.067864693,0.042317028,0.084530001,0.086297326,0.091925228,0.071101165,0.065109145,0.093952477,0.052605302,0.093440507,0.044122488,0.129903931,0.049402945,0.041987036,0.044889119,0.025759937,0.053885511,0.34137110296116,0.408724017793336,2.41008717719444
"T0248",0.052373194,0.061394043,0.054300002,0.080632942,0.060718224,0.023416688,0.082702866,0.082473709,0.110422676,0.053247853,0.054692837,0.054667266,0.139720689,0.074732713,0.016397084,0.05242491,0.024651084,0.056466686,0.494586430724188,0.0135702222967696,2.04044872162292
"T0598",0.046677895,0.024694896,0.049729918,0.031334968,0.028210686,0.044354678,0.053160615,0.064048371,0.07701185,0.026465095,0.024820023,0.025022553,0.097175871,0.054459266,0.061460287,0.045699438,0.048033085,0.042176666,0.381843017008145,0.300643923400363,2.30898588543223
"T0599",0.051198822,0.026991427,0.051156298,0.02827267,0.028005311,0.048853572,0.056971333,0.066722452,0.078683431,0.02499895,0.027187589,0.02623709,0.097503975,0.060684124,0.041375609,0.050237713,0.052508726,0.046900712,0.373795176083879,0.321818296918865,2.32879301575534
"T0600",0.043894707,0.025956075,0.049940657,0.031385681,0.028509457,0.04157744,0.050323825,0.061319613,0.074678053,0.033709729,0.025814504,0.028699025,0.095378668,0.051716542,0.022305567,0.042686885,0.045234733,0.039370522,0.394028172984753,0.268835405951974,2.27923126483225
"T0602",0.074900142,0.071495768,0.075397693,0.071420511,0.078619795,0.079089596,0.208522392,0.069094707,0.059441122,0.067834826,0.070658117,0.074149069,0.160484695,0.06177208,0.065109012,0.159638956,0.066636803,0.071885956,0.242147567563803,0.699411128480903,2.68200443035931
"T0568",0.054557646,0.075427263,0.084724027,0.047415291,0.047268908,0.050338576,0.060595178,0.071286154,0.083396429,0.047952766,0.05654107,0.029350675,0.100617721,0.064312893,0.034664491,0.052023655,0.05502529,0.048625183,0.112628941715248,1.21266511257133,3.16211726783491
"T0569",0.063276088,0.040256488,0.076386076,0.05266195,0.049480131,0.052414823,0.062365336,0.073316426,0.032833136,0.031981019,0.058459109,0.044470669,0.102141115,0.066303507,0.039828195,0.054321041,0.057028025,0.051080167,0.106186430578929,1.24706719261146,3.19429798298787
"T0570",0.063647146,0.02522827,0.046437108,0.059672241,0.095426429,0.059649666,0.06954659,0.080960206,0.050942084,0.06347061,0.065608244,0.053994456,0.109690687,0.073943066,0.031941946,0.061654308,0.061098449,0.058139784,0.132624373920529,1.11407095510546,3.06988939982656
"T0571",0.06557682,0.045135957,0.053518855,0.046262588,0.042796843,0.044571968,0.056469098,0.06664527,0.083658262,0.081932036,0.052253483,0.021406118,0.103982597,0.060476684,0.03676873,0.04779861,0.050794456,0.043757194,0.202847366035618,0.831493795084957,2.80555843249141
"T0573",0.018888104,0.041241642,0.075732538,0.042255032,0.039024294,0.041765878,0.051903022,0.061885215,0.077190771,0.073325535,0.048055563,0.024888343,0.096757917,0.055704408,0.019538789,0.043266024,0.046671827,0.039848314,0.374591929911231,0.31971569642395,2.32682618155438
"T1096",0.099877594,0.106812058,0.097663965,0.1067275,0.126699817,0.10555412,0.038575384,0.148111809,0.198250826,0.038339632,0.097612161,0.097738407,0.147935609,0.089180721,0.186989406,0.112109913,0.100934926,0.114642179,0.126386376183442,1.14364051443379,3.09754963330178
"T0113",0.05504648,0.106812058,0.053773324,0.067012787,0.076675953,0.064990456,0.045804738,0.148111809,0.073460261,0.05466355,0.054034853,0.055167158,0.109142193,0.089180721,0.047571287,0.06024953,0.056471795,0.066635029,0.222238596814283,0.764654689973994,2.74303517226572
"T0115",0.062709887,0.106812058,0.062542841,0.064492043,0.067154614,0.064634544,0.064188764,0.148111809,0.099652787,0.062667313,0.062611549,0.062600425,0.116910327,0.089180721,0.06314896,0.063761576,0.062739948,0.065355392,0.133144060457616,1.11165126630168,3.06762595191694
"T0117",0.074913911,0.106812058,0.065122265,0.079678816,0.089461681,0.078579019,0.060134572,0.148111809,0.08048586,0.06780706,0.069178243,0.067761577,0.058863296,0.089180721,0.061054022,0.074477913,0.069418071,0.084420547,0.0293767767441934,1.8900329494375,3.7957470189003
"T0118",0.071681092,0.106812058,0.066339706,0.073734485,0.077753012,0.070090643,0.063025805,0.148111809,0.086416464,0.071350522,0.066305904,0.064962836,0.115543021,0.089180721,0.061571863,0.067580276,0.06573604,0.074468503,0.0519727618064402,1.62601942276121,3.54878101892052
"T0121",0.074527025,0.106812058,0.057222605,0.069858254,0.07350707,0.062511725,0.05017948,0.148111809,0.068384995,0.054333846,0.063058102,0.056190112,0.184267525,0.089180721,0.048894728,0.05900467,0.060900469,0.074521899,0.424142248478343,0.191307740619284,2.20670961173354
"T0122",0.094640834,0.106812058,0.054164411,0.067947204,0.074980892,0.063567252,0.047445056,0.148111809,0.066237827,0.068754975,0.057279964,0.053895106,0.151654215,0.089180721,0.044932029,0.057685816,0.056060101,0.074461224,0.307271358205371,0.503599681546127,2.49883665706931
"T4023",0.122084432,0.124040868,0.254307482,0.1008517,0.109480609,0.124779786,0.070886874,0.158127022,0.157977003,0.25432105,0.125463428,0.061188883,0.165908469,0.073390786,0.068737367,0.136308113,0.128931686,0.063294397,0.37952549998424,0.30672723222341,2.31467639101194
"T4024",0.132623939,0.185710418,0.244857617,0.125195308,0.114704394,0.07952455,0.067631809,0.094687489,0.176729381,0.256073079,0.096821155,0.076160645,0.16042529,0.070800138,0.074753049,0.072413823,0.127494927,0.061843275,0.466138725065173,0.0849797996776367,2.10724733572432
"T4025",0.157054083,0.120310423,0.249698486,0.10614001,0.123972495,0.111248822,0.068827366,0.116784401,0.106015929,0.261732857,0.116117775,0.11027854,0.169530237,0.072209363,0.077666057,0.073954187,0.134877468,0.065853223,0.387407953340102,0.286081230847744,2.29536351549561
"T4026",0.128930723,0.098347661,0.24673605,0.138441477,0.090602319,0.098694044,0.078946631,0.10700624,0.109811889,0.262456064,0.08459021,0.08577104,0.16590077,0.079008828,0.08846365,0.068829868,0.128188211,0.06668894,0.459636754100291,0.101348888927913,2.12255946213824
"T4027",0.135177508,0.10865756,0.243249133,0.090574494,0.100384674,0.102641104,0.08966344,0.094858531,0.11234555,0.254385879,0.100079717,0.100272722,0.16993397,0.083799351,0.102190488,0.091777564,0.139903648,0.084282335,0.344510220225946,0.400184757521217,2.40209930256263
"T4028",0.122357455,0.073366997,0.250192177,0.089929534,0.098163042,0.135756191,0.082459392,0.11742463,0.121390429,0.266726407,0.104710498,0.110012767,0.169293632,0.084320461,0.087442831,0.085998584,0.136407923,0.078182026,0.409645020973695,0.228458208349356,2.24146124937945
"T4030",0.146997954,0.106245874,0.244228373,0.101931887,0.095062301,0.128519094,0.078542132,0.094267436,0.107491043,0.256852509,0.108748503,0.105697347,0.164278614,0.080625834,0.082485372,0.082156475,0.133980853,0.076516029,0.370009755968222,0.331827507648376,2.33815592517874
"T4031",0.146923902,0.07351957,0.236279425,0.117979819,0.0838751,0.073306857,0.096101372,0.122933149,0.135614244,0.24699774,0.111099133,0.106295382,0.171550241,0.096182114,0.105222376,0.100085627,0.14535371,0.086303871,0.306957346032905,0.504493409806011,2.49967267670888
"T4032",0.138334743,0.080032009,0.236235036,0.113140618,0.088285555,0.122396304,0.101068926,0.102131721,0.124615342,0.248259612,0.098444755,0.120229143,0.16297681,0.102712095,0.106344728,0.103326878,0.139275181,0.092990125,0.239115601614318,0.709150313390671,2.69111474970737
"T4033",0.145291821,0.079592383,0.24903686,0.114036339,0.118178467,0.058234277,0.085309209,0.122224192,0.152817352,0.259443362,0.116371113,0.112698147,0.181531834,0.081922172,0.089085851,0.085833793,0.145990994,0.058639756,0.42909685768073,0.178673962135494,2.19489160461833
"T4034",0.154191698,0.094132235,0.251559176,0.082091719,0.082104925,0.07908101,0.087755793,0.119366902,0.116227061,0.26403139,0.130413596,0.129712547,0.186856287,0.088529869,0.090032383,0.086731778,0.141239305,0.073387076,0.426157382357527,0.186165771970783,2.20189966337548
"T4087",0.156362434,0.181220222,0.228473143,0.094390772,0.085283363,0.119429907,0.093114306,0.078543011,0.176356453,0.168773644,0.112517871,0.083134001,0.154924796,0.094603386,0.095771588,0.094116019,0.136006337,0.087817886,0.185455385517908,0.894768652097368,2.86474759045757
"T4089",0.11846109,0.149953093,0.237509001,0.070847012,0.05880811,0.125234008,0.068621354,0.155082916,0.194574893,0.135644938,0.081346715,0.116335745,0.12067749,0.043420491,0.075187012,0.082254236,0.135950566,0.069834682,0.392020934249137,0.274055633195848,2.28411441857681
"T4090",0.187944495,0.109594418,0.225429062,0.082717336,0.094350848,0.136165286,0.090750983,0.121771732,0.193795005,0.172532466,0.105073346,0.153553736,0.15580588,0.102443475,0.10303426,0.109048345,0.143488665,0.09091084,0.0963569515936594,1.30259254818038,3.24623802990494
"T4091",0.127941062,0.128697596,0.231058061,0.075354776,0.07528144,0.101168082,0.075480887,0.161189738,0.171092633,0.083335134,0.151862343,0.076835185,0.075392906,0.075685864,0.075349124,0.077501934,0.112413704,0.086561323,0.326777517314554,0.448828975611144,2.44760253156401
"T4092",0.194319109,0.150133679,0.213798352,0.109974262,0.07583584,0.142416488,0.087569177,0.13026159,0.160159508,0.097234887,0.124401262,0.117319703,0.152414024,0.083371743,0.123959886,0.085799333,0.13419772,0.065966962,0.112691869173452,1.21233613156545,3.1618095293485
"T4093",0.145989657,0.161462067,0.209127782,0.081018952,0.110611958,0.134209208,0.101615016,0.086122589,0.132939188,0.238140181,0.104722917,0.077921921,0.074418679,0.105153483,0.076039511,0.111486099,0.144216647,0.099496763,0.253354521553782,0.663970732898318,2.64885244437995
"T4094",0.171608149,0.191202531,0.133693433,0.054201963,0.120477156,0.115266072,0.090614365,0.139113147,0.073363941,0.248851614,0.141197813,0.092514667,0.172187623,0.090234471,0.090653873,0.070877793,0.137195916,0.053844156,0.364448453474788,0.346593264261473,2.35196824719617
"T4095",0.137568498,0.143885702,0.240471926,0.079383018,0.064196183,0.129181912,0.066449515,0.110791172,0.133626498,0.19587355,0.101482087,0.098848952,0.154511553,0.071075597,0.08498267,0.071237268,0.130906122,0.064848662,0.325782996354311,0.451587755375158,2.450183175108
"T4097",0.151758279,0.1813658,0.261614604,0.078329069,0.055249729,0.096565017,0.078140788,0.129691867,0.097571366,0.248941304,0.113983465,0.149236405,0.155453882,0.077077672,0.108110902,0.093955651,0.145314564,0.064859471,0.422953388470984,0.19434369141454,2.20954952919337
"T4099",0.143734548,0.099296193,0.207864335,0.113484422,0.086918739,0.12778916,0.114859424,0.070933485,0.180975115,0.149140225,0.123782721,0.119730393,0.10599762,0.114519186,0.111072101,0.114826282,0.137446411,0.114118208,0.0284539841855504,1.90401701396205,3.80882812320038
"T4101",0.137750609,0.109329964,0.201111176,0.090375105,0.093448618,0.103659848,0.09036807,0.057513191,0.145413113,0.113269975,0.127757424,0.099522538,0.139000887,0.090283087,0.090768427,0.090769631,0.123635827,0.0899448,0.0621913290465573,1.5366352389546,3.4651684305275
"T5042",0.121340912,0.065916359,0.257694367,0.053990906,0.064299777,0.120156741,0.077715916,0.225329204,0.119883667,0.077546897,0.096311678,0.130909132,0.179020252,0.082241095,0.088684155,0.086405391,0.157452011,0.075935505,0.493357757409425,0.0166504024007166,2.04333001247595
"T6966",0.08084098,0.080947708,0.080475623,0.104702561,0.100464739,0.132071326,0.095274708,0.109166882,0.081037464,0.257157451,0.097434699,0.124274786,0.174079456,0.100629034,0.10346023,0.104747351,0.146320909,0.087690651,0.269398621253109,0.614632808422474,2.60270030206929
"T6967",0.07105992,0.070056555,0.070918183,0.073452936,0.149723246,0.133353735,0.092919123,0.126983142,0.070063003,0.258551637,0.081625154,0.11712925,0.169631437,0.098989697,0.10522758,0.105628569,0.148201311,0.091485572,0.369086896439748,0.334272694870443,2.34044322505704
"T6970",0.086583634,0.084655468,0.086757393,0.097329791,0.095548489,0.145012189,0.104932507,0.099550115,0.07696284,0.234106266,0.166449799,0.138121334,0.182980907,0.109801794,0.083291309,0.103862039,0.150390049,0.082925693,0.233687897539306,0.72675542290777,2.70758308574825
"T6971",0.072846097,0.092293772,0.089600839,0.088479375,0.097484193,0.122812135,0.086000017,0.097938033,0.08770072,0.261772281,0.09716365,0.069505022,0.16888512,0.090452789,0.110989815,0.101366816,0.144695817,0.081015434,0.353005389658501,0.377219110644806,2.38061656257799
"T4096",0.08784704,0.158015518,0.169768408,0.078950393,0.125461688,0.123235539,0.093714307,0.142723994,0.12314525,0.232211487,0.147750536,0.068025265,0.067520657,0.093681444,0.100026626,0.095223054,0.136854948,0.083234966,0.206818199357458,0.817511117205673,2.79247862529999
"T4098",0.203667195,0.209931589,0.251984582,0.081278409,0.141905208,0.130263981,0.101858,0.138644618,0.060264195,0.210271767,0.141874683,0.189917303,0.132898185,0.085825481,0.100072208,0.080182824,0.145883853,0.062152167,0.338391844743338,0.416856067254677,2.41769413488478
"T4100",0.104926698,0.067447732,0.191029748,0.065335935,0.105258854,0.096484346,0.089125731,0.124593803,0.100082688,0.253639101,0.096400114,0.116125649,0.165135505,0.078040938,0.063476103,0.08211688,0.147576399,0.063463673,0.426712006676866,0.184751419565069,2.20057663663288
"T4102",0.156150767,0.152634974,0.200289681,0.113819423,0.09681982,0.141650208,0.1216502,0.106021811,0.170240418,0.121808609,0.075108124,0.136905202,0.101471231,0.112631496,0.118230319,0.095468817,0.137429545,0.075858199,0.0350250069756497,1.81158713695522,3.72236650401605
"T4834",0.135843385,0.162169922,0.234301494,0.079131508,0.074433704,0.079349283,0.089235518,0.117421006,0.182619609,0.254279161,0.117115114,0.100085154,0.155051725,0.083778819,0.07767706,0.093568511,0.127942916,0.083904611,0.38218406866458,0.299749632094871,2.30814933910328
"T4836",0.166273601,0.15441821,0.211933585,0.069732826,0.106526775,0.107253094,0.078952266,0.103192742,0.163781088,0.249433706,0,0.107118017,0.168404202,0.076503146,0.09162307,0.079744511,0.134229009,0.073150592,0.499021288732943,0.00245326779554387,2.03004959617019
"T4838",0.154035088,0.130392001,0.236909946,0.094227988,0.091701166,0.091386332,0.090205892,0.09034621,0.187398619,0.241858879,0,0.125370458,0.156424789,0.090961327,0.095723113,0.103786414,0.134919219,0.088509716,0.467078094655278,0.0826168668595794,2.10503697902918
"T4840",0.144375958,0.153124616,0.229340736,0.094330752,0.070010964,0.063939729,0.088645024,0.150418005,0.159295207,0.242969351,0.078094252,0.06926958,0.170384914,0.08604134,0.098644951,0.096409159,0.143141084,0.086762172,0.384426737499454,0.293874930828041,2.30265397115297
"T4842",0.138780365,0.187321499,0.228124646,0.089086988,0.083141035,0.095951637,0.086002798,0.107289262,0.184085404,0.235697133,0.127122403,0.157002501,0.165893692,0.091549605,0.091582653,0.090605365,0.13646731,0.084445853,0.24608742290991,0.686853827206563,2.67025796226994
"T4844",0.166409462,0.187913329,0.248652389,0.086820758,0.065480124,0.128285877,0.079053488,0.129454329,0.200716591,0.27070769,0.131669614,0.10870222,0.177685744,0.084057504,0.096487838,0.096444775,0.143162821,0.082057135,0.35659182955863,0.367583715518317,2.37160333123878
"T4845",0.190431436,0.154258182,0.253048169,0.072525954,0.106048469,0.131311238,0.069862993,0.098187866,0.093477435,0.264248399,0.052579315,0.140678715,0.133842809,0.080148612,0.086413766,0.091501854,0.137050222,0.069465626,0.475606592525805,0.0611833557913347,2.08498744383799
"T4847",0.172904267,0.156121605,0.248659621,0.091283345,0.140099266,0.159925545,0.072380241,0.139315659,0.182168637,0.258737431,0.077903588,0.140042919,0.155574341,0.077202668,0.074906125,0.087597412,0.131844448,0.073353756,0.322355205189464,0.461122931504693,2.45910265865666
"T4849",0.163025323,0.179748923,0.244604601,0.099560435,0.070155239,0.152562732,0.082169638,0.08755407,0.147082014,0.244039161,0.072749389,0.084490135,0.169243866,0.091068805,0.10055664,0.103607575,0.141210281,0.090491443,0.346388253260782,0.395089948679882,2.39733346887204
"T4851",0.167213365,0.155028146,0.231650576,0.098009778,0.085897,0.082150916,0.088681775,0.167867261,0.151000533,0.231076764,0.145195644,0.090839452,0.160192712,0.092050189,0.103916891,0.102607753,0.134493503,0.09498214,0.19195188139241,0.870726028958156,2.84225741527426
"T4853",0.154660385,0.167868527,0.236064567,0.084784029,0.08206917,0.138361815,0.08474617,0.088873268,0.162978634,0.24842933,0.068117037,0.081653679,0.168379042,0.094288141,0.099173055,0.097569716,0.138246373,0.08556411,0.356025476440415,0.369103000047265,2.37302451456855
"T4855",0.163723474,0.135836179,0.2191763,0.086610081,0.088068819,0.08199819,0.09572174,0.086660742,0.162651514,0.23108311,0.122949104,0.081546352,0.16372152,0.095026069,0.102751103,0.10336761,0.137356541,0.090915773,0.243930473833629,0.693715015241631,2.6766761188904
"T5041",0.106853799,0.133268997,0.240649673,0.069595101,0.077489937,0.111330245,0.087657197,0.131292332,0.107315911,0.048580233,0.107483094,0.119760677,0.16376666,0.090423497,0.09699372,0.093318353,0.132894769,0.085396282,0.259455451783586,0.645025125440635,2.63113016723031
"T5044",0.027072151,0.177013342,0.261544105,0.150267625,0.074201067,0.111867345,0.099205709,0.20172276,0.171103948,0.249168022,0.058604964,0.155276456,0.180639179,0.095999664,0.10787953,0.102948534,0.070572895,0.096398746,0.494981783242078,0.012579135748297,2.03952163018336
"T6965",0.081289776,0.070074674,0.064154556,0.059445287,0.108406385,0.146380829,0.090602243,0.138002247,0.064282343,0.273938583,0.079568723,0.134803962,0.18440381,0.097547246,0.122111063,0.103864997,0.154526461,0.08779216,0.457076190313649,0.107802473664588,2.12859633467281
"T4105",0.158324768,0.130500476,0.07765518,0.08509413,0.08728867,0.107164791,0.07711417,0.075411199,0.196325334,0.147315151,0.111503407,0.121450908,0.150644098,0.081967492,0.083538769,0.079996272,0.133580424,0.076223981,0.12424791871175,1.15401056524734,3.10725008312816
"T5049",0.099774007,0.089450529,0.243235273,0.106916126,0.068313213,0.107702059,0.074509585,0.2285029,0.107141572,0.161701776,0.070029072,0.099034201,0.155292872,0.075880488,0.081553615,0.080256743,0.108614854,0.073695549,0.431593502631061,0.172318672664774,2.18894668035987
"T5055",0.111926648,0.12608315,0.234173174,0.104580121,0.084316894,0.113750699,0.087471599,0.213322378,0.116491176,0.051007198,0.100231174,0.108870554,0.16061136,0.086758517,0.092410745,0.092204343,0.111525223,0.086148253,0.291074793565496,0.550247559482521,2.54247245091113
"T5056",0.11708366,0.111228585,0.237551185,0.098283049,0.089920165,0.117602254,0.09706217,0.208996679,0.086489774,0.063541485,0.099717331,0.107029785,0.165516258,0.087809425,0.100039906,0.102567193,0.116035205,0.094553226,0.264797585507276,0.628624111801171,2.61578817780597
"T6973",0.164412557,0.139116717,0.25437176,0.052613719,0.085199765,0.118042863,0.084247741,0.1026172,0.075600981,0.274759028,0.112241345,0.099746745,0.151747626,0.074532008,0.104942303,0.095557493,0.146880454,0.079121143,0.481554174986986,0.04625331338624,2.07102144406997
"T4104",0.11992011,0.103943429,0.091447302,0.077612571,0.083591837,0.125378468,0.085997725,0.083024196,0.189280299,0.099133979,0.073695321,0.134636979,0.136498906,0.087218107,0.074097377,0.087342677,0.119056254,0.084569141,0.0659239319051484,1.50685486086031,3.4373109909924
