"","decR","marA","mlaB","mlaC","mlaD","mlaE","mlaF","yncE","pval","z","inv_cof_var"
"T2862",0.057144891,0.069488804,0.134857821,0.150869821,0.15425075,0.138604225,0.14829809,0.127070629,0.0433187009394974,1.71340856393177,3.87410425323714
"T2863",0.048326679,0.056877098,0.13288331,0.051562595,0.143050565,0.153258467,0.180351284,0.136763451,0.359545552342005,0.359673776572451,2.3751744813744
"T0333",0.226561289,0.058973353,0.300150873,0.219211227,0.121863844,0.135517478,0.16373322,0.119965601,0.248941917899097,0.677823142465502,2.72744699508189
"T0334",0.232059952,0.058850404,0.29356338,0.22892496,0.181184848,0.140089498,0.167902893,0.120359658,0.127637230632177,1.13763132357567,3.23657195696347
"T0347",0.220231279,0.07108655,0.098706794,0.230428063,0.064212308,0.168127399,0.236684248,0.118336565,0.375157437732065,0.318224202312059,2.32927922813123
"T0348",0.222944581,0.072507685,0.102318779,0.231965562,0.064432217,0.168681382,0.231681425,0.119054974,0.361900508234129,0.353383416651188,2.36820944815685
"T0349",0.221793511,0.072505441,0.094108088,0.231082124,0.06592218,0.166652433,0.234778184,0.112148827,0.393372687432657,0.270539315363189,2.27647989300076
"T2063",0.054165584,0.08085512,0.207544413,0.130635918,0.156987089,0.250986116,0.146441996,0.136034442,0.32183208635301,0.462581777606043,2.48911989221298
"T2065",0.074770685,0.10296732,0.167889824,0.19277689,0.188590035,0.228041568,0.170985227,0.162606629,0.0726307893210263,1.45647419308435,3.5896123560988
"T0745",0.043223657,0.16890983,0.146293629,0.208912883,0.189496207,0.145620102,0.126274131,0.093435292,0.342197265839694,0.406473762212356,2.4269940050015
"T0738",0.041432172,0.161185092,0.130357221,0.118346253,0.178550289,0.111676365,0.08915797,0.195548058,0.362161916101932,0.352686031941913,2.36743726536821
"T0746",0.053539051,0.183042835,0.190567941,0.067906166,0.171916393,0.116342556,0.097588292,0.100586021,0.403413336554825,0.244521860997371,2.24767193349409
"T0731",0.045004131,0.196470175,0.208160539,0.174864981,0.173907154,0.081014296,0.070209975,0.112228479,0.497194269995787,0.00703298013760415,1.98471115466868
"T0739",0.051292872,0.173341117,0.193806944,0.190463154,0.178194025,0.102155316,0.075241697,0.132943297,0.389853492447234,0.279700903758375,2.28662410864131
"T0747",0.055048846,0.185435595,0.180998997,0.185266585,0.171562537,0.106607655,0.081238355,0.050820535,0.494193142245502,0.0145561478474435,1.99304122061977
"T0740",0.052922513,0.144289291,0.185642778,0.189484475,0.179393313,0.093383469,0.068887344,0.176915072,0.410224734401709,0.226966915035617,2.22823412972985
"T0748",0.061150381,0.152087551,0.174702488,0.187871471,0.168877876,0.10264081,0.074840321,0.057572039,0.468243139439793,0.0796868996533724,2.06515757890303
"T0733",0.052095661,0.052358663,0.099428642,0.152576701,0.150708702,0.110978147,0.104409914,0.141209504,0.127636760537825,1.13763357422884,3.23657444901072
"T0741",0.05811047,0.058323044,0.174631374,0.188133742,0.15846684,0.104039291,0.133516325,0.091582632,0.246822490858319,0.684522982795068,2.7348654275773
"T0749",0.052631373,0.050200343,0.178001862,0.188044345,0.141354262,0.130769033,0.128707584,0.122682234,0.166557427801883,0.967858874750702,3.04859054408851
"T0834",0.05364898,0.186614899,0.306426796,0.218395432,0.377928895,0.119500244,0.261927585,0.263554295,0.466605649470801,0.0838052183921166,2.0697176084045
"T0846",0.057094511,0.082259827,0.254566231,0.224635079,0.273451424,0.139755681,0.148169338,0.1819858,0.341387712915712,0.408678756186921,2.42943549586524
"T0842",0.041971696,0.202333723,0.294609017,0.214312223,0.144248895,0.202568633,0.19712793,0.16869652,0.370019561583724,0.331801537591809,2.34431280210999
"T0835",0.079692031,0.17761489,0.273648842,0.2571981,0.403498852,0.19047846,0.181513991,0.117328933,0.497529258882124,0.00619326913723916,1.98378138036579
"T0837",0.07260873,0.225748149,0.253263413,0.330645587,0.349612241,0.179935015,0.272965475,0.121483708,0.435465629347943,0.162475704959372,2.15682590730004
"T0759",0.042404774,0.24271781,0.156824534,0.298368306,0.111133617,0.234897807,0.179332676,0.239017938,0.459962406835633,0.100528429507612,2.08823446950331
"T0832",0.04988107,0.180412902,0.253015285,0.239826011,0.323923372,0.159514056,0.23911991,0.243990406,0.327777644109115,0.446058085988028,2.47082395009891
"T0754",0.05798385,0.186578915,0.122076044,0.160070881,0.068554267,0.227256361,0.206367257,0.200807303,0.422610527545222,0.195219575191111,2.19308172520075
"T0755",0.045416173,0.233003209,0.127550426,0.250039932,0.079515486,0.231663148,0.222515745,0.225500829,0.481062847558677,0.0474862421787436,2.02950323610784
"T0757",0.049666586,0.240141998,0.20070973,0.13825153,0.107086233,0.252662512,0.228344356,0.184079074,0.378968383503248,0.308191306685621,2.31817025309943
"T0809",0.049193537,0.209061212,0.331204625,0.307958925,0.108682163,0.257249125,0.280085064,0.199964223,0.465335660146561,0.0870002413165538,2.07325531389005
"T0825",0.044691293,0.051221168,0.207112382,0.116505105,0.054903655,0.164728844,0.127427833,0.198851993,0.483243128092738,0.0420156074153021,2.02344584776673
"T0826",0.053370596,0.063299833,0.329603087,0.163509006,0.310761753,0.156417557,0.178136449,0.185611208,0.4678088586945,0.0807789895204727,2.06636680099781
"T5127",0.125476294,0.152764661,0.076303015,0.223986749,0.170286851,0.058684868,0.148982665,0.090238461,0.422700138096923,0.194990638704453,2.19282823410418
"T0321",0.088368703,0.095314352,0.200611268,0.136005093,0.296167237,0.153372521,0.160313007,0.142784949,0.296944670692632,0.53320837982495,2.56732155899435
"T0054",0.082605716,0.226682821,0.277188642,0.171727865,0.267195733,0.278620728,0.212000978,0.071039693,0.428072919962229,0.181282501912952,2.17764982948208
"T1866",0.082605716,0.209245656,0.093457939,0.095365609,0.126922169,0.104291655,0.09567792,0.144558263,0.00451252133335001,2.61110406248058,4.86808218850669
"T1870",0.082605716,0.194642472,0.093763845,0.095689088,0.13703601,0.103177275,0.098876848,0.148847592,0.0135753452036594,2.20934446807203,4.42323182134933
"T0003",0.034693517,0.326917194,0.320843107,0.314415468,0.199275891,0.268578276,0.329041186,0.133745506,0.475511386141567,0.0614224516513519,2.04493417537339
"T0004",0.029272932,0.350905914,0.247530078,0.291725211,0.209367282,0.276309821,0.383737781,0.178860372,0.459044897652188,0.102840205169113,2.09079419493642
"T0005",0.049046952,0.24736389,0.264093333,0.288986849,0.204198861,0.194850119,0.350565194,0.191261876,0.382129257646979,0.299893339054052,2.30898228596949
"T2403",0.058386432,0.072503237,0.17766493,0.080824933,0.181275172,0.189035117,0.126868544,0.176562524,0.273285983685124,0.602904883029465,2.64449336888169
"T2404",0.053686642,0.06131541,0.188908693,0.17570075,0.070811286,0.198972125,0.190789212,0.17937798,0.330906079494917,0.437412584763934,2.46125117461993
"T2674",0.046334001,0.206981674,0.153765235,0.206713289,0.143832077,0.320615452,0.166277012,0.197669616,0.441147086637902,0.14806157573398,2.14086578894217
"T2675",0.055590186,0.17920639,0.14919671,0.226410965,0.175312347,0.303266569,0.172609041,0.190928189,0.34506959405683,0.398666183596214,2.41834902361876
"T1867",0.082605716,0.083823798,0.185971154,0.142253471,0.24356004,0.12167265,0.095388584,0.114962826,0.318764329384267,0.471156949992148,2.49861479572614
"T1865",0.082605716,0.296386998,0.334640135,0.242534976,0.131863097,0.148151622,0.239765933,0.11081389,0.476355654004644,0.0593023266127907,2.04258665607342
"T1869",0.082605716,0.290656072,0.344379291,0.275031979,0.099842574,0.136851233,0.229864618,0.311415403,0.489608378987519,0.0260508773127432,2.00576881865148
"T2817",0.067344964,0.053750755,0.350223673,0.285484899,0.181799786,0.124637883,0.382693203,0.244254863,0.486599816578954,0.0335955972697294,2.01412274843853
"T0691",0.082605716,0.06957118,0.285092157,0.478260781,0.346978539,0.197157269,0.271242623,0.175590966,0.47422615356593,0.0646504603905838,2.0485084045712
"T0707",0.082605716,0.104909873,0.237366293,0.196825169,0.293490568,0.269116705,0.34359552,0.099571832,0.410852360795942,0.225352935986637,2.22644704316735
"T0709",0.082605716,0.072196871,0.173739438,0.149962687,0.22155049,0.312435641,0.239651816,0.173831577,0.27258200171508,0.605022565270452,2.64683818338155
"T0711",0.082605716,0.24294382,0.158038539,0.220065734,0.209957911,0.101513816,0.10948071,0.126420112,0.264617658552948,0.629173742408918,2.67357969787642
"T0905",0.082605716,0.044442681,0.037283487,0.181428469,0.137765401,0.181578613,0.07785627,0.172907932,0.446135882670998,0.135430177985662,2.1268796091365
"T1079",0.082605716,0.301432058,0.308687727,0.194079397,0.270059063,0.28985331,0.132964111,0.124786119,0.4119368637881,0.222565451667719,2.22336058688859
"T1707",0.082605716,0.141703469,0.156217072,0.176625191,0.293738328,0.08514824,0.217014766,0.143874624,0.412473584427552,0.221186566192961,2.22183380888938
"T2323",0.082605716,0.10205064,0.106418637,0.136961942,0.146246939,0.221917601,0.258359418,0.111133922,0.367098174705297,0.339548788986871,2.35289098586843
"T2335",0.082605716,0.238093459,0.263670892,0.24894381,0.069197529,0.178986138,0.260664176,0.313072861,0.445039972628601,0.138203049268419,2.12994988505619
"T2336",0.082605716,0.232129303,0.256974613,0.242369901,0.059651551,0.174869048,0.268444509,0.300653907,0.46017136945651,0.100001998391358,2.0876515759555
"T2337",0.082605716,0.228525418,0.251891084,0.245033892,0.044199418,0.15821144,0.247840372,0.265543279,0.478567306438263,0.0537496651729351,2.03643844327503
"T2525",0.041396323,0.086415525,0.282130367,0.257241336,0.258966426,0.136116358,0.247558017,0.179262169,0.38421543297876,0.294428010137347,2.30293077255433
"T2648",0.051354175,0.049411272,0.15883248,0.226423742,0.32330957,0.185601884,0.130154293,0.164270003,0.453153617935647,0.117697641160944,2.10724516698032
"T5142",0.147404294,0.13335311,0.151922519,0.106011772,0.158648368,0.245485278,0.154205297,0.140933013,0.0579843990052915,1.57192132614302,3.71744178504876
"T5144",0.1416978,0.138657836,0.144842741,0.089563832,0.145916782,0.298643785,0.145419966,0.1392153,0.344777816676298,0.399458178520775,2.41922596405249
"T5148",0.137559802,0.133187039,0.141356794,0.09664371,0.144303898,0.155677645,0.143779195,0.132738,9.26476961085586e-07,4.76883385951075,7.25723954975976
"T5150",0.14010243,0.157063367,0.144966554,0.114075021,0.146105488,0.335340438,0.146485673,0.136035108,0.419418056874839,0.203382452908295,2.20212011333158
"T5152",0.147404294,0.13335311,0.151922519,0.106011772,0.158648368,0.245485278,0.154205297,0.140933013,0.0579843990052915,1.57192132614302,3.71744178504876
"T5716",0.206877098,0.25370714,0.196207298,0.206204335,0.104995062,0.126230201,0.107815719,0.112025808,0.155208624366361,1.01434690742563,3.10006465619855
"T5718",0.088101494,0.292658685,0.111173089,0.084938256,0.095933145,0.143497924,0.090915288,0.090074549,0.00467717353120409,2.59882491789885,4.85448604282259
"T5719",0.108862656,0.070273536,0.234815966,0.115319842,0.19176254,0.194642052,0.129554753,0.112425545,0.163854083722669,0.978740597128256,3.06063938688488
"T5720",0.144748127,0.075776469,0.241283065,0.21660818,0.121700379,0.183463028,0.145601664,0.131152402,0.0591228279577194,1.56217972345526,3.70665534561418
"T5721",0.116542166,0.067926228,0.111006575,0.111793747,0.128172415,0.116724459,0.116889833,0.113421526,1.74203732627324e-61,16.5031214438892,20.2500895348992
"T5722",0.078328507,0.17830132,0.080231554,0.080690323,0.120414302,0.090305883,0.081872011,0.078499122,0.000343638597067118,3.39460484330144,5.73561743811121
"T5723",0.18078883,0.486473268,0.158114195,0.182590668,0.118285357,0.148783472,0.132766842,0.091057097,0.0162869526858094,2.13729622918999,4.34345604009662
"T5724",0.18530857,0.217525921,0.181864457,0.199342215,0.106787384,0.148438282,0.110259085,0.110312554,0.0597339886731026,1.55701056383105,3.70093176716396
"T5730",0.083249977,0.336239166,0.085194809,0.231491738,0.089318269,0.148395456,0.084143756,0.075535558,0.496840238605387,0.00792043006438293,1.98569378814217
"T5732",0.107951095,0.159980266,0.124439305,0.110792796,0.105537576,0.265796336,0.131639393,0.101844725,0.379675579241228,0.306332943902362,2.31611257139637
"T5734",0.076847979,0.312878553,0.072819169,0.108052565,0.109869833,0.14179619,0.072258002,0.071560659,0.0952196093036358,1.30928089542543,3.42663182391495
"T5736",0.099011558,0.099870334,0.169558142,0.283268914,0.103268687,0.208710784,0.104758815,0.103542729,0.438652481254897,0.154386544356324,2.14786914282112
"T5740",0.118248629,0.351837417,0.185787933,0.132393872,0.088039687,0.245292141,0.082815376,0.082046059,0.431354817234737,0.17292594911884,2.16839699363107
"T5742",0.127705753,0.258302461,0.081019243,0.244165345,0.098910799,0.124083,0.084752711,0.076053994,0.477844815989999,0.055563387482807,2.03844669658546
"T5744",0.142972888,0.221565331,0.160837816,0.227658351,0.118699204,0.182283217,0.116885665,0.106175419,0.0865978470891374,1.36200694240362,3.48501300928909
"T5746",0.190049697,0.439060762,0.10539309,0.195012757,0.094657897,0.187333253,0.092003921,0.090660095,0.265827110813193,0.625482818373636,2.66949290334781
"T5748",0.096706172,0.248879742,0.142316338,0.203885455,0.133945472,0.182886043,0.127521276,0.109614515,0.059536057321465,1.55868009756693,3.70278036693786
"T5760",0.176451255,0.079422209,0.13789362,0.271810823,0.099771108,0.203227135,0.091006434,0.088489286,0.411467587414644,0.223771413275842,2.22469589405143
"T8378",0.11008782,0.103324456,0.102073528,0.256737465,0.100544138,0.101152304,0.216003647,0.28941838,0.485681986678996,0.0358976453995307,2.01667170301238
"T8379",0.14819508,0.136535686,0.136974175,0.222549163,0.145307324,0.14514697,0.175237864,0.246516148,0.0328910474537666,1.83990561920948,4.01416876511882
"T2421",0.053525153,0.077108177,0.178513641,0.15688657,0.095749625,0.159067182,0.054616518,0.134767896,0.378676342802727,0.308959038945153,2.31902032857313
