"","decR","marA","mlaB","mlaC","mlaD","mlaE","mlaF","yncE","pval","z","inv_cof_var"
"T6051",0.055208359,0.051847965,0.184794168,0.188028085,0.231848354,0.096998575,0.216732691,0.065031721,0.489287571631919,0.0268553035284898,2.006659523696
"T2085",0.042943289,0.053464079,0.242234724,0.120993385,0.130847414,0.185544308,0.099260751,0.236307543,0.471771450609863,0.0708176288969607,2.05533703346411
"T6029",0.052054983,0.05711631,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.0530986,0.488486688629873,0.028863599060299,2.00888321920227
"T6031",0.052663568,0.05522614,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.051332609,0.491635040691562,0.020969380175481,2.0001423049386
"T6035",0.053719782,0.051965859,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.056412092,0.474781109342722,0.0632565447572688,2.04696498435201
"T6037",0.066080448,0.066775312,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.067384262,0.406038632246227,0.237747081734626,2.24017052448138
"T6039",0.072849584,0.074919156,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.071186787,0.37282600394118,0.324377822503317,2.33609285558289
"T6044",0.048280032,0.047560134,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.052908248,0.499281618607897,0.00180071608257511,1.97891770351446
"T6048",0.053345172,0.05164302,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.055441296,0.478512171058876,0.0538880693707113,2.03659169203138
"T6050",0.066435437,0.0668109,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.067004007,0.406107859562943,0.237568584217368,2.23997288219182
"T6052",0.07160578,0.073154578,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.071119829,0.376987603620101,0.313402075940007,2.32393990402562
"T6059",0.052002226,0.051533927,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.053567351,0.487358575699704,0.0316926562633454,2.01201570726976
"T6061",0.060369615,0.062527147,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.060915994,0.442756010968129,0.143985370459109,2.13635238978911
"T6063",0.060466311,0.061550462,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.06124463,0.441505795493456,0.147152577125334,2.13985929558039
"T6072",0.064525706,0.055320669,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.061230681,0.429545501758624,0.17753139973112,2.17349640239271
"T6074",0.068542368,0.065468472,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.067079806,0.399356040614599,0.255014265387597,2.25928970195642
"T6076",0.059177807,0.059021942,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.059377945,0.450734881752121,0.123804885505342,2.11400744453818
"T6082",0.044190729,0.042189539,0.159872982,0.16210733,0.189400249,0.08597493,0.183574926,0.050604364,0.495987755665613,0.0100573746426188,1.98805993096353
"T6093",0.050013504,0.049361857,0.15873076,0.161159263,0.217220752,0.090972665,0.18661188,0.05949019,0.482210128321633,0.044607384371557,2.02631560606653
"T6106",0.049234056,0.048175755,0.155554231,0.158096087,0.201043432,0.085160707,0.186268478,0.054557475,0.485365704386706,0.0366909698988421,2.01755011562456
"T6117",0.055504385,0.054382852,0.156831556,0.158913482,0.18656106,0.087374904,0.175424524,0.0616373,0.400962764099216,0.250855890744591,2.25468532034994
"T6078",0.045095171,0.043712903,0.160279763,0.162652702,0.188701157,0.084527587,0.178373204,0.0517633,0.487131672373734,0.0322617094290092,2.01264579429991
"T6089",0.044300586,0.043344232,0.159194471,0.160954726,0.188719715,0.085931125,0.174238126,0.0521076,0.481373111608854,0.0467076625043144,2.02864114977848
"T6102",0.051485029,0.05164958,0.153111758,0.155281249,0.203107107,0.085113346,0.179855118,0.056332691,0.469304155761256,0.0770191489911721,2.06220369832847
"T6113",0.052965428,0.051124863,0.159294321,0.16068436,0.191788662,0.091004411,0.176269367,0.059435963,0.420914985597663,0.199553278346895,2.19788024020035
"T6084",0.044791985,0.042796742,0.160067331,0.162840545,0.192335996,0.084835584,0.183761947,0.050959573,0.499026281041603,0.00244075389603582,1.9796263886592
"T6095",0.047157403,0.046937959,0.160961341,0.163078781,0.208905346,0.087198681,0.179840316,0.054735475,0.494757232525894,0.0131420474794188,1.99147545074976
"T6119",0.053793901,0.0523299,0.157420502,0.158682332,0.189745592,0.089550879,0.172960945,0.059189108,0.413742950318405,0.217927114350268,2.21822476415434
"T6086",0.045849452,0.044827031,0.160129986,0.162831323,0.192392264,0.084897638,0.1800041,0.052046999,0.48891748247166,0.0277833257627401,2.00768708106459
"T6097",0.045651601,0.044802458,0.158232506,0.160007414,0.185005936,0.086122243,0.171540804,0.05408844,0.461828343312702,0.0958286198215274,2.08303058117426
"T6110",0.054978521,0.052002709,0.152508312,0.153379931,0.188950123,0.090225376,0.170441948,0.060973461,0.392988368698376,0.271538702161678,2.27758646914835
"T6121",0.052718988,0.050699167,0.162181967,0.164195174,0.190435176,0.091187806,0.178797711,0.059587447,0.424064038789078,0.191507407525268,2.18897140855348
"T6080",0.044970755,0.043105559,0.159013643,0.161495395,0.18927282,0.084009198,0.18166741,0.050400521,0.495747466301174,0.0106597230817072,1.98872688435559
"T6091",0.044015493,0.042354963,0.159291613,0.161143754,0.194497203,0.08617455,0.177335976,0.052256708,0.491477538961401,0.0213642669196894,2.0005795453072
"T6104",0.049065182,0.047786841,0.155652334,0.158043001,0.195625361,0.085710486,0.184967303,0.054941517,0.474531767276056,0.0638828167795286,2.04765842725398
"T6115",0.053368741,0.051294257,0.160304001,0.162095049,0.184758845,0.090213478,0.173908192,0.059456734,0.408875924318263,0.230437468701784,2.23207691803938
"T6088",0.044402266,0.042514579,0.158502955,0.160529343,0.18304701,0.086122929,0.174753037,0.050416217,0.479114004658156,0.0523773651917366,2.03491895709727
"T6112",0.053806703,0.051305378,0.15473614,0.15618066,0.189537328,0.087749512,0.174077617,0.058562657,0.419076252718189,0.204257211328824,2.20308869406982
"T6123",0.053258903,0.05154832,0.160892188,0.162609496,0.185773163,0.090483246,0.175532873,0.059360022,0.412815346382758,0.220308767062018,2.22086186130898
"T6130",0.05712963,0.057439041,0.15337716,0.154741456,0.174213833,0.074066733,0.169393437,0.059287018,0.409203263024083,0.229594956855726,2.23114404248577
"T6140",0.059833884,0.059983524,0.156177372,0.157501918,0.177268556,0.078894435,0.171470976,0.060330004,0.391405421167659,0.275657889252553,2.28214746013716
"T6145",0.053466522,0.053656372,0.156796951,0.157571678,0.171281602,0.078533477,0.16673712,0.056008802,0.419137763936282,0.204099777926062,2.20291437512885
"T6167",0.055691361,0.055721527,0.151766458,0.15308106,0.16942823,0.07509217,0.165099259,0.055780988,0.410333564003014,0.226687010908858,2.22792420445292
"T6126",0.056813161,0.057162941,0.154156347,0.155514627,0.173970823,0.073417596,0.168978205,0.058228259,0.416248147444126,0.211501073164983,2.21110949716277
"T6141",0.053038969,0.053461471,0.154174076,0.155079943,0.172660719,0.079993384,0.166564035,0.055618591,0.416607187716653,0.210580826019777,2.21009054880131
"T6158",0.058732037,0.059002352,0.151528785,0.152834082,0.175821459,0.077097719,0.16826147,0.059529276,0.392031320010337,0.274028603831939,2.28034342551633
"T6165",0.056340299,0.056234725,0.149899866,0.151085123,0.16806281,0.076440373,0.163115406,0.056804468,0.39262931068499,0.272472645791414,2.2786205830124
"T6132",0.059217834,0.059912213,0.152310731,0.153745925,0.171499623,0.080161589,0.167212645,0.062587629,0.361434252329583,0.354627722616748,2.3695872123057
"T6147",0.054251315,0.054162808,0.156471762,0.157553113,0.169447586,0.078661487,0.165688916,0.055839258,0.412595401219825,0.220873666112891,2.22148734867427
"T6153",0.056868193,0.056888366,0.155115815,0.156594908,0.1745768,0.080751797,0.169996989,0.058415762,0.397561380538494,0.25966426322404,2.26443843586
"T6160",0.056461926,0.056384504,0.159394999,0.16119857,0.186436345,0.072952669,0.1796908,0.056435698,0.459716154343826,0.101148839267752,2.08892142138555
"T6134",0.057501358,0.058721768,0.156313191,0.158106586,0.18511255,0.075020483,0.177115716,0.059832481,0.432051738467587,0.171152981850561,2.16643386654904
"T6149",0.054726259,0.054737366,0.156147347,0.157743477,0.179786225,0.079081485,0.173839631,0.056304528,0.431299629854099,0.173066368943801,2.16855247420094
"T6162",0.05826912,0.058317713,0.155438827,0.157318933,0.187261945,0.073132281,0.178101231,0.058483189,0.443019610363528,0.1433177719575,2.13561318793137
"T6169",0.056936687,0.056837534,0.152144488,0.153565673,0.173534375,0.075510477,0.16790695,0.057292843,0.408746165003784,0.230771491436301,2.23244676642174
"T6128",0.056641946,0.057026065,0.154692304,0.15621076,0.175494562,0.075362288,0.170657339,0.058949318,0.413521579658063,0.218495377789513,2.21885397675588
"T6138",0.0603553,0.060451081,0.157422654,0.158813285,0.180668077,0.077873832,0.174120424,0.060964155,0.400160154145974,0.252932585635437,2.25698475139658
"T6143",0.053205607,0.056136524,0.155142689,0.156155803,0.166427679,0.077617746,0.163340576,0.054473853,0.416199037166874,0.211626960397476,2.21124888644525
"T6155",0.05751778,0.057429764,0.149361061,0.150865266,0.176872795,0.079418356,0.169084843,0.059251649,0.391784395903044,0.274671288069693,2.28105504092791
"T6136",0.059749049,0.061554543,0.149928291,0.15121409,0.177094215,0.07912657,0.168466455,0.06284762,0.369963672614485,0.331949561862977,2.34447670274184
"T6151",0.054854716,0.054860113,0.160254063,0.161961479,0.183323463,0.0792788,0.178037321,0.05637937,0.443583530305529,0.14188978811209,2.13403204550996
"T6164",0.059472072,0.059667439,0.1510135,0.152294389,0.176163497,0.078300489,0.168334441,0.060170027,0.383199025788678,0.297089668823394,2.30587790775711
"T6171",0.057658217,0.057700261,0.152326438,0.153703897,0.171300318,0.075814881,0.166520174,0.058107718,0.397001281289955,0.261116636451238,2.26604658354922
"T6131",0.062636311,0.064026456,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.050526875,0.466995696244244,0.0828241169080819,2.06863127876492
"T6135",0.057722119,0.182787515,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.075549122,0.408638269681007,0.231049252110772,2.23275431835016
"T6148",0.057985425,0.067678892,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.059637118,0.453455830490736,0.116934875615666,2.10640059092639
"T6152",0.058498544,0.322218698,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.063722096,0.440156930315741,0.150571353088767,2.14364475276357
"T6154",0.051888897,0.267258144,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.049207108,0.499459838278982,0.00135398505648237,1.9784230582994
"T6157",0.053753982,0.047619234,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.048091438,0.497575725340384,0.00607679280709638,1.9836524113531
"T6163",0.052243084,0.340874878,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.060990605,0.466422114185014,0.0842669004712456,2.07022880824955
"T6166",0.051640944,0.047394447,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.04948769,0.499360529074128,0.00160291659000216,1.97869868901395
"T6178",0.056588137,0.059359724,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.08413821,0.388408222564499,0.283470170030419,2.29079764801254
"T6180",0.055536717,0.056243887,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.055053359,0.473463184588716,0.0665670608695924,2.05063057026095
"T6182",0.053238682,0.053609847,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.053194326,0.484983132213839,0.0376505988761902,2.01861266972122
"T6201",0.053968081,0.049179697,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.048482696,0.495942467791955,0.0101709003137401,1.98818563284391
"T6203",0.05780745,0.05343338,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.051894252,0.476124941798765,0.0598816641200821,2.04322813049348
"T6205",0.062141409,0.056469823,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.055718434,0.452983519882655,0.118126988075522,2.10772056354893
"T6207",0.054753681,0.053343971,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.053384599,0.480295188192546,0.0494127389057342,2.03163635946882
"T6210",0.051293642,0.056522432,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.049810794,0.499413456400607,0.00147024730023075,1.97855179026383
"T6214",0.059287794,0.056422708,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.050876724,0.475019971658597,0.0626566179766691,2.0463007123537
"T6216",0.056380907,0.055132083,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.05396297,0.474181323784959,0.0647630674815724,2.04863308934903
"T6218",0.061952851,0.057977439,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.057117291,0.449369971106063,0.127253273112245,2.11782568936514
"T6220",0.050511305,0.051472236,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.050866775,0.498672631335646,0.00332722596389055,1.98060793939339
"T6177",0.060714871,0.064273375,0.148918985,0.151284069,0.200775564,0.071798075,0.184479348,0.065804596,0.443546364911335,0.141983891084276,2.13413624150755
"T6189",0.058364464,0.066169441,0.155419134,0.15639458,0.167645287,0.087458639,0.165468686,0.06283848,0.338696412754972,0.416023475013525,2.43756797337705
"T6202",0.053738713,0.053887229,0.162649872,0.164694284,0.191513328,0.078633306,0.184898006,0.056750246,0.467529908195947,0.0814805196955209,2.06714357387463
"T6213",0.052321944,0.051887206,0.153765589,0.155441746,0.178752085,0.080312269,0.172745336,0.056346115,0.431813280240573,0.171759558633593,2.16710550179657
"T6173",0.056001683,0.055391247,0.153818835,0.154665603,0.164527908,0.085963761,0.162758304,0.059261142,0.356703995401758,0.367282923012736,2.38359974771483
"T6186",0.054323336,0.053732772,0.152693788,0.153806491,0.172405621,0.079385979,0.166040341,0.057346705,0.403975600123136,0.243069962101849,2.24606431101105
"T6198",0.054461158,0.05444623,0.163201227,0.165403171,0.190388721,0.079322329,0.185079647,0.057311728,0.460984622302818,0.0979534656758505,2.08538332762165
"T6209",0.054031423,0.054564927,0.156519455,0.158061736,0.178651577,0.083629556,0.173676874,0.058028906,0.414354413449767,0.216357839802877,2.21648717688002
"T6179",0.053920481,0.054047091,0.157268841,0.158503235,0.181528499,0.08063285,0.171581766,0.056113103,0.431764894176343,0.171882648120013,2.1672417932604
"T6191",0.059122481,0.066491056,0.158400376,0.159472013,0.167303432,0.086943691,0.16712421,0.064480546,0.337503246082888,0.419286868701727,2.44118138274071
"T6204",0.053799631,0.05368609,0.159022718,0.160701594,0.186494687,0.080658873,0.178916473,0.057514268,0.444040395345408,0.140733105835156,2.13275130313881
"T6215",0.055957862,0.055823888,0.158085254,0.159562533,0.178398435,0.083256367,0.173912115,0.059394733,0.404602251534918,0.241452401810757,2.2442732590999
"T6181",0.054497253,0.054155083,0.156139139,0.157038357,0.172161398,0.082282216,0.168664514,0.056721273,0.404930039340337,0.240606542853189,2.24333667743993
"T6193",0.055733981,0.058033008,0.158214646,0.159856987,0.181160697,0.082336176,0.176533799,0.060572727,0.411057861553015,0.224824606170926,2.22586204727486
"T6206",0.054067182,0.05412541,0.157236707,0.159065619,0.184559996,0.080052412,0.178084758,0.056680416,0.442476908259994,0.144692303001226,2.13713514446453
"T6217",0.056772628,0.056657492,0.153407489,0.154614842,0.172022967,0.086477233,0.167410156,0.06366874,0.35160408664517,0.380993363101719,2.39878070267485
"T6175",0.052657853,0.052678464,0.162120107,0.163490068,0.183099469,0.077555238,0.175620057,0.054426365,0.46090984144014,0.0981418166696239,2.08559188022351
"T6188",0.054841117,0.053167716,0.152594265,0.153918244,0.180058758,0.079569839,0.171200355,0.057765563,0.418120810709695,0.206703247010209,2.20579707959711
"T6200",0.053816803,0.052762311,0.156034046,0.158230789,0.190595627,0.079467997,0.1821501,0.056030895,0.459424916008508,0.101882636860664,2.08973392252595
"T6211",0.054228116,0.05414099,0.156018756,0.157604293,0.180764888,0.082667015,0.174725883,0.057958555,0.420187732699138,0.201413237345787,2.19993968932134
"T6183",0.054230125,0.053820662,0.154944673,0.156013166,0.175813932,0.080550415,0.169866817,0.055937202,0.41872961650732,0.20514449578955,2.20407114433018
"T6195",0.058630575,0.061142889,0.1528068,0.153890234,0.168248388,0.083149945,0.163063858,0.0618265,0.347368974703847,0.392433484150202,2.41144783525754
"T6208",0.0544195,0.054253273,0.153243623,0.154556732,0.177262426,0.07730679,0.170211824,0.056950761,0.423944534479785,0.191812513062015,2.1893092382206
"T6219",0.055728446,0.056155926,0.154338226,0.155633001,0.175663871,0.084417285,0.170139445,0.059557103,0.388427799822727,0.283419085712507,2.29074108464008
"T3655",0.077787711,0.085351422,0.081860856,0.125661116,0.078141581,0.05155952,0.056175477,0.065162261,0.150485748079468,1.03435229793044,3.12221572722471
"T7142",0.056284686,0.063183274,0.054489285,0.077332295,0.060202613,0.109760085,0.054684729,0.049241255,0.154380623519336,1.01782475163488,3.10391551699921
"T7148",0.054710074,0.065801582,0.05243026,0.077916224,0.058057967,0.117070381,0.074535872,0.050084467,0.197328152937237,0.851203523471208,2.91942330932976
"T7154",0.043669916,0.045094545,0.044057554,0.091094158,0.041446108,0.069676631,0.047678971,0.042565907,0.211022559223824,0.802878232769906,2.86591488386674
"T7156",0.051753468,0.056504336,0.051674655,0.048905131,0.052174741,0.072934049,0.066823823,0.050667036,0.000146420678766217,3.62155161940407,5.98690541748867
"T7160",0.053861895,0.055402457,0.052756629,0.101532711,0.055146523,0.10548356,0.071703625,0.055733899,0.165340768052976,0.97274201869292,3.05399743021099
"T7164",0.051199072,0.051386381,0.051263857,0.102025848,0.056095612,0.075345428,0.078744826,0.057990167,0.073346291593771,1.45131350224663,3.58389815475577
"T5302",0.179610948,0.101835654,0.147284836,0.228892607,0.160288841,0.378302599,0.179105715,0.076646991,0.47077699172448,0.0733168499688127,2.0581043087872
"T5553",0.119163241,0.136817039,0.097308254,0.218177192,0.137208037,0.08527884,0.142037842,0.089678166,0.240337095762118,0.705218626322925,2.75778078479603
"T5549",0.075644049,0.163065743,0.074798493,0.102798739,0.160386112,0.067273378,0.066782572,0.091287994,0.241948394847463,0.700048862912262,2.75205653780018
"T5551",0.140595775,0.085505377,0.085819208,0.085520278,0.158131938,0.093985206,0.124584045,0.096990579,0.043470393104455,1.71176065150405,3.87227959376736
"T5555",0.101714591,0.079512201,0.138144762,0.174670097,0.16061114,0.291470875,0.131229142,0.096438708,0.361967211445442,0.353205449300577,2.36801239289702
"T5557",0.136921717,0.111437338,0.139475109,0.182170249,0.154046366,0.247796888,0.131841057,0.093354773,0.138263218578553,1.0881555653491,3.18178967044489
"T5559",0.142575611,0.113429472,0.086491888,0.111275036,0.194681618,0.086378012,0.138860902,0.075420838,0.223327834897992,0.761002339655839,2.8195475868909
"T5561",0.124619153,0.084544454,0.107227641,0.1503092,0.109048106,0.106400587,0.116829566,0.100759204,4.05462255452204e-06,4.46227925068896,6.91780539016262
"T5563",0.13246214,0.090672563,0.134628521,0.181612963,0.163358029,0.25011207,0.120189699,0.068830108,0.270674508722237,0.610774288267458,2.65320680810791
"T5569",0.14648855,0.107380528,0.120518386,0.168260854,0.143843403,0.232192498,0.130164877,0.069285724,0.197805812000937,0.849484729136179,2.91752016550532
"T5565",0.12121484,0.139879619,0.138253658,0.086046239,0.163273579,0.262866419,0.122918869,0.113591861,0.315628600028361,0.479958081579005,2.50835989372082
"T5567",0.150728752,0.104570359,0.136538438,0.086735415,0.149600208,0.242263534,0.135347632,0.105118274,0.199945623056235,0.841815479236591,2.90902834930196
"T5571",0.165648875,0.140705926,0.110680014,0.160449803,0.136278325,0.244246685,0.115278256,0.091371645,0.208284068595073,0.812389555933289,2.87644634511937
"T5577",0.122099477,0.093164019,0.145668132,0.20939568,0.129866682,0.248409459,0.115509616,0.093079707,0.252709060055799,0.665989017670171,2.71434359983395
"T5573",0.12754566,0.092666324,0.096756264,0.166926621,0.132389793,0.27845073,0.108860047,0.099061633,0.399728773626584,0.254049201649534,2.25822113019315
"T5575",0.095272093,0.079689044,0.07440306,0.153997327,0.168111857,0.259895854,0.146571508,0.096924512,0.395560243401696,0.26485588089758,2.27018688110029
"T1708",0.082605716,0.064113145,0.131484462,0.310880769,0.237259901,0.157977762,0.206285874,0.145049195,0.354166407609907,0.374096106622328,2.39114368013715
"T1709",0.082605716,0.09117278,0.073255281,0.272379189,0.209358878,0.159324288,0.197947082,0.141188816,0.391321597607896,0.275876146929673,2.28238912706722
"T5774",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.104218435,0.235866107921549,0.719663481667785,2.77377492480694
"T5776",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.112350819,0.213260021457951,0.795160676509274,2.85736958019788
"T5778",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.115798427,0.204262050655805,0.826493680692102,2.89206320944498
"T5779",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.1090559,0.222193098578685,0.764807473016811,2.82376084027992
"T5780",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.113842407,0.209322358520871,0.808774759671558,2.87244384345765
"T5781",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.088110511,0.285471509320837,0.56666321307361,2.60436459433434
"T5782",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.088713651,0.283519428120704,0.572417952646324,2.61073655917959
"T5783",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.102548333,0.24073223761588,0.703949095602785,2.75637509040856
"T5784",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.115378923,0.205337318468931,0.822706994269904,2.88787038152333
"T5786",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.112522354,0.212803759284094,0.796730582283746,2.85910786640161
"T5788",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.102371132,0.241252743224919,0.702278519580498,2.7545253365577
"T5790",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.1069631,0.228029305989451,0.745352564588353,2.80221929335021
"T5792",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.118258655,0.198067857692647,0.848542856896901,2.91647727264778
"T5794",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.094433146,0.265338342066204,0.626973380916808,2.67114333635259
"T5796",0.082605716,0.108606249,0.051829306,0.122887136,0.205238176,0.17510275,0.169437121,0.099998626,0.374862498887096,0.319001997892276,2.33014044626827
"T5798",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.104967945,0.233705959448093,0.726696465866404,2.78156223255643
"T5800",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.092354423,0.271873699072931,0.607155986585811,2.64920042505206
"T5802",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.105577204,0.231961048422869,0.732403870886908,2.78788178597649
"T5804",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.120739296,0.192019318101393,0.870479099559691,2.94076628960818
"T5806",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.110614677,0.21792731557889,0.779212358700489,2.83971072367891
"T5808",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.112305923,0.213379585306543,0.794749605529223,2.85691441975131
"T5810",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.091597981,0.274273077712313,0.599940101650931,2.64121059952624
"T5812",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.115243829,0.205684759422808,0.821485958712368,2.88651838365286
"T5814",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.102086492,0.242090499284864,0.699593827267026,2.75155269725307
"T5816",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.112702094,0.212326622947064,0.798374415039152,2.86092800863335
"T5818",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.113504638,0.210208119894347,0.805699323313476,2.86903855080975
"T5820",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.115199387,0.205799181666894,0.821084104812882,2.88607342886592
"T5822",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.090252553,0.278567380029561,0.58710266169806,2.62699627843504
"T5791",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.100181659,0.247748663511454,0.681591443355239,2.73161946552862
"T5793",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.086756912,0.28987451347158,0.553751350496525,2.59006786841157
"T5795",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.078541059,0.317167149806272,0.475635191332536,2.5035733513704
"T5803",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.102725265,0.240213317852431,0.705616539736821,2.75822137646013
"T5805",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.096935064,0.257591885781723,0.65078734325435,2.69751146803324
"T5807",0.082605716,0.108606249,0.176732081,0.263797906,0.205238176,0.17510275,0.169437121,0.100623202,0.246429165406107,0.685769724414333,2.73624588861619
"T1092",0.054595769,0.078679085,0.257295371,0.340840061,0.140565057,0.200694735,0.228089035,0.318875925,0.418881503774139,0.20475569022307,2.20364063737674
