"","alaA","avtA","leuE","livF","livG","livH","livJ","livK","livM","lrp","lysU","sdaA","yfbR","pval","z","inv_cof_var"
"T2114",0.052138454,0.044665447,0.089547789,0.074078302,0.088105312,0.106077281,0.088940226,0.162142458,0.092244355,0.293892223,0.219480161,0.147010193,0.058962529,0.408356124353237,0.23177567817166,2.00358775950527
"T2115",0.06778459,0.041266441,0.077849944,0.078047438,0.080887018,0.09636757,0.091676273,0.151175678,0.119850205,0.307220178,0.220025007,0.136122416,0.055848704,0.376579229336563,0.314477426269958,2.0638581826714
"T2133",0.044613457,0.068707129,0.043879626,0.109706412,0.075943272,0.091814218,0.130360793,0.141652451,0.129181419,0.335264472,0.207316217,0.128889446,0.050731979,0.363687673062334,0.348619020707928,2.08873949886676
"T2116",0.05559194,0.062327474,0.047601875,0.132246497,0.064823738,0.077911713,0.123484053,0.126871567,0.088091535,0.350749439,0.210496321,0.112121142,0.050029467,0.402819312991967,0.246056332008591,2.01399504918938
"T2117",0.104245727,0.063789345,0.051853734,0.072454509,0.072557903,0.085810252,0.127082188,0.134733222,0.124716955,0.324746502,0.199737498,0.121430538,0.055134569,0.238392684067827,0.711482376180419,2.35318285694203
"T2118",0.123212278,0.090718728,0.119384396,0.090680419,0.080689007,0.088311345,0.122491711,0.122688738,0.105362161,0.300151492,0.179331551,0.111992215,0.073331896,0.00284231740221877,2.76543835644838,3.85004113312036
"T2134",0.088041434,0.047806059,0.118685571,0.092274579,0.070808764,0.084592995,0.122244223,0.132092409,0.077087108,0.344054656,0.144768352,0.117789457,0.05248026,0.0465433623542947,1.67933525017275,3.05852347693399
"T2135",0.043878261,0.055835137,0.047966779,0.064955096,0.078713909,0.094648512,0.123889046,0.144060379,0.102983629,0.324456493,0.203993958,0.129894597,0.055757479,0.417864368918395,0.207359975909346,1.98579436648655
"T2110",0.075656689,0.06566661,0.107174519,0.074554484,0.069463296,0.081910453,0.104908649,0.129510245,0.087537542,0.336488874,0.198525556,0.115631931,0.050505933,0.196502189350629,0.854181596165485,2.45717754353262
"T2111",0.043846304,0.067250148,0.045698298,0.110310094,0.077037961,0.091919824,0.110909534,0.13619455,0.072212545,0.350008881,0.20811704,0.124285484,0.052500123,0.398992697593129,0.255955245635319,2.02120906493737
"T2128",0.043939015,0.067752163,0.057456619,0.047721845,0.066405822,0.079758295,0.08369794,0.129321739,0.080971516,0.338273149,0.199589785,0.114648495,0.047822944,0.462006366462128,0.0953803379354742,1.90418714146571
"T2129",0.078642256,0.035547624,0.039362829,0.083814765,0.075170103,0.09239069,0.124535601,0.127940062,0.127218925,0.323138364,0.212102541,0.132003083,0.054191329,0.416013786592003,0.212101854184661,1.98925009767516
"T2130",0.06275423,0.065114918,0.059724028,0.045845898,0.083534992,0.095896434,0.08894771,0.140570556,0.089234321,0.331826352,0.206862952,0.126796107,0.063356284,0.365702768238771,0.343256455331634,2.08483143051371
"T2119",0.176874531,0.061236831,0.055263897,0.219793086,0.063137653,0.088399663,0.173611959,0.205126229,0.202767701,0.152111359,0.25175249,0.148493277,0.052434736,0.447973339423164,0.130783369953486,1.92998775354652
"T2120",0.072153163,0.113118046,0.111867185,0.09047211,0.062090836,0.076099957,0.173528415,0.128585107,0.16084292,0.31217594,0.192462686,0.113552064,0.05774898,0.167224336153865,0.965191961816763,2.53807839348415
"T2121",0.155890905,0.0311157,0.06400272,0.13605476,0.061820874,0.067239782,0.15771871,0.079029431,0.14514754,0.317259196,0.186228498,0.09332477,0.062892259,0.375209680944511,0.318086449630222,2.06648832496151
"T2124",0.039787458,0.066223167,0.064775449,0.046746193,0.09362873,0.106491737,0.087607389,0.149543662,0.086804613,0.313114002,0.203264481,0.137958354,0.071674162,0.388555722375509,0.283085306589721,2.0409805968801
"T2137",0.054847679,0.055595748,0.095601434,0.021454889,0.073595377,0.090488707,0.095281945,0.149575712,0.087189131,0.350965825,0.200202064,0.133258847,0.046627345,0.485299829679787,0.0368562049876497,1.86153660094746
"T2138",0.060976809,0.085766508,0.053510149,0.063725381,0.066790358,0.07783506,0.129233335,0.124506691,0.125849614,0.328477159,0.208258039,0.110378722,0.055598345,0.339108079432011,0.414898567059754,2.13704193983978
"T2139",0.069048581,0.081207747,0.088926557,0.080338224,0.077277185,0.093399417,0.127919302,0.122198696,0.126622784,0.215352072,0.211885015,0.130919717,0.050487673,0.19397198716734,0.863351977441431,2.46386062790272
"T2142",0.097394741,0.066921622,0.059861381,0.101622876,0.073405287,0.083207476,0.136683024,0.119671918,0.127324487,0.321572774,0.172229302,0.10893756,0.061754888,0.065026641071678,1.51389180816108,2.93795351935277
"T2108",0.076129547,0.042303246,0.180244996,0.158511726,0.049886518,0.070882645,0.199327986,0.129353877,0.191139663,0.300972753,0.20288615,0.119253542,0.02892017,0.493245108645698,0.0169328107887689,1.84701706022572
"T2112",0.116555054,0.082880275,0.117237226,0.116077401,0.073078054,0.080213833,0.108674139,0.112923811,0.113605446,0.279868142,0.159637694,0.10269701,0.077645461,0.000276941885981502,3.45324593829004,4.35129358506608
"T2123",0.131621859,0.135741185,0.148192501,0.1219726,0.053512316,0.068675057,0.148346627,0.119432295,0.145908754,0.292773002,0.165310163,0.105694459,0.046377967,0.066064237787647,1.50576124437583,2.93202822114343
"T2141",0.075222651,0.097685231,0.062029805,0.095449502,0.07549773,0.091202129,0.111951201,0.130202372,0.112112536,0.299146122,0.185743776,0.119186588,0.057476218,0.0737900006953865,1.44813248720414,2.89003020222432
"T6093",0.09235158,0.05963063,0.058516331,0.085494592,0.072416038,0.068996341,0.208628201,0.088404544,0.088068753,0.076935626,0.078515622,0.056039059,0.057988819,0.383785219940779,0.295554350459387,2.05006764241157
"T6130",0.075096658,0.057963238,0.059821453,0.068437118,0.057063066,0.06145073,0.06935343,0.072541253,0.072282803,0.191261282,0.064541693,0.191706273,0.059953132,0.383907696206451,0.295233657354112,2.04983393140055
"T6126",0.074428228,0.057440386,0.058693371,0.068946794,0.056849277,0.059871666,0.066265605,0.0719251,0.071675557,0.202678528,0.065684642,0.196964071,0.058531255,0.435816711219003,0.161584044996104,1.95243431315751
"T6143",0.078798443,0.053385287,0.055381117,0.066697023,0.052852556,0.059474042,0.068159842,0.075544052,0.075234258,0.073153203,0.084882565,0.181477863,0.055608908,0.329116824721832,0.442353186018175,2.15704999940972
"T6139",0.134962647,0.047775,0.045467064,0.053882236,0.052502494,0.045771822,0.130896774,0.17327412,0.107271545,0.049318663,0.115725689,0.162878575,0.045120872,0.481764526677206,0.0457254819926327,1.86800025003058
"T6146",0.134962647,0.050806592,0.04781726,0.047049538,0.053724772,0.047057454,0.108257801,0.17327412,0.107271545,0.051747591,0.090475887,0.138526136,0.047224449,0.437140868541526,0.158222166924001,1.94998428255117
"T6187",0.134962647,0.046160701,0.046142536,0.044971692,0.050014016,0.044737936,0.121326508,0.17327412,0.107271545,0.114110403,0.102350779,0.085861738,0.045159806,0.468593100630092,0.0788069181705282,1.8921089563546
"T6213",0.081577977,0.054043913,0.053623951,0.059595283,0.061714681,0.062489702,0.187552039,0.078573534,0.078270066,0.187343434,0.095281125,0.068736831,0.056417456,0.345082471214004,0.39863123585246,2.12518682240645
"T6209",0.084876646,0.060094228,0.0562102,0.072725305,0.055716782,0.066852982,0.188777605,0.081959098,0.08168104,0.182515339,0.089936451,0.198771914,0.060705527,0.485937048800275,0.0352578947006645,1.86037180286807
"T7301",0.152740771,0.086199559,0.086230241,0.195002557,0.13903992,0.077809857,0.280641488,0.218526771,0.079912779,0.381237903,0.080527987,0.097136974,0.084618546,0.436409709155931,0.160078270175288,1.95133695200457
"T7302",0.16028801,0.094881807,0.09631837,0.180145062,0.144317083,0.063046219,0.25613951,0.191039379,0.078094968,0.346598913,0.087448345,0.12334504,0.086836847,0.280463559276022,0.581464973239486,2.25843027825533
"T7303",0.157387588,0.090979983,0.090372026,0.209678334,0.142418469,0.067242946,0.106314737,0.237256064,0.073645625,0.377786157,0.083261475,0.083211114,0.084710673,0.345825781104337,0.396614765848581,2.12371728272645
"T7304",0.156552008,0.088332341,0.088947321,0.19267134,0.14296628,0.029103287,0.094799124,0.226197887,0.075791699,0.342698136,0.08399069,0.085113944,0.085289673,0.402367116293206,0.247224826726718,2.01484661125122
"T7305",0.163727043,0.089867691,0.090069466,0.130506238,0.135492024,0.069267372,0.159312446,0.210510177,0.071099983,0.409256231,0.063266819,0.10863578,0.08023257,0.186639628435584,0.890347623444842,2.48353420247257
"T7306",0.16570243,0.089622817,0.088946633,0.121376722,0.138855272,0.066438574,0.181274076,0.212153078,0.079129785,0.387202022,0.075084617,0.138225213,0.086218865,0.16574693117528,0.971109281521019,2.54239074927814
"T7307",0.097472373,0.084862738,0.090738848,0.134046794,0.130826676,0.073670405,0.173945374,0.220473643,0.083075328,0.372799347,0.070019489,0.112137385,0.085047816,0.183481838396292,0.902175444545723,2.4921539450932
"T7308",0.147026967,0.09334179,0.096445332,0.144115279,0.12704589,0.056817498,0.248701796,0.204418105,0.081708047,0.353610954,0.081515106,0.1261466,0.086863264,0.29153036211402,0.54891945793035,2.23471213414174
"T7309",0.144634416,0.087480309,0.085445096,0.113085694,0.131578152,0.072713055,0.184961718,0.211885139,0.079819561,0.372516275,0.073884403,0.107021449,0.081873243,0.17783876977535,0.923632782638971,2.5077913756994
"T7310",0.166410919,0.088828991,0.088664955,0.127001846,0.124760761,0.064612505,0.194212251,0.213198316,0.081374721,0.37264032,0.073321363,0.134710176,0.08475589,0.201236905587841,0.837211292307779,2.44481012182412
"T7311",0.136578605,0.089090228,0.08802549,0.101036432,0.149217043,0.064937678,0.197062527,0.157338718,0.075121831,0.386417605,0.071124136,0.101301808,0.079718599,0.134245524837979,1.10654418679354,2.64109143263657
"T7312",0.158808547,0.093361511,0.093096075,0.117329652,0.144098191,0.050619433,0.224244615,0.185729274,0.084555257,0.363358036,0.082480364,0.135414019,0.088009218,0.205898926203379,0.820733907546036,2.43280192399158
"T7313",0.131451614,0.091146269,0.110705844,0.09101247,0.153263473,0.079884258,0.122146129,0.178639119,0.073750717,0.371653243,0.115844015,0.081909151,0.081610547,0.0192108231211799,2.07032792508656,3.34346659499122
"T7314",0.158687502,0.081318937,0.084510826,0.114061891,0.143019129,0.080622086,0.080597591,0.157612748,0.078126282,0.371222445,0.120460195,0.090562673,0.081291615,0.0195388471917226,2.06336782599219,3.33839429449767
"T7315",0.133465816,0.092434809,0.107233794,0.105874507,0.143151364,0.078252302,0.112239577,0.177712734,0.072593858,0.385706502,0.09538974,0.086193552,0.080296655,0.0129104557268096,2.22889470595412,3.45902505902295
"T7316",0.149693401,0.086932026,0.092467136,0.112368667,0.133442957,0.083454069,0.085870011,0.165845167,0.083793242,0.362233589,0.098428586,0.135704541,0.085410032,0.00460393567050763,2.60423828921979,3.73256361312008
"T7317",0.12435715,0.098474796,0.113329014,0.135841061,0.145869603,0.083729495,0.204855342,0.180739298,0.081255756,0.384010262,0.074298417,0.115400108,0.088481815,0.0613722817325702,1.54335542160698,2.95942567068236
"T7318",0.152626873,0.082855261,0.083091473,0.150031667,0.120269335,0.087241187,0.085363799,0.152253527,0.0892874,0.364958101,0.074193739,0.198967531,0.088752077,0.0866260144568287,1.36182845597368,2.82713454883353
"T7320",0.127490294,0.088968554,0.088641862,0.09811118,0.130550156,0.084890443,0.20182603,0.179810238,0.085653543,0.334608185,0.282116276,0.140543904,0.086360107,0.320695907314107,0.465753692959531,2.17410355012767
"T7322",0.134364395,0.086394003,0.086574216,0.108364517,0.138506669,0.078639175,0.214084001,0.172168951,0.079414902,0.370448075,0.091834933,0.086974365,0.079247423,0.147442249741556,1.04746644686327,2.59803744082659
"T7323",0.112676963,0.092367358,0.09404532,0.105357802,0.147513353,0.080609527,0.186274363,0.203464255,0.081218181,0.370689611,0.105549879,0.139115957,0.083634257,0.0740462329335981,1.44630217543637,2.88869632878989
"T7324",0.139326222,0.08723489,0.087190746,0.089637377,0.134902699,0.085029331,0.088253367,0.194119695,0.087212579,0.329639594,0.096729271,0.167744663,0.088521332,0.0574017237395762,1.57696557017514,2.98391968590525
"T7326",0.112644541,0.078988325,0.087865082,0.07844667,0.122179794,0.087611025,0.087848092,0.163534421,0.08766332,0.338211432,0.083315272,0.129535416,0.087631812,0.0027914190035981,2.77132670755435,3.85433237751444
"T7328",0.143251142,0.08365176,0.083842719,0.096269535,0.12854448,0.083756775,0.086976414,0.214727578,0.086743994,0.351319291,0.071014757,0.203174838,0.087007125,0.246528925589028,0.685453409184011,2.33421376751497
"T7330",0.144653291,0.085307161,0.084982372,0.112236345,0.135644655,0.080636601,0.08151067,0.146297516,0.081753465,0.331852031,0.061597196,0.15550258,0.084655206,0.0285284365450817,1.90287488297713,3.2214321043007
"T7332",0.136347968,0.081570813,0.080576236,0.096875146,0.130012565,0.073886634,0.076733949,0.192711701,0.076377418,0.350610192,0.068982451,0.111643575,0.079438437,0.10860934187285,1.23395765480213,2.73394634574935
"T7334",0.138223862,0.078417142,0.078791774,0.092969779,0.12468748,0.089838462,0.085806194,0.185507358,0.08852388,0.349942601,0.073451883,0.146980601,0.08783626,0.0501783536894669,1.64312676903059,3.03213587895907
"T7336",0.154104245,0.087427229,0.087595832,0.131980385,0.124769927,0.086672957,0.180602411,0.204736999,0.091151419,0.368455639,0.065465043,0.118590422,0.09161636,0.0962375255542019,1.30329211767876,2.78447511344364
"T7338",0.15047128,0.086704793,0.083852579,0.117490024,0.138049132,0.068821805,0.071219915,0.201758204,0.072169118,0.397672481,0.077941678,0.083533677,0.077149622,0.190688574737927,0.875361668355649,2.47261291150179
"T7340",0.139547251,0.081601075,0.082407098,0.111583218,0.127396301,0.087607404,0.086009187,0.193274151,0.088941811,0.352383601,0.080755824,0.166367018,0.088922958,0.0634401556508365,1.52652041053992,2.94715684608856
"T7342",0.126209507,0.089121658,0.088624878,0.099554541,0.126698959,0.087231892,0.086214829,0.174332102,0.087363369,0.327938609,0.083257467,0.135844015,0.088754918,0.00477018800718297,2.59205773231654,3.72368680778236
"T7344",0.134808133,0.087363772,0.086208683,0.102758601,0.118749514,0.085994412,0.084099788,0.190191714,0.087457165,0.372869481,0.173021279,0.122747411,0.087364777,0.0387203678049847,1.76573251174907,3.12148707365761
"T7346",0.131305302,0.088669006,0.087948029,0.091231644,0.133712787,0.079381926,0.088187185,0.176176745,0.082453505,0.34843419,0.128894528,0.180512157,0.083244412,0.0452082867074122,1.69320436825317,3.06863085235071
"T7348",0.14200104,0.077775477,0.078309725,0.086010777,0.107335316,0.087931635,0.087686018,0.182383982,0.087862321,0.325195066,0.084213406,0.10412552,0.087322884,0.0258405150685433,1.94578118096405,3.25270085974575
"T7350",0.152723987,0.086534611,0.086567157,0.126316848,0.122282128,0.088942581,0.088098043,0.207842618,0.092444007,0.358565772,0.068444992,0.190727769,0.09204747,0.144918812265303,1.05847789232813,2.60606223465621
"T7352",0.148568158,0.079978733,0.079510444,0.109945448,0.123577667,0.084431194,0.080250405,0.182957971,0.08429963,0.372430632,0.086009781,0.130598671,0.084719809,0.035305361594227,1.80797286968786,3.15227051301894
"T7354",0.148525637,0.079104465,0.079781137,0.120459377,0.12230965,0.091635544,0.091031572,0.200093344,0.091788235,0.37777821,0.066669357,0.134020128,0.090513204,0.0695234153187523,1.47934987038369,2.91278044557026
"T7356",0.171236189,0.087737451,0.085583361,0.121650873,0.140498799,0.067983014,0.187710863,0.235734855,0.080725283,0.385091936,0.060366733,0.154363345,0.081695268,0.296406806001729,0.534763201348411,2.22439550124992
"T7358",0.154946582,0.087827271,0.088102287,0.132775588,0.118852548,0.077074436,0.220315608,0.203920263,0.086489332,0.375241849,0.081388829,0.159063085,0.090091058,0.173783445814896,0.939319184604691,2.51922313024109
"T7360",0.140787678,0.078675805,0.078369024,0.103528699,0.126122965,0.074070583,0.078263128,0.170947027,0.076568172,0.376330415,0.072931627,0.106841709,0.080222273,0.0405884651554875,1.74389769691833,3.10557454992185
"T7362",0.149362595,0.083220287,0.083676569,0.130375339,0.120307873,0.084011911,0.082239817,0.159522114,0.085045936,0.333919276,0.083510859,0.239519971,0.085152137,0.223912696549436,0.759045409902414,2.38784529438026
"T7364",0.138135997,0.079311412,0.078991409,0.088894135,0.130807621,0.081606211,0.079104015,0.185104003,0.080730755,0.391210299,0.078016207,0.093804844,0.082811161,0.0633161091794894,1.52751814650851,2.9478839645645
"T7366",0.124285487,0.083336048,0.083507901,0.083296324,0.118255274,0.077958542,0.078928791,0.154640531,0.08167144,0.339277028,0.078055437,0.112868511,0.084563304,0.00227090138138588,2.83785346944508,3.90281498136776
"T7368",0.134669088,0.083789962,0.084099057,0.092831954,0.132600451,0.083452907,0.097544502,0.186129517,0.077499398,0.327652298,0.055627733,0.146696701,0.088389597,0.0813144767735576,1.39628412108774,2.8522447498226
"T7370",0.155442482,0.093410367,0.091928896,0.092808157,0.143634338,0.06607083,0.085181661,0.213338899,0.078277689,0.310893761,0.076721698,0.138600433,0.084214201,0.172819369919443,0.943082434148727,2.5219656677051
"T7372",0.139224374,0.089745136,0.088823905,0.089701071,0.139535651,0.071099234,0.087763035,0.199820814,0.066145978,0.294560899,0.066428318,0.1349492,0.083950023,0.146972880868487,1.0495049858224,2.59952306366447
"T7374",0.149594286,0.086557756,0.089293423,0.095589113,0.130565233,0.055788314,0.076065131,0.203902044,0.063098145,0.336449032,0.082439044,0.132816282,0.077921823,0.209371331769644,0.808604520863195,2.42396240989508
"T7376",0.149268279,0.086941604,0.086342263,0.091203703,0.136383918,0.065399063,0.07761276,0.197440291,0.0642709,0.324952304,0.095954141,0.16735183,0.080294428,0.184609632839123,0.897936759570746,2.48906492529635
"T7378",0.145012978,0.085623555,0.085017973,0.088445192,0.125579393,0.068582159,0.076302701,0.179482238,0.070385944,0.351746323,0.06993465,0.134461161,0.083206711,0.0934596887490673,1.31974737348154,2.79646718438949
"T7380",0.152318114,0.084222358,0.082578155,0.089101076,0.125002903,0.062584289,0.068988115,0.206542303,0.064611899,0.342853014,0.06679061,0.190456591,0.077290212,0.366040252015736,0.342359312908703,2.08417762143816
"T7382",0.149759458,0.085161658,0.085218229,0.094750796,0.13890222,0.077573608,0.085655604,0.204834482,0.072041788,0.318770969,0.073061829,0.166087586,0.085240148,0.177251925294072,0.925888649513678,2.50943538026124
"T7384",0.14994731,0.087919634,0.064593789,0.094209223,0.126152114,0.06386722,0.082401066,0.194122771,0.065791432,0.358435811,0.066336907,0.192570384,0.08188409,0.317065079881867,0.475921702986701,2.18151367483709
"T7404",0.142035277,0.091878946,0.088363297,0.082161329,0.133218662,0.082676437,0.076304397,0.084758681,0.084082683,0.411301394,0.065781644,0.251831034,0.08352536,0.3782764476409,0.310010600379624,2.06060290097772
"T7406",0.12507973,0.086447843,0.083256746,0.083955834,0.123975418,0.077874544,0.080841446,0.101835218,0.079826986,0.34419652,0.091118529,0.185066659,0.077678325,0.0351671780659037,1.80975134553877,3.15356661007359
"T7408",0.128476351,0.076621691,0.07960834,0.084954014,0.135981627,0.090880533,0.09014082,0.113710259,0.08899279,0.384995034,0.057766262,0.211743157,0.088099653,0.157148197289105,1.00624777747315,2.56799857582539
"T7410",0.118317107,0.083957834,0.080645618,0.080752935,0.126374279,0.0791688,0.081226162,0.096534701,0.078816512,0.374806881,0.072128812,0.167311505,0.078901615,0.0172131053571984,2.11504384349913,3.37605414467377
"T7386",0.156352947,0.092597083,0.09195777,0.124837604,0.146578989,0.078015836,0.095796682,0.214402441,0.049929843,0.347815243,0.067595453,0.169050416,0.08933218,0.226463973522304,0.750542649614235,2.38164875110962
"T7388",0.136782521,0.093358649,0.093212967,0.097359327,0.129711527,0.073971429,0.094594213,0.206941617,0.070428193,0.339184619,0.074348519,0.094173312,0.089483913,0.10485190067503,1.25438032239002,2.74882974115522
"T7390",0.143357808,0.089736643,0.067552208,0.097829388,0.132004376,0.072158013,0.088931164,0.205966394,0.072425158,0.346692281,0.072601993,0.104777493,0.086314289,0.161754403161145,0.987273034441653,2.55417038212606
"T7392",0.141969232,0.090494383,0.090424083,0.135759222,0.121194104,0.070620351,0.090313017,0.214797751,0.075924484,0.320194598,0.062965811,0.090090399,0.091974927,0.169693149224371,0.955378547792009,2.5309266871469
"T7394",0.138461901,0.092697727,0.092668132,0.097170874,0.128190143,0.072923432,0.092181716,0.182019853,0.069123108,0.361079698,0.062742705,0.151238076,0.08903373,0.0717619647010188,1.46279336417999,2.90071458652864
"T7396",0.149412641,0.08376344,0.084748666,0.093505399,0.143596778,0.074181933,0.11745658,0.223332896,0.072364221,0.354417493,0.088391768,0.158139536,0.080837724,0.188060380323728,0.885066510143971,2.47968549382069
"T7398",0.130617539,0.083508848,0.083430894,0.09497676,0.135694757,0.081034498,0.084572376,0.188023864,0.074629337,0.354593377,0.086414914,0.101119209,0.084533883,0.0433561057876697,1.71300178298374,3.08305858321304
"T7400",0.12142469,0.081478478,0.081597396,0.111637428,0.136552418,0.087904485,0.104200932,0.210234407,0.081542663,0.329511056,0.072725826,0.08386171,0.08791495,0.105503826795368,1.25079945553871,2.74622011843995
"T7402",0.132707525,0.079940914,0.080269264,0.114180889,0.131133034,0.090486138,0.081556341,0.204241725,0.087613164,0.316271923,0.060849389,0.102387011,0.088051668,0.1057797291384,1.24928881260699,2.74511920956146
"T7412",0.129113612,0.088461123,0.082621404,0.088038913,0.137085139,0.079032952,0.074530122,0.078494044,0.077993574,0.381286185,0.103671082,0.261254557,0.08052592,0.399212246693617,0.255386633659797,2.02079467848037
"T7414",0.13567937,0.082833577,0.084064856,0.099216424,0.130628874,0.087511479,0.142141888,0.158490746,0.091773664,0.363803164,0.056243178,0.129793989,0.09088943,0.0114069278811944,2.27653755083211,3.49374566031208
"T7416",0.1328165,0.076330444,0.078045958,0.093319782,0.129864482,0.089275963,0.083565053,0.178406407,0.08988057,0.341301734,0.071091398,0.126451125,0.08879583,0.0279368676275883,1.91201917014751,3.22809617211045
"T7418",0.128442112,0.07732586,0.079075358,0.085923318,0.13501559,0.082231634,0.077467302,0.128230736,0.08223044,0.351743946,0.107169993,0.185814612,0.082370949,0.04405866569267,1.70541350488668,3.0775284856936
"T7420",0.13879801,0.085600224,0.082828772,0.106551254,0.108342209,0.078322091,0.082590905,0.123302218,0.080539989,0.381005733,0.105618732,0.204489577,0.081605501,0.0671642429517472,1.49724897636481,2.92582474894454
"T7422",0.143834316,0.091728814,0.087414676,0.104944833,0.124951627,0.07725651,0.084642242,0.133606682,0.079640095,0.348727242,0.109803099,0.188073589,0.082587913,0.0248332112342807,1.96282576894989,3.26512241738173
"T7424",0.137280302,0.08511162,0.08643221,0.086753053,0.097048372,0.086541659,0.086489015,0.137084571,0.087176594,0.341533268,0.086801416,0.224753486,0.087204392,0.154784644575885,1.01612621035618,2.57519766585395
"T7426",0.147485763,0.080017072,0.081953363,0.109061171,0.11019514,0.086861808,0.216823499,0.154188422,0.087811682,0.381184758,0.054480897,0.123836733,0.088349099,0.164412403068695,0.976483731097817,2.54630747846134
"T7428",0.139176082,0.082657853,0.080724158,0.10378612,0.123052947,0.075861541,0.110142017,0.127332882,0.076758097,0.358296989,0.096859868,0.165561662,0.079334306,0.00650523896246679,2.48348235684402,3.64456050180184
"T7430",0.139701545,0.088749488,0.086343911,0.087300435,0.135610118,0.078035872,0.083271797,0.093501319,0.081073648,0.382097053,0.09882619,0.210683746,0.07828839,0.122347349457859,1.16333231633082,2.68247682867387
"T7432",0.12381389,0.086608577,0.082305391,0.08343423,0.110552766,0.080753815,0.079605219,0.087174144,0.080698622,0.397534459,0.121410446,0.206330321,0.079582907,0.10046740409204,1.27889280072323,2.76669366151924
"T7434",0.144546978,0.080016102,0.080501836,0.103869524,0.097262785,0.091946013,0.258188982,0.150216138,0.092401248,0.369004509,0.068933178,0.159809826,0.090518681,0.297541371775436,0.531484984920384,2.22200644060864
"T7223",0.153882137,0.079099422,0.078777,0.078986304,0.127429448,0.085271317,0.08379359,0.176743043,0.085247077,0.292470264,0.046116899,0.141442756,0.082769781,0.138323767030069,1.08788125106894,2.62749047425892
"T7224",0.154410881,0.081932025,0.081781829,0.096419575,0.13179673,0.076728993,0.082635557,0.192944686,0.079762367,0.365782333,0.048671437,0.110051885,0.082858801,0.164276752837403,0.977031605489949,2.54670675202224
"T7225",0.137239164,0.087082397,0.087343109,0.095000698,0.13048772,0.089182013,0.086534212,0.144105963,0.089017581,0.300280799,0.074257557,0.151903191,0.089708756,0.00276009705263451,2.77499862593199,3.85700835570765
"T7226",0.141360815,0.084481613,0.084489089,0.09681208,0.128607694,0.087970442,0.085067233,0.154135232,0.090590219,0.339777908,0.070077462,0.184641794,0.090645823,0.0459991220080681,1.68494986847807,3.06261523350455
"T7227",0.15058045,0.078754399,0.079202482,0.078367894,0.135325668,0.080715406,0.07978605,0.180619406,0.081215671,0.318960643,0.083157236,0.181824955,0.082209607,0.158378032752934,1.00114633770143,2.56428080756936
"T7228",0.15117677,0.085776065,0.085567173,0.086289768,0.133241814,0.077903515,0.085811528,0.186505262,0.084769011,0.366363525,0.071094379,0.188822569,0.087149083,0.157670987888178,1.00407601406018,2.56641586321138
"T7229",0.1512714,0.076442219,0.077163386,0.077203684,0.131321305,0.083766843,0.084331434,0.171617821,0.084360685,0.371508747,0.050006292,0.076446522,0.083493528,0.127930586983814,1.13622795451236,2.66272402545011
"T7230",0.145706834,0.084914951,0.084823565,0.092440589,0.13257279,0.077936788,0.084797405,0.180991002,0.083748288,0.39214503,0.06333121,0.09470417,0.08816842,0.0584408465751484,1.56799759700983,2.97738411017627
"T7231",0.147603005,0.080925474,0.080113256,0.07988804,0.132818106,0.071820211,0.076972984,0.182113053,0.071123905,0.359645423,0.051714477,0.121579865,0.076420655,0.177442594307011,0.925155189591843,2.50890085782512
"T7232",0.144087086,0.082334946,0.082257488,0.088892111,0.132138143,0.08293039,0.082328768,0.177196104,0.085137591,0.389081725,0.067289358,0.156570591,0.086185999,0.0719817249940106,1.46118947733007,2.89954572442623
"T7233",0.149418991,0.080911666,0.080166811,0.080238924,0.133510181,0.07898995,0.078656054,0.190507255,0.080120352,0.361126403,0.046256806,0.118067684,0.080956575,0.186776184843716,0.889838948427452,2.48316349617848
"T7234",0.134393911,0.086409028,0.085779783,0.092069296,0.135912717,0.074988445,0.084814179,0.191883094,0.080633954,0.388059611,0.070011684,0.149379308,0.083471441,0.0945384784696528,1.3133146115796,2.79177919059405
"T7436",0.106999299,0.083843568,0.084150694,0.083587106,0.134924245,0.088411932,0.087275532,0.186894478,0.069831623,0.088201927,0.064459656,0.155907197,0.088708303,0.10048213101589,1.27880917544623,2.76663271805736
"T7438",0.089389376,0.078499043,0.079909081,0.088685764,0.133461723,0.089654038,0.079312232,0.174950188,0.087621659,0.07940841,0.062981278,0.159944919,0.087127371,0.0785070551323845,1.41518551535112,2.86601948925531
"T7440",0.082013052,0.076766654,0.078664988,0.076774194,0.133173933,0.088673317,0.081136144,0.190515517,0.087640933,0.088791842,0.077389116,0.183367664,0.089310201,0.186216033178554,0.891926991090522,2.48468519575299
"T7235",0.155174301,0.083901264,0.083802998,0.083538758,0.129597109,0.078598876,0.08049332,0.196041264,0.077482057,0.371316063,0.071035642,0.131345015,0.082326317,0.133701638603359,1.10906236912182,2.64292660441982
"T7236",0.151935105,0.089382309,0.088631491,0.098029006,0.132832512,0.076589744,0.087666536,0.192666094,0.080465816,0.379245849,0.09190606,0.1593993,0.084428438,0.0696991438219783,1.47803545843881,2.91182254364008
"T7237",0.168916995,0.087023554,0.084903752,0.083634019,0.139071934,0.068278674,0.078054982,0.218626681,0.073101887,0.355196514,0.060256067,0.130915291,0.078816755,0.31348303277146,0.486001552028037,2.18885955060322
