"","amiA","cmk","hemF","ihfA","ihfB","rpsA","uspB","pval","z","inv_cof_var"
"T5558",0.19591903,0.12326985,0.138594443,0.155338599,0.158271934,0.122370978,0.137010424,5.97930302725715e-09,5.70031526646493,5.25597411295449
"T5560",0.229149246,0.293190154,0.133292565,0.225345745,0.362410072,0.265124069,0.076719354,0.131501162551068,1.11932309845702,2.15047462498138
"T5562",0.23576128,0.308658759,0.126200084,0.231037972,0.340599348,0.28250728,0.084560371,0.108571990677152,1.23415814250356,2.22832242681313
"T5564",0.215861606,0.157707725,0.14075874,0.071561365,0.154473506,0.167252956,0.144324311,7.830340949171e-12,6.74164177263216,5.96189955729364
"T5566",0.213078732,0.106689116,0.155312052,0.180465663,0.093951721,0.103082552,0.147418674,0.00779551967919338,2.4183507668096,3.03109821283748
"T5568",0.195259241,0.138075776,0.125088767,0.147770204,0.103866592,0.220577523,0.11976939,0.00331739619114448,2.71463963282673,3.23195533897146
"T5570",0.141628012,0.146401209,0.136190573,0.144626524,0.102796018,0.15610922,0.127341909,1.64781832275192e-18,8.70079619837431,7.29002954373897
"T5572",0.195267928,0.166695848,0.133903248,0.175476255,0.16330764,0.079968157,0.134113553,0.000359534605598317,3.38220324798958,3.68450325633217
"T5574",0.191691481,0.154249086,0.116324223,0.151455969,0.169895901,0.177168052,0.111656999,7.04553215227241e-07,4.82371228215537,4.66171635850108
"T5576",0.211636351,0.128811978,0.14473957,0.16825524,0.191063354,0.228401328,0.134341293,4.36179912659811e-05,3.923598753343,4.05152057550762
"T5578",0.177247253,0.227040952,0.119586317,0.112399662,0.15437182,0.100075582,0.112939522,0.00585032639112584,2.52104608197273,3.1007163734804
"T8499",0.077267873,0.153975229,0.07898352,0.366500896,0.483206996,0.357559432,0.276134711,0.464180553137025,0.0899070153692918,1.45262337317921
"T5535",0.199699801,0.251817788,0.148248458,0.228617327,0.338318006,0.285911888,0.093967728,0.0624959722145541,1.53415329567317,2.43169208133226
"T5543",0.197824047,0.070399723,0.116521833,0.236830328,0.081600855,0.311218388,0.0776759,0.438066435780043,0.1558733253577,1.49734258124142
"T5537",0.081837043,0.148092378,0.086913681,0.194583859,0.086792468,0.233452204,0.110417094,0.141590495860087,1.07320088943679,2.1192079274531
"T5539",0.141467637,0.115255683,0.082029715,0.227733049,0.24123236,0.285156555,0.075516274,0.271524304165235,0.608209388906433,1.80398563196578
"T5541",0.105895291,0.203507381,0.096953469,0.212882637,0.338269491,0.096783493,0.108813832,0.362348990092467,0.352187060675484,1.63042558644039
"T2300",0.068623305,0.26940215,0.050989243,0.20653856,0.169737464,0.259367266,0.070575356,0.441561430058193,0.147011605337956,1.49133513438829
"T1081",0.106948765,0.268203524,0.062744002,0.338952811,0.290153562,0.374400022,0.06195757,0.46558277263994,0.0863784902836347,1.45023135144136
"T1958",0.091030044,0.313909443,0.039473579,0.73445926,0.252566875,0.251534816,0.074165963,0.45021003678073,0.125130707140005,1.47650185905011
"T2063",0.078214133,0.30492332,0.05193113,0.141676667,0.256120749,0.244927054,0.061717356,0.462275315996522,0.0947031297243861,1.45587470610617
"T2065",0.100832182,0.294427936,0.054017431,0.16992643,0.239971247,0.214373477,0.082786736,0.33643897340926,0.422201499888089,1.67788906097849
"T0837",0.094516657,0.246018665,0.054416591,0.180348077,0.163684858,0.410278309,0.203034062,0.410188293766606,0.227060642444359,1.54560116118545
"T5129",0.224892163,0.268016902,0.133405965,0.06680887,0.397481624,0.100374014,0.030920396,0.459474849032241,0.101756822845714,1.46065647380479
"T5131",0.226483511,0.306926228,0.100212837,0.179053374,0.191689334,0.071665104,0.071065032,0.336997433544684,0.420671647939087,1.67685195934852
"T5133",0.216125334,0.30966157,0.112855614,0.111075965,0.356227507,0.24714071,0.10021566,0.125193133494292,1.14941167784547,2.17087196784025
"T5135",0.221432499,0.155388002,0.063225167,0.064645502,0.382469738,0.248002985,0.145452205,0.247228432555637,0.683237365634244,1.854847832722
"T5137",0.215741344,0.093480879,0.092421609,0.092142099,0.099072137,0.09871946,0.100736556,0.0685652485189181,1.48656212621016,2.39942956112287
"T0321",0.109421568,0.217472386,0.06456039,0.296541075,0.273807311,0.068896604,0.315332419,0.373696239009411,0.322079486920182,1.61001536711407
"T0063",0.383884663,0.3290724,0.048573452,0.277713591,0.38272236,0.333584544,0.059263225,0.3698019460518,0.332377942416219,1.6169967910277
"T0057",0.327722291,0.253191365,0.028783627,0.294353886,0.350092607,0.342623172,0.031158118,0.463468746941288,0.091698619964255,1.45383791949325
"T0058",0.260493302,0.294805881,0.029509805,0.302934688,0.367201663,0.365825749,0.031904111,0.47042207808406,0.0742089100990373,1.44198147376288
"T0059",0.232159079,0.257792432,0.026340368,0.279926819,0.303506949,0.307313077,0.033395283,0.442363462482529,0.144979667735225,1.48995766397284
"T0056",0.237287007,0.22404064,0.07528468,0.266344011,0.258559418,0.259554774,0.053461097,0.202442746135098,0.832927724852333,1.9563243943177
"T0054",0.241228175,0.209141683,0.068265565,0.27863791,0.277225284,0.278708824,0.071870763,0.198499010091648,0.846994799431411,1.96586060204311
"T0055",0.284835346,0.211810358,0.071251621,0.265142807,0.274537656,0.27148505,0.067356673,0.214239936582843,0.791795591706164,1.92844051813107
"T1864",0.098444083,0.226427426,0.093222109,0.24487345,0.28716259,0.104288671,0.089083906,0.295037582012631,0.538727111018597,1.75688291480534
"T1868",0.139473975,0.303605653,0.097069201,0.325718309,0.351436445,0.084976244,0.082247984,0.451873229779511,0.120930025779114,1.47365417598562
"T1866",0.154987627,0.179448517,0.101776857,0.261121364,0.20109255,0.099057657,0.094968584,0.00883654751197744,2.37239689279519,2.99994563125946
"T1870",0.134488054,0.170111955,0.100312362,0.230054555,0.199450685,0.105097577,0.095706235,0.00457261667417407,2.60657672186559,3.15869843253046
"T0060",0.334395647,0.384627743,0.03834693,0.345658162,0.368646747,0.35548414,0.046217766,0.413289793954016,0.21909045250652,1.54019809131254
"T0061",0.376056315,0.394800423,0.039550567,0.399883711,0.29087828,0.371422959,0.049053971,0.420643869677965,0.200246579882348,1.52742364537603
"T0062",0.391297978,0.38693557,0.039880933,0.408447531,0.279318396,0.359096978,0.040588893,0.440043147335996,0.150859822507218,1.49394387852285
"T0047",0.31826376,0.27325439,0.041661354,0.297959773,0.319732526,0.311189059,0.039437316,0.39331329912871,0.270693731707552,1.57518046003513
"T0048",0.343118746,0.297406579,0.029243419,0.280201799,0.340363939,0.31853374,0.030427843,0.449250365998171,0.127555521763134,1.47814566464819
"T0049",0.25410666,0.269057092,0.039001136,0.259613909,0.268743608,0.277209846,0.033703399,0.38348096976493,0.296351133865173,1.59257386442024
"T2675",0.055526226,0.251408714,0.05569487,0.061881683,0.269238009,0.297189271,0.066170769,0.491044341848321,0.022450391706422,1.40689386687086
"T1867",0.152861397,0.350403773,0.091263824,0.315564972,0.335551698,0.096842029,0.083085377,0.447481287034526,0.132027457293367,1.48117723357258
"T0046",0.269770723,0.246051043,0.062490597,0.257474753,0.263389835,0.270652685,0.049391364,0.269579271532431,0.614085933419209,1.80796939908569
"T0050",0.365343856,0.3821701,0.039956465,0.361560483,0.389784161,0.373046044,0.036913148,0.431440739163004,0.172707334509678,1.5087545210319
"T0051",0.373265893,0.374596032,0.033339596,0.355839737,0.375150022,0.37005919,0.033691461,0.44703163332942,0.133164524017955,1.48194806224932
"T0052",0.328974934,0.302973753,0.034352014,0.311710519,0.329149152,0.31979149,0.030585169,0.432832066398636,0.169168465950569,1.50635548735202
"T1865",0.067377807,0.244235673,0.092440637,0.316087177,0.269747108,0.077796216,0.07637744,0.444766998482279,0.138893892883065,1.48583205755524
"T2817",0.063315741,0.263681628,0.055361555,0.379958782,0.289715588,0.275671888,0.060726218,0.487271206100919,0.0319117701462137,1.41330782804405
"T0172",0.074171565,0.248854567,0.048855096,0.726086956,0.200838162,0.246878891,0.061248848,0.4143691696065,0.216319975825462,1.53831995801763
"T0497",0.360076546,0.373110878,0.049186263,0.376580943,0.353420654,0.361611157,0.080389856,0.32035088575482,0.466717829922131,1.70806711740317
"T0498",0.277863888,0.269794202,0.0369412,0.34622615,0.341522619,0.348788313,0.059683668,0.378026009984679,0.310669323969506,1.60228030582135
"T0499",0.154100406,0.228301546,0.047076582,0.348819208,0.367245342,0.367755788,0.077517746,0.445079637924103,0.138102669740973,1.48529567963261
"T0709",0.155235712,0.280661106,0.074186734,0.256828887,0.155577771,0.127411223,0.073759822,0.228266821681524,0.744566801995022,1.89642365870707
"T0711",0.265721277,0.235083446,0.087753286,0.248882472,0.255875414,0.266037125,0.093364687,0.0826276946601092,1.38761146195015,2.33234993602767
"T1075",0.26206138,0.208785777,0.069580875,0.336923661,0.352626974,0.144322911,0.079107529,0.331190935433833,0.43662701027693,1.68766825585229
"T1077",0.136482561,0.231684637,0.07816058,0.246261733,0.301794929,0.126011799,0.080284758,0.284150209799041,0.570556342206745,1.77846026257897
"T1079",0.234106991,0.279163598,0.070620545,0.300154059,0.314523734,0.160299725,0.078471161,0.253554878665965,0.663344789036526,1.84136246008371
"T2000",0.070333758,0.317343214,0.213099393,0.237781939,0.237640437,0.21064103,0.06819938,0.230969447971668,0.735657933972669,1.89038424976089
"T2333",0.349515363,0.310982102,0.035680594,0.140765973,0.318264185,0.249610209,0.02719077,0.451722220277994,0.121311337195727,1.47391267073209
"T2334",0.344660591,0.289386628,0.037832914,0.115309849,0.323772669,0.246616207,0.027840655,0.44493828756345,0.138460386345182,1.48553817922451
"T2335",0.076922371,0.32755194,0.073828709,0.283578767,0.326430524,0.333443192,0.061519492,0.488216015737305,0.029542364767802,1.41170158491601
"T2648",0.100033679,0.274420443,0.051102481,0.297985981,0.222034515,0.112508491,0.067953003,0.414131607395618,0.216929593029796,1.53873322349517
"T4072",0.158110166,0.125800259,0.097814878,0.337448296,0.16217822,0.102078208,0.10422375,7.46315306966321e-06,4.32977309313678,4.32687014127776
"T4074",0.158110166,0.125800259,0.097814878,0.337448296,0.16217822,0.102078208,0.10422375,7.46315306966321e-06,4.32977309313678,4.32687014127776
"T4075",0.13353587,0.129080816,0.074184863,0.394329292,0.165491951,0.37679836,0.089844755,0.458379558977459,0.104516949793705,1.46252759091422
"T4083",0.128568251,0.15631457,0.065306924,0.451446259,0.167052882,0.349413682,0.086909151,0.396217660057789,0.263149541999328,1.570066179893
"T5142",0.173786639,0.129401352,0.170302141,0.174924244,0.30275819,0.175717258,0.146108865,0.00961570522769308,2.34101468906559,2.9786713277812
"T5144",0.158396218,0.215997426,0.180149733,0.147326177,0.30275819,0.230544888,0.140979936,0.00098278565450302,3.09538567466746,3.49006681234216
"T5146",0.165592592,0.179769014,0.18449452,0.145315728,0.30275819,0.195690947,0.134636488,0.00168913259464354,2.93104253795835,3.3786569892767
"T5148",0.162360654,0.236246826,0.198788676,0.145260873,0.30275819,0.211751805,0.136173116,0.000708188559839268,3.1912926974196,3.55508312302914
"T5150",0.164113385,0.236071622,0.175489307,0.144572016,0.30275819,0.205303522,0.139628286,0.00112242563805859,3.05576767163015,3.46320937979597
"T5152",0.173786639,0.129401352,0.170302141,0.174924244,0.30275819,0.175717258,0.146108865,0.00961570522769308,2.34101468906559,2.9786713277812
"T5528",0.144122266,0.282526653,0.129805003,0.226344126,0.349104992,0.261967845,0.082540182,0.185144520794602,0.895932075940738,1.9990356614121
"T5530",0.218264273,0.282127958,0.132666782,0.230341143,0.29509455,0.252940282,0.109294861,0.0216487500738261,2.02082870590663,2.76161411172647
"T5532",0.25148616,0.091397672,0.152997671,0.239812347,0.330319607,0.283548539,0.092568259,0.200107743151556,0.841236446567011,1.9619569582
"T5534",0.236286628,0.288924795,0.131753637,0.225107197,0.335344651,0.277188377,0.062714282,0.136522462155627,1.09607735347912,2.1347161066345
"T5716",0.138278247,0.221339788,0.105935879,0.116742888,0.17657592,0.223780203,0.159801932,0.000365085807049924,3.37799216362286,3.68164852096808
"T5718",0.126842803,0.146527604,0.085818938,0.085843267,0.196645762,0.316707103,0.121362818,0.181146017423931,0.911006336794211,2.00925465058413
"T5719",0.165564525,0.159301078,0.12188702,0.137884724,0.152024245,0.191410631,0.113003022,1.04735837144108e-08,5.60399092953948,5.19067490089942
"T5720",0.155535733,0.209605206,0.113356002,0.131339972,0.109040867,0.231259818,0.100881389,0.022701442647427,2.00090261893093,2.74810602207452
"T5721",0.145896361,0.118610504,0.123480451,0.24249216,0.322867681,0.115565937,0.115659217,0.22063436095465,0.770052548816385,1.91370069625738
"T5722",0.154334009,0.095649952,0.099193727,0.272952341,0.279923603,0.083435706,0.079011153,0.322113692517424,0.461796327114152,1.70473078241509
"T5724",0.12697833,0.126391261,0.107340716,0.103730718,0.197565325,0.439205551,0.11064452,0.476132854979131,0.0598617931353286,1.4322554225603
"T5726",0.135772105,0.14496249,0.091366542,0.18617954,0.342697281,0.104011113,0.070087556,0.440997874793345,0.148439727169548,1.49230327217463
"T5730",0.124789152,0.146156352,0.08404516,0.197276698,0.217064687,0.221533626,0.073285682,0.0984416993706838,1.29048188131007,2.26650484136644
"T5732",0.162108979,0.194114966,0.102782312,0.13768069,0.136763235,0.211167687,0.101690593,0.0024931440570542,2.80791826165891,3.29518983565979
"T5734",0.15473345,0.229117916,0.071405999,0.15057849,0.140500616,0.075800072,0.085791473,0.162368255742555,0.984771115956227,2.05926051733017
"T5736",0.169737521,0.210255004,0.106925327,0.159163175,0.103228023,0.217969691,0.103421066,0.0196044500789936,2.06198777209335,2.78951624608525
"T5738",0.110661959,0.146476647,0.080110439,0.290493021,0.250125915,0.232631897,0.081341762,0.182001304126321,0.907764594178536,2.00705704149337
"T5740",0.128215723,0.181224142,0.079877788,0.084439375,0.41717743,0.326165689,0.119753741,0.399363374464339,0.254995274622168,1.56453832211987
"T5742",0.122833675,0.132937813,0.089392696,0.072604863,0.216963102,0.194446075,0.07935274,0.0502935812451046,1.6420137116991,2.50481171447208
"T5744",0.149769318,0.165165012,0.112277805,0.199845592,0.233829076,0.176550732,0.110814585,0.0012309891290185,3.02797577108937,3.44436897803717
"T5746",0.141020874,0.179563671,0.088317391,0.205411744,0.091231715,0.128181982,0.089948595,0.00308298822277882,2.73882190632214,3.24834873917906
"T5748",0.162204461,0.092335384,0.125182942,0.150117485,0.227980092,0.302641584,0.093907371,0.182373299150545,0.906357616839896,2.00610323776603
"T5750",0.110438476,0.09063569,0.095867213,0.217961935,0.119295211,0.10915978,0.09140572,1.85409439689939e-27,10.7931591925896,8.70846292429967
"T5752",0.145037561,0.1722328,0.106485078,0.100054749,0.288687309,0.341681282,0.093031001,0.233512202317799,0.727329052882686,1.88473801964049
"T5754",0.108111666,0.143228248,0.074469725,0.091476542,0.313778894,0.329505793,0.110961027,0.374911197156048,0.318873560357992,1.60784203807699
"T5756",0.148859409,0.273186513,0.1183324,0.138073095,0.130830976,0.183532673,0.115448718,0.0275733294215939,1.91771893996313,2.6917149908376
"T5758",0.179298278,0.226069453,0.077199492,0.278937369,0.164530884,0.278927285,0.073996088,0.163889261046264,0.978598254487421,2.05507587404164
"T5760",0.152471301,0.195835513,0.087729553,0.107860727,0.105913901,0.199489942,0.085778042,0.0325978262484579,1.84391415067249,2.64168200083323
"T5769",0.21913193,0.078296329,0.063669182,0.200026976,0.224238795,0.086239749,0.072431014,0.36219792679929,0.352589975941636,1.6306987266482
"T5771",0.225167476,0.074962281,0.068407873,0.202804724,0.315935165,0.116008,0.091159453,0.445309892047909,0.137520001415602,1.48490068306424
"T8378",0.246993908,0.273981391,0.304263133,0.302676711,0.146880065,0.300600601,0.102630601,0.0261688590666141,1.94034547600237,2.70705374137622
"T8379",0.252082204,0.244090622,0.251203286,0.248810658,0.145299267,0.254408095,0.13707691,0.000210496158799795,3.52656216710693,3.78236558243133
"T2823",0.079818121,0.240434052,0.064798283,0.436367879,0.231945901,0.268459969,0.256838174,0.162405700729527,0.984618698465506,2.05915719201941
"T2827",0.080458062,0.198780775,0.034938598,0.48552005,0.34117301,0.314409876,0.253215995,0.357446948009121,0.365291401756346,1.63930914769183
"T0320",0.120029432,0.272566343,0.047395302,0.148761362,0.334183128,0.215965568,0.115835645,0.324891494762968,0.454063685779187,1.69948874906823
"T4080",0.164763005,0.212418857,0.094143344,0.294013171,0.095484493,0.38900422,0.078032064,0.459123162912203,0.102642985085853,1.46125721187246
"T4082",0.164166837,0.223831201,0.096008671,0.247276937,0.096240611,0.371727673,0.079954375,0.415262232828193,0.214028970185982,1.53676686284099
"T5662",0.095350902,0.091125684,0.108778133,0.104491669,0.137132157,0.222837117,0.11556447,0.0350621650491321,1.81110674206787,2.61944153700207
"T5664",0.10433146,0.334006665,0.052806586,0.460109636,0.253524341,0.192980807,0.26920258,0.229947316837042,0.739020361033378,1.89266367201974
"T5666",0.103317597,0.227285084,0.059100766,0.343086811,0.162426709,0.333084502,0.277661212,0.249432228011616,0.676277530446383,1.85012969223636
"T5670",0.128906099,0.140126207,0.06569949,0.361720873,0.220669456,0.317704067,0.251809201,0.173666929880608,0.93977329491428,2.02875605343225
"T2670",0.335345427,0.27952438,0.047986806,0.166276527,0.36103525,0.362790152,0.076568403,0.328856763872692,0.443072178893777,1.69203749882531
"T2671",0.154258762,0.275830315,0.04208115,0.107435337,0.243080299,0.372470039,0.073442924,0.419992005367552,0.201913931362357,1.52855395928566
"T2672",0.171192942,0.250430685,0.056681871,0.09412681,0.315906234,0.366793087,0.060189235,0.39947516235031,0.254705814906207,1.56434209454149
"T2679",0.067878988,0.240018839,0.065324018,0.065561132,0.22876758,0.316704701,0.078871645,0.422442656245099,0.19564847930586,1.52430654793027
"T2682",0.079439822,0.211043635,0.078430672,0.078367563,0.25184805,0.311595255,0.095169819,0.323448963046276,0.458075881266713,1.70220865571186
"T2683",0.066196437,0.271925424,0.061282306,0.147751251,0.200239483,0.282712024,0.061391692,0.455377166858725,0.112087115082794,1.4676594801572
"T2684",0.110494702,0.234019957,0.068851156,0.139150592,0.243886589,0.295459936,0.08364481,0.277703344319059,0.589677789238433,1.79142287892678
"T2685",0.075785905,0.262713026,0.062525619,0.251767417,0.314383884,0.345597766,0.083867598,0.460459868069102,0.0992752409641409,1.45897418512585
"T2686",0.077723271,0.235036248,0.071276328,0.144646696,0.300026497,0.310880404,0.075915308,0.416742965637087,0.210232863535122,1.53419344493758
"T2687",0.107128585,0.213700628,0.075437538,0.105645851,0.241927667,0.279016402,0.088534345,0.221769577589033,0.766230513871606,1.9111097013094
"T2649",0.072511408,0.209252832,0.058631194,0.140887133,0.25344527,0.20262502,0.061198609,0.368038474510576,0.33705299727712,1.62016605653707
"T2661",0.061889751,0.179511086,0.05586899,0.3209744,0.057509452,0.139784878,0.054863481,0.33122332998893,0.436537689782382,1.68760770461363
"T5731",0.198157901,0.205901503,0.12542846,0.173654907,0.223128761,0.20853495,0.114541565,0.00015771023814185,3.602294709314,3.83370541503122
"T5733",0.141779176,0.111698862,0.105649297,0.133605512,0.105220762,0.186782733,0.130317919,2.23924771863184e-05,4.08129766855905,4.15842621570441
