"","amiA","cmk","hemF","ihfA","ihfB","rpsA","uspB","pval","z","inv_cof_var"
"T5997",0.232682765,0.339669039,0.153600566,0.067058513,0.055786628,0.296016501,0.0791987,0.343189857559072,0.403772915316801,1.66539614288318
"T5999",0.23516771,0.342389024,0.146251996,0.127493019,0.065683409,0.301702485,0.073644462,0.347148891552528,0.393029378251998,1.65811299381194
"T6001",0.124543922,0.324280964,0.143758311,0.14359335,0.096292558,0.303564023,0.081852156,0.337805811237426,0.418458910686545,1.67535192307848
"T6003",0.089279618,0.27230778,0.140654621,0.051564415,0.053440509,0.296138328,0.102871249,0.394336867938374,0.268033235888513,1.57337688384447
"T6009",0.121974129,0.314674683,0.148766692,0.143229314,0.156981693,0.294064759,0.07487506,0.221247447368336,0.767987022772393,1.9123004559084
"T6011",0.172614698,0.283714893,0.145836353,0.075656947,0.154439358,0.292647809,0.106147941,0.0520954544845046,1.62486696294758,2.49318776544197
"T6013",0.05322369,0.346162714,0.14663787,0.076483057,0.106937086,0.310635449,0.093830225,0.469581013634073,0.0763231264372033,1.44341472173949
"T6015",0.137547466,0.274496893,0.141837728,0.083602797,0.258040735,0.293512405,0.102730961,0.0632143471065114,1.528337780507,2.42774968660456
"T6017",0.055145202,0.302830123,0.152756835,0.053174228,0.107931005,0.291277555,0.093290658,0.386850999091049,0.287535925494473,1.58659794826986
"T6019",0.121456154,0.27958231,0.147966912,0.058099921,0.221492621,0.292520312,0.090412359,0.0977176856068822,1.29466629692334,2.2693414977212
"T6021",0.054670992,0.308860867,0.13987334,0.061906731,0.252193337,0.288082124,0.08839218,0.303416088450503,0.514600555433605,1.74052728631529
"T6023",0.073929607,0.316717111,0.150356008,0.067104501,0.312344269,0.2865927,0.102293815,0.2406400311473,0.704245239427887,1.86908927626018
"T6025",0.049703297,0.277391262,0.144457496,0.05004512,0.29208544,0.293008498,0.084855967,0.316340465007209,0.477956832024924,1.7156861470796
"T6027",0.100682201,0.278903877,0.149464661,0.088436028,0.232248564,0.289252494,0.094095711,0.122981754347649,1.16020952790817,2.17819193622507
"T1770",0.290899644,0.140380717,0.079409267,0.250774935,0.35304508,0.093827451,0.085433463,0.454943883007378,0.113180107779881,1.46840043061873
"T1771",0.304017283,0.143366108,0.079035025,0.274241801,0.300944225,0.095399112,0.08535658,0.392590624818947,0.272573285533661,1.57645462799493
"T1772",0.347177951,0.15188516,0.086804383,0.313003388,0.303348386,0.102311145,0.094563996,0.392894503910493,0.271782830396902,1.57591877071065
"T1773",0.170622496,0.143446926,0.070979744,0.22998778,0.32747433,0.135909199,0.093952049,0.309271245761121,0.497917075292628,1.72921739161666
"T1774",0.203917445,0.145880066,0.064055249,0.221984742,0.326181322,0.129236079,0.080744147,0.352738472697752,0.377937605727416,1.64788213330644
"T1775",0.196952135,0.269178442,0.063778792,0.212150675,0.329021826,0.131356428,0.085918616,0.320616061046444,0.465976778854283,1.7075647516214
"T1776",0.201334214,0.183744188,0.065126098,0.235331279,0.257780167,0.053428047,0.050957183,0.433431725314185,0.167643877222575,1.50532195371116
"T1777",0.280440054,0.215852413,0.066023631,0.292029007,0.298530824,0.057012841,0.058497752,0.488695145113817,0.0283408623591887,1.41088707465755
"T1778",0.250998889,0.200226358,0.067179184,0.259657257,0.255140407,0.064979512,0.07050396,0.372642350878313,0.324863078320631,1.61190239100579
"T1779",0.234180249,0.233790871,0.067006019,0.255409203,0.24363277,0.094961162,0.083970228,0.24237599983121,0.698680057424965,1.8653165848373
"T1780",0.247952365,0.230248234,0.068342235,0.258040938,0.239404287,0.068785122,0.076611378,0.33349293859912,0.430288382124638,1.68337123770437
"T1781",0.201155959,0.220535182,0.063209392,0.225429839,0.280923213,0.080294983,0.081250876,0.328912619736862,0.442917734315034,1.6919327993317
"T1782",0.105528541,0.133382851,0.057470958,0.209286745,0.262345462,0.182361776,0.072899188,0.285691242923189,0.56601661498555,1.77538273700287
"T1783",0.114635651,0.149584806,0.052287504,0.213877112,0.272887523,0.176915134,0.073539158,0.296854153524477,0.533469950209375,1.75331903396851
"T1784",0.088020217,0.224843454,0.043471914,0.199006988,0.317050106,0.240141762,0.061069413,0.472804301088903,0.0682223921000313,1.43792315453883
"T1785",0.144428304,0.185378538,0.054809374,0.211533169,0.326693631,0.151455714,0.093533128,0.327456357934755,0.44694784730547,1.69466485242615
"T1786",0.109249029,0.117231455,0.053821722,0.22086243,0.303149825,0.15656559,0.082360482,0.407170187315958,0.234830396124665,1.55086835335495
"T1787",0.12057762,0.083228137,0.060007186,0.243966747,0.290913144,0.167449577,0.090078157,0.380522910642852,0.304107725540402,1.5978321339375
"T1790",0.212298944,0.227311369,0.066424452,0.309632358,0.329888769,0.065616184,0.066685317,0.469549186229896,0.0764031388580111,1.44346896294374
"T1793",0.235765545,0.226353824,0.074399504,0.299985577,0.242764773,0.059248074,0.059120088,0.382214364242556,0.299670203907383,1.59482389453132
"T1794",0.176403718,0.287394219,0.052758207,0.238991397,0.280721884,0.146905609,0.077127279,0.314228077893564,0.483900964587012,1.71971573280056
"T1795",0.184265751,0.230606724,0.067911797,0.241080335,0.310140849,0.085471588,0.073387721,0.383790725439412,0.295539934153285,1.59202394418517
"T1796",0.264210126,0.233309439,0.071041884,0.268259289,0.304102095,0.097812931,0.085204187,0.318599966814702,0.471617359460694,1.71138855649656
"T1797",0.202195191,0.224729424,0.058344771,0.260940475,0.251291823,0.121122371,0.06888464,0.242316635614694,0.698870009810265,1.86544535542097
"T1798",0.18112768,0.205248265,0.053440735,0.255045904,0.272411877,0.120311794,0.066947556,0.291374985013802,0.549372313936629,1.76409940219473
"T1799",0.166652878,0.190329517,0.04376702,0.25352688,0.2921222,0.130639908,0.061426491,0.369498671698505,0.333181418618571,1.61754147541996
"T1800",0.266707236,0.22354517,0.069574156,0.236091524,0.215280892,0.129875201,0.08747403,0.166865748756933,0.966625069520485,2.04695913460604
"T1801",0.225781324,0.183185792,0.057466152,0.221435709,0.32026109,0.125129881,0.081133107,0.333416153491272,0.430499532113159,1.68351437835102
"T1802",0.180024609,0.097130636,0.064009229,0.189729273,0.310281314,0.166209648,0.073833645,0.376326496534807,0.315143116281723,1.60531313347644
"T1803",0.169146164,0.099415596,0.093522106,0.240953809,0.163247182,0.106170546,0.096224359,0.00116099873493662,3.04562175018406,3.45633136020976
"T1804",0.141060367,0.091845612,0.062941427,0.18763997,0.312485618,0.149757486,0.092366865,0.391859448003819,0.274475933460081,1.57774445167168
"T1805",0.160600925,0.087142078,0.068262329,0.204989335,0.27897116,0.113328085,0.086270519,0.333316313195588,0.430774109856197,1.68370051729411
"T1806",0.1778985,0.135393536,0.037063336,0.18856126,0.321915261,0.225087067,0.076573002,0.396027565900579,0.263642856466529,1.57040060260518
"T1807",0.207762312,0.18673823,0.038094031,0.215206381,0.334065918,0.221260441,0.078490799,0.34094001611164,0.409899009202784,1.66954908196896
"T1808",0.348561928,0.133781984,0.043940504,0.225731283,0.361003345,0.202883359,0.081449665,0.465632187745887,0.0862541626915289,1.45014706854816
"T1809",0.337179975,0.295160545,0.054615777,0.234159026,0.346549463,0.163403824,0.087820202,0.346249244352986,0.395466705157961,1.65976528160919
"T1810",0.197855592,0.198580576,0.055769744,0.240853934,0.335400633,0.143247619,0.090406543,0.314855083806461,0.482134831482739,1.71851845385969
"T1811",0.183996494,0.210787369,0.066454188,0.249311935,0.340264481,0.163113633,0.103660601,0.243100356447847,0.696364302351033,1.86374671177648
"T1812",0.221377525,0.154733329,0.05737833,0.219489623,0.240969962,0.141494844,0.084604274,0.158967322646127,0.998711134425248,2.06871059247333
"T1813",0.213281515,0.136202343,0.067810443,0.223357907,0.174702729,0.135695478,0.09116801,0.0414312112762065,1.73431378694332,2.56738284009255
"T1814",0.354918554,0.152592627,0.054406793,0.213186154,0.365570244,0.135939515,0.087147597,0.483820057838737,0.0405682254920235,1.41917612396296
"T1815",0.216220724,0.219780449,0.057540775,0.245647441,0.342900796,0.124799351,0.094528922,0.333905368253832,0.429154577127729,1.6826026201848
"T1816",0.188674478,0.200175136,0.06282485,0.231264206,0.223575375,0.120558661,0.090614072,0.10042403489396,1.27913912008501,2.2588154723641
"T1817",0.193815488,0.198455653,0.063726607,0.24444071,0.317958903,0.120085759,0.093046361,0.284259709310891,0.570233380495125,1.77824132366938
"T1818",0.23018582,0.23068272,0.049562538,0.216385523,0.345296159,0.13629927,0.087550141,0.3547814154524,0.372443285655469,1.64415747988106
"T1819",0.206921077,0.244117558,0.043413215,0.20659545,0.332008505,0.134998982,0.079818916,0.376123680077616,0.315677429267145,1.60567534948594
"T1820",0.192259694,0.22237921,0.045081269,0.200909603,0.336243837,0.163747128,0.08560374,0.333329003538647,0.430739207459577,1.68367685661737
"T1821",0.180804673,0.288353595,0.049429117,0.227345678,0.338747484,0.135001458,0.073171845,0.41937686753986,0.203487857987843,1.52962093957078
"T1822",0.180576258,0.29528141,0.049749902,0.229116889,0.340051313,0.113049402,0.071780212,0.459965170571013,0.100521466758882,1.45981901380608
"T1823",0.186524052,0.304718524,0.037760271,0.217805723,0.336817734,0.13582849,0.0712203,0.455253735008994,0.112398467965197,1.46787054932768
"T1824",0.164747197,0.161946581,0.061065075,0.183336287,0.258626025,0.258393686,0.071691234,0.230027999058078,0.738754643418503,1.89248353944438
"T1825",0.193712217,0.161795595,0.071460462,0.183829128,0.284497254,0.191546201,0.077299447,0.171478716887158,0.948337956363644,2.03456212136911
"T1826",0.162499835,0.135860414,0.085351948,0.172128571,0.271509763,0.192281182,0.094233924,0.0975880802414586,1.29541774312375,2.26985091046521
"T1715",0.377060988,0.286385246,0.04225905,0.247032769,0.478504457,0.237647284,0.055121602,0.485059231021696,0.0374597128880955,1.41706883280292
"T1069",0.071390442,0.140588232,0.041839911,0.20522536,0.355946288,0.365536632,0.271633552,0.460959610429423,0.0980164628397496,1.45812084709832
"T4796",0.110090266,0.103169882,0.098132898,0.436358609,0.316204134,0.310501482,0.090822395,0.403217419371771,0.24502788694466,1.55778133232515
"T4798",0.106813198,0.095257275,0.094936289,0.476123771,0.376164181,0.283091583,0.10938581,0.458939026108066,0.103106996502164,1.46157176975925
"T4800",0.137656385,0.154513034,0.100738377,0.53448764,0.317607697,0.245710529,0.089028664,0.206587656625369,0.818318555887218,1.94642069549505
"T4802",0.11714177,0.116538374,0.089956275,0.326993012,0.390668578,0.307608557,0.081539088,0.495447787546549,0.0114109520794618,1.39941012255266
"T4806",0.114538092,0.12814656,0.091496248,0.092676134,0.30610587,0.30628487,0.097982126,0.3309340651624,0.437335394059554,1.68814847616124
"T4809",0.130026068,0.155557097,0.074023457,0.35152368,0.139463184,0.104471524,0.325633648,0.297824149031664,0.530668817588175,1.75142011871132
"T4810",0.125169006,0.157217333,0.061536605,0.314577207,0.131130925,0.103143428,0.385925477,0.496057780135086,0.0098818406040803,1.39837352289702
"T4811",0.134030453,0.170925006,0.090065644,0.271953728,0.168187241,0.277940592,0.085392061,0.121820232884971,1.16593564538974,2.18207372738622
"T4812",0.125330664,0.12740024,0.097119638,0.314581368,0.09658047,0.249925212,0.0971865,0.109285059896682,1.23033917608049,2.22573351204609
"T4805",0.12172734,0.134763874,0.074909892,0.115331127,0.337065375,0.355901223,0.068477152,0.494495311158306,0.0137986465642685,1.40102876404517
"T5743",0.154694161,0.15211181,0.129815847,0.204174483,0.150889207,0.20354251,0.125757341,6.07060984088369e-10,6.07836756419197,5.51225947078974
"T5745",0.142138989,0.149226555,0.093883136,0.243013416,0.133613304,0.22965447,0.091961083,0.0195611801244151,2.06289757848452,2.79013301275464
"T5747",0.148980937,0.176803955,0.109082301,0.136108157,0.172511115,0.218574647,0.11692654,0.00015551093896397,3.60594260694972,3.83617836059071
"T5755",0.153853731,0.287175767,0.12548891,0.131136993,0.193560512,0.170300095,0.11817029,0.0169827742997416,2.12048044896426,2.8291690050097
"T5757",0.17711362,0.209704878,0.115392614,0.238125346,0.123572093,0.281221515,0.10971005,0.0493333090389848,1.65135249944402,2.51114257021173
"T5759",0.162853465,0.118239379,0.111686333,0.231270743,0.202759267,0.149213608,0.102995607,0.000283425642403175,3.44699871188608,3.72842873635347
"T6892",0.252680594,0.337359321,0.126009645,0.22599428,0.362438835,0.285387367,0.120855334,0.0701846560633782,1.47441714087562,2.3911963565343
"T6894",0.206573269,0.220469893,0.142836746,0.072590792,0.321991031,0.127773505,0.152985832,0.0254874067330357,1.95169174338306,2.71474548723582
"T6896",0.165588266,0.279023838,0.139496587,0.068459475,0.27069446,0.219717454,0.13337919,0.00554399318199256,2.53991357742549,3.11350683356393
"T6898",0.189437605,0.114413215,0.132132239,0.06962118,0.340067432,0.127628926,0.09483398,0.257291265539892,0.65171889494444,1.83348115253589
"T6900",0.241814937,0.237563368,0.13926652,0.087817737,0.286331487,0.101727473,0.091044153,0.112040101403648,1.21574991631585,2.21584330986557
"T6902",0.189437605,0.114413215,0.132132239,0.06962118,0.340067432,0.127628926,0.09483398,0.257291265539892,0.65171889494444,1.83348115253589
"T6891",0.235121787,0.346934758,0.067203827,0.224649757,0.060250965,0.299858974,0.130463096,0.402212267335955,0.247625040269171,1.55954196801796
"T6893",0.218062878,0.072956738,0.109505708,0.100891999,0.106586583,0.080251661,0.118730715,0.102528136304905,1.26727696903566,2.25077400390946
"T6895",0.247522198,0.270915423,0.157438038,0.066046862,0.092185217,0.263834666,0.112804061,0.070650533026547,1.47096321187861,2.38885490421604
"T6897",0.208732045,0.298238867,0.080709688,0.08320202,0.133063283,0.198019002,0.103864418,0.142665696931022,1.06841934673768,2.11596647279454
"T6899",0.267468406,0.275210128,0.179028953,0.067433186,0.308510053,0.277059916,0.18472863,8.49172251493561e-07,4.78635865169681,4.63639396631863
"T6901",0.192581407,0.279293772,0.1012297,0.096637897,0.245500784,0.169073101,0.10799233,0.0446740731171278,1.69884630543112,2.54333908676656
"T1658",0.36071494,0.236030526,0.108488805,0.265940104,0.347702117,0.284389103,0.143819331,0.075289043089659,1.4374925570624,2.36616481927772
"T1659",0.270859428,0.226812999,0.091096945,0.296499508,0.360181403,0.306099492,0.158835476,0.0703142403083138,1.47345466094213,2.39054388195434
"T1660",0.153888319,0.113888873,0.10677272,0.220410645,0.319462203,0.321136653,0.282808018,0.143849829735076,1.06318147984416,2.11241567149226
"T8318",0.057811676,0.214596656,0.04023624,0.062421375,0.164797998,0.170783453,0.061645147,0.376220593752229,0.315422102288537,1.60550226082474
"T2126",0.091107831,0.293823868,0.055557932,0.574003836,0.330397838,0.375470546,0.070562597,0.499327049816524,0.00168683675727778,1.39281804947187
"T2127",0.083773497,0.259987604,0.063566387,0.601117975,0.163129667,0.17630987,0.07119108,0.292092910209335,0.54728081757527,1.76268155631307
"T2132",0.08531623,0.287690724,0.047495808,0.580728504,0.154336519,0.172159666,0.064172758,0.432133629403394,0.170944686776927,1.50755960485856
"T2133",0.08790412,0.278802506,0.053064463,0.590008222,0.151220966,0.191851361,0.068783331,0.377994348232386,0.310752613144327,1.60233676836926
"T2118",0.086392355,0.24278765,0.073765396,0.583911196,0.20369152,0.24077212,0.077564354,0.249646445925871,0.67560275506334,1.84967225539087
"T2135",0.09086078,0.26630139,0.057134127,0.58601823,0.211891253,0.104501673,0.071090367,0.39557128126346,0.264827225540803,1.57120349800837
"T2136",0.090814115,0.295416812,0.057213835,0.565550683,0.259464734,0.161239271,0.070846412,0.415396618645491,0.213684323164528,1.53653322324734
"T2130",0.093062578,0.276123444,0.065000697,0.573378231,0.298383908,0.381832273,0.077188955,0.463315408518346,0.0920846086151128,1.45409958498266
"T2120",0.071984173,0.256428741,0.057086634,0.568835658,0.18157114,0.163862625,0.058186098,0.377064685515808,0.313199140964983,1.60399529355676
"T2139",0.089755853,0.281131509,0.05251328,0.580416433,0.078788321,0.170839902,0.068591302,0.487674446698642,0.0309004972102942,1.41262227620953
"T2142",0.080764644,0.247349919,0.062495601,0.641874184,0.062385916,0.188709297,0.069103807,0.443333373073826,0.142523211805986,1.48829240842323
"T2112",0.078397005,0.221508302,0.075970969,0.538666187,0.284333413,0.355743385,0.071689929,0.455851532743952,0.110890643195983,1.46684838013877
"T2141",0.087684813,0.239411833,0.058701489,0.556198399,0.124916199,0.269311346,0.068708293,0.403425197193872,0.24449122868128,1.55741752642874
"T6058",0.054206036,0.613200856,0.333779701,0.277774015,0.319005058,0.387184291,0.065136621,0.495127343919495,0.0122142411995514,1.39995468012003
"T6062",0.051805542,0.605147048,0.382367518,0.285862222,0.334123744,0.386072994,0.066610932,0.47360201394339,0.0662182994604609,1.4365645604968
"T6064",0.051422926,0.567416657,0.364410564,0.277405373,0.352262748,0.394532959,0.069525981,0.441566810657472,0.146997971653957,1.49132589198029
"T6031",0.051440952,0.457707951,0.437146738,0.284885595,0.24382478,0.345822354,0.051542784,0.461724524701738,0.0960900553960721,1.45681491661196
"T6033",0.160446837,0.496202948,0.411860576,0.284885595,0.238136715,0.290830548,0.047407221,0.338831213771566,0.415655063916243,1.67345116787302
"T6035",0.173463105,0.329583754,0.299962981,0.284885595,0.27027668,0.287842186,0.052997788,0.0986829753132613,1.28909244250148,2.26556292718052
"T6039",0.074888585,0.567599863,0.324281667,0.284885595,0.290790982,0.25928263,0.072372653,0.471240469273696,0.0721520068624183,1.44058707889953
"T6044",0.068629382,0.527903901,0.346420536,0.284885595,0.232482481,0.327980617,0.054266074,0.47430352729646,0.0644561086871191,1.43536995410072
"T6046",0.187649535,0.472210192,0.331708568,0.284885595,0.170966028,0.312889942,0.052623667,0.311404953962512,0.491871894664291,1.72511930442125
"T6048",0.18447514,0.454767851,0.310477177,0.284885595,0.216285666,0.294693268,0.053784417,0.242017192414253,0.699828546663757,1.86609515694836
"T6052",0.09697344,0.412778177,0.27807053,0.284885595,0.290559668,0.25811409,0.07044405,0.264857791428817,0.628440240586135,1.81770032459751
"T6061",0.065308917,0.432614914,0.370654957,0.284885595,0.295430132,0.341017912,0.060355274,0.36089917395026,0.356056373489986,1.63304863151961
"T6076",0.127475054,0.542589828,0.336355983,0.284885595,0.286105081,0.298183236,0.060638709,0.366340779450535,0.341560644447755,1.62322183473248
"T6087",0.05214849,0.692342922,0.251144756,0.284885595,0.33483057,0.451171744,0.180248748,0.461556892331851,0.0965122003726062,1.4571010928289
"T6100",0.056716206,0.686284906,0.600867489,0.284885595,0.262080684,0.385563081,0.188398578,0.440579995587062,0.149498882399369,1.49302128388547
"T6101",0.068644353,0.516952038,0.558810996,0.284885595,0.392953161,0.399228588,0.055538552,0.426955962085811,0.184129423888583,1.51649766736721
"T6103",0.06102286,0.593123385,0.473129529,0.284885595,0.312799985,0.471094192,0.043335867,0.485254441539409,0.0369700537212524,1.41673688805467
"T6109",0.047398848,0.546175376,0.290799387,0.284885595,0.345841016,0.301281154,0.056363488,0.49462104529275,0.0134834485021052,1.40081508818964
"T6114",0.057602233,0.491418502,0.37615046,0.284885595,0.39133645,0.282131923,0.053656927,0.432315091734927,0.170483151608647,1.50724672564458
"T6116",0.053652988,0.516418756,0.275724777,0.284885595,0.402354969,0.397374062,0.038562445,0.480821554345405,0.0480917656280632,1.42427640555771
"T6118",0.057939492,0.409703683,0.273898827,0.284885595,0.390530928,0.391828716,0.044723023,0.413654287882367,0.218154704349108,1.53956373846557
"T6124",0.044575638,0.540467483,0.304917364,0.284885595,0.323931251,0.333822597,0.091550614,0.431429415597307,0.172736145039727,1.50877405197259
"T6117",0.061690923,0.546230681,0.387432114,0.179446941,0.371188632,0.379791931,0.064617062,0.412997162775052,0.219841849620711,1.54070747078052
"T6078",0.048332707,0.55660464,0.426887275,0.18221115,0.255523815,0.460305985,0.075601077,0.472657474924473,0.0685912928431466,1.4381732359681
"T6113",0.058531508,0.636867422,0.349085485,0.182260755,0.364013193,0.375839385,0.067040845,0.486472118670104,0.0339158708758768,1.41466642757043
"T6084",0.046766281,0.581237811,0.416747303,0.186838624,0.239679779,0.470783216,0.075806911,0.498864885544354,0.00284531382864673,1.39360339243253
"T6110",0.052826286,0.53212588,0.287189861,0.177917743,0.374249511,0.361560466,0.070035191,0.43912331150912,0.153192308487296,1.49552509362892
"T6115",0.059091417,0.615856841,0.325033813,0.177801259,0.379539012,0.400560131,0.066232891,0.473121908352047,0.0674244355357074,1.43738221196328
"T6123",0.058822585,0.646760617,0.362291224,0.179318261,0.370378257,0.380297228,0.06740514,0.485992536447658,0.0351187216581785,1.41548185190462
"T6127",0.070854606,0.32614384,0.378891965,0.284885595,0.227353637,0.228620463,0.060838119,0.345411805430919,0.397737610096023,1.66130475032333
"T6129",0.0655839,0.394460071,0.429992081,0.284885595,0.230736727,0.233057026,0.072364322,0.411393107349605,0.22396284443974,1.54350113355729
"T6133",0.056174883,0.444727187,0.462529416,0.284885595,0.298944647,0.317608622,0.067109832,0.409446973206571,0.228967795868165,1.54689403918303
"T6137",0.057955322,0.405536647,0.16252311,0.284885595,0.188194111,0.270739534,0.083671917,0.42621803093165,0.186011093417806,1.51777326958289
"T6139",0.045093475,0.341108147,0.16951721,0.284885595,0.194066035,0.244360944,0.143290366,0.223516198012791,0.760371764406218,1.90713799762652
"T6142",0.06273033,0.478273098,0.201665294,0.284885595,0.216779872,0.200950841,0.122143099,0.436317106792718,0.1603133874778,1.50035254286869
"T6146",0.047273048,0.331979884,0.399500256,0.284885595,0.211932052,0.213446299,0.090580775,0.381281670465838,0.302116386788636,1.59648218588101
"T6148",0.063549597,0.437921581,0.488085189,0.284885595,0.198140789,0.369539716,0.090941548,0.430483325795016,0.175143788706199,1.51040621721087
"T6150",0.04752776,0.496253371,0.376719463,0.284885595,0.30712472,0.27324808,0.08617011,0.412113797875488,0.222110844834284,1.54224564487372
"T6152",0.05675053,0.570673132,0.362166414,0.284885595,0.317811929,0.235274294,0.116120785,0.440200232600037,0.15046157383942,1.49367390184781
"T6154",0.085162143,0.203645556,0.332668373,0.284885595,0.328101572,0.36451429,0.097222023,0.230886166608231,0.735931586812528,1.89056976170304
"T6156",0.058815071,0.233149367,0.279546507,0.284885595,0.326191119,0.372658996,0.082606702,0.298332060134472,0.529203743245572,1.7504269304556
"T6157",0.076443145,0.437391277,0.16212839,0.284885595,0.253175056,0.236166467,0.104697456,0.368648967247231,0.335433720613733,1.61906833301679
"T6159",0.060863764,0.23610632,0.153299315,0.284885595,0.310418502,0.384389846,0.060747073,0.429986902037429,0.176407511256418,1.51126290711312
"T6161",0.053403702,0.424976239,0.316556634,0.284885595,0.307443005,0.358296809,0.049377164,0.397891067495507,0.258809620045595,1.56712410426596
"T6163",0.056385878,0.348648081,0.2806714,0.284885595,0.325036516,0.323731494,0.121568776,0.194281367825673,0.862226780086951,1.97618651101474
"T6168",0.04714287,0.302521538,0.164791644,0.284885595,0.258111929,0.347135699,0.06286792,0.396802262528295,0.261632837345702,1.56903799094343
"T6170",0.123552578,0.26571329,0.275556189,0.284885595,0.278535033,0.330053684,0.091923298,0.0743990084147807,1.44379013840605,2.37043401139177
"T6172",0.073863416,0.567377952,0.300393925,0.284885595,0.300586835,0.297354286,0.112776231,0.396875845598385,0.261441974627778,1.56890860323634
"T6174",0.064019262,0.454591179,0.049544913,0.284885595,0.360857467,0.335138785,0.353068477,0.387464400597215,0.285933831524608,1.58551187306592
"T6186",0.057868285,0.443252845,0.054106273,0.168763132,0.268033512,0.305223936,0.250958606,0.421840719017499,0.197186700146959,1.52534932291421
"T6188",0.05703125,0.486295295,0.0535382,0.175044639,0.303586456,0.30036551,0.249736402,0.458525254464085,0.104149752239384,1.46227866409333
"T7444",0.245037431,0.164041903,0.089362404,0.265097214,0.063690265,0.335962744,0.082960938,0.428543533380405,0.180083435255699,1.51375485201915
"T7448",0.274493818,0.308688644,0.094729278,0.260691031,0.063981645,0.412272724,0.078798234,0.49043477991449,0.0239787488063085,1.40792995512796
"T7450",0.302340592,0.242524743,0.093506623,0.216859511,0.086606677,0.409939848,0.086289048,0.442861308730856,0.143718682999056,1.48910283006156
"T7458",0.246722396,0.33885613,0.084846183,0.29056098,0.06381538,0.363261975,0.074571542,0.487294591725019,0.0318531212791858,1.41326806940229
"T7464",0.29062562,0.075512291,0.080314338,0.284343449,0.067770282,0.230561379,0.075318363,0.497562088652466,0.00611097554929465,1.39581721651897
"T7466",0.186639745,0.373579617,0.100160169,0.275685619,0.071884751,0.354027452,0.078711183,0.489675111492034,0.0258835473244234,1.40922123671189
"T7468",0.120442983,0.251127304,0.08651354,0.261493691,0.072436385,0.342833764,0.08469983,0.475382098733376,0.0617471422672244,1.4335335192147
"T5290",0.171752861,0.29055536,0.119590446,0.183258576,0.3331883,0.247496048,0.092349847,0.126128020676195,1.14488682729329,2.16780452730387
"T5292",0.199427601,0.292320702,0.110294201,0.177107743,0.38156136,0.256668702,0.079753261,0.212510398510154,0.797741015222341,1.93247097900245
"T5294",0.178241467,0.298938076,0.13056558,0.193865194,0.344785373,0.244659386,0.106881536,0.0917325055236687,1.3301616670864,2.29340415703693
"T5296",0.159708708,0.283576484,0.123679557,0.180847742,0.319202598,0.24232944,0.100032103,0.094804768600725,1.31173507682413,2.28091259090324
"T5298",0.152116061,0.289577476,0.12178459,0.182189633,0.325959646,0.245817163,0.096951604,0.125920180796813,1.14589074389198,2.16848509220529
"T5300",0.183528068,0.293126765,0.114902974,0.180240839,0.337176379,0.253021646,0.085863913,0.144313240446303,1.06113956208504,2.11103143543097
"T5302",0.205948577,0.286390697,0.126961071,0.187055026,0.365790189,0.249267408,0.094532369,0.119233796795662,1.17882568712656,2.19081201301203
"T5304",0.170997581,0.299334857,0.130594785,0.192663948,0.303632641,0.253933714,0.106727275,0.0599656271771794,1.55506220843268,2.44586643821552
"T5306",0.20623042,0.294818805,0.124735548,0.186623993,0.320944131,0.253943717,0.096129719,0.0737537218848703,1.44839202546961,2.37355367573423
"T5308",0.171533711,0.295984474,0.122258954,0.18415274,0.26701819,0.249588938,0.093607172,0.0658817167654621,1.50718426040074,2.41340950800359
"T5310",0.14790405,0.296070651,0.114109389,0.181295037,0.294164827,0.249326203,0.091034865,0.129670733682987,1.12794897845287,2.15632219357088
"T5312",0.167726523,0.297825839,0.131474237,0.191389793,0.318957545,0.246715451,0.109277651,0.0684246677241136,1.48762682353963,2.40015132987738
"T5314",0.206349302,0.29214317,0.126504762,0.188187083,0.304105797,0.251598386,0.098234268,0.053189198393529,1.61468744953535,2.48628697353268
"T5316",0.195906661,0.292369519,0.121737761,0.183732483,0.302419804,0.248372949,0.093004996,0.0719512657027809,1.46141155544939,2.38237974270902
"T5318",0.142621113,0.294083339,0.110779447,0.176722859,0.300675088,0.246968405,0.086029595,0.159770027307533,0.995403504962033,2.06646831804288
"T5545",0.133299634,0.32031463,0.138300714,0.230921747,0.062315332,0.24729098,0.101524532,0.313348788580165,0.486380269247267,1.72139647772885
"T5553",0.239898722,0.280023238,0.103572473,0.217777104,0.358055559,0.288986346,0.093326938,0.138985523085653,1.08488849051802,2.12713106677363
"T5547",0.240293816,0.289768672,0.105054525,0.213867468,0.373634487,0.088149091,0.083631915,0.374668572015148,0.319513515720675,1.60827587008941
"T5549",0.197550896,0.236943322,0.128731649,0.228658638,0.37281365,0.287159723,0.092104292,0.140507934263701,1.07804008343092,2.12248846448957
"T5551",0.236101437,0.201148957,0.113665448,0.235700137,0.260300952,0.303189327,0.106895559,0.0425393353161219,1.72194947959288,2.55900095495987
"T5555",0.23238038,0.147381383,0.128840004,0.171939387,0.067525583,0.257413472,0.11885769,0.117337734423091,1.18840098425188,2.19730320077864
"T5557",0.220799179,0.138086666,0.129397231,0.156440096,0.191976147,0.090947188,0.121679778,0.00620326519206779,2.50036529820701,3.08669666747788
"T5559",0.237647382,0.275549334,0.101206116,0.234698117,0.366981017,0.265792588,0.100173833,0.137237034686072,1.09281719733784,2.13250601483427
