"","adeD","adiY","chiA","gspA","gspB","hchA","hns","mdtI","mdtJ","rcsB","yjjP","pval","z","inv_cof_var"
"T4082",0.055262174,0.05318972,0.107330793,0.077901997,0.082984052,0.176293313,0.254866975,0.171359165,0.167877929,0.164733984,0.084719631,0.206630478097615,0.818168540262976,2.26022238550055
"T5662",0.091979911,0.108214331,0.354440376,0.21034043,0.381170594,0.100132018,0.261368431,0.176843585,0.117102979,0.104151263,0.14201622,0.399565178794483,0.254472744925999,1.67603178182556
"T5664",0.04980164,0.049356329,0.089037355,0.056115862,0.100813249,0.200951,0.417905806,0.182374154,0.134210763,0.230047586,0.119813587,0.331335591613918,0.436228181251781,1.86439546831518
"T5668",0.077475252,0.078327058,0.132648796,0.077482859,0.2264889,0.127560268,0.393631891,0.152499259,0.151312461,0.074484178,0.071358334,0.196069798590948,0.855743637533975,2.2991636352659
"T2667",0.038420507,0.036504316,0.047592162,0.036482585,0.038488333,0.102060005,0.51208033,0.044991654,0.036826027,0.051142917,0.071284674,0.172742994479319,0.943381135071202,2.38998745019294
"T2668",0.041168437,0.041212802,0.048523909,0.041425338,0.04449516,0.093768317,0.663047236,0.048440297,0.042611126,0.04937959,0.069714121,0.0542478425017604,1.60499145586405,3.07565254810365
"T2669",0.035419836,0.035613885,0.041595904,0.036159096,0.039966886,0.109054407,0.615762914,0.042370768,0.037658766,0.036252261,0.063496329,0.263548234796117,0.632444490820507,2.06774579536402
"T2670",0.049133557,0.050628929,0.04859375,0.053507787,0.060588894,0.118710592,0.204867579,0.048585483,0.05598361,0.050322007,0.063892271,0.0875615126788496,1.35592502167694,2.81753057567353
"T2677",0.041255025,0.039990374,0.051790912,0.040029029,0.041876154,0.111069177,0.407161925,0.051646942,0.040306908,0.147342937,0.079177807,0.377561139069691,0.311892426840828,1.73553912411573
"T2678",0.046033514,0.045748913,0.057386083,0.046168807,0.050483249,0.108364499,0.426741854,0.058486159,0.047601317,0.139768553,0.089390591,0.25041933462409,0.673170747229902,2.10995277386916
"T2679",0.065052577,0.065246041,0.066160137,0.065687612,0.067805626,0.192208882,0.087536801,0.066458896,0.066870694,0.243018242,0.078275787,0.460324382703837,0.0996165358629457,1.51554532263299
"T2683",0.061232321,0.056322864,0.064274021,0.055980353,0.055421579,0.170098926,0.162825321,0.067216159,0.054685609,0.118546289,0.09435737,0.252345262784673,0.66712776644567,2.10369008285472
"T2684",0.067922032,0.068695732,0.068523781,0.069082168,0.06984923,0.116834172,0.140148745,0.069495813,0.070935848,0.146353195,0.088556675,0.0510398301459876,1.63485398659289,3.10660081842614
"T2649",0.055397812,0.061242027,0.070034922,0.305317984,0.201844796,0.097146842,0.308442573,0.065789768,0.316886722,0.309446923,0.152330131,0.477717233275488,0.0558836868206425,1.47022243803142
"T2653",0.059633572,0.053286201,0.07028752,0.066961305,0.247705224,0.09689098,0.374018163,0.068254252,0.111806807,0.143457517,0.086578273,0.384379941885167,0.293997408317845,1.71699347988671
"T2664",0.036972663,0.038814801,0.041124748,0.039460576,0.043058084,0.149876503,0.46699927,0.042110182,0.038321721,0.110787577,0.061905443,0.444941134227041,0.138453182093865,1.55579398865824
"T2436",0.042775492,0.044038572,0.041410748,0.045455151,0.046887111,0.098726423,1.249214963,0.037102676,0.171985226,0.042331564,0.043022172,0.490661867216688,0.0234093655402958,1.43656741787758
"T5731",0.09311784,0.203251615,0.119571972,0.112378062,0.122013723,0.233005812,0.112253398,0.227256691,0.219927142,0.154762315,0.127479082,0.0640865413482993,1.52134579930049,2.98896570919713
"T5733",0.15183015,0.240253688,0.106107839,0.115733125,0.109598646,0.174320898,0.298509439,0.146945503,0.161178847,0.091292881,0.097173793,0.056297122714837,1.58663981089925,3.05663367544378
"T5735",0.197105672,0.229133089,0.129694082,0.179929062,0.112777933,0.180890134,0.114141615,0.166939555,0.179083283,0.161005932,0.107821186,0.00255698918604547,2.79976523831411,4.31386582377179
"T5762",0.09285213,0.056901387,0.12277051,0.088546307,0.110325339,0.289071845,0.080505631,0.130834488,0.271217768,0.195719337,0.13030087,0.316900933398786,0.476382546337236,1.90600976271564
"T5764",0.092710731,0.069271948,0.135828976,0.097287497,0.118220234,0.281538843,0.224214717,0.054110021,0.262289864,0.210906149,0.109965109,0.358524447145576,0.362405681695989,1.78788893600281
"T5766",0.064933426,0.068311059,0.130667469,0.097949184,0.117965025,0.281712098,0.058381888,0.097003357,0.262299444,0.209738433,0.095817434,0.355492905802105,0.370532438166275,1.79631116445931
"T5768",0.096573807,0.072308713,0.139704037,0.103183364,0.124695383,0.273317856,0.073276452,0.12868175,0.255676816,0.076133697,0.062463844,0.351802422257245,0.380458839796292,1.80659846943573
"T5770",0.055883251,0.066664506,0.131374753,0.097501401,0.115965309,0.276532472,0.119800896,0.081821731,0.262673057,0.171479681,0.094369741,0.37785257350389,0.311125591160461,1.73474440788272
"T5772",0.051493232,0.068661003,0.123643511,0.103093811,0.124560763,0.281600789,0.055513444,0.107440775,0.268032548,0.205103229,0.086581113,0.372647324659258,0.324849935380889,1.74896774075393
"T5527",0.058642477,0.075068242,0.074380544,0.082215735,0.105275012,0.104731901,0.265010637,0.230748984,0.275102022,0.13168794,0.099379342,0.382723519377478,0.298335596138286,1.721489395206
"T5533",0.052152234,0.072059623,0.140142896,0.084719587,0.088047734,0.265614974,0.292620505,0.283629837,0.27637204,0.136477762,0.079905125,0.424875840657973,0.189435272686504,1.60862968217645
"T5529",0.060214695,0.092764628,0.134434603,0.066252793,0.04745375,0.277747892,0.18756971,0.205408428,0.270915752,0.07777827,0.07792599,0.471307258445345,0.0719841559087818,1.48690828673538
"T5531",0.065010555,0.094255729,0.140672637,0.098299544,0.111530598,0.229702583,0.255264377,0.228317832,0.262513499,0.064615257,0.069773475,0.353411854254608,0.376125350851583,1.80210742383353
"T0247",0.082146962,0.044392545,0.053522833,0.086592453,0.042378126,0.117931186,0.907963186,0.093310919,0.093410339,0.172321207,0.066478373,0.22700502256217,0.748746443533375,2.18827624552162
"T0249",0.077527837,0.045247081,0.063647583,0.104262327,0.080757187,0.112205922,0.222674836,0.108796164,0.105983315,0.109206654,0.078996033,0.00878019884174721,2.37475929101445,3.8734075429538
"T0586",0.052850576,0.05232172,0.069912599,0.052560946,0.05170751,0.058803857,0.174418901,0.076729183,0.052260547,0.23245487,0.108809166,0.490200363581873,0.0245665165414603,1.43776664048577
"T0587",0.077944403,0.079250414,0.070151093,0.077836911,0.079167734,0.097952722,0.152788292,0.06907565,0.078532264,0.231980463,0.064898015,0.331772919213027,0.435022854530549,1.86314631841779
"T0588",0.081360532,0.08183139,0.077293885,0.081196598,0.081714641,0.093520798,0.148776465,0.077537331,0.081482969,0.206184053,0.07676234,0.179561350322356,0.917038052046048,2.36268658738284
"T0589",0.056616752,0.060426944,0.043611439,0.058393841,0.046235346,0.061507613,0.129517708,0.043831785,0.069690783,0.164261103,0.069049452,0.316855596212675,0.476509848895862,1.9061416937309
"T0590",0.054734376,0.059242786,0.038358807,0.055837658,0.038556464,0.074779137,0.072202455,0.042817401,0.113982771,0.135889927,0.066365762,0.256896411456439,0.652943315251318,2.08898991447565
"T0591",0.064720873,0.067618535,0.045014301,0.065276982,0.049426403,0.058338349,0.152844643,0.041928724,0.086616228,0.114401401,0.060307798,0.0578606572260345,1.57298921956756,3.04248677696317
"T0569",0.057907367,0.061744859,0.051719705,0.06049058,0.066424176,0.094634165,0.889089152,0.054446108,0.061479543,0.141976514,0.047299179,0.15682371817152,1.00759811062652,2.45653922160258
"T0570",0.067013333,0.069213205,0.058894225,0.067948156,0.073940578,0.102353618,0.902144672,0.062073945,0.069888943,0.109715318,0.05430413,0.00539943381266716,2.54914084979165,4.05412925302252
"T1945",0.030173542,0.031365218,0.021890224,0.082539657,0.038170949,0.08076548,1.197318367,0.071545311,0.01122662,0.109923896,0.018004458,0.478516812888407,0.0538764171268757,1.46814218818063
"T1946",0.044728887,0.020361554,0.074416319,0.033737848,0.049007779,0.097861671,1.135172591,0.039180448,0.049700265,0.083116879,0.030498699,0.255092634525933,0.658549237764002,2.09479965668755
"T1947",0.050340189,0.051838255,0.028562292,0.025412992,0.057149326,0.097657768,1.131135224,0.045776575,0.060410945,0.053377228,0.038079938,0.142287554225224,1.07009820180495,2.52131168628532
"T1941",0.035741594,0.034585761,0.075752568,0.036145507,0.042263312,0.095327924,1.369624898,0.085810668,0.065265587,0.082971808,0.02127757,0.22987898256791,0.739245452907038,2.1784298186094
"T1942",0.038095747,0.038089037,0.020054552,0.041692895,0.045019498,0.087879194,1.286997417,0.08382861,0.038951008,0.089278914,0.024291096,0.306525122308357,0.505724246405597,1.9364182660566
"T1943",0.030391231,0.037977125,0.027244257,0.053223389,0.045184485,0.092646493,1.347704951,0.077896451,0.043474857,0.08954974,0.023204718,0.277528464464974,0.590199467751786,2.02396483099826
"T1096",0.096878323,0.095554371,0.109823124,0.095954352,0.095566552,0.130786003,0.145541895,0.103563843,0.09567977,0.149856371,0.125003298,1.38449881195461e-05,4.1916772225848,5.75638483682823
"T1094",0.079943826,0.082565501,0.075890216,0.081265006,0.089438025,0.075362965,0.190537806,0.07484422,0.088337459,0.1407417,0.0883313,0.00140253343626082,2.98832979792614,4.50928619912799
"T0114",0.057380682,0.05632184,0.045400289,0.05478268,0.063932396,0.172385006,0.21142701,0.046345022,0.063831906,0.136200188,0.056928345,0.369993084912053,0.331871661256984,1.75624476199895
"T0115",0.062837029,0.062906795,0.065031739,0.062821764,0.065456061,0.132348532,0.212642006,0.06330525,0.0653813,0.090130567,0.07094862,0.0303355501233982,1.87588480014774,3.35639501174758
"T0117",0.066602845,0.061096204,0.08200141,0.062139927,0.058257932,0.161884775,0.25147678,0.070644818,0.058500483,0.05936055,0.096347023,0.163964425505961,0.978294173053942,2.42616985372333
"T0121",0.050698142,0.048658953,0.064635591,0.049766016,0.047112362,0.219741776,0.19367375,0.058433447,0.046854996,0.131134665,0.090994799,0.484939085155984,0.0377610869911358,1.45144093811225
"T4023",0.070465043,0.05941813,0.099265907,0.099902115,0.099125836,0.28396722,0.177176579,0.301433632,0.263669581,0.236140608,0.099132344,0.404890033290748,0.24070976953766,1.66176841323741
"T4024",0.056955465,0.07542034,0.143305914,0.10205476,0.108285981,0.261103475,0.055864598,0.295053421,0.25796398,0.22964734,0.100260686,0.339164925253157,0.414743273160971,1.84212941358974
"T4025",0.066016681,0.065564985,0.120804157,0.109727655,0.115621415,0.262419581,0.118796011,0.289782931,0.2601569,0.2248276,0.098014569,0.340006476788034,0.412445453181021,1.83974804964782
"T4026",0.080347897,0.074449731,0.107080884,0.108235992,0.138785915,0.26890395,0.132579961,0.295127093,0.261300291,0.226538634,0.098338072,0.315270116877801,0.480966604673003,1.91076048789154
"T4027",0.081185483,0.088012903,0.099636711,0.114061585,0.098330721,0.2516287,0.080283907,0.290613909,0.25018035,0.22442688,0.106901159,0.30482074096698,0.510585284874017,1.94145604178749
"T4028",0.090843645,0.080844164,0.129445102,0.105357244,0.097774746,0.272864801,0.089015348,0.305236305,0.26340985,0.232400339,0.102235009,0.323118066924784,0.458997259794351,1.88799238326281
"T4029",0.074385387,0.084514342,0.155577446,0.117286616,0.126518969,0.274923224,0.074800265,0.296490726,0.265815723,0.234834855,0.118796623,0.262019887790648,0.637130603835579,2.0726022857154
"T4030",0.086111447,0.0764883,0.120915459,0.104542439,0.130135211,0.265122481,0.087980838,0.293229365,0.258409011,0.224479678,0.094519004,0.301032916530204,0.521432044986843,1.9526971675696
"T4031",0.075926534,0.094015526,0.089816309,0.122749661,0.09876535,0.26298892,0.082330495,0.278753874,0.246233344,0.219129826,0.125350929,0.28373870607549,0.571770578378166,2.0048659054833
"T4032",0.093870027,0.097988617,0.10160099,0.119198413,0.107329458,0.254930057,0.123380252,0.274583625,0.244684935,0.21700103,0.121557323,0.226344776593392,0.750938692025078,2.19054819961524
"T4033",0.055656978,0.082542903,0.065173054,0.12082645,0.097960589,0.273524804,0.062839467,0.291326832,0.255633451,0.23834291,0.125918681,0.380366748874383,0.304517716087227,1.7278962841962
"T4034",0.076437249,0.084132201,0.128285004,0.116787308,0.08740934,0.268801308,0.081881182,0.293806219,0.214783321,0.238288293,0.120151253,0.293788554980802,0.542350446044636,1.97437611824292
"T4087",0.121332058,0.089478806,0.103974817,0.108360801,0.08164921,0.093528311,0.111766993,0.289818102,0.251824549,0.200269461,0.080403952,0.335058500503081,0.425987436114297,1.85378239095423
"T4088",0.100825122,0.072659811,0.063905215,0.123475674,0.076534681,0.049391549,0.069349923,0.311256704,0.282969901,0.162117084,0.09384849,0.48492632777279,0.0377930878347517,1.45147410244007
"T4089",0.139290737,0.134791739,0.12509503,0.104066727,0.108882078,0.265973166,0.159582009,0.251094677,0.257609727,0.199982155,0.142697254,0.109459847359323,1.22940580539864,2.68641138346823
"T4090",0.116687699,0.089014514,0.13876695,0.123209609,0.144351373,0.257775954,0.150225762,0.271113957,0.234910554,0.18034117,0.144442702,0.109855264764216,1.22729820633849,2.68422715648368
"T4091",0.161443685,0.090223347,0.120015703,0.087238595,0.109971239,0.097621299,0.160741149,0.291011042,0.254121085,0.206976915,0.107169473,0.261032053492102,0.640166888328901,2.07574896320662
"T4092",0.130083622,0.06594791,0.112587702,0.11174108,0.123821988,0.122509551,0.119109245,0.306254683,0.23274065,0.220985556,0.117085514,0.255623057938683,0.656898604061519,2.09308900937197
"T4093",0.079955512,0.092528313,0.080998109,0.116919065,0.074712852,0.105557286,0.076366911,0.081144483,0.240776224,0.204123122,0.10466751,0.265138746184392,0.627582474591656,2.06270700632336
"T4094",0.138867936,0.080398438,0.119573704,0.09911638,0.1254796,0.064975165,0.120902459,0.237392796,0.255921629,0.22996706,0.131396941,0.231161812140412,0.735026058236891,2.17405701551261
"T4095",0.12997227,0.066985975,0.127495558,0.09781516,0.098677529,0.089603935,0.110599221,0.305090142,0.263761911,0.217934034,0.100325482,0.346680826428892,0.394297169405109,1.8209399319673
"T4097",0.156591393,0.0702897,0.088884225,0.100629663,0.086910743,0.052285742,0.098537608,0.331575296,0.268899736,0.19939288,0.08951181,0.450094967380162,0.125421415629855,1.54228841423221
"T4099",0.09342453,0.113873979,0.079281748,0.124425177,0.089410038,0.131142189,0.099525958,0.279836715,0.230325631,0.203878175,0.086080131,0.270087332441392,0.612548885289907,2.04712682693895
"T4101",0.1001161,0.090376848,0.116863039,0.101631278,0.049603967,0.148503841,0.120498149,0.295975368,0.23900506,0.187419449,0.064394853,0.368310399011722,0.336331633274087,1.76086688933535
"T5038",0.052090974,0.068715828,0.076310998,0.103048615,0.045548126,0.284289878,0.153740864,0.282885182,0.270782601,0.237159714,0.108296974,0.468547448196389,0.078921708270334,1.49409807409169
"T5042",0.060016693,0.078471608,0.069703058,0.113204169,0.064242726,0.279310242,0.089998123,0.273257897,0.262995178,0.241835597,0.115048728,0.417315018001265,0.208767125349405,1.62866440085045
"T5043",0.09785476,0.085764146,0.086635262,0.106147589,0.085663879,0.257275577,0.111774083,0.285340693,0.244225995,0.228548129,0.124943418,0.305172213971209,0.509581870237403,1.94041614507875
"T6958",0.09833686,0.071594596,0.076628016,0.109008785,0.096368199,0.263547163,0.2068349,0.289361856,0.256636383,0.260562751,0.107770225,0.358420299586921,0.362684473903809,1.78817786451626
"T6959",0.05548246,0.076666467,0.065112046,0.118507539,0.051768733,0.279291711,0.064614154,0.284256621,0.267311247,0.245059608,0.113735175,0.44665860009011,0.134107966519938,1.55129079007094
"T6962",0.080395757,0.069949792,0.087724678,0.123582352,0.094827672,0.270692253,0.115206495,0.291178422,0.231575094,0.240587137,0.132160127,0.325873811839088,0.451335692846141,1.88005225765323
"T6963",0.108880976,0.072760163,0.03737092,0.117237857,0.046570221,0.276453381,0.057561986,0.277616767,0.256462974,0.236561153,0.113143924,0.430595045952103,0.174859426595131,1.59352388859482
"T6966",0.102578544,0.09122569,0.079628262,0.128391089,0.070369451,0.266510449,0.100812287,0.300757179,0.257733275,0.223218154,0.116113022,0.334485621657978,0.427560343224556,1.85541248570014
"T6967",0.068977026,0.091480554,0.070366189,0.124705619,0.073348031,0.273649226,0.070026351,0.295004097,0.259366174,0.218109799,0.127968791,0.370886101133182,0.329507399097853,1.75379454017822
"T6970",0.094966103,0.100517333,0.133029691,0.133900107,0.0781406,0.241733005,0.085418935,0.273809936,0.252700494,0.230466102,0.091485053,0.249860658324317,0.674928304519486,2.1117742322914
"T6971",0.07778578,0.085516004,0.070972984,0.125102309,0.075453593,0.268512976,0.091302171,0.298444704,0.2594438,0.236307662,0.122975816,0.36980492912408,0.332370040316558,1.75676126108601
"T6981",0.077400671,0.101583974,0.119051783,0.130674915,0.120679369,0.273594035,0.083936426,0.323618135,0.256092427,0.250629837,0.133590948,0.270417326294778,0.61155132234233,2.04609299467451
"T6984",0.080566705,0.092721085,0.083012736,0.142185512,0.098765758,0.275915502,0.072162452,0.31839522,0.269049066,0.261700615,0.128374678,0.335269069601823,0.425409558556086,1.85318350296824
"T6985",0.131025486,0.066908705,0.07231747,0.119136828,0.129830031,0.286105289,0.122732806,0.296189324,0.266842491,0.252599446,0.136941124,0.297930496503694,0.530361963117964,1.96195175897678
"T6988",0.146058982,0.06587471,0.112867695,0.106293304,0.138008166,0.28697841,0.146227396,0.292788531,0.275333295,0.242493355,0.104852489,0.275880559832648,0.595123203195177,2.02906758323591
"T6989",0.057107937,0.072587161,0.09983701,0.109839089,0.060967909,0.28994151,0.136240782,0.289963881,0.278718529,0.245603108,0.104760215,0.432616427890725,0.16971680696368,1.58819429399464
"T6992",0.082557828,0.07300475,0.119374432,0.106142769,0.076373101,0.290052153,0.125235566,0.286078485,0.27802625,0.243619392,0.105020624,0.374219554165282,0.320698204171307,1.74466506122059
"T6993",0.153622281,0.08059968,0.046781211,0.10797468,0.046459783,0.264318324,0.166807535,0.270510076,0.224089929,0.21967557,0.124787147,0.357166756616337,0.366042298080197,1.79165777220559
"T6996",0.064674106,0.06420964,0.117861036,0.096491392,0.085341775,0.30509541,0.163414347,0.302974186,0.273651897,0.254504694,0.098507719,0.425335582137171,0.188262137799768,1.6074138945418
"T4096",0.129299949,0.089159571,0.075103462,0.117333312,0.077133959,0.07228654,0.096853784,0.301414222,0.248779954,0.231470077,0.094854067,0.389808457717759,0.279818294167325,1.7022988425953
"T4098",0.102352546,0.096090051,0.068742441,0.080297112,0.112491381,0.061341191,0.127842054,0.318427446,0.267658518,0.173696235,0.114202559,0.429987657945176,0.176405586764043,1.59512626393614
"T4100",0.133620115,0.080311964,0.070247991,0.117793234,0.109919697,0.109704055,0.13745195,0.309344209,0.266555853,0.220984823,0.107265511,0.338040734335674,0.417816250383455,1.84531411788154
"T4102",0.103257652,0.058100798,0.069438473,0.130835337,0.061415558,0.095919779,0.102932813,0.186701529,0.213652147,0.194895876,0.081008354,0.275005791204398,0.597742770147558,2.03178239220191
"T4834",0.072185524,0.075359035,0.090056752,0.108314149,0.092626497,0.167777144,0.108365131,0.271069175,0.24754511,0.214557412,0.123324942,0.294284689708199,0.54091034601544,1.97288365916771
"T4836",0.087275713,0.095956353,0.101077529,0.119048006,0.11415193,0.163106199,0.136272082,0.300095318,0.255204388,0.220791682,0.091536656,0.282418945828779,0.575670539901034,2.00890766150703
"T4838",0.078455367,0.090803155,0.100165293,0.117949566,0.11614191,0.240215533,0.121885635,0.288690582,0.192366674,0.202343541,0.079390234,0.279532215849259,0.584231707472623,2.01778009535021
"T4840",0.080715513,0.081702803,0.080654874,0.120583307,0.07397379,0.28407193,0.072480799,0.274930431,0.234321136,0.206660111,0.100185457,0.361308671528829,0.354962956278302,1.78017560854727
"T4842",0.079717149,0.079147772,0.082237712,0.123104128,0.088388585,0.266751164,0.099557428,0.254414417,0.242099522,0.19936096,0.088411965,0.33007838904056,0.43969672059012,1.8679901165398
"T4844",0.064885667,0.065596355,0.065046217,0.117399368,0.0669708,0.273876776,0.068409447,0.276895728,0.249193437,0.226089144,0.064456856,0.457321626574107,0.107183691551568,1.52338760438568
"T4845",0.104138405,0.07290919,0.105266157,0.110252653,0.096150364,0.268805761,0.119012381,0.296015936,0.254634053,0.218578958,0.096581172,0.325128018036266,0.453406528794548,1.88219838489565
"T4847",0.111968052,0.121013577,0.12258936,0.088924214,0.160872092,0.216319387,0.117927147,0.30631552,0.242556028,0.209470438,0.12142289,0.166041611063859,0.969926314982081,2.41749775771178
"T4849",0.075138587,0.086126706,0.076957729,0.115242842,0.085048848,0.253702759,0.140665307,0.28819746,0.254867737,0.206421512,0.087824738,0.369967438336801,0.331939587961526,1.75631515837738
"T4851",0.097598667,0.085715288,0.097101853,0.111248006,0.111709908,0.232559035,0.151522692,0.278973299,0.239652016,0.19791428,0.085268459,0.268104125169824,0.618556979180099,2.05335336264434
"T4853",0.125084148,0.081451386,0.12619401,0.118041677,0.120560174,0.23423696,0.14893965,0.279287628,0.222425209,0.194152748,0.094723206,0.178368101753888,0.921602021823194,2.36741649362185
"T4855",0.119421265,0.089311017,0.089560546,0.117972569,0.099258477,0.223128489,0.123580049,0.292994517,0.221725425,0.213518803,0.090634073,0.25695022577418,0.652776382493125,2.08881691238909
"T5041",0.07373947,0.087819437,0.056332316,0.113315156,0.069190451,0.268903209,0.149667732,0.263911458,0.25347809,0.223671531,0.114705239,0.383306071379085,0.296809250402163,1.71990755470909
"T5044",0.06283041,0.084065799,0.099391678,0.130162319,0.063548326,0.251249024,0.105279674,0.266596348,0.24610798,0.240215499,0.142538313,0.319664571670792,0.468636975013355,1.89798257850576
"T6957",0.068368787,0.064383182,0.065667389,0.108450717,0.061575717,0.280092299,0.217287064,0.296074179,0.270983701,0.257268844,0.103844129,0.457888608442783,0.105754400586284,1.5219063473695
"T6960",0.075679882,0.06813274,0.077023263,0.086268121,0.069582807,0.293218352,0.140316005,0.284845291,0.281351066,0.236920208,0.087144204,0.459697344275175,0.101196231046391,1.51718245225233
"T6961",0.051780454,0.065303551,0.078652991,0.101783027,0.083193878,0.282038222,0.146251677,0.316745859,0.26421039,0.255864298,0.114196942,0.449016349301692,0.128146928489338,1.54511302107845
"T6964",0.098152114,0.070383286,0.070987794,0.095392417,0.07715618,0.285701138,0.141120419,0.28850427,0.264519331,0.244062517,0.101767652,0.410175712978902,0.227093001416863,1.64765656770939
"T6965",0.082470575,0.087328611,0.063232447,0.126533829,0.067281014,0.282924534,0.062591463,0.306698202,0.270292189,0.238857365,0.123857069,0.396961938165249,0.26121867636458,1.68302298132013
"T6968",0.080905148,0.086046948,0.061267532,0.14328554,0.086199376,0.263069963,0.063006957,0.327335718,0.279017521,0.245787663,0.122842755,0.384468370166743,0.293765969950884,1.71675362690141
"T6969",0.089558838,0.070936773,0.116935569,0.112841948,0.056302203,0.294420657,0.078961055,0.285086621,0.281406434,0.234639835,0.116024612,0.38214727549771,0.299846098041228,1.72305481582087
"T6972",0.122346723,0.087023707,0.054740386,0.137653739,0.094870941,0.265120472,0.082355915,0.312317726,0.276356102,0.256539704,0.091386134,0.367124937343712,0.339477725050425,1.76412736647434
"T4105",0.069957435,0.078391667,0.124323062,0.099751127,0.115135324,0.286398008,0.175993679,0.277931144,0.271555416,0.220582395,0.073635454,0.364716548320732,0.345879738009189,1.77076214332748
"T4107",0.071689471,0.058113557,0.133831282,0.092562846,0.069946022,0.307701358,0.12853627,0.304335676,0.295111327,0.243245521,0.117404504,0.426357672121777,0.185654968450498,1.60471193393001
"T4109",0.073599297,0.066497365,0.121398891,0.095865473,0.106278805,0.29962393,0.107886398,0.291844508,0.284425362,0.236337616,0.073909539,0.409543044756968,0.228720591202719,1.6493433332794
"T4111",0.052486893,0.053397192,0.114593281,0.082789148,0.088822229,0.300145886,0.083127236,0.300354268,0.289260034,0.227042268,0.075575797,0.475347684939034,0.0618335696918317,1.47638864628606
"T4113",0.069733449,0.055462526,0.119578279,0.084497687,0.102591538,0.313525639,0.06747754,0.302958037,0.296140397,0.238942536,0.068648814,0.459255062668296,0.102310620839237,1.51833735894348
"T4115",0.080732881,0.061748337,0.10913255,0.086724777,0.107251616,0.285106672,0.080238289,0.29333057,0.282262608,0.233250256,0.081639136,0.407977390507632,0.232750978450215,1.65352025703622
"T5049",0.066663037,0.074945818,0.080258022,0.100041532,0.072460001,0.278783608,0.265910308,0.270722175,0.159331787,0.222488658,0.103237926,0.393347570743415,0.270604620824279,1.69275017922604
"T5051",0.044590494,0.059685319,0.152684452,0.093767469,0.047864886,0.280690468,0.15413202,0.273866539,0.264653302,0.236900951,0.093774776,0.444139526870061,0.140482151425286,1.55789672710044
"T5052",0.066631918,0.063937123,0.092208395,0.096736144,0.127155717,0.278172383,0.252155306,0.235798049,0.238198589,0.245009166,0.09979387,0.343174998942024,0.403813323929366,1.83080207410527
"T5053",0.053600763,0.073513877,0.056910974,0.104217641,0.051373903,0.281071118,0.098262282,0.268459385,0.177794043,0.23133619,0.102320725,0.455168212194462,0.112614202910664,1.52901555785878
"T5054",0.096145328,0.058384585,0.048564272,0.094748228,0.051174227,0.286157433,0.042462816,0.283426436,0.166547484,0.261006933,0.078305406,0.488841601207617,0.0279736058142953,1.44129760444814
"T5055",0.117456215,0.087943592,0.056648252,0.108524368,0.126019408,0.258403226,0.255984335,0.262611229,0.252950157,0.217289068,0.109636215,0.278058529346062,0.588618741673459,2.02232663300284
"T5056",0.094805581,0.09694074,0.053639731,0.116449826,0.114893985,0.232047904,0.250669123,0.247128769,0.246520881,0.217577083,0.11888408,0.253756449444071,0.662715315670135,2.09911720453352
"T6973",0.052007309,0.080397596,0.042219093,0.118582813,0.060518617,0.307008794,0.113166652,0.292883604,0.25447904,0.244993236,0.11026175,0.476266973528287,0.0595250082874084,1.47399615038379
"T6976",0.037337012,0.075111363,0.11753605,0.119209372,0.09721036,0.264802554,0.105920745,0.307282921,0.276745174,0.272006034,0.114820548,0.396903080161539,0.261371334940887,1.68318119024521
"T6977",0.060481526,0.058339276,0.064742436,0.104095279,0.117778002,0.300611896,0.119961601,0.305192531,0.211832473,0.252716764,0.089609214,0.445191136333797,0.137820512201739,1.55513831620287
"T6979",0.038624755,0.063353634,0.085254153,0.113334584,0.049100623,0.300455757,0.052527489,0.301977466,0.275897676,0.268505159,0.111381072,0.487792440182806,0.0306045915168479,1.44402424732635
"T4104",0.083499931,0.087080318,0.130813876,0.083135884,0.11162928,0.253760524,0.203394215,0.305148671,0.245508925,0.172712129,0.087095392,0.32987189759531,0.440266921932004,1.86858104921818
"T4106",0.055010295,0.067152901,0.132112751,0.107744082,0.086096317,0.27763506,0.160807537,0.324367271,0.262635262,0.175334858,0.066363741,0.441455630673367,0.147279691696502,1.56494141181761
"T4110",0.058025049,0.081686137,0.15096838,0.102089595,0.069482164,0.2738724,0.149493528,0.302913677,0.266323895,0.165811869,0.056937644,0.431442604951991,0.172702587399508,1.59128863120574
"T4112",0.046006158,0.085591833,0.134965658,0.118353137,0.116260102,0.272947159,0.058051734,0.294489664,0.239780825,0.136738171,0.055093113,0.392787786076449,0.272060407156424,1.6942588949256
"T4116",0.051410034,0.057975372,0.099741372,0.100067293,0.125690085,0.288458074,0.060322939,0.327511761,0.244643291,0.206516467,0.076625238,0.440850513470819,0.148813209613642,1.56653068526115
"T4118",0.069594719,0.087482236,0.095680778,0.113104219,0.137437189,0.204491368,0.160002894,0.305874749,0.246099413,0.187967813,0.088012051,0.305900281306096,0.507504952111128,1.9382637145231
"T4833",0.100677466,0.090192227,0.093050812,0.097207875,0.12435596,0.206540025,0.123276837,0.285910751,0.251694825,0.210841446,0.10755748,0.250696320606978,0.672300139123497,2.10905051226024
"T4835",0.075489976,0.072619901,0.075342206,0.113962166,0.071149133,0.212043076,0.140200498,0.2882072,0.253194427,0.219606135,0.111683934,0.367374232037292,0.338815844881887,1.76344142171758
