"","adeD","adiY","chiA","gspA","gspB","hchA","hns","mdtI","mdtJ","rcsB","yjjP","pval","z","inv_cof_var"
"T8141",0.051758838,0.053237814,0.040442721,0.052176878,0.054825339,0.09765277,0.57689406,0.043199736,0.060546318,0.074855667,0.092160805,0.046781836248069,1.67689164368439,3.15016687741845
"T8402",0.290192649,0.067763301,0.279656231,0.297443656,0.389338774,0.288107425,0.297713427,0.096427993,0.254711181,0.28412571,0.074894072,0.256461666461224,0.654292568305161,2.09038822356817
"T8406",0.25803699,0.047695856,0.334793544,0.371013027,0.371011908,0.280751806,0.337960521,0.048250918,0.299597053,0.264566763,0.047959776,0.373921313968278,0.321485329677423,1.74548080497527
"T8407",0.309516755,0.058724849,0.25273675,0.100241325,0.154413257,0.308790474,0.30694897,0.074462513,0.273248329,0.306448187,0.062223412,0.380774420622354,0.303447513115349,1.72678717086704
"T5535",0.061329008,0.075836332,0.0831728,0.074894032,0.135140645,0.124830836,0.290450541,0.260315541,0.172985274,0.156210736,0.150952884,0.240257846876752,0.705473377775424,2.14342986096966
"T5543",0.069257585,0.089197875,0.149511956,0.071433258,0.094902838,0.085717609,0.317977132,0.132022989,0.074947659,0.25590794,0.08890907,0.303452931286674,0.514495132576831,1.94550804343213
"T5537",0.095833603,0.14625531,0.085321119,0.082622072,0.093310026,0.256448344,0.260659665,0.242919793,0.238178998,0.20660693,0.103390762,0.244508860821189,0.691871990837657,2.12933395585254
"T5539",0.073485484,0.08351879,0.121133067,0.076227065,0.104291747,0.093740662,0.29827645,0.266277685,0.147400183,0.235188652,0.08182262,0.330610191780061,0.438228868565595,1.86646889646435
"T5541",0.095755322,0.092933479,0.093095139,0.094438002,0.1103882,0.108808641,0.279479582,0.245233326,0.150299912,0.228399409,0.092603765,0.211137114615955,0.802481943399593,2.24396545655584
"T1634",0.054756919,0.103699066,0.058294988,0.056117762,0.054258939,0.059523431,0.360921947,0.054496561,0.058859647,0.098836329,0.06518429,0.0194708681243885,2.06480202439447,3.55218087389212
"T1592",0.030813116,0.032790078,0.045290361,0.03139602,0.031097177,0.127241552,0.540730508,0.032684995,0.037719258,0.05012025,0.062971629,0.419497594069218,0.203178920586904,1.62287302056933
"T0881",0.013563735,0.069654016,0.061501931,0.105392792,0.077807137,0.106269422,0.676124613,0.063854424,0.109468553,0.108657786,0.059111189,0.142888718199501,1.06743060066855,2.51854709671214
"T0880",0.073995837,0.073442055,0.076447062,0.073496581,0.073544715,0.093884374,0.405419397,0.077121815,0.080237045,0.108454339,0.078751709,2.37821851537893e-08,5.46018312988808,7.07101098426969
"T0151",0.049817553,0.049648686,0.069543778,0.049238516,0.049078594,0.095856403,0.318009285,0.058172573,0.066758705,0.214712933,0.093090129,0.438678021259808,0.154321757860864,1.57223951288154
"T0875",0.049622643,0.053368186,0.050022995,0.050532703,0.060208477,0.054923973,0.074104473,0.049400333,0.058180197,0.057433148,0.053538043,3.65231537398739e-33,11.940201173187,13.7866290248064
"T0876",0.060568663,0.061975234,0.065145862,0.060637257,0.065098407,0.083109002,0.070411281,0.062613769,0.061477835,0.060596911,0.070981831,2.15296933458625e-14,7.55140309615956,9.2382633651093
"T1081",0.057899301,0.058040523,0.073596972,0.057834584,0.061338333,0.126783051,0.27121662,0.060899985,0.061222267,0.163275209,0.090689586,0.211676571187964,0.800617455275778,2.24203317951633
"T1082",0.068776623,0.068179603,0.081415473,0.068465493,0.065236071,0.113357249,0.201868983,0.074752546,0.123471945,0.077463485,0.095314681,0.00483417785784285,2.58747020374124,4.09385218267271
"T1083",0.031176876,0.031624766,0.064238387,0.031165069,0.036813312,0.127476847,0.448540812,0.035658951,0.123794747,0.128047863,0.072519984,0.427546661769237,0.182623653638451,1.60157040680735
"T2298",0.118647095,0.053622655,0.084152073,0.054449789,0.049485776,0.098208328,0.629594082,0.140247377,0.262035814,0.278965581,0.112654998,0.458441371558085,0.104361161311155,1.52046245280805
"T2380",0.044079392,0.046609683,0.052365253,0.046443965,0.049716247,0.103603625,0.804450718,0.050603203,0.048709099,0.196569805,0.087057681,0.461174570971759,0.0974750564662664,1.51332598349324
"T2389",0.055417187,0.060839854,0.057604191,0.060485275,0.066386393,0.13898085,0.417708082,0.05715489,0.063987321,0.13898988,0.078302439,0.178605336980379,0.920693110874023,2.36647453655835
"T2391",0.049739699,0.05613435,0.048035462,0.055298059,0.061742318,0.152215223,0.399476881,0.04795592,0.05982893,0.105338018,0.067780399,0.248766056512123,0.678377907582681,2.11534925575724
"T2861",0.04648207,0.046492783,0.054317796,0.046637729,0.046847262,0.07690601,0.512728475,0.049237577,0.048946994,0.046936041,0.107912353,0.0852590685026228,1.37054083645143,2.83267779111658
"T2862",0.034835733,0.036233459,0.038285737,0.035499689,0.040617917,0.090524758,0.65628455,0.036195949,0.041021126,0.035104236,0.105452003,0.318051231818201,0.473155191026611,1.90266506746905
"T2863",0.030867305,0.029873774,0.041326402,0.031264418,0.031396853,0.091417046,0.398657171,0.030822307,0.036176596,0.032926403,0.088945876,0.343547780940681,0.402799727161127,1.82975162506375
"T0834",0.049865048,0.050771605,0.05182154,0.051862651,0.055197637,0.07272773,0.428061848,0.053532955,0.052600322,0.199405066,0.066205596,0.453856159844195,0.11592457408799,1.53244628725656
"T0837",0.058634629,0.067394535,0.048405671,0.069668634,0.076132234,0.192753479,0.142422611,0.04470615,0.071941261,0.229193755,0.059416546,0.492696232339629,0.0183088533750601,1.43128146168364
"T5127",0.017150437,0.05964164,0.146457154,0.09987028,0.140117052,0.294108958,0.245015781,0.324326375,0.189993602,0.228378977,0.115719265,0.412386913126493,0.221409204324939,1.64176611956029
"T5129",0.060403256,0.074761606,0.124689801,0.07107226,0.138801232,0.302675383,0.271146753,0.307290436,0.135832395,0.213097103,0.114859751,0.389687011852198,0.280134881961709,1.70262694086434
"T5131",0.014562174,0.071136158,0.118908999,0.070172796,0.136021782,0.297212933,0.27567608,0.298201452,0.195908938,0.246801877,0.101845913,0.444449284538113,0.139698047591896,1.55708411488023
"T5133",0.061376853,0.131220703,0.131621499,0.122780791,0.128417394,0.295229744,0.26941651,0.306414877,0.124591458,0.245385097,0.107659168,0.300146387769962,0.523979532766372,1.95533727671373
"T5135",0.080962884,0.083138443,0.104750647,0.079404755,0.137631768,0.290945885,0.268461485,0.275929003,0.078741832,0.236236714,0.136770303,0.364033802917394,0.347697191831349,1.77264567599581
"T5137",0.094528325,0.100022849,0.1629829,0.096185396,0.142497916,0.236435232,0.261732916,0.286916627,0.246075806,0.225247315,0.130894845,0.1634818549209,0.980248012527866,2.42819473074245
"T2491",0.040073173,0.047457701,0.032752849,0.048426614,0.056484493,0.168577309,0.285816044,0.032675879,0.04758422,0.072302849,0.038180167,0.487603992837118,0.0310771836682436,1.44451402194681
"T2492",0.049842188,0.056941547,0.041848139,0.058011184,0.064272545,0.159560391,0.545910316,0.042517093,0.052697668,0.072449455,0.045325082,0.337251621254672,0.419975649411758,1.8475520281735
"T2493",0.047305813,0.054809966,0.040454658,0.054832401,0.058562445,0.162978505,0.336572903,0.041032696,0.054595258,0.040597887,0.041379332,0.423327231589194,0.193388829371391,1.61272698197097
"T0039",0.032658684,0.049524911,0.03420275,0.032420734,0.037571787,0.099250235,0.379785743,0.031590627,0.035540837,0.086771068,0.079055134,0.290617282176604,0.551582302416714,1.98394362573838
"T0015",0.034413721,0.04955023,0.046054637,0.03427426,0.033968432,0.098868875,0.321274856,0.039305253,0.033633718,0.044506751,0.067445541,0.186669281189096,0.890237146838952,2.33491125692715
"T0016",0.044300639,0.047190208,0.04793296,0.044159181,0.045414884,0.120058504,0.348527017,0.047276329,0.046002294,0.135405654,0.057238973,0.334948355490241,0.426289770422845,1.8540957175103
"T0019",0.027295674,0.049078153,0.042891925,0.027897223,0.032125247,0.118560793,0.380967753,0.028393069,0.032707277,0.125601209,0.087194513,0.473836191615485,0.0656300261492513,1.48032313401514
"T0056",0.061010465,0.061343232,0.08482377,0.062815811,0.057447447,0.096222869,0.255105364,0.075637544,0.055174088,0.23911085,0.105633724,0.417179809039908,0.209113523213677,1.62902339302161
"T0021",0.051626282,0.056278538,0.056084325,0.050980557,0.057708952,0.120597833,0.469682579,0.049216536,0.056505689,0.106146219,0.093971404,0.117129520169486,1.18945914070269,2.64501234101204
"T0022",0.030787236,0.030012216,0.03660101,0.030294732,0.038568333,0.119758044,0.36916706,0.025055216,0.038103951,0.087003707,0.083789939,0.430137676587736,0.176023661897008,1.59473045307419
"T0023",0.029904768,0.051595491,0.047523915,0.02970576,0.036682117,0.139392477,0.431578516,0.02930096,0.034720589,0.130182387,0.101987788,0.485935290036383,0.0352623060093447,1.44885130664386
"T0017",0.039941681,0.056395755,0.047892888,0.039981206,0.042489369,0.112572177,0.380933022,0.041531129,0.042427083,0.119406604,0.076015388,0.278504873630188,0.58728882176809,2.02094835997192
"T0018",0.042149926,0.05671905,0.052939949,0.041301821,0.03910179,0.108465697,0.355928853,0.045544633,0.039034547,0.110658353,0.080028452,0.225865200119487,0.752533319546173,2.19220080448101
"T0054",0.191137184,0.064880009,0.08602303,0.064915155,0.065878038,0.115014259,0.278065263,0.069199718,0.065855093,0.247916939,0.08816051,0.401401042698711,0.249722333826294,1.67110865564474
"T0055",0.094022528,0.062636616,0.083313258,0.062999022,0.062720867,0.119452452,0.26627368,0.06955082,0.062360412,0.272318855,0.087470771,0.457182410089962,0.107534672413204,1.52375134618247
"T1864",0.100812309,0.09291529,0.112668606,0.092683071,0.090032998,0.230715353,0.120362066,0.102529694,0.08981786,0.16311411,0.137714106,0.110520415054413,1.22376516184161,2.68056565782692
"T1868",0.100819924,0.096715955,0.125457934,0.096040015,0.091201461,0.206095081,0.117344044,0.111805235,0.090025044,0.170515664,0.153036917,0.0489983741254048,1.65464392325586,3.12711027608304
"T1866",0.100116961,0.100313777,0.119814446,0.101191712,0.097275848,0.304075195,0.109741966,0.111099382,0.098860352,0.173027995,0.134715579,0.25740652924973,0.651361652905342,2.08735074617184
"T1870",0.098962827,0.099130999,0.114970897,0.099842068,0.096790517,0.308941235,0.103020459,0.108781181,0.098803477,0.170036562,0.127377259,0.283091460409543,0.573682133323549,2.00684696059625
"T0024",0.040520582,0.052961809,0.052924755,0.039258362,0.037197575,0.099360686,0.281546032,0.044656976,0.037001329,0.037143826,0.079077307,0.153747471355716,1.02049250364771,2.46990242797273
"T0025",0.041856337,0.048649084,0.048154322,0.040898194,0.042786999,0.113957739,0.355002691,0.043489092,0.042956006,0.063919954,0.065987504,0.157196691444986,1.00604612462002,2.45493080860832
"T0028",0.026939263,0.042080976,0.037351423,0.028525888,0.033218797,0.106192537,0.397565707,0.027484294,0.032692592,0.042887301,0.103684611,0.436269775045855,0.160433566154903,1.57857353383109
"T0030",0.02809005,0.074735569,0.035771105,0.027808573,0.031590376,0.112605915,0.3967162,0.027068196,0.034381334,0.06144927,0.095643128,0.398651825997742,0.256838235799222,1.67848327703387
"T0031",0.034065694,0.034604135,0.031375195,0.033808217,0.039548505,0.116116813,0.400300829,0.03036189,0.039389469,0.050008255,0.076905989,0.36467637540344,0.345986645778066,1.77087293804079
"T0032",0.047027051,0.100952157,0.062541988,0.047018151,0.048117904,0.118279691,0.357851239,0.050217904,0.048894666,0.053173647,0.145280296,0.2827288905105,0.574753852127548,2.00795764487003
"T0026",0.036642012,0.039455789,0.04813117,0.034384983,0.034140625,0.09760703,0.301111359,0.042274026,0.033729222,0.090103035,0.070860578,0.234352075890419,0.724589093594651,2.16324058451327
"T0003",0.040809753,0.063363587,0.058694089,0.038863565,0.037049528,0.093408013,0.298046647,0.049897209,0.03800768,0.041779695,0.137441443,0.334331804128805,0.427982847612579,1.85585035147018
"T0004",0.026555658,0.028191892,0.032930684,0.02717894,0.028050626,0.116971787,0.345597347,0.028791627,0.031259196,0.041186471,0.071081694,0.473689172724831,0.0659993468638163,1.48070588246382
"T0005",0.042823423,0.044060253,0.043382377,0.043258719,0.045987924,0.139026505,0.348532556,0.041882798,0.046309076,0.081458614,0.065398405,0.310044946996167,0.495722948249031,1.92605334147148
"T2423",0.024401141,0.058973472,0.045736918,0.058369979,0.094262888,0.104492478,0.821927128,0.051432173,0.063883174,0.111157472,0.03981067,0.205140051217261,0.823400810286466,2.26564488999482
"T2403",0.048669996,0.05580181,0.060209111,0.04850728,0.052841005,0.120548068,0.391198233,0.05029594,0.049194535,0.063604454,0.083815911,0.0935158053710238,1.31941140563096,2.77968940038588
"T2415",0.04928591,0.047788848,0.042325121,0.041244249,0.051924959,0.141148544,0.416354228,0.051662713,0.049076785,0.137599092,0.056644991,0.376777034283808,0.313956511663371,1.73767825477538
"T0008",0.032938244,0.047232929,0.035173912,0.033389941,0.038948494,0.114900929,0.424598072,0.029918014,0.038857376,0.033180473,0.097608367,0.404404403332625,0.241963034199486,1.66306724399935
"T0010",0.031631785,0.036836134,0.034381298,0.032145454,0.033300213,0.111953675,0.31975098,0.031813866,0.033911034,0.033805625,0.062194167,0.378524594825923,0.309358034045496,1.73291258606222
"T2676",0.041730301,0.039036302,0.053111298,0.038838539,0.039726453,0.097005446,0.522540372,0.053794734,0.038907073,0.16169937,0.079170198,0.417937444420787,0.207172825728428,1.62701213580657
"T1863",0.074263517,0.076566816,0.099106427,0.075356259,0.072302554,0.276321464,0.122281884,0.086319697,0.072361352,0.189039674,0.130457077,0.389393268076142,0.280900735963686,1.70342063972717
"T1867",0.094161971,0.08924367,0.113933416,0.090507732,0.084272458,0.166903017,0.116822195,0.102385248,0.08630298,0.228515545,0.139817921,0.133563217210499,1.10970438104126,2.56235786393773
"T0014",0.038671881,0.075360588,0.054146296,0.038668918,0.040167283,0.10530704,0.374454677,0.039811211,0.03906144,0.045646649,0.126020898,0.318073496589377,0.473092772174574,1.90260037919719
"T0006",0.036371594,0.03214944,0.031830631,0.037017656,0.04324715,0.132409973,0.338379918,0.032753316,0.044706371,0.039380664,0.045701198,0.438776303345249,0.154072454947569,1.57198114583211
"T0007",0.048036826,0.050732197,0.054203013,0.047168603,0.04758244,0.118560319,0.33787685,0.049249305,0.048467896,0.199138438,0.070584638,0.471668832992343,0.0710755012926526,1.48596659532466
"T0046",0.058816537,0.058742631,0.095929168,0.061635201,0.053412922,0.084086534,0.259438745,0.076015181,0.052348315,0.248589505,0.116071543,0.455432712119955,0.111947007489486,1.52832410459783
"T1865",0.107715946,0.089560845,0.120592619,0.091164642,0.084377134,0.191000862,0.08057506,0.105513841,0.084920296,0.229252627,0.142129273,0.140842837337846,1.07654032883449,2.52798803567353
"T1869",0.100614788,0.083908028,0.12015533,0.085757455,0.077067125,0.226436707,0.069304434,0.103190852,0.078650145,0.221705552,0.146979428,0.224616619918757,0.756693950686775,2.19651270752837
"T2825",0.039627646,0.039243633,0.052243986,0.038904943,0.042445782,0.116427632,0.468758068,0.053747544,0.042908322,0.063370125,0.081113156,0.196597893741914,0.853836139126532,2.29718678417818
"T0172",0.047755847,0.047164923,0.050757056,0.045726691,0.046056818,0.128500318,0.766794615,0.050497607,0.045672502,0.058074796,0.085492595,0.205334738533626,0.822716065700564,2.26493524951797
"T0707",0.062394346,0.062881855,0.098674846,0.064909324,0.056286135,0.06755585,0.065527273,0.074742918,0.056352568,0.259646056,0.114776619,0.473345711485788,0.0668621783020282,1.48160008466105
"T0709",0.072894178,0.072915553,0.094085457,0.073620471,0.071668061,0.123899109,0.174052937,0.096886156,0.071684035,0.077602328,0.114972841,0.00163654745998613,2.94085331299188,4.46008356780885
"T0711",0.0875275,0.087542297,0.096837353,0.087642164,0.088639732,0.13706352,0.110735169,0.09269131,0.096349473,0.196261877,0.114536504,0.0484353670230626,1.66021735736127,3.13288634867665
"T0905",0.023973092,0.023119493,0.05157528,0.025165328,0.024151079,0.081618145,0.455283984,0.036684805,0.022482063,0.034771043,0.070415131,0.341492112495125,0.408394289763173,1.83554959434226
"T1075",0.072127904,0.070097584,0.084427035,0.069535313,0.071790007,0.148712561,0.096927057,0.076353035,0.072076492,0.208892937,0.110968511,0.245289975128479,0.689386700882721,2.12675830591672
"T1077",0.081913864,0.076941086,0.098156932,0.077761407,0.077174051,0.154467394,0.132443797,0.096577365,0.108104088,0.138425596,0.123162402,0.0120693104670158,2.25491569562759,3.74920668335048
"T1079",0.070446837,0.070457525,0.084786042,0.07050701,0.072415183,0.148118928,0.140062136,0.079612509,0.072358331,0.193922238,0.103786652,0.194627113258067,0.860970616643878,2.30458065647995
"T1707",0.01222765,0.075980722,0.067633151,0.13644126,0.076343471,0.11942204,0.935815198,0.012869136,0.07975368,0.152354694,0.065414857,0.384500750248296,0.293681227321244,1.71666580320577
"T1919",0.070780384,0.073429739,0.056905398,0.047635425,0.053899177,0.047835677,0.148768147,0.178168061,0.167357837,0.256846406,0.080486839,0.490398999150558,0.0240684637659261,1.43725047954576
"T2000",0.074392587,0.064623116,0.220430905,0.064430189,0.066002391,0.101876817,0.129431671,0.136621164,0.08412533,0.227970862,0.073226518,0.370324048709245,0.330995218301965,1.75533645339843
"T2324",0.022600108,0.022378371,0.054977638,0.023174517,0.025007982,0.100400681,0.424718368,0.03403824,0.023801577,0.024549595,0.084546169,0.489289423726671,0.0268506593412977,1.44013382997371
"T2335",0.070726335,0.068934427,0.100261565,0.072644428,0.064297443,0.086804299,0.173062627,0.087237368,0.06611598,0.112512006,0.143084807,0.0240187572042525,1.97703641285574,3.46122428700457
"T2336",0.067904274,0.065760219,0.103780482,0.070189954,0.059998946,0.076792242,0.169456453,0.088288393,0.062223426,0.167127624,0.152862522,0.177105210438152,0.926453367151865,2.37244422379056
"T2337",0.058508471,0.055693616,0.105859626,0.061698594,0.048417466,0.211962443,0.129617593,0.08605573,0.050916147,0.146326589,0.161856291,0.375554678013665,0.317176927408318,1.7410157581481
"T2524",0.033255947,0.032888332,0.04192209,0.03326747,0.03668369,0.144045263,0.484136792,0.043131229,0.032737883,0.05733751,0.063502797,0.458695160395195,0.103721554632108,1.51979959135859
"T2525",0.040292713,0.040284973,0.04703045,0.040568689,0.043242203,0.129638847,0.743880912,0.047697014,0.041130798,0.069802545,0.067342088,0.274642738455757,0.598831166167167,2.03291036004022
"T2648",0.048442192,0.049776484,0.061838929,0.28751322,0.222621789,0.127159498,0.319715238,0.054707983,0.300149001,0.213745937,0.092004023,0.487692069117821,0.0308563032922181,1.44428511081908
"T2666",0.040708239,0.044100225,0.041316872,0.044658645,0.045934975,0.151185335,0.424371405,0.041567116,0.132846485,0.069569417,0.058869142,0.41110696516079,0.224698373107551,1.64517487568833
"T4072",0.073792995,0.073602816,0.129541392,0.096348293,0.091512832,0.182747202,0.086293162,0.170333063,0.16720162,0.168530645,0.107342706,0.0706502292072282,1.47096545862803,2.93675364397638
"T4074",0.073792995,0.073602816,0.129541392,0.096348293,0.091512832,0.182747202,0.086293162,0.170333063,0.16720162,0.168530645,0.107342706,0.0706502292072282,1.47096545862803,2.93675364397638
"T4075",0.071869733,0.063225979,0.113147824,0.083947508,0.09632424,0.164374415,0.145444595,0.165319013,0.158433123,0.148607797,0.093545677,0.0745399992525003,1.4427887170943,2.90755245464279
"T4077",0.065800879,0.066755155,0.117689855,0.09149479,0.10564331,0.164157508,0.144562504,0.164735337,0.159220408,0.150446787,0.100017007,0.0568390672197391,1.58187488918256,3.05169551107008
"T4083",0.063158917,0.061742451,0.109070977,0.08370234,0.065777281,0.159109646,0.254462618,0.159535149,0.153325572,0.142929728,0.091004172,0.118467135225629,1.18268434599497,2.63799122883981
"T4085",0.065555038,0.060919767,0.107462262,0.081219485,0.065830556,0.159100989,0.244177272,0.159652268,0.152721223,0.142003944,0.089220327,0.120338253376874,1.17329754420869,2.62826314243671
"T5142",0.132582245,0.137731248,0.08993463,0.144182687,0.199234938,0.173632975,0.183506094,0.204144752,0.188814456,0.10254502,0.139148681,0.0093038998801493,2.35329630476187,3.85116420709911
"T5144",0.13891032,0.138575153,0.149619963,0.140230767,0.14465639,0.204968329,0.166249725,0.181539589,0.17077233,0.106049984,0.13859227,4.32919501577359e-05,3.92540510143545,5.48043161439364
"T5146",0.125182983,0.127167795,0.119376345,0.133332601,0.142581399,0.193905959,0.183073148,0.201169564,0.184109483,0.104153323,0.127236061,0.00303103477951164,2.74440501071475,4.25649281327857
"T5148",0.132342835,0.130999137,0.267254807,0.135185313,0.14253035,0.199664388,0.189432667,0.196141973,0.17918074,0.110112513,0.131070739,0.027549104936449,1.91810096712726,3.40014607087667
"T5150",0.136154984,0.134663701,0.161407562,0.138484218,0.14540844,0.177241652,0.175851192,0.194284557,0.179535079,0.104600019,0.135982008,2.72844331108043e-05,4.03514380136716,5.59416018553066
"T5152",0.132582245,0.137731248,0.08993463,0.144182687,0.199234938,0.173632975,0.183506094,0.204144752,0.188814456,0.10254502,0.139148681,0.0093038998801493,2.35329630476187,3.85116420709911
"T5528",0.04588297,0.104041384,0.132140404,0.045064623,0.116857097,0.193926825,0.261167554,0.062781236,0.274503171,0.101039813,0.049006869,0.456535379212071,0.109166086675593,1.52544207527904
"T5530",0.055112719,0.084386634,0.163839394,0.071654337,0.045042994,0.254357385,0.203980641,0.055426914,0.259989653,0.144612208,0.05844849,0.488463197767818,0.0289225065024149,1.44228100519444
"T5532",0.051386411,0.073571019,0.189135988,0.046699849,0.146682865,0.264946828,0.271414604,0.056543207,0.278615689,0.118208469,0.052640389,0.492869242195242,0.0178751109953635,1.43083194933188
"T5534",0.045122454,0.088727407,0.166536485,0.044612948,0.114616571,0.268046198,0.274155948,0.263698262,0.264294197,0.147763958,0.04952768,0.43995223720057,0.151090312343368,1.56889057871665
"T5714",0.103100522,0.102806137,0.093206507,0.134548913,0.083510128,0.142288079,0.297536305,0.137802083,0.13648363,0.371770991,0.080246018,0.418673662397283,0.205287736607057,1.62505850876003
"T5716",0.177030927,0.223677647,0.104523664,0.13080547,0.104625648,0.13015929,0.167161432,0.135760313,0.152066655,0.114761939,0.104524074,0.0167684672412358,2.12559574179423,3.61518492458967
"T5718",0.126100601,0.14010071,0.086214657,0.096759892,0.085008476,0.142972547,0.286095134,0.139641699,0.139156538,0.1235982,0.084760179,0.00103500894590581,3.07999828173979,4.60428755862023
"T5719",0.201320274,0.230978028,0.123760184,0.232571566,0.108879929,0.191460093,0.168446571,0.184898074,0.183845086,0.248052545,0.124872365,0.01295301448947,2.22761755542341,3.72091603946596
"T5720",0.17024834,0.225535126,0.116977371,0.217658865,0.103178765,0.179004633,0.151909214,0.174095877,0.173214845,0.244172694,0.116734872,0.0191427419031319,2.07178513255525,3.5594178733619
"T5721",0.180780396,0.238872848,0.124386723,0.138455367,0.122108809,0.181328608,0.362406773,0.166869813,0.169887109,0.127064592,0.117669373,0.00483019757902183,2.58775397217893,4.09414626834142
"T5722",0.217487694,0.339105021,0.101946731,0.085007024,0.096528681,0.185360486,0.340158932,0.152106215,0.175788215,0.147769104,0.082302361,0.280113970511217,0.582502970828211,2.01598850543195
"T5723",0.100586242,0.13782337,0.123820673,0.163923297,0.090947395,0.164119539,0.099890859,0.162119243,0.162771306,0.146256776,0.104220708,0.000772609607639113,3.16605434557138,4.69347244219669
"T5724",0.137872153,0.170921949,0.109633526,0.133714996,0.113426967,0.130993983,0.108421983,0.133379775,0.13620228,0.122474999,0.102422645,1.35101183539394e-07,5.14312732135435,6.74242768505374
"T5726",0.11804349,0.242034197,0.099795168,0.065005049,0.08852253,0.064857185,0.344197548,0.149140764,0.145007402,0.105354288,0.078380892,0.232880567433029,0.729393267535485,2.16821942824045
"T5728",0.141794234,0.280001458,0.092463528,0.070059199,0.077444683,0.338043595,0.071963322,0.193899903,0.182768155,0.111112704,0.078048064,0.391554739615857,0.275269130151944,1.69758428042481
"T5730",0.130649722,0.089467814,0.07658497,0.073322451,0.084747091,0.114586321,0.316285415,0.135212565,0.136558583,0.118012064,0.078451322,0.00584371791570792,2.52144375472895,4.02542514910943
"T5732",0.144928816,0.212756566,0.102811578,0.101891308,0.102794259,0.197206053,0.234710839,0.209964067,0.188112099,0.102566917,0.103155536,0.0698597589763266,1.47683632070286,2.94283795840264
"T5734",0.114432937,0.253511587,0.071394442,0.074592498,0.096013026,0.162697311,0.352746288,0.183684363,0.190254634,0.13204309,0.079114389,0.21161236888177,0.800839207487781,2.24226299417819
"T5736",0.167150078,0.202703893,0.111924428,0.110139604,0.104177012,0.103251793,0.196120564,0.197487037,0.198623941,0.113140069,0.103949968,0.0438034464969502,1.70815873485867,3.18257077508696
"T5738",0.136225596,0.085317935,0.077032966,0.079149239,0.074499765,0.285611456,0.247768954,0.142322866,0.129642413,0.115177299,0.074550856,0.330487174977295,0.438568328578107,1.86682069853787
"T5742",0.125299153,0.084117259,0.083849201,0.069914432,0.079394366,0.217827695,0.349851262,0.132485274,0.12953276,0.121569576,0.083574225,0.133159876518352,1.11157772789171,2.56429932178878
"T5744",0.163692984,0.165507661,0.121448516,0.119063466,0.112107589,0.158053971,0.190367973,0.201959523,0.18940007,0.125289475,0.106695741,0.00247699109822978,2.81001090128652,4.32448399776993
"T5746",0.182578281,0.220944135,0.090108297,0.093172534,0.087616425,0.173990575,0.223246654,0.174998144,0.165402768,0.13706935,0.089310212,0.0750029563943221,1.43951058618652,2.90415513770379
"T5748",0.094697647,0.1774758,0.125981268,0.11556305,0.123239049,0.198542476,0.194121529,0.180138165,0.178500735,0.130947875,0.121501567,0.00488763929479311,2.58367879298246,4.0899229240934
"T5750",0.105273986,0.095699196,0.099675605,0.117494371,0.09086893,0.095482909,0.117984259,0.137213914,0.140297874,0.118251039,0.092056517,5.3749745255525e-06,4.40151125538914,5.97384799924591
"T5752",0.182404159,0.131588185,0.109056892,0.090616719,0.093264677,0.307861071,0.154258569,0.167110483,0.162108465,0.140480199,0.09999059,0.197854166119639,0.84931087298339,2.29249698875693
"T5754",0.12774676,0.148690227,0.077364886,0.070480519,0.073864364,0.073925515,0.329551473,0.137738273,0.124968846,0.108696865,0.072632865,0.0371577226383087,1.78466639254178,3.26186009229915
"T5756",0.264220876,0.311832845,0.123910513,0.127112315,0.117422179,0.143407118,0.276577115,0.190062186,0.178940301,0.124521631,0.117061225,0.148568785228617,1.04259140762228,2.49280480219701
"T5758",0.221100218,0.274920275,0.094615347,0.115862629,0.083205241,0.273276237,0.15591373,0.145780737,0.208572157,0.141956057,0.070634409,0.244153732532934,0.693003324689532,2.13050642265352
"T5760",0.186203967,0.268020798,0.09105069,0.091809759,0.085696169,0.221654286,0.08578137,0.200523114,0.184096922,0.133578248,0.085781361,0.184100747011441,0.899847346388239,2.34487086337193
"T5767",0.070692704,0.067893446,0.13384524,0.097080899,0.118936099,0.273814949,0.155337106,0.177012928,0.252872925,0.071744445,0.058235225,0.394358252466483,0.267977672768611,1.69002772079517
"T5769",0.06317509,0.07061903,0.132003187,0.0948738,0.113881503,0.277717959,0.127659914,0.069172337,0.257297443,0.192915653,0.06926515,0.405381684336924,0.239441351272345,1.66045387791844
"T5771",0.069165447,0.078236402,0.131567801,0.09979126,0.115766878,0.280363256,0.142858346,0.235025824,0.261176288,0.214483275,0.073848224,0.325794256292395,0.451556501344441,1.88028109428991
"T8378",0.0302175,0.209860706,0.028987461,0.101642481,0.113704162,0.290169654,0.300865457,0.103253474,0.284378118,0.287460347,0.264177144,0.428773677474775,0.179497150013988,1.59833023000476
"T8379",0.045563353,0.233346257,0.037903599,0.145449127,0.136508092,0.251014087,0.254712125,0.136504282,0.241112635,0.239922892,0.237305117,0.261757776977389,0.637935674589596,2.07343662716992
"T2819",0.06654551,0.082592266,0.028667466,0.076963193,0.088903421,0.150424908,0.510402292,0.040549569,0.082322807,0.219300091,0.030493473,0.473716760316903,0.0659300444100852,1.48063406031681
"T4080",0.067148791,0.056691096,0.104223414,0.076133277,0.059611036,0.17691679,0.2088683,0.126764618,0.171567271,0.16543043,0.082528547,0.205740680739762,0.821289545021715,2.26345686351008
