"","borD","envY","mgrB","mgtA","ompT","pagP","phoP","rstA","ybjG","pval","z","inv_cof_var"
"T4110",0.258005946,0.114576052,0.069903172,0.11373875,0.236203406,0.124748634,0.226381612,0.059239439,0.118642403,0.355178077229523,0.371377805026005,1.89396997585964
"T4112",0.244703597,0.142108419,0.042242043,0.118829955,0.254066532,0.133901647,0.220837154,0.061495586,0.135185262,0.366084300514904,0.342242237912243,1.86838981760052
"T4114",0.26829833,0.172341925,0.088122091,0.115627727,0.275561779,0.077504472,0.225035746,0.045277636,0.136373388,0.432899211766317,0.168997734301923,1.71628631460121
"T4116",0.258192153,0.097564995,0.061867106,0.098208743,0.27371737,0.122558518,0.225289089,0.051623222,0.147143545,0.463354694552334,0.0919857151801793,1.64867206054202
"T4118",0.239983284,0.14872941,0.057090727,0.11488225,0.2483274,0.103494668,0.206416582,0.074085298,0.102250898,0.356774516776133,0.367093824514897,1.89020876884331
"T4833",0.229012379,0.101867825,0.125088643,0.091636681,0.204659058,0.11981041,0.154478695,0.086429374,0.141753286,0.116336693021795,1.19350057770075,2.61576923074743
"T4835",0.224256606,0.073574372,0.085284982,0.109224038,0.089561813,0.087438271,0.096799395,0.074093355,0.14464308,0.248169028162719,0.680262828778251,2.16516180681331
"T4837",0.237376933,0.088904238,0.255072514,0.118134358,0.115366415,0.125755631,0.200062756,0.065268441,0.090233671,0.332338286177535,0.433465571945609,1.94848118195896
"T4839",0.201131469,0.090846666,0.091091952,0.108011364,0.10373514,0.128421772,0.202369591,0.078858399,0.132552309,0.0497550610588619,1.64723320045266,3.01413293007069
"T4841",0.240354525,0.103853426,0.15316297,0.117280881,0.146242819,0.126747615,0.187525536,0.061474459,0.144843459,0.105073747196726,1.2531599710411,2.66814839732862
"T4843",0.186434754,0.092476048,0.088687983,0.101416063,0.190874203,0.123435657,0.17767821,0.07990695,0.121297934,0.0723373767812723,1.45860174314327,2.84852014100837
"T4846",0.216782082,0.076995686,0.177505442,0.108584512,0.065782808,0.097266455,0.188106488,0.0776101,0.147924332,0.22629695872364,0.751097604261383,2.22735262534218
"T4848",0.222337612,0.063777159,0.108213474,0.096471101,0.069038813,0.099801376,0.188176022,0.10575016,0.135799647,0.214411632489613,0.791206901206336,2.26256739083852
"T4850",0.211802025,0.072125206,0.070215073,0.122654397,0.084334521,0.091666591,0.172179773,0.07547117,0.161564596,0.246079491246132,0.68687899824561,2.17097060611978
"T4852",0.19551527,0.111483692,0.083320928,0.119636056,0.236024283,0.109926202,0.150897188,0.081656766,0.146002551,0.150090964179302,1.03604332999175,2.4775264671961
"T4854",0.186065121,0.127884534,0.07516605,0.124473516,0.078489735,0.131488771,0.195138757,0.073749973,0.141670083,0.053981844882449,1.60741350378331,2.97917242497207
"T4856",0.181261384,0.095885827,0.104403428,0.116242853,0.08795997,0.097403113,0.18061046,0.086736341,0.16148739,0.0260308764363265,1.94262277655152,3.27347616080994
"T7010",0.134408891,0.096321548,0.095513797,0.115931061,0.139207245,0.096303367,0.119274023,0.163518374,0.095915179,0.000403404845455793,3.35044795549688,4.50950464578789
"T2774",0.197684259,0.046468,0.334940114,0.105958485,0.243521623,0.043852319,0.064427066,0.140150275,0.138855739,0.496718131483813,0.0082265172044136,1.57513398484535
"T2770",0.197684259,0.059482256,0.1978783,0.083106989,0.26070431,0.056239517,0.194953681,0.255609634,0.112162555,0.398241759770484,0.257900732482699,1.79434049334072
"T2767",0.197684259,0.120218035,0.35144161,0.056988113,0.293679399,0.10415117,0.076859662,0.186752753,0.073214185,0.468408066010866,0.0792721822261376,1.63750995809427
"T2769",0.197684259,0.069808564,0.234246404,0.098795358,0.27390256,0.068409431,0.099180566,0.246047918,0.115969843,0.335524697354325,0.424708214641083,1.94079248364371
"T0414",0.197684259,0.159012492,0.151403091,0.031790855,0.178022941,0.143822159,0.374821925,0.064009751,0.044123855,0.361516673526527,0.35440772370686,1.87907075100093
"T0415",0.197684259,0.156369154,0.33123673,0.034365676,0.277477775,0.13439657,0.378911158,0.236930486,0.070682158,0.405815263091128,0.238323074270608,1.7771518938035
"T5994",0.129572116,0.097930278,0.074478911,0.108818064,0.253886534,0.135479906,0.096890201,0.075811413,0.095940374,0.272695180078363,0.60468192511212,2.09880402940681
"T5996",0.117260961,0.083693476,0.052860466,0.094171483,0.282420353,0.138817402,0.088501183,0.062583767,0.137376887,0.453560589940884,0.116670485231158,1.67034455183173
"T5998",0.106768568,0.092525207,0.076261393,0.098828996,0.252964499,0.132045766,0.108710522,0.074403372,0.097923519,0.308673336518124,0.499614319582293,2.00655780791177
"T6000",0.120821572,0.096646626,0.083550738,0.098216969,0.25335118,0.131556949,0.090130819,0.076755539,0.082474313,0.297429480680699,0.53180802893119,2.03482292377093
"T6002",0.134928232,0.087632841,0.079674703,0.095981462,0.260504326,0.121435003,0.097311604,0.073217937,0.09271909,0.337602008548361,0.419016577406774,1.93579539604151
"T6004",0.135938488,0.099110973,0.074567852,0.103716959,0.253749292,0.126783925,0.093776727,0.08027988,0.083191463,0.292028193728042,0.547469254654211,2.04857301248424
"T6006",0.125488471,0.094177347,0.071628145,0.090234041,0.254545876,0.132142733,0.097975938,0.080445718,0.078150213,0.342065985049619,0.406831199569769,1.92509699802164
"T6008",0.141027345,0.092219134,0.077307957,0.097883565,0.254191979,0.126562141,0.09363695,0.077857418,0.103749321,0.276092075480149,0.59449041542269,2.08985618810559
"T6010",0.133765262,0.10438287,0.078416645,0.092847163,0.249857093,0.130028054,0.09722649,0.079422398,0.076689628,0.293134545309171,0.544250520756919,2.04574706019832
"T6012",0.133495504,0.097378845,0.069765993,0.101496193,0.257341301,0.134141104,0.110456601,0.072716563,0.073911254,0.354841339484406,0.372282295505177,1.89476409150224
"T6016",0.128448833,0.102177414,0.078942189,0.097317599,0.249283274,0.122351344,0.099282754,0.08154433,0.081420728,0.276725590964111,0.592596559865917,2.08819343945639
"T6018",0.131214701,0.092366445,0.081688581,0.096003914,0.253269609,0.125796574,0.103106922,0.077628413,0.077886967,0.31590613148598,0.479177635614395,1.98861500940199
"T6020",0.120191717,0.098022791,0.062698732,0.106299045,0.26057684,0.138767405,0.099826744,0.069498627,0.130987284,0.311432641352765,0.491793569781868,1.99969142302835
"T6022",0.129906958,0.096345028,0.073807108,0.105351621,0.257206211,0.133920901,0.09357483,0.079553931,0.092098542,0.29203885480919,0.547438211100943,2.04854575717109
"T6024",0.14458523,0.107312262,0.073530438,0.108214956,0.256423138,0.13558619,0.09232614,0.076105121,0.105767013,0.249507315609291,0.676040973349693,2.16145514376508
"T6026",0.141151469,0.096827747,0.069589373,0.105629851,0.258977688,0.135362157,0.09926273,0.069146031,0.079120561,0.350570860623139,0.383779718715953,1.90485848589502
"T6028",0.134978213,0.097587505,0.075697683,0.101219861,0.257307277,0.127003691,0.085615725,0.078512015,0.095119996,0.290144895919853,0.552961473176471,2.0533950164097
"T5993",0.055308106,0.116121774,0.067349947,0.061578033,0.257994955,0.14238741,0.074319972,0.056663378,0.137018529,0.480195526332924,0.0496628608522379,1.61151385773583
"T5995",0.083241052,0.115687311,0.05360988,0.107929864,0.265166739,0.140916136,0.090757207,0.047069552,0.149473241,0.423592261013825,0.192712003766803,1.73710673534478
"T5999",0.065851861,0.110822227,0.050301778,0.128323181,0.274387321,0.139316456,0.068735572,0.049946327,0.15339372,0.46444424116063,0.0892433904657984,1.64626438129837
"T6003",0.067683232,0.124206395,0.05486326,0.1334486,0.263767682,0.140313235,0.089092801,0.057154159,0.072979151,0.468999595536615,0.0777848585579866,1.63620413230872
"T6007",0.152762346,0.15897095,0.056546582,0.086558766,0.273151763,0.145738289,0.137436275,0.047406843,0.109280984,0.404204274927927,0.24247961582548,1.78080121322018
"T6011",0.124973244,0.084700256,0.06573792,0.098279731,0.260103954,0.138938193,0.125763219,0.061142872,0.079207225,0.414591566661403,0.21574934734336,1.75733283536395
"T6015",0.100436515,0.095583585,0.071272837,0.115326052,0.263911174,0.138584031,0.110707675,0.057349405,0.060070697,0.448823733010687,0.128633741779802,1.68084793399052
"T6017",0.101882122,0.126123649,0.05546121,0.112542703,0.25885416,0.14073004,0.126717857,0.059351015,0.089690235,0.378821050651452,0.308578600456798,1.83883414873965
"T6019",0.117628929,0.075310607,0.060905058,0.055107427,0.260782517,0.138030519,0.130384028,0.059153334,0.102893097,0.491031329771683,0.0224830163782953,1.58765076557816
"T6023",0.084217025,0.064802893,0.061599321,0.124839651,0.257990348,0.15012117,0.125591134,0.066486017,0.117452294,0.414334838792692,0.216408068426097,1.75791117281244
"T6025",0.08909664,0.055017851,0.068874997,0.133382296,0.261402957,0.136911328,0.125985313,0.055184655,0.086346292,0.47827724213662,0.0544778139066186,1.61574124279617
"T6027",0.070924643,0.058523309,0.064184287,0.140382423,0.259121532,0.143345141,0.127907687,0.064153603,0.097752,0.466558243421737,0.0839244663527052,1.64159452469149
"T1770",0.197684259,0.138891104,0.345052481,0.287101964,0.303718495,0.124641394,0.234861157,0.201586315,0.098556315,0.191941406689179,0.87076438838378,2.33241648987101
"T1771",0.197684259,0.14700012,0.33157264,0.29128213,0.308849219,0.133713392,0.246471964,0.224367835,0.100957003,0.144850410713971,1.05877816191299,2.49748697101156
"T1772",0.197684259,0.144871994,0.351342841,0.314434207,0.33092898,0.133168328,0.258162772,0.237570281,0.111044232,0.176595045754514,0.928419337527478,2.38303581427814
"T1773",0.197684259,0.114104187,0.314540336,0.184975033,0.323711643,0.098833808,0.218310624,0.203356136,0.1213568,0.216940475828086,0.782567808282096,2.25498252511909
"T1774",0.197684259,0.129229899,0.28752386,0.187763549,0.309293805,0.109530056,0.215517599,0.202098009,0.116948356,0.127868464482256,1.13652495165587,2.56574633174396
"T1775",0.197684259,0.118647986,0.321643295,0.18663273,0.335064279,0.101127155,0.218462642,0.206081828,0.117586221,0.233620206477685,0.726976400146227,2.20617492812225
"T1776",0.197684259,0.1665191,0.30126066,0.256999559,0.310197703,0.149604115,0.286783315,0.283520154,0.110829747,0.0610333764677626,1.54615659662466,2.92539068894256
"T1777",0.197684259,0.151650395,0.275752413,0.333957173,0.36129478,0.133543845,0.34623462,0.379165353,0.09858366,0.239330216325027,0.708458729234139,2.1899169657949
"T1778",0.197684259,0.150319544,0.282996188,0.320463372,0.346657031,0.133616493,0.325934405,0.373551667,0.066213234,0.280067825381691,0.582640031642931,2.07945190486875
"T1779",0.197684259,0.137504691,0.317203392,0.2812925,0.332321966,0.121005661,0.283165485,0.24000724,0.098008506,0.181140994091726,0.911025404707522,2.36776446045325
"T1780",0.197684259,0.146306591,0.271336349,0.29060013,0.333487603,0.129426095,0.2910209,0.274636138,0.072131854,0.192307741910256,0.869423591848016,2.33123931053401
"T1781",0.197684259,0.126773466,0.331411711,0.273809016,0.34586687,0.110593951,0.265770649,0.217051398,0.292977142,0.105505342789712,1.25079114724272,2.66606864074061
"T1782",0.197684259,0.142477818,0.297413513,0.217852516,0.30046672,0.123990147,0.22103756,0.20828385,0.071308997,0.165879883949746,0.970575386121664,2.42004756662907
"T1783",0.197684259,0.145455201,0.321019814,0.238278535,0.327157235,0.125598095,0.226091994,0.218518874,0.121704306,0.117496588423126,1.18759457334318,2.61058393520965
"T1784",0.197684259,0.147499727,0.30080998,0.285594034,0.319462163,0.126578772,0.196844975,0.184667648,0.120359504,0.118765755738432,1.18117927781409,2.60495149722509
"T1785",0.197684259,0.117192603,0.355002203,0.231657355,0.349693969,0.098279622,0.227875991,0.227736435,0.130505944,0.252452226108357,0.666792862898032,2.15333557883512
"T1786",0.197684259,0.136104958,0.317301646,0.250999699,0.317412849,0.115824119,0.208701795,0.197180114,0.054359102,0.272646815448531,0.60482748264416,2.0989318245752
"T1787",0.197684259,0.133931202,0.296681362,0.248924008,0.308540664,0.114588876,0.193902767,0.194151248,0.072870479,0.205500808194432,0.82213227843747,2.2897189489567
"T1788",0.197684259,0.127844863,0.252596183,0.36820535,0.364013573,0.112475789,0.258553796,0.356503933,0.065919073,0.362703718735071,0.351241154784785,1.87629059800618
"T1789",0.197684259,0.159951209,0.369013914,0.33719293,0.317205731,0.138571818,0.222637796,0.298047154,0.280009733,0.0451371650999472,1.69395239111902,3.05515098495589
"T1790",0.197684259,0.128644323,0.35910562,0.372238315,0.334512054,0.111776296,0.260195246,0.318177708,0.06663219,0.349629736062298,0.386320294491474,1.90708903559235
"T1791",0.197684259,0.15878534,0.374877776,0.35999631,0.353735526,0.135288942,0.27886195,0.322127785,0.073865748,0.280177137420407,0.582315369459929,2.07916686116291
"T1792",0.197684259,0.158410568,0.378436434,0.35885862,0.33028723,0.137892698,0.25337823,0.329871661,0.037331939,0.340837862225898,0.410177527731292,1.928034974263
"T1793",0.197684259,0.15080982,0.327420738,0.306974245,0.311930124,0.137377315,0.25848253,0.3166745,0.098752501,0.160496002361094,0.992421398574257,2.4392277134814
"T1794",0.197684259,0.126683647,0.318770584,0.172414093,0.325949737,0.108408349,0.20690854,0.200120161,0.066134304,0.302805734343718,0.516347868943174,2.02124936477136
"T1795",0.197684259,0.154959866,0.319914068,0.230928104,0.295420576,0.137788051,0.210996987,0.275608357,0.160998461,0.0324510744139069,1.84593152321574,3.18858412651577
"T1796",0.197684259,0.125525126,0.343810039,0.252523788,0.346754437,0.112046232,0.255070342,0.285216773,0.105567979,0.236545172110446,0.717459943168774,2.19781976295251
"T1797",0.197684259,0.127543885,0.325389956,0.206668885,0.325880959,0.111661234,0.23607261,0.193535776,0.137293254,0.160371521653525,0.992932103942033,2.43967609755028
"T1798",0.197684259,0.131105903,0.332744247,0.221747181,0.330222764,0.11420849,0.222263274,0.213675046,0.204798731,0.0925543296045919,1.32518843797646,2.73138724132209
"T1799",0.197684259,0.128652967,0.334878021,0.256803072,0.336317205,0.109480577,0.214622062,0.213317812,0.267849719,0.0960048155138752,1.30465711342908,2.71336135120845
"T1800",0.197684259,0.135689468,0.312756891,0.25115022,0.32203382,0.118855293,0.225670265,0.248079968,0.118196815,0.129897879314693,1.12687399750993,2.5572730820749
"T1801",0.197684259,0.144780935,0.302254151,0.209003014,0.320043242,0.124553402,0.20558669,0.206564467,0.116599397,0.106721899278941,1.24415153077834,2.66023925567061
"T1802",0.197684259,0.148114394,0.300702647,0.187106708,0.314331292,0.128317744,0.17822272,0.166964169,0.106032301,0.135051802164481,1.102823998215,2.53615790056173
"T1803",0.197684259,0.133123255,0.298844896,0.192690513,0.30568293,0.124199402,0.269983112,0.239664626,0.106053659,0.122049129868983,1.16480419672886,2.59057466481162
"T1804",0.197684259,0.125010296,0.297601124,0.155547552,0.30946665,0.11111876,0.213747933,0.198932132,0.120399343,0.162330262780072,0.984925787332686,2.43264679054761
"T1805",0.197684259,0.134951697,0.295197687,0.177626067,0.329572035,0.118609214,0.200593829,0.20760347,0.156251625,0.0978971954814102,1.2936267125114,2.70367698844886
"T1806",0.197684259,0.129337119,0.29512171,0.201609072,0.328797183,0.106708867,0.169977218,0.163430887,0.124904162,0.175420140687479,0.932960658508526,2.38702295854573
"T1807",0.197684259,0.135175543,0.317328034,0.217654089,0.327214258,0.111842447,0.190794587,0.188129134,0.130498759,0.150416873686979,1.03464710401377,2.47630062246335
"T1808",0.197684259,0.127937816,0.361461326,0.245547053,0.357450891,0.106515124,0.208417126,0.216034998,0.14169875,0.224605883636901,0.756729783849275,2.23229751090557
"T1809",0.197684259,0.133529569,0.347750464,0.277906967,0.354844304,0.11205184,0.215466253,0.238350935,0.130379017,0.198224181106478,0.847981341127619,2.31241365443067
"T1810",0.197684259,0.117498824,0.188675268,0.326713605,0.338285157,0.103610579,0.252922175,0.285664302,0.135967891,0.217000486107791,0.782363510087706,2.2548031574025
"T1811",0.197684259,0.118498801,0.346339141,0.300957776,0.344935941,0.102849511,0.232582385,0.327542017,0.148810113,0.219918080534003,0.772469911231262,2.24611687292031
"T1812",0.197684259,0.134530934,0.34358492,0.24870858,0.337664287,0.116820563,0.242673245,0.209510268,0.05721418,0.307543899861215,0.502824310893573,2.00937608446813
"T1813",0.197684259,0.129635684,0.316974581,0.255686765,0.318157568,0.113496229,0.242422526,0.259037947,0.096883059,0.186154013174671,0.892158418348433,2.35119980959014
"T1814",0.197684259,0.125886796,0.346531289,0.257107975,0.347368656,0.10459045,0.245065605,0.173647322,0.07052989,0.345498566286965,0.397502243356606,1.91690645292625
"T1815",0.197684259,0.121029937,0.35816815,0.301547688,0.346200831,0.097667355,0.23400755,0.204533266,0.127884001,0.268494765739588,0.617371779631564,2.10994534289576
"T1816",0.197684259,0.117606394,0.279515653,0.266720599,0.336725071,0.102527961,0.220800526,0.227976864,0.070008414,0.272550884393645,0.605116233366975,2.09918533909092
"T1817",0.197684259,0.112081736,0.365621698,0.29239499,0.363036841,0.098008867,0.231723812,0.231542797,0.074890356,0.369051766536399,0.334365813654907,1.86147455220576
"T1818",0.197684259,0.130812529,0.345463945,0.259242243,0.350232343,0.108200471,0.240102337,0.278593031,0.127394922,0.203356462700663,0.82969203591909,2.29635619037456
"T1819",0.197684259,0.131106903,0.356580528,0.294260914,0.363297532,0.108617698,0.215598987,0.324682357,0.125265904,0.241567533956444,0.701269141273214,2.18360472216702
"T1820",0.197684259,0.128387111,0.350446785,0.279489192,0.349746317,0.10571062,0.197955879,0.312137017,0.131651855,0.219319649835477,0.774493010919507,2.24789309405914
"T1821",0.197684259,0.135586296,0.177809089,0.342856794,0.354735619,0.115152017,0.256890085,0.224609013,0.12445281,0.227211774426086,0.748060694416475,2.22468630914699
"T1822",0.197684259,0.120983304,0.161177739,0.339852338,0.340152259,0.104201864,0.262978141,0.228105275,0.108608244,0.282901805873758,0.574242650081332,2.07207925451089
"T1823",0.197684259,0.127065466,0.211747104,0.347656391,0.352461037,0.105643673,0.195279884,0.217189444,0.089415867,0.296424951611809,0.534710726236094,2.03737140536211
"T1824",0.197684259,0.142656325,0.199955353,0.115311771,0.237937524,0.126983723,0.163063359,0.093908117,0.224997625,0.0420885421650282,1.72694754603364,3.08411974609943
"T1825",0.197684259,0.149447975,0.224139219,0.117030186,0.284808964,0.133077163,0.166881493,0.0974498,0.262476578,0.112254258957428,1.21462665483432,2.634317295879
"T1826",0.197684259,0.129365798,0.202537658,0.110304204,0.273197649,0.118884181,0.153529215,0.085669148,0.247089956,0.151741988438215,1.02899084509342,2.4713345959648
"T1827",0.197684259,0.130343514,0.244707978,0.258658837,0.196342518,0.118151162,0.149115663,0.12525963,0.217299933,0.0200704862793437,2.05229529945851,3.36976536231008
"T1828",0.197684259,0.119684343,0.231412846,0.205452875,0.137656291,0.110271373,0.154113345,0.12910536,0.172851201,0.00984534914625765,2.33218999474216,3.61550455019986
"T1829",0.197684259,0.125584168,0.241202205,0.251944115,0.205965877,0.115822208,0.15063787,0.137202212,0.24994103,0.0217295562504517,2.01927049774699,3.34077057216379
"T1085",0.187366554,0.063816482,0.24228927,0.369941704,0.292239651,0.061043935,0.105959495,0.241772084,0.117708826,0.403989698825632,0.243033562480052,1.78128756184815
"T4796",0.113958889,0.096319193,0.094121881,0.09063605,0.206671678,0.100398478,0.129688944,0.135915634,0.091731782,0.0594992418479584,1.55899111251692,2.93665901079884
"T4798",0.105910062,0.094747271,0.149089494,0.095408518,0.229461055,0.094868734,0.111240298,0.167357971,0.095663771,0.116968978196746,1.19027593421236,2.61293809001693
"T4800",0.145077988,0.088074285,0.163385388,0.086580859,0.24149006,0.100094109,0.27274866,0.128589799,0.125389914,0.109244021081459,1.23055848010855,2.64830496292114
"T4804",0.126596779,0.151592518,0.12596867,0.080030442,0.353520336,0.088350964,0.347358998,0.13198416,0.130662772,0.428915312441328,0.179136369824912,1.72518773396253
"T4806",0.116207334,0.096599014,0.126148627,0.097604509,0.216828833,0.091307324,0.292990552,0.15582986,0.227312652,0.119862103304161,1.17567641538849,2.60012014827021
"T4811",0.144465105,0.087908291,0.16589351,0.086865767,0.296841119,0.08819023,0.121163148,0.195152669,0.087282755,0.341974910402694,0.407079198459308,1.92531473364414
"T4812",0.130019601,0.096520313,0.19463211,0.097548021,0.298096696,0.096746262,0.099906932,0.162581008,0.097039496,0.289486228962256,0.554886263845787,2.05508492516433
"T4803",0.106333283,0.092377923,0.118156474,0.095568468,0.30789918,0.089695653,0.36733459,0.163727073,0.097141335,0.395322951116527,0.265471967260505,1.80098781148205
"T5743",0.164150489,0.122303171,0.122071716,0.12280723,0.137656137,0.130383238,0.150736726,0.133152169,0.138703529,2.97026636945804e-20,9.14540775789575,9.59730637869407
"T5745",0.14432273,0.088112754,0.141582665,0.088927448,0.0967609,0.092590883,0.107852837,0.168412085,0.09129956,0.0119149338523299,2.25986118305597,3.55200201248015
"T5747",0.112009414,0.108153687,0.158934626,0.122403987,0.114859494,0.108150954,0.138605408,0.125128689,0.130951976,3.94072633638252e-11,6.50284589277987,7.27721593888071
"T5755",0.166018873,0.128651209,0.109578016,0.116831863,0.134571461,0.126246148,0.154606322,0.149387281,0.122838141,5.74961076501687e-11,6.44580000740901,7.2271313542862
"T5757",0.179895715,0.119738318,0.085921176,0.099300042,0.11157181,0.118141718,0.165754003,0.161189709,0.085253364,0.0131206546493075,2.22262185427409,3.51930699336539
"T5759",0.162319599,0.106899102,0.165970009,0.202040101,0.122882654,0.107678375,0.146154961,0.102877827,0.107611003,0.00949329678828252,2.345794085923,3.62744853618848
"T6894",0.173375165,0.109925576,0.343186886,0.11515104,0.103076258,0.136752574,0.167527651,0.109112958,0.065357767,0.448311632539804,0.129928159481654,1.68198439409571
"T6896",0.091818663,0.06378913,0.309745456,0.123226842,0.062291023,0.139180238,0.111277777,0.104576215,0.107307309,0.493379906876687,0.0165948742487836,1.58248115254344
"T6898",0.182350411,0.073295072,0.343366084,0.126625592,0.169982489,0.129745273,0.143164878,0.128829357,0.115273188,0.334939651909872,0.426313662325192,1.94220201878939
"T6900",0.124505375,0.0863626,0.072959352,0.116130832,0.074718948,0.076502043,0.226630052,0.07075248,0.080418983,0.00121651481694416,3.03154833474998,4.22952029759835
"T6902",0.182350411,0.073295072,0.343366084,0.126625592,0.169982489,0.129745273,0.143164878,0.128829357,0.115273188,0.334939651909872,0.426313662325192,1.94220201878939
"T6895",0.069319764,0.098489561,0.268554433,0.113533387,0.091036457,0.070218222,0.192810748,0.062308377,0.131634084,0.446804529825029,0.133738879841047,1.68533009282516
"T6899",0.101422017,0.094281995,0.079640814,0.092844412,0.064747452,0.065183462,0.240109537,0.068270844,0.160925834,0.0687013786836559,1.48553273948866,2.87216475193704
"T0869",0.072324339,0.112847166,0.208449532,0.11797534,0.272333679,0.090692126,0.158337611,0.14194405,0.101025262,0.284597015990743,0.569238889803253,2.06768610234384
"T1658",0.224945783,0.133944551,0.34946958,0.111676509,0.17677059,0.112482379,0.256929642,0.125803402,0.365026705,0.344727354804332,0.399595176661921,1.9187439858964
"T1659",0.225032129,0.127487773,0.327470203,0.105111164,0.177417647,0.102871281,0.260185862,0.083231104,0.361225662,0.409506757262197,0.228813962029771,1.76880317709328
"T1660",0.20136774,0.13743835,0.205316486,0.282769348,0.173517884,0.11502652,0.23857902,0.045445755,0.307285767,0.260838616403066,0.640762142372209,2.13048138320373
"T8307",0.093837654,0.070080205,0.179577194,0.074717828,0.244129062,0.06417426,0.232860314,0.097720385,0.088894648,0.400529632990691,0.25197645103773,1.78913915106575
"T8309",0.080057382,0.080940896,0.081790694,0.07154494,0.07966693,0.072282424,0.153553802,0.091342638,0.078572759,1.03835665281977e-38,12.9594722590354,12.9459411647855
"T8315",0.105701568,0.10743157,0.154160632,0.093019766,0.067602824,0.097242321,0.178954467,0.103175915,0.108290489,0.00075321790176302,3.17344087568457,4.35409771319227
"T2146",0.073745858,0.078833449,0.162243336,0.098996715,0.06277951,0.077260503,0.089446734,0.073930334,0.06392876,0.108049496296856,1.23696792003942,2.65393225986525
"T2152",0.092936452,0.023490874,0.126455699,0.121571154,0.029818253,0.024730657,0.056533351,0.140937631,0.075884445,0.469704771347329,0.0760120106915954,1.63464762479972
"T2109",0.111910477,0.053239983,0.116757584,0.110173476,0.073721525,0.054572726,0.054403812,0.112130543,0.097719314,0.0178627839952441,2.1000372100434,3.4116813347566
"T2125",0.087565154,0.025871035,0.08409025,0.099329758,0.028290065,0.027470627,0.041759427,0.087780505,0.073072616,0.294742702329498,0.539581895837482,2.04164814687271
"T2126",0.107139709,0.039578637,0.105084923,0.09319926,0.029398224,0.041575641,0.101742461,0.107382383,0.090410558,0.211340610051379,0.801778288190638,2.27184875306569
"T2127",0.094993743,0.056885089,0.095759552,0.114860445,0.057962894,0.057645621,0.076274159,0.095165461,0.083303505,0.00721017990564626,2.44661796765393,3.71596889485889
"T2114",0.117572255,0.044065602,0.10452052,0.09499452,0.032244272,0.046023802,0.057203602,0.117815481,0.101016262,0.195375768321246,0.858255244869652,2.32143383525069
"T2115",0.107225866,0.044762741,0.069258643,0.105431112,0.038018421,0.045882389,0.117462583,0.107448205,0.091623198,0.141245762543534,1.07473916214649,2.51150025279711
"T2131",0.095627923,0.023809546,0.120207214,0.120730037,0.12042702,0.025287546,0.037503604,0.095871404,0.077749248,0.268986779105295,0.61588024877272,2.10863582332236
"T2132",0.101073144,0.031677166,0.119379315,0.132931897,0.026347995,0.033209802,0.082576823,0.101314358,0.084592337,0.372688082036935,0.324742238389006,1.85302534037613
"T2133",0.10248162,0.037161127,0.123769672,0.101318537,0.03955088,0.039041576,0.026196199,0.102712115,0.087247375,0.215231181873893,0.788400696153109,2.26010362656412
"T2116",0.086970298,0.046255888,0.10996347,0.115133926,0.192657539,0.046559966,0.120050632,0.087193836,0.073658323,0.304659087665568,0.511046958877628,2.01659532396053
"T2117",0.095127446,0.049009784,0.101558382,0.11582351,0.048618233,0.049717823,0.128704658,0.095310663,0.081709185,0.0568662391170611,1.58163693035596,2.95654136290711
"T2118",0.09439873,0.070705614,0.125567213,0.122578969,0.069571242,0.071073222,0.100437344,0.071518267,0.086030652,0.00557682133382063,2.5378479655162,3.7960661098602
"T2134",0.093718968,0.046885858,0.111499348,0.112757479,0.047520553,0.047314522,0.123731398,0.093905457,0.08051239,0.0825065081163561,1.38840742650814,2.78689162623101
"T2135",0.104819393,0.047362843,0.113188155,0.126089712,0.062544135,0.048100575,0.122443514,0.105032826,0.090204675,0.0721316329874845,1.46009754963294,2.84983341445802
"T2136",0.106758161,0.04509153,0.10835605,0.082948513,0.041199746,0.046410806,0.09982794,0.107009886,0.09011113,0.111373892915394,1.2192540425895,2.63838000420527
"T2128",0.089193779,0.037526528,0.08282259,0.076173704,0.165029405,0.038800579,0.035764174,0.089414556,0.075655107,0.28300938675038,0.573924676765206,2.07180008343051
"T2129",0.103910339,0.045119148,0.112330888,0.12616013,0.100819418,0.046227939,0.090308395,0.104165374,0.087409049,0.0470534609458006,1.67412048843611,3.03773916636222
"T2130",0.103907086,0.051759291,0.082072535,0.07972384,0.039924888,0.053338258,0.077306479,0.104080134,0.092520564,0.0440473236706538,1.70553523111984,3.06532037274073
"T2120",0.086983214,0.065024034,0.187378925,0.161818046,0.119924237,0.063693671,0.137829213,0.07780859,0.071321815,0.236239841646563,0.718450297717152,2.19868926468492
"T2121",0.072725931,0.064316963,0.131803786,0.084334541,0.06934846,0.064260049,0.138742821,0.072854371,0.065256897,0.0163381511566212,2.13603817523074,3.44328910759924
"T2122",0.10826149,0.035994674,0.080060995,0.020982561,0.146158942,0.03844242,0.048235601,0.067441614,0.092893431,0.414534673038861,0.21589531884768,1.75746099398764
"T2124",0.11510143,0.057742052,0.066565633,0.046748236,0.175315914,0.059715958,0.059137208,0.088854048,0.102762724,0.267262467753701,0.621113518080979,2.11323047756729
"T2137",0.101914057,0.030270924,0.095235794,0.06737575,0.036635537,0.032189068,0.095307599,0.102157443,0.085819409,0.245979998654978,0.687194773758027,2.17124784759411
