"","borD","envY","mgrB","mgtA","ompT","pagP","phoP","rstA","ybjG","pval","z","inv_cof_var"
"T5568",0.176460641,0.133331211,0.258438569,0.094409158,0.20360872,0.148638541,0.148994372,0.142778422,0.109939989,0.0538628272121052,1.60850028230286,2.98012658407301
"T5570",0.177997181,0.139139935,0.248239773,0.108550479,0.199570158,0.176828161,0.15583806,0.129179359,0.086082315,0.0510966751824415,1.63431202332936,3.00278852224031
"T5572",0.166656993,0.149191898,0.265706845,0.117691297,0.205348656,0.144535289,0.124470388,0.079653862,0.126219468,0.0908634503509917,1.33545675274049,2.74040251518625
"T5574",0.14605106,0.12510965,0.288754626,0.097810359,0.20733135,0.148550957,0.120166849,0.124367199,0.110238819,0.151105225354022,1.03170475181169,2.47371732505611
"T5576",0.199853517,0.150745399,0.237424852,0.100413703,0.220486854,0.138844855,0.196272317,0.152774418,0.107347717,0.0299914174459353,1.88091975932881,3.21930275346012
"T5578",0.113855572,0.117577293,0.282627841,0.100056321,0.184474653,0.226394286,0.113366488,0.10740688,0.133506788,0.178257091325336,0.9220275937405,2.37742405402016
"T5535",0.265648455,0.130594263,0.338138427,0.082252579,0.275235103,0.112490561,0.222853892,0.061495295,0.113971046,0.45994685117835,0.100567619360985,1.65620671625174
"T5543",0.284942423,0.137596929,0.281637765,0.084784507,0.295031962,0.088568209,0.222220741,0.069539959,0.087100107,0.473656588377038,0.0660812020150145,1.62592867120612
"T5537",0.203454791,0.107495367,0.361339016,0.14783734,0.239035819,0.085178203,0.132141377,0.116365326,0.12832339,0.353586548526335,0.375655402519862,1.89772557877735
"T5539",0.267139196,0.112537313,0.285712639,0.086360755,0.275222013,0.095619215,0.218354663,0.078553078,0.082492212,0.456027248778972,0.110447482868908,1.66488094150791
"T5541",0.208780378,0.115344781,0.324555246,0.110801012,0.258279408,0.096962842,0.205154546,0.110874693,0.10884314,0.339067943049413,0.415008219410425,1.93227617736609
"T8253",0.082330004,0.068641505,0.221580808,0.06717889,0.157903417,0.062445014,0.435539755,0.10362969,0.050196862,0.429597738625988,0.177398383129493,1.72366183352107
"T8255",0.096772822,0.098510839,0.242241515,0.076229197,0.140713732,0.088826873,0.273217847,0.121994638,0.095828349,0.216554159739359,0.783883760487095,2.25613789187525
"T1634",0.103353568,0.135063869,0.176666084,0.074439974,0.244619993,0.059259156,0.105643757,0.10503896,0.077776991,0.32536742579429,0.452741556890167,1.96540492137192
"T1638",0.123660877,0.07612157,0.214410673,0.07169806,0.100202294,0.055926009,0.192632382,0.122296764,0.063581096,0.310185412869229,0.495324859459073,2.00279178995956
"T1717",0.197684259,0.117558003,0.185041049,0.073144421,0.370993468,0.096915936,0.026974213,0.12883074,0.096358373,0.465323745778187,0.087030219486745,1.64432128323964
"T1718",0.197684259,0.138068331,0.19197122,0.072431102,0.360196335,0.114733173,0.216216786,0.135105212,0.09890794,0.389647921436955,0.28023678970102,1.81395088487003
"T1719",0.197684259,0.13994358,0.19906162,0.07013535,0.367366793,0.112567941,0.079816036,0.132668051,0.098415575,0.411573518561432,0.223499159608757,1.76413693920902
"T1591",0.096535926,0.072080044,0.180767336,0.06366802,0.249562422,0.069380543,0.388302063,0.085890376,0.06281269,0.480673970964174,0.0484621336567412,1.61045965509866
"T2299",0.197684259,0.079548354,0.32394003,0.080068593,0.302893761,0.110459798,0.331172101,0.10741258,0.09959803,0.475194961718607,0.0622171271278478,1.62253612879386
"T0150",0.197684259,0.088912376,0.180559445,0.11525213,0.164650619,0.086354193,0.318197842,0.351633366,0.320576299,0.363045364077813,0.350330433332935,1.87549101175556
"T0151",0.197684259,0.104564224,0.403093224,0.308877405,0.196164628,0.119098851,0.245710158,0.41860658,0.054295639,0.468866393000344,0.0781197637953457,1.63649816911054
"T1081",0.151698356,0.102179404,0.36337331,0.254808632,0.201622256,0.105155511,0.242903896,0.380625911,0.074883829,0.431135946539102,0.173482867977614,1.72022412809183
"T1082",0.197684259,0.102280564,0.149696364,0.105209231,0.116101828,0.098252258,0.301631179,0.346564474,0.378494724,0.465655748084565,0.0861948857372316,1.64358788514142
"T2296",0.197684259,0.090652937,0.267372929,0.077639629,0.241635526,0.07713246,0.300289153,0.103564632,0.089486266,0.392953289018082,0.271629937254129,1.80639432532737
"T2297",0.197684259,0.094834355,0.271887354,0.084393033,0.246230729,0.084079934,0.279647915,0.110501146,0.095930535,0.352221658429926,0.379329337061691,1.9009511836419
"T2298",0.197684259,0.119120667,0.273960065,0.066298455,0.237148172,0.108716164,0.245860439,0.081592782,0.076077238,0.390303112805502,0.278529105574472,1.81245158917954
"T0834",0.263395869,0.068618965,0.25991706,0.082116093,0.189562585,0.060038537,0.402974676,0.113456801,0.089477178,0.456573268574225,0.109070545020846,1.66367203117749
"T0846",0.137446113,0.043658582,0.226736773,0.101489657,0.180601227,0.042066542,0.424676063,0.134489796,0.10850975,0.340225633430063,0.411847413192998,1.92950108385401
"T0841",0.136312934,0.048896076,0.2345999,0.085302517,0.164723996,0.042759402,0.429400793,0.128751556,0.098561884,0.372274249952503,0.325835920503246,1.85398556062715
"T0847",0.1171032,0.049758857,0.244462931,0.080208959,0.15836564,0.043644032,0.430155958,0.11453857,0.086868838,0.435185123096597,0.163188213350014,1.71118572861367
"T0835",0.118076862,0.072004498,0.229513337,0.102547859,0.174246399,0.066413138,0.337378984,0.117544938,0.1062916,0.209444494042285,0.808350240802994,2.2776187312933
"T0837",0.095691649,0.067919592,0.181167513,0.103057898,0.247175869,0.043457036,0.302515439,0.122310313,0.108051216,0.367357866288018,0.3388592915721,1.86541969169135
"T0832",0.228263488,0.081104745,0.225783329,0.079219214,0.189578585,0.071254309,0.407745576,0.108813772,0.086511091,0.33243686004557,0.433194161531407,1.94824289171661
"T0754",0.097253083,0.053554148,0.236368581,0.07527782,0.070060698,0.051217458,0.452628874,0.095779615,0.079546395,0.489207697645241,0.0270555906729553,1.59166534932222
"T0823",0.114625795,0.073438194,0.260670156,0.096203058,0.210982324,0.062220844,0.4492793,0.112846028,0.090831078,0.388333312338063,0.283665645389219,1.81696131781645
"T0806",0.096166029,0.070636113,0.306055959,0.17098507,0.200296808,0.056780354,0.453885349,0.104219586,0.075195913,0.494341565808668,0.0141840667298558,1.58036453550195
"T0831",0.135675215,0.06140171,0.233037363,0.087861743,0.058144927,0.062104805,0.423541781,0.115938168,0.083753356,0.402898828767975,0.245850894772428,1.78376109550638
"T0826",0.134369091,0.054827339,0.287561697,0.086774855,0.240270967,0.053382084,0.444264071,0.126869977,0.104498106,0.48637520796657,0.0341589307431488,1.59790186987644
"T0827",0.133625275,0.05113521,0.261917213,0.064223334,0.162022248,0.051903876,0.43245396,0.115708802,0.072785245,0.494613614494268,0.0135020764472565,1.57976576839054
"T0798",0.110128539,0.061183425,0.276395169,0.07756109,0.132076876,0.056299022,0.452966065,0.111199687,0.08537212,0.481185993678435,0.0471772146696128,1.60933153458147
"T0800",0.127984455,0.047975696,0.268945659,0.0960517,0.211422112,0.043052974,0.415818032,0.12685911,0.102043906,0.462637948258266,0.0937900994424587,1.65025625606528
"T5137",0.120573767,0.107491214,0.312738018,0.094416742,0.14136229,0.084889645,0.195768014,0.08989381,0.085332033,0.443440850148166,0.142251061870597,1.69280353456721
"T0321",0.123492064,0.054606808,0.144740848,0.102586734,0.210627956,0.056171749,0.244702282,0.116591115,0.054472083,0.316203781165013,0.478340939445344,1.98788041514008
"T0056",0.197684259,0.11313394,0.219486148,0.195718648,0.262701513,0.104821564,0.115553591,0.054496409,0.069946351,0.31347473642764,0.486024954879882,1.99462675133164
"T0054",0.197684259,0.092854113,0.08812446,0.242732196,0.278380508,0.09136523,0.068956635,0.120445721,0.09694099,0.327424316132005,0.447036602410149,1.9603961416255
"T0055",0.197684259,0.092773116,0.082161921,0.133600604,0.265802966,0.08842858,0.100355496,0.115032718,0.091764222,0.296683029664489,0.533964552118152,2.03671628675908
"T1864",0.197684259,0.144573595,0.337643745,0.093357039,0.173983634,0.133280136,0.172645542,0.110630993,0.100702181,0.301209176728371,0.520925955442839,2.02526878806688
"T1868",0.197684259,0.160352579,0.343772147,0.081714112,0.185319678,0.1491536,0.18782333,0.116313696,0.085054041,0.326374389897435,0.449946829551773,1.96295123418855
"T1866",0.197684259,0.14090277,0.252825453,0.096304003,0.211147472,0.140691076,0.222326584,0.222546198,0.178456066,0.0136880646871232,2.2061124190979,3.50481220207038
"T1870",0.197684259,0.132509635,0.234402484,0.098060772,0.214061553,0.130280607,0.219472345,0.214167294,0.141903381,0.0193328566878419,2.06772687390801,3.38331382406009
"T2826",0.058776898,0.074409331,0.200273447,0.066798812,0.067032854,0.064949577,0.106928216,0.053162103,0.073018919,0.436360390386044,0.160203489377732,1.70856523005695
"T2674",0.116267783,0.070007474,0.195878365,0.051131597,0.275753146,0.121954282,0.046054976,0.110867756,0.15833632,0.349312707883472,0.38717667638745,1.9078409133349
"T2675",0.115899062,0.071094832,0.140234533,0.077244416,0.17760022,0.115315987,0.056101109,0.115606852,0.179625187,0.0434530087346049,1.71194927138028,3.07095170863688
"T1863",0.197684259,0.142130143,0.081831082,0.080438621,0.140271779,0.125753784,0.264815513,0.310663158,0.091510235,0.353906275387861,0.374795514040635,1.89697062235938
"T1867",0.197684259,0.146477668,0.089687337,0.085746722,0.142180224,0.135219323,0.250054095,0.27203236,0.091841817,0.209462918587838,0.80828621337945,2.27756251712658
"T0046",0.197684259,0.123205503,0.178904392,0.230935025,0.271556362,0.115180493,0.073041871,0.061364076,0.061311936,0.309707904052728,0.496678469003345,2.00398021873558
"T1865",0.197684259,0.149744139,0.324284364,0.074868371,0.138104689,0.140403114,0.265110082,0.082576908,0.34251871,0.403009631320574,0.24556464221127,1.78350977430203
"T1869",0.197684259,0.15640368,0.35999925,0.065642218,0.170426153,0.144569414,0.282174391,0.071828675,0.339655991,0.433349595951742,0.167852661983838,1.71528097528516
"T2817",0.307451809,0.076067678,0.288344949,0.376309678,0.127908454,0.075937203,0.343087917,0.09239722,0.284131254,0.457049333332918,0.107870186695903,1.66261815239766
"T0497",0.197684259,0.052209392,0.267445875,0.080664344,0.261494915,0.050171278,0.059807113,0.222252739,0.093991248,0.467236408503193,0.082218682813171,1.64009689765967
"T0707",0.197684259,0.123444478,0.197842257,0.326245082,0.06137548,0.112572763,0.066412681,0.318303861,0.205465285,0.29358870234601,0.542930863881313,2.04458844085194
"T0709",0.197684259,0.118322509,0.14690954,0.244884342,0.139232534,0.110943986,0.273643752,0.235592425,0.140517285,0.0321293571724279,1.85038059148133,3.19249027565284
"T0711",0.197684259,0.121654414,0.194165797,0.103483022,0.26418165,0.119285771,0.23296359,0.245464508,0.114316011,0.104327570507938,1.25727205064152,2.67175868047644
"T1075",0.197684259,0.117450079,0.134827415,0.131419143,0.361139383,0.106651059,0.329477794,0.057861286,0.244092633,0.41580152765546,0.212646043297422,1.75460822704205
"T1077",0.197684259,0.130563548,0.114890924,0.208930612,0.326322739,0.121619893,0.262967847,0.068380256,0.163949911,0.271277379308935,0.608954258030477,2.10255501018438
"T1079",0.197684259,0.111439879,0.130866968,0.19843102,0.327223475,0.102686536,0.299003069,0.059878836,0.168164575,0.323875436610889,0.456888941035256,1.96904620085615
"T1919",0.09144264,0.072093975,0.207166047,0.088889392,0.238621292,0.064556995,0.235816854,0.089480403,0.053801063,0.471553455144442,0.0713654450868171,1.63056807889393
"T1998",0.197684259,0.038137019,0.122814441,0.078025622,0.096378662,0.035504669,0.51922119,0.193859513,0.088603113,0.436715732528224,0.159301340021845,1.70777316985071
"T2000",0.197684259,0.075023282,0.22735206,0.260779635,0.162627214,0.092712962,0.085956816,0.080494364,0.078545977,0.328909297628007,0.442926919835719,1.95678796299496
"T2330",0.197684259,0.065527018,0.207237224,0.173442894,0.460360221,0.058218196,0.364377938,0.179508747,0.295441703,0.490254153027816,0.0244316459263463,1.58936160415676
"T2333",0.197684259,0.118827134,0.15142277,0.198316851,0.354059553,0.111175245,0.242920962,0.060632151,0.115076703,0.387546611858269,0.285719166407882,1.81876424797534
"T2335",0.197684259,0.137726055,0.289702205,0.067432445,0.350183166,0.125441302,0.474878458,0.089792587,0.069859674,0.49540121976981,0.0115276878631573,1.57803231414717
"T2524",0.140741574,0.067303643,0.265404033,0.058958076,0.121422163,0.056538631,0.040474555,0.11680638,0.065105071,0.491118555000018,0.0222643204235802,1.58745875705777
"T2525",0.096819764,0.069592763,0.15634354,0.065598994,0.089382977,0.059419201,0.040109236,0.104547948,0.050924656,0.130540600690693,1.12383931058925,2.55460871754083
"T2526",0.087175437,0.110084506,0.071696024,0.068131808,0.146291511,0.085341916,0.104424892,0.094618193,0.058236123,0.0288696848369121,1.89767149604391,3.23401027827383
"T2648",0.107717761,0.075869935,0.179017568,0.091590824,0.235197126,0.080035527,0.238969423,0.124597462,0.05179193,0.334409016273464,0.427770752552313,1.94348130051616
"T4072",0.111224765,0.11964523,0.157366943,0.075140285,0.106333534,0.114597397,0.156071573,0.081905202,0.093826025,0.0013656811969634,2.99645757720635,4.19871165989813
"T4074",0.111224765,0.11964523,0.157366943,0.075140285,0.106333534,0.114597397,0.156071573,0.081905202,0.093826025,0.0013656811969634,2.99645757720635,4.19871165989813
"T4075",0.129710069,0.103571637,0.16097667,0.071521055,0.306598698,0.100685788,0.080013839,0.104475411,0.063484604,0.451027274662978,0.123066360312448,1.6759599392428
"T4083",0.095705209,0.099351449,0.157656127,0.06749261,0.133722953,0.098790925,0.060522598,0.088032971,0.068576897,0.0255696210891364,1.95030949053079,3.28022486624323
"T4085",0.077100214,0.097709323,0.160259955,0.06421159,0.134928696,0.096825659,0.088946608,0.091546025,0.06655898,0.058220724708368,1.56988679837114,2.9462250977538
"T5142",0.175518432,0.050813109,0.234690861,0.133561556,0.18406039,0.174596965,0.136339229,0.20640258,0.15195485,0.055088921770568,1.59739429417239,2.9703758579968
"T5144",0.159381408,0.050909421,0.272273894,0.138953377,0.166837222,0.139155775,0.143179285,0.274697914,0.139704149,0.214855482359335,0.789686350465833,2.26123239267523
"T5146",0.168324489,0.050266777,0.246447169,0.12895801,0.17835999,0.248893399,0.171635109,0.232910892,0.139944265,0.13342353210407,1.11035271820088,2.54276789198478
"T5148",0.165235052,0.049658419,0.265319861,0.131863427,0.173855847,0.142483279,0.143608008,0.236423805,0.137520195,0.157115212745033,1.00638496021794,2.45148730380658
"T5150",0.16588689,0.050458164,0.240937987,0.134763894,0.174638413,0.194595297,0.169061736,0.215867486,0.142078982,0.0764005649225019,1.42970700178857,2.82315142057731
"T5152",0.175518432,0.050813109,0.234690861,0.133561556,0.18406039,0.174596965,0.136339229,0.20640258,0.15195485,0.055088921770568,1.59739429417239,2.9703758579968
"T5530",0.221986745,0.1316499,0.275919024,0.079330744,0.259800356,0.079349444,0.230387488,0.053530857,0.078684004,0.474471820466185,0.0640333888014216,1.62413075232971
"T5714",0.126769513,0.084110597,0.157061544,0.080748947,0.083272026,0.087422477,0.104802646,0.111668814,0.083596999,0.00852968598277506,2.38542561444562,3.66224383527091
"T5716",0.131280582,0.105313429,0.10611871,0.111694012,0.155302264,0.105244989,0.132324548,0.180069436,0.223473208,0.0303775067335301,1.87527418084115,3.21434610406267
"T5718",0.128879617,0.084801093,0.140854673,0.086163102,0.198044541,0.085800533,0.111691948,0.131792496,0.138536983,0.0305113579080093,1.8733308249111,3.21263989556327
"T5719",0.169667574,0.128501683,0.249302328,0.114469858,0.125978214,0.119800742,0.17141391,0.139351091,0.117527496,0.0313920623274831,1.86071719253226,3.20156550283862
"T5720",0.161206935,0.117816796,0.24129351,0.104184556,0.125463854,0.106511047,0.155718772,0.14318577,0.103169291,0.0559737657558903,1.58950009992051,2.96344499107724
"T5721",0.148204725,0.120728508,0.128959572,0.117099534,0.150836481,0.1229009,0.136047643,0.132024846,0.12373741,6.08808085423894e-24,10.0222002385788,10.3671040053785
"T5722",0.156101768,0.096902702,0.136720822,0.081931225,0.138194345,0.101505699,0.141688283,0.146158824,0.098912022,0.000867175772041379,3.13231251999299,4.31798824453425
"T5723",0.15760818,0.107756703,0.164054046,0.177022625,0.128787593,0.112510477,0.151689712,0.103256603,0.173363698,0.000323299539893487,3.41127472125235,4.56290873050469
"T5724",0.125357387,0.101741054,0.140677424,0.174714436,0.171706033,0.107811843,0.116091743,0.15276749,0.188428503,0.000365158415218052,3.37793747892936,4.53363962682756
"T5726",0.133490204,0.088787273,0.154433677,0.069250108,0.102698106,0.084422178,0.128715345,0.142212846,0.085707294,0.0173855755217657,2.11101350542758,3.42131819447277
"T5730",0.12660683,0.08396347,0.145109213,0.074577642,0.1630651,0.087308934,0.090264519,0.153785045,0.223195309,0.111113393839487,1.22062829620411,2.63958655785884
"T5732",0.184663457,0.103721308,0.1930671,0.101871723,0.232569414,0.102350903,0.147723056,0.170045288,0.10193929,0.0747620688641522,1.44121434228455,2.83325452205048
"T5734",0.170215415,0.092228286,0.231842114,0.073665612,0.081772651,0.08716355,0.139742857,0.103221049,0.072028225,0.311920033900658,0.49041527793077,1.99848132392368
