"","bdcA","dkgB","grxD","mepH","mhpT","nsrR","pgpC","rfe","rffC","rffG","rffH","rffM","tadA","tehA","tehB","tsgA","wecB","wecC","wecE","wzxE","wzyE","wzzE","ydbD","yeaE","pval","z","inv_cof_var"
"T4835",0.111863065,0.095041302,0.356458154,0.095827754,0.075545955,0.323092054,0.121593407,0.100236542,0.084550743,0.07912,0.122780081,0.295647277,0.082256458,0.228962222,0.084333667,0.100914903,0.075539751,0.088827372,0.325237916,0.254511064,0.246768528,0.145731959,0.104631116,0.275134835,0.461232168238283,0.0973299950416935,1.68280177743762
"T4839",0.107754299,0.081422781,0.362770276,0.093266764,0.095842372,0.31131986,0.150635055,0.121716635,0.081181534,0.078436577,0.122590434,0.27887776,0.108156387,0.228913082,0.080334979,0.093760607,0.150313774,0.108441345,0.330753454,0.243473931,0.247222917,0.100051609,0.095535252,0.293967939,0.428599979547891,0.179939634599794,1.76261673230028
"T4843",0.10063308,0.090792625,0.367405561,0.093076208,0.080893082,0.299853078,0.083684873,0.112439926,0.086645142,0.080247213,0.115210378,0.227835241,0.122370585,0.238029235,0.086258686,0.084014434,0.128383426,0.122613158,0.329770992,0.23821318,0.232044066,0.124278599,0.097000492,0.29594656,0.439189154459434,0.153025318800557,1.73661292799649
"T4850",0.111843541,0.104729027,0.358570788,0.119528375,0.076231296,0.308864612,0.081694628,0.109058416,0.090391659,0.070587326,0.139891977,0.30372784,0.154675281,0.235251052,0.083900836,0.112915362,0.073332395,0.117413615,0.327572316,0.25677537,0.258650103,0.155546907,0.118155143,0.281964193,0.419446383982674,0.203309964070114,1.78519644335793
"T4852",0.112340136,0.107942933,0.35912927,0.105273845,0.080624335,0.306644358,0.087575698,0.124678601,0.085310852,0.08155066,0.130719165,0.291484549,0.140421935,0.235089456,0.100360646,0.086521462,0.105475438,0.133839655,0.308121448,0.238926632,0.250337689,0.125081035,0.120764204,0.253767157,0.378540072393694,0.309317336199382,1.887617585332
"T4854",0.126779153,0.100538988,0.354612827,0.100481108,0.068258232,0.295201005,0.091512181,0.123469888,0.108821235,0.073996979,0.146056654,0.272507723,0.123694556,0.188235953,0.093116459,0.121425011,0.144746469,0.101737532,0.322781419,0.235115269,0.214044509,0.144817881,0.12494181,0.265020025,0.346743057339028,0.394128575608312,1.96955965990683
"T4856",0.122396888,0.097268591,0.382040964,0.099323681,0.099025266,0.31266704,0.102898423,0.093172656,0.090548353,0.086745689,0.129699521,0.28186116,0.100058124,0.228321764,0.090760543,0.106795888,0.134825425,0.150001965,0.318520051,0.235270877,0.235439921,0.101836557,0.114012103,0.241314181,0.392743266751842,0.27217620964745,1.85173294335622
"T7010",0.101602866,0.11788544,0.158595395,0.110829794,0.101455752,0.178385203,0.097919282,0.100706146,0.139966905,0.322424341,0.249042756,0.170190573,0.12483428,0.135807968,0.152646382,0.162811999,0.104583209,0.228152615,0.183829963,0.149557858,0.149594697,0.114108181,0.108870431,0.095645787,0.139899874964714,1.08076929524056,2.63297131909665
"T2254",0.039199238,0.03617528,0.052122792,0.036166662,0.040200909,0.036974696,0.053558729,0.128236552,0.122948256,0.129529167,0.116223251,0.043634074,0.040958804,0.067444528,0.036879307,0.09826742,0.125577039,0.129006327,0.036371494,0.039763265,0.047344656,0.129756419,0.040729102,0.041779426,0.415396085534622,0.213685690335073,1.79522115872935
"T1770",0.08654361,0.079344451,0.352872013,0.0792936,0.088428917,0.089935154,0.084239196,0.079019334,0.147570423,0.216872325,0.138525921,0.099025802,0.082582885,0.094631986,0.082825955,0.085116636,0.169724068,0.135313065,0.083428518,0.07863034,0.085324135,0.213233411,0.088798421,0.078446854,0.416657802511829,0.210451110862489,1.79209600510339
"T1771",0.088418444,0.078871948,0.323151241,0.078646843,0.091618866,0.115701301,0.083279221,0.076488293,0.142194627,0.216861769,0.133761268,0.104966243,0.080363641,0.109742676,0.083897835,0.085116636,0.164436567,0.180778636,0.082356882,0.076467605,0.085239518,0.212769007,0.092256552,0.07666299,0.367728783085595,0.337874763448759,1.91520891461385
"T1772",0.096500235,0.086742223,0.256095687,0.086554566,0.099248682,0.179288423,0.093881134,0.089914064,0.13213303,0.205330114,0.127340354,0.109009119,0.089827699,0.113106139,0.091344237,0.085116636,0.152488419,0.194618142,0.092139853,0.085395418,0.094894377,0.201499636,0.099720256,0.085369578,0.175401670313778,0.933032205018756,2.49023217569074
"T1773",0.071303528,0.070589517,0.329258416,0.071169895,0.071892524,0.091306557,0.088893935,0.070764607,0.181017177,0.248341322,0.17220229,0.079596313,0.083401806,0.08058361,0.070884234,0.085116636,0.202807571,0.138764728,0.086505268,0.07452291,0.091228845,0.251068194,0.072122061,0.073297163,0.485622953960755,0.036045714247065,1.62359074429936
"T1776",0.087921265,0.064563467,0.07302816,0.063987377,0.092858583,0.230155155,0.050951865,0.163313641,0.142468895,0.166234437,0.133394922,0.111639322,0.048747123,0.103410731,0.077993186,0.085116636,0.166419602,0.235915983,0.049604941,0.055860014,0.051651705,0.215431301,0.093947358,0.057160913,0.369835604146865,0.332288783989803,1.90981190887983
"T1777",0.079698314,0.068313945,0.110099339,0.065242569,0.082657787,0.208163613,0.058928935,0.070466049,0.142773011,0.202263111,0.134854026,0.096197694,0.056993793,0.104788969,0.073951434,0.085116636,0.161840575,0.210337842,0.0578288,0.057982243,0.057543794,0.200040137,0.083505033,0.059301997,0.329363019164061,0.441672740390852,2.01549540525568
"T1778",0.077803316,0.067302703,0.080842659,0.066796742,0.080952092,0.209431996,0.070669753,0.065526435,0.139895105,0.186912057,0.1324356,0.096504278,0.067791977,0.100442697,0.072275477,0.085116636,0.159094738,0.213462702,0.069234987,0.06493257,0.068914931,0.197478623,0.081743643,0.064963312,0.282159240705993,0.576439012530261,2.14570253344743
"T1779",0.0743054,0.06846404,0.068457281,0.066883248,0.076551935,0.228659693,0.084291369,0.067077053,0.158018335,0.220735961,0.149814438,0.08985809,0.079073918,0.095072806,0.070443015,0.085116636,0.179043999,0.232006726,0.081694483,0.069470722,0.081100377,0.218033388,0.077362088,0.068488038,0.360172220926432,0.357998492294261,1.93465185756898
"T1780",0.078806771,0.068165994,0.102475495,0.06793749,0.081622836,0.218284347,0.074835649,0.099952622,0.148715617,0.142650222,0.141153497,0.09756447,0.070800128,0.099481287,0.073554805,0.085116636,0.16823246,0.224675575,0.073010126,0.066394361,0.073147219,0.207786424,0.082380585,0.06631802,0.242728941826834,0.697551240927681,2.26271753429437
"T1781",0.067964381,0.063241266,0.146160584,0.063286272,0.069832079,0.217807748,0.077705308,0.267876677,0.167632744,0.096818587,0.159470566,0.08404938,0.072699007,0.085764269,0.064992045,0.085116636,0.186221753,0.236492288,0.075629146,0.064170451,0.076438329,0.221565644,0.070158799,0.064229528,0.429846608412225,0.176764701099574,1.75954920682301
"T1788",0.064444373,0.055461688,0.064370026,0.055254482,0.067460406,0.183667522,0.056647326,0.239003032,0.16365297,0.079227102,0.155856141,0.082330577,0.052801097,0.084766997,0.0597611,0.085116636,0.175524523,0.186794385,0.054877783,0.050783807,0.060297416,0.188706354,0.068383105,0.051288221,0.460436475042386,0.0993341684255533,1.68473814962161
"T1790",0.073067132,0.066335183,0.140145176,0.066180814,0.074957903,0.179098759,0.067070308,0.123679995,0.14444614,0.212535338,0.135565736,0.083379597,0.064953545,0.088926,0.070003715,0.085116636,0.167682215,0.222852025,0.066004545,0.063651215,0.066503236,0.209943823,0.075526916,0.063927444,0.338358154642265,0.416948183036325,1.9916072798528
"T1793",0.090664909,0.083511466,0.16585106,0.073424518,0.095057889,0.183184561,0.059096562,0.222967009,0.140031792,0.21326443,0.131149985,0.107695721,0.058417896,0.113563951,0.083866823,0.085116636,0.163702888,0.226385673,0.058605779,0.062860548,0.059875303,0.210124242,0.096148921,0.065345106,0.32676555175745,0.448862147473054,2.02244159464502
"T1795",0.08308625,0.069374723,0.173034391,0.067664697,0.086292702,0.233103788,0.07049708,0.214034627,0.167966092,0.114090587,0.159581196,0.107075356,0.066176581,0.109451141,0.076507918,0.085116636,0.187321408,0.244362534,0.068720673,0.063315445,0.073143617,0.22661742,0.086927405,0.063458067,0.343316081726756,0.40342967014656,1.97854609835051
"T1796",0.078342597,0.072484572,0.106791056,0.070865732,0.07970393,0.219883253,0.085781701,0.073179568,0.164083836,0.213560886,0.157368464,0.091144428,0.080378056,0.096176032,0.073873855,0.085116636,0.180880424,0.222596519,0.083533505,0.071173637,0.082430188,0.211426151,0.080444202,0.071261755,0.291430322115922,0.549211017674899,2.11939566185222
"T1800",0.074558814,0.071746697,0.07090131,0.069480621,0.076528503,0.211666646,0.0829675,0.07050251,0.175880088,0.26449264,0.165301959,0.087120298,0.078009371,0.095002534,0.071755645,0.085116636,0.202906425,0.286910423,0.080801162,0.071277903,0.079144512,0.259753924,0.077199277,0.070802712,0.484269719010217,0.0394401897685079,1.62687038468971
"T1803",0.098781057,0.095697766,0.166598754,0.093122442,0.100515618,0.184919101,0.094406493,0.129022785,0.152829483,0.244413673,0.143238238,0.106640057,0.092564115,0.110873246,0.096045706,0.085116636,0.17764041,0.27501232,0.093639194,0.091649794,0.093148955,0.238456579,0.100732522,0.091897413,0.22199370808633,0.765477236826727,2.32834559326769
"T1804",0.067802029,0.063063327,0.314706457,0.06323739,0.070233663,0.063848004,0.086245442,0.176969127,0.180918988,0.144847682,0.17507695,0.092535045,0.078905153,0.090864599,0.065404677,0.085116636,0.195357497,0.240490988,0.083128614,0.065654144,0.079038154,0.227041175,0.070795939,0.065655881,0.455255544869916,0.112393902570424,1.69735607286721
"T1811",0.066366711,0.06491782,0.345201105,0.066819382,0.068181468,0.205542056,0.097108655,0.165501867,0.18871287,0.211484073,0.184156789,0.080739512,0.088686142,0.084615406,0.064778817,0.085116636,0.198633629,0.209976357,0.093409638,0.073832032,0.102841446,0.211263545,0.06853294,0.071924097,0.45269931375301,0.118844405438907,1.70358835517765
"T1813",0.073595094,0.070886563,0.183233258,0.067926113,0.074894893,0.247482605,0.08573806,0.123156802,0.179371866,0.255772233,0.169625997,0.081561822,0.079256466,0.087910018,0.070745641,0.085116636,0.203139094,0.273401826,0.082955041,0.069557121,0.08059124,0.251905051,0.075146869,0.068623884,0.429059878429201,0.178768147624684,1.76148487673789
"T1816",0.070365547,0.064164648,0.11825559,0.062673365,0.072156728,0.196848773,0.085011211,0.198813008,0.173986327,0.245682636,0.165101755,0.079736947,0.078150022,0.07887137,0.065569024,0.085116636,0.196244535,0.262648716,0.082175522,0.065473168,0.084058874,0.242012941,0.072703718,0.065357305,0.435190406447012,0.163174792451543,1.74641904488147
"T1817",0.065698833,0.063860614,0.306995317,0.063974642,0.067065921,0.204766428,0.087453699,0.155724677,0.167395436,0.235291698,0.159184061,0.07570951,0.081067074,0.0786915,0.063621217,0.085116636,0.18802156,0.252605753,0.085026358,0.067217083,0.08547735,0.231641455,0.067110081,0.067748738,0.478720149165323,0.0533659953966912,1.64032508021417
"T1824",0.07341401,0.068798183,0.216638617,0.060907438,0.076885839,0.154841597,0.068220473,0.111034251,0.207192564,0.174076369,0.194348096,0.099147264,0.063069993,0.103817396,0.066631507,0.085116636,0.227038129,0.157732377,0.066506069,0.059619799,0.062919744,0.326607418,0.077583135,0.059906325,0.489346814351996,0.0267067507879419,1.61456771804067
"T1825",0.080860115,0.078246672,0.270997941,0.071240304,0.083264885,0.071470334,0.073167435,0.27961922,0.181096893,0.076232861,0.16990464,0.105867733,0.070555331,0.111544009,0.075680265,0.085116636,0.209328477,0.191463632,0.072059605,0.069803471,0.071462873,0.275668201,0.083769275,0.069946019,0.45992676619027,0.10061822032741,1.68597876203847
"T1826",0.08952529,0.086994549,0.275993757,0.085390393,0.090259774,0.129094588,0.095566044,0.278034906,0.178026954,0.086523815,0.169137819,0.103139122,0.092058869,0.106393641,0.086379443,0.085116636,0.200245191,0.162642937,0.094147066,0.086718448,0.097214182,0.252466515,0.090397163,0.08677121,0.336095873121563,0.423141882692561,1.99759144660549
"T1827",0.087245121,0.085954182,0.21541617,0.095521987,0.088522006,0.076992218,0.078125694,0.170126469,0.197746794,0.23478669,0.184849663,0.101149982,0.079144538,0.104451165,0.083586726,0.085116636,0.250244439,0.258985042,0.077236898,0.07621575,0.076633213,0.175464733,0.088688269,0.076743349,0.333034544804671,0.431549195990126,2.00571434043424
"T1828",0.084653193,0.084164932,0.190617836,0.094855514,0.086036857,0.101825149,0.084618855,0.142695943,0.179357584,0.328678519,0.196051865,0.098155579,0.080704588,0.106420299,0.082325408,0.085116636,0.133243022,0.08428624,0.083415287,0.079460052,0.082089058,0.184953171,0.086293284,0.079463524,0.35261715601697,0.378264234088154,1.95423200917345
"T1829",0.086652979,0.077662951,0.194940055,0.077496822,0.088529968,0.203869081,0.078234552,0.22153418,0.194203294,0.116032603,0.182359217,0.102059173,0.075433236,0.085527862,0.08279804,0.085116636,0.248026143,0.195689637,0.076907497,0.074208002,0.076044953,0.192199016,0.088871026,0.074682465,0.311017241563651,0.492969011925652,2.06505632355861
"T4796",0.094012489,0.090305553,0.317959837,0.318957943,0.100432272,0.117229765,0.103668134,0.305258793,0.095487257,0.110986644,0.097581281,0.116976959,0.097241802,0.115551739,0.103948024,0.219871454,0.094588282,0.275279427,0.098824659,0.115451501,0.115852008,0.092071739,0.088683286,0.117264153,0.422772471203367,0.194805849983127,1.77698002351116
