"","ihfA","pspA","pspB","pspC","pspD","pspE","pspF","pspG","pval","z","inv_cof_var"
"T7309",0.178659794,0.080048464,0.070444867,0.074347545,0.084064774,0.082195105,0.199646989,0.070541064,0.165907551683751,0.970464316211885,12.8990277613767
"T7310",0.271531834,0.081920879,0.066329963,0.071789734,0.064602615,0.086951356,0.209538001,0.065194971,0.364866562236565,0.345480557394315,7.66198165586797
"T7311",0.240120861,0.077554403,0.065727396,0.070601667,0.079184134,0.077703008,0.201374969,0.069343141,0.154619936931406,1.01681830208785,13.2874505928208
"T7312",0.282000267,0.085656087,0.07428767,0.077524964,0.058908118,0.086893478,0.21325561,0.073317148,0.372710758680626,0.324682319425096,7.48770299722855
"T7313",0.123369368,0.078529225,0.073241057,0.075728133,0.095891812,0.082856375,0.192543187,0.07728435,0.270543134538604,0.611171167482265,9.88833386934602
"T7314",0.222059287,0.080951159,0.076327821,0.078344958,0.103012969,0.080752586,0.195178727,0.079242551,0.332529103883257,0.432940208938018,8.39484906409096
"T7315",0.13231628,0.073562205,0.070647585,0.072561972,0.102684533,0.080902089,0.176291249,0.073926769,0.416346620900263,0.211248660518602,6.53718661463683
"T7316",0.225382707,0.082574933,0.078151711,0.080956187,0.104603608,0.08570979,0.197051564,0.081305496,0.312454106386183,0.488906049300305,8.86381434866949
"T7317",0.099464663,0.08508688,0.072178334,0.078272779,0.086597063,0.090359463,0.199660125,0.077793494,0.19081934915428,0.874880926230394,12.0980875558249
"T7318",0.255140699,0.089198622,0.079168161,0.084521149,0.071506084,0.087009865,0.185770395,0.08326403,0.163615549536609,0.979706333094467,12.9764711634477
"T7319",0.07918667,0.075703094,0.071708708,0.074888563,0.10452583,0.079521807,0.179491491,0.075222054,0.413022502617187,0.219776778909351,6.60864791035127
"T7320",0.110381293,0.084545222,0.076034695,0.080000384,0.090630717,0.087008106,0.189705921,0.082009763,0.0884219262698064,1.35053681615611,16.0838420506467
"T7321",0.074551621,0.074006699,0.070993869,0.073834932,0.068547461,0.074578344,0.181693826,0.073966577,0.00104360542982848,3.07753391536189,30.555199593972
"T7322",0.099244396,0.078138571,0.068677424,0.074404661,0.067100789,0.079197087,0.188492337,0.077460587,0.124384430471964,1.15334486770273,14.431473791287
"T7323",0.162571377,0.081452289,0.077004522,0.078125786,0.098434752,0.084259439,0.18300518,0.078856943,0.250992956103852,0.671368334393357,10.3927555188475
"T7324",0.275100134,0.087256852,0.081642606,0.08423721,0.077934287,0.088361048,0.189755941,0.085448422,0.0206065523237984,2.04137965945114,21.8727537958763
"T7326",0.213673688,0.087401175,0.084368147,0.0860369,0.090928111,0.086589256,0.20788593,0.087367327,1.28051647582163e-05,4.20935274035874,40.039265837238
"T7328",0.261360641,0.08623302,0.080235595,0.082203478,0.064751886,0.087008953,0.207748262,0.081905766,0.269147041682737,0.615394711104215,9.92372501729942
"T7330",0.203060476,0.082547919,0.075410205,0.075198914,0.065396723,0.080717649,0.206171973,0.080363467,0.185780503384216,0.893553179560512,12.2545515442149
"T7332",0.234797061,0.076227738,0.070256198,0.071788555,0.10535653,0.079671344,0.196865898,0.073910684,0.437715723732595,0.156763236641838,6.08062646744092
"T7334",0.230954803,0.08920454,0.08874907,0.089513466,0.073740436,0.0877998,0.186454863,0.089474943,0.139300018014893,1.08346960276119,13.8459546014351
"T7336",0.259811827,0.091259455,0.082943378,0.085758675,0.055623378,0.091561301,0.2110179,0.087238276,0.437133064453842,0.158241975300146,6.09301754548463
"T7338",0.212398405,0.072158282,0.065478649,0.067495186,0.100421274,0.076885298,0.201344956,0.069878273,0.448562748948926,0.129293394616354,5.85044315920476
"T7340",0.25806738,0.088135222,0.081399292,0.085832762,0.080314133,0.088800485,0.210939781,0.086542218,0.0102960209044484,2.31538188859448,24.1687531507247
"T7342",0.207767453,0.087002327,0.076305738,0.080284929,0.082829665,0.089039284,0.211411124,0.084774114,0.0568581929984919,1.58170738518278,18.0209338728723
"T7344",0.212425007,0.082539926,0.077882731,0.08192872,0.087898382,0.087858271,0.196631043,0.08226,0.0224837184666454,2.0049589386025,21.5675666744685
"T7346",0.230079163,0.078681157,0.072509005,0.077282207,0.096742291,0.083339487,0.200623266,0.080274844,0.273035001015598,0.603659565551658,9.82539046468661
"T7348",0.23246841,0.087142693,0.085176997,0.086642107,0.07815274,0.085422219,0.203915661,0.087613153,0.00987116865586935,2.33120908532261,24.3013770114519
"T7350",0.269511669,0.09201407,0.08494885,0.088301036,0.056452071,0.091968149,0.214560714,0.088539706,0.434435438896468,0.165092879058598,6.15042463541493
"T7352",0.211078474,0.084403676,0.081566275,0.082968145,0.085506749,0.084634618,0.210595926,0.083677049,1.77768908072152e-11,6.62151421846176,60.2519524815401
"T7354",0.24302821,0.092336993,0.086787298,0.089626216,0.067118693,0.090273057,0.203608102,0.089866527,0.301293192447615,0.520684771096568,9.13010387839428
"T7356",0.285648401,0.079456629,0.066990612,0.071351229,0.058241098,0.082993548,0.219729845,0.070199582,0.346873640116099,0.393774841740441,8.066663201884
"T7358",0.254571956,0.083056999,0.075744586,0.080378887,0.076034696,0.08977668,0.200429812,0.082822329,0.0990885715684618,1.28676232243729,15.549444221505
"T7360",0.266988612,0.079025765,0.072166238,0.074381831,0.10758992,0.080216002,0.205616204,0.075751456,0.43123714439877,0.173225362248821,6.21857070932259
"T7362",0.233515239,0.085376476,0.077762227,0.080428549,0.077414249,0.085746884,0.214255659,0.083135642,0.0185641719753071,2.08434998251545,22.2328232534926
"T7364",0.242812468,0.082004509,0.077656271,0.078936621,0.093198886,0.083088804,0.200971383,0.08033019,0.116051656410873,1.19495832578886,14.7801734103284
"T7366",0.241467765,0.083986177,0.073632816,0.077964732,0.067045411,0.085621822,0.209174809,0.080821271,0.218996880574336,0.775585505739125,11.2660424221041
"T7368",0.281289423,0.088529791,0.083597823,0.084750994,0.067653185,0.08861646,0.19990362,0.085845934,0.243967139354385,0.693598111009384,10.5790297434346
"T7370",0.267470205,0.082873461,0.073420488,0.07420589,0.073756651,0.084216745,0.205721102,0.073381565,0.109892324976643,1.2271009524074,15.0495122774246
"T7372",0.287664058,0.080118533,0.071800682,0.07298732,0.091422699,0.083240986,0.21176018,0.073638729,0.252519560646938,0.666582075942608,10.3526491067595
"T7374",0.267138461,0.072606934,0.061873804,0.06346334,0.090991745,0.078892444,0.196595612,0.058630353,0.452166045133628,0.120190692966146,5.77416714794165
"T7376",0.28198804,0.077328807,0.068698913,0.069687756,0.095674567,0.080538037,0.183371327,0.068391044,0.382751007597827,0.298263558595241,7.26632721495524
"T7378",0.271254498,0.081688217,0.072313685,0.074102801,0.070005065,0.083642947,0.198462472,0.069293635,0.182247533998565,0.906833090933148,12.3658304489134
"T7380",0.278253619,0.075536562,0.066598733,0.067080387,0.084957602,0.078823444,0.205618736,0.064807033,0.305462817602618,0.508752617944411,9.03011850227177
"T7382",0.288848247,0.083392392,0.075775594,0.077285452,0.078667082,0.084758735,0.202476268,0.076003485,0.0296043696022368,1.88664017558428,20.5761156034111
"T7384",0.284645988,0.077364495,0.063925985,0.067985183,0.086763228,0.082458069,0.193359567,0.062371001,0.384596218058753,0.293431388669634,7.2258360880531
"T7404",0.219302502,0.078789177,0.073464789,0.076154669,0.098908494,0.085688933,0.191347665,0.079972615,0.30855400289472,0.499953236018984,8.95638415606951
"T7408",0.233368779,0.08984381,0.089717039,0.090861355,0.075582954,0.086806569,0.176622079,0.090904844,0.117177260872115,1.18921640212845,14.7320590097225
"T7410",0.085260772,0.078142213,0.073060705,0.076146534,0.116946701,0.078984575,0.179332131,0.07788842,0.486038700131177,0.0350029353197548,5.06033705535955
"T7386",0.284724344,0.085827744,0.073472998,0.077529265,0.066275785,0.088946146,0.207404187,0.078330724,0.284915104958129,0.568301574750012,9.52910848069281
"T7388",0.284257368,0.085211044,0.07245099,0.076303883,0.072658999,0.088366908,0.19756752,0.0723851,0.23037374361211,0.73761656357939,10.947881993353
"T7390",0.279245645,0.084006137,0.070839818,0.075993428,0.064453741,0.086637602,0.207890744,0.065995966,0.346112926792424,0.395836221788005,8.08393651850666
"T7394",0.256344182,0.085051743,0.07254625,0.075171753,0.07791564,0.089620432,0.183150094,0.072193793,0.225824561631231,0.752668533479436,11.0740098474502
"T7396",0.251604723,0.078496272,0.068935253,0.074246041,0.079129105,0.08107445,0.209027712,0.073799997,0.0718718855804054,1.46199065335965,17.0177685340726
"T7398",0.243955476,0.082776558,0.073419911,0.077751657,0.097168886,0.084399309,0.200753866,0.076251061,0.280292506058498,0.58197278543699,9.64366627467659
"T7400",0.270802562,0.088720176,0.083419033,0.08608453,0.072385208,0.088539078,0.203352486,0.0861484,0.14110715558994,1.07535837291475,13.7779866197414
"T7402",0.250694224,0.09073486,0.086037113,0.088975527,0.060893465,0.08919177,0.210711904,0.087655819,0.378102674285921,0.310467660342751,7.36859138202568
"T7414",0.245503404,0.091205224,0.086556303,0.089083769,0.061818462,0.090193757,0.191933365,0.084440355,0.369235398999912,0.333879091358259,7.56476726962973
"T7416",0.245873349,0.08961343,0.087943334,0.08889734,0.084425195,0.087197076,0.198508607,0.087800505,7.37429482676724e-08,5.25567080724276,48.8068792031685
"T7418",0.24017496,0.082413448,0.079750915,0.080596465,0.106553804,0.081756112,0.175992528,0.080405159,0.344009068502646,0.401546055651808,8.13178202293401
"T7420",0.197278473,0.077174522,0.072318195,0.074252293,0.111448107,0.082183812,0.168264157,0.07576486,0.461130083473776,0.0975871017260553,5.58476054688311
"T7422",0.226265647,0.077654449,0.069603358,0.074149075,0.114424944,0.082607753,0.184475514,0.077587747,0.483118560896424,0.0423281288538654,5.12171845244176
"T7424",0.246679323,0.08657658,0.079467815,0.082395044,0.099505433,0.086879145,0.185597735,0.085281792,0.17513258399124,0.934075075187161,12.5941044248863
"T7426",0.282730254,0.088763098,0.083844306,0.085719438,0.079816045,0.086754293,0.199928201,0.084395283,0.00287380837478012,2.76184266956075,27.909867477672
"T7428",0.229697927,0.077092517,0.072989899,0.073404056,0.107145424,0.079691131,0.191540924,0.07413192,0.435681608258309,0.16192715741138,6.12389749772569
"T7430",0.198911347,0.077452637,0.07397416,0.076734142,0.103347507,0.082296174,0.173860758,0.078194559,0.367956515821144,0.337270452483627,7.5931851514121
"T7434",0.234012507,0.091952509,0.088302659,0.091413491,0.065492803,0.091421513,0.198252619,0.09051283,0.335141461650495,0.425759743830015,8.33468041762764
"T7223",0.242332456,0.083899108,0.084260377,0.085142095,0.085686834,0.081403648,0.207531435,0.083572378,4.04683830367575e-10,6.14307946438014,56.2429125180959
"T7224",0.261150496,0.083007194,0.075564821,0.077862808,0.085938516,0.083062315,0.205848667,0.076703488,0.0430290007904651,1.7165687214946,19.151003296519
"T7225",0.239448778,0.089431877,0.084353354,0.085854315,0.069306325,0.089477982,0.207251321,0.084846593,0.220744853283247,0.769680050808655,11.216557712608
"T7226",0.267873974,0.091323575,0.085795174,0.087980916,0.055402926,0.089843008,0.206298242,0.088313708,0.438390646847337,0.15505076856371,6.06627685570647
"T7227",0.244247357,0.082419964,0.079732411,0.080516568,0.08522181,0.081357551,0.211310774,0.08022228,1.06779051239744e-05,4.25022267353184,40.3817350955777
"T7228",0.270128554,0.085324152,0.078065789,0.080638716,0.062384874,0.087110968,0.201932816,0.081850797,0.30948703878338,0.497304870654179,8.93419220096022
"T7229",0.238750047,0.084309408,0.082933508,0.083430424,0.080429082,0.082233238,0.211413232,0.082850788,1.62146736953105e-12,6.9667729176837,63.1450448229701
"T7230",0.268866909,0.0861508,0.078459051,0.081954242,0.059159247,0.087633804,0.20802946,0.080867482,0.364795481725863,0.34566969272727,7.6635665137861
"T7232",0.275003179,0.085920924,0.08039742,0.082286232,0.070459314,0.085334147,0.202343758,0.083019997,0.125980535460573,1.14559909738779,14.3665681746375
"T7233",0.244963659,0.080065428,0.074166341,0.076046044,0.095714503,0.081205847,0.208306142,0.075025941,0.2655513784263,0.626323528333312,10.0153029485656
"T7234",0.277851953,0.081209882,0.071671912,0.074490177,0.070144044,0.084173922,0.209147589,0.075445579,0.136817450286636,1.09473009331872,13.9403117865434
"T7436",0.252990797,0.088723703,0.084711465,0.085901547,0.06166674,0.087960561,0.211608934,0.08314446,0.347273914882649,0.392690849701595,8.0575798997896
"T7438",0.270339647,0.087919741,0.090114094,0.090049644,0.052558463,0.089992515,0.202632479,0.09092105,0.465793497673853,0.0858483188410185,5.48639551527364
"T7440",0.222933807,0.087988816,0.088399644,0.088720452,0.078447059,0.089046657,0.186032138,0.089521594,0.0297551862522198,1.88440382755472,20.5573761440674
"T7235",0.256147343,0.080496442,0.071921474,0.074840738,0.10110367,0.083141057,0.212364003,0.073750671,0.37227200334469,0.325841858937258,7.49741934873478
"T7236",0.280542487,0.082206358,0.071787404,0.075118116,0.083093219,0.08549268,0.197195432,0.076295641,0.116958998862091,1.19032673254772,14.7413630140523
"T7237",0.261549709,0.077037778,0.067671505,0.069407394,0.067383966,0.079968507,0.207359614,0.068610105,0.155928614382427,1.01133268222752,13.2414838877337
"T7238",0.279260328,0.086427379,0.076396394,0.08031767,0.067006064,0.086798915,0.193200729,0.080871131,0.233991685318752,0.725764145370135,10.8485647555081
"T7239",0.250401183,0.082010587,0.067903089,0.070919251,0.048358969,0.087190483,0.218574037,0.071769614,0.474505942712644,0.0639476817169435,5.30287931226735
"T7240",0.266399364,0.081201492,0.071658546,0.075734744,0.048299123,0.08133953,0.200481162,0.077076939,0.449047803580116,0.128067434670254,5.84017023823577
"T7442",0.248163651,0.0831648,0.080973943,0.081576332,0.087794506,0.083729395,0.192523699,0.082851497,0.00018314031306736,3.56325781232597,34.6253188683687
"T7444",0.265097214,0.086062229,0.082898382,0.084013389,0.083064607,0.083818914,0.199926256,0.085998341,1.7940962038504e-11,6.62015631138599,60.2405739107173
"T7446",0.241510583,0.081513711,0.075964846,0.07709601,0.082758811,0.081063652,0.199580731,0.079619977,0.0012955435293628,3.01249616980997,30.0102163568106
"T7241",0.245551646,0.07569453,0.065578933,0.069757741,0.061790746,0.079890717,0.19672114,0.073010573,0.240352735582999,0.705168356359717,10.6759825162017
"T7242",0.267453875,0.084831261,0.082152549,0.084158152,0.067261225,0.084508329,0.197343296,0.084890219,0.204185313020718,0.826764374568757,11.6948953193309
"T7243",0.237159095,0.0787054,0.074343575,0.076011465,0.085105074,0.079596887,0.207191888,0.076835074,0.0278408762164437,1.9135181483797,20.8013393484545
"T7244",0.267714294,0.084688162,0.078059148,0.080697421,0.062740519,0.086261673,0.210877681,0.08209715,0.294872166354622,0.539206562455794,9.2853070719755
"T7245",0.234482214,0.082926264,0.071419112,0.075255732,0.067547011,0.086866991,0.213546549,0.073637079,0.247184238108961,0.683377274621597,10.4933843316227
"T7246",0.275483283,0.078586558,0.063761421,0.068140519,0.06195431,0.084394543,0.208472025,0.067296933,0.35076926744601,0.383244433947129,7.97842373910545
"T7247",0.133630438,0.081025984,0.07104627,0.074032576,0.082758977,0.083477297,0.197094458,0.077550279,0.0973935263259484,1.29654713325861,15.6314359607813
"T7248",0.271269406,0.081172908,0.065781066,0.070358382,0.060428085,0.086919595,0.205548975,0.074132788,0.373384674469008,0.322902148761907,7.47278607225689
"T7249",0.148588911,0.081422739,0.076358926,0.078338796,0.086598822,0.082368962,0.190168426,0.079765133,0.0161419867730422,2.14087681186551,22.7064893405355
"T7250",0.269826682,0.084270899,0.07025722,0.074997439,0.061227965,0.088645137,0.202624714,0.076457494,0.36099149025792,0.355809838598679,7.74853578010051
"T7251",0.140824369,0.081973247,0.072041712,0.074629331,0.078636778,0.08620509,0.212927603,0.073455355,0.13093403582726,1.12198675465176,14.1687087489756
"T7252",0.274160379,0.079944294,0.064332951,0.068442203,0.055116304,0.085729864,0.222588754,0.065644144,0.428918943333042,0.179127121329375,6.26802444947569
"T7253",0.098046726,0.093674958,0.076913732,0.082466784,0.072620813,0.098574699,0.192785717,0.076763254,0.347928041610251,0.390920388121928,8.04274433200094
"T7255",0.081109762,0.083392813,0.075911235,0.078594385,0.078753382,0.086733981,0.195435989,0.079887476,0.0282285335793384,1.90749075443076,20.7508328519875
"T7256",0.239769088,0.082105401,0.070391453,0.07361543,0.056264951,0.086349694,0.206029874,0.072837358,0.39306171153231,0.271347959713638,7.04078818244179
"T7257",0.200713292,0.078097904,0.066958475,0.071509044,0.101341001,0.083689649,0.198754759,0.073317487,0.420853497013574,0.199710509417989,6.44050277536305
"T7258",0.228391344,0.083510091,0.068959582,0.075468358,0.060496862,0.086839785,0.209166448,0.076530362,0.3569865298981,0.366525404072575,7.83832677009289
"T7448",0.260691031,0.080010062,0.077915329,0.078723894,0.090391956,0.080184161,0.178967105,0.080328503,0.0604147806930775,1.55130102472288,17.7661440333243
"T7450",0.216859511,0.085203661,0.079809615,0.081208909,0.080927378,0.083381716,0.182220274,0.084146062,2.02176240218432e-05,4.10497850273181,39.1646627984108
"T7452",0.262530744,0.081012816,0.075851923,0.076976757,0.069803258,0.080838012,0.210167735,0.075311851,0.0508752915877728,1.63642541754468,18.4794431608963
"T7259",0.154343888,0.084162958,0.081746197,0.082435557,0.087087064,0.084141402,0.205157267,0.083554658,6.80997980383937e-07,4.8304868702787,45.2440540100542
"T7260",0.254143714,0.089138986,0.083304142,0.084977329,0.072284223,0.089044746,0.203838958,0.08741259,0.154510638037752,1.01727783850594,13.2913012743382
"T7261",0.192462218,0.088505478,0.083270147,0.085299264,0.05528537,0.08877779,0.215701741,0.086392675,0.427181826117186,0.18355361801083,6.30511624086962
"T7262",0.279502715,0.089339984,0.07867824,0.081188624,0.04701314,0.090834253,0.203844998,0.084264868,0.49515581308035,0.0121428743037057,4.8687813679889
"T7263",0.178422009,0.087464961,0.079239217,0.080872208,0.057931641,0.088149423,0.219355027,0.080672323,0.386535269407758,0.288360841945664,7.18334748479115
"T7264",0.278172694,0.088072574,0.074406765,0.077922539,0.04855847,0.089173466,0.218226574,0.078620837,0.480966780329405,0.0477273200478685,5.16696092925259
"T7265",0.219290841,0.085945886,0.076195944,0.078547991,0.071743311,0.087285802,0.215313384,0.074099433,0.180059073053137,0.915139985084165,12.4354379979875
"T7267",0.227527232,0.086061742,0.077615673,0.079371412,0.075192671,0.0888332,0.224347576,0.078290766,0.107103295495825,1.24208123579299,15.175039434982
"T7268",0.286862666,0.088073303,0.07883196,0.080723966,0.055504977,0.089068202,0.2155355,0.080915992,0.419391348474106,0.203450800467037,6.47184451248106
"T7269",0.2178586,0.084380593,0.077737571,0.079065464,0.075700513,0.086772106,0.22327969,0.077668251,0.0514243101421596,1.63119765352085,18.4356371566038
"T7270",0.250706546,0.088774405,0.081838853,0.083715961,0.050852204,0.088638186,0.213888378,0.081550801,0.462556649310123,0.0939947859360138,5.55465876719272
"T7454",0.267242737,0.082527662,0.083877764,0.084588293,0.064647243,0.084371629,0.19971416,0.085321739,0.26235143345863,0.636112855721801,10.0973325343782
"T7456",0.279359944,0.080540048,0.076774799,0.077630578,0.055259595,0.08007942,0.201398436,0.080265558,0.366172011162196,0.342009128756219,7.63289284904187
"T7458",0.29056098,0.078716228,0.073067182,0.075523765,0.056841677,0.07739629,0.193452769,0.077752206,0.312795340945752,0.487942341864348,8.85573897038466
"T7460",0.279101894,0.07898245,0.073183989,0.074268172,0.069642726,0.080175305,0.183402992,0.077440135,0.0442524998941679,1.70333710895087,19.0401291114477
"T7462",0.265863812,0.080090858,0.072684432,0.074979487,0.075888977,0.081282875,0.196461169,0.078092987,0.0118017171321855,2.26352355496341,23.734206683958
"T7464",0.284343449,0.078118452,0.072335707,0.073348904,0.065935515,0.079297588,0.202988218,0.075892117,0.103305941083379,1.26293683130569,15.3497987206705
"T7271",0.236407875,0.085751376,0.080079355,0.082026534,0.069970664,0.085463299,0.222161204,0.078492632,0.140612692206228,1.07757069851799,13.7965247833674
"T7272",0.265704521,0.086700398,0.077651657,0.080266224,0.050656805,0.088625348,0.210014724,0.077171573,0.459369468686524,0.102022346897022,5.6219256461707
"T7273",0.240408404,0.088264595,0.07372117,0.077183194,0.05315376,0.093186585,0.226643623,0.061670452,0.494667671145377,0.0133665642889223,4.87903526783992
"T7275",0.216415844,0.08418659,0.076383755,0.080234136,0.083605629,0.085934671,0.193156314,0.078431274,0.0198174102422355,2.05753470152958,22.0081248339355
"T7276",0.252141058,0.084633241,0.073902996,0.078327682,0.066364679,0.086527212,0.193469151,0.074874318,0.250467985884494,0.673017792163046,10.4065771362369
"T7466",0.275685619,0.080059594,0.075054235,0.076541386,0.0674655,0.079118521,0.198491369,0.080017142,0.0921944232423644,1.32736235410914,15.8896518425044
"T7468",0.261493691,0.089027249,0.086122507,0.086767813,0.075337161,0.089093725,0.196639635,0.087228825,0.0796410750245417,1.40748996763666,16.5610805003657
"T7470",0.267276844,0.085926913,0.07984928,0.080936342,0.06728957,0.086214159,0.204635911,0.080328514,0.20566238316506,0.821564560220292,11.651323519106
"T7277",0.239363983,0.082574205,0.081227697,0.082503557,0.091184768,0.08150441,0.213818409,0.082641343,0.0185772873356804,2.08406148704516,22.2304058081465
"T7278",0.255667161,0.083225302,0.075796918,0.07861645,0.099418962,0.083244594,0.215031274,0.080261424,0.265694983105871,0.625885621468197,10.0116335117039
"T7279",0.204651835,0.080542539,0.075784501,0.077470157,0.10181833,0.081564684,0.212060412,0.078969371,0.322994551225502,0.459341288470889,8.61607668608619
"T7280",0.211400749,0.083078322,0.077898925,0.080596808,0.103700803,0.083608624,0.209952568,0.081879938,0.301351626808068,0.52051704114306,9.12869838667165
"T7282",0.233257585,0.082688304,0.075225847,0.077684546,0.104253843,0.082949014,0.201897922,0.078218658,0.355254428017202,0.371172766159912,7.8772693012819
"T7472",0.246496008,0.083470098,0.075396239,0.07770948,0.067126406,0.084190657,0.224745326,0.066394381,0.272892413127415,0.604088467794524,9.82898444739249
"T7474",0.169641474,0.087500889,0.080213593,0.083348347,0.092531803,0.087691724,0.200913683,0.083963616,0.0347035574450827,1.81576052641967,19.9821801844817
"T7476",0.249172281,0.087427111,0.086556218,0.087632072,0.070662886,0.086574368,0.199449629,0.087961038,0.179763921415138,0.916265148304028,12.444866293644
"T7284",0.253372666,0.084493368,0.080485908,0.082730908,0.100254716,0.08403118,0.201372268,0.081221542,0.207492522680496,0.815152461523887,11.5975933924709
"T7286",0.241726289,0.078129919,0.071721182,0.074204488,0.113457339,0.080058232,0.199894578,0.075901939,0.475425092124761,0.0616391685356308,5.2835351456468
"T7288",0.268848325,0.07697197,0.073047711,0.074106978,0.101332449,0.079031226,0.191653475,0.073642861,0.379039523003924,0.308004318878298,7.34794983311989
"T7478",0.225996404,0.083540179,0.078790901,0.08008927,0.070512108,0.083434403,0.200459716,0.080753218,0.0792920401839659,1.40984965725573,16.5808534995123
"T7480",0.275607743,0.087287684,0.081622747,0.083497293,0.06708077,0.087033914,0.202674646,0.08183324,0.230171692887583,0.738281533440568,10.953454102664
"T7482",0.079002891,0.082577437,0.080319817,0.081512529,0.076737069,0.082436119,0.206807282,0.081840659,6.43752560958893e-05,3.82883648229884,36.850733080602
"T7484",0.243610666,0.091685884,0.088719923,0.091051204,0.05405946,0.09166439,0.199772995,0.089863302,0.458101609806126,0.105217506547338,5.64869945935718
"T7486",0.222554089,0.083205552,0.081096007,0.082486662,0.081803549,0.082842333,0.192720276,0.083720302,9.43234317942232e-23,9.74772581277085,86.4480160175712
"T7488",0.245419823,0.086863091,0.085519173,0.085556025,0.070476819,0.087038993,0.183320379,0.086483243,0.166080044311154,0.969772128130405,12.8932275772195
"T7492",0.18947378,0.078970319,0.078178452,0.081140825,0.065232095,0.080360398,0.157136795,0.083792606,0.195887244219942,0.856403754919931,11.9432582555638
"T7494",0.244252055,0.085069965,0.074494456,0.081046415,0.086779735,0.084121424,0.177806838,0.084998716,0.0501288291537799,1.64360578459673,18.5396109857006
"T7290",0.231775101,0.081277948,0.072227006,0.075708908,0.105907292,0.083524786,0.199730415,0.074687779,0.410756425997751,0.22559959998611,6.65744019017117
"T7291",0.267161659,0.085883972,0.079517721,0.081307373,0.091213311,0.086350671,0.206657511,0.082107063,0.0366587069809147,1.79084972069755,19.7734402992423
"T7292",0.274371978,0.084429189,0.076442328,0.078189376,0.075303074,0.085383704,0.214235462,0.078331188,0.0457176778795265,1.68787432725272,18.910558863373
"T7293",0.243888136,0.08508911,0.084141363,0.084997083,0.085081658,0.083371364,0.202542079,0.083732443,1.92169396504174e-37,12.733670186088,111.468711565135
"T7294",0.263072936,0.085777042,0.078817774,0.081612749,0.07041315,0.084502458,0.206487024,0.079486153,0.119437035448982,1.17780571214202,14.6364432297739
"T7295",0.199848868,0.07835185,0.072462089,0.074910895,0.116125371,0.080876907,0.207738005,0.074728265,0.488342608193137,0.0292249075209174,5.01192012043204
"T7296",0.222893183,0.076650942,0.070267525,0.072942287,0.111543499,0.079501617,0.218075739,0.074012022,0.476797887860702,0.058191896149144,5.25464875592615
"T7297",0.255760639,0.087445478,0.084062115,0.085227531,0.080324224,0.085336138,0.21281089,0.082089563,0.000362900722348476,3.3796426006465,33.0867167596397
"T7298",0.271762795,0.088467247,0.08406748,0.086307397,0.05797018,0.085389645,0.204813827,0.083150772,0.38997178776522,0.279392565963662,7.10819789227448
"T7299",0.245378991,0.090967358,0.087215042,0.08909651,0.070589422,0.087610095,0.189856751,0.0879929,0.212151220256376,0.798979255851052,11.4620701527266
"T7300",0.268127446,0.085027914,0.075314571,0.079620682,0.06446526,0.087344006,0.203431123,0.077628669,0.280576659779173,0.581129289808648,9.63659821021395
"T1710",0.636658834,0.07580566,0.062449748,0.077769685,0.069674457,0.073746781,0.057437136,0.058601189,0.303453743322143,0.514492809066078,9.07821838508388
"T5774",0.259562927,0.084845746,0.089066192,0.11551711,0.083732637,0.068939595,0.091224165,0.070007256,0.486796850591816,0.0331014315267451,5.04440342045577
"T5778",0.247976904,0.102720757,0.093722051,0.09895596,0.076394412,0.07788345,0.091224165,0.070007256,0.423225590438502,0.193648421521182,6.38970556125418
"T5779",0.257820145,0.091931877,0.081733515,0.082477634,0.094923003,0.088722326,0.091224165,0.070007256,0.287164054977533,0.561688736256902,9.47369625663403
"T5780",0.256445645,0.089664101,0.056252062,0.055889859,0.064024184,0.055842188,0.091224165,0.070007256,0.492320536364825,0.0192507496427575,4.92834174909904
"T5782",0.260768269,0.075298263,0.079576267,0.081235352,0.092538143,0.06946458,0.091224165,0.070007256,0.302962453996402,0.51589906380039,9.09000208470132
"T5784",0.265110361,0.096982342,0.087511856,0.087280254,0.092339999,0.087669903,0.091224165,0.070007256,0.285495111600323,0.566593748579443,9.51479776578337
"T5788",0.254702992,0.091856699,0.096678668,0.11340487,0.091410622,0.093692401,0.091224165,0.070007256,0.409208590688127,0.229581245741549,6.69080435700405
"T5792",0.268310587,0.095371323,0.066728962,0.065451458,0.079702487,0.063249286,0.091224165,0.070007256,0.440759881138374,0.149042924597437,6.01593417815338
"T5794",0.239612897,0.091600263,0.09738572,0.095277471,0.110586232,0.104715519,0.091224165,0.070007256,0.404929550829454,0.240607803331055,6.78320130279117
"T5800",0.25163182,0.084125053,0.085455213,0.097121979,0.088419422,0.104845737,0.091224165,0.070007256,0.376528076301073,0.314612150450498,7.40332010172738
"T5802",0.244171145,0.093307246,0.091118152,0.096876629,0.087218428,0.095516021,0.091224165,0.070007256,0.307648843162911,0.502525831806559,8.97794120064913
"T5804",0.257674276,0.100692786,0.082956198,0.08184723,0.078366309,0.082271796,0.091224165,0.070007256,0.339651726777775,0.413413816505672,8.23122782433919
"T5812",0.241511233,0.101693828,0.098899417,0.100872709,0.091399354,0.08726314,0.091224165,0.070007256,0.367285860779059,0.339050454552926,7.6081006636527
"T5814",0.245835566,0.094070638,0.0974219,0.099780494,0.082750097,0.086432879,0.091224165,0.070007256,0.351681446846444,0.380784860974119,7.95781376824175
