"","acrZ","inaA","marA","nfo","nfsB","rob","soxS","pval","z","inv_cof_var"
"T7281",0.108676013,0.076977384,0.098713933,0.080943882,0.074303794,0.376390414,0.298682258,0.291863072138085,0.547950132657039,5.37020089674667
"T7282",0.064899045,0.089784743,0.093693135,0.081985872,0.082966709,0.375626795,0.313084161,0.155115607074129,1.01473699514385,7.54517701628769
"T7472",0.076854551,0.072060924,0.087594727,0.083519786,0.083875379,0.351065641,0.271534007,0.00862871914614815,2.38117655969349,13.91205162338
"T7474",0.065051695,0.079863915,0.097232111,0.085698611,0.112735331,0.398758452,0.36928636,0.374522035506073,0.319900088194863,4.30761015003403
"T7476",0.113233188,0.066762469,0.093039743,0.080225416,0.08989362,0.400327592,0.365726241,0.36148134815561,0.354502012193462,4.46883653499737
"T7283",0.061075514,0.102728656,0.108351492,0.079645127,0.079881448,0.343372318,0.120490639,0.33983871738666,0.412903338811238,4.74095535613657
"T7284",0.051666164,0.084975915,0.091612833,0.081372627,0.083067809,0.342493083,0.177617482,0.338149733152559,0.417518129663504,4.76245780341387
"T7285",0.146491984,0.105137259,0.107013439,0.079054691,0.07499971,0.391192435,0.294689049,0.477117168408309,0.0573902409095983,3.08445522671836
"T7286",0.092115636,0.116119385,0.101400238,0.081580731,0.080763002,0.395357663,0.321788062,0.27365404550525,0.601798774459252,5.62110665138932
"T7287",0.12800091,0.057565316,0.101649521,0.079078114,0.078968017,0.38446984,0.159198703,0.494651700933536,0.0134065992604614,2.87951507538746
"T7288",0.08642702,0.071586257,0.094755604,0.082034691,0.079780344,0.391527956,0.198928895,0.0157085874901326,2.15174841139154,12.8430396528013
"T7478",0.070800515,0.076746581,0.100302494,0.082151044,0.141455055,0.399790226,0.349795542,0.498792000045688,0.0030280114684585,2.83115642946947
"T7480",0.095742312,0.059034547,0.085378815,0.083200294,0.082046752,0.385901396,0.356021184,0.302210838069701,0.518052448363354,5.23089374268086
"T7484",0.063742699,0.04986941,0.083251685,0.083680171,0.092057656,0.254528966,0.223877012,0.417783527820587,0.207567022648156,3.78419838626394
"T7486",0.068640633,0.077162609,0.087035379,0.07529282,0.078115332,0.300300177,0.329970565,0.000807385353050779,3.15322540129813,17.5093846431302
"T7488",0.070404564,0.071046579,0.113770744,0.08023729,0.084386967,0.39962934,0.40968413,0.0380729741111702,1.77349965973428,11.0806035856894
"T7490",0.121540508,0.071453648,0.074669689,0.07741583,0.079406328,0.406265568,0.384085093,0.415904496169105,0.212382044936583,3.80663380451156
"T7492",0.092418317,0.06536612,0.084408601,0.082284626,0.085053758,0.411242383,0.213490318,0.178690201654998,0.920368156500877,7.10546890328767
"T7494",0.074042717,0.075094672,0.086091828,0.085539611,0.086479332,0.367773987,0.329870773,0.0230615140220451,1.99426567733137,12.1092546786567
"T7289",0.075842185,0.069908149,0.096974869,0.085222194,0.079870487,0.315715044,0.079919415,0.0241657709196979,1.97444168737939,12.0168855307551
"T7290",0.075944157,0.078188968,0.091310741,0.086624376,0.085461739,0.326224469,0.087686484,0.00338797731893643,2.70765928426978,15.4332858021079
"T7291",0.09109068,0.093943711,0.086171587,0.085133733,0.086082086,0.439708341,0.205303821,3.51615189569184e-05,3.97519017931822,21.3392991222424
"T7292",0.055897545,0.090187816,0.087196811,0.0859725,0.085559844,0.431631695,0.123254064,0.317999975636134,0.473298893741712,5.02236621033328
"T7293",0.069566524,0.079481588,0.080566225,0.080767564,0.083266435,0.192485048,0.081620818,0.0142738969112858,2.18967529766554,13.0197585764981
"T7294",0.059435888,0.090382757,0.083808129,0.08236497,0.08428982,0.271880959,0.082831105,0.258591594295877,0.647693531808435,5.83495157563336
"T7295",0.056578248,0.081758313,0.080625344,0.080613208,0.098195215,0.363705938,0.091551137,0.34888276953018,0.388338514246214,4.62649646471661
"T7296",0.161811934,0.097866348,0.081675264,0.081603324,0.092851144,0.392204493,0.136537996,0.484243725786081,0.0395053958981854,3.00112145293929
"T7297",0.068326499,0.067338186,0.095713296,0.082328733,0.087207486,0.357585257,0.091561689,0.150309361514839,1.03510747290429,7.64009250391855
"T7299",0.073254953,0.060822269,0.085498519,0.082436647,0.082853274,0.182885942,0.087231763,0.171466924583194,0.948384299818007,7.23600908677049
"T5290",0.224242354,0.227863922,0.130791741,0.099267848,0.188569281,0.14618714,0.12660431,0.476498365856105,0.0589439752789362,3.09169479454042
"T5294",0.231198581,0.193154306,0.098689293,0.106901432,0.203116164,0.138678547,0.111804325,0.44810121597972,0.130460084738543,3.42492146122178
"T5296",0.220430688,0.223410069,0.098991416,0.097510515,0.18577254,0.159043747,0.096428425,0.476155337572587,0.0598053366626188,3.09570827604636
"T5298",0.222590902,0.226004041,0.140683722,0.109491436,0.187679892,0.127573644,0.142499652,0.446531273195751,0.134430017665271,3.443419216848
"T5302",0.228497407,0.227306542,0.101835654,0.102268923,0.189728533,0.113633958,0.109467412,0.471088448341168,0.0725340652798218,3.15501731620881
"T5557",0.226145697,0.183659169,0.111437338,0.10022387,0.219568584,0.177118776,0.240111416,0.471394896719634,0.0717639111875892,3.15142881170367
"T5563",0.232806738,0.253398952,0.090672563,0.106351145,0.229232028,0.210054536,0.25550486,0.478337591179076,0.0543263172725337,3.07017898786448
"T5565",0.210662617,0.218838051,0.139879619,0.115616379,0.200484838,0.221770262,0.216792563,0.40802338343713,0.232632527501756,3.90099017896861
"T5567",0.219127928,0.156134847,0.104570359,0.110263938,0.206533557,0.218676011,0.24090278,0.444560350672227,0.13941692172079,3.46665551183157
"T5577",0.191883961,0.21220609,0.093164019,0.097593892,0.179603099,0.213716604,0.207287188,0.451481277907939,0.121919773053527,3.38512819482737
"T5573",0.206303634,0.214621247,0.092666324,0.091983322,0.182944941,0.203062592,0.226208506,0.476527719618765,0.0588702685353385,3.091351360695
"T5575",0.236215592,0.252419362,0.079689044,0.111405418,0.222254355,0.234414066,0.256159843,0.466120637255047,0.0850253031886374,3.21321977720019
"T1710",0.058577775,0.08332647,0.061917849,0.080891109,0.054006537,0.283940232,0.12308807,0.351253992312415,0.381937148752946,4.59666953898409
"T1712",0.08119686,0.093024746,0.067456734,0.09056554,0.107772745,0.043493313,0.088670103,0.112824894115688,1.21164111659714,8.46264448681279
