"","ibaG","mlrA","murA","obgE","rplU","rpmA","yhbE","pval","z","inv_cof_var"
"T1718",0.090484906,0.132873354,0.071916489,0.193048766,0.261246645,0.29069996,0.192558161,0.476976371200222,0.0577437524505756,2.08077456676895
"T8192",0.243147425,0.032330418,0.205634738,0.099147345,0.118059874,0.105276773,0.112642107,0.426995357050111,0.184028988049238,2.40694854343494
"T1591",0.326578929,0.046845993,0.19649108,0.131567336,0.066410863,0.283573785,0.144243969,0.497197798484141,0.00702413531046253,1.94977414427979
"T1592",0.228418667,0.034149662,0.185648483,0.144844218,0.287497256,0.196090902,0.119821397,0.306777553955335,0.505005307893616,3.2359775440378
"T8189",0.184413341,0.042887521,0.118638126,0.126230453,0.031348143,0.194893933,0.119469232,0.457825465764555,0.105913564702878,2.20518926293755
"T0883",0.392045412,0.070196098,0.39053475,0.177175811,0.249967381,0.379423392,0.174844854,0.37161930428332,0.327567618924644,2.77768520014605
"T2299",0.334432888,0.132873354,0.266879778,0.246735394,0.235906543,0.34007833,0.240916584,0.0650664860410396,1.51357773336428,5.84095410532725
"T2300",0.335809265,0.071588301,0.272070909,0.230922068,0.210994512,0.332256383,0.230297249,0.121937537087456,1.1653556187809,4.94155370164375
"T0345",0.274568604,0.132873354,0.323500016,0.080884484,0.146909599,0.310143427,0.110467418,0.499413523824163,0.00147007829425427,1.93542892921947
"T1081",0.104531718,0.061276517,0.171312993,0.224640068,0.35605299,0.393102844,0.227042833,0.451907266424381,0.12084408288034,2.24375233378696
"T1082",0.104403177,0.065228613,0.281715213,0.077575114,0.34352851,0.250748354,0.379848344,0.499894661724774,0.000264043902150499,1.93231394090113
"T2296",0.295649184,0.132873354,0.304332386,0.185766191,0.308021807,0.128746824,0.215156429,0.309826330352944,0.496342677400006,3.21360339536481
"T2297",0.28891333,0.132873354,0.298082784,0.181361764,0.288691957,0.115107016,0.208940378,0.325450228463882,0.452511613246807,3.10039497136672
"T2298",0.254091902,0.132873354,0.303017867,0.150374595,0.246237589,0.149311637,0.180201018,0.286659612348221,0.563169859561824,3.38620700695702
"T2389",0.114517845,0.064864726,0.397213611,0.41182812,0.592309556,0.410816116,0.58979836,0.427825869795023,0.181912060398769,2.40148086776569
"T2390",0.345864735,0.041546952,0.415386796,0.395284069,0.620110129,0.337938102,0.592640447,0.254291647693344,0.661045249394967,3.63900302834678
"T2391",0.046958216,0.061356593,0.40398002,0.415417465,0.532501409,0.443340848,0.557931191,0.462603799083719,0.0938760763954641,2.17409841204206
"T0332",0.361178146,0.314755823,0.268665258,0.319622229,0.444434142,0.075696909,0.279184657,0.434173780329798,0.165757795775777,2.35975706127939
"T0333",0.385454423,0.317769702,0.280813597,0.31482295,0.477520031,0.080046989,0.257864095,0.452901709839504,0.118333493719342,2.23726789523375
"T0334",0.387483986,0.312109674,0.287261782,0.310767572,0.446149809,0.086582673,0.260610583,0.428086682047469,0.181247434075721,2.39976424737252
"T0347",0.467383658,0.256463476,0.342996604,0.265591483,0.487966971,0.630575502,0.153000968,0.446439462406128,0.134662245675308,2.27944237378005
"T0348",0.462049467,0.256661893,0.341273588,0.267858963,0.48422743,0.625525277,0.154541323,0.442141965822147,0.145540766153315,2.30753980154137
"T0349",0.472144073,0.25813031,0.342256866,0.267359799,0.485353888,0.633924167,0.151859941,0.448029039373554,0.130642553016239,2.26906016929377
"T2065",0.392164701,0.06476353,0.233530388,0.165556053,0.15674899,0.431391769,0.184426393,0.464846453148157,0.0882312172349882,2.15951866998937
"T0726",0.178800563,0.043390811,0.226332658,0.21953875,0.572686647,0.308585906,0.22319611,0.492758921525388,0.0181516887752706,1.97851478325452
"T0735",0.20552232,0.036921716,0.220842112,0.231130255,0.553902282,0.248840176,0.225679432,0.475551037752595,0.061322872440749,2.0900188445709
"T0742",0.212119333,0.043010628,0.227233347,0.231400102,0.523090759,0.237127046,0.228830026,0.445474350660963,0.137103860155727,2.28574866208674
"T0743",0.218417655,0.045002432,0.218520527,0.22641066,0.516429342,0.198809148,0.212731714,0.466448042653204,0.0842016764539824,2.14911102942515
"T0736",0.170269586,0.040060423,0.20130967,0.210430507,0.446409263,0.150437571,0.1543315,0.493326371460762,0.0167290862649192,1.97484043513444
"T0747",0.164339405,0.052241053,0.185018074,0.140996218,0.307414312,0.100071433,0.078712291,0.48839778340176,0.0290865449873308,2.00675771694388
"T0740",0.158600762,0.04936134,0.192274176,0.194332371,0.27689808,0.147939522,0.067014401,0.411245477613439,0.224342311609704,2.51107122251144
"T0774",0.235648689,0.039197202,0.232384369,0.233278853,0.540173047,0.245875095,0.240325849,0.438951917747276,0.153627014258061,2.328425249378
"T0783",0.210149878,0.046244399,0.190700008,0.228366181,0.475839825,0.120192742,0.201997209,0.49805805927044,0.0048677427637673,1.94420453727962
"T0790",0.239211793,0.041888151,0.242424245,0.2134975,0.42700658,0.061550273,0.241932064,0.482485734253283,0.0439158656943761,2.04505941138459
