"","asnB","clpP","clpX","gadX","glsA","lon","uspE","ybaT","pval","z","inv_cof_var"
"T2773",0.044942177,0.214622292,0.208769815,0.275638022,0.106954137,0.220698641,0.393053743,0.117921286,0.46680712301664,0.0832984332736774,1.65688529817486
"T2763",0.177075314,0.285962325,0.339874705,0.210817077,0.043280172,0.339380375,0.375530102,0.049966262,0.479422589358043,0.0516028119488229,1.63821468256405
"T0409",0.045101817,0.108692596,0.075540707,0.157592368,0.051995424,0.115205023,0.185771738,0.060797819,0.334915041418201,0.426381221065523,1.85898156844182
"T0411",0.046263968,0.13964525,0.118096705,0.170078198,0.066197116,0.147913272,0.193945667,0.075157923,0.183476046962118,0.902197252801344,2.13926565370866
"T0410",0.070825856,0.322924377,0.388058128,0.371962823,0.389382386,0.377336819,0.141895049,0.074741075,0.448364818647205,0.129793712801755,1.68427379713781
"T5994",0.095614033,0.253629844,0.077407821,0.163386753,0.074393103,0.124702879,0.309919056,0.317166998,0.489727122112484,0.0257531325734052,1.62298767621088
"T5998",0.091765684,0.197041892,0.10367722,0.165840147,0.081467665,0.172071848,0.325592249,0.295577398,0.348150276101973,0.390319166546433,1.8377388626699
"T6000",0.078615163,0.159514883,0.154621397,0.158633154,0.088114805,0.140489991,0.327326908,0.293261427,0.347222878006423,0.392829037988811,1.83921732698057
"T6004",0.096531497,0.235664361,0.085669574,0.151821818,0.074465984,0.130983206,0.325333477,0.315061532,0.471760685040774,0.0708446819550917,1.64954929420766
"T6006",0.098465507,0.242042464,0.078350159,0.160028961,0.071409023,0.131743231,0.323497541,0.313088639,0.4868594532127,0.0329444244411518,1.6272237769906
"T6008",0.100061216,0.234610674,0.07881502,0.157811682,0.07825519,0.164615359,0.320015935,0.31599997,0.416295068347543,0.211380801212812,1.73233346919521
"T6010",0.091629265,0.246201807,0.077198034,0.155141639,0.079190306,0.10695485,0.150996545,0.313524567,0.476386743562952,0.0592242596762471,1.64270417085829
"T6018",0.094338597,0.243606722,0.078948322,0.158249952,0.081755868,0.125428868,0.326924511,0.314610074,0.485770976103707,0.035674439113151,1.62883191882288
"T6022",0.102172107,0.239881981,0.076957795,0.160400604,0.072857095,0.156380229,0.32112747,0.305646541,0.43024640759821,0.175746865173217,1.7113429507991
"T6024",0.097073185,0.254279476,0.08941183,0.170804922,0.072849414,0.124809563,0.321400959,0.316535223,0.474897362383795,0.0629645606973181,1.64490743174147
"T6026",0.095510031,0.254444359,0.068669126,0.165806648,0.072029228,0.130333478,0.298168759,0.319994962,0.499754618534264,0.000615080158867118,1.60817986067617
"T6028",0.09453881,0.241004588,0.077817516,0.158916192,0.074978055,0.130744948,0.321061114,0.304805294,0.476657990311443,0.0585431651402381,1.64230296546319
"T5993",0.090087038,0.252604965,0.110517098,0.181654972,0.071051577,0.208874307,0.336182619,0.312616793,0.36054210207239,0.357010154075206,1.81811786323114
"T5995",0.074391502,0.244883991,0.111389841,0.180019329,0.060077019,0.208438506,0.346598071,0.321096498,0.452865610365686,0.118424617938694,1.67757672065979
"T5997",0.097972912,0.07831727,0.209639786,0.182140694,0.055180147,0.223598823,0.336162959,0.2742688,0.435963364145807,0.161211621393878,1.70278082334837
"T5999",0.090476555,0.128848731,0.121270248,0.180520044,0.054166794,0.224911226,0.340237548,0.303572846,0.479715494769767,0.0508676426509434,1.63778162390181
"T6001",0.09128124,0.256672132,0.156200465,0.184144294,0.060756197,0.205568761,0.341214742,0.320904091,0.319393178115055,0.469396350881379,1.88432005119342
"T6003",0.086155191,0.259372542,0.093175215,0.177563523,0.059499058,0.162208182,0.334889355,0.319188054,0.490408615954766,0.0240443510364469,1.62198110174078
"T6005",0.083914438,0.268503366,0.102077297,0.179428178,0.070555805,0.200476199,0.346773133,0.31316641,0.420017198129193,0.201849482417231,1.72671895267659
"T6007",0.100768304,0.263438987,0.136770943,0.181901765,0.0625101,0.222332473,0.339975718,0.320800679,0.3112729436221,0.492245380337246,1.89777949537589
"T6009",0.095485259,0.25334452,0.111966725,0.181304946,0.06716023,0.2053112,0.324250187,0.305283739,0.332393095937207,0.433314656411461,1.86306577631645
"T6011",0.076730654,0.268181893,0.112471256,0.178535824,0.069410323,0.156691179,0.333600252,0.316909255,0.452143780462087,0.120246906975335,1.67865015783227
"T6019",0.09566683,0.267081511,0.058283169,0.173914186,0.069935069,0.18250356,0.325173949,0.321631451,0.497876650018913,0.00532247422924746,1.61095279717475
"T6021",0.100811876,0.265640453,0.135530477,0.178201762,0.069076018,0.185422634,0.324722197,0.317449341,0.298307470145024,0.529274647116094,1.91959194698528
"T6023",0.097434738,0.264166792,0.060503431,0.187635366,0.065104224,0.180856353,0.326654583,0.31097816,0.49314131574682,0.0171930188806689,1.61794525755299
"T6025",0.083727675,0.257895233,0.108299801,0.180417486,0.080368082,0.191370606,0.332885008,0.316343293,0.36978287460831,0.332428462784581,1.8036377776557
"T6027",0.09386423,0.253009187,0.062451154,0.179982066,0.068783793,0.187374513,0.334483206,0.312641021,0.489461400486819,0.0264194245910647,1.62338016203782
"T1770",0.176246993,0.345031596,0.218466821,0.173696561,0.090842896,0.319141437,0.131643814,0.093481278,0.308721210717245,0.499478369397853,1.90204015829471
"T1771",0.246516842,0.329763661,0.174586808,0.163519649,0.091260044,0.353142647,0.136861719,0.09499766,0.316082730192634,0.478681174484007,1.88978936730879
"T1772",0.350969995,0.293994071,0.120816878,0.153363918,0.103472456,0.310062042,0.183874766,0.105869437,0.266684157695129,0.622872492884016,1.97472667308584
"T1773",0.257248825,0.317563598,0.224931335,0.20111377,0.103754913,0.352546733,0.238545747,0.109578758,0.0848972942296711,1.3728641336236,2.41651658128966
"T1774",0.230090586,0.31863718,0.30900501,0.202196057,0.095306275,0.436143136,0.17927837,0.101326341,0.302576596835817,0.517004247647464,1.91236394821782
"T1775",0.133232716,0.314076469,0.294386688,0.20594079,0.096417693,0.269180885,0.133645418,0.103660673,0.250773170998598,0.672058677227812,2.00370027583788
"T1779",0.213685441,0.317183394,0.288613261,0.179641774,0.099147618,0.244665685,0.066917708,0.104412584,0.307650564729097,0.502520935711999,1.90383241172743
"T1780",0.3476272,0.302514072,0.333684445,0.167927263,0.089699355,0.248348535,0.066468865,0.096023283,0.431367960701168,0.17289250713474,1.70966156329116
"T1781",0.263497451,0.344058305,0.367886681,0.189492923,0.090542749,0.244681271,0.06375711,0.09602668,0.461957480649565,0.0955034358797546,1.66407477428108
"T1782",0.301136898,0.300261982,0.302965065,0.217685875,0.098368188,0.201036609,0.120821041,0.106482702,0.194876585050959,0.860065078067112,2.11444728428003
"T1783",0.289964708,0.326762458,0.327018027,0.206603497,0.101753932,0.22187218,0.125575845,0.109896066,0.200605858890644,0.839459124186872,2.10230914569461
"T1785",0.068254313,0.273463482,0.299076269,0.217411963,0.112041547,0.178825794,0.056721478,0.119057454,0.475952891811181,0.0603137089980334,1.64334592163219
"T1786",0.314343914,0.294628641,0.31494158,0.217261632,0.100337899,0.339241184,0.053252917,0.109165749,0.398316365310578,0.257707405150885,1.75962260815283
"T1787",0.084896879,0.297758377,0.272565077,0.225506358,0.106606685,0.210107125,0.103962435,0.113159208,0.302150427402884,0.518225629530974,1.91308341515704
"T1794",0.262548763,0.298549329,0.237253927,0.218708622,0.105822755,0.261453433,0.062077172,0.113474449,0.239009679080321,0.709491767988389,2.02575060391166
"T1795",0.322258994,0.322465897,0.288891966,0.190801911,0.080750349,0.216883901,0.063271613,0.08766411,0.456229349915008,0.109937805457538,1.6725774807972
"T1796",0.100763004,0.297360723,0.204221781,0.18169536,0.105604034,0.22153618,0.106615063,0.111109827,0.197173691304396,0.851759871924155,2.10955502140642
"T1797",0.241876995,0.25516089,0.310531115,0.215136452,0.096520028,0.288229155,0.059471204,0.105907394,0.321926478146611,0.462318470058528,1.88015075629845
"T1798",0.314577287,0.284700784,0.333102081,0.212241591,0.093676359,0.285959332,0.069916878,0.102496933,0.364040986524222,0.347678063252779,1.81262070389784
"T1799",0.336431463,0.310723182,0.336600526,0.223962107,0.092318976,0.295263516,0.067187561,0.101918445,0.40320847608689,0.245050987661619,1.75216722169645
"T1800",0.321128103,0.284327079,0.305308351,0.204573352,0.101727414,0.322520294,0.185211889,0.106635805,0.106559644061737,1.24503390348933,2.34121693450826
"T1801",0.288158838,0.304192467,0.262619674,0.210815456,0.096107857,0.323020604,0.196511151,0.103194417,0.0949625406311439,1.31080077322472,2.37995755208981
"T1802",0.13614543,0.319318667,0.270702231,0.215805585,0.088734938,0.353930319,0.155966884,0.097890332,0.334609803631574,0.427219297149644,1.85947524535255
"T1803",0.244446633,0.222252289,0.280214765,0.178587703,0.101707107,0.267776276,0.106809718,0.10385951,0.115816477910004,1.19616300182686,2.31242905210199
"T1804",0.183287453,0.26089952,0.302627941,0.197734027,0.108706004,0.254703004,0.087754263,0.118365883,0.160180730916697,0.993715361642587,2.1931752904402
"T1805",0.176486158,0.3191052,0.332151469,0.196269862,0.095691484,0.271999873,0.08402919,0.103778108,0.361011991687328,0.355755091535567,1.81737855637216
"T1806",0.304568988,0.332176995,0.215312617,0.230641958,0.09718334,0.25357624,0.118104562,0.107019354,0.207965245407344,0.813501667181355,2.08701865187475
"T1807",0.332683849,0.333750227,0.256482575,0.235025033,0.098344008,0.129742261,0.171903651,0.107409272,0.257612208871489,0.65072438714555,1.99113310369215
"T1808",0.310569559,0.360900087,0.31431485,0.227885387,0.105443058,0.069842696,0.244923342,0.11708314,0.345999407917212,0.396143979166656,1.8411700254896
"T1809",0.217333518,0.326467616,0.317723857,0.214462663,0.110024797,0.215801229,0.194588778,0.118506514,0.0626386829314279,1.53299386768934,2.5108425666351
"T1810",0.278834285,0.338297817,0.336877821,0.190335814,0.108388557,0.201545181,0.19348052,0.119234422,0.100342597182868,1.27960186288942,2.36157952894345
"T1811",0.151498738,0.325171103,0.254538461,0.198676443,0.122622604,0.206753543,0.207777937,0.132300979,0.025830090421986,1.94595470435675,2.75410118474871
"T1812",0.343130979,0.274974739,0.332054413,0.204500369,0.104128985,0.240526033,0.130612341,0.111408646,0.192437070020503,0.868950620735458,2.11968140005753
"T1813",0.322964629,0.28009491,0.31677682,0.204286004,0.105431096,0.231327571,0.117921533,0.110443843,0.182025996841801,0.907671144538799,2.14249010315163
"T1814",0.3000619,0.232348572,0.343924677,0.20643566,0.107789144,0.184894689,0.152177406,0.115064273,0.137162886878044,1.09315494812813,2.25175115102173
"T1815",0.35503878,0.338601122,0.225952717,0.196398707,0.110051982,0.231535234,0.112443169,0.116479008,0.240889704776358,0.703443493648683,2.02218780878145
"T1816",0.322307979,0.250281387,0.335141834,0.197378133,0.103674557,0.232308323,0.093270547,0.109759566,0.263087577947949,0.633855459042585,1.98119629667553
"T1817",0.355272727,0.349058834,0.323948393,0.188183753,0.109559115,0.202684685,0.106261429,0.113799595,0.308587612038614,0.499857777722982,1.90226365247788
"T1818",0.081673201,0.302845673,0.344579227,0.21870389,0.10737542,0.145145438,0.240304226,0.113926765,0.355375944059625,0.370846468870788,1.82626827973098
"T1819",0.360356748,0.325482847,0.362000159,0.226034606,0.102048706,0.207175434,0.183084185,0.110064872,0.209452607781168,0.808322044215039,2.08396754432832
"T1820",0.302703985,0.283569599,0.353864392,0.221542332,0.108973437,0.227326895,0.16861034,0.117360488,0.104902930760287,1.25409944654444,2.34655708127335
"T1823",0.339289349,0.34643355,0.351783089,0.219295235,0.088189975,0.214237051,0.06269657,0.097800437,0.488615661252161,0.0285401794483562,1.62462941341988
"T1827",0.136776059,0.252943553,0.196001476,0.232467776,0.087204704,0.105029515,0.098651619,0.093374704,0.156980812611692,1.00694412639502,2.20096782364746
"T1828",0.136512573,0.221500631,0.19732529,0.241169713,0.098017551,0.094907062,0.192545289,0.105099694,0.0215607165729906,2.02253188391376,2.79920972101671
"T1829",0.139849087,0.249989958,0.208743967,0.226693913,0.091607855,0.087544373,0.169673025,0.097796759,0.100128335196034,1.28082064628769,2.36229746521952
"T1085",0.119769019,0.381066836,0.183121396,0.198643214,0.098999103,0.268578031,0.384607409,0.107016064,0.398525252088037,0.257166162466022,1.7593037838579
"T1086",0.081537854,0.294976727,0.057494333,0.215981219,0.091866302,0.24442274,0.249952795,0.10341944,0.482617973511733,0.0435840736455905,1.63349116637205
"T4796",0.092904462,0.22083571,0.2712064,0.113799395,0.107302384,0.20413765,0.263629312,0.117155003,0.0861765750302522,1.36468158465691,2.41169657082488
"T4798",0.097205458,0.23802571,0.254740132,0.095591244,0.107507185,0.094886734,0.227066931,0.131365326,0.126778145262195,1.14175399361231,2.28037889388841
"T4800",0.085991829,0.132944858,0.148714758,0.112663519,0.137757923,0.0941775,0.267785558,0.161697513,0.0764054750931416,1.42967280082443,2.44998028208916
"T4802",0.110416071,0.19956292,0.301793892,0.092004385,0.111425014,0.165878939,0.141187919,0.138482366,0.0673574570107931,1.49576496561858,2.48891251790529
"T4804",0.080751633,0.088018596,0.07990167,0.090640261,0.121757273,0.10783865,0.125233345,0.12658266,7.19087654739502e-09,5.66878042768224,4.94706807294616
"T4806",0.117181248,0.091596382,0.278117734,0.0925064,0.112018662,0.149702265,0.116701175,0.128640572,0.130206622632439,1.12541493493926,2.2707542116397
"T4807",0.071783734,0.070654052,0.078714416,0.221343106,0.096778303,0.083616548,0.098834703,0.118050574,9.1171978949346e-10,6.01280177228893,5.14971720928063
"T4808",0.058135748,0.155313729,0.112725821,0.252460351,0.099308889,0.08779183,0.071231266,0.112790145,0.0051125449783918,2.56812289061112,3.12059543743345
"T4809",0.076667487,0.140723876,0.32817981,0.149536684,0.12494329,0.109938658,0.149316849,0.151534164,0.304879020952726,0.510418866747557,1.90848476521735
"T4810",0.058127864,0.138510559,0.155067923,0.310616894,0.119580049,0.10375555,0.141807426,0.152072636,0.000314943767777006,3.41840737181416,3.62146382381625
"T4811",0.085929286,0.085297389,0.2367827,0.092276648,0.110274475,0.11796223,0.164893499,0.171265382,0.0608669945569658,1.54753625496574,2.51940890203261
"T4812",0.097189628,0.229502584,0.09692858,0.101319434,0.112534947,0.111448345,0.102916815,0.160361881,0.0372453343929769,1.78358780422217,2.65845737485896
"T4801",0.087419886,0.397451073,0.26063235,0.093120703,0.090178948,0.34988369,0.153619511,0.150258243,0.433877087693936,0.166511828411841,1.7059029621093
"T5743",0.123424473,0.144222575,0.18195106,0.136525069,0.127691502,0.172724421,0.195341906,0.184885639,1.49762281695718e-11,6.64680443891145,5.52318267832496
"T5745",0.088522805,0.095898422,0.244034035,0.106059455,0.136652919,0.115741161,0.160655321,0.160718393,0.0311985354166635,1.86346358814714,2.70550898627842
"T5747",0.106263102,0.314140937,0.288207496,0.114848642,0.127596836,0.207884122,0.185653899,0.162095619,0.05520628018686,1.59634154037564,2.54815813254382
"T5755",0.11838379,0.137960594,0.060487877,0.132962828,0.154992839,0.135352876,0.19533661,0.188935369,0.00549491055868054,2.54302231208413,3.10580969625856
"T5757",0.10473896,0.238417211,0.067583667,0.113307989,0.106308181,0.091331824,0.227132823,0.092936918,0.307319335336314,0.503463166485888,1.90438744197643
"T5759",0.101683737,0.159491997,0.242391176,0.119983946,0.123988788,0.121790292,0.221341986,0.191638069,0.00626446848610308,2.49688559784941,3.07863241368714
"T6894",0.137794962,0.180273197,0.318601677,0.157240368,0.131208898,0.182885697,0.261531448,0.113722583,0.0599435365946188,1.55524776196686,2.52395144062248
"T6896",0.119180514,0.165370711,0.317569116,0.116894168,0.207081546,0.191807808,0.301146615,0.083499214,0.12885226245546,1.13183329993162,2.27453501228702
"T6898",0.128996065,0.191476467,0.325884481,0.141412649,0.095487566,0.145244942,0.25157158,0.130660363,0.148025680540414,1.04493857213203,2.22334882335814
"T6900",0.092897384,0.254653503,0.316427049,0.06943857,0.156412382,0.071633681,0.32357957,0.066774831,0.496768298576857,0.00810076276006751,1.61258937519552
"T6902",0.128996065,0.191476467,0.325884481,0.141412649,0.095487566,0.145244942,0.25157158,0.130660363,0.148025680540414,1.04493857213203,2.22334882335814
"T6891",0.102403551,0.227497153,0.342051488,0.060302747,0.232178249,0.214333202,0.065669549,0.084232989,0.370903850978391,0.329460425055784,1.80188942601479
"T6893",0.104999155,0.263648467,0.347374874,0.136492695,0.19031218,0.186770996,0.121472755,0.122905129,0.170941847250245,0.950449909118125,2.16768935264984
"T6895",0.146006219,0.266064281,0.264282542,0.119250897,0.221704354,0.242072156,0.058600777,0.082851408,0.199098404425135,0.844846033513577,2.10548235729814
"T6897",0.084554604,0.243664637,0.358356882,0.148449723,0.200515385,0.177306713,0.264275138,0.173916715,0.0643348340027712,1.51936889056971,2.50281664065942
"T6901",0.095856836,0.243568287,0.379664791,0.131559733,0.181905494,0.135091126,0.175420227,0.235746892,0.141689598409008,1.0727591426881,2.23973680242951
"T0861",0.076299608,0.179798166,0.254672463,0.153973278,0.077480794,0.048511982,0.219245974,0.079674119,0.489859628552698,0.0254208794378546,1.62279195925314
"T0862",0.082361352,0.199702227,0.23777332,0.13279758,0.082525928,0.076689394,0.225636507,0.084834028,0.325365213086003,0.452747701926265,1.87451300176238
"T0864",0.108941622,0.148419459,0.150739379,0.182850259,0.106824556,0.088615442,0.183294647,0.108775177,8.53693841467312e-05,3.75878750225662,3.82196806734927
"T0869",0.125370634,0.223517305,0.158998622,0.187514257,0.117585476,0.124589128,0.094275405,0.121433049,0.00241856345303261,2.81768480391746,3.26760232228626
"T0870",0.11689665,0.132649738,0.206271467,0.183162931,0.100327819,0.21001066,0.182835437,0.103347088,0.00500378636004394,2.57556753653724,3.12498077889814
"T0871",0.133132816,0.084443994,0.139899662,0.214990153,0.123565654,0.185031254,0.234611812,0.126235583,0.0086695261905014,2.37943815309726,3.00944884814146
"T0872",0.092389038,0.142107659,0.28599576,0.204460162,0.08662978,0.189036424,0.243453461,0.090394254,0.248586103590808,0.678945795893435,2.00775720041917
"T0873",0.114057364,0.204043197,0.199677046,0.188602461,0.105682119,0.207015276,0.046677701,0.11387685,0.131179732682386,1.12083179997382,2.2680544711817
"T0874",0.104408574,0.170432267,0.225674574,0.200361961,0.090354317,0.167538736,0.159549699,0.098967084,0.0117429726888679,2.26543586771356,2.94229468740304
"T0896",0.119613808,0.096094082,0.367407945,0.155765273,0.113676381,0.234605898,0.201920016,0.115303723,0.361380412329877,0.354771441775758,1.81679912786458
"T0900",0.108527231,0.053522853,0.111938719,0.182670801,0.104454516,0.232062695,0.23076362,0.107609464,0.264182030715005,0.630505261539757,1.97922283008358
"T1658",0.347392968,0.184062676,0.227865987,0.129287961,0.050854164,0.149800851,0.178399412,0.06143067,0.442177602336144,0.145450488152395,1.69349657372517
"T1659",0.356764089,0.183570512,0.229646255,0.145707762,0.055098077,0.151726215,0.150503654,0.069163077,0.456603332954741,0.108994735515038,1.67202195622773
"T1660",0.328794413,0.179725004,0.232673358,0.144476456,0.054137142,0.150537965,0.165926382,0.064888973,0.391154786293831,0.276310525147101,1.77058095785834
"T1651",0.168787201,0.141367776,0.137194109,0.142008023,0.095089975,0.048110135,0.14182286,0.108925234,0.00836188009194916,2.39272522783186,3.01727572941377
"T1652",0.156075301,0.130397468,0.158875937,0.155734085,0.069342544,0.05902001,0.158678764,0.078270963,0.053790587750009,1.60916084553891,2.55570946957703
"T1653",0.055370153,0.17697353,0.176904403,0.168678025,0.079232771,0.177121778,0.18366743,0.088200091,0.100299693734806,1.27984575775266,2.36172319759706
"T1654",0.049122564,0.189263107,0.184223684,0.176900872,0.095397757,0.184290288,0.191025779,0.104259921,0.0782906898202186,1.41666334180439,2.44231693306759
"T1655",0.058119125,0.172294683,0.17217215,0.168682383,0.081119686,0.172508719,0.181132004,0.088973946,0.0711124812670719,1.46755564952864,2.47229554447665
"T1656",0.058958136,0.180484376,0.180440933,0.159387799,0.091697512,0.179581809,0.177656725,0.099142711,0.0440325211309254,1.70569413476669,2.61257334734572
"T1657",0.049502144,0.195384334,0.187198657,0.173122234,0.090444276,0.187042264,0.187849084,0.097978077,0.107235604207255,1.24136428003071,2.33905530693422
"T8309",0.078726484,0.270649004,0.310673374,0.09105259,0.088997773,0.215296704,0.179854394,0.071317363,0.380005125877499,0.305467325741829,1.78775605629752
"T8315",0.084844417,0.185188541,0.143326883,0.067182808,0.133155227,0.128356049,0.071884073,0.101211214,0.00465300838146102,2.6006026703589,3.13972796922954
"T8316",0.065412326,0.184886103,0.146618985,0.512880957,0.250226226,0.077633115,0.135995786,0.052800014,0.355549174774244,0.370381374563215,1.82599431138215
"T8317",0.096074345,0.079373139,0.161383372,0.433652047,0.23383198,0.065758493,0.126724455,0.126410522,0.14734761866037,1.04787709329355,2.22507978797652
"T2088",0.093680143,0.150118795,0.087718894,0.037900739,0.048637322,0.115894831,0.066545379,0.051683012,0.0883497706000288,1.35098717440538,2.40362974458403
"T6034",0.075052282,0.339611773,0.325039693,0.226942011,0.263542498,0.285589782,0.322716631,0.059135949,0.259689840690286,0.644301903751101,1.98734987705982
"T6058",0.056410787,0.406811934,0.380549061,0.229820484,0.27689689,0.309478371,0.365474871,0.066973952,0.359999853505919,0.358459184823418,1.8189714289597
"T6069",0.05868092,0.405719991,0.398648606,0.167231939,0.204117331,0.245501793,0.324346203,0.06951637,0.435576172034285,0.162194940340516,1.70336005698722
"T6030",0.074499752,0.340104991,0.33921549,0.203652324,0.237287005,0.265208877,0.346552814,0.06609563,0.279281721357895,0.584976612321079,1.95240373415456
"T6041",0.06997929,0.347458657,0.279527484,0.195709117,0.216699068,0.242927024,0.311919698,0.068046683,0.268403882555202,0.61764744083512,1.97164880509418
"T6054",0.055316603,0.436889301,0.380677548,0.186986429,0.226926647,0.266540776,0.380441276,0.068456686,0.439702129129249,0.151724467567938,1.69719232263689
"T6065",0.058765249,0.410432329,0.378022156,0.171769545,0.216157936,0.25899196,0.310839945,0.069348173,0.404833529767864,0.240855568640916,1.74969586910616
"T6036",0.086169939,0.323603503,0.281928665,0.214126652,0.232074962,0.247382193,0.279532964,0.059802657,0.194634662744915,0.860943202981192,2.11496455234558
"T6060",0.064559003,0.414607885,0.339004239,0.190700938,0.227317818,0.257391361,0.338576006,0.063688014,0.384404952861742,0.293931946899204,1.78096102861567
"T6071",0.058315619,0.410715247,0.391495343,0.174502211,0.214297785,0.258464356,0.339093456,0.06646086,0.426303005697269,0.185794380658632,1.71726153802442
"T6038",0.072386993,0.343146406,0.324670192,0.241823962,0.275226611,0.29229028,0.324890404,0.064507638,0.250743790349461,0.67215098582219,2.00375465111785
"T6049",0.069255451,0.331904297,0.093193429,0.194857677,0.21736472,0.239264611,0.245378979,0.074804158,0.391077210784806,0.276512550252916,1.770699962722
"T6062",0.05830323,0.381890159,0.386716304,0.234675603,0.285016539,0.315905785,0.375638158,0.061985203,0.35480508215022,0.372379702244756,1.82717144583943
"T6073",0.057337958,0.41158862,0.394831765,0.173214473,0.207904516,0.243562151,0.324614244,0.067006369,0.444090142305169,0.140607168816629,1.69064356912016
"T6032",0.073176918,0.339359343,0.321131809,0.235462076,0.271394246,0.293059867,0.326265916,0.061510257,0.255102485145259,0.658518567109669,1.99572434159912
"T6043",0.06986258,0.357403611,0.276224175,0.19889001,0.218130672,0.240985975,0.32552344,0.06945109,0.285339167487483,0.56705276249775,1.94184551518521
"T6056",0.056361264,0.389542932,0.376480041,0.220273446,0.269029588,0.30483518,0.367567969,0.06999773,0.346385144300892,0.395098374294801,1.84055410171757
"T6067",0.05777256,0.393342751,0.393019403,0.174989351,0.225748486,0.271463838,0.346828779,0.067781901,0.396595989580805,0.262167927223689,1.76225012228771
"T6040",0.074291059,0.37805795,0.327918566,0.231364167,0.266882524,0.289377351,0.329278676,0.060312876,0.288866147474992,0.556700178499277,1.9357472243698
"T6051",0.067139079,0.340968861,0.09224379,0.203705398,0.222718116,0.24315357,0.302239269,0.070317026,0.454774927148559,0.113606348834939,1.67473847213884
"T6064",0.058386377,0.401818597,0.395416145,0.229706283,0.276555188,0.310029712,0.397152709,0.061745302,0.382432176604259,0.299099204534059,1.78400485224272
"T6075",0.058717149,0.397084912,0.38957795,0.179024033,0.218158033,0.255315943,0.336541839,0.068351826,0.406237603472224,0.237234069521783,1.74756258964478
"T2085",0.15419557,0.139725464,0.228732851,0.044970059,0.040016022,0.112168504,0.054822277,0.048649951,0.498889746139874,0.00278299731022572,1.60945689346863
"T6029",0.052575398,0.353956526,0.189481717,0.171844103,0.122434856,0.217230547,0.19196088,0.100618926,0.377895905275409,0.311011590244054,1.79102195950556
"T6035",0.08277854,0.338518234,0.280747171,0.171844103,0.122434856,0.217230547,0.280248144,0.107822763,0.235267114751192,0.72161009715605,2.03288902418164
"T6037",0.104200083,0.44762179,0.29894697,0.171844103,0.122434856,0.217230547,0.263828111,0.124471242,0.357316814847265,0.365640125274941,1.82320143213649
"T6039",0.079420674,0.354479627,0.304832122,0.171844103,0.122434856,0.217230547,0.299770778,0.120351466,0.26750646886859,0.620371946189099,1.97325370160883
"T6042",0.046871021,0.370762553,0.316523912,0.171844103,0.122434856,0.217230547,0.32773249,0.086231473,0.477572157612925,0.0562479095748903,1.64095092273306
"T6050",0.135128282,0.465081539,0.325400881,0.171844103,0.122434856,0.217230547,0.283279531,0.11895142,0.342302300077626,0.406187823565816,1.84708645022567
"T6052",0.102835542,0.439122793,0.377754334,0.171844103,0.122434856,0.217230547,0.352939062,0.113154117,0.41083005920942,0.225410275776052,1.74059766834459
"T6061",0.077801619,0.43577847,0.381849224,0.171844103,0.122434856,0.217230547,0.320090342,0.121490503,0.439938503491446,0.15112513292492,1.69683927870608
"T6063",0.075221094,0.476217565,0.301491874,0.171844103,0.122434856,0.217230547,0.277707948,0.11319102,0.492926718217615,0.0177310171390455,1.61826217068678
"T6072",0.100345685,0.392692015,0.36507391,0.171844103,0.122434856,0.217230547,0.268140483,0.099258643,0.365424260119254,0.343997029238747,1.81045235482458
"T6076",0.101034889,0.421873057,0.360262408,0.171844103,0.122434856,0.217230547,0.314498014,0.115347344,0.366196525559989,0.341943980005678,1.80924298610239
"T6109",0.075460203,0.39323266,0.370956002,0.171844103,0.122434856,0.217230547,0.304518561,0.075285956,0.481110506743172,0.0473666438906058,1.63571932635483
"T6111",0.055627801,0.398629419,0.303054624,0.171844103,0.122434856,0.217230547,0.27841312,0.073509433,0.497792246792776,0.0055340448597942,1.61107742492307
"T6113",0.064943627,0.460661451,0.277044684,0.166506773,0.181802013,0.204816329,0.329428744,0.07666408,0.492827139905246,0.0179806627472284,1.61840922687291
"T6119",0.066248691,0.461759274,0.297965181,0.16347878,0.178910355,0.20215628,0.315907514,0.075381565,0.494519835106175,0.0137371683166377,1.61590955499243
"T6121",0.065706296,0.440410387,0.270673119,0.171692543,0.18302445,0.200059722,0.32651214,0.077624158,0.462412203008618,0.094358468343479,1.66340031996017
"T6132",0.245084836,0.404017797,0.401155086,0.16107812,0.168955732,0.174557337,0.260677883,0.057191435,0.290006367835042,0.553366116790146,1.93378326272488
"T6160",0.254694825,0.476630131,0.591650018,0.170350493,0.182592936,0.190567488,0.297184644,0.195318149,0.279429103466405,0.584538297347003,1.95214554043393
"T6164",0.306814912,0.512321161,0.541095556,0.159448091,0.171680613,0.180849045,0.330425646,0.073256953,0.426989144392935,0.184044826839576,1.71623094624295
"T6133",0.07873181,0.448396973,0.452083229,0.171844103,0.122434856,0.217230547,0.280581735,0.131708212,0.499224624807791,0.00194357860388306,1.60896242567316
"T6148",0.155925014,0.341407103,0.413666667,0.171844103,0.122434856,0.217230547,0.401978088,0.091556046,0.344137924915523,0.401195966938907,1.84414594827715
"T6150",0.227663837,0.357439115,0.354458963,0.171844103,0.122434856,0.217230547,0.496535226,0.11342049,0.29049063901122,0.551951944585705,1.93295023076233
"T6152",0.176287782,0.480756846,0.517479918,0.171844103,0.122434856,0.217230547,0.338823491,0.11757693,0.443034008236856,0.143281309381387,1.69221879776332
