"","cho","dinB","dinD","dinG","dnaG","ftsK","hokE","insK","lexA","phr","polB","ptrA","recA","recB","recD","recN","recQ","recX","rpoD","rpsU","ruvA","ruvB","symE","umuC","umuD","uvrB","uvrD","uvrY","yafN","yafO","yafP","ybfE","ybgA","ybiB","ydjM","yebG","pval","z","inv_cof_var"
"T4116",0.06011946,0.12088871,0.053304129,0.142006261,0.058448134,0.189021384,0.079573395,0.142414531,0.059865261,0.111870532,0.289511997,0.058272195,0.209511692,0.122450093,0.069635376,0.095689264,0.060800162,0.108167318,0.315013641,0.101277503,0.20937094,0.061657197,0.109133949,0.153235791,0.060014482,0.060452552,0.165841456,0.090960012,0.060186028,0.051654587,0.073231505,0.091167735,0.060774765,0.143256433,0.060918811,0.052040425,0.242025312668653,0.699802544729857,1.67139185159771
"T4118",0.113029412,0.159561877,0.109905162,0.148864829,0.060556382,0.187685519,0.079573395,0.124506764,0.126668812,0.082192162,0.258574848,0.075083101,0.174008295,0.073382369,0.096508525,0.111635517,0.112117053,0.121303984,0.118275537,0.055580564,0.222545466,0.080000524,0.114774714,0.17644116,0.074886005,0.086712184,0.145124734,0.090241765,0.085806651,0.054967708,0.101362208,0.09622084,0.110158477,0.13294257,0.082131769,0.069373641,0.0157775535914728,2.15000136029431,2.4793550072513
"T4833",0.098588426,0.098488344,0.13139444,0.085574432,0.122956275,0.171557484,0.079573395,0.114451439,0.083520982,0.125706383,0.273594007,0.293808945,0.171730829,0.119962301,0.079939995,0.076714829,0.09678459,0.100120398,0.11080367,0.340047249,0.230793236,0.07978543,0.081434198,0.125864903,0.133386496,0.120739494,0.128536527,0.079699419,0.074909058,0.084583072,0.082004541,0.089819993,0.069874107,0.071908529,0.072634828,0.083122863,0.145716011605647,1.05498535389197,1.86927825189299
"T4835",0.087180056,0.075813337,0.084330914,0.08652872,0.12746536,0.139701917,0.079573395,0.076192586,0.005150025,0.078811453,0.147449606,0.284984936,0.174422289,0.112712807,0.103592546,0.110425887,0.111776948,0.081200926,0.115054347,0.145265017,0.240549909,0.090031812,0.106904438,0.15934995,0.142210108,0.073152989,0.075476861,0.104798549,0.082687461,0.070957147,0.071174212,0.109820432,0.104658376,0.104457467,0.082352031,0.093311346,0.0455232226328939,1.68990335703529,2.2230162000248
"T4837",0.060629828,0.100231364,0.057225636,0.130232022,0.102410048,0.189909239,0.079573395,0.111157624,0.040046512,0.097208136,0.260547182,0.274264092,0.189767948,0.114206745,0.101009128,0.120782798,0.066048566,0.063381515,0.098675634,0.323462253,0.248246931,0.087266815,0.10198981,0.142731046,0.120667582,0.111824304,0.141631965,0.109239404,0.079577646,0.105231453,0.054825282,0.104314012,0.142559415,0.160690511,0.081092655,0.084252043,0.132864691467665,1.11295121358761,1.9015733264836
"T4839",0.159142103,0.156458698,0.078258945,0.107138906,0.152822689,0.140919323,0.079573395,0.122541409,0.141621784,0.086755219,0.129305394,0.142321551,0.177133798,0.101354332,0.089352947,0.113134331,0.154909949,0.080548035,0.081250654,0.345257286,0.242339504,0.078390557,0.0863131,0.198651546,0.134361259,0.091849088,0.085972042,0.090543052,0.078266405,0.080549666,0.078408609,0.10626153,0.121310742,0.144328165,0.079528494,0.080078577,0.0435839538342347,1.71053001678528,2.23450812852683
"T4841",0.052571676,0.071397762,0.073785735,0.127106762,0.159842248,0.201246673,0.079573395,0.081219098,0.05376968,0.064053813,0.062667969,0.263495878,0.203112631,0.116060764,0.100319595,0.123206222,0.089635803,0.053928121,0.057650318,0.33397648,0.261605658,0.07751729,0.096262288,0.225830642,0.152265869,0.24682158,0.082140928,0.096002573,0.070067674,0.098193371,0.065418081,0.125001077,0.137396058,0.173513072,0.074125175,0.081026448,0.215558407044883,0.787281983292862,1.72013010905426
"T4843",0.104927558,0.115052878,0.120766127,0.10548868,0.142908974,0.163372188,0.079573395,0.101386793,0.091048329,0.095316785,0.209314644,0.262958747,0.153980722,0.125124439,0.095850147,0.107378157,0.135889419,0.081675176,0.090969927,0.347637377,0.224542624,0.088323288,0.081346436,0.148000554,0.133714751,0.085936705,0.144306384,0.092553606,0.082829211,0.101276932,0.08494298,0.105169379,0.114894536,0.139411589,0.084839388,0.091910436,0.0453167044056173,1.69206590270234,2.22422103980445
"T4846",0.08528992,0.126897997,0.120268197,0.084327003,0.165650474,0.183933066,0.079573395,0.090187161,0.107434847,0.1397818,0.093420305,0.299781525,0.169060997,0.062004549,0.11552875,0.118703872,0.091813844,0.071990302,0.159683691,0.33193422,0.137301452,0.13378495,0.061131101,0.150879498,0.150482532,0.217020846,0.124912092,0.094228133,0.089171523,0.086830406,0.129143775,0.107782856,0.149734056,0.132374748,0.068023406,0.073927339,0.0562047874557743,1.58745524816781,2.1659383039164
"T4848",0.072876516,0.152711421,0.148833242,0.085286821,0.115721628,0.179797442,0.079573395,0.094893614,0.097386904,0.109129582,0.062091626,0.292814045,0.154233989,0.130331963,0.098826144,0.097496195,0.095510953,0.121444047,0.152770242,0.312182064,0.246606036,0.0645142,0.065340373,0.194874866,0.080662184,0.118005396,0.131031836,0.1088905,0.062354236,0.101907939,0.096810078,0.064566254,0.10173285,0.103534954,0.062341492,0.071277426,0.104673012951846,1.25536572473205,1.98091808707791
"T4850",0.077120679,0.152199932,0.074345965,0.10971627,0.101394092,0.186737677,0.079573395,0.094722472,0.118255515,0.079862088,0.076323164,0.243205654,0.173116134,0.099153632,0.120652445,0.148465973,0.149306718,0.073879642,0.102917644,0.326816206,0.206350351,0.070191055,0.118166481,0.186264549,0.156589396,0.226309562,0.074316801,0.127773861,0.084731815,0.073852216,0.120392216,0.073806264,0.135970734,0.156835099,0.084312394,0.086503856,0.0519201286794489,1.6265144715497,2.18769974313584
"T4852",0.088367289,0.135739973,0.092092828,0.137151992,0.138142828,0.200105716,0.079573395,0.103567256,0.092681805,0.105100213,0.084570444,0.254484562,0.175886082,0.121578523,0.119046107,0.129551891,0.115133361,0.086628628,0.114100165,0.293587297,0.213345863,0.117246783,0.087096267,0.086712987,0.111808609,0.0837284,0.087687525,0.131881197,0.094153205,0.08531843,0.102295849,0.131674158,0.142119534,0.156875795,0.085351106,0.080500771,0.0138904218690261,2.20036733074633,2.50741588275831
"T4854",0.096066187,0.103324432,0.065382251,0.129524289,0.14556429,0.182623068,0.079573395,0.118550848,0.145161793,0.116310947,0.204116761,0.254553036,0.177605095,0.087157348,0.132383633,0.140095581,0.076359098,0.070282017,0.139481314,0.323147329,0.23047131,0.084770667,0.087490271,0.193885409,0.131080211,0.098831584,0.08895058,0.128538158,0.096303309,0.11197065,0.07405163,0.106485182,0.100990072,0.153283834,0.094023664,0.095877525,0.0334907910100133,1.83179759285718,2.30207109464564
"T4856",0.100942823,0.139882576,0.088432295,0.09932176,0.134248887,0.155093722,0.079573395,0.105235313,0.094882951,0.106178487,0.185128183,0.259198908,0.161815484,0.137747845,0.10625879,0.110994196,0.059800104,0.090714763,0.086800582,0.306464002,0.232667149,0.101527002,0.090964543,0.179619201,0.152994813,0.101659301,0.100472233,0.10352121,0.088636024,0.086767847,0.101170746,0.098606001,0.094397352,0.134484168,0.087449767,0.092254491,0.0276940590928539,1.91581915904917,2.34888283454974
"T7008",0.061102295,0.064845256,0.084308051,0.066725595,0.0819854,0.066935919,0.079573395,0.068488594,0.066912491,0.070930026,0.206490203,0.146421968,0.081986763,0.085039908,0.066207906,0.061110672,0.06389225,0.103807866,0.137583842,0.332036861,0.124409521,0.069929884,0.06272687,0.107391986,0.430222957,0.130091228,0.060635889,0.082796457,0.106116173,0.060699741,0.135503446,0.062067821,0.153828082,0.079651498,0.105947814,0.073224323,0.416407667251965,0.211092189869298,1.39911197088354
"T7010",0.102745613,0.097373301,0.12463629,0.097457353,0.102290776,0.097028939,0.079573395,0.096501742,0.096229964,0.095712072,0.168629653,0.173625204,0.105058731,0.120630322,0.109453296,0.176838077,0.105108561,0.141356942,0.178149015,0.159929878,0.122951708,0.12063798,0.13987315,0.107794505,0.244016032,0.150417695,0.178241446,0.114773446,0.148737811,0.106865082,0.227745719,0.099495072,0.0954682,0.103050452,0.134150427,0.11456081,9.94540269406166e-05,3.72039928480795,3.35428584370218
"T7012",0.069592575,0.072913967,0.086845608,0.073706595,0.086303711,0.245178596,0.079573395,0.075686237,0.073212342,0.076057984,0.100473209,0.142936283,0.084001383,0.107383114,0.075358802,0.069789821,0.07002598,0.104693699,0.094403952,0.086939084,0.124265723,0.07217282,0.06954569,0.105040366,0.369305481,0.136468899,0.073469442,0.08859207,0.106360061,0.07010611,0.15675644,0.071829981,0.069599472,0.069601781,0.12657714,0.074912445,0.192055010196177,0.870348429198697,1.7664097136455
"T2254",0.041707909,0.035887664,0.098231543,0.038067576,0.129452229,0.128133938,0.066933884,0.047589001,0.127864761,0.045288973,0.036954159,0.049381427,0.050097833,0.036218713,0.04964177,0.078448691,0.08237762,0.039535521,0.117801855,0.395695583,0.106031671,0.093785772,0.038550138,0.081056508,0.06814558,0.222453312,0.101610559,0.130177963,0.058329832,0.044675231,0.046444225,0.114011846,0.048384771,0.09164123,0.046637581,0.126408279,0.493327726153498,0.0167256900787001,1.29082270127533
"T2774",0.04752775,0.05397444,0.136892858,0.062762127,0.249094354,0.084403116,0.043370202,0.045014829,0.260543272,0.045803717,0.06496298,0.111576707,0.057893007,0.069673486,0.046162149,0.118369356,0.053383793,0.067155091,0.230656863,0.250544021,0.156071042,0.094710132,0.060440431,0.043774641,0.043416285,0.179826222,0.198185861,0.31957883,0.050410497,0.046971314,0.045406123,0.193450565,0.072003435,0.139864236,0.044041638,0.250774225,0.428168978292134,0.181037735671131,1.38236744496421
"T2770",0.04935102,0.044410963,0.098546343,0.045970949,0.284195944,0.055358887,0.054745546,0.048054222,0.14801078,0.047955323,0.04671278,0.084040288,0.129776756,0.050241296,0.046181441,0.082615866,0.044523079,0.046553576,0.287168878,0.25928584,0.129866047,0.045538751,0.04630211,0.057435562,0.052586536,0.203022478,0.159371214,0.049729167,0.04455364,0.048581793,0.048577783,0.16716457,0.051886451,0.113191601,0.048133308,0.219834938,0.487673904767937,0.0309018562778418,1.29872080452463
"T2771",0.052959436,0.058768451,0.124636785,0.067108539,0.282989377,0.05221102,0.050993788,0.05301215,0.267110105,0.054120394,0.067978053,0.108300792,0.121585312,0.074323092,0.054790551,0.114101781,0.067591165,0.072620356,0.292017124,0.277901371,0.145604578,0.068770327,0.067604069,0.051414584,0.050990095,0.206434988,0.183688863,0.051050524,0.058436862,0.05352274,0.052955605,0.228055252,0.076239052,0.131873911,0.052594851,0.259168744,0.41565128235763,0.213031280002728,1.40019231474156
"T2773",0.036582826,0.04637372,0.133503639,0.054729538,0.242641636,0.09838877,0.035748379,0.037420127,0.246993855,0.038626045,0.052247735,0.114505291,0.081560886,0.065722919,0.039545767,0.122151325,0.068252646,0.058647341,0.233419179,0.245484243,0.160394314,0.089656401,0.056052487,0.036224937,0.035756375,0.145834898,0.201980283,0.200567463,0.044435193,0.035722978,0.037892523,0.204692432,0.06903082,0.114883068,0.037578242,0.26586001,0.430307407580297,0.175591583309224,1.37933317793732
"T2769",0.068857145,0.071910492,0.112441309,0.075529615,0.292019597,0.094329078,0.067966539,0.068654567,0.193680192,0.068733471,0.074604125,0.099325632,0.13229192,0.07819121,0.069376011,0.103418785,0.080531176,0.07579994,0.292338364,0.289250394,0.112989684,0.073565457,0.075190111,0.068466304,0.068004367,0.181024561,0.159987901,0.068321805,0.071360981,0.068051338,0.068216889,0.196551774,0.079459086,0.116614371,0.068490464,0.232442478,0.249851743295187,0.67495636748154,1.65754906289865
"T0408",0.067698027,0.048880616,0.038827395,0.037072619,0.129845179,0.139760708,0.08480274,0.073748085,0.117171142,0.065403709,0.035988892,0.032416377,0.066736242,0.031773675,0.066285937,0.033034586,0.02831916,0.035095979,0.046242638,0.14589136,0.047116585,0.037740897,0.038034698,0.095673922,0.088324623,0.064277071,0.06203919,0.197187007,0.065964266,0.062568675,0.06421909,0.056783016,0.17750485,0.046019058,0.082538907,0.122966703,0.213280872572283,0.795088978880821,1.72447969527908
"T0410",0.060233276,0.05875779,0.074101537,0.059618399,0.060316518,0.179696765,0.072895866,0.06120904,0.132660772,0.059825681,0.059832558,0.072953278,0.085091203,0.061455599,0.09474112,0.07422472,0.080736401,0.059545128,0.18738518,0.064687233,0.070539227,0.077759719,0.058756739,0.07010553,0.071568429,0.100402454,0.085910092,0.058769859,0.067200626,0.059996384,0.064753379,0.090240232,0.061943361,0.08032565,0.117262905,0.136962179,0.0116897901569438,2.26717429716563,2.54463668781515
"T5994",0.082153304,0.09869886,0.091826368,0.131903874,0.181913523,0.129526561,0.091212395,0.138046202,0.132085498,0.130255187,0.290579729,0.113983841,0.126400773,0.105101525,0.114930488,0.109283266,0.075637698,0.0766194,0.346691509,0.125839036,0.078446396,0.074216286,0.108122561,0.225813894,0.13884756,0.179501851,0.088353821,0.096807094,0.074849304,0.118245222,0.119754455,0.127163466,0.074306561,0.088994823,0.086039663,0.098654424,0.0652901667928327,1.51181735311472,2.12379743901002
"T5996",0.053403146,0.084885452,0.081363196,0.133458057,0.194713932,0.176218181,0.086540371,0.138444441,0.134175798,0.140638762,0.315908362,0.117378295,0.125042065,0.09114334,0.113600579,0.104161936,0.052783057,0.065626881,0.359188868,0.113498581,0.110500494,0.055263589,0.102915044,0.24675689,0.092321686,0.113674282,0.083198488,0.086817008,0.062272072,0.106112387,0.115780953,0.126468507,0.057676863,0.073494442,0.076628715,0.093442912,0.190870842841219,0.874691684860399,1.76882951327061
"T5998",0.102522833,0.081601263,0.088088346,0.128936608,0.184663183,0.09328466,0.089042237,0.135608628,0.134556974,0.090231771,0.285352889,0.118635696,0.079024647,0.09157695,0.115047052,0.100610337,0.071604037,0.076922688,0.341707384,0.118407044,0.093881563,0,0.097542723,0.225103519,0.095488569,0.086003599,0.10878912,0.096664183,0.08331356,0.116197887,0.106532193,0.124432009,0.081571782,0.104163431,0.0833558,0.094271247,0.132539347145721,1.11446746566511,1.90241809052571
"T6000",0.089549894,0.095553883,0.092707525,0.127458671,0.177659561,0.103933731,0.093710483,0.135234668,0.131977375,0.084296841,0.286538172,0.112127552,0.119201012,0.100100461,0.111376433,0.109577387,0.076584877,0.081357693,0.343856315,0.13143828,0.094509143,0,0.105725401,0.222807916,0.089372884,0.086986009,0.093407298,0.101853443,0.090732822,0.102322287,0.111249663,0.126115104,0.090633333,0.110375771,0.088272716,0.099747645,0.104767446989067,1.2548453833633,1.98062818430748
"T6002",0.086441976,0.096567063,0.08613893,0.117112159,0.183154816,0.154490296,0.08810411,0.123232262,0.122424798,0.120785732,0.274161986,0.133046251,0.119925276,0.090087202,0.135012145,0.103251213,0.073514855,0.075882394,0.34266554,0.135251751,0.086565912,0.082523158,0.087998404,0.22361749,0.360409816,0.119490989,0.097766616,0.078907095,0.075789595,0.12846734,0.1003394,0.110169609,0.076498181,0.088078511,0.081193228,0.091311479,0.166939181328896,0.966331431955435,1.81988564326572
"T6004",0.074901657,0.104864807,0.094173152,0.123100753,0.176015149,0.120864736,0.09531937,0.128339368,0.126943284,0.122943297,0.287732507,0.132927026,0.128028557,0.098426779,0.144719084,0.109654721,0.078986052,0.083773918,0.345289529,0.144278055,0.074222538,0.074465772,0.109465206,0.217453491,0.09693,0.082843891,0.094773745,0.10058531,0.079192726,0.100249156,0.107419584,0.120362356,0.081754714,0.085396066,0.090057057,0.099486187,0.0675109948675498,1.49458803870638,2.11419830605687
"T6006",0.104886311,0.100012573,0.094697514,0.127402874,0.177797211,0.138703938,0.096182726,0.135140543,0.133182748,0.132262983,0.286681303,0.079588785,0.117441245,0.101765897,0.125431076,0.111853681,0.075903258,0.084273006,0.341523477,0.125173493,0.09813888,0.077374304,0.112640236,0.22110519,0.000987448,0.090084001,0.082991262,0.101349385,0.080434927,0.122891494,0.11083912,0.12477129,0.082446822,0.084391927,0.090360482,0.100998034,0.0985599058832928,1.28980085285089,2.00010325981535
"T6008",0.078304545,0.094535057,0.090809289,0.12487736,0.179386579,0.154283261,0.091242497,0.123711949,0.125468049,0.12322978,0.293890294,0.137448988,0.106760515,0.098755263,0.129179722,0.106725064,0.076256513,0.08174783,0.343373461,0.139492236,0.078386955,0.078407401,0.100105936,0.222313549,0,0.117112661,0.088894896,0.095839006,0.079760061,0.131112282,0.107508124,0.110044058,0.077390913,0.082483642,0.086015424,0.09615692,0.122234813661658,1.16388744718908,1.92995191816086
"T6010",0.094509766,0.100436267,0.09077126,0.12477108,0.172479708,0.156356733,0.092395202,0.133502531,0.130552667,0.129636322,0.279429509,0.105744038,0.133886286,0.091184777,0.141135831,0.11135999,0.076850244,0.080258741,0.350975983,0.140476211,0.092019031,0.079948527,0.095408712,0.21404565,0,0.120993028,0.093224261,0.093890965,0.079062889,0.126932037,0.105391383,0.119131403,0.078347532,0.10039228,0.086907324,0.098287714,0.0954625504977701,1.30784731856977,2.01015766010456
"T6012",0.089336778,0.102212705,0.089401058,0.129799156,0.181787121,0.124061008,0.090492483,0.135084933,0.131767278,0.13008485,0.289332842,0.074032033,0.128356789,0.093254597,0.132201258,0.107192634,0.070763086,0.073665056,0.347034254,0.134950078,0.08032548,0.072288838,0.108262839,0.222803573,0.058660207,0.083023302,0.090722202,0.096963214,0.070326978,0.121657796,0.112960825,0.123975985,0.07304644,0.081147849,0.08407087,0.09692159,0.108245674413359,1.23591180406859,1.97007953793528
"T6014",0.106621148,0.084616719,0.078203961,0.127972369,0.19586587,0.09996781,0.079846119,0.136842991,0.137233604,0.14138664,0.314614192,0.102031443,0.126637197,0.081481424,0.118679425,0.105129151,0.053683232,0.056555684,0.359169099,0.120356714,0.232532538,0.065459472,0.102910674,0.24196418,0.086211202,0.053608133,0.073053867,0.085917613,0.05450596,0.102973826,0.10186118,0.118659024,0.053923016,0.063985488,0.070029574,0.087495199,0.243985255164164,0.693540354116539,1.66790293736406
"T6016",0.094574974,0.100741233,0.092655969,0.11961811,0.165142005,0.120530267,0.093078667,0.125418225,0.122302426,0.117518054,0.283197516,0.111095547,0.115739268,0.094314273,0.130924647,0.108157928,0.082893901,0.083484105,0.347437926,0.12336248,0.089341197,0.081817498,0.105057833,0.210187224,0.073480305,0.081092791,0.094587531,0.097962493,0.080868958,0.112810355,0.103625777,0.116890468,0.084873997,0.087043191,0.089692592,0.097388436,0.0654646256453599,1.51044759694714,2.1230342936373
