"","ahpC","perR","ahpF","btr","fur","efeB","efeO","efeU","fbpB","fecC","fecD","fecE","fecF","fhuB","fhuC","fhuD","fhuG","fpbN","fpbO","fpbP","fpbQ","hemA","hemB","hemC","hemD","hemL","hemX","hmoA","katA","mrgA","spx","ycgT","yfhA","yfhC","yfiY","yfiZ","yfkM","yfmB","yhfQ","yjbC","yoaJ","yusU","yusV","ywiE","ywjA","ywjB","yxeB","pval","z","inv_cof_var"
"GSM672791",15.57326431,12.01236766,15.1410658,9.288671004,12.65138587,12.09093494,11.6522461,10.6508487,9.958141264,12.72872639,10.61090149,11.4102803,11.55183606,9.331000743,10.06807993,11.27385204,10.01256431,11.40904461,11.76959033,11.89014201,12.67794888,12.86639294,12.61037472,12.17600892,12.23849145,12.81402342,11.99250855,11.67702007,11.41760669,11.07624796,13.96283048,10.60519108,10.13296468,12.82796729,12.2190777,10.35404907,10.1254855,10.04221636,11.48265204,13.22549963,9.336265056,10.34576506,12.45543494,9.760399628,10.68322677,10.69994572,10.27239833,0.262556221791997,0.635484544599083,8.18093324662954
"GSM672792",15.53070669,12.16961152,15.26197249,9.279881413,12.85165985,11.7631513,11.47189517,10.56183123,9.92234461,12.81725688,10.57679554,11.33991747,11.41278104,9.190372491,10.06448922,11.2352461,9.911007435,11.36063717,11.63132268,11.79090335,12.70469665,12.88900186,12.48520074,11.97753792,12.20520706,12.51953383,11.95485762,11.4622,11.66456952,11.1695632,14.00869331,10.53918104,10.06807993,12.66355688,12.17169294,10.09368364,10.14157732,9.835013011,11.63497546,13.47410706,9.306693309,10.32256357,12.27727844,9.904658736,10.56992156,10.74380595,10.20419591,0.302599524396647,0.516938560192295,8.01420428613038
"GSM672793",15.91022379,12.17875688,15.62225242,9.316182528,12.91142379,11.88872416,11.49220149,10.77818476,9.959482156,12.8811052,10.629771,11.25459517,11.50417435,9.169653903,10.15257063,11.4108697,9.947730112,11.40649405,11.802529,11.99392119,12.86331896,12.7318948,12.51800186,11.98045539,12.20240781,12.58472156,11.83474164,11.70737026,12.00707993,11.47898253,14.21655688,10.62021264,10.1897539,12.47178253,12.38281004,10.25749294,10.13595279,10.24135167,11.81292007,13.59499257,9.260278996,10.52022342,12.45691115,9.580311896,10.6438632,10.88115093,10.32005799,0.346654302410811,0.394369030749896,7.84181641204875
"GSM672794",15.52257435,12.21031896,15.0717881,9.832570632,12.68201636,12.32160558,12.43176617,11.02368327,11.94866357,13.60160558,10.73466766,11.09961338,11.62122007,10.23660632,10.71478104,12.85165985,10.61782416,11.93087695,12.08145093,12.52980595,13.20315836,12.63741822,12.23579331,11.71601041,11.79619814,12.45830409,11.48984164,13.73114758,11.16154387,11.32477955,13.85627844,11.60768401,10.68432825,13.71644461,13.54124015,11.04224089,9.248775836,10.16625242,12.23010929,13.48916357,9.679448327,11.30964275,13.30877063,9.236433086,10.86752045,11.04339219,11.84635353,0.187724004386096,0.886314627819398,8.53371313408428
"GSM672795",15.26197249,12.39590892,15.0717881,10.08658401,12.47327881,12.07172602,11.89925465,11.07385093,10.56290074,13.34303457,10.44625204,11.11701859,11.47432714,9.264464312,10.90858253,12.56771524,9.895909665,11.92018364,12.04866431,12.57880929,13.85341561,12.12371933,11.79360967,10.66314126,11.14255428,11.79868662,10.41330465,13.02354647,11.03990446,11.49827212,14.07896877,11.18137621,10.68777323,13.61280632,13.07616431,10.61090149,8.868964684,10.72286952,12.30886543,13.30683439,9.096666171,10.80403717,13.39496283,8.539452788,10.82892454,11.14697993,11.54474833,0.360410538104688,0.357361658606784,7.7897674057572
"GSM672796",14.54790446,11.36612639,14.3002197,9.733342007,12.54170929,11.50178625,11.8077974,10.64919294,9.813261338,13.25773792,9.998246468,10.95294498,11.02948476,9.176062082,10.37568922,12.26289851,9.877958736,11.45005353,12.06628662,12.19956989,13.01695428,12.10452751,11.56299777,11.04170632,11.38512714,11.84758067,10.64563569,12.24941227,10.25749294,10.77706283,13.52997026,11.01789926,9.567028625,13.14322714,12.65911338,10.02884981,8.177703717,9.958141264,12.12597342,12.99596394,9.317263941,10.3261487,12.9632026,8.42776171,10.50383271,10.42009851,11.11124164,0.355933347085296,0.369350224417151,7.80662872016983
"GSM672797",15.43592342,11.86338253,15.20407138,9.90340855,12.50259387,12.62237993,12.48356283,11.284429,11.23930669,14.02572788,10.93087398,11.33103457,11.66456952,9.94911487,10.98499331,12.76600149,10.54045279,11.64603123,11.98183086,12.48971413,13.38685874,13.02672268,12.53577732,11.69475316,12.13388587,12.60816022,11.54819108,12.69864721,11.21293494,11.51009108,13.82848513,11.56918327,10.75493755,13.54925019,13.65160669,10.8370197,10.09603011,10.65589554,12.52544535,13.54438086,9.502141264,11.10075985,12.89724424,9.52794684,10.98619703,11.13599963,12.24467361,0.127986156689391,1.1359623700727,8.88483011847763
"GSM672798",15.43592342,12.14450074,15.21362193,9.784247584,12.62544387,12.69864721,12.34942305,11.38992602,11.30602491,13.85627844,11.07385093,11.62863903,11.78586766,10.13052454,10.97028662,12.63451004,10.71350892,11.88637695,12.10581004,12.40194684,13.23309777,12.99247212,12.60530818,11.78330967,12.22607175,12.63741822,11.68545781,12.82942007,11.24473197,11.55308104,13.97082379,11.35999851,11.01674572,13.64726729,13.46987881,11.05398736,10.03553848,10.57917807,12.5479145,13.15065688,9.589195539,10.81242528,13.12422305,9.432344238,11.05060483,11.12277175,12.28023792,0.103904216340021,1.25961458175201,9.05874073063273
"GSM672799",15.5469539,12.21330186,15.46632379,9.646991822,12.71507175,12.79415204,12.33753643,11.26048625,11.17657509,13.5255539,10.80887472,11.51118996,11.9588368,9.699892193,10.75493755,12.32301375,10.33593941,11.51739071,12.05292342,12.30054126,13.31143866,13.08133792,12.71352639,12.05551227,12.43612565,12.89065985,11.70422732,12.83102602,11.31439294,11.69090818,14.1456342,11.13121933,10.75712379,13.64061375,13.24257695,10.7016487,10.35158587,10.47503271,12.17742788,13.30389257,9.634723792,10.64563569,12.97287323,9.661409665,10.98158476,11.08792416,11.45005353,0.169450412516573,0.956339331238337,8.63219935501133
"GSM672800",15.55620743,12.23151078,15.32970632,9.436229368,12.61667063,12.33152714,11.90698848,10.94953011,10.6261316,13.04265836,10.84505911,11.47189517,11.70353494,9.611350558,10.32377435,11.70220223,10.14157732,11.57879851,11.84897658,12.07722007,12.81230186,12.95834721,12.65748922,12.06496617,12.41698625,12.88760223,11.91377249,12.41861375,11.2329223,11.52222045,13.95159331,10.87773792,10.37684833,13.14873532,12.48971413,10.588729,10.31406059,10.23424796,11.67702007,13.12605204,9.381207807,10.3979829,12.54327509,9.750860223,10.79103494,10.72067398,10.67029442,0.189797606131476,0.878642374947486,8.52292249657411
"GSM672801",15.47494981,12.06224721,15.20407138,9.548863197,12.83418104,11.95618216,11.76177175,10.6237948,10.25749294,13.16499442,10.44512714,11.32364052,11.61762454,9.424471375,10.47046803,11.9083223,10.09014535,11.45977212,12.08414498,12.11117286,13.03040297,13.08980112,12.48208364,12.05551227,12.24317175,12.70161301,11.47064201,12.0179461,11.2520632,11.14142193,14.1456342,10.81497212,9.898328625,13.14779926,12.62237993,10.23788662,9.632133457,10.32496394,12.20097844,13.6106,9.475285502,10.2203197,12.67714424,9.981542379,10.74038885,10.80995428,10.74155985,0.27796341094819,0.5889022893887,8.11541764921982
"GSM672802",15.58944684,12.2758855,15.45057695,9.572453532,12.98724424,12.16032193,11.94402528,10.71840037,10.88912007,13.16149219,10.69380223,11.35058922,11.75559182,9.842369888,10.5558368,12.08289703,10.1576368,11.6064513,11.82570149,12.31318253,13.0743855,12.94794461,12.53577732,11.92414164,12.09898662,12.83584424,11.63990818,12.58602528,11.39282491,11.70109888,14.16637026,11.21893048,10.50263755,13.35250967,12.9331223,10.6097052,10.19692082,10.47617472,12.06361859,13.49568401,9.581556877,10.7701803,12.82326543,9.698559851,10.90858253,11.04821115,10.79103494,0.184161357027014,0.899619616812095,8.55242593144563
"GSM672803",15.68112788,12.38124796,15.46632379,9.970596283,12.92314349,12.59278216,12.35933978,11.4886,11.66571561,13.83099145,11.12871487,11.68098401,11.92684275,10.42009851,11.2202,12.89897175,10.83943569,12.26860632,12.55092639,12.86961896,13.56877881,12.80077193,12.50189554,11.8646974,12.19816729,12.83102602,11.48265204,13.37430892,11.32697918,11.6522461,14.05925799,11.71176115,11.17657509,13.90030558,13.68176245,11.28675688,10.01140335,10.50714535,12.70912007,12.95488401,9.870642007,11.01136989,13.49333755,9.533196654,11.28562714,11.49468773,12.09093494,0.101181574683213,1.27484771190755,9.08016536149383
"GSM672804",15.51421413,11.70737026,15.56470372,10.26299926,12.53718401,12.80470855,12.74905093,11.58882602,11.97618699,13.93337732,11.18032528,11.89547138,11.85025242,10.4224948,11.29045911,13.16149219,10.91329926,12.33601004,12.62693755,12.92673643,13.56426171,12.67339796,12.63451004,11.7877158,12.28956822,12.65138587,11.81860892,13.32523234,11.12166803,11.4622,14.01120595,11.72477063,11.15552937,13.59032751,13.76919963,11.25813941,9.687145353,10.35867472,12.73028625,13.20505651,9.715221933,11.13356654,13.43237621,9.231700743,11.27438086,11.35290967,12.26155651,0.119631696973401,1.17682992992628,8.94230828449584
"GSM672805",15.15962193,12.20097844,15.02706357,10.10459219,12.48356283,12.56771524,12.49886208,11.5350052,11.22137844,13.71375353,10.92964758,11.65957844,11.75559182,10.21896468,11.32364052,13.05163569,10.8927461,12.3138632,12.54013457,12.82942007,13.77543792,12.49265874,12.09511747,11.35768476,11.79810446,12.40194684,11.14142193,13.39879777,10.46563457,11.39341227,13.94112825,11.66706952,11.31214572,13.88738959,13.73822305,11.27969628,9.548204833,10.2696368,12.72426729,13.10047026,9.678159108,11.09506729,13.47410706,8.948910409,11.18306636,11.3281881,12.17742788,0.1470580436204,1.04913478752573,8.76271149376713
"GSM672806",15.03851413,11.52583048,14.53674944,9.713857993,12.32160558,11.98045539,11.87367249,10.91444461,9.992781041,13.6081974,10.53672193,11.49468773,11.52343123,9.36048513,10.35757398,12.32441041,10.04106729,11.78084387,12.24317175,12.39001859,13.35045167,11.68854647,11.43697807,10.85440372,11.09271227,11.64111115,10.65360335,12.64033755,10.17617398,11.08855316,13.85909405,11.13599963,10.32126059,13.40495093,12.83102602,10.3481119,8.892368959,11.2202,12.15447286,13.19793569,9.163631227,10.53447063,13.17595502,8.867563197,10.90626022,11.08555204,11.30132639,0.281995329017341,0.576924205737897,8.09857107743703
"GSM672807",15.56470372,12.36067658,15.30189331,9.516484387,12.70310595,12.74146729,12.35341599,11.38266952,11.07385093,13.59499257,10.90736766,11.31439294,11.7060368,9.938826022,10.75428662,12.45830409,10.46197286,11.6620948,11.91107807,12.31318253,13.17595502,13.15779442,12.64033755,12.07040112,12.29315279,12.89221561,11.75077844,12.65458104,11.37077807,11.41145911,14.26946022,11.3224881,10.65138476,13.46367286,13.42404535,10.81497212,9.533196654,10.35518699,12.39295911,13.46569219,9.592969888,10.78880818,12.83584424,8.689369888,10.57505242,10.59128327,11.97030483,0.260892354399151,0.640596754422403,8.18812331244206
"GSM672808",15.46632379,11.91377249,15.30189331,9.568403717,12.85165985,12.51953383,12.21031896,11.00122007,11.53224387,13.80583271,10.64806134,11.27143494,11.61633606,9.521692565,10.74750632,12.57407212,10.09014535,11.19761078,11.66844684,12.32441041,13.40495093,13.15065688,12.54641822,11.81292007,12.17742788,12.60530818,11.30249071,12.61245019,11.27025613,11.82298996,14.29400892,11.11935985,10.34221784,13.48460855,13.54736245,10.44395465,9.538414498,10.31526468,12.53408699,13.62222788,9.484101859,10.95418476,13.10414349,8.67227658,10.37568922,10.79915911,12.12893922,0.349270868242648,0.387289718174066,7.83185971522158
"GSM672809",15.63961115,12.37136022,15.29518476,9.513952416,12.61107732,12.45691115,12.03546171,10.85870595,11.34637639,13.66292007,10.44395465,11.21065762,11.65957844,9.234037918,10.56048587,12.08541747,10.05217361,11.30785019,11.7049197,11.91107807,13.49777063,13.28852007,12.74905093,11.83474164,12.27143792,12.6322829,11.75559182,12.29315279,11.33414907,11.78707844,14.53674944,10.85690223,10.24267955,13.48236691,13.17595502,10.30092751,9.904658736,10.60630929,12.19816729,13.90805539,9.612678067,10.79286914,12.76600149,9.002004089,10.33593941,10.79582193,11.29765019,0.356580043521023,0.367615323788909,7.80418866975595
"GSM672810",15.67325911,11.94006097,15.61343941,9.467850558,12.50924944,12.59205613,12.28742007,10.94725613,11.30132639,13.66069851,10.58157807,11.20930781,11.81046245,9.479197398,10.65251152,12.1703171,10.03985799,11.07137844,11.25331078,12.44358959,13.10592714,13.36832156,12.81725688,11.96693457,12.41861375,13.03570706,11.46694833,11.92944684,11.55308104,11.61762454,14.05925799,11.27490967,10.30092751,13.44724164,13.06050818,10.42480074,9.931396283,10.15135502,11.90309033,14.04023532,9.448824164,10.76773309,12.45103717,9.270202602,10.40512788,10.93698327,10.71943829,0.346986443737125,0.393469309243632,7.8405509990343
"GSM672811",15.82038253,12.24317175,15.28884089,9.359849442,12.96701115,12.26860632,11.79238513,10.85317881,10.83819963,13.25369033,10.85501041,11.34829926,11.64111115,9.606279554,10.41518587,11.69607844,10.09547305,11.46997918,11.67069814,12.16591599,12.79665613,13.32628885,12.70310595,12.17742788,12.44507026,12.9736632,11.87752714,11.99510037,11.49827212,11.50648104,14.22564647,10.95765093,10.33356431,13.02672268,12.6866171,10.55114572,9.77656171,10.19081859,11.77697584,13.55765056,9.471579554,10.53447063,12.52544535,9.181440892,10.46197286,10.5558368,10.51055874,0.309511154855034,0.497236464959021,7.9864942808161
"GSM672812",15.93357807,11.84827862,15.61343941,9.433663197,13.08473941,12.30886543,11.72348773,10.90037918,10.86634126,13.01151115,10.76552491,11.34337435,11.51852045,9.734589219,10.33111822,11.6998658,10.11953383,11.8281881,12.15180074,12.34349182,13.10414349,13.22549963,12.99596394,12.28581264,12.67265651,13.01521004,12.17169294,12.23849145,11.66706952,11.67574201,14.34210483,10.8252368,10.38045316,13.15065688,12.80310595,10.57562602,9.257236803,10.40392714,11.87491115,13.77175465,9.361120818,10.51903086,12.60212045,9.112786617,10.49849591,10.59003234,10.65717695,0.385096487624362,0.292122485421637,7.69801179224221
"GSM672813",16.04441561,11.70737026,15.64881152,10.11590446,12.55092639,12.92150372,12.59637175,11.62253309,11.69475316,13.86138401,11.14367621,11.63001524,11.82445613,10.37321041,11.06789331,12.90971413,10.84913197,12.35341599,12.55260149,12.90673086,13.56651933,13.12992751,12.9007197,12.17600892,12.62092416,13.05331524,12.03001301,13.09676506,11.38041859,11.44300781,14.10748848,11.39223755,10.92844275,13.77875762,13.7522145,11.16665762,9.112163197,10.52265576,12.77412974,13.39298996,9.598244981,10.96915539,13.33142937,8.788727138,11.02712677,10.88235985,11.82570149,0.263089367316408,0.633849975858837,8.17863430796629
"GSM672814",15.68112788,12.13850446,15.53070669,10.246271,12.3683684,12.85840781,12.65748922,11.49590892,12.11406171,14.34591822,11.16042491,11.99639963,12.07040112,10.32377435,11.46338662,13.27671636,10.98158476,12.18706394,12.49498086,13.05860929,13.91563829,13.13574721,12.66355688,11.88197082,12.34492491,12.91816022,11.71235911,13.21581859,11.05797546,11.4682684,14.04023532,11.74823048,11.10436394,14.05645093,13.9974171,11.34454126,9.154847584,10.43927658,13.00624349,13.59032751,10.08044907,11.2520632,13.61520669,8.671066914,11.10315688,11.32028439,12.3046145,0.224816134084557,0.756028233568966,8.35047187804969
"GSM672815",15.09480297,11.60144089,14.8536461,10.04472379,12.49575204,12.36528178,12.22879703,11.21668625,11.12529665,13.42601599,10.81730223,11.38266952,11.5375197,10.22599703,10.75005539,12.70631673,10.61900669,12.29753643,12.61107732,12.75065836,13.47812268,12.22743866,12.16308104,11.49827212,11.78707844,12.22607175,11.36968216,12.95128178,10.47263569,11.2080881,13.85627844,11.37447026,10.78305911,13.50622305,13.73822305,11.11701859,8.64100316,10.3481119,12.70310595,13.23707546,9.373756506,10.75304647,13.08473941,8.546823048,10.8880052,10.90858253,11.88637695,0.226895275821111,0.749110591706988,8.34074256294446
"GSM672816",15.01087881,11.30368922,14.54790446,9.930198141,12.35006059,11.91238699,12.04223755,11.18467807,10.28593141,13.07022844,10.32859814,11.23750149,11.40160372,9.503286989,10.48458067,12.59049108,10.15257063,11.83214907,12.26584201,12.43999257,13.37838364,11.67314796,11.4657,10.81730223,11.10315688,11.57506468,10.60737249,12.79137658,10.09368364,11.20569219,13.80343717,11.08324498,10.37321041,13.41359628,13.41578699,10.47153086,8.554138662,10.88349665,12.19956989,13.24257695,9.11824461,10.52649517,13.12992751,8.38646803,10.71119851,10.82892454,11.39101301,0.326828107747894,0.448688730276132,7.91821433545337
"GSM672817",14.31970743,11.38931394,13.83859442,9.526061338,12.41094461,11.52934052,11.34699628,10.47263569,10.21271413,13.25970781,10.25133606,10.95294498,11.21184758,9.184917472,10.04221636,11.83474164,9.775313755,11.45388848,11.8387684,12.01652491,12.9736632,11.74823048,11.18252342,10.64325093,10.96575651,11.59898848,10.42730372,12.02449777,9.547546468,11.1695632,13.31550074,10.6382342,9.947013011,13.20315836,12.52103866,10.21896468,8.241036059,10.26495056,11.81923755,12.61945911,9.124426394,10.46688848,12.58602528,8.247687361,10.26606654,10.51167881,10.79582193,0.277572033645222,0.590069482901357,8.11705924814905
