"","ahpC","perR","ahpF","btr","fur","efeB","efeO","efeU","fbpB","fecC","fecD","fecE","fecF","fhuB","fhuC","fhuD","fhuG","fpbN","fpbO","fpbP","fpbQ","hemA","hemB","hemC","hemD","hemL","hemX","hmoA","katA","mrgA","spx","ycgT","yfhA","yfhC","yfiY","yfiZ","yfkM","yfmB","yhfQ","yjbC","yoaJ","yusU","yusV","ywiE","ywjA","ywjB","yxeB","pval","z","inv_cof_var"
"GSM672643",15.49940186,12.08812974,15.4060026,9.580934387,12.39370818,12.28434275,11.94133643,10.60737249,10.89814201,13.0917539,10.47099944,10.86634126,11.49220149,9.438747212,10.56236599,12.11672937,10.03721264,11.71836989,12.1077987,12.39750149,13.20139963,13.0950171,12.69099182,12.0724119,12.10151896,12.67875353,12.06844368,12.14741227,10.49072788,11.33162788,13.95159331,11.02024349,10.47734089,13.31923978,12.88983086,10.541771,9.542331227,9.883156134,12.02055242,12.98724424,9.324801487,11.46694833,13.13379517,8.990778439,10.73348922,10.77930967,11.65836766,0.293958168257862,0.541857993530609,8.0492522148942
"GSM672644",15.60525576,12.18563792,15.21045093,9.931396283,12.1703171,12.6418026,11.94402528,10.76552491,11.72728216,12.96701115,10.44512714,11.21184758,11.31439294,9.254076394,10.495429,11.78084387,10.2208684,11.85551673,12.2344052,12.50329219,13.07616431,13.80343717,12.68047472,12.09960279,12.37289182,12.73977435,12.1644855,11.84500446,10.43927658,11.10549071,14.25402268,11.06557435,10.2294197,12.71352639,12.67265651,10.29585874,10.92964758,10.56517138,11.90374572,14.2572026,9.226846097,11.34212082,12.78510967,11.73350112,10.91080595,10.62734349,11.30724907,0.189222596561896,0.880764693470699,8.52590743075804
"GSM672645",15.41281338,12.34049442,14.9261052,9.732179926,12.59049108,12.77328086,12.51664089,11.77964126,12.06562639,13.36243383,11.14697993,11.48741822,11.78463792,10.40272268,10.90512491,12.81230186,10.82892454,12.32584796,12.58472156,12.65290223,13.29444201,13.36020558,12.20380818,11.84306357,12.03291822,12.29611413,11.7644632,12.61541041,10.6097052,11.56434796,14.06186803,11.6522461,11.4102803,13.38884164,13.95989033,11.30483197,10.31406059,10.93447918,12.99247212,13.29824572,9.989074349,11.08324498,13.04813494,9.928207063,11.14255428,11.03188587,12.13914164,0.0453366338796517,1.69185686702612,9.66666774957108
"GSM672651",15.08293978,12.20774981,15.190129,10.38305279,11.40767807,13.02672268,12.92314349,11.33162788,13.72151636,12.63002937,10.18349442,11.43453903,11.55055688,9.591734201,11.09734126,13.11975465,10.63955428,11.15677881,11.5375197,11.91889442,13.10592714,13.06050818,12.20380818,11.37569814,11.68098401,12.9397052,11.03646654,12.77709554,11.59652825,11.78265911,15.10605167,11.85939182,10.84973011,13.56203011,12.58170112,10.66550706,13.79859108,11.21668625,11.89274275,15.55620743,9.623952602,11.41760669,13.08627212,13.71375353,11.6089539,11.96296022,12.29611413,0.1499971324764,1.03644568815968,8.74486491416716
"GSM672652",15.15316729,12.35069814,15.29518476,10.3433171,11.15677881,12.9736632,12.73350074,11.32081896,12.98724424,12.50036468,10.24754089,11.00122007,11.35768476,9.654058736,11.13479888,13.0917539,10.72760855,11.47432714,11.6362881,11.84372045,13.16499442,12.96701115,12.32512918,11.24358141,11.7111632,12.87134275,11.11236022,12.71816097,11.29347026,11.76177175,14.98346506,11.80381487,10.98965576,13.5255539,12.71352639,10.86981041,13.90929963,10.94269926,12.16032193,15.52257435,9.671730855,11.22666394,12.99247212,13.49133829,11.52583048,11.44184461,12.31870483,0.141594249654396,1.07318415319105,8.79653571614048
"GSM672653",14.93051896,12.35341599,15.28884089,10.21457937,11.18252342,12.79503234,12.59852695,11.02599331,13.25369033,12.52257955,10.02011078,11.07796394,11.30368922,9.356207435,11.01436617,13.02196208,10.25749294,11.67967361,11.61259814,11.61993123,12.99944721,13.63642639,12.37568327,11.1695632,11.43328625,12.74603086,11.26915056,12.24009331,11.0609684,11.72348773,15.36026208,11.64603123,10.71009108,13.33719963,12.15306543,10.60851896,14.20152714,11.38512714,11.92414164,15.19678141,9.377654647,11.52469963,13.0743855,13.6722223,11.58882602,11.64111115,12.48055799,0.216884312317287,0.78275904018131,8.38806741215472
"GSM672654",15.11720743,11.85276729,14.71080558,9.880541264,12.51800186,12.01652491,11.99059126,10.86517584,10.66789145,12.98028141,10.16502825,10.8312829,11.40649405,9.474102974,10.66550706,12.83902974,10.39436654,11.90698848,12.40940483,12.66046617,13.55765056,12.51518699,11.77635967,11.23750149,11.18306636,11.8064539,10.96463569,12.73028625,11.00720223,12.34420836,13.67938253,11.545929,10.69380223,13.20690632,13.42404535,10.7218171,8.723092565,10.59594424,12.63887881,13.24435279,9.004359108,11.92414164,13.58176394,8.513081041,10.95294498,11.19393717,12.36293792,0.278801596465648,0.586405285999536,8.11190573963029
"GSM672655",15.17188364,11.86596059,14.60551747,10.28401264,12.50487918,12.41567323,12.35933978,11.18360929,11.2329223,13.15417807,10.79403978,11.12529665,11.50949926,10.47617472,11.29526506,13.18788587,11.06334126,12.28882454,12.57097026,12.80153755,13.74295651,12.35485911,11.87618959,11.47787249,11.4657,11.88757881,11.43697807,13.35045167,10.76431338,12.15447286,13.82056989,12.03818364,10.99430186,13.73590855,13.80583271,11.43453903,9.486692565,10.8225184,13.06578587,13.30389257,9.685733457,12.43612565,13.9789632,9.107285874,11.53395353,11.63374164,13.11619164,0.092585197013357,1.32500228323257,9.15070524171961
"GSM672656",15.49940186,12.73350074,15.27586766,10.67870929,12.59350818,12.9397052,12.25706059,11.68098401,12.00707993,13.76423197,11.07026989,11.91889442,12.1967829,10.34093643,11.58882602,12.84075093,10.78052045,12.55336599,12.91651264,13.38884164,13.82056989,13.16242175,12.2903119,11.71356952,11.92018364,12.31169033,11.51009108,12.87794796,10.96630502,12.55092639,13.98971487,12.11264312,11.53860669,13.43859219,13.89762082,11.44062416,10.20783569,10.97028662,13.14873532,13.73361487,9.851207435,12.89724424,13.6081974,10.21153717,11.40217435,11.49097026,12.76305799,0.0370793069238199,1.78563353227742,9.79855990934913
"GSM672657",14.92148885,12.08145093,14.4894368,10.03374424,12.7318948,12.58745911,12.46749591,11.39223755,11.6026777,13.31550074,10.88410279,11.33991747,11.47960353,10.94953011,11.37801599,12.95655428,11.23992454,12.36217918,13.09256561,13.1395539,13.69168178,12.20774981,12.07309777,11.62737993,11.87881301,12.40504387,11.43575836,13.88999294,10.04221636,12.54013457,14.13440409,11.59519071,11.05514201,13.72863755,13.41992007,11.02368327,8.540665428,8.813281784,12.77884796,14.21381301,9.598244981,12.29465353,13.71904721,8.624420074,11.40649405,11.65105948,12.58323271,0.276586273854214,0.593012857283146,8.12119895607329
"GSM672658",15.11127918,12.55092639,14.64447732,10.75712379,12.65138587,12.80470855,12.80310595,11.27025613,12.82942007,13.49977695,10.94041004,11.54768439,11.62372862,10.73115465,11.4102803,13.36832156,11.25518792,12.65605019,12.99076729,13.17256729,13.9974171,12.4178,12.11816134,11.48324349,11.66456952,12.5494855,11.42134944,14.05645093,10.49302193,12.45103717,14.68655279,11.6620948,11.05279405,13.77427435,13.36243383,11.0609684,8.651625279,10.3697052,12.8811052,14.14266803,9.738382528,11.78330967,13.47812268,9.392488104,11.50890743,11.63497546,12.83902974,0.162231800853659,0.985326740788809,8.67296868757117
"GSM672659",14.98346506,12.42567472,14.6281855,10.93586171,12.18972751,12.82640149,12.76934647,11.5763197,14.09866691,13.25773792,10.90858253,11.48383494,11.65592045,11.05398736,11.4622,13.4450803,11.35503383,12.77709554,13.01324461,13.15971115,13.69645948,13.18883978,12.35933978,11.9097197,12.04866431,12.61808885,11.88260409,13.76680818,10.35867472,12.44648699,14.53674944,12.1503,11.19147212,13.59499257,13.36243383,11.2202,8.867563197,10.46563457,13.21581859,13.72863755,9.658863569,11.97502342,13.66987732,10.59358662,11.73973234,11.72085651,12.76461152,0.0657227833095123,1.508425867796,9.40868128146758
"GSM672660",15.01087881,11.83214907,14.88755316,10.38045316,11.66456952,13.30389257,12.62092416,11.20453309,14.8074855,12.55718141,10.08286914,10.55690632,10.80995428,11.5304,11.91377249,13.4345881,11.85151487,12.71656803,13.04626283,13.08807955,13.76919963,13.07284758,12.92828178,12.7039013,12.64667732,13.10414349,12.61394312,14.24448885,9.775313755,12.12529108,14.22263903,12.18015093,10.92265688,13.4302974,13.35045167,10.93586171,8.346910409,8.302290706,12.50924944,13.48023494,9.906015985,12.34049442,13.90293309,8.727996283,11.31152045,11.47432714,13.47612974,0.439955890506973,0.151081049745132,7.49964411175665
"GSM672661",15.16584238,12.43471264,14.95131636,10.95710967,11.79491301,13.66292007,12.78051896,11.4657,15.82913494,13.06050818,10.541771,10.75057435,11.07137844,11.5769119,12.16733941,13.61520669,11.98715093,12.93810186,13.2692461,13.42184944,13.90293309,13.93621227,12.90971413,12.73586952,12.74146729,13.30005502,12.92992751,14.04552862,9.59760316,12.44805874,14.56695242,12.40805911,11.21293494,13.45418271,13.54736245,11.02712677,8.074126022,9.055988104,12.85502825,13.19072825,10.42480074,12.46005688,13.98436729,8.922488848,11.53991375,11.8217948,13.52764833,0.408264921312727,0.232010520413074,7.61346733896872
"GSM672662",15.27586766,12.17309703,14.81200037,10.7088684,11.74338513,13.45830074,12.80470855,11.35503383,15.43592342,12.75841524,9.826052045,10.44045019,10.7016487,11.30724907,12.07438996,13.7405171,11.89014201,12.81402342,13.11539071,13.22356468,13.96283048,13.73590855,13.02196208,12.85079387,12.90673086,13.28163141,12.83733197,14.41869665,10.05462639,12.65458104,14.53674944,12.48520074,10.8880052,13.24788216,13.40928959,10.85929926,8.198600743,9.004359108,12.82796729,14.18664647,10.29002602,12.37136022,13.81090595,8.861024164,11.6064513,11.80505465,13.53453569,0.460830393704838,0.0983419259572383,7.42546918857563
"GSM672666",15.4060026,11.91889442,15.36026208,10.75712379,12.55413048,12.77884796,13.07957993,11.63990818,11.96150149,13.33925093,10.67870929,10.88695465,10.78767732,10.99196914,11.49097026,13.7522145,11.52100074,12.06361859,12.49129033,12.53577732,13.44724164,12.17875688,11.90765539,11.33772937,11.85680372,11.97168625,11.23069257,14.25402268,12.35485911,11.45859368,13.43975316,12.43176617,10.79103494,13.85627844,13.59734461,10.94389777,7.846815613,10.99430186,13.37430892,13.14873532,9.799172862,11.83606431,13.95421375,8.168757621,11.74586245,11.81170372,13.03222825,0.285196923682693,0.567471554439223,8.08527639914932
"GSM672667",15.72398736,12.30598216,15.28884089,10.45615651,12.8108052,12.66937435,12.76934647,11.42134944,11.76822193,13.16680669,10.67203011,10.92320428,10.88583123,10.83640539,11.48512491,13.61280632,11.35058922,12.20520706,12.48055799,12.60065019,13.46045167,12.24467361,12.00437026,11.39341227,11.76380725,12.27279517,11.35290967,13.51044907,12.68047472,12.37705167,13.82848513,12.13241078,10.89328476,13.7086368,13.39298996,11.11823309,8.144518587,10.63444684,13.08133792,13.59032751,9.812004461,12.07172602,13.93621227,8.265997026,11.6522461,11.8646974,12.75389331,0.247615712126507,0.6820119031377,8.24637163463343
"GSM672668",15.86194312,12.29315279,15.48368625,10.30869108,13.21045353,12.56927323,12.44216766,11.27490967,11.21533234,13.07957993,10.46318996,10.76552491,10.72286952,10.65031264,11.06557435,13.24083643,10.94499814,12.17100502,12.42003234,12.40504387,13.41578699,12.43471264,11.84897658,11.47189517,11.78463792,12.20097844,11.46694833,13.77175465,12.80614647,13.18883978,14.03726022,11.94543792,10.71228216,13.56651933,13.23707546,10.93087398,8.19474052,10.55470335,12.81230186,13.79092788,9.650857993,11.73118327,13.81311004,8.182026394,11.284429,11.47898253,12.46749591,0.357487342160036,0.365183164821501,7.80076796058192
"GSM672669",16.22890372,12.52103866,15.44358327,10.5378948,13.2139171,12.25148216,12.32584796,11.16719814,10.85811264,13.0185829,10.25436375,10.54625725,10.35275874,10.03007658,10.88349665,13.08980112,10.76898067,12.13177937,12.42003234,12.46166171,13.45520892,12.60742379,12.07040112,11.51739071,11.87555037,12.37705167,11.56434796,13.69645948,13.26739145,13.31340074,14.15794052,11.89681338,10.67147621,13.55136803,12.96003271,10.78767732,8.090775465,10.541771,12.59205613,13.88212491,9.604932714,11.50065985,13.59734461,8.248254089,11.22958513,11.36968216,12.09369554,0.448701239368513,0.128943344803952,7.4685085439755
"GSM672683",15.22313234,12.47040149,14.58946431,8.639073606,12.62092416,11.45253383,11.23406803,10.02628067,9.338898513,11.91770855,10.24267955,10.58636245,10.96575651,8.941266543,9.987783271,10.69497435,9.720425279,10.65467323,10.91329926,11.33291115,12.33911152,11.91238699,12.21330186,11.67314796,11.8281881,12.22879703,11.10549071,10.80278067,10.60271673,11.87491115,13.42922621,9.709278253,10.01761338,12.70310595,11.67574201,9.955614126,9.392488104,8.84164461,11.31152045,12.55718141,9.403698141,10.50383271,11.5727223,8.966280669,10.2208684,10.58764238,9.411591822,0.389711126705632,0.280072016590165,7.68106341434604
"GSM672684",14.97813903,12.38281004,14.63629591,8.590889591,12.56473271,11.35883048,11.12754535,9.795699628,9.474102974,11.86197993,10.06085762,10.56632751,11.05744312,8.812618773,9.963668216,11.05398736,9.508453903,10.697229,11.09506729,11.33991747,12.4688316,12.02449777,12.28023792,11.54112342,11.9588368,12.2163461,11.04938625,11.20118141,10.54986357,11.82298996,13.32734535,9.675759108,9.895909665,12.68201636,11.88011524,9.966738662,9.2522,8.940002974,11.46879238,12.81874535,9.392488104,10.78052045,11.94402528,9.306693309,10.25863271,10.82892454,9.361120818,0.386586087016363,0.288228056013471,7.69253447329117
"GSM672685",14.71080558,12.55413048,14.20152714,8.434796283,12.67875353,11.18252342,11.15552937,9.828002788,9.696065428,11.66844684,9.859080669,10.48335762,10.95765093,8.772980297,9.956937546,10.98734907,9.371142751,10.5828145,10.629771,11.15677881,12.56927323,12.22305651,12.02735651,11.52222045,11.57879851,11.94733643,10.97474461,11.1518223,10.4978948,11.70866914,13.79624275,9.673109665,10.01496245,12.57725279,11.85680372,9.87559145,8.459275093,8.512473234,11.4235684,12.77412974,9.278698513,10.76314907,11.83214907,8.39470223,9.963064312,10.81364758,9.590351301,0.479098000506089,0.0524175367593651,7.36087884660128
"GSM672686",15.17188364,12.56009368,14.75811599,8.35060855,12.5479145,11.39341227,11.07137844,9.849930112,8.813281784,11.92944684,10.11830706,10.82410781,11.01019535,8.767733086,9.757262825,10.54338309,9.548863197,10.53918104,10.70654424,11.08792416,12.05679591,12.04601524,12.37705167,11.64603123,12.08812974,12.40349591,11.25459517,10.66433346,10.57109665,11.54940074,13.8692948,9.460184387,9.944531041,12.40042639,11.35176059,9.895909665,11.53395353,8.70936803,11.01674572,13.74743383,9.453789963,10.17246059,11.19509517,11.56802119,11.6089539,11.86338253,8.980534201,0.477015621438393,0.0576452028114032,7.36823129578845
"GSM672687",14.98879926,12.54170929,14.78045019,8.514854647,12.2829855,11.64867435,11.33044126,10.14157732,9.043852416,11.8077974,10.45730818,10.94614238,11.11701859,9.257236803,10.05704498,10.96575651,9.985307807,10.88527007,11.28802677,11.43214164,12.13645688,12.13914164,12.52685316,11.88637695,12.21330186,12.63741822,11.39931487,10.88912007,10.47503271,11.39341227,12.98548327,9.77656171,10.25501375,12.43612565,11.66706952,10.31526468,9.38873197,8.844527881,11.24592528,12.31592825,9.749528253,10.39436654,11.85276729,9.012932342,10.34576506,10.52265576,9.199481413,0.325962714335623,0.451088967676572,7.92159014855011
"GSM672688",14.82197844,12.70631673,14.5973803,8.514271747,12.31870483,11.43945204,11.27490967,10.00012416,9.17155,11.75077844,10.3563777,10.88639294,10.97369777,9.246527881,10.11830706,10.90512491,9.842369888,10.97028662,11.16154387,11.30368922,12.23579331,12.08812974,12.50189554,11.8179803,11.99510037,12.57254721,11.44888067,10.70775019,10.40149368,11.25578067,12.97032825,9.843672491,10.25863271,12.24467361,11.63930279,10.28659294,8.813281784,8.748798513,11.10190223,12.24615948,9.637282528,10.48817732,11.64984052,8.607041078,10.20304461,10.35404907,9.183775093,0.353726441139778,0.375279134595437,7.81496743392606
"GSM672701",15.0717881,12.5327658,14.69906245,11.11935985,12.65138587,11.54112342,11.4285632,10.33233123,13.60160558,13.46367286,10.46929405,11.10436394,11.47064201,11.01674572,12.15447286,12.988971,11.67439108,11.20221599,11.40767807,11.40904461,12.53577732,12.24164052,11.35503383,11.01436617,10.98274721,11.8387684,10.82892454,14.37000297,9.650143866,11.00363941,14.35301933,13.20505651,11.00122007,14.26946022,13.0950171,11.20453309,10.14765651,11.65346208,12.60599777,13.67681933,11.0487987,11.09734126,14.20445688,9.273874721,11.32135353,11.61880967,13.17595502,0.153422370416989,1.02186512464784,8.72435808544593
"GSM672702",15.22313234,12.82942007,14.90230818,11.06212491,12.79915149,11.52469963,11.23992454,10.2294197,13.49025093,13.61280632,10.64325093,11.0330539,11.37684758,10.88349665,12.15521543,12.92673643,11.74338513,11.41637175,11.60519591,11.52100074,12.71507175,12.24164052,11.34212082,10.8880052,10.86057249,11.86338253,10.78880818,14.11029777,9.679448327,11.17175985,14.47120892,13.05770223,11.06334126,14.47455279,13.2291658,11.21668625,10.7172513,11.80120297,12.53408699,13.83099145,11.15301375,11.05639108,14.26004424,8.9752171,11.26426877,11.78330967,13.25369033,0.182492045028752,0.905908868161928,8.56127144692321
"GSM672703",15.28264684,12.28742007,14.94641301,11.13242119,12.63741822,11.47064201,11.35999851,10.24135167,13.51256134,13.53224944,10.51903086,11.02599331,11.32364052,11.04640242,12.01652491,13.02110836,11.59898848,11.28929814,11.49352602,11.46694833,12.47473234,12.11744535,11.38041859,10.91817807,10.9214461,11.74086617,10.83237323,14.15158996,9.907265799,11.07857138,14.54011041,13.04626283,11.03527658,14.38725613,13.08300781,11.29894126,10.13052454,11.4645171,12.68798067,13.63642639,11.10905242,10.82198364,14.29121375,8.840472491,11.27385204,11.55308104,13.25168253,0.204981226522645,0.823959706709303,8.4460140759448
"GSM672704",16.21444944,12.05292342,15.60525576,10.00627323,12.92503755,12.86331896,12.95488401,12.12215242,9.815632714,13.58394275,11.10492732,11.47432714,11.8141171,10.35757398,10.85317881,12.63741822,10.76070037,12.2190777,12.52980595,12.67413941,13.29444201,12.65458104,12.45830409,12.02055242,12.40194684,12.63305613,11.87946413,12.37358587,13.08980112,11.84897658,13.39100595,11.38389442,10.86057249,13.30005502,13.84343978,11.11701859,9.423810409,10.16625242,12.65605019,12.60065019,9.529263569,11.44532602,13.1633513,9.082944981,11.14255428,11.07273717,11.64412119,0.220474225128948,0.770592597525344,8.37095592291152
"GSM672705",16.0724342,12.32160558,15.59743048,9.759736431,12.99432751,12.64979145,12.7521803,11.96554164,9.322251301,13.39879777,10.91509684,11.44420669,11.70048234,9.971773978,10.48817732,12.10308439,10.46812714,12.16308104,12.40504387,12.52835316,13.08807955,12.73507807,12.42150967,12.06628662,12.29753643,12.56009368,11.97097658,12.19544498,13.30585762,11.9506539,13.42601599,11.16841784,10.70047807,13.05163569,13.5255539,10.79227621,9.598244981,10.30703643,12.33753643,12.58745911,9.389882528,11.2520632,12.67339796,9.218575465,10.94154387,10.85811264,10.97260186,0.266134388532756,0.62454644700079,8.16554936288579
"GSM672706",15.96520669,12.32301375,15.56470372,9.74697658,13.20863941,12.48520074,12.83902974,11.90309033,10.17872528,13.76423197,10.95294498,11.41400037,11.66706952,9.485410037,10.6408119,12.43023309,10.42009851,12.02383569,12.45830409,12.44648699,13.46152045,12.53873903,12.39153123,11.77574349,11.95485762,12.33317249,11.50178625,12.49575204,12.62380409,11.71836989,13.74509665,10.76431338,10.87328067,12.89221561,13.75962305,10.697229,11.72986729,10.65031264,12.65290223,13.42184944,9.277469145,11.52692491,12.85414851,9.69296487,11.19393717,11.24112156,11.63750186,0.179095058337306,0.918819260069731,8.57942926334522
"GSM672716",15.33721524,12.11816134,14.92148885,10.10210855,12.70161301,12.16173569,12.23849145,11.2284513,10.23546394,12.81402342,10.42009851,11.18137621,11.41876506,10.14274461,10.81497212,12.39224517,10.5558368,12.07855874,12.35933978,12.55260149,13.42404535,12.43780892,11.97753792,11.45977212,11.55433086,12.17600892,11.35176059,12.84223494,11.09843086,11.49097026,14.07067323,11.53634684,10.88912007,13.24788216,13.06578587,11.03646654,8.830728439,10.37321041,12.14741227,14.03156208,9.484101859,10.86634126,13.36020558,8.867563197,10.97927509,11.2080881,11.58256431,0.20224016622045,0.833646290168129,8.45963776804167
"GSM672717",15.190129,12.07438996,14.9356,9.987192565,12.67568848,12.24736022,12.12079071,11.10315688,10.29473086,12.73823494,10.44810948,10.64919294,11.29289665,10.09368364,10.69497435,12.42726766,10.49189926,12.0286052,12.29315279,12.36528178,13.30210743,12.31027584,11.94797546,11.44062416,11.58320019,12.25859294,11.284429,12.78510967,11.15801487,11.32135353,14.36337323,11.48984164,10.69610112,13.45621375,13.06405353,10.83472677,8.923778439,10.21655725,12.14044424,13.86138401,9.430920818,10.94614238,13.47812268,8.696739033,10.95881636,11.02488141,11.51118996,0.245162936283387,0.689790613152867,8.25731199875747
"GSM672718",15.51421413,12.04601524,14.98879926,10.05959888,12.75695279,12.30957063,12.22879703,11.24592528,10.2214171,12.95834721,10.55690632,11.11935985,11.38151115,10.23660632,10.86752045,12.66787807,10.7748487,12.20520706,12.39912119,12.57254721,13.37430892,12.42150967,11.94402528,11.61319387,11.4645171,12.28581264,11.30249071,12.82640149,11.51852045,11.88872416,14.21381301,11.62863903,10.85192937,13.5084171,13.20863941,11.02024349,8.795147584,10.34221784,12.4661171,13.60618996,9.467850558,11.27323086,13.50622305,8.571306691,11.09734126,11.19147212,11.80381487,0.226674299933784,0.749844108345154,8.34177421717722
"GSM672719",16.3629342,13.02196208,16.10869665,10.65031264,12.99944721,11.52100074,10.93698327,10.09834833,12.65605019,12.98724424,10.42834387,11.50759814,11.6620948,9.968082528,10.53918104,12.11942565,10.45493383,11.5471777,11.73722937,11.82445613,12.53718401,12.40194684,12.31870483,11.85151487,11.8281881,12.49886208,11.30132639,14.75811599,11.88872416,11.05639108,15.6989948,12.6418026,10.18235576,13.49977695,11.51478885,10.35518699,14.84428699,11.38512714,12.1503,16.09371152,9.620627138,11.55567323,13.62914721,13.10592714,13.34507323,13.35045167,11.37323197,0.470132896477799,0.0749357992267076,7.39254964938903
"GSM672721",16.31574647,12.69099182,16.21444944,10.56517138,12.74905093,11.67967361,11.13001301,10.18292509,12.46166171,12.76159257,10.5722368,11.58383606,11.65285409,10.08164275,10.54045279,12.09641227,10.50141338,11.58256431,11.79868662,11.82372305,12.44648699,12.40042639,12.36217918,11.83996506,11.89411264,12.53648067,11.32697918,14.56330743,11.69867212,10.65589554,15.59743048,12.76600149,10.20419591,13.45721859,11.41517398,10.47046803,14.77223197,11.47960353,11.97239591,16.27558253,9.696065428,11.37801599,13.60378104,13.19436877,13.28452677,13.24083643,11.4039948,0.447987313335221,0.130748041788001,7.47104675945089
"GSM672722",15.53897138,12.38281004,15.42020595,11.24836134,13.30973011,13.64935428,13.70143383,12.66125818,12.87134275,14.5931777,11.39341227,11.77836766,12.13241078,11.55567323,12.61107732,14.10748848,12.27279517,13.44939033,13.71904721,14.11029777,14.58543234,12.63451004,12.29465353,11.61025167,11.81170372,12.22743866,11.24358141,14.37000297,10.83013309,11.16719814,14.74027026,12.91305019,11.58383606,14.13440409,14.31640743,11.65469554,8.546823048,8.290675465,13.96540669,14.14266803,10.31406059,12.3463026,13.61981078,8.242130112,11.65711152,11.82298996,14.34210483,0.460951831634752,0.0980360552940308,7.42503899688268
"GSM672724",15.49940186,12.27279517,15.10350818,11.13479888,13.19629331,13.76194498,13.63843383,12.63741822,12.20908513,14.42209108,11.53395353,11.89274275,12.17460074,11.90059108,12.65911338,13.95716766,12.52103866,13.32523234,13.71904721,14.13842528,14.40846283,12.67092974,12.30054126,11.92018364,12.20097844,12.54327509,11.58882602,14.03459963,10.97314981,10.97694387,14.07896877,12.83584424,11.83606431,13.66527955,14.30992379,11.71601041,8.074649442,8.144518587,13.67681933,13.52997026,10.45367881,12.01517881,13.7522145,8.432450558,11.92279405,11.86726952,14.2077948,0.374048935774256,0.321148481585163,7.73883539493119
"GSM672726",15.84610186,12.65978978,15.68968439,11.59898848,12.9331223,13.81582714,13.82848513,12.55874387,14.30992379,14.52209926,11.54819108,11.99250855,12.20774981,11.79868662,12.84992788,14.43607286,12.4632171,13.53453569,13.96823197,14.08209294,14.53294684,14.08497249,12.35341599,12.13786729,12.26289851,12.63451004,12.16308104,14.57414535,12.09768922,11.67439108,14.85846468,13.10047026,11.96765929,14.07067323,14.29400892,11.86726952,8.494804275,9.207777695,13.98436729,13.77427435,10.62500372,12.08955204,13.6106,9.416856134,11.9506539,12.25010112,14.5706171,0.24660677909812,0.685206602317147,8.25086481823608
"GSM672737",15.56470372,12.35779405,14.93051896,11.51478885,13.12800297,13.73590855,13.90805539,12.59420093,14.12791078,14.47120892,11.47432714,11.81549405,11.99779554,11.91889442,12.52257955,14.29400892,12.58894312,13.87415316,13.97636729,14.11871338,14.50400372,13.15597175,12.10151896,11.6998658,11.7975223,12.42288327,11.62863903,14.31325613,11.12107398,10.95534349,14.54011041,12.95315316,11.70866914,14.12176357,14.45026283,11.94402528,8.089684015,8.39470223,14.06186803,13.47410706,10.45007435,11.94133643,13.37626729,8.474837918,11.95744758,12.07438996,14.55602639,0.424199430660342,0.19116176111279,7.55601561498247
"GSM672738",15.53897138,12.38124796,15.02706357,11.55933717,13.53453569,13.52142082,13.83360706,12.61667063,13.58394275,14.69077807,11.56554647,11.77446952,11.97239591,12.01371413,12.66355688,14.30661041,12.70985446,13.90293309,14.15931245,14.19217844,14.78475056,12.82640149,12.13645688,11.70109888,11.88574814,12.19107955,11.49352602,14.27576691,11.02712677,10.97927509,14.52588253,13.2786855,11.70866914,13.97082379,14.44320929,11.76959033,7.898386617,8.416739033,14.03726022,13.49233792,10.46812714,11.9506539,13.44308773,8.246547955,11.85276729,12.07172602,14.78045019,0.473364988179341,0.0668137507471062,7.38112639699542
"GSM672739",15.92557398,12.42726766,15.56470372,11.85939182,13.3702461,13.91831896,14.10461152,12.89221561,14.5439829,14.72558922,11.79868662,12.09093494,12.33753643,12.09641227,13.10414349,14.43607286,12.65290223,14.02859517,14.34949888,14.64045799,14.99943048,13.46672472,12.84223494,12.30265483,12.58011896,12.85762007,11.87109368,14.77594758,11.78835316,11.31335911,14.43977026,13.48236691,11.7445632,14.1456342,14.52209926,11.8141171,8.062080297,8.715765799,14.22263903,13.33925093,10.75493755,12.50924944,13.65857993,8.364927881,12.23849145,12.34049442,14.9356,0.417768578779385,0.207605310463396,7.57914263951951
"GSM672740",15.98063123,12.6866171,15.5469539,11.12871487,12.1883777,13.24435279,13.21777212,12.14592454,11.47251487,13.59952639,9.969389963,12.43471264,12.72569926,10.46688848,11.47064201,13.49333755,11.14142193,12.79503234,12.95488401,13.16499442,13.95159331,12.36067658,12.37289182,12.25424572,12.20169312,12.85683234,11.24960967,14.5931777,11.96003271,11.18360929,15.07704164,13.10592714,11.10905242,13.6940316,13.49977695,11.15552937,9.356207435,9.276871004,12.43612565,13.86665948,10.06631375,11.41994833,13.26165428,9.843672491,11.65957844,11.6064513,14.15506134,0.26981099918867,0.613384702776199,8.14985093141858
"GSM672741",16.07966952,12.73823494,15.4277855,10.46318996,12.52685316,12.58011896,12.74756208,11.31214572,10.85379126,13.18883978,9.984120446,12.40349591,12.81002361,10.13658327,11.11124164,12.97032825,10.79103494,12.63741822,13.04626283,12.95834721,13.89516245,12.65911338,12.24872342,11.57750409,12.08812974,12.34201004,11.43575836,14.64447732,11.78955725,11.64738439,14.71898885,12.43780892,10.93087398,13.5255539,13.00110632,10.88470892,8.279827881,9.148971747,12.11942565,13.0917539,9.951659108,11.26426877,13.14143123,9.347269517,11.27084554,11.41994833,13.57313309,0.384912646035266,0.292603429522746,7.69868821591389
