"","divIB","spoIIID","gerM","ispG","mraY","murB","murD","murE","murG","pdaB","sbp","spoIID","spoIIIAA","spoIIIAB","spoIIIAC","spoIIIAD","spoIIIAE","spoIIIAF","spoIIIAG","spoIIIAH","spoIVA","spoIVFA","spoIVFB","spoVB","spoVD","spoVE","spoVV","yaaH","yhaX","ylmC","ylxW","ylxX","ypjB","yqfC","yqfD","yqfZ","yqhV","yrzE","yugU","yuzH","pval","z","inv_cof_var"
"GSM672649",11.34274758,14.36693011,12.55413048,12.16591599,11.73118327,12.18289145,12.19250186,11.98993309,11.20118141,10.42954089,11.55055688,11.08095762,10.75363569,10.41267844,10.23182268,10.38775948,9.57370223,11.25631822,11.0511671,12.56166506,14.47804424,10.59934572,10.50141338,8.984360223,10.18716803,12.22743866,8.601725651,12.21031896,13.32734535,12.11406171,11.21415576,11.18137621,11.4039948,11.18467807,11.13814721,8.689369888,9.396359108,11.85025242,8.282275836,8.523357993,0.0264757252215486,1.93531664958569,8.14951259523085
"GSM672650",11.33414907,14.25402268,12.56166506,12.33753643,11.76177175,12.07172602,12.13850446,12.0286052,10.9214461,10.30587918,11.3998513,11.08671896,10.48458067,10.21708643,9.964272119,10.1033316,9.257236803,11.2785487,11.02488141,12.42150967,14.39110335,10.12925874,10.33478216,9.074196283,10.01256431,11.96415093,8.438575465,12.17460074,13.03394164,11.6522461,11.27969628,11.26915056,11.43100372,11.06557435,10.90626022,9.220974721,9.020110409,11.62737993,8.466633086,8.335963569,0.0278327906017665,1.91364460785377,8.11777293814698
"GSM672654",11.89925465,11.78463792,10.25008439,12.65458104,11.99907435,12.09369554,12.64667732,12.59350818,11.28802677,9.213757621,11.74586245,9.254644238,8.566478067,8.650404461,8.242130112,8.230542007,7.734865799,9.11824461,9.305324535,10.78767732,12.1883777,8.345705204,8.466041636,7.992124907,8.1188829,11.83996506,7.563181041,9.611350558,10.58764238,11.7148948,11.78084387,11.76691301,10.75109331,8.990778439,9.000723048,8.767733086,8.056952788,9.652842007,8.955711524,8.747633457,0.304954375868704,0.510203712219401,6.06237209885719
"GSM672655",11.92414164,11.18790892,9.512559851,12.57254721,12.12079071,12.25278848,12.6866171,12.61541041,11.4235684,8.443499628,11.78586766,9.174869145,8.106679554,7.74493197,7.879058736,7.970501487,7.673636059,8.606457249,8.833879926,9.900917844,11.57879851,8.243223048,7.922566729,7.82857658,7.9902,11.90059108,7.544768401,9.144256877,10.42834387,11.76959033,11.88260409,11.96693457,10.78880818,8.711276952,8.667276208,9.055988104,7.789472491,9.10020223,9.263840892,8.787394052,0.4426509345926,0.144251507420853,5.5264190200901
"GSM672666",12.04739517,11.72854535,9.1231,12.65605019,11.96415093,12.13388587,12.68201636,12.52685316,11.32936877,8.18960632,12.04866431,8.989582156,8.502789963,8.158015613,8.127392193,8.106679554,7.915737175,8.880273792,8.8751171,9.486692565,11.06445836,8.53545948,8.515509108,7.646154275,8.263677323,11.85551673,7.499842751,9.487980669,9.56301487,11.95485762,11.72211413,11.78463792,10.62261115,9.514567844,9.637282528,9.053477323,8.071515242,8.596263011,9.228067658,8.692872119,0.354458792999219,0.373310199722652,5.86188553661264
"GSM672667",12.0542368,10.90736766,8.71819145,12.63076952,12.10452751,12.35341599,12.64667732,12.76159257,11.23174721,7.838514126,11.89151413,8.992026022,8.170942379,7.8573171,7.867135316,7.729094424,7.600991078,8.194155019,8.272876208,9.021356134,10.29119926,8.333586989,8.364927881,7.591762082,7.952664312,11.96693457,7.374932714,8.915866543,9.240836059,11.67839033,11.9083223,12.03685651,10.65717695,9.389882528,9.394066171,8.9701171,7.600063197,8.41797881,9.395199628,8.976527138,0.495847134669552,0.0104098776670048,5.33040207417972
"GSM672674",12.46005688,7.889139777,9.49563197,11.90309033,10.41518587,14.39777584,10.62021264,11.11701859,9.564360967,7.713698885,10.89029628,9.35100632,7.78546171,7.540397398,7.586030483,7.672643866,7.256120446,7.867135316,7.874073978,8.240462825,8.421766914,7.652220074,7.535639777,7.245240149,7.564976208,9.861586245,7.337226766,8.028971747,9.490528996,10.44625204,11.28319888,11.18790892,9.650143866,8.595100743,9.379951673,7.575992937,7.462750558,9.220974721,10.29473086,9.702426022,0.482825056230782,0.0430645068578416,5.378226213019
"GSM672677",12.41698625,8.30718513,9.519147584,12.64033755,10.23892602,14.28505874,10.6261316,11.5136026,9.530714498,8.361323792,10.29861822,9.883156134,8.995851673,8.38036803,8.41797881,8.337157993,7.980865428,9.011796654,9.264464312,9.997590706,9.921168401,8.456971375,8.05742119,7.440665428,8.259020818,9.815632714,7.285741264,8.169930112,9.855135316,10.23424796,11.84758067,11.13121933,10.1611948,8.450677695,9.10509368,8.582377695,8.228271004,9.292084387,10.12191822,9.067673792,0.233130140562469,0.728577279015071,6.38218977972051
"GSM672678",12.51217212,10.0087881,11.67839033,12.79503234,10.38045316,14.06780892,10.82305316,11.53634684,9.857076766,10.50079145,10.59532491,10.59873699,10.55690632,10.09195372,9.660145725,9.690378996,9.611350558,11.34575651,11.22137844,12.27727844,12.23849145,10.1254855,9.481560223,8.330175836,9.731569888,10.24135167,8.369905204,10.01496245,10.76186208,10.01761338,11.73589108,11.38870186,10.54862454,9.378848327,9.83625948,9.421905204,9.974054275,10.52022342,9.954214126,9.000723048,0.00854367582821195,2.38482275812462,8.80783403621976
"GSM672679",12.58745911,12.29315279,13.05512156,12.74146729,10.28280446,13.72616989,10.80522639,11.49468773,10.21829015,11.94133643,10.5733777,11.61993123,11.58383606,11.14480149,10.42367732,10.41638848,10.25613717,12.58472156,12.32584796,13.25572045,13.65160669,11.32936877,10.41760929,9.094909851,10.92505576,10.48689405,9.071826022,11.2080881,12.36989182,10.44165911,12.15306543,11.41876506,11.22137844,10.38173197,10.67807119,9.864209294,10.89157584,11.68098401,9.838756506,8.92820539,0.00380971618656258,2.66848436941801,9.22326892609676
"GSM672680",12.60364461,13.30005502,13.37430892,12.77709554,10.3635,13.52142082,10.95179145,11.45066599,10.4428803,12.22038662,10.588729,12.00980706,11.89014201,11.38041859,10.78641524,10.80278067,10.46563457,12.85326877,12.43612565,13.55136803,14.26317249,11.75678996,10.72997732,9.576361338,11.40649405,10.85811264,9.282447212,11.94402528,13.14873532,10.70532379,12.10151896,11.55183606,11.44888067,10.94499814,11.21184758,9.738382528,10.92041933,11.92279405,9.70606803,8.896774721,0.0041245487580118,2.64170046065813,9.18404271520625
"GSM672681",12.54327509,14.11600446,13.32523234,12.83584424,10.50263755,13.4450803,10.85317881,11.15301375,10.47099944,12.29611413,10.30703643,11.94133643,12.04352379,11.51009108,11.02024349,11.07735651,10.77360446,12.62237993,12.58745911,13.57092379,14.50030743,11.59585948,11.05514201,9.689711524,11.49097026,10.98734907,9.279881413,12.57880929,13.44308773,10.93586171,11.802529,11.32697918,11.36494387,11.4622,11.43575836,10.0693658,11.09843086,12.11406171,9.366164684,8.740119703,0.00469101332862479,2.59781045559615,9.11976387487785
"GSM672682",12.47178253,14.98879926,13.97636729,12.99076729,10.629771,13.2749487,11.38041859,11.29171004,10.96861338,12.95488401,10.07542639,12.56927323,12.57254721,12.18015093,11.42303234,11.45005353,11.28802677,13.32523234,13.22730074,14.24770112,15.03851413,12.23710446,11.34212082,9.972934944,12.10581004,11.4285632,9.637282528,12.99944721,13.78598662,11.40767807,11.8535184,11.14480149,11.63497546,11.88637695,11.88511933,10.59594424,11.67702007,12.58323271,9.400000372,8.484050743,0.0111653686759616,2.28469467052718,8.66119205370063
"GSM672692",12.01652491,12.52685316,9.601017844,12.90368476,11.77196952,12.83584424,12.45247361,12.20380818,11.05060483,8.188528253,11.54940074,9.051007063,8.238844238,8.041408922,8.016636059,7.900626766,7.779686989,8.797762082,8.548211524,9.775313755,11.94797546,8.466633086,8.326605204,7.558524535,8.172524535,11.84121078,7.433513383,9.913620818,10.49409517,11.33291115,11.87109368,11.64111115,10.47503271,9.502141264,9.64251487,8.513081041,7.852455762,9.288671004,9.753242379,9.353508178,0.374396699514555,0.320230770311166,5.78414838066916
"GSM672693",12.1154171,11.86338253,9.589195539,13.02854461,11.72986729,12.80153755,12.18289145,12.1644855,10.84505911,8.252212268,11.09843086,8.908124535,8.368715242,8.104676952,8.054964684,7.913249814,7.773863569,8.702976208,8.392362082,9.723099628,11.65346208,8.439837918,8.303515613,7.533924535,8.166616729,11.6620948,7.455511152,9.752057249,10.1489197,11.34212082,11.68967509,11.38151115,10.44105465,9.548863197,9.602318959,8.242130112,7.996134572,9.516484387,9.789263569,9.559210037,0.338458891312802,0.416672758435538,5.92539190859415
"GSM672694",12.158871,11.35451468,8.976527138,12.66570799,11.59830892,12.78678773,12.11117286,12.0407881,10.72404349,7.909552788,11.42984089,8.57858513,7.935463197,7.599577138,7.74493197,7.683959851,7.514560409,8.094953903,8.103662082,9.103892193,10.88695465,8.090775465,8.117831227,7.35901487,7.843720446,11.62494535,7.277204089,9.225799628,9.657711524,11.64984052,11.91107807,11.58508885,10.55470335,9.327350929,9.564360967,8.068419703,7.553907435,8.803594052,9.759736431,9.453789963,0.480022537773514,0.0500970186281345,5.38852563541715
"GSM672698",12.40349591,14.04280037,13.78598662,12.47901264,11.03410706,12.68502305,11.40524758,11.40904461,11.51852045,11.84897658,10.45493383,12.988971,13.37237472,12.79327175,12.53873903,12.54480855,12.0286052,13.51480558,13.43859219,14.13993457,15.75899182,12.57012175,11.93357212,10.52528401,13.00110632,12.14741227,10.85080967,11.97618699,13.71904721,12.58323271,11.88757881,11.16042491,13.0393197,12.42288327,12.17530483,10.84853383,12.80924201,13.81311004,8.776394424,8.337157993,0.00814108911451729,2.40252821982315,8.8337644626085
"GSM672699",12.12079071,14.32645576,13.9789632,12.3683684,10.99077807,12.66046617,11.23406803,11.10549071,11.69346877,12.2758855,10.3481119,13.0185829,13.35631375,12.86164312,12.34786914,12.48520074,12.02192007,13.68176245,13.72151636,14.2572026,15.55620743,12.65214405,11.93222788,10.63703123,13.06929071,12.09219442,10.79744665,12.31733383,13.87933941,12.90971413,11.89547138,10.94041004,13.07200688,12.39224517,12.34349182,11.09626803,12.76305799,13.94646394,10.67258401,10.26231375,0.000308082999528017,3.4243967204122,10.3303357683813
"GSM672700",12.32584796,14.71898885,14.13102342,12.49575204,11.18137621,12.84514201,11.56050372,11.44300781,11.86197993,12.51368253,10.51658141,13.26346171,13.44091413,12.82796729,12.3683684,12.43780892,12.04472491,13.97082379,13.85909405,14.40469851,16.15247212,12.82026617,12.03818364,10.70532379,13.27106394,12.35069814,10.85080967,12.54641822,14.27227695,13.02431227,11.68854647,10.72760855,13.06224758,12.54327509,12.44805874,11.04938625,12.91305019,14.04280037,8.629306691,8.547517286,0.0178935784407983,2.09933753477217,8.38972838637819
"GSM672701",12.04739517,10.85690223,10.30279331,12.89724424,11.24703346,12.10021896,11.66081524,11.72986729,10.59184312,8.620707063,10.98158476,9.314887361,8.915866543,8.734165056,8.767733086,8.56752974,8.296347212,9.286335316,9.124426394,10.09775465,11.50648104,9.136124535,8.972713011,7.76787026,8.324903532,11.54819108,7.763843123,9.501473978,10.48335762,13.52142082,11.99124944,11.03646654,10.19692082,8.940002974,9.026469888,9.258460595,8.298687732,9.472736431,9.487980669,9.181440892,0.161340144568315,0.988964953173479,6.76353896633089
"GSM672702",11.91770855,11.24299684,10.70047807,12.78678773,11.17368755,11.92544981,11.61762454,11.74211264,10.21518253,8.792524907,10.88583123,9.567028625,9.062107435,8.705665428,8.83260855,8.804210781,8.457538662,9.032881413,9.129148699,10.43927658,11.94543792,9.078164312,9.058432714,7.742886245,8.267149814,11.69867212,7.817295911,9.871837546,11.06445836,13.2749487,11.75320818,11.05744312,10.21035353,8.989582156,9.054672491,9.298148699,8.487209294,9.786729368,9.507092565,9.202943866,0.123756322999407,1.15641207217079,7.00877262739516
"GSM672703",11.74700781,10.36729665,9.750860223,12.78364684,11.24241227,12.05938885,11.63990818,11.70866914,10.41029554,8.337157993,10.87773792,9.068281041,8.670428625,8.34082119,8.391205576,8.302290706,8.03609145,8.756268401,8.670428625,9.613957249,11.00605204,8.663332342,8.622026766,7.673139963,7.965228625,11.580029,7.58419145,9.145479182,10.1606119,13.02110836,11.54940074,11.09626803,10.05217361,8.739593494,8.879577695,8.868964684,7.935463197,9.046287732,9.669020446,9.384436245,0.224024033702684,0.758673208439168,6.42626659035779
"GSM672717",12.10981524,9.129148699,8.956904089,12.81874535,11.95198364,12.89897175,12.41698625,12.36989182,11.18912454,7.872061338,12.05292342,8.595686989,8.255571375,7.979769517,7.965228625,7.866666357,7.704572862,8.43369145,8.409305576,9.137415985,9.831281413,8.416739033,8.337157993,7.579066729,7.939507435,12.083521,7.428180669,8.338381041,9.006797026,11.82445613,11.96150149,11.78084387,10.64563569,8.935267286,9.101403346,8.292988848,7.829472119,8.57858513,9.396359108,9.263217472,0.496425507403415,0.0089600440975753,5.32827872923181
"GSM672718",12.10844647,9.533196654,9.044461896,12.76756729,11.9097197,12.80470855,12.49718067,12.51518699,11.17542156,7.874073978,12.1703171,8.761433086,8.341881784,8.023792937,8.072568773,8.019628996,7.8193171,8.369905204,8.356741636,9.137945539,10.15011822,8.477389963,8.495408178,7.669763569,7.99810855,12.18015093,7.443320074,8.550620446,9.25350855,11.81923755,11.98850669,11.85746822,10.65251152,8.906881413,9.017775465,8.30718513,7.914788104,8.717047212,9.208952416,9.127955762,0.475815484005157,0.0606587699318895,5.40399378413766
"GSM672732",12.1503,7.16059777,7.761926022,12.76305799,10.28526989,10.78052045,10.83237323,10.55749665,9.069464312,7.373147584,11.35883048,8.287225279,7.585147955,7.562291078,7.624310781,7.516815242,7.474165056,7.690520446,7.810275465,8.171969145,8.197505948,7.6654671,7.735430669,7.307651301,7.489437175,10.25863271,7.17857881,7.697311524,10.56931822,8.356741636,11.92944684,11.53634684,9.465282156,8.045720074,8.349314126,7.925253903,7.374932714,7.980865428,10.82305316,10.57109665,0.480924393289509,0.0478336899513302,5.38521089115086
"GSM672734",11.83214907,7.148817472,8.154679926,13.1395539,10.5733777,11.12166803,11.11701859,11.06212491,9.179131599,7.263282528,11.22378216,10.74380595,7.71755316,7.573260223,7.721987546,7.706005204,7.479533457,7.928262825,7.864212268,8.436023792,8.179828996,7.764849442,7.750881041,7.182719331,7.549137175,10.35275874,7.168089591,7.527495539,9.806930483,8.694099628,11.59011673,11.37927323,9.694850186,7.55573197,8.104676952,7.876641822,7.502536431,8.387723048,10.58460242,10.25195558,0.469634473855791,0.0761887313497981,5.42673809480425
"GSM672736",11.93608848,6.842628253,8.1188829,13.28852007,10.26495056,10.51542156,10.75888086,10.73581636,9.215022305,7.234244238,11.46931636,10.9612197,7.760930855,7.606418959,7.705065799,7.649154647,7.575992937,7.780598141,7.817295911,8.239889591,7.963534944,7.700126394,7.703069517,7.27630855,7.546874164,10.08286914,7.126487361,7.452099257,9.809530483,8.534825836,11.82046914,11.32477955,9.392488104,7.499016357,7.928262825,7.655596654,7.545562825,8.375895167,10.52022342,10.2065,0.482525053363097,0.0438172124296706,5.37932858339234
"GSM672745",11.5435829,7.165705948,9.125550186,13.50083327,11.61633606,11.73589108,11.87752714,12.2758855,10.69497435,7.270249071,11.17064349,10.85317881,8.651625279,8.23825223,8.412957249,8.397209294,7.648112639,7.771924164,7.734326952,8.023792937,8.489474349,7.996627138,8.243223048,7.275465799,8.242130112,11.16154387,7.200011152,7.604586617,7.470616357,8.751308178,10.9565684,11.08451636,9.312601859,8.38036803,8.448823978,8.254450186,8.942527509,7.926234201,8.875758736,8.996515242,0.452907582488288,0.118318669758655,5.48843924020635
