"","birA","spx","bshA","bshB1","bshB2","bshC","cca","coaX","dapB","mgsA","msrA","msrB","tpx","trxB","yacC","yacD","yjbH","yjbI","ylaA","ylaB","ylaD","ylbQ","yojF","yoyC","ypjD","ytpP","ytpQ","ytpR","ytvA","ytxK","yugJ","yugT","pval","z","inv_cof_var"
"GSM672783",11.50648104,13.76680818,11.44644647,11.9506539,11.97239591,11.17905353,11.6026777,11.51118996,11.67574201,11.55055688,11.95618216,11.580029,13.96540669,12.03426766,11.4886,11.3258513,11.59458271,12.20908513,8.400856506,8.692872119,8.695480297,11.545929,12.31318253,12.54327509,11.85088364,12.67092974,12.5494855,12.99339981,10.30216766,11.07978216,11.45127844,8.49786803,0.0928594385804605,1.32335040326713,8.84256011419872
"GSM672784",11.76055242,14.37000297,11.6026777,12.05551227,12.32742639,11.21893048,11.580029,11.48512491,12.10981524,12.00236227,12.14881636,12.12529108,14.41869665,12.07309777,11.26177993,11.27969628,11.96296022,12.20774981,8.349314126,8.530658364,8.818431227,11.35999851,12.46749591,12.56166506,12.17875688,12.49575204,12.67875353,12.9007197,10.41393086,11.77964126,12.00980706,8.625007063,0.166588106435575,0.967736042337138,8.57157522967946
"GSM672785",11.65957844,13.89249665,11.66395874,12.04537007,12.16173569,11.33044126,11.81669368,11.47898253,11.76822193,11.51009108,12.09768922,11.82759758,14.2077948,11.98320223,11.44062416,11.40099572,11.78330967,12.35069814,8.281063941,8.664556134,8.772980297,11.64603123,12.50487918,12.67413941,12.01236766,12.6836,12.5312223,13.00624349,10.2294197,11.22901822,11.85939182,8.466633086,0.164219946685934,0.97726112560284,8.57883352369785
"GSM672786",11.81292007,13.60378104,11.6064513,12.00036022,11.94543792,11.43328625,11.71235911,11.66145502,11.92279405,11.68223941,12.16173569,10.78052045,14.31970743,11.97753792,11.26177993,11.51240149,11.59268067,12.10021896,8.399660595,8.750019703,8.484646468,11.72477063,12.54170929,12.68502305,12.01517881,12.77089368,12.57407212,12.57254721,9.952976208,10.90965465,11.85025242,8.305863941,0.24799850715638,0.680801636670931,8.3529257730582
"GSM672787",11.6998658,13.47612974,11.66706952,11.914479,11.91889442,11.09271227,11.81669368,11.6386974,11.51608104,11.45859368,11.6834855,11.35117491,13.90805539,11.5781513,11.62253309,11.38389442,11.87618959,12.30598216,8.391205576,8.697910409,8.493020818,11.53860669,12.23151078,12.63741822,11.7644632,12.74603086,12.4661171,13.05163569,10.28526989,11.01436617,11.43945204,8.221736059,0.161870899138146,0.98679774940267,8.58610061182203
"GSM672791",12.10452751,13.96283048,11.86726952,12.30746208,12.04151283,11.38389442,12.1503,11.59151078,11.93752491,11.98251654,12.16032193,11.67184201,14.26004424,12.42567472,11.63990818,11.60009591,11.90440112,12.61945911,8.021720446,8.487209294,8.429466914,11.73722937,12.233029,12.38049331,11.96415093,12.71191784,12.8108052,13.25773792,10.41029554,11.24112156,12.51368253,8.20314052,0.435698966728082,0.161883072140852,7.95749998958776
"GSM672792",11.97911264,14.00869331,11.86062565,12.18706394,11.92279405,11.19393717,11.99250855,11.51795558,11.80120297,11.95349405,12.11607323,11.52934052,14.05076654,12.36217918,11.59762937,11.50065985,11.94935167,12.48819219,8.080995167,8.560181041,8.362547955,11.545929,12.29465353,12.44072714,11.88011524,12.73666097,12.63525335,13.18522751,10.53229405,11.29171004,12.39912119,8.235281784,0.339800168982489,0.413008565771704,8.14886237639754
"GSM672793",12.05292342,14.21655688,11.78200855,12.23010929,12.07040112,11.38151115,11.99124944,11.56554647,11.85680372,11.89014201,12.1644855,11.63251747,14.51807323,12.40349591,11.46279331,11.36724349,12.06361859,12.5327658,8.121063569,8.453284015,8.335963569,11.61507807,12.44507026,12.67568848,11.9341974,12.74756208,12.70631673,13.12992751,10.54045279,11.36371152,12.43328327,8.312686245,0.443242347410058,0.142753712272643,7.94292305472704
"GSM672794",11.68967509,13.85627844,11.57506468,11.79868662,12.03001301,11.33772937,11.6998658,11.88757881,11.69867212,11.45977212,11.77697584,11.99124944,14.32986134,12.3842197,11.61378959,11.43697807,11.86197993,12.56771524,7.906473978,8.529390335,8.823742007,11.81292007,12.44072714,12.83584424,12.23710446,13.00295056,12.60212045,13.33719963,10.77818476,11.33044126,12.31169033,8.162204833,0.390357752715453,0.278386729423316,8.0462779850326
"GSM672796",11.57750409,13.52997026,11.31671078,11.63251747,11.61880967,11.27143494,11.66844684,11.34212082,11.66456952,11.47546394,11.73466357,10.80762305,14.04552862,11.35883048,11.12277175,11.43328625,11.6169803,12.09093494,8.265997026,8.57067881,8.404481041,11.56554647,12.19392119,12.51075985,11.69475316,12.46749591,12.41567323,12.61245019,9.978907063,10.36471933,11.35399554,8.17870632,0.22126766595837,0.767918960918212,8.41931082564449
"GSM672797",11.85939182,13.82848513,11.73118327,12.29611413,11.74700781,11.22137844,11.92279405,11.70220223,12.03001301,11.84500446,12.1703171,11.7975223,14.56695242,12.32301375,11.58508885,11.59519071,11.9466974,12.59782974,7.952664312,8.441049442,8.461734572,11.75807658,12.39445725,12.59205613,12.07172602,12.79829665,12.77562007,13.04114164,10.59812825,11.58256431,12.64419201,8.32960632,0.452705944968961,0.118827665662239,7.9246909536365
"GSM672800",12.15180074,13.95159331,11.94402528,12.42150967,11.97502342,11.40649405,12.26726022,11.56554647,11.99779554,12.04472491,12.22466394,11.67967361,14.30353717,12.34349182,11.61378959,11.55308104,11.99250855,12.59205613,7.984951301,8.494200372,8.42054461,11.68608067,12.29166617,12.61394312,11.87044089,12.68944535,12.90971413,13.23309777,10.57802751,11.44532602,12.86639294,8.224694424,0.468501106969973,0.079038231358593,7.89437065039661
"GSM672801",12.24009331,14.1456342,11.93222788,12.31169033,12.07722007,11.61025167,11.9427,11.8387684,12.09369554,12.20380818,12.13388587,11.11823309,14.48155167,12.58323271,11.6089539,11.72854535,12.06496617,12.31801933,8.228271004,8.595686989,8.465450186,11.78330967,12.46461859,12.61541041,12.2190777,13.02854461,12.89724424,13.18357249,10.47985502,11.12166803,12.63002937,8.367407435,0.411185970898363,0.224495276679955,8.00521167640534
"GSM672802",12.10151896,14.16637026,11.9387881,12.20520706,12.07722007,11.36127584,12.12079071,11.64111115,12.04866431,11.88260409,11.85939182,11.79491301,14.17364758,12.39445725,11.57750409,11.53634684,11.78586766,12.50924944,8.059950186,8.549405204,8.721894796,11.81923755,12.43023309,12.65458104,12.16308104,12.82026617,12.77412974,13.18883978,10.65717695,11.23868885,12.69864721,8.375895167,0.298678270932593,0.528205745767621,8.23664481138274
"GSM672804",12.00980706,14.01120595,11.89274275,12.37062602,11.98183086,11.34212082,12.20380818,11.88757881,11.89151413,11.8646974,12.21173457,11.67184201,14.74947249,12.06496617,11.6834855,11.55183606,12.00570595,12.69099182,8.108623048,8.505152788,8.628068773,11.77697584,12.44216766,12.87464238,12.00166803,12.83584424,12.82483383,13.2749487,10.62139108,11.61762454,12.64033755,8.439837918,0.41604239428905,0.212028514624615,7.99571176738294
"GSM672805",12.00305651,13.94112825,11.752071,12.35341599,11.89547138,11.28319888,12.13388587,11.53286245,11.74700781,11.78586766,12.18154349,11.7445632,14.42209108,12.09024349,11.59519071,11.37801599,11.99779554,12.56626989,8.104676952,8.437373606,8.422989219,11.68734461,12.30054126,12.50189554,11.79491301,12.72872639,12.82172268,13.32938104,10.46812714,11.45741599,12.66570799,8.182026394,0.46339069670255,0.0918950889473041,7.9041678196106
"GSM672806",11.3281881,13.85909405,11.26177993,11.7060368,11.82570149,11.18580558,11.29289665,11.23174721,11.33414907,11.32135353,12.41698625,11.77574349,14.52588253,11.56860223,11.09389405,11.38151115,11.98519368,12.56927323,8.092948327,8.395967286,8.330175836,11.78330967,12.22743866,12.58745911,11.51852045,12.40656468,12.34786914,12.73666097,10.66314126,10.81730223,12.44963011,7.930322305,0.481151020214891,0.047264977936363,7.87015882895355
"GSM672809",11.83809777,14.53674944,11.80381487,12.1967829,12.2344052,11.35625651,11.63132268,11.67839033,11.90186766,11.74700781,12.35069814,12.03001301,14.79863755,12.59922416,11.73846877,11.81923755,12.37427993,12.9632026,7.97259145,8.503986617,8.704256134,11.7644632,12.38563941,12.61245019,12.14178848,12.71656803,12.91651264,13.4302974,10.91444461,11.58755948,12.62092416,8.445764684,0.455115306069675,0.112747663489274,7.92005787672024
"GSM672810",12.17169294,14.05925799,11.73466357,12.32301375,12.22607175,11.43328625,12.16308104,11.78200855,12.30746208,11.85813271,12.16733941,11.97618699,14.50400372,12.65290223,11.79360967,11.96150149,12.27279517,12.61945911,8.044633086,8.870406691,9.295172491,11.6026777,12.80614647,12.79829665,12.30338885,12.8679223,13.08980112,13.00807138,10.81609888,11.77697584,12.65138587,8.784646468,0.152481973327725,1.02584649393806,8.61585649541703
"GSM672811",11.97502342,14.22564647,11.82298996,12.23010929,11.93222788,11.29894126,12.13241078,11.66081524,11.9588368,11.88872416,12.14044424,11.68734461,14.49293792,12.4776539,11.45513903,11.64227658,12.10581004,12.59782974,8.019628996,8.503986617,8.615913383,11.67314796,12.44358959,12.66046617,11.87752714,12.83584424,12.81402342,13.22730074,10.8880052,11.4562539,12.57565725,8.247687361,0.407798836855026,0.23321085943474,8.01185311568847
"GSM672812",12.07589257,14.34210483,11.91889442,12.40656468,11.94797546,11.3353487,11.94006097,11.75077844,11.97502342,12.07855874,12.35195651,11.73237063,14.47804424,12.4688316,11.63374164,11.5350052,12.05487454,12.63002937,8.096063197,8.554138662,8.476170632,11.86596059,12.51368253,12.73507807,11.96693457,12.75841524,12.77562007,13.41884833,10.88695465,11.37077807,12.58745911,8.337157993,0.413041500133928,0.219727995398569,8.00157891769411
"GSM672813",12.17169294,14.10748848,11.83088699,12.39912119,11.83996506,11.44420669,12.17309703,11.8387684,12.12529108,12.00166803,12.39153123,11.80914981,14.5149171,12.3967052,11.69607844,11.55055688,12.15447286,12.72717732,8.097211524,8.487209294,8.521008922,11.9387881,12.61107732,12.9836684,11.9151855,12.6836,13.06578587,13.39100595,10.68432825,11.59268067,12.64667732,8.411830112,0.452242069462437,0.119998749033735,7.92558334136617
"GSM672814",12.23151078,14.04023532,11.78200855,12.24467361,12.39912119,11.42134944,11.84500446,11.82952268,12.01111041,11.85939182,12.6482026,11.91645465,14.61295725,12.45414126,11.86596059,11.58882602,12.36217918,12.77412974,8.109748699,8.462952416,8.814584758,11.81923755,12.68502305,12.77089368,12.08414498,12.90368476,13.1395539,13.44724164,10.38901375,11.60009591,12.61808885,8.577357993,0.430221815882617,0.175809467167611,7.9681121666051
"GSM672815",11.86338253,13.85627844,11.70866914,12.14044424,11.50417435,11.22259814,11.84240669,11.72986729,11.86852528,11.92944684,12.25278848,11.73177695,14.55987026,12.04223755,11.45005353,11.42599665,11.85680372,12.49886208,8.143954647,8.629306691,8.414241264,11.752071,12.22241729,12.65458104,11.94006097,12.5479145,12.71058885,13.17966803,10.32191208,11.32135353,12.35069814,8.268340892,0.382656087644814,0.298512318987504,8.06161406580749
"GSM672817",11.37801599,13.31550074,11.25086022,11.69475316,11.32936877,10.83640539,11.29526506,11.23406803,11.55682342,11.47189517,11.97618699,11.50890743,14.10461152,10.88349665,11.01195019,11.3876119,11.56918327,12.07589257,8.152455019,8.465450186,8.397209294,11.5769119,11.93087695,12.35640037,11.74338513,12.38714758,12.36217918,12.73823494,10.38305279,10.60737249,11.31214572,8.197505948,0.217226438576076,0.781594573263147,8.42973190150411
