"","aprX","bstG","corA","cwlD","dnaE","hbs","ligA","parC","parE","pcrA","pcrB","polY2","ruvA","ruvB","sbcE","sipV","tagC","uvrA","uvrB","uvrC","uvrX","xkdA","ybaK","ydgG","ydgH","ydiO","ydiP","yerH","yhaM","yhaO","yhaZ","yhjD","yhjE","ykvR","yneA","yneB","ynzC","yorB","yorC","yozL","ypuD","yqhB","yqjX","yqjY","yqjZ","yqkA","yqkB","yqkC","yqzH","ytsJ","lexA"
"xkdA",-0.116576726026051,0.298360498079141,-0.103576789781908,-0.589420929632485,0.573697113956458,0.406641569349322,0.661563014560067,0.540943036670979,0.564471556067357,0.678589477190521,0.655102370454547,0.0475699352017643,0.733500935373786,0.722504551508269,0.181450923351037,-0.153698107313469,0.385462082779544,0.510090453363286,0.5275433898297,0.104021132658152,0.194728292188922,1,-0.493371260759846,0.480841654948411,0.55192960306587,0.777666323565674,0.706983575975489,0.651788800897669,0.257374800133278,0.752256757302957,0.494697594810508,0.137889010054865,-0.102329158618113,0.362314675528259,0.629881515037087,0.674567256677691,0.537095893183777,0.0640429065134139,0.745502688653095,0.299096827693454,-0.416168560346335,0.00315740934265396,0.0370051306063043,-0.0791467672024052,0.16452019667277,0.299824784849624,0.123305995764677,0.0302604521232967,0.582033634339054,0.54256040020604,0.545700393360232
"ybaK",0.266286326262918,-0.044605976766268,-0.141746058367651,0.826217066803145,-0.328067894725855,-0.55230395594379,-0.323289625432313,-0.37942166357518,-0.447030201997341,-0.471016069200834,-0.56052784989326,0.600224118947616,-0.334193144006062,-0.383204594893648,0.455094015032687,0.400426915663112,-0.0852481409809209,-0.198314699156866,-0.248858685097452,0.262551856738259,0.518362556268459,-0.493371260759846,1,-0.213283844462004,-0.279917646497754,-0.642346077519708,-0.673102155925048,-0.404203451016992,-0.0192651831281095,-0.537144675665761,-0.0320822009612079,0.404160565613905,0.317920423482232,-0.227683185136831,-0.418813349525672,-0.421856405273225,-0.38405713348062,0.00113342352078848,-0.337772664246707,0.116821577509663,0.340155528418798,-0.309426369414532,0.619046157362704,-0.290900675219074,-0.614970837775572,-0.761970589559404,-0.489790099437789,-0.340289849234797,-0.821985422597155,-0.437481878515663,-0.605336134002532
"ydgG",-0.0669626376185707,-0.128837928035949,-0.296017569124208,-0.349976322447098,0.178024510706833,0.63179110220734,0.648680258230393,0.619300715949532,0.663776753413734,0.700455201223266,0.738172222535148,-0.0137653577393564,0.755861278508915,0.675509977223575,0.251361035034218,-0.44835722336497,0.150860626543478,0.216915037982546,0.210200752145001,-0.298578889370128,-0.0145968463124028,0.480841654948411,-0.213283844462004,1,0.917106008204185,0.58186702645001,0.553615995217785,0.628706492948802,-0.0470269177519064,0.601358463254637,0.188530700762418,-0.0466488829228617,-0.430705968705682,0.227639124150294,0.263550185259732,0.355877044558656,0.581759236872598,-0.393510172296229,0.414050043166057,0.114087896077925,-0.138965960224374,-0.292462853132267,-0.0501022844426482,0.104405968445313,0.309944607248668,0.368483972004955,0.301656039849169,-0.0958763172221535,0.233120104441991,0.268611432159218,0.210950373011825
"ydgH",-0.0691062001694158,0.0244212174780004,-0.245690637831101,-0.474847116306015,0.371243192957444,0.57932404716596,0.797507029802911,0.694222453778489,0.687209826213516,0.836704112396899,0.755629596864594,0.0391054223933832,0.737123565701805,0.764637613287726,0.34674638644131,-0.389377172977453,0.220219384665079,0.368119047239093,0.328668497209994,-0.201611783482095,-0.0293513137056135,0.55192960306587,-0.279917646497754,0.917106008204185,1,0.659227768067696,0.646316885991073,0.780267528429144,0.0376901179314648,0.666187718094545,0.263807553089157,-0.0258366208581135,-0.375528802112954,0.180472242252885,0.288590243545252,0.400864999300848,0.439015016790443,-0.318369510007776,0.413726833977425,0.0927857289127632,-0.262846474425232,-0.239687697535065,-0.00713745160860834,-0.00663481857994859,0.27398605735627,0.374673912333571,0.191929402853145,-0.0306310513541117,0.299054090286373,0.341160289462685,0.29325626471727
"ydiO",-0.122135931049813,0.372778269325453,0.0427673389403764,-0.698522557494395,0.643952588712211,0.552668144362939,0.705928480751294,0.726283030059555,0.770328185317114,0.786173583834299,0.734055631384839,-0.136048621404087,0.710363359706545,0.768545967027524,0.0929421175904096,-0.348647100465623,0.516229510564421,0.660273227156226,0.653771190469367,0.0316912095267851,0.0127830731531322,0.777666323565674,-0.642346077519708,0.58186702645001,0.659227768067696,1,0.966808029237704,0.755034008729754,0.314764488443446,0.887820161006731,0.520879503974903,0.00183822741329385,-0.306875427843632,0.492113960059485,0.751727067869334,0.805042017769486,0.687994028491699,0.117282960099263,0.755450042841888,0.220026726434669,-0.423567567561463,0.196285091828055,-0.171389166969144,-0.130633878860205,0.249964541253621,0.465487443657402,0.425631955346731,0.24195437233517,0.603433474483639,0.676713535160884,0.791167144618673
"ydiP",-0.21228868237646,0.361383990815634,-0.000478526353204132,-0.740126374049633,0.656781988898737,0.618553165833638,0.697494901402307,0.783800495324569,0.825936453636624,0.816056609995497,0.762420489130114,-0.221142307688265,0.687237136077684,0.780904390816485,0.00937522693263811,-0.384583822943087,0.463278668443781,0.651801020569755,0.646015921281435,-0.024877241593156,-0.0922901289195271,0.706983575975489,-0.673102155925048,0.553615995217785,0.646316885991073,0.966808029237704,1,0.754554771977514,0.277909213015137,0.899079213580207,0.471978772462262,-0.113356060080912,-0.338330319166861,0.444976170051537,0.744859858102388,0.806425023686278,0.654042971922037,0.100207743552811,0.704413945419731,0.133809816415406,-0.432279180396396,0.157058139095952,-0.269792993118883,-0.15342039632052,0.291275838605531,0.5399879064108,0.475008242634955,0.32344565771411,0.622272401925274,0.682720768242914,0.835275575642953
"yerH",-0.0258741444866753,0.344805776353284,-0.15169397489597,-0.554701644681691,0.599622005982866,0.406167395501536,0.960332897459703,0.709183092247373,0.705146860307995,0.881112422825576,0.724058987930088,0.0894808644031385,0.66144089357163,0.745636429863491,0.355156963856359,-0.197858129654006,0.474358449061964,0.640891816792205,0.568902846374777,0.121037899532147,0.0985707095910315,0.651788800897669,-0.404203451016992,0.628706492948802,0.780267528429144,0.755034008729754,0.754554771977514,1,0.203902973072668,0.770979702857088,0.514744148995919,0.131896650205703,-0.188032719045248,0.23880384192309,0.592651177334815,0.657092222285557,0.485500431474526,0.0376501971345608,0.544532322732158,0.0217489567311409,-0.278643979253289,-0.0693690238825734,0.0334597942366988,-0.266585472806179,0.0623300325561871,0.242923174954074,0.190552145846252,0.163613496325405,0.440465070822178,0.427967556374559,0.526696978244893
"yhaM",0.0773146606655401,0.719269157564667,0.402553628782118,0.0695340833898516,0.532408386612899,-0.0612060721771765,0.167390061412642,0.269809424265148,0.243934657600315,0.193786714049623,-0.0138818190224706,0.395005479838222,0.25692061994165,0.404751706076827,0.518343604340944,0.420861091865868,0.457126930325586,0.688806195526656,0.673640038565995,0.527309478316436,0.513236122956526,0.257374800133278,-0.0192651831281095,-0.0470269177519064,0.0376901179314648,0.314764488443446,0.277909213015137,0.203902973072668,1,0.370351916962581,0.407133723589006,0.443469772502307,0.373740298452909,0.545616358215358,0.435792427728781,0.469979912439113,0.184662382935194,0.514789906680971,0.378459998029323,0.0511719258110922,-0.22165529347191,0.343371949422914,0.381662236785783,-0.501965192921215,-0.344829703460619,-0.229403239572345,0.0774416118616338,0.300375124706002,-0.101791545441389,0.418916381849034,0.493103489499612
"yhaO",-0.22566021342496,0.428555087682903,-0.0743253676828649,-0.566869981800727,0.698019073083816,0.57779102577238,0.75378514399335,0.812750569718677,0.8605526181497,0.816979775036145,0.748940948923407,-0.00513249186445845,0.771415070561369,0.83071857965964,0.258030466009567,-0.243593398792879,0.466358106414711,0.694148608406695,0.713947031217336,0.0549086625760185,0.121480888207993,0.752256757302957,-0.537144675665761,0.601358463254637,0.666187718094545,0.887820161006731,0.899079213580207,0.770979702857088,0.370351916962581,1,0.590363191831285,0.0851981998906764,-0.165323450827881,0.455647525230591,0.790470262976984,0.857583581952426,0.658373454783909,0.18580527896094,0.811954875516072,0.116873122612906,-0.321162056778353,0.0215175622157248,-0.0571124089060746,-0.206111714106707,0.199387117177522,0.389970833558329,0.396865336948215,0.219443837497479,0.550147155186517,0.66447716988767,0.72211286230646
"yhaZ",0.0487546805883484,0.620763168463596,0.0122589452018493,-0.139256182085762,0.707265049178665,0.00621853512009052,0.495760758514674,0.308690927668744,0.348150927492517,0.448437561684788,0.296363504816062,0.529247407142116,0.299487441836761,0.389896953471999,0.557643060881247,0.298181076303402,0.627511579070639,0.726956479987252,0.635505251895205,0.611085951228488,0.576796873869984,0.494697594810508,-0.0320822009612079,0.188530700762418,0.263807553089157,0.520879503974903,0.471978772462262,0.514744148995919,0.407133723589006,0.590363191831285,1,0.71041098356483,0.271093994490269,0.411571604488194,0.751765629260068,0.73871203886054,0.424850454256242,0.60327025033754,0.540249884901948,0.11792409216554,0.0293764025590373,0.139563292309146,0.487265749790632,-0.453838468409822,-0.314837928901031,-0.188832706235379,0.105475056377651,0.23224735136823,0.247191505241212,0.437257504944156,0.504442649472837
"yhjD",0.269992763817432,0.560481037308347,0.0880209287023818,0.38104821649795,0.365392563346783,-0.372932861519358,0.154134555445518,-0.112132186208674,-0.11124568419398,0.0424760170810266,-0.146193233672644,0.822476047643811,0.0279975087563572,0.0276543844699582,0.712213199206661,0.582126348110934,0.475980470305787,0.448116923697331,0.34307264416085,0.690787107732589,0.808129139534341,0.137889010054865,0.404160565613905,-0.0466488829228617,-0.0258366208581135,0.00183822741329385,-0.113356060080912,0.131896650205703,0.443469772502307,0.0851981998906764,0.71041098356483,1,0.499171921588765,0.337835500375081,0.345883335072277,0.310812858488498,0.135477253830486,0.612524936274446,0.204201790643939,0.0491209341430855,0.201728596470603,0.0582672248240485,0.821256704213237,-0.442611008040302,-0.602221815335237,-0.623510175586753,-0.238780223201695,0.0158328854552918,-0.151094287469009,0.135612295535595,0.035670416495718
"yhjE",0.114820071751908,0.328348453410734,0.143390233695974,0.442987290607096,0.14875377797644,-0.617773862612846,-0.13345782546891,-0.378478745043124,-0.3269297907692,-0.278020229543818,-0.308960434192513,0.574464353314377,-0.289801656479533,-0.218486312158981,0.368838180206632,0.936942396775683,0.0082460793494087,0.193017768897883,0.208684436980722,0.594289812869314,0.415782861644429,-0.102329158618113,0.317920423482232,-0.430705968705682,-0.375528802112954,-0.306875427843632,-0.338330319166861,-0.188032719045248,0.373740298452909,-0.165323450827881,0.271093994490269,0.499171921588765,1,0.0104964731977928,0.0874826959673284,0.0215339077137939,-0.43985564563613,0.463776359162949,-0.173333307326042,-0.0575702917310591,0.0955055686720957,0.102424702358009,0.540158493776119,-0.393460751455501,-0.522188109215622,-0.603412349442668,-0.412254392322849,0.0634998562538496,-0.24379938547427,-0.0687363374618037,-0.19782777597204
"ykvR",0.0185702273214597,0.392203649727172,0.198836915023391,-0.260536644455652,0.439891893112235,0.28082468429083,0.176108299693887,0.303131600118029,0.333599177822884,0.303332385226672,0.195431561024293,0.149922444250312,0.405339343308749,0.392281127263236,0.161112304994707,0.0739750461576056,0.403509253835058,0.510712189598057,0.423428091111116,0.362931913822462,0.283354962938589,0.362314675528259,-0.227683185136831,0.227639124150294,0.180472242252885,0.492113960059485,0.444976170051537,0.23880384192309,0.545616358215358,0.455647525230591,0.411571604488194,0.337835500375081,0.0104964731977928,1,0.485244686343506,0.507500731696592,0.570470432148297,0.345222917869667,0.464211372924413,0.266236242473712,-0.223779868433064,0.240427131466841,0.179414267228168,-0.180320882664704,-0.0351311750352635,0.0462230502816252,0.424139620695069,0.216330815447638,0.238379969664022,0.53031956383586,0.528676460157388
"yneA",-0.119251809777187,0.669589220122246,0.00130434457926109,-0.369712943841162,0.685536484609954,0.255765652585322,0.536638897626986,0.567767940702005,0.647727243384872,0.577222293587317,0.511872841549772,0.172629878091969,0.513976596504971,0.562405682454173,0.201764559603278,0.0425269514256353,0.709552354196187,0.769806435077799,0.761928221973955,0.353844902587902,0.367605362669079,0.629881515037087,-0.418813349525672,0.263550185259732,0.288590243545252,0.751727067869334,0.744859858102388,0.592651177334815,0.435792427728781,0.790470262976984,0.751765629260068,0.345883335072277,0.0874826959673284,0.485244686343506,1,0.981225768838869,0.655811294225312,0.562782489922793,0.761514502660433,0.0691036540138124,-0.251565153599314,0.151979956422533,0.130311954016302,-0.37655312476154,-0.0815066038931864,0.131821294503132,0.352050543302372,0.321990538212277,0.474224860287462,0.60243338850254,0.784824527744648
"yneB",-0.116643033554731,0.673156489534199,-0.0373558123834566,-0.425542202911259,0.722524663049883,0.352511097374666,0.603775496171005,0.672915634036322,0.734593960067719,0.669941249973875,0.578064373445342,0.17443812314132,0.606154259400731,0.672320409925598,0.257592421803369,-0.0190846420609823,0.719423364113468,0.802343869019518,0.784565276087575,0.303227518232243,0.36263833402985,0.674567256677691,-0.421856405273225,0.355877044558656,0.400864999300848,0.805042017769486,0.806425023686278,0.657092222285557,0.469979912439113,0.857583581952426,0.73871203886054,0.310812858488498,0.0215339077137939,0.507500731696592,0.981225768838869,1,0.677884220234149,0.48512250868392,0.804889432001181,0.0926884747562974,-0.320166789214304,0.097148721348586,0.135187336708095,-0.371251922724095,-0.033058461219817,0.183993243170608,0.366925919594114,0.298260188955778,0.475275077364544,0.651103897131959,0.815028948310463
"ynzC",-0.0661966296883405,0.23017120182958,-0.0594462229248128,-0.395571271024752,0.34752006843225,0.610290168490337,0.421521586900225,0.59710705623247,0.650169432248259,0.532263093944562,0.537027321602264,-0.0826839546680456,0.637250325722865,0.553503467989087,0.0576559601968054,-0.418475849168822,0.503006523699169,0.437633923073287,0.401516827914953,-0.0375515312329913,0.203239993298127,0.537095893183777,-0.38405713348062,0.581759236872598,0.439015016790443,0.687994028491699,0.654042971922037,0.485500431474526,0.184662382935194,0.658373454783909,0.424850454256242,0.135477253830486,-0.43985564563613,0.570470432148297,0.655811294225312,0.677884220234149,1,0.114844076765681,0.67126766106277,0.0752133080090797,-0.036243766000899,0.0531419531565686,-0.0787491470486673,-0.0248159339009892,0.162760375680192,0.330892036322434,0.576618222821314,0.116368708754802,0.399375389947248,0.473576397032529,0.612250832104208
"yorB",-0.0393615284372438,0.750270458164645,0.334967628903981,0.182356344435259,0.461810220643413,-0.307237787815543,-0.0156434928583,0.0124144669073005,0.0262296261453704,-0.0746470728135706,-0.235107167114363,0.35469393034819,-0.15352541369355,-0.0643414085220415,0.292998460295255,0.497357034363224,0.512890700993297,0.548561382897116,0.491283710599359,0.615866662665604,0.496361020313265,0.0640429065134139,0.00113342352078848,-0.393510172296229,-0.318369510007776,0.117282960099263,0.100207743552811,0.0376501971345608,0.514789906680971,0.18580527896094,0.60327025033754,0.612524936274446,0.463776359162949,0.345222917869667,0.562782489922793,0.48512250868392,0.114844076765681,1,0.320387085130253,-0.0415890368512262,0.034987830255334,0.354782892512224,0.332293354776295,-0.482963350632648,-0.457526384199863,-0.326923481281136,0.0509835926991747,0.331317905150415,0.0262010649689167,0.20521855267995,0.365084544415785
"yorC",-0.156125246108918,0.469742302084336,-0.134997584688103,-0.365412018059705,0.556668535543922,0.451687251528675,0.539144048768246,0.66737302604298,0.688054251062315,0.548779236306565,0.483295658599241,0.0595584281382791,0.721437801046833,0.665797077568576,0.234681801249448,-0.213874060216855,0.564785821562161,0.574292062885599,0.590924001149462,0.0377357522193547,0.351922932902382,0.745502688653095,-0.337772664246707,0.414050043166057,0.413726833977425,0.755450042841888,0.704413945419731,0.544532322732158,0.378459998029323,0.811954875516072,0.540249884901948,0.204201790643939,-0.173333307326042,0.464211372924413,0.761514502660433,0.804889432001181,0.67126766106277,0.320387085130253,1,0.373009262809503,-0.379394291237327,-0.0997136263811958,0.0630458052071067,-0.211307435002735,0.0495160227156415,0.196782647240342,0.233339315996124,0.016677298369103,0.392569585125135,0.538486101594139,0.624720570590614
"yozL",0.028640673058804,-0.0929824420342535,-0.129741461261763,-0.0649459505133825,0.150069747931042,0.0164333183835777,0.0296073408380588,0.0644730806971953,0.0384743150451727,-0.00278064560407049,-0.040762351386201,0.00739907520409862,0.190775849329677,0.10435894849555,0.0465717718268116,-0.00266303172941156,0.086318956452343,0.00720637156413722,-0.00827200111822669,0.0531565835605779,0.207871092658882,0.299096827693454,0.116821577509663,0.114087896077925,0.0927857289127632,0.220026726434669,0.133809816415406,0.0217489567311409,0.0511719258110922,0.116873122612906,0.11792409216554,0.0491209341430855,-0.0575702917310591,0.266236242473712,0.0691036540138124,0.0926884747562974,0.0752133080090797,-0.0415890368512262,0.373009262809503,1,-0.34071683021563,-0.135692229276562,0.049044916450555,-0.13986921268061,-0.138680227728912,-0.160201762864196,-0.180393746286079,-0.202883935173204,-0.00847109208996038,0.0996961781661046,0.0752934082500964
"ypuD",0.156855353894786,-0.203083060965871,0.302027997757389,0.448471437340714,-0.281279052094268,-0.214094429935278,-0.239649093118164,-0.30762653248054,-0.334519830115104,-0.36258287151643,-0.377227699286111,0.120993869866667,-0.438133982001718,-0.468824831302068,0.120301212501183,0.112132486975347,-0.25583171532727,-0.187423687850944,-0.145663698996393,0.0669334455033404,0.104139620603275,-0.416168560346335,0.340155528418798,-0.138965960224374,-0.262846474425232,-0.423567567561463,-0.432279180396396,-0.278643979253289,-0.22165529347191,-0.321162056778353,0.0293764025590373,0.201728596470603,0.0955055686720957,-0.223779868433064,-0.251565153599314,-0.320166789214304,-0.036243766000899,0.034987830255334,-0.379394291237327,-0.34071683021563,1,0.209822780751145,0.117826472806491,0.0565070995316675,-0.174209870046351,-0.253297578014543,0.0353716548099754,-0.0276836373186598,-0.338657541333388,-0.362181555990615,-0.429948210042334
"yqhB",0.127835813688632,0.26300024050754,0.914088772545769,-0.10616749501581,0.170357854786511,-0.225191632071481,-0.15190489410391,-0.152107266436078,-0.160488686923533,-0.141898412480697,-0.214938518548392,-0.138121424563106,-0.31890853599328,-0.179319709923946,-0.0820351694274842,0.115207461605338,0.13373209576718,0.309166370502577,0.349657702119777,0.397877529613658,-0.0821539803080619,0.00315740934265396,-0.309426369414532,-0.292462853132267,-0.239687697535065,0.196285091828055,0.157058139095952,-0.0693690238825734,0.343371949422914,0.0215175622157248,0.139563292309146,0.0582672248240485,0.102424702358009,0.240427131466841,0.151979956422533,0.097148721348586,0.0531419531565686,0.354782892512224,-0.0997136263811958,-0.135692229276562,0.209822780751145,1,-0.141337641025206,-0.0929819071649763,-0.066622345609398,0.0412435225319772,0.303782687602907,0.350260832881454,0.0991043633487016,0.174137554775392,0.31311676430188
"yqjX",0.359746769065008,0.472842748795553,-0.0372280587449564,0.493258794118458,0.130299719472754,-0.454181528551251,0.0887340269312741,-0.157624435127044,-0.175162999650107,-0.0415522855773219,-0.205354744803621,0.973032153475273,0.0129716398314553,0.0170285996325041,0.765795899431379,0.590732921513482,0.37915322990026,0.331201337315126,0.263170504518045,0.596913947651962,0.817807838505585,0.0370051306063043,0.619046157362704,-0.0501022844426482,-0.00713745160860834,-0.171389166969144,-0.269792993118883,0.0334597942366988,0.381662236785783,-0.0571124089060746,0.487265749790632,0.821256704213237,0.540158493776119,0.179414267228168,0.130311954016302,0.135187336708095,-0.0787491470486673,0.332293354776295,0.0630458052071067,0.049044916450555,0.117826472806491,-0.141337641025206,1,-0.3452959760847,-0.532327120618162,-0.661424891071293,-0.362673386330868,-0.170908857780158,-0.404693632739578,-0.0158477290825908,-0.187583445532763
"yqjY",-0.0714725368106103,-0.502411146462453,-0.141842204851153,-0.265112337462521,-0.575241173857638,0.247843248834265,-0.262538421203737,-0.236799141712776,-0.156138683180002,-0.166906658970893,0.127716737679546,-0.412574513530581,-0.044746117213378,-0.181839588891867,-0.466834555774298,-0.470889324199902,-0.311862953046518,-0.579968358763425,-0.521589336185461,-0.532241270541727,-0.46081597534448,-0.0791467672024052,-0.290900675219074,0.104405968445313,-0.00663481857994859,-0.130633878860205,-0.15342039632052,-0.266585472806179,-0.501965192921215,-0.206111714106707,-0.453838468409822,-0.442611008040302,-0.393460751455501,-0.180320882664704,-0.37655312476154,-0.371251922724095,-0.0248159339009892,-0.482963350632648,-0.211307435002735,-0.13986921268061,0.0565070995316675,-0.0929819071649763,-0.3452959760847,1,0.836208190535565,0.61697830924994,0.318159215046964,-0.183510428986445,0.22620103864533,-0.260223145275842,-0.277564615434516
"yqjZ",-0.220868146630827,-0.361430880001238,-0.144768891064298,-0.603794204055008,-0.227315422574538,0.60063319918398,0.0327060965769469,0.186752948924324,0.272513311121113,0.226074160637786,0.463211969762471,-0.575722934943893,0.229666991818478,0.191143548893781,-0.496078047422119,-0.613424012425967,-0.211053619426737,-0.282279376610851,-0.220843979610424,-0.63866338808264,-0.599500380556561,0.16452019667277,-0.614970837775572,0.309944607248668,0.27398605735627,0.249964541253621,0.291275838605531,0.0623300325561871,-0.344829703460619,0.199387117177522,-0.314837928901031,-0.602221815335237,-0.522188109215622,-0.0351311750352635,-0.0815066038931864,-0.033058461219817,0.162760375680192,-0.457526384199863,0.0495160227156415,-0.138680227728912,-0.174209870046351,-0.066622345609398,-0.532327120618162,0.836208190535565,1,0.906413856615906,0.529957091338542,0.0613873065521693,0.490588377388426,0.0625840655965144,0.115002409571943
"yqkA",-0.31378369742537,-0.207914790650776,-0.0746251196392528,-0.736989250303293,0.016015506598415,0.732713694610972,0.19355925402712,0.439579094132183,0.49047814905797,0.433955098767818,0.587852102972489,-0.671786218047769,0.344008285555691,0.376773951562631,-0.500410022131133,-0.675802160694223,-0.0883972282228049,-0.04425679239247,-0.0018226257710854,-0.590370979379404,-0.602528401381604,0.299824784849624,-0.761970589559404,0.368483972004955,0.374673912333571,0.465487443657402,0.5399879064108,0.242923174954074,-0.229403239572345,0.389970833558329,-0.188832706235379,-0.623510175586753,-0.603412349442668,0.0462230502816252,0.131821294503132,0.183993243170608,0.330892036322434,-0.326923481281136,0.196782647240342,-0.160201762864196,-0.253297578014543,0.0412435225319772,-0.661424891071293,0.61697830924994,0.906413856615906,1,0.641986329258684,0.217376000662913,0.58822459416652,0.265521872138728,0.386819215062185
"yqkB",-0.0829287560086095,0.0718341033698177,0.193426863059099,-0.394913123712894,0.0620305594754095,0.512198554826254,0.0852083092886584,0.422946556349192,0.480342985955852,0.27042525955107,0.330746398736212,-0.372259791046308,0.208394951193342,0.249841885751793,-0.214418769601534,-0.431269170600904,0.204421385164452,0.267357461813116,0.25826584005283,-0.124804016839476,-0.188378956038059,0.123305995764677,-0.489790099437789,0.301656039849169,0.191929402853145,0.425631955346731,0.475008242634955,0.190552145846252,0.0774416118616338,0.396865336948215,0.105475056377651,-0.238780223201695,-0.412254392322849,0.424139620695069,0.352050543302372,0.366925919594114,0.576618222821314,0.0509835926991747,0.233339315996124,-0.180393746286079,0.0353716548099754,0.303782687602907,-0.362673386330868,0.318159215046964,0.529957091338542,0.641986329258684,1,0.444758158415772,0.278230422552198,0.353754823131009,0.497951914650945
"yqkC",-0.146961726959395,0.281675240526416,0.239889665869066,-0.198330137004655,0.328432020901554,0.0778919507866036,0.0419938000598611,0.167792666909477,0.210549916674194,0.164566332369026,0.129287929270913,-0.101184214886575,-0.0903448428431597,0.0721032818599421,-0.0853416094752368,0.118437753355402,0.0966271874074073,0.360691225662332,0.337141390319479,0.151205784934748,-0.0942954295246147,0.0302604521232967,-0.340289849234797,-0.0958763172221535,-0.0306310513541117,0.24195437233517,0.32344565771411,0.163613496325405,0.300375124706002,0.219443837497479,0.23224735136823,0.0158328854552918,0.0634998562538496,0.216330815447638,0.321990538212277,0.298260188955778,0.116368708754802,0.331317905150415,0.016677298369103,-0.202883935173204,-0.0276836373186598,0.350260832881454,-0.170908857780158,-0.183510428986445,0.0613873065521693,0.217376000662913,0.444758158415772,1,0.239399232313895,0.406729751980536,0.487468546026311
"yqzH",-0.33821231958303,0.0303619343673201,-0.141469121113302,-0.816079229268643,0.453265339806147,0.505528941493238,0.367799001795119,0.292579615856116,0.391427909910974,0.529541924814532,0.631388623654449,-0.396426507709724,0.387296173097853,0.385371627909476,-0.376749820179622,-0.283999101978335,0.139729093308425,0.136375878099198,0.115334498214049,-0.14280898592243,-0.367575736969636,0.582033634339054,-0.821985422597155,0.233120104441991,0.299054090286373,0.603433474483639,0.622272401925274,0.440465070822178,-0.101791545441389,0.550147155186517,0.247191505241212,-0.151094287469009,-0.24379938547427,0.238379969664022,0.474224860287462,0.475275077364544,0.399375389947248,0.0262010649689167,0.392569585125135,-0.00847109208996038,-0.338657541333388,0.0991043633487016,-0.404693632739578,0.22620103864533,0.490588377388426,0.58822459416652,0.278230422552198,0.239399232313895,1,0.447627342626863,0.572794303064806
"ytsJ",-0.116340564891064,0.435788474363618,0.0666984953615793,-0.399772410878211,0.62756132163532,0.358751327321519,0.412080711913133,0.576263644079641,0.588623823799153,0.594359453486823,0.51119348566487,0.0120976734627747,0.509715871945374,0.592648614208401,0.135348538472685,-0.0981725166204816,0.313358127041717,0.6399704820599,0.599273065825015,0.148874787857762,0.147811514762014,0.54256040020604,-0.437481878515663,0.268611432159218,0.341160289462685,0.676713535160884,0.682720768242914,0.427967556374559,0.418916381849034,0.66447716988767,0.437257504944156,0.135612295535595,-0.0687363374618037,0.53031956383586,0.60243338850254,0.651103897131959,0.473576397032529,0.20521855267995,0.538486101594139,0.0996961781661046,-0.362181555990615,0.174137554775392,-0.0158477290825908,-0.260223145275842,0.0625840655965144,0.265521872138728,0.353754823131009,0.406729751980536,0.447627342626863,1,0.666814910995787
"lexA",-0.19166050149489,0.537945628728506,0.120007650506469,-0.599482745788373,0.703609279235367,0.459406550257426,0.402576959486003,0.615462606870127,0.646693719786594,0.600764864597074,0.509225687769008,-0.157669564802243,0.490494658898023,0.623723772350989,-0.047093859234919,-0.188941106610951,0.570612018595459,0.677209065037509,0.625335604057508,0.188225351393812,0.0340513062039054,0.545700393360232,-0.605336134002532,0.210950373011825,0.29325626471727,0.791167144618673,0.835275575642953,0.526696978244893,0.493103489499612,0.72211286230646,0.504442649472837,0.035670416495718,-0.19782777597204,0.528676460157388,0.784824527744648,0.815028948310463,0.612250832104208,0.365084544415785,0.624720570590614,0.0752934082500964,-0.429948210042334,0.31311676430188,-0.187583445532763,-0.277564615434516,0.115002409571943,0.386819215062185,0.497951914650945,0.487468546026311,0.572794303064806,0.666814910995787,1
