"","ahpA","abrB","ahpT","antE","bdhA","bmrB","bmrC","bmrD","csn","ctaO","dacF","lip","mcpA","ntdR","pbpH","phy","ppsA","ppsB","ppsC","ppsD","ppsE","pspA","rpmGB","rsiW","secE","sivA","sivC","tlpA","xynC","xynD","ybaJ","ybdN","ybdO","ybfO","ybfP","ybfQ","ydeH","ydeJ","ydjG","ydjH","ydjI","yerI","yflB","yflD","yfmG","yhaP","yhaQ","yjcM","yjdG","yknW","yknX","yknY","yknZ","ylbA","ymaE","ymzB","yncM","ynzD","yoaW","yocD","yokI","yokJ","yokK","yokL","yolA","yolB","yomJ","yoqM","yorD","yphE","yphF","yqaP","yqzG","yrpD","yrzI","yscB","yvgO","yvqJ","ywbE","ywbF","yxaA","yxaB","yxeD","yxzE","pval","z","inv_cof_var"
"GSM672662",11.43945204,11.40649405,10.77930967,7.76787026,14.60915242,12.41094461,10.01006208,9.832570632,14.73557435,13.10802045,11.47656617,11.11351933,13.04265836,12.08414498,12.20774981,8.264835316,11.83344498,12.02735651,12.0179461,11.7631513,11.61378959,12.99944721,13.63843383,14.6242052,13.04813494,12.51518699,15.08293978,10.66550706,9.904658736,10.08164275,12.72569926,11.7148948,13.35250967,11.8697881,10.98734907,12.51075985,13.35631375,10.32731338,12.76007472,12.86961896,12.67714424,13.89249665,10.52881636,8.221126022,15.02109257,10.39144312,11.23174721,14.78045019,11.23465706,13.83597807,13.80583271,13.86138401,13.22549963,11.83474164,9.637282528,11.00848364,13.74509665,12.03818364,10.29296059,12.14592454,11.89925465,12.53718401,12.45691115,12.60668736,14.84014647,14.961471,12.34201004,14.89277844,15.24369703,13.04989703,12.67413941,13.98971487,12.34786914,14.03308086,11.48512491,11.00605204,7.943737175,10.35404907,9.552804833,9.572453532,9.898328625,10.16816171,13.1136368,9.887065428,0.0134892810387745,2.2118278491241,6.79380391662914
"GSM672663",11.93222788,11.11351933,11.43697807,7.835530855,14.99943048,12.03001301,9.723099628,9.395199628,14.75366506,12.67875353,11.09151115,9.900917844,12.18289145,12.47400558,12.10844647,8.225892565,11.67702007,11.73466357,11.69475316,11.41876506,11.34212082,13.06224758,13.72151636,14.8074855,13.18693197,12.21031896,14.56330743,9.515183271,9.608845725,9.862908178,12.40042639,11.33658364,12.64033755,12.60530818,11.51739071,12.43176617,12.84992788,10.1353223,13.18883978,13.20505651,13.10802045,13.87933941,9.712572491,7.941649071,14.23481264,9.985307807,10.93189145,14.7149948,11.55933717,13.77660149,13.97636729,14.31325613,13.33142937,12.00166803,9.151350929,11.59081375,14.07896877,12.14299442,10.25613717,12.21777212,12.11117286,12.80470855,12.6938881,12.85502825,15.04395688,14.75811599,11.34829926,15.01592007,15.28884089,12.75389331,12.64979145,13.95159331,11.80120297,14.30353717,11.48142862,10.65717695,7.891243123,9.762339033,9.744597026,9.260887361,9.627257249,9.693599628,13.30585762,10.09491599,0.144250920095848,1.06141390551366,6.37606901086145
"GSM672664",11.69475316,11.72854535,11.10252955,8.231637918,15.28264684,12.59782974,10.08529814,9.819645353,14.90736059,13.2139171,9.656692193,11.22608885,12.60967212,11.6362881,12.35640037,8.209816357,11.79984164,11.91953903,11.79238513,11.55433086,11.36244796,13.15971115,13.15417807,14.91633309,12.95745074,12.34049442,15.03266691,10.02762937,10.0484855,10.13296468,12.73028625,11.02712677,12.47473234,12.07438996,11.31026896,12.719671,12.88900186,10.62500372,13.28071041,12.75695279,12.77709554,14.07618625,10.26853903,7.681131227,14.00869331,10.61667584,11.5190974,14.51807323,10.94725613,14.06484089,13.76423197,14.17950558,13.24435279,11.7975223,9.806930483,10.5828145,13.62670483,12.47327881,10.0766881,12.02254684,11.76822193,12.56626989,12.5312223,12.9007197,14.92148885,14.91167472,12.08812974,15.07704164,15.18381933,12.82172268,12.47040149,13.83597807,10.55114572,14.39110335,11.07385093,11.02948476,8.051954647,10.07806877,9.429528625,9.332309294,9.855135316,10.03614498,11.34097472,10.45730818,0.0477493564287396,1.66707892149519,6.5959962985852
"GSM672665",12.03948625,11.32936877,11.34575651,7.779197026,14.94641301,12.70778104,9.641845911,9.654058736,14.83115242,12.73028625,11.87752714,10.67443755,12.5494855,11.51118996,12.10715093,8.110748699,11.64603123,11.77964126,11.76691301,11.39931487,11.26177993,13.45315651,13.64514461,14.89277844,13.10802045,11.99124944,15.01592007,9.334962454,9.725816729,9.816794796,12.43471264,10.98619703,12.38492955,12.44072714,11.2363461,12.62380409,12.99247212,10.25863271,13.33142937,13.24969777,13.08894033,13.85341561,10.44395465,8.184210409,13.96540669,10.53120149,11.20569219,14.46059071,11.35290967,14.09040223,14.21067918,14.26634535,13.49333755,11.98387398,9.265559851,11.18912454,13.36649851,12.24736022,10.11089517,11.53860669,11.93087695,12.44963011,12.41414164,12.46005688,14.84428699,14.85846468,11.88511933,15.0717881,15.18381933,12.68502305,12.30192082,13.6561342,12.68944535,14.43607286,11.37209145,10.61440372,7.937469888,9.684353532,9.484101859,9.306693309,9.612014312,9.967410595,13.52764833,10.98734907,0.0764164068424792,1.42959666357651,6.50976244408079
"GSM672666",10.75493755,13.37838364,10.32126059,8.450677695,13.59032751,12.5479145,10.21153717,10.03007658,10.78529777,9.873116357,9.226846097,13.51044907,13.28644796,12.62693755,11.92807175,8.058956134,10.63889424,10.77706283,10.85317881,10.7218171,10.57860279,13.2692461,13.95159331,14.73557435,13.15227509,13.04265836,14.95131636,11.60768401,9.828678067,10.11590446,12.19250186,11.73118327,12.99944721,11.12277175,10.47872528,12.22305651,12.98202045,10.28171859,13.20598141,13.22549963,13.02196208,12.39590892,10.09834833,7.872061338,15.35256022,10.52528401,11.4657,14.74487584,11.3876119,13.77875762,13.66527955,13.69896357,12.82326543,11.92684275,10.37568922,10.80403717,12.52544535,12.25859294,9.546230855,12.93810186,11.79491301,12.29465353,12.13114796,12.45543494,15.34516989,14.90736059,12.28154684,9.066398141,15.21045093,13.37237472,13.07284758,13.9254487,9.235304461,12.08145093,11.41760669,11.88757881,7.688649814,10.82305316,9.602318959,10.05097732,9.652842007,9.638676208,9.173247955,9.717949814,0.148398420186021,1.04332706460911,6.36950137073256
"GSM672667",11.01917918,13.34303457,10.47046803,8.639073606,13.74743383,12.63670743,10.14274461,10.01376952,10.98965576,10.16879219,8.570050929,13.72616989,13.20505651,12.36528178,11.93482268,8.064017472,10.56871487,10.67029442,10.71478104,10.66789145,10.56632751,13.1734026,13.75689926,14.91633309,13.13379517,12.97545799,15.45858439,11.44763792,9.974054275,10.04345948,12.33017993,11.55567323,13.06405353,11.56165688,10.60397212,12.17875688,12.82796729,10.41887398,13.21045353,13.17595502,13.1395539,12.64033755,10.33478216,7.907455762,15.39060186,10.72997732,11.4102803,14.63629591,11.37323197,14.13691599,13.94646394,14.05645093,13.24083643,11.84121078,10.48164814,10.85192937,12.37289182,12.75065836,9.496931227,12.82640149,11.75320818,12.22466394,12.12371933,12.1503,15.17796914,14.89745725,12.33753643,9.235304461,14.98346506,13.30389257,12.92992751,13.7497,8.753835688,12.24615948,11.52692491,11.73118327,7.875115242,10.81902937,9.703587361,10.19937509,9.590351301,9.648879926,8.445764684,10.18850149,0.189732233233708,0.878883462084517,6.30978909656703
"GSM672668",11.44062416,12.49886208,10.80032714,8.583566914,13.85909405,12.85502825,10.28526989,9.975315242,11.2352461,10.19028625,8.319688104,14.26317249,12.96507435,12.56473271,11.96415093,8.324903532,10.48577063,10.56992156,10.69258996,10.60271673,10.52022342,13.30973011,13.37626729,15.39060186,13.0185829,13.06050818,15.02109257,11.52222045,10.02391561,10.12797993,12.65138587,11.9506539,13.05860929,12.01517881,10.90279405,12.32742639,12.9331223,10.44568959,13.18357249,13.25572045,13.2139171,12.68502305,10.37092045,8.063084015,15.55620743,10.79915911,11.55055688,14.75811599,11.56434796,14.25115204,14.02572788,14.38725613,13.39496283,11.73466357,10.53229405,10.99658662,12.70161301,12.92828178,9.645053532,12.82483383,11.69867212,12.24467361,12.16173569,12.32301375,15.01592007,15.06617509,12.05809554,9.744597026,15.1469052,13.32938104,13.02354647,13.93337732,8.692287546,12.59489368,11.72854535,11.51478885,8.03609145,11.08671896,9.826052045,10.21761561,9.661409665,9.717949814,7.897266914,10.5558368,0.194344521755614,0.861997227494095,6.30365741704891
"GSM672669",11.61762454,12.01920743,11.06557435,8.570050929,13.90805539,13.11699257,10.33848885,10.04591561,11.60768401,10.19817918,8.215446097,13.91439591,13.23707546,12.79829665,12.01236766,8.522198513,10.64806134,10.74634201,10.91817807,10.75493755,10.72286952,13.51480558,13.76423197,15.48368625,13.06929071,12.95315316,15.19678141,11.8077974,10.01822045,10.19194089,12.71656803,12.39590892,13.42404535,12.78678773,11.38041859,12.46461859,13.10414349,10.52265576,13.37732546,13.48916357,13.45315651,13.01324461,10.28171859,8.03609145,16.13797361,10.84853383,11.55682342,14.86847249,11.2785487,14.40846283,14.31970743,14.48155167,13.77175465,11.95198364,10.65360335,11.17542156,12.61245019,12.8811052,9.94515539,12.82640149,11.83936673,12.43471264,12.26726022,12.47327881,14.92148885,14.94886468,12.37136022,9.987783271,15.0717881,13.42601599,12.97704498,13.88486654,8.605266543,12.97873309,11.52469963,11.49590892,8.225892565,11.37323197,9.680681413,10.27803457,9.923634944,9.951659108,7.490282156,11.05576654,0.217810683636454,0.779608472688787,6.27374065628982
"GSM672670",11.77446952,11.89411264,11.20453309,8.836514498,14.02274981,12.79327175,11.14255428,10.56404164,11.92807175,10.27553494,7.971537918,13.71904721,13.16149219,12.72266468,12.28154684,8.484050743,10.45615651,10.53918104,10.65360335,10.55808699,10.53120149,14.02859517,13.61520669,16.24893309,13.00295056,12.83418104,15.30189331,11.75559182,9.934946097,10.10077323,12.6836,12.42567472,13.32318773,13.5084171,11.6064513,12.87304684,13.17062045,10.66610781,13.6940316,13.41578699,13.3970368,12.76305799,10.25371375,8.160166543,15.91022379,10.83943569,11.42249628,14.57775836,11.35176059,15.01592007,14.45389294,14.52209926,13.83360706,11.96693457,10.63703123,11.05639108,12.71058885,13.07616431,10.02264535,12.64338773,11.79619814,12.24164052,12.1574803,12.35933978,14.83115242,14.78927807,12.31169033,10.44512714,15.06617509,13.31550074,12.76756729,13.90293309,8.601725651,12.90509033,12.92588699,11.46931636,8.241036059,11.39810297,9.546230855,10.40512788,10.1254855,10.11590446,7.308666914,12.42150967,0.223466205181955,0.76053909381469,6.26681623988192
"GSM672671",11.96693457,11.99392119,11.62122007,8.631756506,14.19217844,12.95128178,11.7543855,11.17064349,12.0542368,10.25133606,7.881148327,13.66870985,13.18883978,12.74985465,12.24086691,8.476170632,10.52649517,10.5378948,10.67379851,10.5828145,10.51839721,14.18383309,13.6106,16.40455576,12.9736632,13.0185829,14.89277844,11.72280093,10.01376952,10.20170595,12.58602528,12.11406171,13.1633513,13.98971487,11.65592045,12.92673643,13.18693197,10.56404164,13.78122565,13.42601599,13.40495093,13.14508736,9.991480297,8.145573978,15.68112788,10.81364758,11.37447026,14.53294684,11.30368922,14.75811599,14.41200297,14.62074498,13.97636729,11.79491301,10.7748487,11.05850781,12.64667732,13.05331524,10.04472379,12.51075985,11.87491115,12.233029,12.09576487,12.23710446,14.77594758,14.74487584,12.32584796,10.46688848,14.79444089,12.99767955,12.89065985,13.91831896,8.425394052,12.72346599,13.20315836,11.17542156,8.194155019,11.37077807,9.752057249,10.43461636,10.3261487,10.2294197,7.168089591,13.24969777,0.211186182395391,0.802312238392821,6.28198478048496
"GSM672672",12.00437026,11.93222788,11.44420669,8.636723792,14.11328476,12.96701115,11.31913494,10.78305911,11.72085651,9.981542379,7.853407063,13.55558736,13.04813494,12.84362528,12.37705167,8.34812974,10.19320037,10.34093643,10.47985502,10.3481119,10.34978606,14.64045799,13.68413234,16.46627323,12.93473197,12.40656468,15.29518476,11.5727223,9.932549814,10.05336431,12.46749591,12.2758855,13.03570706,14.3805052,11.7111632,13.18883978,13.41359628,10.53548253,14.25402268,13.71375353,13.63743011,12.87947621,10.50661152,8.054964684,16.00569294,10.57679554,11.28091301,14.42909851,11.42984089,15.19678141,14.51143346,14.81200037,14.16637026,11.72728216,10.56183123,10.9565684,12.70912007,13.27671636,10.08164275,12.65458104,11.73466357,12.15180074,11.95198364,12.35485911,14.6741539,14.65334089,12.52395651,10.12320297,15.190129,13.06578587,12.66787807,14.15158996,8.474837918,12.73823494,13.08133792,11.40274498,8.198600743,11.77446952,9.641176952,10.5733777,10.05959888,10.20473736,7.204681041,14.00590855,0.498333903018158,0.00417629794305715,5.99216802041753
"GSM672674",12.2344052,12.84362528,11.47189517,10.65360335,15.74199963,12.91305019,10.67203011,10.99543978,13.4302974,9.246527881,8.131836431,12.03291822,12.91816022,12.42567472,11.85939182,8.372318216,11.51739071,10.98274721,10.66550706,10.28659294,10.2214171,14.32986134,13.46987881,16.47645651,12.64979145,12.91991375,15.71599665,9.784247584,10.67507658,10.7748487,12.09641227,13.23707546,12.67265651,15.63961115,11.82298996,13.70641859,12.72426729,11.10672639,13.19793569,12.12819442,12.04866431,13.48916357,10.41887398,8.780972862,12.19816729,10.58636245,11.07273717,13.05512156,12.30598216,15.02109257,13.56877881,14.0958948,14.07618625,13.23309777,9.250950186,9.255978439,14.47455279,12.20027416,11.19509517,11.67574201,11.26048625,11.25086022,11.03188587,10.97260186,13.38472454,13.25970781,12.81725688,12.7521803,14.43247509,12.233029,11.72728216,14.49492677,9.25350855,14.10146097,12.80000632,13.0649197,11.34937286,12.46461859,9.765004461,11.41278104,10.11089517,10.27181115,7.123569888,15.27586766,0.0859153097334724,1.36634526623685,6.48679478391454
"GSM672675",12.45414126,11.51009108,11.79238513,10.31892639,15.49940186,13.03222825,10.80995428,10.74325149,13.46775725,8.555434201,8.107589591,12.719671,12.30338885,12.73823494,12.01517881,8.895476208,12.22305651,11.98715093,12.16890595,12.17309703,12.08289703,13.30781115,13.85341561,16.47645651,12.83418104,12.85683234,15.44358327,9.927572862,10.60049368,11.05971004,12.70469665,12.82796729,12.35485911,15.49114684,11.40160372,13.1376223,13.13574721,10.80522639,12.07722007,11.18790892,11.56434796,13.79624275,10.44165911,8.367407435,15.05480706,10.55939517,11.32697918,13.79092788,12.53577732,14.96705799,13.22169145,14.02274981,14.07336952,13.68668848,9.838756506,10.28171859,14.97813903,12.20380818,11.44184461,11.76691301,11.84635353,12.15447286,11.7445632,11.62737993,13.76919963,13.61981078,12.60967212,12.37427993,14.17513717,12.99596394,12.57880929,14.04552862,9.046287732,14.57414535,12.39590892,12.68798067,9.400000372,12.1644855,9.721840149,11.1655158,9.800424907,9.700557807,7.301544238,14.83115242,0.0502799069882383,1.64214569381283,6.58694261875611
"GSM672676",12.27950613,12.08006543,11.72477063,11.00017212,15.30189331,13.70641859,10.8438829,10.7016487,13.59271896,9.975315242,8.135997026,11.73350112,12.14044424,13.20139963,12.2829855,8.804210781,12.18015093,11.57879851,11.67184201,11.64603123,11.45005353,12.83902974,14.16922491,16.47645651,13.17595502,13.11002677,15.0717881,9.966738662,10.83943569,11.20118141,12.59049108,12.83584424,12.47178253,15.15316729,11.46694833,13.09256561,13.51702342,10.95534349,11.43100372,10.76898067,11.26785613,13.86400483,10.697229,8.883541264,14.99943048,10.1033316,10.74038885,13.63154052,12.30054126,14.69906245,12.82796729,13.41992007,13.58394275,13.79859108,9.743322305,10.137871,15.22980632,12.51000465,11.83474164,12.12371933,11.83088699,11.88511933,11.52100074,11.35058922,13.46987881,13.37838364,12.43328327,12.95128178,14.3805052,13.17256729,12.84362528,13.96823197,9.316182528,14.42909851,12.38563941,12.37568327,9.213757621,11.95485762,9.87559145,10.97028662,10.05844498,9.627257249,7.075526766,14.61295725,0.0177881678072613,2.10173682793708,6.75382799090531
"GSM672677",12.20520706,12.06496617,11.72085651,11.04938625,14.83115242,13.40705576,10.86981041,10.76070037,13.67563662,10.54625725,8.076222862,11.50065985,12.20653755,13.49333755,12.67265651,8.840472491,12.12371933,11.45388848,11.33772937,11.20453309,11.11124164,13.02672268,14.41869665,16.47645651,13.29628699,13.09676506,15.29518476,10.30923346,10.82642677,11.24112156,12.70161301,12.90826059,12.63451004,14.9261052,11.4657,12.94290967,13.63642639,11.17064349,12.17875688,11.76055242,11.86338253,13.76194498,10.71350892,8.468954647,15.21045093,9.782928996,10.60684089,13.61981078,12.01920743,14.87743532,13.7109197,13.82848513,13.72863755,13.90030558,10.11590446,10.47872528,14.961471,12.66787807,12.07172602,12.59489368,11.94402528,11.98584164,11.60389777,11.51118996,13.49977695,13.4367223,12.38563941,13.00110632,14.28826431,13.55136803,13.28452677,14.01120595,9.032209665,14.46409554,11.97375353,12.18289145,9.080512639,11.86726952,9.872476952,10.64563569,10.28659294,9.890813011,7.159424535,14.00014721,0.0141610614009977,2.19279540997306,6.78689291366412
"GSM672678",12.44963011,11.94797546,11.73118327,10.06996784,14.26004424,13.48706506,10.85993587,10.64806134,13.17966803,10.17127509,9.190962082,11.35290967,12.08541747,13.42184944,12.88597286,8.859812268,11.93752491,11.30132639,11.26294796,11.22378216,11.05398736,13.26165428,14.8074855,16.47645651,13.24878996,12.67092974,14.961471,10.05217361,10.77595948,11.10190223,12.61737974,12.82640149,12.45691115,14.55987026,11.49352602,12.83902974,13.61981078,10.94154387,12.46749591,11.96838401,11.91770855,13.60618996,10.3660829,8.521008922,15.35256022,9.758434201,10.71943829,13.65160669,11.80120297,14.87297918,13.92820372,14.0958948,13.69896357,13.76423197,10.33356431,10.5828145,14.65737807,12.60967212,12.16812268,12.6836,11.98045539,12.11117286,11.78586766,11.5380632,13.47196803,13.26346171,12.367579,12.50487918,14.36337323,13.6722223,13.39298996,14.01974312,9.241455019,14.30992379,11.92544981,11.8646974,9.024053532,12.05132193,9.15257658,10.30279331,10.0326223,9.874389219,7.05796171,13.5084171,0.0124228978362594,2.24379187117732,6.80541059769774
"GSM672679",12.22177807,11.42414219,11.63990818,10.57505242,13.89382955,13.36020558,10.57917807,10.49727379,13.10592714,10.25008439,10.94614238,11.55624833,11.86197993,13.47612974,13.1395539,8.671671747,11.65592045,10.87208662,10.81843457,10.86752045,10.7252513,13.28748401,14.57414535,16.46627323,13.40275985,12.34201004,15.01592007,9.667186989,10.70275725,10.97260186,12.63150967,12.59922416,12.34492491,14.25402268,11.45977212,12.74445799,13.67938253,10.99430186,12.63814851,12.16032193,12.07040112,13.6722223,10.74155985,8.645266171,15.53070669,9.547546468,10.53548253,13.80583271,11.9427,14.94641301,13.99478104,14.08209294,13.56203011,13.58615465,10.02264535,10.61667584,14.84014647,12.97545799,12.2190777,12.67568848,12.06361859,12.07172602,11.61378959,11.51852045,13.37838364,13.19072825,12.30338885,12.73823494,14.55173829,13.55136803,13.52354052,14.11871338,9.963064312,14.19217844,11.83214907,11.47313457,8.828901487,11.87109368,9.405123048,9.947730112,9.913620818,9.83625948,7.123569888,13.13574721,0.00959191671673677,2.34193932344154,6.84104961002947
"GSM672680",12.26289851,10.71597138,11.5350052,11.09029926,13.69645948,13.55989331,10.74269703,10.59240297,12.92992751,10.43080074,12.04866431,11.19026506,11.71712751,13.45621375,13.29444201,8.663332342,11.53395353,10.65846506,10.63199814,10.57679554,10.28526989,13.12800297,14.45026283,16.46627323,13.50622305,11.96693457,14.65737807,9.50463829,10.60630929,11.01078959,12.44358959,12.43925799,12.13914164,14.06780892,11.3353487,12.77884796,13.83360706,10.95881636,12.60212045,11.9506539,11.82700706,13.5084171,10.64919294,8.57858513,15.32970632,9.225799628,10.27073271,13.61280632,12.13786729,14.69906245,13.9254487,14.11871338,13.34118773,13.68176245,9.784247584,10.39144312,14.7149948,13.16149219,12.19250186,12.67413941,11.92544981,12.02317361,11.59762937,11.59898848,13.00624349,12.75389331,12.20380818,12.69559926,14.39110335,13.22549963,13.17966803,14.20152714,11.02599331,14.03459963,11.70109888,11.28562714,8.717047212,11.81292007,8.818431227,9.574382714,10.03374424,9.717949814,7.05993829,12.93638178,0.0100435224538909,2.32471798578679,6.8347962488786
"GSM672681",12.41698625,10.00124461,11.73722937,10.55690632,13.29824572,13.52880929,10.79103494,10.64676803,12.74293383,10.41518587,12.68047472,10.70047807,11.03757584,13.4858368,13.09848885,8.602923048,11.20686022,10.21761561,10.24510112,10.13658327,9.890813011,12.74445799,14.8030119,16.43796617,13.53887881,11.96415093,14.05355316,9.137415985,10.49909703,10.92844275,12.40940483,12.35933978,11.7631513,13.7935658,11.28802677,12.5494855,14.02859517,10.94781097,12.29913829,11.56687732,11.55682342,13.36649851,10.35518699,9.02908513,15.40940799,9.060899257,10.26231375,13.33719963,12.08812974,14.45389294,13.88486654,13.96283048,13.25168253,13.56426171,9.554050186,10.72760855,14.34949888,13.07616431,12.50635242,12.82640149,11.79868662,12.02383569,11.67069814,11.63132268,12.63150967,12.56247602,12.07589257,12.80153755,14.36337323,13.47812268,13.43975316,13.95421375,11.8496145,13.7405171,11.92279405,10.5733777,8.814584758,11.88390743,9.1897829,9.456306691,9.972934944,9.865482528,7.565977695,12.58323271,0.00669215820687672,2.47337620935716,6.88877658296588
"GSM672682",12.48666022,9.141365056,11.76246152,11.2284513,12.71058885,12.97873309,10.76186208,10.60049368,12.44507026,10.09255093,13.14143123,10.66314126,9.880541264,13.27297993,12.96945762,8.814584758,10.51167881,9.773924535,9.665223792,9.560557621,9.353508178,12.32875093,14.27227695,16.24241784,13.12992751,11.89151413,12.99596394,8.491805204,10.55114572,10.89382342,12.0542368,12.28581264,10.85811264,13.41130855,10.97028662,12.44963011,13.49333755,10.75428662,11.76691301,11.12529665,11.19026506,13.1376223,10.38239238,8.624420074,14.97281599,9.021356134,10.07056989,12.85683234,12.54480855,14.47455279,13.90293309,14.07618625,13.2139171,13.58822193,9.799172862,11.20627621,14.17513717,12.88597286,12.46391784,12.59637175,11.83214907,11.845679,11.37684758,11.37447026,11.92156208,11.75931078,11.69730632,12.60530818,14.15158996,13.47410706,13.48916357,13.56203011,12.71656803,13.74509665,12.24736022,9.545039405,9.204114126,11.78084387,9.307943123,9.146624535,10.01761338,9.951659108,9.625894424,12.56626989,0.00198227974990185,2.88096795176588,7.03678008992306
"GSM672692",11.97097658,13.1496961,11.25459517,7.672643866,14.16922491,12.6938881,9.758434201,9.481560223,11.64867435,10.42423903,9.363718587,13.71904721,12.9397052,12.62544387,11.88757881,7.871095539,10.61555799,10.495429,10.63562082,10.42954089,10.48335762,13.75689926,13.83099145,14.99403494,13.35045167,12.61808885,15.24909405,11.05744312,9.571112639,9.800424907,13.2692461,12.07722007,13.31340074,12.48520074,11.03815706,12.34201004,12.54480855,10.05217361,13.54124015,13.60378104,13.51480558,13.09848885,9.688352416,7.776724164,15.45057695,10.90512491,11.58508885,14.93051896,11.37684758,14.37000297,14.30661041,14.63204387,13.65388439,12.28434275,10.35158587,11.19638364,12.71058885,12.18422007,10.20057955,12.51075985,11.8387684,12.47040149,12.30192082,12.74146729,15.09480297,15.10096468,12.54327509,9.833729368,15.51421413,13.37838364,13.24435279,14.21381301,9.264464312,13.49133829,11.47787249,11.26048625,8.103662082,10.62500372,9.59425316,9.936259851,9.470373234,9.373756506,10.37568922,10.10897416,0.365212451006413,0.344560371808208,6.11576727772019
"GSM672693",12.39590892,13.10592714,11.54112342,7.779686989,14.21381301,12.81725688,9.717949814,9.520383643,12.5312223,11.03757584,9.172110409,13.89516245,12.98986914,12.63305613,11.99779554,8.027893309,10.55690632,10.46929405,10.6408119,10.49302193,10.55939517,14.06484089,13.80343717,15.06617509,13.27297993,12.61667063,15.1410658,11.18683271,9.699892193,9.806930483,13.0365961,12.06361859,13.31550074,12.91488662,11.5471777,12.57097026,12.37832454,10.2401855,13.7497,13.84343978,13.85909405,13.21045353,9.827327509,7.655596654,15.62225242,10.85440372,11.49220149,14.99403494,11.06917918,14.60915242,14.39777584,14.57414535,13.86400483,12.28882454,10.59470558,11.36127584,13.08980112,12.10581004,10.42834387,12.43023309,11.77082305,12.70161301,12.57565725,12.84514201,15.08293978,15.10605167,12.35779405,11.50065985,15.37522491,12.90971413,12.74146729,14.39460335,9.215022305,13.83859442,11.6362881,11.11013494,8.139266914,10.61667584,9.470373234,9.968082528,9.540365799,9.517847955,9.52794684,10.63088401,0.322817575292513,0.459834314892648,6.15762521070101
"GSM672695",10.99896283,13.24606989,10.44625204,7.396921933,14.177971,10.14157732,9.416856134,9.789263569,10.70047807,9.10020223,9.012932342,12.52685316,11.24112156,10.02884981,11.65105948,8.613412268,9.667862082,9.857714498,10.0491474,9.779072862,9.87559145,10.56517138,13.61280632,13.9254487,12.98028141,10.95418476,12.05132193,8.325435688,10.30923346,9.930198141,12.11264312,9.625894424,10.27553494,9.703587361,8.97785948,11.56050372,10.27428959,9.645053532,10.66082342,10.90681394,11.49827212,11.74947844,9.56301487,10.13176691,11.284429,11.02024349,10.83943569,13.49568401,8.551803346,13.15227509,13.08473941,13.53679182,13.00295056,12.2903119,10.23788662,12.6931303,13.22262807,10.64919294,9.250950186,11.04578699,11.09151115,11.96838401,12.61945911,13.36438513,13.56426171,13.73822305,10.87436729,9.985307807,12.82026617,12.35485911,12.48055799,14.05645093,8.398508922,13.87172416,10.8015829,8.607624907,11.13479888,9.008102974,10.50502379,10.10077323,9.289737175,11.05339071,7.179726766,9.453789963,0.0579933592708438,1.57184406848807,6.56141490067388
"GSM672697",11.04224089,14.06484089,10.40089405,7.412204089,13.72369888,11.29894126,9.442413011,9.324801487,10.10964312,9.300388104,8.441049442,12.17460074,11.90566059,10.81609888,11.35176059,8.263677323,9.193304461,9.179131599,9.228067658,9.10020223,9.090420074,11.2654855,13.8692948,13.55136803,13.38685874,11.35768476,12.81230186,8.696739033,9.680681413,9.58410632,12.82326543,9.59425316,11.27554703,9.219752416,8.485988104,11.65045,10.91329926,9.447581784,11.22137844,11.21533234,11.4886,11.90059108,9.173247955,8.7329829,11.13479888,10.09014535,10.34157714,14.28199294,10.25557546,12.92673643,12.77635781,13.08473941,12.33457361,11.61139071,9.824746468,10.61090149,12.56328699,12.60447639,9.702426022,12.07438996,11.34575651,12.24467361,12.35640037,12.84362528,14.22263903,14.50400372,11.32697918,9.283654275,13.62222788,13.57313309,13.64061375,13.7109197,8.064017472,13.18166543,11.06615223,9.704783271,8.926239777,8.97785948,10.55286877,10.541771,8.847083271,9.062107435,7.502536431,9.09787026,0.428534242755181,0.180107104145934,6.05605149397848
"GSM672698",12.39912119,11.05744312,11.12871487,10.5722368,15.5469539,13.33340483,9.224525279,8.93649368,13.69168178,9.841120818,12.36067658,13.21777212,10.21518253,13.08627212,12.7906119,7.947747212,10.68536877,10.24398885,9.637282528,9.559210037,9.902143123,11.68911078,14.24448885,13.88999294,14.11328476,11.19267138,13.56426171,8.474837918,9.796913383,10.06085762,12.44072714,12.61394312,10.8438829,11.09151115,10.49189926,12.15180074,14.43977026,10.37321041,11.35999851,10.87773792,10.98734907,15.24909405,11.22723903,7.806252045,16.45100446,12.10844647,13.02854461,13.54539665,12.94970781,12.57254721,11.99392119,12.01920743,11.07273717,13.57092379,8.9057171,10.4357777,14.17513717,11.05398736,11.19995948,13.07957993,10.82065651,11.53991375,11.31026896,11.56554647,13.8485,13.90293309,11.92087286,10.46929405,15.53070669,12.74146729,12.33152714,13.97636729,11.03757584,12.46749591,12.92992751,9.208952416,11.70866914,10.45853197,8.956904089,9.004359108,10.05844498,10.44625204,7.930322305,9.092923048,0.341509603435844,0.408346633940274,6.13892915640656
