"","ahpA","abrB","ahpT","antE","bdhA","bmrB","bmrC","bmrD","csn","ctaO","dacF","lip","mcpA","ntdR","pbpH","phy","ppsA","ppsB","ppsC","ppsD","ppsE","pspA","rpmGB","rsiW","secE","sivA","sivC","tlpA","xynC","xynD","ybaJ","ybdN","ybdO","ybfO","ybfP","ybfQ","ydeH","ydeJ","ydjG","ydjH","ydjI","yerI","yflB","yflD","yfmG","yhaP","yhaQ","yjcM","yjdG","yknW","yknX","yknY","yknZ","ylbA","ymaE","ymzB","yncM","ynzD","yoaW","yocD","yokI","yokJ","yokK","yokL","yolA","yolB","yomJ","yoqM","yorD","yphE","yphF","yqaP","yqzG","yrpD","yrzI","yscB","yvgO","yvqJ","ywbE","ywbF","yxaA","yxaB","yxeD","yxzE","pval","z","inv_cof_var"
"GSM672577",13.13193197,11.07273717,12.60967212,8.393543866,11.68734461,11.58383606,11.58623978,11.70866914,12.62092416,10.47617472,15.94857249,11.81292007,9.09434684,12.79829665,11.35768476,9.921168401,10.06085762,9.790525651,10.07311375,9.663977323,9.620627138,8.377036059,13.0950171,12.51800186,11.94402528,11.38389442,11.21668625,8.126315242,10.92615725,11.11180093,10.38045316,11.69730632,9.298148699,9.222804461,8.796410037,11.72854535,12.19816729,9.530714498,8.012508922,8.021186989,8.608751673,12.45414126,10.44871636,7.656668401,13.36649851,10.40272268,10.58402416,9.575063197,13.61981078,13.11539071,12.83257361,12.99767955,12.41256617,13.93337732,9.154847584,13.06405353,12.94463234,10.88695465,12.04601524,11.18851673,10.30923346,10.93385,11.08095762,11.07504796,9.781756506,9.913620818,10.98619703,12.88900186,10.37459182,11.60768401,12.40656468,11.35503383,14.47120892,13.31550074,13.30210743,7.784542379,8.372318216,10.58518067,12.31027584,9.670372119,8.62690223,8.962999071,12.50635242,7.989667658,0.289215473491015,0.555678075686478,6.19242771340537
"GSM672578",12.7318948,11.74086617,11.78955725,7.650009665,11.2080881,12.6482026,11.02599331,11.00017212,11.08267416,10.32988178,15.02109257,11.93222788,9.602956877,13.00295056,10.64203271,9.058432714,9.762339033,9.291456506,9.491711524,9.035304089,9.125550186,9.041450186,13.37626729,12.67413941,12.74603086,11.42471599,12.51217212,8.478445725,10.26908792,10.52397398,12.05551227,11.19026506,10.46929405,8.890312639,8.323040892,11.16154387,13.52142082,9.146624535,9.081620818,8.700556506,8.836514498,12.21495725,9.799172862,7.869126394,13.97766524,9.70122342,10.62734349,11.89681338,13.4593829,13.06050818,12.8108052,13.09762695,11.91377249,13.28071041,8.904501115,12.45103717,12.48356283,11.31089517,12.73977435,11.96554164,10.61440372,11.26426877,11.1592223,11.3353487,11.59762937,11.84240669,11.45253383,10.51055874,12.24317175,13.12244907,13.32523234,11.7543855,14.30353717,12.77797175,12.80614647,8.321933829,7.978735688,10.90396134,11.72211413,9.941332342,8.073602602,8.528111524,11.580029,7.846297398,0.232996425702007,0.729014404302134,6.25536908794498
"GSM672579",12.90673086,11.76055242,12.33317249,7.810275465,11.70220223,12.64667732,11.12166803,11.20686022,12.16733941,10.73115465,15.07704164,11.41876506,9.620627138,12.55092639,10.3503487,9.499448699,9.683063941,9.298148699,9.539726022,9.26206171,9.278698513,9.006797026,13.20863941,12.85326877,12.40940483,11.22137844,12.6567697,8.281063941,10.42954089,10.56048587,11.51009108,11.22958513,10.02391561,9.465282156,8.191898141,11.52406543,13.04989703,8.962276952,8.766517844,8.511257993,8.989582156,12.60668736,10.07193197,7.803133086,13.50188959,9.966738662,10.56290074,10.8462368,13.69168178,12.92910465,12.81402342,13.15065688,12.33911152,13.6106,8.944990335,13.1376223,12.50924944,11.88757881,12.20520706,11.2520632,10.48109219,11.16389888,11.09029926,11.28562714,11.26294796,11.284429,11.44062416,12.34049442,12.12215242,12.32160558,12.87947621,11.69346877,14.39110335,12.94463234,12.56771524,8.315149071,8.246547955,10.63889424,12.11816134,9.667862082,8.168757621,8.809375836,12.47901264,8.309239405,0.136626136897237,1.09560362693923,6.38848388129767
"GSM672580",12.94290967,11.98993309,12.04992751,8.53189368,11.40904461,13.01324461,11.08451636,11.06557435,12.00437026,10.02628067,15.28264684,12.06628662,9.485410037,12.68729888,10.54287175,9.729824164,9.849930112,9.27505948,9.466457621,9.160485874,9.333706691,9.437442007,13.44939033,12.88597286,12.52326803,11.53224387,13.22730074,8.148954275,10.38045316,10.56048587,11.48984164,11.50542677,10.60630929,9.679448327,8.444594424,11.57750409,13.11539071,9.271420074,9.008102974,8.890312639,9.322251301,12.4661171,10.84732714,7.683043494,14.04813494,10.02884981,10.72997732,11.30602491,13.4593829,13.15597175,12.77412974,12.97287323,12.23710446,13.72151636,9.078768959,12.94794461,12.84362528,11.75678996,12.22945316,11.27969628,10.68432825,11.30964275,11.29404387,11.41994833,11.57041264,11.68223941,11.61025167,12.24467361,12.41861375,12.13241078,12.60891617,11.94543792,14.52588253,13.04813494,12.9397052,8.634157249,8.34812974,10.86867993,12.62019164,9.654058736,8.112798513,8.990778439,12.68944535,8.399084758,0.0737546402943702,1.44838545397304,6.51658497403131
"GSM672581",12.3683684,11.61880967,11.68608067,7.838514126,10.81609888,12.6866171,11.89274275,11.71235911,11.6522461,11.69730632,14.55173829,11.02368327,9.319698513,12.36000818,10.30703643,9.302730483,9.316182528,8.77573197,8.883541264,8.550620446,8.750019703,8.565359108,12.98028141,12.60668736,12.27211654,11.01554164,11.90059108,8.076719703,10.51055874,10.39695242,11.00246134,10.57679554,9.640542937,8.696739033,8.155705948,11.12637026,13.05331524,8.748798513,8.400856506,8.139266914,8.443499628,12.31870483,10.56048587,8.814584758,12.53577732,10.0693658,10.32005799,10.34157714,13.87415316,13.24257695,12.1644855,12.58011896,11.79426134,13.09676506,8.458105948,13.29824572,12.03948625,10.87889517,12.03426766,11.5304,9.846188848,10.56761375,10.3660829,10.67379851,10.54625725,10.72005613,11.28091301,11.93087695,11.19761078,11.93752491,12.86008625,10.74634201,14.47455279,12.29465353,13.89516245,7.915262639,8.175404461,10.91700595,11.61025167,10.11346208,7.865181413,9.15257658,14.24770112,8.009399628,0.370546821139832,0.330405425874351,6.11062737565392
"GSM672582",12.43328327,11.37801599,11.65957844,7.488408178,10.94953011,12.01236766,11.67184201,11.74586245,11.33878662,11.52222045,14.47455279,10.47381227,9.585373606,12.21031896,10.46318996,9.327350929,9.249302416,8.613412268,8.828901487,8.387723048,8.50338829,9.121938662,13.08627212,12.86560093,12.25010112,10.74155985,11.59898848,8.311623048,10.28526989,10.40029442,11.13814721,10.58636245,9.99890223,9.158375465,8.125321561,11.27025613,12.44963011,9.011796654,8.474837918,8.067376208,8.674690335,12.19544498,10.68322677,9.166081041,11.2284513,9.985307807,10.40512788,10.11590446,13.77660149,12.94052268,12.6938881,12.69711524,12.05679591,12.98028141,8.267149814,13.31340074,12.10715093,11.08555204,12.36067658,11.3084513,9.723099628,10.34093643,10.28659294,10.19817918,10.5722368,10.6931961,11.08095762,11.49827212,10.9483658,12.07722007,12.91651264,10.47046803,13.88486654,12.07172602,13.79624275,8.180901859,8.104676952,10.59003234,11.76959033,9.830095911,7.986987732,8.97135948,14.64447732,8.295108922,0.229818756278828,0.739443868294621,6.2591562040368
"GSM672583",12.20520706,11.55308104,11.38870186,7.565476952,10.87436729,13.11887398,11.73722937,11.54940074,11.43697807,11.84758067,14.40469851,10.50383271,9.372447955,12.25706059,10.22658327,9.369944238,9.440052788,8.707036803,8.954337175,8.500448327,8.607624907,8.62690223,12.82172268,12.46166171,12.30598216,10.75950632,11.64670781,8.149569331,10.12073346,10.45131152,11.25578067,10.60049368,9.757262825,8.797762082,8.144518587,11.05850781,12.91305019,8.774426022,8.494200372,8.025824907,8.487209294,12.10308439,10.52881636,8.786026394,12.10844647,9.800424907,10.37205093,10.57860279,13.5084171,13.11699257,12.55092639,12.77243197,11.8141171,13.07284758,8.259020818,13.09848885,11.91582007,10.77595948,12.12968401,11.43214164,9.947730112,10.47985502,10.32731338,10.60737249,10.56992156,10.83579108,11.22723903,11.5435829,11.12047993,12.49129033,12.80153755,10.59358662,14.22564647,12.13114796,13.54539665,8.167665428,8.114809665,10.83419703,11.56802119,9.981542379,7.992124907,8.999601115,14.45563587,8.077768773,0.292893470057196,0.54495140503037,6.18853267650963
"GSM672584",12.10452751,11.53634684,11.36849442,8.197505948,10.72760855,12.62380409,11.76055242,11.87044089,11.19761078,12.76756729,14.12469963,7.668779182,10.19937509,11.67314796,10.84853383,8.575507993,8.549405204,8.704256134,8.488292565,8.120082156,8.34812974,10.31281784,12.19544498,13.87172416,11.55308104,10.92735539,11.5763197,7.899507435,10.11712491,10.01140335,9.136124535,8.858484387,9.005653532,10.49909703,8.954337175,11.23868885,12.51518699,9.101403346,9.877958736,8.867563197,9.481560223,12.24467361,11.31557286,9.996260595,10.24398885,9.015346097,9.260887361,8.366150929,13.54925019,13.47196803,11.72477063,12.34942305,11.98715093,13.07616431,7.711727881,13.59734461,11.94133643,10.81242528,11.9588368,11.23069257,9.267866914,9.204114126,9.113410037,9.749528253,10.84973011,11.18032528,11.13814721,12.21031896,10.81497212,11.05850781,11.6007684,10.12423866,13.64514461,11.02147063,15.22980632,8.56752974,8.464214126,9.870642007,10.1083052,9.218575465,7.640334201,10.27928476,14.14860818,9.794347955,0.459356426670237,0.102055209018023,6.02770952086755
"GSM672586",12.03001301,11.70220223,11.24112156,7.561339777,10.95765093,12.48356283,12.0407881,11.97375353,11.35883048,12.63887881,13.98711561,8.305863941,10.36854833,11.9588368,10.54389442,8.583566914,9.003201487,9.037702974,9.133810409,8.550620446,8.604154275,9.080512639,12.158871,12.84992788,11.30542844,10.7016487,11.76055242,8.175404461,10.08164275,10.25806283,9.884420446,9.059653903,9.09434684,9.095472862,8.513688848,11.27734684,12.62237993,9.046287732,8.596839033,8.136575651,9.024053532,12.02602751,11.42728327,9.630962082,10.74038885,9.295815242,9.849930112,9.336265056,13.10802045,13.33142937,11.95485762,12.33753643,11.85025242,12.71507175,7.850618216,13.68882788,11.8646974,11.4102803,11.93752491,11.173071,9.399416543,9.667862082,9.547546468,9.305324535,10.87208662,11.28802677,11.16270446,11.92279405,10.87436729,11.11823309,11.75931078,10.02628067,13.6744539,11.69219926,15.86955019,8.572614126,8.170436245,9.767536431,10.55690632,9.537186989,7.762834201,10.04980929,14.41869665,8.586149442,0.418889327345886,0.204735664048933,6.06499454374541
"GSM672609",11.43945204,13.99217212,11.07137844,8.416739033,14.99403494,14.60551747,11.11935985,11.04701784,10.55939517,7.562291078,7.375808178,11.05060483,14.41869665,11.31913494,12.71816097,7.885181041,11.62253309,11.3876119,10.36729665,9.582884758,9.139572491,11.92807175,13.84114201,14.06484089,13.32318773,14.64878104,13.42404535,11.38992602,10.39695242,10.1576368,12.55092639,10.70275725,12.75841524,9.428277695,9.725816729,12.56009368,11.59652825,10.85317881,12.03001301,11.83474164,12.35640037,12.86331896,9.310286617,8.9057171,10.8015829,9.798108922,9.837497398,14.52209926,11.15861859,12.11672937,12.06361859,12.59350818,11.79360967,11.29404387,10.46563457,10.82198364,12.54327509,11.63132268,9.000723048,12.99076729,11.1518223,11.86062565,11.97239591,12.14592454,15.45858439,15.48368625,11.90122937,8.523357993,14.16357621,12.4776539,12.58323271,13.17256729,8.556642751,11.89151413,10.64325093,11.77321896,7.396921933,9.363718587,10.89157584,10.15011822,10.86867993,11.14255428,7.383236059,9.321043123,0.493540268889641,0.0161928522703972,5.99653143605367
"GSM672610",11.01321561,13.92820372,10.61900669,8.309239405,15.6989948,14.52588253,11.01853922,11.37569814,14.39777584,10.92904517,8.551803346,11.2654855,11.74338513,11.55055688,12.67092974,8.772980297,11.97618699,12.00844572,12.1503,11.75077844,11.4622,12.2758855,13.70143383,14.73161599,13.26519851,13.59499257,12.95571914,9.513952416,11.31787472,11.10315688,12.0542368,11.09029926,11.13356654,10.76431338,10.58402416,13.03748513,12.46749591,10.97927509,11.95198364,11.68734461,11.86062565,14.25402268,9.286335316,8.077768773,11.44532602,10.43819554,10.4357777,12.92150372,10.7968855,12.96507435,12.73269777,13.23109554,12.35132732,12.29465353,9.569909294,10.30341896,14.19084758,12.05938885,11.27025613,12.33601004,11.43945204,11.79090335,12.03948625,12.48819219,13.57540669,13.51256134,11.25813941,15.16584238,13.95159331,12.62380409,12.59489368,13.34507323,9.252854275,14.27227695,11.23174721,10.15011822,8.582377695,10.3563777,9.602318959,9.577032342,11.06673011,11.20569219,8.212000372,9.881884387,0.00296285102622866,2.75186457342936,6.98990045335117
"GSM672611",11.06445836,14.04813494,10.62734349,8.099323048,15.48368625,14.35801691,11.17542156,11.37569814,14.5439829,10.90396134,8.621366914,11.35999851,12.1644855,11.19886617,12.70469665,8.75945316,11.9387881,12.04472491,12.05938885,11.78955725,11.46159238,13.02672268,13.13193197,14.94641301,12.91488662,13.54736245,13.04114164,9.743322305,11.27969628,11.13599963,11.89799851,10.91080595,11.45388848,11.38636171,10.73234387,12.99432751,12.18015093,10.93138271,12.59489368,12.09219442,12.21031896,14.32280074,9.258460595,8.540665428,11.85680372,10.37802602,10.72635353,13.28071041,10.67624981,13.43237621,12.87464238,13.26739145,12.80614647,12.32020335,9.52794684,10.3481119,14.14266803,12.03685651,11.06917918,11.90698848,11.26177993,11.77082305,11.9588368,12.42726766,13.65857993,13.6940316,11.61633606,15.24909405,14.27893866,12.08812974,11.96003271,13.67938253,9.391851487,14.13691599,11.78835316,10.46197286,9.231700743,10.05097732,9.458850929,9.509933457,10.93138271,11.1518223,8.311623048,10.00627323,0.00124305231569002,3.02502757091857,7.08909059238691
"GSM672616",10.15634833,15.15316729,9.902143123,8.980534201,15.26837881,15.50683643,12.10308439,12.90213346,12.43328327,9.195828996,7.708865056,7.530228253,12.83102602,11.47898253,12.87794796,7.479533457,11.32028439,10.89479591,10.49665279,10.44871636,9.720425279,11.15301375,13.29628699,14.56330743,12.82796729,13.13574721,13.84343978,9.995141264,11.43453903,10.66789145,9.490528996,9.59760316,11.02024349,11.00122007,10.35757398,13.4367223,12.53577732,10.80278067,10.99077807,9.814483271,10.37931041,13.76423197,11.30014833,11.83214907,11.18360929,8.868964684,8.173664126,8.955711524,10.51962714,12.72872639,10.6261316,11.29765019,11.26915056,13.83859442,8.545669888,11.6777052,14.35301933,12.05679591,10.59358662,12.09093494,9.683063941,8.809375836,9.499448699,10.47985502,11.13919257,11.39465613,11.91889442,12.95745074,12.96858699,10.90736766,11.53991375,12.3683684,8.170942379,12.1703171,11.04454907,11.42134944,12.86639294,9.748265056,8.138221933,8.791343494,11.76822193,12.84223494,7.025510037,10.06807993,0.411817565934981,0.222871996398483,6.07158015506131
"GSM672617",10.27670223,14.63629591,9.813261338,8.332564684,15.36026208,14.78475056,11.96003271,12.70310595,12.28023792,9.596961338,7.809278067,7.730020074,12.61945911,11.8217948,12.77243197,7.649154647,11.29045911,10.95418476,10.61782416,10.48633234,9.641176952,11.18252342,13.4345881,14.5973803,12.74146729,12.63451004,13.76680818,10.03850483,11.30483197,10.76898067,9.99890223,9.865482528,10.95823364,11.07735651,10.64325093,13.40275985,12.40805911,10.88235985,10.77930967,9.571112639,10.11830706,13.79092788,11.54819108,12.02602751,11.49220149,8.998973048,8.79577881,9.851207435,10.70532379,12.59489368,11.1778052,11.41145911,11.16154387,13.89516245,8.756268401,11.67702007,14.33275836,11.85426952,10.59003234,11.85939182,9.864209294,9.327350929,10.17489219,10.82198364,10.98965576,11.02368327,11.74823048,12.55260149,12.42567472,11.07026989,11.60768401,12.53577732,8.018659851,12.2267552,11.33878662,11.16719814,12.85165985,9.669020446,8.161189963,9.031537918,11.61993123,12.94290967,7.091472119,9.58410632,0.122219533230672,1.16396285209962,6.41330628078207
"GSM672618",12.05679591,13.6106,11.1778052,8.010395911,13.69896357,11.75807658,9.003201487,9.376255762,14.52939071,10.44625204,12.78208439,10.59934572,8.291892937,10.56290074,11.13655725,8.254450186,11.38389442,11.43575836,11.56165688,11.58383606,11.6522461,9.592969888,12.42890074,13.82567398,11.91889442,12.32301375,7.923060595,7.491115242,10.00255502,10.05336431,10.90797509,10.61782416,7.909552788,11.33878662,10.11712491,11.7111632,11.63132268,9.766249071,9.183775093,8.719429368,9.205351301,13.79859108,10.42894238,8.104676952,14.22564647,10.31040186,10.35981673,8.756268401,11.61139071,12.70778104,11.82700706,12.49420967,12.15595799,12.82796729,9.397619331,13.54539665,13.69168178,11.30014833,11.77964126,9.969389963,10.38485409,10.588729,11.02948476,11.39931487,11.56050372,12.21173457,10.66082342,15.60525576,11.92018364,10.21153717,10.5060777,12.27143792,12.82942007,14.02274981,13.49777063,7.364559851,10.3081487,9.975899257,10.05582602,8.58171803,8.323040892,9.38873197,13.22356468,8.937742751,0.420839552480721,0.199746167355001,6.06318277247573
"GSM672620",11.32697918,13.98711561,10.69941338,8.825676022,14.05645093,12.28023792,9.084210409,9.160485874,13.64061375,10.45131152,12.54013457,10.45256691,8.697910409,11.15301375,12.39977379,7.482725836,12.10844647,11.89681338,11.54474833,11.40524758,11.20118141,11.14255428,12.96507435,13.87933941,12.56328699,13.06929071,10.12797993,7.718559851,10.62500372,10.5060777,8.114304647,11.61139071,8.7627,11.74397416,11.48512491,13.05512156,11.65711152,10.17751747,10.79461747,9.74697658,10.99543978,14.29121375,11.06334126,8.901939033,15.06041338,9.708602974,9.430920818,10.99077807,12.91816022,13.34864684,10.65251152,11.96150149,12.17600892,11.97502342,9.205351301,12.18563792,14.177971,11.44532602,11.11351933,10.80522639,9.866851301,9.313763941,10.55114572,11.1518223,11.03873829,11.28802677,11.49708959,14.42209108,13.38472454,9.076839777,9.70606803,12.98028141,11.5350052,12.46166171,14.09040223,7.951738662,12.65911338,9.601017844,10.1452829,9.270202602,9.526674721,10.43697138,9.876702974,9.394066171,0.0616459586458769,1.54110218861907,6.55025200025745
"GSM672621",11.40524758,13.4367223,10.71119851,8.590889591,14.1456342,11.97097658,8.946330112,9.021356134,13.81582714,10.90512491,12.48819219,10.72937955,8.31330316,11.47432714,12.22607175,7.672643866,11.99639963,11.77697584,11.5471777,11.45859368,11.31671078,11.2284513,13.04265836,14.04683178,12.74603086,13.11887398,9.52794684,7.695330483,10.65969257,10.51419851,8.551803346,11.98993309,8.811955762,11.80914981,11.25937026,12.99596394,11.61139071,10.16996877,10.67029442,9.485410037,10.80641041,14.40469851,11.04701784,8.956904089,14.90230818,10.03007658,9.74697658,11.34575651,13.23309777,13.34507323,10.98844647,12.33753643,12.15595799,11.74211264,9.148971747,12.23579331,14.30661041,11.06673011,11.22497212,11.37143476,10.14765651,10.16879219,10.70532379,11.09734126,10.89637454,11.51118996,11.26048625,14.57414535,12.87947621,9.448824164,10.67379851,12.87633978,11.51608104,12.43328327,13.95716766,8.012508922,12.37427993,9.918536803,10.23424796,9.470373234,9.363718587,10.60630929,10.45966691,9.533196654,0.0238540476717191,1.97995936079275,6.70960851751948
"GSM672622",11.284429,13.59032751,10.71943829,9.456306691,15.41281338,13.1136368,8.789441078,8.696739033,13.94112825,10.32731338,11.88260409,10.07806877,7.99810855,11.7975223,12.71507175,7.457263941,11.70220223,11.23069257,10.8880052,10.78641524,10.55637156,11.44888067,13.42184944,14.52939071,13.202279,13.12896524,9.472736431,7.437914498,10.31645688,10.17617398,9.777935316,12.05938885,8.919800372,11.55741524,11.54474833,13.36340948,13.05860929,10.74508104,10.83579108,9.524164684,9.99890223,14.65334089,11.173071,9.395199628,15.17188364,9.509933457,9.620627138,11.73118327,12.35640037,12.71058885,10.82892454,11.68223941,11.39223755,12.96701115,8.828901487,11.50759814,14.73359517,12.05132193,10.81430985,11.47546394,10.20170595,10.04472379,10.37568922,10.80641041,11.31152045,11.46931636,11.86062565,14.43607286,14.46059071,10.45615651,10.64806134,13.41992007,11.40160372,13.36340948,12.81402342,7.55573197,13.24969777,10.43080074,9.350366729,9.167288104,10.17928996,10.79103494,9.298148699,9.193304461,0.330520875152423,0.438475329250346,6.14986939906109
"GSM672623",11.03527658,13.20315836,10.38901375,10.00012416,15.1410658,13.81090595,8.443499628,8.221736059,13.55136803,11.02948476,11.3084513,10.09716097,7.674563941,12.07040112,12.59049108,7.495005019,11.33878662,10.67624981,10.41393086,10.05462639,9.671051487,10.88970818,13.93848699,14.16357621,13.3970368,12.84992788,9.139572491,7.357145725,9.895909665,9.960652788,11.19823848,12.22879703,8.934030483,11.14584424,11.16270446,13.23707546,13.02025465,10.73581636,10.51167881,9.557981784,9.55144052,14.69494015,11.28217807,10.58636245,15.17796914,9.361120818,9.782928996,12.76600149,12.77884796,12.58602528,11.34699628,11.8077974,11.19509517,12.6866171,8.605266543,11.69219926,14.70664796,12.05809554,11.00662714,12.14881636,10.53004981,10.5378948,10.46503309,10.93447918,11.53286245,11.59519071,11.86596059,13.96823197,14.08764126,11.7975223,11.92018364,13.60618996,10.65467323,13.09337732,13.12800297,7.651796654,13.40275985,10.9382052,9.197054275,9.298148699,9.934946097,10.73348922,8.802977323,8.624420074,0.43810109329878,0.155785390646494,6.04721986536929
"GSM672624",11.22378216,13.48916357,10.40512788,7.647143123,14.11600446,12.12893922,9.316182528,9.299215242,10.25985874,9.663977323,7.755260037,13.32734535,12.86164312,11.66706952,11.19638364,7.835530855,10.01496245,10.25749294,10.19692082,10.23424796,10.14026543,13.30389257,13.57540669,14.46409554,12.86008625,12.39590892,14.77223197,10.65251152,9.334962454,9.453789963,12.14178848,10.56290074,12.29753643,10.57917807,10.13296468,12.21330186,11.23406803,9.943906691,13.21581859,13.06752156,13.0185829,12.40194684,10.1083052,8.946330112,12.37427993,11.00960112,11.78586766,14.70484052,11.06445836,13.16680669,13.59499257,13.6940316,12.59350818,11.18912454,9.748265056,10.89382342,11.93752491,12.18154349,9.629740892,12.74603086,11.32028439,11.96150149,11.80505465,12.00305651,15.04395688,14.82197844,11.74211264,8.715765799,14.74027026,12.93473197,12.86961896,13.64514461,8.005370632,11.91377249,10.78052045,11.36307974,9.348395911,9.300388104,9.881884387,10.0766881,9.475285502,9.760399628,8.072042007,9.880541264,0.285651444505995,0.566133710061634,6.19622433240908
"GSM672625",11.20686022,13.58394275,10.50383271,7.624310781,14.01692193,11.89547138,9.293330483,9.215022305,10.2065,9.568403717,7.780598141,13.03040297,12.84362528,11.69090818,11.20569219,7.882130855,10.0633171,10.24135167,10.26368476,10.160029,10.17371152,13.41992007,13.68176245,14.43977026,12.72872639,12.49420967,14.97813903,10.73115465,9.371142751,9.442413011,12.13522082,10.64563569,12.38124796,10.60851896,10.16502825,12.20380818,11.24415669,9.99890223,13.20139963,13.02196208,13.09676506,12.25010112,10.2214171,8.764030483,12.42726766,10.92265688,11.75559182,14.91167472,11.21533234,13.19793569,13.54336506,13.67681933,12.60742379,11.01321561,9.818199628,10.99196914,12.04223755,12.31733383,9.652842007,12.97873309,11.45977212,12.0286052,11.88637695,12.02192007,14.60733494,14.62074498,11.82298996,8.675730855,14.84428699,12.9836684,12.93473197,13.63154052,8.126315242,12.02055242,10.76552491,11.6064513,9.499448699,9.337545725,10.07806877,10.08044907,9.415497026,9.708028625,8.073602602,9.952317658,0.255375440068247,0.657668947347138,6.22946233681111
"GSM672627",11.87245242,13.09676506,11.13711487,8.611122677,14.35976208,12.63887881,9.826052045,9.652842007,12.56626989,11.99124944,7.577777323,14.36693011,12.98548327,12.78678773,12.21330186,8.6819829,10.81962416,10.91700595,10.93586171,10.7748487,10.68654312,13.57750632,14.06186803,14.65737807,13.10802045,13.79092788,14.88755316,11.61633606,9.80892342,10.09603011,12.65290223,12.34561375,13.02025465,12.4776539,11.20221599,12.4661171,12.49575204,10.56404164,13.30585762,13.26346171,13.27106394,13.1376223,10.160029,8.247687361,15.31526691,10.85080967,11.69730632,14.92148885,11.29829572,13.94912751,14.14860818,14.30353717,13.40092937,12.27727844,10.41153829,11.08671896,13.0950171,12.36067658,11.29829572,13.22549963,11.81170372,12.39153123,12.18422007,12.44805874,14.82197844,14.83115242,12.02735651,12.03291822,15.03266691,13.22169145,13.17780409,14.08764126,8.269560223,13.62914721,11.2654855,11.39810297,8.229425651,10.7016487,9.985307807,10.18349442,9.757848513,9.520383643,7.312226022,10.41029554,0.159358735065025,0.997096915406427,6.3527144158038
"GSM672628",12.2344052,12.75065836,11.53991375,8.723092565,14.55987026,12.03685651,9.729824164,9.617849071,13.81700465,12.57880929,7.600063197,14.39110335,13.11539071,12.63451004,12.2829855,8.713237546,10.96463569,10.98844647,11.01674572,10.82410781,10.86286431,13.80827249,14.3837368,15.01592007,13.08627212,13.75689926,15.01087881,11.96150149,10.01560223,10.31892639,12.74603086,12.64338773,13.4367223,12.76305799,11.40587082,12.47040149,12.33753643,10.64676803,13.6940316,13.41359628,13.46987881,13.31340074,10.5099619,8.379198513,15.4060026,10.71350892,11.47313457,14.69906245,11.23992454,14.05645093,14.41536729,14.62074498,13.56651933,12.1703171,10.53447063,11.33414907,13.54736245,12.47473234,11.49352602,13.16680669,12.02317361,12.47327881,12.35933978,12.29465353,14.97813903,14.95131636,12.04992751,13.09676506,15.52257435,13.05679517,13.17966803,14.15794052,8.321933829,13.83728625,11.41698922,11.76177175,8.395967286,10.76314907,10.15011822,10.05217361,9.893404089,9.846188848,7.295504833,10.46318996,0.194310600205548,0.862120520266681,6.30370218675552
"GSM672629",12.00036022,13.02025465,11.18137621,8.392362082,14.33275836,12.52326803,9.732179926,9.587906691,11.73589108,10.68322677,7.481363197,14.46059071,13.0950171,12.77412974,12.05679591,8.448307063,10.71661134,10.7701803,10.82770632,10.71840037,10.72635353,13.4511197,14.02859517,14.74027026,13.08627212,13.50294164,15.20407138,11.56554647,9.930198141,10.05844498,12.719671,12.49129033,13.30389257,12.27423903,11.1661171,12.4776539,12.6836,10.65969257,13.41130855,13.4593829,13.38992379,13.03222825,10.46318996,8.404481041,15.62225242,10.88470892,11.77836766,14.98879926,11.51179572,14.00300297,13.99478104,14.19217844,13.31340074,12.29166617,10.57562602,11.20686022,13.18357249,12.31169033,10.71228216,13.0393197,11.71053178,12.31454387,12.2344052,12.29611413,14.84014647,14.94366617,12.23710446,10.3503487,15.25573643,13.37237472,13.11699257,14.13440409,8.15352119,13.7405171,11.33991747,11.69346877,10.31892639,10.90512491,9.696065428,10.26495056,9.708602974,9.742029368,7.330529368,10.39436654,0.183103089870892,0.903602566806585,6.31876502470063
"GSM672630",12.65290223,10.45730818,11.94402528,10.72067398,14.74487584,13.98971487,10.15378364,9.884420446,13.30389257,9.047397026,12.99596394,10.54862454,10.51293717,13.06578587,12.23849145,8.292988848,11.25813941,10.59704647,10.57802751,10.17127509,10.13419145,10.09716097,14.53294684,13.60160558,13.47812268,12.50487918,14.27576691,8.229983829,10.47381227,10.84505911,12.89544572,12.62544387,11.25086022,10.38045316,10.24267955,12.28882454,13.20315836,11.06334126,9.636028996,9.136124535,9.172110409,13.84114201,10.67624981,9.302730483,13.6246145,9.99890223,10.91574907,13.21968216,12.07855874,13.54124015,12.88356729,13.05679517,12.05679591,14.13102342,9.223396654,11.34212082,14.77594758,12.65748922,12.15959647,12.26440558,11.40524758,11.67702007,11.44644647,11.36371152,12.73350074,12.66937435,12.25148216,13.01324461,14.78927807,13.28644796,13.2692461,14.22564647,11.99907435,14.39110335,11.97030483,10.36235093,13.14143123,11.50065985,10.8312829,10.17371152,9.02775539,9.356781413,8.410509294,8.556642751,0.0194807008891127,2.06459431334265,6.74034091095443
