"","ahpA","ahpT","antE","bdhA","bmrB","bmrC","bmrD","csn","ctaO","dacF","lip","mcpA","ntdR","pbpH","phy","ppsA","ppsB","ppsC","ppsD","ppsE","pspA","rpmGB","rsiW","secE","sivA","sivC","tlpA","xynC","xynD","ybaJ","ybdN","ybdO","ybfO","ybfP","ybfQ","ydeH","ydeJ","ydjG","ydjH","ydjI","yerI","yflB","yflD","yfmG","yhaP","yhaQ","yjcM","yjdG","yknW","yknX","yknY","yknZ","ylbA","ymaE","ymzB","yncM","ynzD","yoaW","yocD","yokI","yokJ","yokK","yokL","yolA","yolB","yomJ","yoqM","yorD","yphE","yphF","yqaP","yqzG","yrpD","yrzI","yscB","yvgO","yvqJ","ywbE","ywbF","yxaA","yxaB","yxeD","yxzE","abrB"
"lip",0.267458560146667,0.228291302070145,0.0955634861886258,0.074543985770536,0.108717914658547,-0.0566991274528509,-0.148713134120398,0.0645955632561896,0.207134884481379,-0.10882062185602,1,0.234377336452451,0.517919247716054,0.0573415977602537,0.169719176587544,0.269468227475025,0.304790819804185,0.329860781744743,0.34303552221413,0.406134410961796,0.481415825704162,0.432445909840916,0.20991158357525,0.450574441901862,0.468595888750627,0.60300190846945,0.581619802048848,-0.0322518829424465,0.122043015184595,0.518814401092929,0.538884276419932,0.629772766895631,0.315880289180642,0.185770885302513,-0.302858513875056,0.228209302128354,0.0266792875791913,0.484619057561443,0.503659075877049,0.489169059996399,0.141925226958019,-0.105014682380027,-0.568507901629065,0.604927983125714,0.598355584456219,0.690293490444091,0.662924299975022,0.179537651583547,0.488173024787086,0.683831698960985,0.680527112764084,0.5836865010246,0.125082059129662,0.739966518324972,0.0325171888802696,0.0823662073848096,0.302241376523452,0.060152127741473,0.58311231489192,0.551610657643198,0.622520407378203,0.610581056529602,0.566802535632532,0.561173178802646,0.563690049740191,0.54746741494452,-0.13094236246391,0.599123485788598,0.618775450288413,0.580645767249693,0.489251122395672,-0.146113288379749,0.199430670592022,0.150120039000167,0.339794031903218,-0.0663045024927314,0.462627984963737,0.125838819169442,0.463757448473968,-0.0812745245295819,-0.421504214443872,-0.189610283733984,0.159686273079509,-0.0974410615210223
"mcpA",-0.36612408383289,-0.331769257052451,-0.237886352639507,0.356097681035266,-0.0679901313029281,-0.0635772824293576,-0.0699546113006639,-0.226871255766251,-0.129499132169733,-0.687894015336725,0.234377336452451,1,-0.247977535058231,0.0678345164651315,-0.273730513173162,-0.0316669186456406,0.121246929104406,0.134299633130968,0.181905259296109,0.177183001266631,0.693879134791266,0.105237784908637,0.327450235497923,0.079745414742759,0.276871435002249,0.634011431694907,0.765549144239132,-0.240659780635005,-0.248837211814586,0.442275829401999,-0.127908563858733,0.778934128898075,0.107247668093337,0.177967449754271,0.230558177891476,-0.361324512066504,0.189903671596793,0.751659678211929,0.783519402586903,0.786121130610864,-0.260870162426108,-0.350755189534791,-0.0696571810622151,-0.191590636359742,0.40565520943122,0.347329528197995,0.639952365949512,-0.570692030200264,-0.0150731456083303,0.333748671083611,0.291939337628372,0.273408811381424,-0.478614165627632,0.462305855570762,-0.462060023384687,-0.266527708867626,0.259719759895372,-0.619903431021888,0.400514537823252,0.406915335135715,0.429192250500289,0.441805030260087,0.385989354352386,0.827473818942202,0.816611552225622,0.349995716882864,-0.406276087191713,0.389545299489217,0.286137896309032,0.17069622876626,0.352009113093982,-0.613025798968256,-0.0591160182865114,-0.49368652756496,0.869856242836562,-0.424995588749554,-0.253185473515047,-0.208634719960449,0.343384307013813,0.33028720398747,0.0857174246421891,-0.377590826511586,0.313297885238023,0.24424532332172
"ntdR",0.727493952123293,0.70935464446839,0.578467857874095,-0.0116900027009312,0.610835104642435,0.453000181222289,0.353699307094102,0.480632899473987,0.372873185335158,0.430297591104441,0.517919247716054,-0.247977535058231,1,0.385491070393921,0.482202121192929,0.607215240605977,0.470901804358825,0.460001560010748,0.397418675729581,0.392780692029988,0.109838647571856,0.522095725913048,0.24933453105843,0.426481044227389,0.487634827790966,0.469822655136926,0.265320309920808,0.477760642149455,0.640610370274258,0.264397849832292,0.843711213105285,0.34906039609004,0.562631706261171,0.319374452786612,-0.25038370967513,0.835089637176192,0.261204679368155,0.0229066313850414,-0.0447026252912945,-0.0913116928956979,0.53665764242464,0.409501241296869,-0.331351462923629,0.835114659928265,-0.143469960692068,0.148782366485352,0.221838753899628,0.732224245945161,0.732573764145631,0.54064416511872,0.529727815376829,0.490968341973473,0.741636686952974,0.370851390739282,0.376057524271703,0.605005676240366,0.299347428440613,0.723610367933605,0.39026679961208,0.420866262570515,0.314644808925619,0.206414709174602,0.154402909367218,0.0217462279232073,0.00521714026200687,0.556760890930022,0.395122852259714,0.449232663506945,0.477323673252525,0.495401995808738,0.353783331608219,0.40952962319218,0.502184310952705,0.609067696941985,0.0609428937121705,0.220600224971145,0.902997477134306,0.0532663841323213,0.256266955380203,-0.0783265881900034,-0.263271925496925,0.134000120953741,0.250071270488545,-0.563989036455106
"pbpH",0.481166543631033,0.501551227535817,0.531810973165007,0.560131836920748,0.387086296116527,0.242524335090281,0.216777258404714,0.629552377429753,0.0183156290612359,0.0851974111674796,0.0573415977602537,0.0678345164651315,0.385491070393921,1,0.138887585222064,0.61645133001854,0.581094924273468,0.533449111620625,0.516472312164105,0.479528525693803,0.287830658313692,0.314845104475698,0.480818428098933,0.264208166324556,0.544595025144339,0.171239517120556,0.362824520733445,0.590565792857075,0.614402915330207,0.0758845427913499,0.643619930738792,0.296567774838992,0.646702338564679,0.748316550352054,0.567212503146529,0.584941438516557,0.836361863527453,0.227317911397585,0.125077026016734,0.107457538713448,0.721987171146438,0.441640667510464,0.0760513071539127,0.51862289230576,-0.176402068648935,-0.0576540646460905,0.256102470356982,0.233712184492476,0.389449873288513,0.185055322508954,0.199338685687614,0.257993344820548,0.316132670798448,0.229917304976948,-0.00298751313690446,0.694903784801122,0.0547800292326317,0.367239947217051,0.124610092055026,0.413701392867008,0.150559452654671,0.166516285196644,0.182622017037679,0.180862114634133,0.156196438922007,0.21634960919172,0.446663666935201,0.535266169537092,-0.156064973824308,-0.278980922156758,0.611656952729355,0.0978729909830655,0.602366722884614,0.264104091410947,0.188400277974174,0.271479095124823,0.429321929425176,-0.377683094766834,-0.102610240235952,0.580951851890689,0.458160461827717,-0.0728258641801421,0.397647865803486,-0.465496346375433
"phy",0.692351831164568,0.715884970524626,0.2081946995542,-0.203498480990573,0.234498938062647,0.681308120793865,0.629756044720898,0.455993532801796,0.349621836946484,0.428379147642677,0.169719176587544,-0.273730513173162,0.482202121192929,0.138887585222064,1,0.267873326618259,0.165146656869132,0.198141631665024,0.134264396268297,0.164821463287841,-0.32322222064582,-0.00169777038417442,-0.0955031544751191,-0.207099569231316,0.151958974923847,0.0668188948760936,0.0689268030398865,0.636841783947671,0.735385145084853,0.0744024315745453,0.450397260341104,-0.00118524727809058,0.229608735152586,0.0379820618660007,-0.270567718731711,0.407492187167155,0.1191115049639,-0.385337778984636,-0.375999350986519,-0.406803100184335,0.219602296866497,0.147207346414035,-0.329732557253827,0.318222066402037,-0.171482662200771,-0.012367550755745,-0.137026901329171,0.527982571962081,0.380911776637765,0.325920954451698,0.301022887397492,0.270546464162296,0.496937473714913,0.176995154555931,0.416432921107072,0.396062598809505,-0.0242181932018172,0.658994828867993,-0.0617773783281196,0.211660054238579,0.190768632776591,0.116685583538926,0.0211926057658902,-0.196531021901599,-0.214267137179944,0.0595460536394743,0.479999208551799,-0.139901607354968,0.099408592874234,0.163785705543452,-0.050143437689213,0.476764925885384,0.470835369583773,0.467367632599299,-0.164987785553144,-0.124900896990207,0.539316441508328,0.475788766981386,0.24974191325575,-0.142881626045303,-0.221964118423172,0.260078585430441,0.0916291500122979,-0.595072666872542
"ppsA",0.461403241393975,0.474605690842514,0.548206931444878,0.55281614312398,0.620351403149091,0.355380388923182,0.326918784320705,0.794637246165126,0.333671456294551,0.135985072220916,0.269468227475025,-0.0316669186456406,0.607215240605977,0.61645133001854,0.267873326618259,1,0.960264464184304,0.926872432326092,0.888402908510217,0.847840780773294,0.264304057245742,0.369708230929615,0.366631608839024,0.357181283649411,0.79236129485155,0.43541056779178,0.362287690889493,0.650899377696915,0.695501784202466,0.120909998683358,0.786238508490139,0.390379374753523,0.669611855540846,0.64184164656355,0.0937289950110006,0.534745877953429,0.5748410199652,0.174676329090288,0.0673155423604318,0.0681549094856238,0.758170555528846,0.412375454721365,-0.154723349955359,0.702565746140852,-0.158543904284427,-0.0464260911565,0.277776884550106,0.376411062319084,0.591684982628677,0.311717723222079,0.383271249523074,0.448711511911045,0.551216431226752,0.442012720990168,0.277944419755442,0.855249637181208,0.225640407691478,0.475110504094084,0.152533319526151,0.429442442728235,0.233460692447997,0.267479761579696,0.269317097408049,0.224284297593936,0.222784684728847,0.616751249783239,0.705935182500345,0.519884731465766,0.114186563243731,0.0820483732075074,0.589156995785211,0.174826399196549,0.734414627093172,0.448315897643899,0.26624862240289,0.38788468195171,0.705524452892878,-0.221472955532539,0.174310747746919,0.253241761543985,0.185114603579895,0.0101248789391897,0.336202989782333,-0.30483270065009
"ppsB",0.323671310307874,0.340890104083751,0.36983600465835,0.610930957847349,0.51205937196207,0.263023307207842,0.242087840017221,0.729344320043165,0.336284709963525,-0.0297438263764189,0.304790819804185,0.121246929104406,0.470901804358825,0.581094924273468,0.165146656869132,0.960264464184304,1,0.979008653165114,0.952966521800041,0.916369510477121,0.384589498689637,0.294303382480603,0.368728076650682,0.323218403090735,0.815575874861427,0.458544889011986,0.46442533677818,0.536048967966967,0.572485094270177,0.158708812497184,0.693368332842208,0.472571004057619,0.627007926456012,0.65360802856821,0.147843882788046,0.400544299543176,0.560414407827546,0.325743639435829,0.234705115286674,0.244727256625851,0.678782108571201,0.290496430490606,-0.209103639171255,0.63202408724787,-0.0337437190287818,0.0321102865166306,0.377491322792551,0.219932786814296,0.528051752726027,0.336461093916133,0.411831937994172,0.469612629154876,0.359218279780825,0.525059786698699,0.17735147667598,0.734470734767734,0.229229704365431,0.286401914582955,0.16903167903236,0.490780501864146,0.319047503403677,0.387666836514818,0.394947884886773,0.366953828288782,0.371229706209008,0.576846326529964,0.632324669800725,0.56941918601609,0.0883411960449316,0.0335624592266987,0.615781969446083,0.0271283182739129,0.675104092404474,0.329232702433157,0.346036901388853,0.268085366156203,0.561939357975422,-0.263408362216808,0.182462584859525,0.319319589991559,0.213236372255906,-0.0315966624284355,0.324454015633162,-0.186646667976445
"ppsC",0.326184965522577,0.346160891311634,0.316560161446921,0.552532027606336,0.449092916760674,0.261648832032416,0.239922494741527,0.701796442573233,0.363298848924549,-0.0341865273607153,0.329860781744743,0.134299633130968,0.460001560010748,0.533449111620625,0.198141631665024,0.926872432326092,0.979008653165114,1,0.982198580611003,0.955100628602885,0.394100748256093,0.270548916637776,0.394597028129106,0.282154380012609,0.774459074707712,0.478905578429567,0.477646438532851,0.502463369310811,0.543524972510177,0.185187292682828,0.669399449927747,0.492366605033408,0.638557668275733,0.632284700011292,0.135462043993297,0.386007092382311,0.519178004468991,0.33765380129392,0.259866495520066,0.270734608879921,0.610909966541929,0.257539242677876,-0.246474511938199,0.625204745284822,-0.0292184756316363,0.0449730826043404,0.378913477164365,0.192821657476669,0.561740901807518,0.395855468600788,0.470155790852873,0.529600900318394,0.331347156440903,0.546246482619201,0.184894851940905,0.690036573478452,0.265854591887449,0.280389234774647,0.118669360163561,0.523710587280174,0.3555090901482,0.42356115094117,0.423984387340605,0.365931466027314,0.371417052448185,0.566142115909883,0.630571854354524,0.537974027007338,0.121424682251526,0.0592147823490089,0.590538869895864,0.0295035767250731,0.700799306027633,0.316022798721763,0.354234442904841,0.204188354808413,0.565310167133114,-0.227519096133787,0.218850849727969,0.261831754752962,0.142695279778219,0.00224949894304929,0.351620029564774,-0.200832189663174
"ppsD",0.24252998275835,0.258277980250839,0.31063480740806,0.585599602139299,0.396444069706157,0.17061009439942,0.15701720005407,0.671278479203546,0.344070357008905,-0.112851070461851,0.34303552221413,0.181905259296109,0.397418675729581,0.516472312164105,0.134264396268297,0.888402908510217,0.952966521800041,0.982198580611003,1,0.98281394069738,0.460388395779955,0.269968231355494,0.462733841857023,0.285915334831175,0.73085352397187,0.486686475913868,0.490203240851866,0.447356366069975,0.481857112108516,0.183402793674511,0.617889331361698,0.503191811112325,0.667011244967241,0.667146721412283,0.177038747988585,0.32243704417282,0.514957637083355,0.407322864202619,0.32782246416912,0.341960596048167,0.593218902077529,0.224049326277896,-0.255253572178107,0.601211102789745,0.02809227244369,0.0863136812401252,0.40222057322101,0.109209747900927,0.546396979699113,0.393654994413189,0.474013526033144,0.545566071816397,0.268222675595728,0.565986261311151,0.0922295715223782,0.65682700232364,0.30453271657812,0.208053074399243,0.136710562689659,0.541070552634482,0.363668748972119,0.440297383379377,0.441703702683644,0.404810635639958,0.408728148212416,0.561592213386317,0.591114058007547,0.551599461196975,0.12736320383792,0.0454584441094214,0.613636371785497,-0.0558103780732695,0.662814231110031,0.232169732628117,0.398103550678912,0.193706076948347,0.509155721766945,-0.314124460562463,0.195957598535395,0.302356054621331,0.157972679268997,-0.0697495342090198,0.410020673993353,-0.161700758847662
"ppsE",0.274126126302011,0.282000573417694,0.300087514925929,0.557079891903296,0.331890553056246,0.113622028367103,0.0886660507364068,0.68153016130667,0.390415625529723,-0.0890800056965844,0.406134410961796,0.177183001266631,0.392780692029988,0.479528525693803,0.164821463287841,0.847840780773294,0.916369510477121,0.955100628602885,0.98281394069738,1,0.472438819011344,0.247803823895589,0.461119967365765,0.267555725957866,0.677303819018098,0.495809703219482,0.488427499558358,0.402358550642137,0.460140169471971,0.205211375176484,0.618602208101968,0.510175374028033,0.672602876975794,0.663770982515662,0.133998570285142,0.316550819698508,0.471706965501779,0.415945032458581,0.346893635224126,0.359229213617783,0.592073415567772,0.217981518516734,-0.328337718847306,0.616130140390216,0.129552159325501,0.193681780349348,0.427645386488886,0.128596099596993,0.561881677642132,0.436260542515832,0.513831955922822,0.577200646524846,0.242759820955877,0.570232012401401,0.0982908512633989,0.628623751636683,0.288913537824034,0.21107684413336,0.142310639857139,0.559805629454675,0.40237019229933,0.468381377542383,0.454873397066483,0.438135435774948,0.442903698375261,0.553073411593998,0.580054842718112,0.56364332090954,0.149816785660392,0.0563084153168473,0.609125648549458,-0.0310105814979311,0.659981568676368,0.24618343704245,0.389305787906046,0.163919279906505,0.504132244521285,-0.267808121030886,0.212195130375461,0.241853049644335,0.0834109729714389,-0.0287732284781637,0.415179095475987,-0.216118114328821
"pspA",-0.202061722419703,-0.186752602597612,0.0968952446509522,0.487644122645738,0.103955841802895,-0.224823885668861,-0.270235463882145,-0.000513690841676957,0.0380642201703593,-0.605488014273349,0.481415825704162,0.693879134791266,0.109838647571856,0.287830658313692,-0.32322222064582,0.264304057245742,0.384589498689637,0.394100748256093,0.460388395779955,0.472438819011344,1,0.333478567861557,0.746161499574448,0.344359364812192,0.39920232267428,0.665269960503653,0.698986662468425,-0.197793631711959,-0.122761766044729,0.46055858414657,0.216870134385942,0.763152916351866,0.569107469102604,0.601980644441952,0.343384818425743,-0.0325322248796676,0.338455208571233,0.971188388336707,0.926067055465446,0.91639649232997,0.105229253022062,-0.112548814663409,-0.222982769996361,0.235141323892213,0.40534493883026,0.468956608044411,0.763242054499304,-0.300504767026683,0.418416549229877,0.609205414168209,0.604319988634194,0.606768761205401,-0.306487579663754,0.590067879261482,-0.5006887525917,0.0241214666604071,0.512035125825007,-0.374771080729569,0.600666204955536,0.641593878825712,0.537840198681892,0.515655944090256,0.465436323315811,0.773762438476232,0.747016236567777,0.529337394917507,-0.192360667114598,0.720493286076324,0.436983223338502,0.271918599698809,0.639281173998958,-0.573312237956747,0.0760369195296484,-0.296907200011309,0.772749600898097,-0.168855357575925,0.098940577185877,-0.500463134261276,0.349854703378994,0.44023310279612,0.0376907106353546,-0.407614174566053,0.646878561474584,0.0950260286172441
"rpmGB",0.224351736473302,0.250475787069042,0.502154767967142,0.212905322867239,0.278655349789866,-0.0206899869643348,-0.103924944635684,0.14652128546226,-0.0928374236976707,-0.129656323696188,0.432445909840916,0.105237784908637,0.522095725913048,0.314845104475698,-0.00169777038417442,0.369708230929615,0.294303382480603,0.270548916637776,0.269968231355494,0.247803823895589,0.333478567861557,1,0.316740327254485,0.866194358778563,0.380607919118311,0.430786899045881,0.212333758927114,0.058108049066528,0.154008357763272,0.618665571453803,0.54525884717565,0.445038508543301,0.342445826170567,0.215354640204503,0.0190181426370008,0.35012465427022,0.403008113467942,0.292792962032848,0.278452268336736,0.214486740783677,0.213989831211988,-0.0228345276564681,-0.0668330317512626,0.472920247575004,0.00554707242781664,0.192119765333525,0.51467629401181,-0.00252576015403369,0.2298504843434,0.31296739779033,0.252207678193464,0.186309991129997,0.361096033726009,0.495724915276649,-0.193894586201016,0.363206995656957,0.485859712925895,0.193053753235304,0.582368072343681,0.593018518765103,0.535983263005435,0.452209245433703,0.384003029924875,0.279405297276292,0.245193146089577,0.40556007301862,0.0360658321532526,0.547840082984716,0.595957196368999,0.582481114689225,0.602539419581012,-0.196421028070532,0.387862042680472,-0.0682586275117319,0.318285257886549,0.1478085874111,0.473368956124769,-0.149712400492581,0.283950520086933,0.181916719016815,-0.152123115686115,-0.42751111558305,0.229413369995188,-0.0824886157187877
"rsiW",0.0630524702467324,0.098317376307776,0.45147936614456,0.362744758206195,0.201566707454358,0.0538994760932951,0.0289394530289251,0.214683243632247,0.0108180197555267,-0.296225051090469,0.20991158357525,0.327450235497923,0.24933453105843,0.480818428098933,-0.0955031544751191,0.366631608839024,0.368728076650682,0.394597028129106,0.462733841857023,0.461119967365765,0.746161499574448,0.316740327254485,1,0.208059971558291,0.277911772673437,0.462028383717823,0.414315236899402,0.151361738165617,0.17292164487194,0.242651515892717,0.330382730924886,0.458340313340482,0.834220126636185,0.725658497893723,0.456202198656844,0.271793335797754,0.469154522658995,0.641517290751939,0.546176396901529,0.536892966804331,0.260659100835468,0.207457566572422,-0.0290529171400094,0.334918840324268,-0.0302069146139948,0.0911162915955475,0.368643950424734,-0.0766771479274301,0.629990461423743,0.53550262549765,0.568426670308813,0.675249799771514,0.0328059678601006,0.343379383190156,-0.346922676721154,0.312295089760712,0.454528449028591,0.0291560807025368,0.300217717422239,0.495147521828383,0.242408311298135,0.180847625513339,0.142393505236764,0.330469848217165,0.292406992598112,0.419418001427134,0.117002916827473,0.453438127962204,0.299309879165533,0.128706913541634,0.5062754906492,-0.273889385360253,0.274663599382826,-0.037574338846573,0.527437066841816,0.0245067967153408,0.364121486504231,-0.561303268520286,0.226397624451377,0.4063548406678,0.169246270206374,-0.271159748986664,0.902615723563834,-0.199959751997292
"secE",0.0611863039984762,0.0626547794754882,0.367576541702182,0.282011250484932,0.318483303636148,-0.178444108882926,-0.245323059486059,0.131082470624157,-0.0640276521586081,-0.149643139600874,0.450574441901862,0.079745414742759,0.426481044227389,0.264208166324556,-0.207099569231316,0.357181283649411,0.323218403090735,0.282154380012609,0.285915334831175,0.267555725957866,0.344359364812192,0.866194358778563,0.208059971558291,1,0.361380524745402,0.368807023375214,0.166690174960769,-0.0692675981264817,-0.000650740511472691,0.589367609038729,0.455926003345112,0.401575755284683,0.215525646013153,0.168963655150422,-0.0227451242367606,0.322569967177426,0.289671480930192,0.34720243661594,0.334115228400123,0.278438887993874,0.271588136766686,-0.109058406098247,-0.131597189773508,0.462013769607234,0.170221311822221,0.274771182022772,0.561434659381922,-0.0462259072611904,0.112753181770132,0.197310924103655,0.158287794628367,0.0818407922507741,0.234445028049932,0.445181656987163,-0.234911164764457,0.290059756051523,0.390956103878011,0.0404961822310077,0.569532081184152,0.493618621920609,0.503776288838838,0.478302452791405,0.498962293147675,0.339307796265239,0.32433652498067,0.370744858851503,0.00660803787118033,0.615256452951484,0.545493389530192,0.511291506899663,0.599355152230516,-0.224478093650604,0.260401030242837,-0.104827666675163,0.215685287338349,0.179912507003922,0.339063684881836,-0.254133903045704,0.139705263316857,0.191298684949907,-0.0835116919141871,-0.390034331242127,0.0672301611969829,0.0522019136394334
"sivA",0.335418972058932,0.356788959190981,0.310251439903936,0.504470826186257,0.517370952105389,0.344628523473726,0.31108850602627,0.516226303388843,0.163748581523494,-0.111267167991183,0.468595888750627,0.276871435002249,0.487634827790966,0.544595025144339,0.151958974923847,0.79236129485155,0.815575874861427,0.774459074707712,0.73085352397187,0.677303819018098,0.39920232267428,0.380607919118311,0.277911772673437,0.361380524745402,1,0.513341262276704,0.659170194649578,0.512715334545266,0.532918249479936,0.232143040800332,0.719471502619175,0.605500953909018,0.506953730444649,0.520985646292712,0.0965999484856855,0.333833325285547,0.548745258994183,0.366530052690566,0.294408957674939,0.31094840285879,0.52548891199033,0.194493080812593,-0.161565116356742,0.600336613122136,0.0103911237872967,0.0369579178593632,0.486185624150728,0.207296533802849,0.447250530687856,0.344635357449194,0.411646192452518,0.445377867913077,0.327280563229797,0.624314041239464,0.195716338239657,0.578750629232488,0.211084232803402,0.202318986194173,0.316569640638953,0.439826832880806,0.316122211829067,0.371900808744287,0.389137070818973,0.474838495964931,0.489718686273696,0.644120557048832,0.370417731279926,0.596893328603781,0.133167705754449,0.129845678402205,0.621297094778394,-0.0704102857840974,0.560176868870463,0.339346543330684,0.444570925720248,0.199180531352862,0.54831620664842,-0.0843466687292272,0.296787813732934,0.270392492612325,0.160003842783295,-0.154405940084932,0.231659784875188,-0.0391495114082435
"sivC",0.155241734284635,0.152330315390967,0.244587904635761,0.297465376937904,0.360351330795347,0.202525417640947,0.134407383350634,0.175995100525804,0.250562277521179,-0.213595376458821,0.60300190846945,0.634011431694907,0.469822655136926,0.171239517120556,0.0668188948760936,0.43541056779178,0.458544889011986,0.478905578429567,0.486686475913868,0.495809703219482,0.665269960503653,0.430786899045881,0.462028383717823,0.368807023375214,0.513341262276704,1,0.759123111117711,0.0637128771492507,0.163369657669686,0.534962058188627,0.434578546678447,0.897630224019735,0.485683731993736,0.336997871243353,-0.158028759566142,0.219352270199087,0.186531291084676,0.638498816976042,0.618708432000766,0.5979932770483,0.140966924045948,0.0592211979500768,-0.277690218461174,0.436170140387713,0.311393823489945,0.463933877752327,0.676376331437469,0.0163088477177764,0.580837665341977,0.712378007432013,0.687256067119273,0.65312561633168,0.175970322963643,0.601356787684155,-0.0204008626885856,0.226033782688457,0.460727145447348,-0.00990077076992266,0.553827006418174,0.560316960388117,0.527260880995539,0.470519280179863,0.408953407389844,0.722237829773339,0.706717915286184,0.82200874963195,-0.00861760963779725,0.623812238943371,0.676927998731212,0.600012201274651,0.529151375095112,-0.177712292371997,0.32897410968925,0.0433359625927768,0.801484208876495,-0.078548126350796,0.45698689110861,-0.14869777083804,0.47752143674117,0.033226907529635,-0.186579779658335,-0.156626951536759,0.430638274199721,-0.174916341868181
"tlpA",0.101624313491599,0.122007006948028,0.0112559993267501,0.366756559561698,0.222118588932456,0.19163789897848,0.142855336987152,0.151302771488388,0.185973136427197,-0.401255499468565,0.581619802048848,0.765549144239132,0.265320309920808,0.362824520733445,0.0689268030398865,0.362287690889493,0.46442533677818,0.477646438532851,0.490203240851866,0.488427499558358,0.698986662468425,0.212333758927114,0.414315236899402,0.166690174960769,0.659170194649578,0.759123111117711,1,0.145661131112131,0.212348352054124,0.406025577311374,0.401083598208054,0.906931199369822,0.443071912438505,0.450304029675741,0.126415215995528,0.100751544363026,0.366834920352095,0.718089727793984,0.703608679582632,0.709134005095366,0.148327099093122,-0.00443384974730305,-0.274408966517996,0.35704401112737,0.361303761857391,0.39563465227573,0.699003453944054,-0.0777564070011948,0.408257408802708,0.614406454686328,0.605376392068663,0.582566766620602,-0.124083195683989,0.710854956004088,-0.095084636832709,0.102764915761542,0.31023278923358,-0.184611961384123,0.515049715951555,0.56752775407627,0.509072437984367,0.520516131406808,0.472330667673203,0.79970205379646,0.795183945239169,0.613972339939152,-0.0727758596246507,0.615342404712049,0.338961951614001,0.249196572726484,0.532592667855115,-0.33022903297367,0.238789026835152,-0.0213884445222986,0.774104541332652,-0.240167178247206,0.257113564597733,-0.111185455148841,0.411319879435032,0.303939154748111,0.0281499025693633,-0.21603599686822,0.373390616508298,-0.100277014547717
"xynC",0.596630983773129,0.634437506336128,0.492435703153854,0.244396431230925,0.568872373585673,0.697095701363503,0.713784383642701,0.704873255229695,0.225999786714513,0.34619611819297,-0.0322518829424465,-0.240659780635005,0.477760642149455,0.590565792857075,0.636841783947671,0.650899377696915,0.536048967966967,0.502463369310811,0.447356366069975,0.402358550642137,-0.197793631711959,0.058108049066528,0.151361738165617,-0.0692675981264817,0.512715334545266,0.0637128771492507,0.145661131112131,1,0.945041178079909,-0.226586394852486,0.593486523597524,0.0115488404956555,0.45396668161838,0.404321025410346,0.14678746193289,0.525639735920239,0.547628385066151,-0.297152920975232,-0.396079376785017,-0.387404830908388,0.641535723828035,0.44904881412455,0.0474471518809267,0.40002454235279,-0.411603922225272,-0.376632185598143,-0.189081488058107,0.494753933583819,0.435044808106912,0.0697927654963828,0.12694009332881,0.223629834238124,0.62694562289735,0.123934765295512,0.38258572540634,0.757384751022484,-0.0183290900680103,0.677684031573835,-0.104244553098439,0.105538921870765,-0.122272164386702,-0.087855589888847,-0.081991601988849,-0.22021995162417,-0.228488547668283,0.246584444717511,0.707350950259909,0.0389515492903769,-0.185096799692694,-0.150735404342556,0.197034948169665,0.378215151725511,0.601589796821348,0.531914870580052,-0.0307227890449382,0.348100388877805,0.610577198768511,0.0518655377325665,0.0979204919582465,0.26098645295622,0.326772583672952,0.0948744612015571,0.226895462558178,-0.447353453827451
"xynD",0.734214804088705,0.757977409467262,0.55331056728567,0.23966075898273,0.594481190250408,0.676697364553317,0.644639268924508,0.756318727086472,0.312172659850162,0.400356020064704,0.122043015184595,-0.248837211814586,0.640610370274258,0.614402915330207,0.735385145084853,0.695501784202466,0.572485094270177,0.543524972510177,0.481857112108516,0.460140169471971,-0.122761766044729,0.154008357763272,0.17292164487194,-0.000650740511472691,0.532918249479936,0.163369657669686,0.212348352054124,0.945041178079909,1,-0.0746781043105008,0.73045759528363,0.108049021253794,0.540886420324799,0.473793296789081,0.0682578666991999,0.634369940703131,0.55718187721552,-0.233321429985819,-0.327115430077149,-0.343685947037484,0.692590357817421,0.451335416468106,-0.126053487496339,0.54732928700316,-0.321023742367823,-0.175646607393869,-0.043978661516934,0.616731614768837,0.555095903263222,0.245696526866777,0.275159004243646,0.323687609866973,0.664410396592542,0.225819923088266,0.391504293835678,0.798645824529349,0.0757444027699952,0.765652685295896,0.0349696411996371,0.276474453227146,0.0638000057626175,0.0468002561515662,0.000825677435968797,-0.123257387097545,-0.141163351768415,0.331039012880995,0.710843215225878,0.185756962632041,-0.0361451021488086,-0.0212930528596987,0.295862534327464,0.43300770422662,0.669167748527138,0.592326460049619,0.00360805353975824,0.279202096432447,0.728641704274037,0.0936054099986293,0.190580079668334,0.202923640583176,0.134202936567927,0.122295081699745,0.27106388818973,-0.60764598198605
