"","divIB","gerM","ispG","mraY","murB","murD","murE","murG","pdaB","sbp","spoIID","spoIIIAA","spoIIIAB","spoIIIAC","spoIIIAD","spoIIIAE","spoIIIAF","spoIIIAG","spoIIIAH","spoIVA","spoIVFA","spoIVFB","spoVB","spoVD","spoVE","spoVV","yaaH","yhaX","ylmC","ylxW","ylxX","ypjB","yqfC","yqfD","yqfZ","yqhV","yrzE","yugU","yuzH","spoIIID"
"yhaX",-0.463201405645911,0.911148381524649,-0.532852309604611,-0.072222376700537,0.243792667198888,-0.00463122429961964,-0.437613817695237,0.625416191772044,0.919318804658179,-0.678571328656622,0.860960718180706,0.867089419240061,0.879291633723811,0.869111772993261,0.866500586250804,0.866581800076738,0.902129558053527,0.898830420642649,0.920694942670861,0.939185511134666,0.885971716782456,0.853922217189835,0.857228354826416,0.894094522347533,0.491750670474634,0.797746140063874,0.962462902541865,1,0.655465479707029,-0.547637129382891,-0.745858717128624,0.74591046671068,0.909542834045878,0.917579743824697,0.526341187823345,0.81848604878624,0.932195142245644,-0.42537355551457,-0.361081469516264,0.916145393668272
"ylmC",-0.473379922662282,0.709156225519044,-0.529016696081688,0.240710482508577,0.155400929097002,0.264732169149802,-0.0944419278596543,0.695470316736625,0.672957384306563,-0.342330759884446,0.549749996907806,0.662620639319292,0.672180991222256,0.677206619064629,0.66615084784129,0.657049248030859,0.663842862220339,0.671077638352975,0.689134085641632,0.755666106818976,0.673508625622604,0.658215540207409,0.6427169139379,0.639942894644609,0.638796770731757,0.638351747022775,0.715041647048204,0.655465479707029,1,-0.467033898099848,-0.601284459472461,0.685966338173539,0.760397183052137,0.742134547818586,0.531733451165271,0.639871057735518,0.69820696038606,-0.540512656656995,-0.473901108075595,0.74665894661969
"ylxW",0.841486505288994,-0.462690105596307,0.821543314445621,0.0421193688768644,-0.0749511270374931,-0.0228913727111027,0.494977753826587,-0.648716342225666,-0.467858551083456,0.627705428000399,-0.478919710863111,-0.451019320479236,-0.457372860572466,-0.470651262332112,-0.452215240309943,-0.420210950259086,-0.422141494579958,-0.424410506201664,-0.425964261518242,-0.495593280578507,-0.442749942515602,-0.409336146697591,-0.36098889090726,-0.472849108675171,-0.27305232655343,-0.250616017089049,-0.617631201061381,-0.547637129382891,-0.467033898099848,1,0.879508699263499,-0.341761424737407,-0.539110630700168,-0.548953003403053,0.0577772411548135,-0.412351325425115,-0.46927042272731,0.422068093308593,0.21753022927335,-0.522512001914813
"ylxX",0.715197445037061,-0.667128142603607,0.797590488729048,0.22039570821451,-0.16589202302004,0.147314750634558,0.615096805679107,-0.598052171016477,-0.681151978496025,0.798092345151361,-0.666613477610788,-0.646304445385721,-0.653870099374318,-0.652598229165338,-0.636772892087173,-0.619538665442149,-0.642988996886491,-0.643330081786238,-0.653754462134739,-0.690234701709991,-0.645552662990793,-0.580589665717464,-0.553443716709143,-0.656797950965904,-0.247019721140445,-0.462347034086189,-0.782110904908972,-0.745858717128624,-0.601284459472461,0.879508699263499,1,-0.469480049370005,-0.705224222973322,-0.721254952231431,-0.174068221655583,-0.617472918044617,-0.683866666898587,0.360304991087392,0.208351194806755,-0.690674645610734
"ypjB",-0.312285577915505,0.877626231146308,-0.291601103129004,0.255299417152643,0.232400680432085,0.271775960728216,-0.00323857186579908,0.698382931663092,0.845192936766667,-0.326239834748525,0.840970868787833,0.907672384842068,0.908981588336797,0.916467398598676,0.921879251341312,0.912947775852689,0.86917867058454,0.873916486650379,0.85551074475835,0.802477115315301,0.920130892460343,0.942343106842982,0.890682560695954,0.908969829413779,0.688158347760691,0.904936977694973,0.746774347573014,0.74591046671068,0.685966338173539,-0.341761424737407,-0.469480049370005,1,0.826091993173247,0.857386666498691,0.791708072286532,0.898823660672223,0.891320926997371,-0.399978555644384,-0.414330937851955,0.721348064729268
"yqfC",-0.482555580968005,0.9359187803014,-0.536697532648294,0.132283611693676,0.254381408648369,0.184845924689022,-0.189954062072107,0.702707554706544,0.922728056898023,-0.506454156643106,0.869905939212044,0.897996862380636,0.9095978208417,0.906584301687392,0.903703784260611,0.895055815079791,0.912881149365459,0.911713550505437,0.908661539548095,0.934781935267869,0.90955490914075,0.895104244990285,0.903614001510005,0.922884487554944,0.573607422212278,0.859347903533161,0.929615972425719,0.909542834045878,0.760397183052137,-0.539110630700168,-0.705224222973322,0.826091993173247,1,0.98777968930985,0.618065369324875,0.867701721414453,0.928920786045475,-0.619038906446105,-0.579112447620275,0.922680561389739
"yqfD",-0.458000595615093,0.951528200391953,-0.532695091811422,0.0814791461091202,0.306533577736281,0.133787719425668,-0.24053084989062,0.710265414932123,0.938282794791107,-0.544227919217369,0.902940301739951,0.929674563445944,0.94068973313443,0.938189653783148,0.935655792977267,0.927882086030272,0.935949772055273,0.935373393331935,0.923294761744641,0.932594763979188,0.940035187300794,0.926337950765075,0.914186561705446,0.948285111270342,0.563618527557683,0.879323356976461,0.931985136250985,0.917579743824697,0.742134547818586,-0.548953003403053,-0.721254952231431,0.857386666498691,0.98777968930985,1,0.635651842902052,0.904027189783868,0.950110942335318,-0.564726709177256,-0.526950436334991,0.909714813558976
"yqfZ",0.0510908969617307,0.72679373427432,0.14221465802177,0.121422720422549,0.0963939537992755,0.110128522244189,0.142374380653344,0.279512645022213,0.707933166198829,-0.105169934098385,0.683050438961651,0.74679523958763,0.737510341511057,0.737772774844192,0.749626091101864,0.760058030624667,0.727034981049902,0.734097628455371,0.71794533458957,0.592638245363941,0.751765783647019,0.765771180174102,0.779107946923414,0.700138829692229,0.451476900687469,0.838687810888258,0.50887680724176,0.526341187823345,0.531733451165271,0.0577772411548135,-0.174068221655583,0.791708072286532,0.618065369324875,0.635651842902052,1,0.787489876318698,0.710128142678956,-0.151524786423675,-0.267244377804466,0.480612522690634
"yqhV",-0.264375444603993,0.940988867234282,-0.357665146668957,-0.0641277257296506,0.291656800007924,-0.0381729268636003,-0.255042553322452,0.584296564140162,0.93468273609752,-0.507587612538924,0.941560675031319,0.982976907466485,0.98049094431956,0.978452723300936,0.979196553352111,0.980611864991019,0.961185342447281,0.962806779381354,0.926524223964742,0.855670733573984,0.970168141191397,0.947348838046448,0.913765310332341,0.959245075481643,0.464690382899688,0.935595219814709,0.813612751726846,0.81848604878624,0.639871057735518,-0.412351325425115,-0.617472918044617,0.898823660672223,0.867701721414453,0.904027189783868,0.787489876318698,1,0.942014313576619,-0.342044802033343,-0.33970478960393,0.760040912780138
"yrzE",-0.365492805735089,0.984218090593021,-0.447698974059028,-0.0144510861367608,0.316807503364633,0.0212425131367533,-0.287291926617154,0.632798345200718,0.97264960745241,-0.591838452531035,0.93643238652512,0.969627127159474,0.972057506253936,0.967923800565664,0.969839657461873,0.9645610975434,0.97814668887988,0.975542402325337,0.978211499511063,0.949605622188171,0.975995072428092,0.953718043715894,0.944535274627973,0.966542179121134,0.526327073181611,0.922548110223672,0.922959311721996,0.932195142245644,0.69820696038606,-0.46927042272731,-0.683866666898587,0.891320926997371,0.928920786045475,0.950110942335318,0.710128142678956,0.942014313576619,1,-0.387700138825519,-0.370053024070858,0.885845761204709
"yugU",0.56425854034039,-0.439616154916571,0.458035874025758,-0.515243554808424,0.0476174553025289,-0.524895117961836,-0.195077638461792,-0.588638098422406,-0.376143314370398,-0.0374951815829496,-0.375592074542918,-0.371533162772045,-0.398935971487109,-0.39758315593034,-0.395983815491203,-0.376444447275058,-0.37382345083711,-0.372143508698803,-0.360380570334168,-0.464588811090236,-0.377350151567033,-0.419276737595504,-0.399070602370081,-0.420497273859673,-0.492507750201489,-0.391597006277782,-0.438863372605169,-0.42537355551457,-0.540512656656995,0.422068093308593,0.360304991087392,-0.399978555644384,-0.619038906446105,-0.564726709177256,-0.151524786423675,-0.342044802033343,-0.387700138825519,1,0.952875094794727,-0.515792807056084
"yuzH",0.395144713232792,-0.432672890903262,0.278049670441207,-0.538929280062421,6.11530760947332e-05,-0.52950459893102,-0.334835109364494,-0.460594542904841,-0.362483730038521,-0.141273476837275,-0.365124001328377,-0.363894579150148,-0.387339090421297,-0.377723295037491,-0.384196464152021,-0.378154632168644,-0.372504211535061,-0.36802289580882,-0.354143395071152,-0.419137871808088,-0.375433781183661,-0.42526127005122,-0.417979097883864,-0.404984622833749,-0.44042938349434,-0.437383129629496,-0.364054171907217,-0.361081469516264,-0.473901108075595,0.21753022927335,0.208351194806755,-0.414330937851955,-0.579112447620275,-0.526950436334991,-0.267244377804466,-0.33970478960393,-0.370053024070858,0.952875094794727,1,-0.451182133415637
