"","aprX","lexA","bstG","corA","cwlD","dnaE","hbs","ligA","parC","parE","pcrA","pcrB","polY2","ruvA","ruvB","sbcE","sipV","tagC","uvrA","uvrB","uvrC","uvrX","xkdA","ybaK","ydgG","ydgH","ydiO","ydiP","yerH","yhaM","yhaO","yhaZ","yhjD","yhjE","ykvR","yneA","yneB","ynzC","yorB","yorC","yozL","ypuD","yqhB","yqjX","yqjY","yqjZ","yqkA","yqkB","yqkC","yqzH","ytsJ","pval","z","inv_cof_var"
"GSM672577",11.97618699,11.27385204,10.95058736,9.057098141,12.13114796,10.57802751,16.13048996,12.50189554,12.08006543,11.47721933,11.75869368,10.7487777,8.935267286,10.66912045,10.82770632,11.86000874,11.5471777,7.748886989,12.00236227,11.23868885,9.740756506,8.745098513,7.267130483,10.20057955,8.876988848,9.639908922,10.13176691,9.701824721,12.30529833,12.84075093,7.915262639,9.406495911,9.307943123,11.3353487,8.151339033,8.225892565,8.093958364,11.44300781,11.59898848,7.561339777,7.132457993,11.7060368,7.280977695,8.767733086,11.28091301,11.09389405,11.19886617,12.719671,13.03748513,7.727243123,12.97032825,0.453636438027773,0.116479066017838,5.43311964976284
"GSM672578",7.816307063,11.76055242,10.39560743,8.316217472,12.00166803,10.01761338,16.02851524,11.61993123,11.09961338,10.8312829,10.8370197,10.79346208,8.228271004,11.58755948,11.05398736,11.79426134,11.1655158,7.968440892,11.10549071,10.88235985,9.632133457,8.689369888,7.375808178,9.691046468,8.620707063,8.645266171,9.917216729,9.593611524,11.40160372,12.64107007,8.434796283,9.657711524,9.079373606,11.57153606,7.781065799,9.226846097,8.84164461,12.69711524,11.65105948,8.788727138,7.312733086,12.36217918,7.177962454,8.064017472,11.97686245,10.8880052,10.59704647,12.67265651,12.72426729,7.753662454,13.36243383,0.469593054562569,0.0762928563034254,5.42614192798917
"GSM672580",7.648112639,11.44888067,11.11236022,8.772980297,12.31870483,9.857714498,15.94857249,11.56744926,11.39696357,10.94725613,10.72635353,10.32005799,8.247687361,10.80032714,10.62021264,11.3750842,11.39223755,8.107589591,11.04454907,10.62200112,9.153733829,8.628068773,7.288603717,10.23660632,8.647807807,8.724292565,10.14026543,9.634723792,11.59151078,12.53718401,8.101442751,9.326156134,9.129148699,11.4886,7.865181413,9.405123048,8.989582156,12.09511747,12.42003234,8.438575465,7.277204089,12.30123104,7.202439033,8.17870632,11.49708959,10.97369777,10.50820223,12.37289182,12.96003271,7.985909665,13.02196208,0.292980353533346,0.544698775630819,5.5074734644898
"GSM672581",7.907455762,11.01789926,10.62734349,8.262543494,13.01521004,9.816794796,15.45858439,11.36968216,10.69138996,10.40512788,10.50936506,10.30587918,8.7627,10.87436729,10.6438632,11.42249628,11.51240149,7.766921933,10.46258141,10.59594424,10.37568922,8.787394052,7.362719331,13.12992751,8.316217472,8.556642751,9.354231413,9.046287732,11.0330539,12.62380409,8.499108178,9.515183271,8.783435688,11.45513903,7.6393,8.589150558,8.533185874,11.52583048,11.11124164,8.170942379,7.243707063,12.29611413,7.236266543,8.48225948,11.75559182,10.59812825,10.26495056,12.43612565,12.56771524,7.507884387,12.96779907,0.468625592217784,0.0787252208017128,5.42656427094815
"GSM672582",7.892718773,11.16154387,10.62139108,8.362547955,13.18357249,9.856439033,15.05480706,11.57750409,10.70406654,10.38428922,10.60630929,10.29002602,8.755100372,10.95418476,10.53447063,11.85025242,11.31089517,7.909552788,10.61667584,10.60737249,10.79582193,9.112163197,7.395965799,13.00624349,8.624420074,8.697910409,9.285611896,8.899360595,11.41278104,12.78208439,8.434796283,9.38873197,9.10020223,11.13121933,7.499016357,8.671066914,8.432450558,11.75559182,11.10549071,8.316217472,7.131827323,12.41490743,7.235277695,8.663332342,11.60389777,10.60271673,10.18235576,12.74445799,12.48666022,7.718559851,12.92232361,0.289245887166762,0.555589114937752,5.50936440564212
"GSM672583",7.662205576,10.79346208,10.64806134,8.275239405,12.83902974,9.847455762,14.8074855,11.44888067,10.67379851,10.47046803,10.4894658,10.51542156,8.630512268,10.95058736,10.629771,11.58256431,11.4039948,7.889139777,10.5722368,10.75363569,10.53229405,9.02908513,7.391549442,13.16499442,8.506366543,8.566478067,9.42066803,9.069464312,11.1518223,12.52544535,8.447001487,9.414117472,8.992026022,11.43575836,7.732360781,8.995851673,8.764030483,11.57750409,11.33772937,8.313920074,7.212406691,12.22811784,7.215349628,8.645266171,11.70737026,10.90626022,10.32859814,12.38852714,12.53577732,7.597465056,12.92314349,0.10254855649138,1.26716271943387,5.632918298108
"GSM672585",10.67147621,10.74750632,11.77697584,9.670372119,12.70310595,9.276272862,13.27671636,11.51739071,8.23403829,8.551211896,9.621270446,9.496931227,10.25436375,10.51293717,9.846822305,12.73507807,12.40349591,9.581556877,10.95765093,10.9214461,12.57565725,9.484101859,7.653142937,13.09337732,7.731850929,8.567003903,9.766249071,8.589150558,11.62612305,13.09676506,7.681131227,10.11712491,10.3660829,12.52395651,8.079886245,7.92877658,7.626642937,9.959482156,11.78835316,7.522989591,8.001172491,10.8927461,9.327350929,10.11590446,12.35779405,10.7016487,8.193048327,11.5375197,11.92414164,7.391549442,12.10308439,0.022344293356442,2.00757393445679,5.76147940136345
"GSM672586",7.937469888,10.90512491,11.1778052,7.938524535,12.42150967,9.801787361,14.05355316,11.56165688,10.53120149,10.15378364,10.41887398,9.812004461,9.174298141,10.4357777,10.160029,11.96963309,11.29894126,8.070405204,10.76773309,10.34754033,12.25278848,9.142003346,7.246704089,12.59782974,8.051442379,8.771788476,9.173247955,8.796410037,11.41145911,12.70778104,8.116738662,9.273874721,9.018973606,11.28675688,7.478656877,8.248820818,7.983840149,11.00363941,11.31787472,7.684879182,7.177962454,11.59081375,7.681131227,8.688081413,12.05679591,10.05097732,9.687145353,12.37427993,12.47178253,7.374932714,12.74603086,0.194686710852468,0.86075422373068,5.56235166767362
"GSM672588",10.76431338,10.73115465,11.61025167,9.433663197,12.82172268,9.266752045,13.67681933,11.62494535,8.453936617,7.935961896,9.590351301,9.430920818,10.81242528,10.41393086,10.32988178,12.82561766,12.52257955,9.530714498,11.01614368,10.67379851,12.50635242,8.986883643,8.044633086,12.99076729,7.636995353,8.465450186,9.847455762,8.056952788,11.55933717,12.97873309,7.419965056,9.908577323,10.02391561,12.62693755,8.105662082,8.010395911,7.763843123,9.629740892,11.1695632,8.565359108,8.481003346,10.27073271,9.164253346,10.26853903,11.98045539,10.01006208,8.147725651,11.41400037,11.61259814,7.423486245,12.30746208,0.0145002343297875,2.18348015728665,5.79202283130839
"GSM672590",8.866158364,11.20329851,10.68432825,8.01508197,12.69099182,10.08044907,15.24909405,11.66706952,11.01436617,9.919852788,10.74750632,9.759736431,9.368698513,11.04640242,10.49909703,11.41400037,10.97369777,8.049933457,10.96807138,10.3635,11.69219926,9.160485874,7.733788104,12.56771524,7.966381413,8.303515613,8.999601115,8.279827881,11.68967509,12.24009331,7.846815613,9.534535316,9.177965799,10.93447918,7.747397026,7.927261338,7.783582528,12.06628662,11.09389405,7.74390632,7.530228253,12.19250186,7.638374721,8.809375836,11.4645171,9.878593309,9.55144052,12.45691115,12.45830409,7.553907435,12.83102602,0.346482704707936,0.394833988488604,5.48145173226421
"GSM672591",8.134901115,10.97143346,10.7088684,8.096063197,12.64979145,10.09491599,15.10096468,11.61993123,10.85929926,10.37568922,10.73702082,10.03374424,9.026469888,10.81843457,10.72997732,11.46098476,11.07504796,7.958362639,11.13655725,10.53918104,11.60831896,9.129726022,7.494581413,12.83584424,8.047924535,8.432450558,9.003780297,8.493020818,11.5350052,12.35195651,7.881148327,9.092279368,8.813281784,11.31557286,7.662205576,7.945201115,7.893216357,11.7060368,11.2329223,7.729094424,7.425346468,11.90186766,7.567879926,8.994675465,11.81669368,10.32256357,9.585373606,12.26860632,12.10021896,7.589801115,13.00624349,0.430302309067769,0.175604561946388,5.44338588943192
"GSM672593",10.12320297,11.21293494,9.744597026,8.058956134,12.75389331,9.826052045,15.15962193,11.26785613,10.45853197,9.658863569,9.963064312,9.70122342,8.262543494,10.82892454,10.35981673,11.06334126,10.65360335,8.486598699,10.50141338,9.897079554,11.04578699,9.541005576,7.675475093,12.55260149,7.799313755,8.050431784,9.364909294,8.596839033,11.26426877,12.19544498,7.520542007,9.280481227,9.108434572,10.57562602,7.978735688,8.070405204,7.768869517,12.33911152,11.08555204,8.35060855,8.14140223,12.36067658,7.429891078,8.444047026,11.73973234,10.20527881,9.332309294,12.44072714,12.20908513,7.726288476,13.06929071,0.126920206153973,1.14107091803696,5.61102438190287
"GSM672594",9.29868197,11.22723903,9.819645353,8.092948327,12.76600149,9.656692193,14.88755316,11.15801487,10.25008439,9.735805576,9.87559145,9.082944981,8.066166171,10.62021264,10.13419145,10.96915539,10.42367732,8.68994684,10.51419851,9.636028996,11.06445836,9.49563197,7.967410409,12.80470855,7.889139777,7.905511896,9.389882528,8.264835316,11.14034721,12.20774981,7.390745353,9.500806691,9.385126394,10.53548253,8.072568773,8.327762825,7.647627881,12.36067658,11.32081896,8.70822974,8.148954275,12.30054126,7.592651673,8.239366914,11.37927323,9.596961338,8.915866543,12.33753643,12.01652491,7.429003346,12.87794796,0.0863102358900458,1.36383191940997,5.64970342878618
"GSM672595",8.80799777,11.08732156,9.78358829,8.058956134,12.83733197,9.827327509,14.96705799,11.55933717,10.61090149,9.517847955,10.15378364,9.558595911,7.757776208,10.88007955,10.38428922,10.87328067,10.85440372,8.335963569,10.9382052,10.03850483,10.92265688,9.654058736,7.893216357,13.00807138,7.793164312,7.833525279,9.450021561,8.313920074,11.21184758,12.37289182,7.505216357,9.231700743,9.052893494,10.87889517,8.204286617,8.066166171,7.694331227,12.26289851,10.97474461,8.889076208,8.699295911,12.09960279,7.516815242,8.091864684,11.45859368,9.855135316,9.172110409,12.23849145,11.70547825,7.464571004,13.17062045,0.205613825421029,0.821735147396432,5.5555766007922
"GSM672596",11.62494535,11.29765019,9.51122342,7.790382156,12.57880929,9.815632714,15.13492268,11.3876119,10.26606654,9.140726766,9.956937546,9.085415985,8.431318959,10.58157807,10.45193922,11.50759814,10.62439926,8.611727323,10.61440372,10.18469814,11.08555204,9.27505948,8.103662082,12.46166171,7.821365799,7.87060948,9.327350929,8.452079554,11.15801487,12.18289145,7.533066543,9.554050186,9.606279554,11.05398736,8.175404461,8.055976952,7.683959851,12.32441041,10.57562602,8.77370316,7.776724164,12.23779796,7.480480297,8.368715242,11.32135353,9.45124052,9.162560223,12.46461859,12.06771041,7.632326208,12.96507435,0.137811137728481,1.09020630762507,5.60219251888063
"GSM672597",12.13241078,10.71840037,9.715221933,8.552971004,13.01422732,9.427639777,13.82056989,11.06557435,9.17155,8.70822974,8.476170632,8.337157993,8.511257993,10.06085762,8.665247026,11.56687732,10.88912007,9.729824164,9.541005576,8.730405576,10.97474461,10.71009108,7.889139777,13.21581859,8.003266543,7.857855948,10.24754089,8.458105948,11.05850781,12.27877435,7.267130483,9.440052788,10.08403457,10.58636245,8.264835316,8.745671004,8.38646803,12.72643829,11.79360967,10.43637454,9.859080669,10.80403717,7.805177323,8.956307807,11.67439108,9.374982156,7.786871004,11.71836989,11.72728216,7.971537918,12.77243197,0.00289373161201435,2.7595861117189,5.89205483459396
"GSM672609",8.688081413,13.6106,12.10452751,7.357145725,8.375895167,11.65105948,16.340529,12.81402342,12.59489368,12.2344052,12.22743866,11.7148948,8.489474349,12.37136022,12.49718067,11.76055242,10.51542156,12.05292342,12.82326543,12.37832454,10.72635353,9.842369888,9.417476208,8.646530112,8.80170855,9.378848327,12.78829182,12.71656803,13.10047026,13.16680669,11.13814721,10.91759201,9.299215242,10.93322082,9.082944981,12.24164052,11.98454572,13.66527955,13.44939033,11.52583048,8.057889591,10.35981673,7.342844981,8.324371375,12.27211654,12.13114796,12.26005576,14.04813494,13.7086368,9.533196654,14.10146097,0.093952603884332,1.31680138715076,5.64153729489834
"GSM672610",7.789472491,13.33719963,10.07311375,8.169930112,8.636086245,11.1661171,15.98922119,12.43471264,12.32301375,11.752071,11.85025242,11.13599963,7.564976208,11.43214164,11.68032881,10.79346208,10.62139108,8.646530112,12.08684164,11.49590892,10.41638848,8.188528253,7.958960223,8.955711524,9.648879926,9.980197026,11.802529,12.12215242,12.78208439,12.97208327,9.917216729,9.433663197,7.492813011,10.78417695,8.257328996,10.10964312,10.20304461,12.29753643,10.79800781,9.352210781,7.810275465,9.344704833,8.20314052,7.542924907,11.173071,11.07385093,11.37684758,13.17966803,13.3702461,8.9701171,14.04023532,0.400262892084247,0.252666697992964,5.45676655280972
"GSM672611",7.657518959,13.16680669,10.0742026,8.644084015,8.667276208,11.19509517,16.20750632,12.57097026,12.233029,11.66956506,11.86852528,11.18683271,7.512286617,11.30132639,11.54416561,10.79227621,10.77595948,8.526891822,12.2829855,11.47432714,10.42009851,8.108623048,8.032024535,9.026469888,9.139572491,9.685733457,11.73466357,12.13786729,12.73350074,12.80470855,9.717949814,9.508453903,7.544768401,10.98274721,8.305863941,10.2203197,10.02762937,11.92279405,11.07624796,9.283654275,7.599091078,9.712572491,8.673456134,7.491115242,10.9565684,10.85811264,11.34097472,13.07957993,13.22549963,8.868964684,13.81818216,0.328280612926565,0.444665886108374,5.49010428047705
"GSM672612",8.607624907,13.94112825,12.77709554,9.911007435,9.040090706,10.82770632,14.99943048,11.87618959,12.25859294,11.97911264,11.07273717,10.48220409,7.617939777,10.55341784,10.75825539,10.41330465,10.53004981,9.871837546,13.41992007,12.44805874,12.14044424,8.158570446,7.670738662,8.730405576,7.558524535,8.061049071,11.95744758,12.08541747,12.48819219,12.91651264,9.283654275,9.984120446,8.311623048,10.64203271,8.9701171,11.56687732,11.08918216,12.92503755,13.21968216,9.062699628,7.439755019,11.02147063,11.27260967,7.545562825,11.02773922,10.54625725,10.71119851,14.01388922,14.07618625,8.93649368,14.11600446,0.449964862433182,0.125750122321889,5.43472942714413
"GSM672615",8.792524907,14.06186803,13.16680669,9.318468401,9.054672491,10.92615725,14.90230818,12.08145093,12.30192082,11.72211413,11.173071,10.43819554,7.775827509,10.19560706,10.54986357,10.61555799,10.68432825,10.25985874,13.22356468,11.99059126,12.2758855,8.49786803,7.6398171,8.5885829,7.648112639,8.275239405,12.17169294,12.28581264,12.57565725,12.99247212,9.304019331,10.41267844,8.421766914,10.67088532,8.576081413,11.69475316,11.17430409,13.3970368,13.47410706,8.979176952,7.396921933,10.85929926,10.77706283,7.594366171,11.12047993,10.52265576,10.82892454,13.96283048,13.97367398,8.951537918,13.94646394,0.417452066148958,0.208416041153341,5.44908310184673
"GSM672616",10.07542639,14.66175056,14.44658587,12.00844572,9.091635688,11.85025242,14.95131636,12.51217212,12.23010929,11.05060483,11.62737993,10.17751747,8.639073606,10.58518067,11.88757881,12.37832454,11.40649405,12.10452751,14.73161599,14.03459963,13.31643662,9.641176952,8.494200372,9.057098141,7.510571747,8.823094796,12.36448922,12.9007197,13.08300781,13.87172416,10.23297993,11.6362881,9.564360967,11.41876506,8.764030483,11.96963309,11.68223941,12.84992788,15.17796914,9.381207807,7.486659108,10.78767732,12.95315316,8.491805204,9.806267658,9.278698513,10.55470335,13.26346171,13.6561342,8.412957249,14.05925799,0.285833745726084,0.565597406240629,5.5111021926252
"GSM672617",10.08286914,14.68241227,14.66569628,11.95485762,9.001363569,11.84372045,14.5076632,12.67714424,12.22466394,11.35999851,11.78835316,10.46197286,8.577357993,10.99543978,11.80505465,12.36678959,11.18580558,12.21173457,14.8357223,13.76194498,13.26346171,10.07917026,8.924918587,8.923778439,7.711727881,8.809375836,12.6938881,12.98548327,13.00027677,13.76423197,10.29234758,11.67439108,9.657711524,11.24112156,8.491805204,12.28154684,12.05809554,12.49129033,14.81200037,9.742029368,7.464571004,10.54498996,13.13193197,8.450677695,9.906015985,9.720425279,10.68837156,13.26165428,13.46987881,8.465450186,13.94912751,0.0507341820117345,1.63777631543268,5.69726969070758
"GSM672623",11.27143494,12.40349591,10.68654312,11.44888067,9.826052045,9.92234461,14.94091933,11.34937286,9.780388104,9.606279554,9.879227881,9.648879926,7.454666543,10.2203197,10.11089517,9.665223792,10.74508104,8.204286617,11.55682342,12.71816097,10.60397212,7.856371375,7.927261338,8.35060855,7.391147398,7.556651301,11.49708959,11.17657509,11.16719814,13.05331524,8.42054461,8.854337361,7.513250186,10.79582193,8.013526394,9.287444981,8.788727138,12.69099182,10.50141338,8.298687732,7.586030483,11.46338662,12.02449777,7.389852788,10.88115093,9.958141264,9.984120446,12.54480855,12.64033755,7.958960223,13.97082379,0.45673611131532,0.108659932779762,5.43176197665472
"GSM672630",8.309239405,12.66280353,10.26853903,9.15257658,12.7859487,10.17751747,15.24369703,11.30249071,10.58402416,10.44454089,10.33593941,10.40910855,7.490282156,10.76314907,10.29977138,10.07252286,10.76128123,8.175404461,10.85192937,11.05172937,10.29861822,7.951738662,7.47696803,8.094953903,8.176603717,8.054964684,10.59812825,10.21153717,11.22497212,12.35485911,9.259670632,9.517847955,8.324371375,10.99543978,7.696285502,10.62139108,9.591734201,12.79747639,12.84992788,9.27505948,7.55949145,12.29315279,9.651572119,7.309753903,11.8064539,10.78767732,10.98158476,13.04444907,12.98028141,9.346052788,13.37626729,0.06286240979478,1.53118037528504,5.67876093315519
"GSM672631",7.923060595,13.12422305,10.76431338,11.18790892,11.38151115,10.58636245,15.18381933,11.14034721,10.30923346,10.40272268,10.33233123,10.42009851,7.421246097,10.54986357,9.678159108,9.213757621,11.04701784,8.768963569,10.78641524,11.25459517,10.93698327,8.090775465,8.263677323,7.512768401,7.8041171,7.787331599,11.37209145,10.80032714,11.25331078,12.33317249,9.271420074,10.21153717,9.329881041,11.35233513,7.472828625,11.33291115,10.45909944,12.78051896,13.54925019,9.477910781,7.529364684,12.11672937,12.25553011,7.21709368,11.54293587,10.56632751,10.54045279,12.86961896,12.89221561,10.48335762,13.11699257,0.0156876593172078,2.15227986566164,5.78660537701838
"GSM672632",8.087730855,12.98548327,10.87543271,11.41212007,11.29894126,10.80340892,15.15316729,11.11879647,10.26731784,10.37684833,10.40512788,10.43317955,7.489437175,10.39695242,9.966738662,9.367478067,11.09389405,8.746243494,11.14697993,11.63251747,11.08095762,8.035083271,8.53189368,7.755745725,7.641766729,7.702029368,11.23406803,10.64676803,11.31787472,12.50036468,9.195828996,9.912310037,9.148971747,11.41637175,7.692402602,11.19509517,10.21964219,12.57725279,13.49333755,9.514567844,7.734326952,12.1154171,12.04992751,7.607456506,11.57212918,10.67870929,10.5722368,12.92828178,12.94794461,10.64447546,13.17423792,0.00182788064392127,2.90643218748893,5.91755241367796
