"","abn2","acoR","acuA","acuB","acuC","amyC","amyD","bglH","bglP","bglS","cimH","crh","csbX","cstA","dctP","dprA","drm","galK","galT","glmR","hbuT","ldt","melA","mmgA","mmgB","mmgC","mmgD","mmgE","mmgF","msmE","msmR","msmX","mtlR","odhA","odhB","pupG","rsbR","rsbS","rsbT","rsbU","rsbV","rsbX","sacA","sacP","scoA","scoB","sspH","sucC","sucD","topA","whiA","yesL","yesM","yesN","yhaR","ylbP","yopL","ypiF","ysfE","yvcI","yvcJ","yvcN","ywdA","yxiE","yxjF","yxkF","ccpA"
"sspH",0.351557714072741,0.472081166165604,0.169404988915126,0.119427245527443,-0.259431526194098,0.538915285498201,0.41177912060858,-0.217824811522073,-0.311653969131695,0.308744761886458,-0.524862919918775,-0.269686439245559,-0.197455198236739,0.387402805783553,-0.363829251343361,-0.514804710980222,-0.0457192850496484,-0.480725302175184,-0.357794280898217,-0.3987348576775,0.697416523887576,0.676298969113862,0.581862538282966,0.718404674018957,0.732712115851742,0.728410521981604,0.732632581784483,0.739752140398004,0.800724883790478,0.391386473030784,-0.0835583920112626,0.319324392849549,0.0580814805562972,-0.572246118082211,-0.505305406339184,0.000450338839031271,-0.622789775136528,-0.668053520531737,-0.688231876509126,-0.674434157960293,-0.441027817785448,-0.443657537943328,-0.439199201464342,-0.476209874541928,0.69984695886619,0.717566198022392,1,-0.607042507225618,-0.639291779022645,-0.565235372847987,-0.345914404024285,0.456972112286266,0.548268292583868,0.56332536931403,0.526484182825591,0.450436378414145,-0.539611210964549,-0.0359975458085207,0.395234112756506,-0.283088609040433,-0.343868282965437,-0.173960999350077,-0.0390496274785285,-0.136633769245902,0.739527987869576,-0.246645631081895,-0.235088497840003
"sucC",-0.10566500096914,-0.254507450179711,0.064016796435966,0.107815474503347,0.565866830437021,-0.268128996016407,-0.132526429926096,0.142411523584526,0.152501850645122,-0.170360564749954,0.476402269730555,0.318217691109413,0.418629997366625,-0.044314604602788,0.450180742747837,0.755658903505831,0.321660762598969,0.757270462431412,0.576906637032906,0.3892667576091,-0.579773227638253,-0.764296776311095,-0.356776409563619,-0.712320314263451,-0.726693581353593,-0.715939561644308,-0.731195447202802,-0.740794270375281,-0.74701181861042,-0.107615732882631,0.306953648597792,-0.222302943720711,-0.145374072250723,0.917788077157153,0.835451412168464,0.18321320673817,0.612285693632806,0.625021810229682,0.6582703226105,0.743573522044948,0.199392928024398,0.253212338272857,0.411159577966166,0.467068232168247,-0.636906218865415,-0.676718794448065,-0.607042507225618,1,0.980241316591893,0.756231929947238,0.381422640252113,-0.133391839561677,-0.227052887658276,-0.222284031175622,-0.267761051668774,-0.216754092455002,0.824720132126912,0.530753943187602,-0.0500259878979798,0.254686842369762,0.321200644674756,0.177806227687508,-0.0892507615962315,0.187497807555915,-0.69095360662395,0.618309545478815,0.307437406459074
"sucD",-0.108706055339008,-0.251729390030721,0.0710351462294192,0.141417569704062,0.585340911498808,-0.26595871297788,-0.129061191452948,0.211313057232892,0.230376278736234,-0.132612613766188,0.532807816695619,0.387490733719879,0.472513179415649,-0.0494394348279142,0.496297304329029,0.732473596151248,0.317889903624564,0.786919992860146,0.643493405771195,0.469165189251667,-0.624074446229155,-0.755912693031112,-0.34329909763854,-0.755047202580082,-0.768739016087813,-0.758954747027018,-0.772666437920176,-0.781819013801003,-0.784432597552631,-0.117618846310932,0.338700954677176,-0.16769677183027,-0.0657229550752105,0.909962201321592,0.839580870532191,0.221277157862155,0.624248990946149,0.655786140067569,0.694493384017589,0.769399292080291,0.3010238289563,0.351602549535671,0.459844886090749,0.51255690659663,-0.679679078441764,-0.71685801987724,-0.639291779022645,0.980241316591893,1,0.747276494709238,0.443780660360193,-0.138532475505164,-0.25941476597726,-0.247583843876078,-0.240537874815091,-0.215559917174315,0.77724022148812,0.480103145569734,-0.0283971433031943,0.315753553527146,0.40098913272966,0.257575797556246,-0.035030816327953,0.259983277163312,-0.729693470036773,0.613074734200855,0.328144737247509
"topA",-0.012459542790788,-0.333435428227861,-0.021640653438563,0.0432254923110134,0.557469224866549,-0.504541582422034,-0.451099989690947,-0.0398798083125424,-0.0609533147052051,0.0181774820430191,0.355408394260197,0.230087864513809,0.330151131607834,-0.201326681158856,0.168117513229053,0.70880275950409,0.202387247767909,0.629574248456723,0.496038267965947,0.228817945150861,-0.399812752864355,-0.682328006522315,-0.530169151471011,-0.476900127484773,-0.500963879227452,-0.470056202841254,-0.49960456384205,-0.509874544536457,-0.553785580605281,-0.465993650326507,-0.165792178186929,-0.486372824065407,-0.0659044099550262,0.717537259161967,0.6980287184025,0.16700347978678,0.44577361639626,0.505123045691954,0.544712852573801,0.651949863502952,0.305462727981013,0.402562945810882,0.236584979730049,0.277339227811995,-0.436039335411841,-0.470773374717857,-0.565235372847987,0.756231929947238,0.747276494709238,1,0.235838496653918,-0.320736275434837,-0.332537459475245,-0.15429391186465,-0.244871755410246,-0.198751573803247,0.512323635812682,0.215271568287787,-0.12692726674925,0.00441396922816438,0.168332387841302,0.104174021572673,0.0673558075696928,0.0397363614770768,-0.500298037014621,0.395692706100183,0.14488197993874
"whiA",-0.10646841595467,0.239019001454582,0.3185804684941,0.474795532639965,0.591411692816047,-0.0674421160940637,0.0594120016770058,0.375635634339801,0.37451120051842,0.367112069076107,0.502841965627546,0.969753542475389,0.620306622015806,0.177883527749859,0.529413277182816,-0.0447298942381295,0.62208360153643,0.713593634189982,0.780248388495613,0.978170630566367,-0.646785622387797,-0.254808647704039,-0.0276312897858433,-0.696459168838463,-0.682790564502718,-0.691070979757133,-0.691148731846817,-0.689956909256108,-0.603892791387063,0.0537228135227341,0.470652862230436,0.260645025447011,0.429140937073789,0.449392248708122,0.477665629735374,0.708368808486895,0.634980461606101,0.706538524691373,0.741055380091815,0.740711185673812,0.518539333616529,0.629103088058296,0.507897045593925,0.504155489129927,-0.663978545869738,-0.657446500262272,-0.345914404024285,0.381422640252113,0.443780660360193,0.235838496653918,1,0.141201886251688,0.00183975962592517,-0.0418201693587454,0.183244305624095,-0.0476960289127209,0.144230009813471,-0.044275404091376,0.238340087334509,0.854737577153183,0.967015980598599,0.918371756610891,0.35407914546339,0.568333985170636,-0.621271026302527,0.612565928639653,0.475051972338571
"yesL",0.686958851906685,0.815080059739612,0.65735069033236,0.625398714603366,0.276734602045061,0.593445001061706,0.719151864418542,0.241842684128395,0.149592435862023,0.599990523608369,-0.0157805681091451,0.151748586774197,0.415954084502746,0.848846958047114,0.102234295649598,-0.232253502159934,0.289613593413229,0.154834939573985,0.269828295790812,0.121265663842546,0.196052294923939,0.162079958055414,0.57294459664407,0.112608822509697,0.141288234072672,0.115574987558898,0.122201912441405,0.123921118083197,0.175631866793816,0.71707382994459,0.500491415834325,0.699111316278228,0.513920202084741,0.000654364819737128,0.0392428000869031,0.184505814908322,0.126358449621677,-0.0595488103114996,-0.0257972276407056,-0.0822088517548056,-0.161291618389919,-0.172738114955393,0.163452321743296,0.0938406752612055,0.0961049093677513,0.110826086527665,0.456972112286266,-0.133391839561677,-0.138532475505164,-0.320736275434837,0.141201886251688,1,0.944906529765595,0.826336021469087,0.77473496223736,0.588501012257182,-0.206344561925772,0.394184871494854,0.736947051360053,0.377568463144636,0.189138305523649,0.233118392391761,0.259887852739784,0.224940823660525,0.144914566371496,0.483813470779416,0.206977555002079
"yesM",0.705818295738382,0.793544579842362,0.591335502944807,0.536859755222694,0.152868051212095,0.586511607758308,0.69299963880815,0.0553999858622869,-0.0565795901244292,0.549183869199927,-0.244012681811081,0.0258494665324504,0.293890115331699,0.816107419551042,-0.0314807269824237,-0.228954311098494,0.232038153751151,-0.00825854662220373,0.0939301244339632,-0.0452146842838502,0.348608119862625,0.290543143081225,0.580257153112075,0.268966164571358,0.298124814945942,0.272029139826679,0.276777537282838,0.277113549789342,0.321285993468219,0.697212125645492,0.377690506739495,0.562930350509158,0.460837950439529,-0.141680518384877,-0.112769695800899,0.139284336682735,-0.0240220781088169,-0.22242492636579,-0.192686862356055,-0.240887358716905,-0.336923239661527,-0.323408356129558,0.0312570116702431,-0.0405422589689759,0.248256792098851,0.26400099223367,0.548268292583868,-0.227052887658276,-0.25941476597726,-0.332537459475245,0.00183975962592517,0.944906529765595,1,0.92336660506562,0.756897879368432,0.528081801712767,-0.251906702160236,0.360319229551836,0.717862636504931,0.236851120047723,0.0423569557002162,0.119713823126646,0.23760032211109,0.057026160015617,0.298238746708168,0.33240726427088,0.187764113287734
"yesN",0.70844506434561,0.687882644595698,0.494399587337741,0.471840738945756,0.16592424955084,0.465783758331586,0.540946398736419,-0.0946977560378309,-0.218811094124035,0.56453349327641,-0.337781350080937,0.0141187701350886,0.2910998024026,0.724348983165044,-0.154400220991686,-0.173451253072572,0.242380953919175,-0.0132404951967884,0.0984530510799283,-0.105770759883831,0.458774673037184,0.324780284134681,0.485291530965329,0.338322368044304,0.362310110478519,0.342466552128023,0.343788534956203,0.343193804544886,0.3855974653956,0.526863364338438,0.197193947073331,0.352738422366087,0.419641974521353,-0.15974691288407,-0.127018759781751,0.197463001918929,-0.165976454261117,-0.321739810618425,-0.27327412386425,-0.278820542371051,-0.347286052613815,-0.292931028392924,-0.0115093647002441,-0.0825364216061108,0.34743809311375,0.357761025207815,0.56332536931403,-0.222284031175622,-0.247583843876078,-0.15429391186465,-0.0418201693587454,0.826336021469087,0.92336660506562,1,0.72804848362446,0.433804257258023,-0.296008218638367,0.265136448405318,0.68667794591109,0.0983638071275073,-0.0266084019976699,0.112269477721332,0.281575659500015,-0.0107159040465685,0.390452146594731,0.243928830867441,0.151848615351631
"yhaR",0.741786530569239,0.833120263413755,0.75069396101706,0.764618963914975,0.439041639806181,0.456594287368486,0.546991063501961,0.235449124134196,0.105575847098694,0.788442143373275,0.0473403337282879,0.220715149067986,0.455558771262172,0.795460487698951,0.0428457646070276,-0.357996153985751,0.13833098535074,0.170530596304582,0.334021750107902,0.161243732320278,0.155397103092312,0.171955071650854,0.503154088338951,0.14355678806785,0.163276398114477,0.150532353318035,0.151999363547923,0.158825512616206,0.214736024207118,0.50312250240032,0.205842448025232,0.700603758281044,0.681240411403445,-0.109986186950674,0.0135025959894393,0.193444705927892,-0.0510136547679684,-0.0867519115184442,-0.101049460851943,-0.130410913330829,0.065625314969663,0.0565889466216214,0.0999417288238778,-0.00305561867191351,0.0913750314160552,0.11392887735947,0.526484182825591,-0.267761051668774,-0.240537874815091,-0.244871755410246,0.183244305624095,0.77473496223736,0.756897879368432,0.72804848362446,1,0.74065265229741,-0.377289377522741,0.235752598639183,0.82981222738487,0.329419254692808,0.25111877540429,0.321430378749739,0.323472780461118,0.430179586464894,0.135734777360808,0.387724079283811,0.103844598811172
"ylbP",0.639097627696979,0.722516411470605,0.773110096467432,0.702175938010887,0.4584248221293,0.49268025869394,0.522636000532919,0.340052036073604,0.253504205739675,0.552251448285043,0.283828438270094,-0.0264584179801627,0.343244282653902,0.61950717793497,-0.0745930125227026,-0.213455670058618,-0.142171817185965,0.096988648758532,0.164390088824585,-0.033135771453524,0.0999577100210645,-0.00023170407723539,0.473870939980925,0.142184354740342,0.147744763841255,0.157927986819374,0.148156684586373,0.15956306102435,0.17869361316035,0.49392736294662,0.119930962010782,0.64946551804318,0.372758788475098,-0.0543316684057268,0.0702560649643501,-0.19338542522871,0.0237265169690054,-0.0221184359145004,-0.0689947906181121,-0.117102061264428,0.122001107924329,0.0627765278994553,-0.0791187351103019,-0.168378647819637,0.0600615880978936,0.0703438831537497,0.450436378414145,-0.216754092455002,-0.215559917174315,-0.198751573803247,-0.0476960289127209,0.588501012257182,0.528081801712767,0.433804257258023,0.74065265229741,1,-0.271649434023886,0.281871462927201,0.574230417933454,0.118647686182421,0.0258469257738427,0.033068361928888,0.00530234896552824,0.325883666274525,0.0624441021434272,0.396990958092654,-0.192741519958752
"yopL",-0.147085643760525,-0.351928754340407,-0.116972961274533,-0.12257308592505,0.247096662343111,-0.282625885327573,-0.137390331601402,-0.00987256155821122,0.025380944861613,-0.433698461607941,0.243510823734482,0.0619852927533582,0.134227060725697,-0.135082476326025,0.314890426848312,0.749199715081608,0.12552003680689,0.456723922578087,0.25644295958905,0.131471463886603,-0.383972227447628,-0.623895103025235,-0.398020161144292,-0.494627877257699,-0.509909205000478,-0.506337742237297,-0.518525308677336,-0.528839020380987,-0.541870689562716,-0.0665123163728204,0.217594337985333,-0.276201065635573,-0.295744013522398,0.674360199606763,0.557661471358939,-0.0210390005238514,0.411705682092871,0.424713050661217,0.442555886161821,0.498368318250768,-0.0462126631040104,-0.00918010922724791,0.214882809749556,0.294519362619811,-0.424358632930987,-0.462764938437279,-0.539611210964549,0.824720132126912,0.77724022148812,0.512323635812682,0.144230009813471,-0.206344561925772,-0.251906702160236,-0.296008218638367,-0.377289377522741,-0.271649434023886,1,0.579140269712485,-0.140827347538056,0.0563710422237836,0.0768608063781253,-0.0713911101010885,-0.293720278258408,-0.0172448287919787,-0.486317927618395,0.385497681695407,0.206893363849212
"ypiF",0.512048875193031,0.083947888132879,0.318789263676795,0.254977997248093,0.323446196262325,0.214776769004703,0.299471360630927,-0.0414649665256033,-0.0906612905183685,-0.0776527801519318,0.115855327284489,-0.133086035155084,0.292551417661945,0.311083722626205,0.0297651651655926,0.585761656955091,0.0647073870955308,0.334717926783071,0.211705958398848,-0.057354159633767,-0.0385293004907617,-0.429124469660896,0.0530449523809063,-0.112860221525502,-0.116838274431963,-0.119980290066902,-0.1313124076514,-0.144662085183294,-0.151640043109404,0.317690548236807,0.213946761957705,0.173188959412853,-0.057762552493919,0.424602649480417,0.350183243378982,-0.154038637729762,0.164620156108736,0.123666663945203,0.104063526305049,0.132336783261531,-0.225306618157512,-0.24483186743689,-0.0157333079766798,-0.00874233892923594,-0.110718052458234,-0.139712585480989,-0.0359975458085207,0.530753943187602,0.480103145569734,0.215271568287787,-0.044275404091376,0.394184871494854,0.360319229551836,0.265136448405318,0.235752598639183,0.281871462927201,0.579140269712485,1,0.270962172453128,0.022470100808915,-0.0673033964737722,-0.177568077263445,-0.361537100549067,0.130193105870369,-0.15959385081158,0.464673298865348,-0.0762514741529015
"ysfE",0.631903790584435,0.82252052618158,0.697210871533158,0.718651118550988,0.449740954509577,0.396487521706359,0.585650578062246,0.345523896978434,0.22081897234799,0.706651089501218,0.00980545145929955,0.266152586387964,0.477229689254105,0.891593882817369,0.345871337101996,-0.155151048910067,0.258332132534083,0.300386474611988,0.455276782498558,0.205275005924494,0.00517787264641967,0.103924861590591,0.421631292682872,-0.069751202674611,-0.0479480966195821,-0.0668548706457619,-0.0627186121889348,-0.0600652349440842,0.00159243231686873,0.565613841336098,0.426956960398944,0.672284384822586,0.734309344631,0.0985372091563618,0.192671728093831,0.295928324454573,0.10133077026028,0.0355948155919362,0.0595219424928773,0.0209428613634553,0.00941424919726013,0.0475455897024593,0.357165599214841,0.282575310489319,-0.0947015504413327,-0.0774646266384389,0.395234112756506,-0.0500259878979798,-0.0283971433031943,-0.12692726674925,0.238340087334509,0.736947051360053,0.717862636504931,0.68667794591109,0.82981222738487,0.574230417933454,-0.140827347538056,0.270962172453128,1,0.367667620010507,0.304043214095355,0.336799141452829,0.469057017781158,0.24553339758128,-0.0466766398513675,0.498365643509834,0.427365739096435
"yvcI",0.0185180462387528,0.482607059445933,0.528609741113953,0.617732455258475,0.550743824153311,0.156517773089721,0.320872234580252,0.515124092487368,0.510220984172123,0.409568335762054,0.440145708647594,0.820035295377857,0.610827649638455,0.424684502452125,0.529098468418759,-0.162174025552153,0.565188154240969,0.603632099473977,0.675944218691379,0.872849770994446,-0.566497969863968,-0.211479377290544,0.18914242049968,-0.626441702438907,-0.605818298306487,-0.627121027489589,-0.620996884524813,-0.621640331333458,-0.546457165892263,0.323915042359971,0.64673287752614,0.484977145797244,0.518671857615055,0.36911836358912,0.402592441945731,0.571590036931361,0.67760208393736,0.627121962258399,0.646297386869946,0.584217914383557,0.43694328497554,0.483027800819317,0.57792814760266,0.551820343884762,-0.62055409076449,-0.613678680516177,-0.283088609040433,0.254686842369762,0.315753553527146,0.00441396922816438,0.854737577153183,0.377568463144636,0.236851120047723,0.0983638071275073,0.329419254692808,0.118647686182421,0.0563710422237836,0.022470100808915,0.367667620010507,1,0.907494132676319,0.800632055819544,0.398231221896126,0.598293337503255,-0.572186647329994,0.661127541862941,0.51737142518647
"yvcJ",-0.0640312236196341,0.332368807623928,0.394057372413583,0.546879265652591,0.605153376618451,0.0191722549157022,0.151471268593807,0.483875230798884,0.473821250113227,0.411546021140938,0.530942599755537,0.950094503187916,0.637562808986595,0.257290167576896,0.560023291933457,-0.102144090534326,0.583429741891137,0.700968987975723,0.787635474994487,0.97317901827595,-0.661051481033744,-0.258878684719814,0.0737898262135615,-0.70435612864067,-0.688439155461416,-0.700701257843867,-0.698818080721852,-0.697248859082951,-0.613477144762833,0.137549170012637,0.531472937453193,0.366502658034611,0.507066770596518,0.420242619374741,0.467757626731951,0.66823819637134,0.65227649681171,0.71104480904412,0.733499402877165,0.704963603748839,0.570278864520119,0.651034359954717,0.565583395826908,0.545959243634528,-0.684397363288597,-0.676078011034928,-0.343868282965437,0.321200644674756,0.40098913272966,0.168332387841302,0.967015980598599,0.189138305523649,0.0423569557002162,-0.0266084019976699,0.25111877540429,0.0258469257738427,0.0768608063781253,-0.0673033964737722,0.304043214095355,0.907494132676319,1,0.916438974684903,0.417369741413854,0.634247307215144,-0.640065288834014,0.635969336715117,0.503026212166453
"yvcN",-0.0102091391453818,0.372030797825722,0.391373123559027,0.550359620889206,0.550644830830799,-0.0141584183084115,0.101808168526969,0.331911143719533,0.308373261173032,0.500871010303369,0.399183423587043,0.958078320415475,0.575243716420068,0.26905544274917,0.464129807232439,-0.232920517955066,0.584078956470534,0.566388873904356,0.697568663145395,0.903800170891741,-0.542617538333391,-0.0480965156486198,0.0716477132548994,-0.574371048186443,-0.559024969656248,-0.568431632976842,-0.563428162569429,-0.556291282651047,-0.459824630018199,0.0729497740634219,0.405969743446205,0.295698819950269,0.520673881205161,0.284611750919148,0.349515614867749,0.734271887548937,0.515245681928068,0.570455689112493,0.612114131433592,0.593663865741659,0.418393576308212,0.547741303106319,0.440190053114461,0.403394745880963,-0.565822456977069,-0.543856989302441,-0.173960999350077,0.177806227687508,0.257575797556246,0.104174021572673,0.918371756610891,0.233118392391761,0.119713823126646,0.112269477721332,0.321430378749739,0.033068361928888,-0.0713911101010885,-0.177568077263445,0.336799141452829,0.800632055819544,0.916438974684903,1,0.46447278227008,0.49150399280764,-0.496909194609395,0.508477249288804,0.520584794792872
"ywdA",0.193671277316302,0.392333425048315,0.247284568496588,0.330610298805059,0.264678344579189,-0.128196954609066,0.0356545022134577,0.380793943455104,0.321855318396406,0.682396827432144,0.127026964423454,0.415032583967492,0.198321731386913,0.337326183692188,0.495895818952001,-0.321268272986477,0.264239109871546,0.316011367258304,0.475031456314672,0.341717326055757,-0.266286018334463,0.0564066821678145,-0.00946370386339401,-0.297313359026341,-0.278724726563587,-0.295703273022337,-0.284622222495579,-0.283040400654871,-0.26490397524128,0.0276216507811518,0.241430331818162,0.280312772373695,0.661319490930518,0.0977018761802871,0.168330990794304,0.437148053047341,0.314669221652797,0.288457688380443,0.305097048235264,0.275426699638559,0.302833032383496,0.361375804300948,0.566456613016124,0.567416436766243,-0.316422105443961,-0.290254603956166,-0.0390496274785285,-0.0892507615962315,-0.035030816327953,0.0673558075696928,0.35407914546339,0.259887852739784,0.23760032211109,0.281575659500015,0.323472780461118,0.00530234896552824,-0.293720278258408,-0.361537100549067,0.469057017781158,0.398231221896126,0.417369741413854,0.46447278227008,1,0.211261693526926,-0.243014258158461,0.237946737056394,0.592543387077954
"yxiE",0.125444598927868,0.309960233344304,0.460602706337729,0.552763414011702,0.581574153878529,0.252756729628461,0.2940290541208,0.577271308865451,0.557341750181318,0.369656023539422,0.636990901704379,0.519003551304626,0.621185537776496,0.256722269080796,0.23362429124109,-0.1096112747573,0.182830307901797,0.564927482467651,0.606137315356352,0.60802633764354,-0.39804614677456,-0.330415128196269,0.280474011591095,-0.448721280610001,-0.432610867019991,-0.441014618080432,-0.436872808517761,-0.431458050175088,-0.379737188749441,0.259094722146115,0.34608474655016,0.516121108042027,0.359705642462659,0.272065969755084,0.334137332866059,0.204637588433052,0.280124126773479,0.378641721853709,0.350898691881397,0.350066569848135,0.596110975455853,0.520533487504224,0.46355411718497,0.425114104483473,-0.408724188828567,-0.409361886234635,-0.136633769245902,0.187497807555915,0.259983277163312,0.0397363614770768,0.568333985170636,0.224940823660525,0.057026160015617,-0.0107159040465685,0.430179586464894,0.325883666274525,-0.0172448287919787,0.130193105870369,0.24553339758128,0.598293337503255,0.634247307215144,0.49150399280764,0.211261693526926,1,-0.396487198626123,0.538172792743617,-0.0474970914975529
"yxjF",0.118577497124808,0.0518037795198277,-0.30335450916874,-0.365110106912285,-0.651474463493019,0.298189894300698,0.10393209792038,-0.453850263229244,-0.492640875016374,-0.0961660853549545,-0.745094618525006,-0.574283832611049,-0.491844709739497,-0.00157086905823712,-0.681070133534418,-0.393532729321037,-0.187200772147128,-0.738101916780806,-0.676421668903904,-0.674243345254712,0.974260383253475,0.657608284511121,0.317544567588808,0.965060985735272,0.971926740344803,0.966384694985799,0.9724443424025,0.971727557726503,0.974119500956082,0.100645590485995,-0.378324111946634,-0.0653942896357133,-0.237680291709091,-0.719517591096312,-0.724103160127531,-0.178982701406333,-0.813410930716312,-0.859931487883477,-0.864831402015269,-0.849171632016171,-0.532965723457495,-0.563679097700125,-0.598198681050284,-0.606516897228384,0.989257420191492,0.994557237892524,0.739527987869576,-0.69095360662395,-0.729693470036773,-0.500298037014621,-0.621271026302527,0.144914566371496,0.298238746708168,0.390452146594731,0.135734777360808,0.0624441021434272,-0.486317927618395,-0.15959385081158,-0.0466766398513675,-0.572186647329994,-0.640065288834014,-0.496909194609395,-0.243014258158461,-0.396487198626123,1,-0.60079793117151,-0.489777384241213
"yxkF",0.278633916714612,0.500127449120585,0.66396627685754,0.701414576049052,0.858830213920809,0.153332779894613,0.334286463805872,0.497304293162682,0.42376926021257,0.430596746342501,0.610157749858745,0.576439693361673,0.766844315523736,0.562708469627771,0.474572626196066,0.262114066571238,0.508379374021038,0.863355365623178,0.818877561397734,0.61072045963716,-0.504236908324832,-0.596678146523229,0.120354857145712,-0.628728634170988,-0.6214317002369,-0.622722733349553,-0.633602892556915,-0.633001603594526,-0.58117500107236,0.345358879674613,0.558884229491053,0.418969772247674,0.375847024466301,0.760000716690454,0.790270380535062,0.363496962048197,0.722843456268107,0.660377203952143,0.682945803487378,0.689832151279516,0.374479950681754,0.41998105884535,0.543538059088667,0.514415752486667,-0.593319436476346,-0.616401165910989,-0.246645631081895,0.618309545478815,0.613074734200855,0.395692706100183,0.612565928639653,0.483813470779416,0.33240726427088,0.243928830867441,0.387724079283811,0.396990958092654,0.385497681695407,0.464673298865348,0.498365643509834,0.661127541862941,0.635969336715117,0.508477249288804,0.237946737056394,0.538172792743617,-0.60079793117151,1,0.384253883189535
"ccpA",-0.0454133685223042,0.31101763056403,0.180036477152553,0.253385687730966,0.277173068366767,-0.110242896422221,0.151900896375403,0.268992919903632,0.207176375289819,0.330901513839331,0.0253736779777911,0.511110547710042,0.228551454297575,0.386597547948354,0.694352809609271,-0.0198926156596946,0.554770551200002,0.385973930015678,0.454784019520689,0.445951884527605,-0.481526249478225,-0.141093712264915,-0.0416423938211448,-0.545266668403461,-0.531157324938331,-0.55326784592499,-0.54119725625535,-0.542337867642287,-0.493157721680225,0.183946195996966,0.571143049638361,0.143616187599954,0.440265252462299,0.395548654778245,0.404872899004972,0.602750502146043,0.551261234073658,0.49409339865193,0.516043889993872,0.462540059384249,0.0286273799738537,0.132438106540012,0.613323557501117,0.600847170151218,-0.545560492071003,-0.528083769729108,-0.235088497840003,0.307437406459074,0.328144737247509,0.14488197993874,0.475051972338571,0.206977555002079,0.187764113287734,0.151848615351631,0.103844598811172,-0.192741519958752,0.206893363849212,-0.0762514741529015,0.427365739096435,0.51737142518647,0.503026212166453,0.520584794792872,0.592543387077954,-0.0474970914975529,-0.489777384241213,0.384253883189535,1
