"","abn2","ccpA","acoR","acuA","acuB","acuC","amyC","amyD","bglH","bglP","bglS","cimH","crh","csbX","cstA","dctP","dprA","drm","galK","galT","glmR","hbuT","ldt","melA","mmgA","mmgB","mmgC","mmgD","mmgE","mmgF","msmE","msmR","msmX","mtlR","odhA","odhB","pupG","rsbR","rsbS","rsbT","rsbU","rsbV","rsbX","sacA","sacP","scoA","scoB","sspH","sucC","sucD","topA","whiA","yesL","yesM","yesN","yhaR","ylbP","yopL","ypiF","ysfE","yvcI","yvcJ","yvcN","ywdA","yxiE","yxjF","yxkF","pval","z","inv_cof_var"
"GSM672595",10.14274461,11.8646974,12.18154349,12.80614647,12.158871,10.98619703,11.06673011,9.587273234,9.427639777,8.97135948,10.38901375,7.022507807,12.47901264,9.732179926,11.79984164,8.102525651,8.748798513,12.52835316,9.267866914,9.650143866,12.37136022,12.11117286,12.49129033,11.30483197,13.74509665,13.21581859,13.80583271,13.57313309,13.80827249,14.3805052,10.37092045,8.437373606,12.29166617,9.612678067,13.12422305,13.1136368,12.52544535,10.10964312,10.06022825,10.05097732,8.570050929,10.78990446,10.95534349,7.494581413,7.289504089,12.82326543,12.67568848,14.45737881,12.35779405,11.89681338,11.57041264,12.83102602,10.01006208,10.53918104,9.94322342,11.35768476,14.19545279,11.73973234,11.59011673,12.22305651,12.64667732,13.03394164,11.74086617,9.175440149,12.48971413,12.73507807,9.564360967,0.0573846671870903,1.57711383500765,6.16983860937073
"GSM672596",11.21668625,11.72728216,12.09219442,12.77089368,12.34125223,11.02368327,11.47898253,10.04980929,9.602318959,9.192094796,10.08164275,7.05796171,12.41698625,9.699892193,11.41994833,8.160678253,8.338381041,12.13241078,9.11569145,9.648879926,12.46005688,11.97911264,12.65911338,11.50648104,13.74295651,13.41578699,13.88212491,13.7935658,13.96540669,14.38725613,10.8252368,8.023792937,12.54641822,10.32988178,13.17966803,13.28852007,12.1644855,10.11590446,10.26107435,10.09954424,8.783435688,10.92964758,11.02488141,7.61607658,7.470616357,12.83902974,12.79327175,14.63204387,12.03148699,11.76571784,11.28217807,12.56626989,10.08906357,10.82065651,10.19320037,11.82952268,14.02274981,11.70109888,11.96003271,12.02449777,12.62693755,13.04444907,11.83474164,9.78358829,12.55413048,12.91305019,9.343478439,0.042973665355056,1.71717429495627,6.28208606194841
"GSM672597",9.376255762,11.94797546,12.57880929,12.69237249,11.71712751,8.94377881,11.92279405,10.99896283,10.90736766,10.31040186,10.32377435,7.105244981,12.1883777,8.179828996,11.00960112,11.39642212,7.624310781,11.52526506,7.755745725,7.796198141,12.26726022,7.868198885,13.00807138,12.16308104,13.66527955,13.35045167,13.6940316,13.59271896,14.00014721,14.24448885,11.97753792,8.49786803,13.88738959,10.76186208,10.81843457,11.45683494,11.70866914,9.982824907,10.59532491,10.20419591,8.007326394,11.08555204,10.56632751,7.773863569,7.353526766,10.4224948,11.01554164,14.86847249,9.356781413,8.840472491,9.371795353,12.58745911,8.828901487,9.759736431,8.010395911,11.580029,14.64878104,10.86752045,10.65138476,12.02449777,12.54480855,12.97545799,11.2329223,9.627257249,12.67714424,10.90911859,8.512473234,0.251521605305821,0.669709161035638,5.44262506782017
"GSM672610",9.29452974,13.18693197,11.94402528,12.83733197,12.67413941,12.62693755,12.72498327,11.580029,11.97502342,11.44888067,11.68483494,9.419314498,14.11328476,10.26606654,11.52692491,11.94006097,10.34093643,13.63743011,11.99124944,11.96003271,14.12176357,7.311718959,9.744597026,12.9632026,7.290454647,7.196527138,7.359909665,7.408428625,7.629038662,9.322251301,12.17169294,12.26584201,12.12371933,10.72819517,15.37522491,15.21679294,13.87933941,12.1574803,12.62237993,12.71352639,12.3683684,13.56203011,12.95834721,10.76898067,10.29234758,7.653642379,7.838514126,12.07309777,15.44358327,15.1469052,13.12063532,14.29121375,9.168436059,9.124426394,9.030392193,10.88912007,12.44507026,12.09576487,10.70275725,12.38563941,13.80104535,14.5439829,13.31550074,10.8556171,14.40846283,8.048987361,10.85317881,0.381099738433443,0.302593751601166,5.14841091540237
"GSM672611",9.059653903,12.94970781,11.79619814,12.63305613,12.58472156,12.5327658,12.33911152,11.52934052,11.89151413,11.41637175,11.44644647,9.307943123,14.1456342,10.14274461,11.59652825,11.72477063,9.923634944,13.64726729,11.82952268,12.07855874,14.16068439,7.240568401,9.470373234,12.87794796,7.294394796,7.183873606,7.297434572,7.359909665,7.55949145,9.296919703,11.92414164,12.24009331,12.31454387,10.53672193,15.24369703,15.26837881,13.74295651,12.0286052,12.53873903,12.79503234,12.27143792,14.49691561,13.66754238,10.82065651,10.12073346,7.665922677,7.889139777,12.09768922,15.27586766,15.06041338,13.00110632,13.97367398,8.707036803,8.924918587,8.97073829,10.96685353,12.67413941,12.20380818,10.71840037,12.03426766,13.76919963,14.53674944,13.15971115,10.60049368,14.39460335,7.970501487,10.65467323,0.433731993190976,0.166880614816966,5.03964750072459
"GSM672612",12.233029,12.46749591,13.17423792,13.90805539,13.7417368,13.65388439,9.340096654,8.839163941,11.59652825,10.93927732,15.26197249,11.09029926,13.60378104,11.11701859,12.12371933,12.13114796,9.284888476,12.62544387,12.03291822,12.73666097,13.55356059,8.142416357,10.06807993,10.00255502,10.16502825,9.853855762,10.40642565,10.23297993,10.45554517,11.10905242,9.2402171,8.499108178,13.46367286,12.28581264,14.73557435,15.28264684,12.86008625,12.47327881,12.60065019,12.85683234,12.32301375,16.16694238,15.17188364,9.025208922,8.606457249,8.948910409,9.132736059,13.48236691,13.12800297,13.01151115,12.9836684,13.57750632,11.17064349,10.80641041,10.45853197,13.17780409,15.74199963,10.54498996,11.28802677,12.89301283,13.10225725,13.87415316,12.73028625,12.04866431,13.64726729,8.985678439,11.21293494,0.0745811301513408,1.44249684745447,6.06195367216526
"GSM672613",12.0286052,12.73823494,13.46569219,13.82056989,13.66754238,13.65160669,9.890813011,9.237713383,11.46931636,10.77255948,15.17188364,11.5380632,13.91315353,11.09734126,12.22466394,12.41567323,9.136124535,12.38124796,12.06224721,12.70912007,13.5084171,8.021720446,10.40149368,10.56632751,10.19320037,9.729824164,10.17872528,10.08529814,10.47503271,11.5304,9.582884758,8.742515613,13.46152045,12.40940483,14.64447732,14.97813903,13.12244907,12.32441041,12.48819219,12.67265651,12.18289145,14.70664796,14.52588253,9.204114126,8.760095167,8.867563197,9.188394796,13.48236691,13.06578587,13.23499331,12.91816022,13.62222788,11.43697807,11.13356654,10.40029442,13.16149219,15.25573643,10.81609888,10.39144312,13.15779442,13.14508736,14.03156208,13.46775725,12.76305799,13.82567398,9.394066171,11.15301375,0.0286996738316063,1.90025740919706,6.42881279118417
"GSM672614",12.13645688,12.45414126,13.20315836,13.80224126,13.64061375,13.55136803,8.753835688,7.917928996,11.39931487,10.71228216,14.81200037,10.73115465,13.60378104,10.84853383,11.82372305,12.12968401,8.64100316,12.41698625,12.08812974,12.68798067,13.43859219,7.579540892,10.21153717,9.721840149,9.828002788,9.446366171,10.16753123,9.958141264,10.39915502,11.23069257,8.442299257,7.932447212,13.14322714,12.22879703,14.72779442,15.0717881,12.91991375,12.41256617,12.60138532,12.69559926,12.26726022,15.30189331,15.24369703,8.592207063,8.197505948,8.212000372,8.470127138,13.24969777,12.91142379,13.01521004,12.88276766,13.44939033,10.88912007,10.68536877,10.04722045,13.11699257,15.31526691,10.79582193,11.24473197,12.78510967,13.16417286,13.77660149,13.07616431,12.19321152,13.53679182,8.962999071,11.06212491,0.181730964820271,0.908788212919067,5.63422814086766
"GSM672615",12.04352379,12.58170112,13.28852007,14.01388922,13.69896357,13.68882788,9.974054275,9.39121487,11.53395353,10.67985911,15.79347546,11.37209145,13.57750632,10.72404349,12.10981524,12.21330186,9.349727138,12.50036468,12.09093494,12.45103717,13.72369888,8.194155019,10.28526989,10.65589554,10.15257063,9.794347955,10.32256357,10.04472379,10.36854833,11.29894126,9.926298885,9.002004089,13.29444201,12.4688316,14.5973803,14.97813903,12.87464238,12.42432045,12.73977435,12.62380409,12.2829855,14.74947249,14.60165465,9.051007063,8.882200743,9.034102602,9.078768959,13.74743383,13.19629331,13.07616431,13.04626283,13.86138401,11.10075985,10.97260186,10.17751747,12.86961896,15.71599665,10.96575651,10.541771,12.96858699,13.47612974,14.03308086,12.81230186,12.53408699,13.6722223,9.243945353,11.18912454,0.0313784535666659,1.86090986000857,6.39727882247377
"GSM672616",10.09255093,12.63305613,13.31143866,13.48706506,13.55136803,13.86400483,10.3481119,9.63347026,13.32523234,12.70631673,13.0393197,11.59762937,14.05355316,11.99510037,12.29913829,12.87304684,9.400000372,12.78510967,12.30192082,13.20863941,13.98841524,7.376822677,10.32859814,11.22723903,7.578592565,7.46360223,7.768869517,7.885181041,8.180901859,10.48335762,9.977751673,9.193304461,13.44091413,12.43612565,14.39777584,15.10096468,13.55765056,11.08671896,12.71058885,12.64979145,12.20774981,16.27558253,16.02851524,10.79915911,9.936259851,8.046743123,8.251019703,13.38058216,12.6418026,13.03570706,12.63002937,14.0958948,9.376255762,8.966280669,9.458850929,12.35640037,15.51421413,11.55992045,9.899647212,13.85341561,13.06752156,14.47455279,13.52354052,11.73589108,14.43607286,8.619519331,11.27490967,0.378958543212467,0.308217172410316,5.15291764528767
"GSM672617",10.22716952,12.48520074,13.15227509,13.6081974,13.68668848,13.83099145,10.68093011,9.868152788,13.42404535,12.87947621,13.08473941,11.40160372,14.00014721,12.22305651,12.41567323,12.75065836,9.632133457,13.28255242,12.64338773,13.4302974,14.05355316,7.448477695,10.36110929,11.07624796,7.650009665,7.561339777,7.916786989,8.009399628,8.364927881,10.19560706,10.15011822,9.368698513,13.41578699,12.45691115,14.6281855,15.27586766,13.48706506,11.34699628,12.77884796,13.04989703,12.30886543,16.26861673,16.23596914,10.65589554,9.960652788,8.045720074,8.400856506,13.24257695,12.91305019,13.15065688,12.89065985,14.05645093,9.26206171,9.030392193,9.224525279,12.25706059,15.51421413,10.90037918,10.32126059,13.66069851,13.23707546,14.40469851,13.30781115,11.19995948,13.99478104,8.464214126,11.32135353,0.360355711503314,0.357508153986886,5.19242049369365
"GSM672618",10.67379851,10.82065651,8.04244052,11.5435829,11.08095762,10.65653625,9.773924535,8.34082119,10.24754089,10.56931822,9.52794684,11.26426877,12.68944535,8.883541264,8.652879182,10.25749294,10.22252528,11.8281881,11.47251487,11.28675688,12.92992751,9.272632342,10.97806617,9.884420446,11.15739684,10.46197286,10.96463569,10.89157584,11.24960967,11.72602565,8.805447212,8.069449814,12.31733383,8.910074535,14.47804424,14.19217844,11.99779554,10.02137472,11.16042491,11.39696357,11.06445836,13.62670483,12.63451004,8.352986617,8.62324461,10.77255948,10.67743309,13.2904829,14.48754907,14.27576691,12.07172602,12.94290967,8.77573197,7.964062082,7.869126394,10.3563777,12.85683234,12.69864721,12.73823494,10.96575651,12.35933978,13.11887398,11.62372862,9.045679554,13.88999294,10.62021264,9.334962454,0.0446365902743106,1.69924420483277,6.26771650367629
"GSM672619",10.76491914,11.08324498,7.96097026,11.51064052,11.24241227,10.86981041,9.541668401,8.47370632,10.21518253,10.52588959,9.978907063,11.19393717,12.5312223,8.771788476,8.704960781,10.90396134,9.954214126,11.48922082,11.37209145,11.47432714,12.97545799,8.886296654,11.20329851,9.926298885,10.69497435,10.37626877,10.91329926,10.76491914,10.85440372,11.7060368,8.900716729,8.371118216,12.3463026,8.903206691,14.43607286,14.2077948,12.00437026,10.3563777,11.34097472,11.47656617,11.27025613,13.53453569,12.54013457,8.168757621,8.606457249,10.59128327,10.74038885,13.41130855,14.63629591,14.3392342,12.02317361,13.07797286,8.467777323,8.040285502,7.929290335,10.22999405,13.01695428,13.19533104,12.65458104,11.2520632,12.09369554,13.1468632,11.57212918,9.717949814,14.20445688,10.629771,9.416856134,0.047956792096325,1.66499584794231,6.24026913689387
"GSM672620",8.050930112,10.40149368,8.193048327,11.10436394,10.76314907,10.52824498,10.82198364,7.9902,10.46812714,10.71478104,8.478445725,11.51240149,12.91142379,10.3979829,8.054964684,8.218820074,11.03990446,12.10581004,10.29119926,10.47153086,13.22730074,8.327762825,9.247679926,10.96359368,10.61145855,10.06807993,10.79227621,10.32859814,10.80403717,11.30132639,8.207724907,7.55290223,11.60144089,9.120642751,14.01388922,13.96823197,11.87367249,10.95418476,11.60768401,11.91238699,11.17064349,15.90234647,14.43607286,7.675475093,7.548252045,10.29585874,10.17985465,11.20221599,13.53224944,13.53453569,12.77243197,13.24083643,7.781533457,7.45293829,7.560428996,8.562611152,12.20240781,11.6362881,10.2294197,9.269001115,12.41094461,13.40705576,11.76822193,8.691702974,13.75453086,9.884420446,9.480399628,0.298296296821111,0.529306865655005,5.33010366100545
"GSM672621",8.193048327,10.96915539,7.873057621,11.09506729,10.74634201,10.44395465,10.76665242,7.863671004,9.688352416,9.452549814,7.980865428,10.81364758,12.83733197,10.54389442,7.841605948,8.087161152,11.10436394,11.93608848,10.54747175,10.19692082,13.2291658,8.051954647,9.572453532,11.09389405,10.36471933,10.01256431,10.60049368,10.51600149,10.57109665,11.33991747,8.065120818,7.59084052,11.04224089,8.765206691,13.83859442,13.8509658,11.8179803,11.2785487,11.87491115,11.92807175,11.18467807,15.12307993,14.51143346,7.567879926,7.35901487,10.39292119,10.1390197,11.30368922,13.51480558,13.5084171,12.74293383,13.02354647,7.531243866,7.418300743,7.388077695,8.438575465,11.24112156,11.50065985,10.36854833,9.092923048,12.51664089,13.44939033,11.77964126,8.508939033,13.73361487,9.952976208,9.309149814,0.34001316885408,0.412427189525548,5.23643378509295
"GSM672622",9.207777695,10.35578234,11.08918216,12.48971413,11.89274275,11.98183086,10.60519108,9.068281041,13.60618996,13.59734461,8.771788476,12.72426729,12.8811052,10.60049368,9.857714498,9.236433086,10.91444461,11.5435829,11.05398736,10.7487777,13.17423792,10.25008439,8.502789963,10.53004981,11.42728327,10.90736766,11.47656617,11.34937286,11.67839033,12.15376914,9.497591636,7.798363941,12.76305799,10.47734089,14.37361413,14.28199294,11.53634684,10.95476413,11.80505465,11.5763197,10.97314981,15.46632379,14.39460335,8.454589219,8.074649442,11.02948476,11.04224089,12.05292342,13.98971487,13.93621227,12.70310595,13.10802045,7.945713755,7.66687881,7.546432714,10.70047807,15.11720743,12.60668736,11.05279405,10.83013309,12.71656803,13.39496283,11.43214164,8.979855576,15.25573643,10.73932156,10.42009851,0.109030735549384,1.23169919381756,5.89301591743581
"GSM672623",8.7329829,10.33973569,10.56183123,12.32020335,12.04739517,11.68223941,10.1611948,8.617136803,13.17966803,13.08217286,8.164482156,11.70866914,12.50329219,10.88695465,9.377654647,8.496584015,11.35825762,11.09902212,10.82892454,10.17371152,13.00295056,9.025208922,8.80170855,10.17127509,10.31709591,10.00255502,10.58764238,10.45493383,10.73234387,11.52583048,9.198179926,7.679725651,11.8934277,9.864209294,14.01974312,13.98436729,10.7748487,11.2520632,11.82570149,11.83344498,10.5733777,15.63961115,14.5439829,7.970501487,7.568715242,9.909817472,9.697269517,11.37569814,14.02274981,13.73822305,12.54170929,12.80310595,7.621493309,7.498145353,7.353526766,9.838756506,14.85846468,12.47901264,11.5435829,10.49189926,12.85683234,13.40928959,11.30368922,8.949533271,15.03266691,9.496931227,10.25985874,0.252823412269032,0.665631253731487,5.43935694556135
"GSM672630",11.97438848,11.55433086,12.73977435,13.61520669,13.10592714,12.65458104,11.94006097,11.08324498,11.43817398,10.93447918,10.99430186,9.200495539,12.01517881,10.24754089,12.80614647,9.272632342,10.5099619,12.31870483,11.92087286,11.74586245,12.2344052,12.30886543,8.026884387,11.8179803,13.24606989,12.80000632,13.24083643,12.92673643,13.18522751,13.29824572,11.96150149,9.842369888,13.7871961,10.80762305,15.17492639,15.17492639,11.865329,11.02599331,11.04701784,11.10790929,9.907265799,14.02274981,12.63305613,9.638676208,9.168436059,12.87304684,12.64979145,13.17062045,13.98711561,13.59499257,12.36989182,12.4661171,11.58256431,11.53634684,10.70275725,12.96858699,15.81157807,13.01068606,13.69645948,12.94290967,12.77968346,12.97032825,10.95058736,9.574382714,14.01388922,12.48819219,11.62122007,8.56196803455017e-05,3.75805483415043,7.9176914399683
"GSM672631",11.5471777,11.7111632,13.04265836,13.88212491,13.2786855,13.10802045,12.33601004,11.7631513,12.04866431,11.53991375,11.63001524,10.90736766,12.03685651,11.72986729,12.9331223,9.703587361,11.03410706,11.90566059,12.36678959,12.2829855,12.47040149,9.601017844,8.245420446,12.24164052,10.85501041,10.54862454,10.97369777,10.58157807,10.85317881,11.43328625,12.67714424,10.70469517,14.91633309,10.75712379,15.06617509,15.04395688,11.49220149,11.53286245,11.53860669,11.55055688,10.15378364,15.82038253,13.93848699,9.666511896,9.192094796,10.63088401,10.01496245,13.30585762,14.39460335,13.99478104,12.29753643,12.59922416,11.284429,10.95179145,9.889610409,12.59350818,16.32106729,12.50707491,13.29628699,13.04444907,12.8811052,13.1633513,10.88912007,9.733342007,14.77223197,9.92234461,11.64227658,0.00181426138679889,2.90877122647258,7.23705736584924
"GSM672632",11.79360967,11.63374164,13.12605204,13.91563829,13.34507323,13.04444907,12.30192082,11.92279405,12.06224721,11.7644632,11.62494535,10.78880818,12.16032193,11.93752491,13.09676506,9.917216729,11.37801599,11.9387881,12.07722007,11.99250855,12.49575204,9.703587361,8.041408922,12.31870483,11.37323197,10.63562082,11.09734126,10.84047993,10.93698327,11.56434796,12.68798067,10.57109665,14.87297918,10.89157584,15.13492268,15.25573643,11.50648104,11.4102803,11.39642212,11.49097026,10.0326223,15.91022379,14.31325613,9.730959851,9.204114126,10.67624981,10.09716097,13.25773792,14.2572026,14.04023532,12.25424572,12.42003234,11.38389442,10.99430186,9.950405576,12.76934647,16.27558253,12.35640037,13.34303457,13.19072825,12.96154498,13.2139171,10.99658662,9.42635632,14.84014647,9.89214461,11.69867212,0.00196867748139798,2.8831375291642,7.21651397177451
"GSM672646",10.54625725,12.19816729,10.40512788,12.60967212,12.14881636,12.13114796,9.002004089,8.056952788,10.03985799,9.779072862,9.354954647,9.098998885,12.45543494,10.21153717,11.02599331,14.18951673,13.20315836,12.03818364,11.03410706,10.88470892,12.51075985,8.639073606,8.909420074,8.965011896,10.67743309,9.832570632,10.3697052,10.10077323,10.36854833,11.3258513,8.367407435,7.832513011,11.63750186,10.11346208,15.23706097,15.10096468,11.77082305,10.96242974,11.78835316,11.7631513,11.09680465,11.96838401,11.7049197,8.199758736,7.909552788,9.592969888,9.479197398,12.58472156,16.00569294,15.12831859,13.66292007,12.60364461,9.02908513,8.870406691,8.930201115,11.03527658,13.88738959,14.11029777,12.97208327,12.11879349,12.26860632,12.90673086,11.38870186,8.795147584,11.60519591,9.092923048,10.28659294,0.167621013201376,0.963608933228304,5.67816264033627
"GSM672647",10.19443086,12.37289182,10.32859814,12.81725688,12.34942305,12.2163461,9.175440149,8.290675465,10.14402862,9.561814498,9.147713011,9.11824461,12.54249219,10.09834833,11.06334126,14.31970743,12.74756208,11.88872416,10.82065651,10.65360335,12.58894312,8.467777323,9.753242379,9.304019331,10.74634201,9.966738662,10.60519108,10.39144312,10.67985911,11.43945204,8.692872119,8.057889591,11.53991375,9.534535316,15.27586766,15.17796914,11.91107807,11.20118141,11.65651599,11.75678996,11.12529665,11.81292007,11.53162528,8.156835688,7.897266914,9.615347955,9.443779926,12.55260149,15.60525576,15.11720743,13.39397639,12.59922416,8.465450186,8.665247026,8.35060855,10.6408119,13.94393941,13.71375353,12.45691115,12.17309703,12.20380818,12.97032825,11.09211171,8.811955762,11.62737993,9.269001115,10.24510112,0.145061485208757,1.05785189262104,5.75369096659692
"GSM672648",10.20170595,12.21777212,9.70606803,12.46680651,12.00305651,12.09093494,9.236433086,8.173079926,10.03985799,9.35100632,8.278822677,8.510088476,12.30192082,9.999513197,9.976483271,9.60756803,12.21173457,12.42150967,10.79800781,10.45730818,12.44648699,7.865689405,8.34812974,9.363718587,9.781756506,9.216207063,9.954214126,9.68006487,10.10964312,11.06334126,8.97135948,7.842649442,11.65469554,9.575712268,15.42020595,15.21679294,12.32160558,11.59011673,12.04992751,12.09641227,11.10672639,12.82326543,12.92910465,7.735995539,7.514108178,9.230539033,9.058432714,12.52980595,15.49940186,15.17188364,12.95834721,12.4934342,7.730020074,7.92102974,7.822368401,9.970596283,13.80583271,13.93848699,12.91651264,11.69730632,12.22879703,12.71656803,11.14584424,8.434796283,11.81292007,8.930803903,10.07806877,0.362925899359941,0.350648856468202,5.18692330574191
"GSM672649",9.121938662,12.16173569,9.089297398,11.92807175,11.63001524,11.62313086,9.17155,8.132902602,9.826052045,9.526674721,8.843784201,9.147713011,12.39153123,9.907265799,9.843672491,9.508453903,13.15779442,11.7543855,10.28171859,10.22252528,12.44963011,7.634766543,9.490528996,9.130303346,9.269001115,8.770366914,9.374369331,9.174298141,9.414117472,10.33593941,8.371118216,7.620645725,11.03646654,9.838756506,15.04395688,14.9261052,11.96296022,11.07735651,11.45683494,11.92018364,11.24473197,11.96003271,12.11190799,7.905511896,7.638374721,8.576081413,8.572614126,12.08955204,15.64881152,15.15962193,13.40705576,12.63599665,7.840681041,7.889139777,7.867135316,9.177965799,13.0185829,13.83099145,12.48208364,11.06673011,12.0179461,12.80310595,11.68286245,8.522198513,11.31614182,8.444594424,9.752057249,0.372328698999022,0.325691999443813,5.16692234596811
"GSM672650",9.524164684,12.00036022,9.151350929,12.27727844,11.71356952,11.6362881,8.97785948,7.956737175,9.769912639,9.386327138,9.201721561,8.805447212,12.42003234,9.534535316,9.506449071,9.591734201,13.16865353,11.85551673,10.41029554,10.05582602,12.57565725,7.438816357,9.479197398,9.140726766,9.088011896,8.397209294,9.306693309,9.095472862,9.254644238,10.43927658,8.318478067,7.746923792,10.99543978,9.805604833,15.0717881,15.03266691,11.88133755,11.29526506,11.58755948,11.56687732,11.14584424,11.89151413,12.0179461,7.740816729,7.603724535,8.34812974,8.364927881,12.48666022,15.82038253,15.17188364,13.53679182,12.53408699,7.514108178,7.687710037,7.730020074,9.216207063,13.32938104,13.88212491,12.60364461,11.09271227,12.02449777,12.78829182,11.21065762,8.602923048,11.56299777,8.402105204,9.58977342,0.465086063456868,0.0876282768918311,4.97613297959432
"GSM672673",9.799172862,12.31870483,10.59594424,12.41256617,12.06073494,11.8179803,9.490528996,9.337545725,11.32697918,11.75678996,9.699892193,11.52583048,12.5327658,10.25008439,9.991480297,12.21495725,11.39465613,12.15306543,10.8252368,10.56517138,13.05163569,7.164477323,8.822447584,9.414117472,7.248830483,7.068984758,7.156690706,7.450236803,7.782479554,8.956904089,10.96359368,11.51064052,12.2344052,9.800424907,15.1410658,14.87743532,11.8077974,12.33085353,12.46749591,12.64033755,11.99250855,12.48055799,12.47901264,9.411591822,9.615347955,7.397816729,7.509637546,10.46929405,15.27586766,14.77223197,12.45414126,12.84668736,9.368698513,9.001363569,8.282275836,9.317263941,13.70401115,13.89249665,11.70353494,10.5828145,12.91816022,13.26739145,11.41876506,9.246527881,12.83102602,7.756682156,10.56290074,0.388678102616375,0.28276601813897,5.13252054511273
"GSM672674",10.22252528,12.13786729,12.42726766,13.57750632,13.2139171,12.66046617,12.55413048,12.07106357,14.72779442,14.07067323,11.52583048,13.18357249,12.4688316,10.65467323,12.65605019,15.49940186,10.49189926,11.59011673,10.99719517,11.06334126,12.86961896,7.268254275,8.625007063,12.43925799,7.447595539,7.27675632,7.425854461,7.839541636,8.338381041,9.938197955,12.56166506,11.02712677,13.98436729,10.87889517,14.79863755,14.97281599,11.31089517,10.74750632,10.99137361,10.86286431,9.679448327,13.06929071,11.78463792,11.66081524,11.37077807,7.750881041,7.722443123,12.55874387,13.96283048,13.96823197,11.61762454,12.76530651,9.99890223,9.060899257,8.35060855,11.44300781,15.56470372,13.42184944,12.22607175,12.66638996,13.00807138,13.36832156,11.59268067,10.77706283,15.32970632,7.917928996,11.23174721,0.334183229181022,0.428391024282313,5.24922754419866
"GSM672675",10.49909703,12.11942565,12.61667063,14.15506134,13.47092342,13.2291658,11.95618216,11.42599665,13.3970368,12.8108052,11.25331078,12.71058885,12.50924944,10.94097695,12.59049108,13.00986097,10.33478216,12.17169294,11.44888067,11.2352461,12.83257361,7.345710781,8.344507435,11.87109368,7.381003346,7.30001803,7.454666543,7.914788104,8.428883643,9.777248513,11.81292007,10.74097435,13.82289926,10.47153086,15.94857249,15.86955019,11.58508885,11.43697807,11.47546394,11.59268067,10.76665242,12.42890074,11.32364052,10.41518587,9.529263569,7.608422677,7.861794238,12.61107732,15.28264684,14.73161599,11.75320818,12.80153755,10.7487777,10.2729855,9.260887361,11.78084387,15.55620743,11.92279405,12.96507435,12.24872342,12.76530651,13.19072825,11.92414164,9.885793309,14.3392342,8.04244052,11.45741599,0.280701279325035,0.580759493553199,5.3713388990742
"GSM672676",11.02712677,12.08955204,12.90826059,14.11029777,13.4593829,13.19966617,12.32946543,11.67702007,13.15227509,12.52685316,11.29894126,12.48971413,12.47610223,11.00543048,12.84514201,11.84635353,10.47153086,11.96693457,11.33658364,11.17842937,12.81725688,7.262255019,8.298687732,12.18563792,7.425346468,7.291402602,7.420795167,7.799313755,8.288367658,9.785500743,12.26080613,10.5733777,13.15971115,10.80522639,15.58130781,15.62225242,11.42134944,11.580029,11.63374164,11.71656896,10.89925799,11.98850669,11.16270446,10.11089517,9.081620818,7.367472119,7.789472491,12.9632026,14.64878104,13.9974171,12.06771041,12.63741822,11.12529665,10.74380595,9.520383643,11.85276729,15.4277855,12.09219442,13.0542184,12.58745911,12.73269777,13.33340483,11.88260409,9.870642007,14.31325613,8.014031784,11.48022454,0.232667867668805,0.73008908074485,5.49101482876119
"GSM672677",11.68854647,12.10021896,13.0185829,14.15794052,13.33142937,13.27297993,12.28882454,11.79619814,12.78753978,12.06073494,11.29765019,11.71712751,12.59049108,11.17542156,12.94794461,11.09506729,10.81609888,12.22466394,11.53395353,11.22378216,12.89544572,7.298382528,8.398508922,12.31027584,7.620645725,7.544768401,7.958960223,8.039165056,8.301184758,9.74697658,12.50924944,10.69941338,13.02507807,10.75600112,15.48368625,15.46632379,11.83742714,12.1644855,12.07438996,12.12665576,11.48984164,12.29315279,11.65957844,9.545039405,8.671066914,7.680215613,7.859884387,13.25369033,14.77223197,14.16357621,12.39001859,12.84514201,11.46694833,11.00122007,10.07806877,12.13786729,15.72398736,12.51518699,13.04626283,12.92150372,12.90368476,13.29824572,11.43636822,9.831281413,13.8692948,7.916786989,11.6386974,0.184620645571232,0.897895449047557,5.62549844658738
"GSM672678",11.71356952,12.10981524,12.84514201,14.03726022,13.35631375,13.19629331,12.09093494,11.67184201,12.43925799,11.77321896,11.25086022,11.51852045,12.68201636,11.26487714,12.9632026,10.56183123,10.92844275,12.58323271,11.60706766,11.40336989,12.93473197,8.261359108,8.425394052,12.04223755,9.154847584,9.046287732,9.477910781,9.254644238,9.397619331,10.25008439,12.22879703,10.43461636,12.95834721,10.8015829,15.70693346,15.68968439,11.98320223,12.48356283,12.38714758,12.47327881,11.90309033,12.40656468,11.88872416,9.402522677,8.70936803,8.589718216,8.937742751,13.05860929,14.87743532,14.27576691,12.45247361,12.82326543,11.50287249,11.14142193,9.975315242,12.12215242,15.76791375,12.88436691,13.2291658,12.56927323,12.9397052,13.23309777,11.84372045,9.576361338,13.4511197,8.660651673,11.55800706,0.0210667568824234,2.03219900336855,6.53455361082892
