"","comZ","spo0A","divIVA","dnaA","dnaG","dnaN","ftsE","ftsX","med","metS","parA","parB","pdeH","pdxS","pdxT","pit","sacT","sepF","tagV","tkt","tsaC","yabD","ykaA","ylmD","ylmE","ylmG","ylmH","yqxD","yqzC","yqzD","yrrL","yvyE","ywcI","yydA","pval","z","inv_cof_var"
"GSM672727",12.16032193,13.02672268,13.2786855,13.61981078,14.27576691,13.42815502,12.64667732,12.31027584,11.5304,13.83597807,13.32938104,13.38058216,11.68098401,14.45026283,14.73557435,13.11192862,9.612678067,13.18522751,13.17062045,14.72779442,11.36371152,11.74700781,13.54736245,13.01695428,13.20690632,14.05355316,12.61394312,14.11600446,12.63002937,13.95159331,11.6998658,12.6866171,8.324371375,12.382029,0.319996903162907,0.46770745892587,9.57109457549762
"GSM672728",12.47473234,13.38685874,14.21067918,12.45414126,14.35976208,11.90059108,11.72728216,11.63251747,11.9083223,12.8679223,13.12992751,13.16865353,11.62372862,13.34118773,13.51480558,12.1967829,9.748265056,13.81582714,11.94006097,14.50400372,10.32005799,11.20686022,13.08627212,13.62914721,13.68176245,14.14266803,12.33457361,14.24770112,12.73977435,13.90805539,11.73118327,11.71712751,8.530658364,12.59922416,0.391504443919863,0.275400073217157,9.29651584362826
"GSM672729",11.92684275,13.55356059,13.9789632,12.988971,14.38725613,12.10844647,12.39153123,11.75678996,12.1154171,12.76007472,13.03570706,13.1395539,11.21065762,13.19436877,13.58822193,12.08414498,9.440052788,13.91831896,12.21495725,14.28826431,10.5060777,11.20118141,12.91816022,13.73361487,13.81818216,14.51807323,12.35933978,14.40126208,13.06405353,14.09040223,11.76380725,12.24736022,8.416739033,12.04739517,0.451988584327247,0.120638757902849,9.07554582968504
"GSM672731",12.3842197,12.97032825,13.3970368,13.25572045,14.1456342,13.46987881,12.10981524,12.29753643,11.65285409,13.80583271,13.46775725,13.38472454,11.77082305,14.51143346,14.6242052,12.92673643,9.35100632,13.17595502,13.0185829,14.71080558,11.34575651,11.78707844,13.57750632,13.02196208,13.18357249,13.92297026,12.58011896,13.74509665,12.23849145,13.58615465,11.47126859,12.12371933,8.130766914,12.31733383,0.373766453955315,0.321894119950859,9.36290058670283
"GSM672733",11.99779554,13.06578587,13.15971115,13.77660149,14.16637026,13.50510836,12.82640149,12.18154349,11.49708959,13.79092788,13.36438513,13.43859219,11.48142862,14.48155167,14.66569628,13.19072825,10.08788327,13.12422305,13.00715743,14.64878104,11.45127844,11.80120297,13.59952639,13.04626283,13.14508736,13.96283048,12.68798067,14.05076654,12.54641822,13.83360706,11.66706952,12.89897175,8.200952045,11.98183086,0.290094120230237,0.553109779579597,9.69303300660562
"GSM672734",11.96415093,13.11002677,13.73822305,11.77964126,13.9054052,11.48629777,11.5263777,11.45513903,11.4285632,12.84668736,13.21968216,13.23309777,11.29765019,13.42184944,13.62101933,11.97239591,9.148971747,13.30210743,11.36849442,14.57775836,10.2305684,11.24703346,12.65290223,12.9331223,13.12992751,13.95716766,12.26860632,13.65388439,12.10648048,13.13379517,11.284429,10.89925799,8.664556134,11.9387881,0.443359539266011,0.142456953657845,9.10669810446641
"GSM672735",12.26996654,13.44308773,13.58822193,12.48208364,13.98711561,11.75807658,12.12968401,11.67967361,11.78835316,12.988971,13.32938104,13.38265911,11.22723903,13.5191461,13.64169015,11.86338253,9.142003346,13.58615465,11.87367249,14.33275836,10.4978948,11.11124164,13.09676506,13.50188959,13.57540669,14.22414275,11.97618699,14.03459963,12.6866171,13.68413234,11.62675149,11.66956506,8.654768587,12.21565167,0.407219396044714,0.234703601667578,9.23840894612944
"GSM672737",12.82640149,12.20774981,13.06405353,13.68176245,13.80583271,13.78598662,12.90673086,12.52835316,11.85551673,13.63154052,13.09337732,13.17780409,11.89681338,14.15506134,14.32645576,14.17215799,9.711259851,13.20410743,13.14873532,14.87743532,11.13763104,11.35999851,14.60733494,13.2904829,13.26519851,13.93093309,12.73666097,13.82289926,13.13193197,14.40469851,12.02449777,12.79137658,8.343217472,11.80120297,0.335694908536441,0.424241336692202,9.50903313839672
"GSM672738",12.78208439,12.51800186,13.12800297,13.76308848,13.89249665,13.71375353,13.10414349,12.77243197,11.5304,13.59271896,13.24969777,13.24606989,11.89925465,14.76273346,14.83115242,14.26004424,9.75594052,13.02354647,13.26739145,14.73161599,11.07385093,11.34454126,14.94641301,13.1376223,13.13193197,13.87415316,12.44072714,13.98436729,12.89381004,14.43607286,12.07040112,12.95128178,8.191898141,11.8281881,0.456595591339663,0.109014256496422,9.05894823077834
"GSM672739",12.65748922,12.48971413,13.02196208,13.85909405,14.32986134,13.94912751,12.8156342,12.50329219,11.74211264,13.51480558,12.97625149,12.92828178,11.86338253,14.75811599,14.89511784,14.11871338,9.828678067,13.07284758,13.15597175,14.66569628,11.22608885,11.33878662,14.8536461,13.23109554,13.31830613,13.80343717,12.52980595,14.30992379,12.64667732,14.35627175,12.09369554,13.10802045,8.204286617,12.03546171,0.443659874906345,0.141696487124635,9.10561230146645
"GSM672740",12.56771524,12.49575204,12.62842751,12.08684164,12.38852714,11.52222045,11.31335911,10.72286952,11.6522461,13.40275985,13.47303755,13.41130855,12.02449777,14.52588253,14.54011041,12.25706059,11.3353487,12.66502602,10.92440372,15.1410658,11.12166803,11.13356654,12.92828178,12.26584201,12.4632171,13.53887881,11.97753792,12.61394312,12.59489368,13.82056989,11.75559182,10.91926171,8.42054461,12.43780892,0.308873389366551,0.499046283187496,9.61584051488171
"GSM672741",12.85840781,12.15595799,12.43471264,12.44648699,12.68798067,11.6701316,12.25553011,11.66571561,11.26048625,13.35250967,12.77709554,12.86961896,11.38209033,14.17215799,14.44320929,12.84908662,11.25023494,12.76007472,11.545929,15.20407138,11.2363461,11.21533234,13.73361487,12.03546171,12.20380818,13.40705576,12.11816134,13.04989703,12.50924944,13.81090595,12.05292342,11.45977212,8.38646803,12.04739517,0.169869135426759,0.954682522643204,10.2664032603655
"GSM672742",12.90673086,12.09369554,12.65138587,12.63741822,12.88900186,11.6064513,12.30886543,11.5304,11.04339219,13.20690632,12.54327509,12.62092416,11.19886617,14.26634535,14.34949888,13.03394164,11.42984089,12.90971413,11.67638104,14.97281599,11.34937286,11.04454907,13.97636729,12.22305651,12.24615948,13.35817584,12.21173457,13.22549963,12.49129033,13.89762082,12.02192007,11.64984052,8.519863197,12.08684164,0.15286389027517,1.02422761014099,10.3657005487276
"GSM672743",13.42815502,10.67870929,11.83474164,13.21222714,13.55136803,12.89381004,12.60891617,11.81170372,10.287729,13.31737249,11.36244796,11.31439294,10.32256357,13.05512156,12.92673643,13.51480558,10.95534349,12.87464238,11.63001524,15.19678141,11.91889442,11.39810297,14.54011041,11.83214907,11.8934277,13.23707546,12.16890595,14.30353717,12.09369554,13.71644461,12.56927323,11.60009591,8.875758736,11.86062565,0.37689061673449,0.313657433499904,9.35114014956634
"GSM672745",13.13574721,12.95315316,12.70778104,13.72151636,13.4345881,12.18422007,12.32584796,11.87109368,11.12047993,13.5191461,12.44648699,12.46085929,11.57041264,13.87540502,14.06484089,13.77427435,11.21065762,12.28434275,12.12819442,15.68968439,12.23579331,12.10308439,14.8074855,12.57254721,12.23010929,13.41130855,11.55308104,13.72863755,13.23109554,14.6281855,12.78510967,12.53718401,7.986987732,11.35399554,0.354538037723624,0.373097236415506,9.43600899455107
"GSM672746",13.34507323,11.72602565,12.47327881,12.70469665,12.37973866,12.18706394,12.04866431,11.67069814,11.27734684,13.2749487,11.88390743,11.92807175,10.53004981,13.04813494,13.31923978,13.00986097,12.41861375,12.88760223,11.87367249,14.81200037,12.68047472,10.90736766,13.63642639,12.47178253,12.65748922,13.41578699,12.2903119,12.51368253,12.30054126,13.38265911,12.47040149,11.62372862,9.140726766,11.79984164,0.00960472759525029,2.34144112935212,12.2464333992798
"GSM672747",13.1395539,11.64603123,12.60065019,12.9007197,12.56626989,12.3046145,12.06628662,11.36849442,11.48142862,13.40928959,12.12819442,12.1574803,10.75363569,13.33519294,13.3702461,13.01324461,12.17875688,12.84992788,12.01236766,14.82197844,12.17169294,11.00122007,14.03156208,12.71191784,12.59049108,13.6246145,12.16032193,12.79137658,12.233029,13.42601599,12.54170929,11.89274275,8.857243123,11.9083223,0.0208107303122581,2.03728529448655,11.8121561450793
"GSM672748",13.72863755,11.6620948,12.54480855,13.00986097,13.02763364,12.55092639,12.12079071,11.67702007,11.38041859,13.29628699,11.78463792,11.77321896,10.88470892,13.15227509,13.30210743,13.28071041,12.49718067,12.87304684,12.26996654,14.74947249,12.26080613,11.10075985,14.36337323,12.64667732,12.62380409,13.2291658,12.25553011,13.18166543,12.33753643,13.73361487,12.64979145,12.14044424,9.343478439,11.92156208,0.0101929658223838,2.31916794817848,12.2146314910025
"GSM672749",13.64831078,12.58011896,12.86008625,14.18104015,14.47804424,13.82056989,13.10802045,12.56166506,12.44432993,12.70008885,12.15595799,12.24317175,11.78463792,12.83257361,13.44308773,14.45389294,10.78417695,13.48236691,13.7497,14.18664647,11.25086022,11.18683271,14.69077807,13.4511197,13.5084171,13.8692948,12.99767955,14.5931777,12.78051896,13.81090595,12.76600149,13.44939033,7.929290335,11.11823309,0.330976838267105,0.437217421344147,9.52756054365071
"GSM672750",13.33519294,12.28434275,12.66638996,13.98155204,14.2572026,13.90805539,13.39496283,12.47178253,12.06771041,12.94628513,12.36678959,12.32301375,11.5375197,13.30389257,13.43975316,14.24770112,10.99780372,13.32734535,13.4593829,14.29703011,11.17657509,11.27969628,14.95582342,13.45520892,13.42404535,13.97082379,12.89381004,14.45026283,12.53408699,13.96823197,12.65290223,13.26739145,8.080995167,11.03873829,0.299105711311708,0.526974318674104,9.65571649020764
"GSM672751",13.91831896,12.51217212,13.02354647,14.45389294,14.46736729,14.21381301,13.10902361,12.158871,11.9427,13.26165428,12.29753643,12.67875353,11.82952268,13.25369033,13.49025093,14.91633309,10.99196914,13.3970368,13.93848699,14.56330743,11.11351933,11.35999851,15.33721524,13.58067881,13.56203011,13.42601599,12.91142379,14.49691561,13.28852007,14.11328476,12.97208327,13.72151636,7.848711896,11.39696357,0.44595768891203,0.13588097233658,9.09730884151463
"GSM672754",13.5423026,11.60519591,12.17309703,12.62462398,14.39777584,13.05512156,12.40194684,11.70353494,11.47432714,12.98724424,12.17875688,12.2163461,11.33291115,12.58472156,12.65748922,13.63642639,10.62261115,12.86961896,12.50189554,14.26946022,9.83625948,11.56434796,14.79863755,12.56927323,12.67265651,13.25168253,12.35779405,14.47120892,12.48666022,14.13993457,12.97545799,12.37705167,7.882130855,10.9483658,0.447420326153495,0.132181602753275,9.09202683840717
"GSM672755",13.39298996,12.2903119,12.9397052,14.04023532,14.52209926,14.16637026,13.12063532,12.75389331,12.1883777,13.15971115,12.42956691,12.53718401,11.85616022,13.72616989,13.93621227,14.37361413,11.13711487,13.24969777,13.96283048,14.43607286,11.08451636,11.51608104,15.25573643,13.43237621,13.28852007,13.48023494,12.93148625,14.48566134,12.75551227,14.45737881,12.55561822,13.80583271,7.979769517,11.46694833,0.33970499412108,0.413268387590067,9.49336583348159
"GSM672756",13.43237621,12.40042639,12.82796729,13.94646394,14.38917974,13.95716766,13.38265911,12.73350074,12.20908513,13.12063532,12.51953383,12.46005688,11.66081524,13.58822193,13.87933941,14.28505874,11.12529665,13.22549963,13.71644461,14.36337323,11.27143494,11.22378216,14.961471,13.47092342,13.34118773,13.67938253,12.88830204,14.33275836,12.73028625,14.26317249,12.65605019,13.51256134,7.875115242,11.25578067,0.311373989963453,0.491959492322702,9.60572191209634
"GSM672757",13.21222714,12.38351487,12.73666097,13.93621227,14.28199294,13.92820372,13.42815502,12.86331896,12.14178848,13.10592714,12.51518699,12.51217212,11.55567323,13.64061375,13.71375353,14.35627175,11.06334126,13.28852007,13.66292007,14.50030743,11.08210335,11.33162788,14.87297918,13.46367286,13.36438513,13.98155204,12.96154498,14.32645576,12.93473197,14.18664647,12.49129033,13.33142937,7.79415316,11.20930781,0.346295683684292,0.395340834184527,9.46776866329765
"GSM672758",12.15180074,13.03222825,13.55558736,12.99944721,13.87665688,12.20908513,13.33925093,12.62092416,12.10151896,12.77884796,12.71191784,12.6938881,10.95418476,14.77223197,15.0717881,13.24969777,10.64203271,13.78374796,12.78829182,14.177971,10.48817732,10.87084572,13.86400483,13.64935428,13.7522145,14.2572026,12.71058885,13.99478104,12.12215242,13.38058216,11.09211171,12.84992788,9.719139405,11.50890743,0.223034540079831,0.761984793224656,9.99126719118721
"GSM672759",12.28882454,13.11002677,13.4511197,13.17256729,14.12469963,12.37136022,13.30389257,12.77012007,12.09219442,12.85924703,12.6418026,12.63741822,11.04224089,14.98879926,15.05480706,13.1633513,10.77255948,13.83859442,12.91651264,14.32645576,10.64919294,11.09029926,13.79624275,13.57540669,13.73361487,14.01974312,12.98548327,14.08209294,11.9387881,13.26346171,11.05172937,12.85414851,10.11346208,11.43817398,0.155786461532505,1.01192707416232,10.3481376997612
"GSM672760",12.11264312,13.00295056,13.41992007,13.07284758,14.09866691,12.1574803,13.20863941,13.02507807,11.84240669,12.82326543,12.58472156,12.63002937,10.88235985,14.84014647,14.94641301,13.28644796,10.78052045,13.53224944,12.99432751,14.05355316,10.26853903,10.85317881,14.05645093,13.5191461,13.57959368,13.87665688,12.91991375,14.12469963,12.00166803,13.33340483,11.21533234,13.19072825,9.772573978,11.71601041,0.20549464862419,0.822153926266697,10.0771773822466
"GSM672761",12.22879703,12.89544572,13.46152045,13.01151115,13.81311004,12.18972751,13.34507323,12.61394312,12.17460074,12.85414851,12.71058885,12.67875353,10.84505911,14.65737807,14.97281599,13.23109554,10.67743309,13.57540669,12.72426729,14.01692193,10.74380595,10.87208662,13.85909405,13.53887881,13.63154052,14.22263903,12.73507807,14.05076654,12.01517881,13.26346171,11.21668625,12.72569926,9.59425316,11.52813271,0.169496628200611,0.956156335527493,10.2685075876189
"GSM672762",12.23849145,12.9632026,13.34864684,13.07797286,13.93621227,12.59782974,13.21968216,12.68582007,11.65592045,12.94290967,12.52980595,12.58745911,10.97369777,14.7149948,15.09480297,13.41578699,10.72997732,13.30585762,12.70161301,13.6940316,10.95534349,10.88115093,14.20152714,13.4450803,13.37838364,13.74626524,12.95488401,14.08497249,11.90059108,13.25970781,11.33162788,12.80924201,9.662597398,11.49097026,0.134009273345786,1.10763716361986,10.4847936835837
"GSM672763",12.29611413,12.80390725,13.38884164,13.17062045,13.82848513,12.54170929,13.22356468,12.67092974,11.91645465,12.81482881,12.58745911,12.56166506,10.85080967,14.74487584,14.88503736,13.27671636,10.495429,13.38058216,12.51953383,14.00014721,10.47929015,10.99658662,13.90805539,13.29238922,13.38472454,13.86665948,12.78364684,13.92297026,11.98183086,13.30005502,11.17657509,12.59350818,9.187238662,11.29045911,0.230545706177331,0.73705087378885,9.95566624973618
"GSM672764",12.06361859,12.92588699,13.39879777,13.20505651,13.78840558,12.50408569,13.05860929,12.61541041,11.67439108,12.83584424,12.61245019,12.56473271,10.66550706,14.83115242,15.01592007,13.35045167,10.46688848,13.42815502,12.36528178,14.00014721,10.53918104,10.86401599,13.89516245,13.24788216,13.4593829,13.76423197,12.99944721,13.94112825,11.93752491,13.2749487,11.26426877,12.34942305,9.340096654,11.35883048,0.259530402724904,0.644793822927784,9.82394055476049
"GSM672765",11.92414164,12.77243197,13.30005502,13.26739145,13.91563829,12.5494855,13.26346171,12.61319665,11.7631513,12.90971413,12.90290911,12.70912007,10.62021264,14.90230818,15.0717881,13.25572045,10.32731338,13.45520892,12.49265874,14.08497249,10.37988178,11.11293978,13.77175465,13.41130855,13.48460855,14.05925799,12.76007472,13.93093309,11.92217807,13.1468632,11.21533234,12.48282323,9.493057993,11.42134944,0.279108718272266,0.585491267619468,9.73926767351279
"GSM672766",12.04288067,12.88900186,13.30585762,13.21581859,13.99478104,12.62092416,12.99767955,12.63150967,11.56165688,12.83584424,12.62842751,12.59205613,10.287729,14.8357223,14.95131636,13.02196208,10.5828145,13.36832156,12.39590892,13.76194498,10.71597138,11.01554164,13.70641859,13.30005502,13.32130186,13.34118773,12.84223494,13.92820372,11.86852528,13.18693197,11.27260967,12.26155651,9.889610409,11.66081524,0.142511361047743,1.06910419389055,10.4297758592581
"GSM672767",12.40805911,12.70008885,13.13286357,13.08627212,13.97636729,12.67875353,12.66280353,12.2190777,11.92807175,12.83733197,13.02854461,13.06578587,10.19692082,14.76762156,14.8030119,12.83102602,10.48335762,12.96154498,12.27877435,13.87933941,10.33233123,10.69258996,13.7497,13.20139963,12.94134015,13.55136803,12.58011896,14.01388922,11.59762937,13.10802045,11.32936877,12.32441041,8.894226394,11.35176059,0.326559830532184,0.449432541381388,9.54500143473816
"GSM672768",12.34492491,13.06315056,13.67681933,13.08627212,13.94646394,12.64979145,13.22356468,12.88760223,11.96296022,12.90213346,12.63451004,12.79503234,11.38266952,15.18381933,15.3676855,13.59271896,10.45966691,13.70143383,13.09337732,14.48566134,10.88007955,11.15615409,14.2410829,13.5423026,13.80583271,14.17215799,13.18357249,13.8485,12.24164052,13.28644796,11.23750149,13.00986097,8.593413755,11.580029,0.384226960777842,0.294397834362428,9.32364106892526
"GSM672769",12.06224721,12.72872639,13.39879777,13.2786855,13.80827249,12.51075985,13.46569219,12.2903119,12.34492491,12.83733197,12.77412974,12.68944535,11.20329851,15.17188364,15.12831859,13.33719963,10.6408119,13.24257695,13.13574721,14.30992379,10.50936506,11.28675688,14.32986134,13.7109197,13.78598662,13.72028178,12.80153755,14.18951673,12.05132193,13.63843383,11.41876506,13.31737249,8.452079554,11.61139071,0.390620224140523,0.277702881726492,9.29980382051953
"GSM672770",12.25278848,13.11699257,13.5084171,13.12063532,13.88212491,12.33753643,13.41992007,13.06578587,12.10021896,12.91142379,12.68944535,12.72426729,11.20930781,14.77594758,14.93051896,13.45721859,10.29357361,13.65388439,12.99767955,14.26634535,10.64676803,10.91444461,14.06484089,13.46367286,13.72863755,14.13842528,13.08387361,13.8692948,12.06361859,13.36243383,11.21293494,13.15227509,8.601725651,11.34829926,0.370837352279986,0.32963641414313,9.37395512479682
"GSM672771",12.40656468,13.07957993,13.51256134,13.15227509,13.83360706,12.31733383,13.44724164,13.14873532,12.38563941,12.94463234,12.74905093,12.76756729,11.28217807,14.79863755,14.98346506,13.4450803,10.56048587,13.7522145,13.0419,14.22852825,10.82410781,11.00605204,13.92820372,13.59952639,13.61745502,14.27227695,13.0917539,13.87665688,12.28434275,13.35045167,11.39341227,13.05860929,8.516163569,11.34829926,0.306546339492347,0.50566380869988,9.6252890951149
"GSM672772",12.58011896,12.77089368,13.78122565,13.09848885,13.56651933,12.22607175,13.44308773,13.18522751,12.51664089,12.93070688,12.75695279,12.66355688,11.45741599,14.43977026,14.42909851,13.58176394,10.65589554,13.72616989,12.98724424,14.05925799,10.90396134,10.98619703,14.2410829,13.42815502,13.53453569,14.22564647,13.02196208,13.83597807,12.52395651,13.64276654,11.38209033,13.02590037,8.538096654,11.26915056,0.217644460285905,0.780173224168449,10.0172368453679
"GSM672773",12.27727844,12.87947621,13.28644796,13.11192862,13.63642639,12.39590892,13.33925093,12.86961896,12.20774981,12.84591468,12.59350818,12.49718067,11.33414907,14.8074855,15.02706357,13.30210743,10.64676803,13.39100595,13.13193197,13.91054387,10.90626022,11.17064349,14.34949888,13.48706506,13.36832156,13.83360706,12.74905093,14.03726022,12.26005576,13.57540669,11.37209145,13.13668476,8.59803829,11.62612305,0.226887215139528,0.749137341587554,9.97292344965452
"GSM672774",12.50635242,12.94463234,13.73590855,13.39100595,13.78598662,12.7318948,13.06050818,12.92992751,11.82700706,12.99076729,12.52395651,12.59049108,11.28929814,14.91167472,14.77594758,13.61981078,10.34696877,13.45721859,12.99247212,13.97636729,10.8312829,11.01971134,14.42909851,13.49333755,13.59152323,13.44308773,12.87947621,13.6744539,12.28366413,13.37237472,11.38041859,12.9736632,8.544313755,11.64111115,0.280132594070559,0.582447658009224,9.73492197215552
"GSM672775",12.27727844,12.99596394,13.67938253,13.35817584,13.80343717,12.70631673,12.79503234,12.8679223,11.81669368,13.03040297,12.57725279,12.69559926,11.26915056,14.86360112,14.84911041,13.49568401,10.36471933,13.38472454,12.77412974,13.90030558,10.77818476,11.14584424,14.42209108,13.5159145,13.38265911,13.56877881,13.04444907,13.85341561,12.25278848,13.4345881,11.49708959,12.91991375,9.481560223,11.96693457,0.123885955137064,1.15577815568954,10.5535299544487
"GSM672776",12.14592454,12.95128178,13.51702342,13.08627212,13.78840558,12.66787807,12.91816022,12.69864721,11.22259814,12.83733197,12.53408699,12.44805874,10.44512714,14.74487584,15.01592007,13.15227509,10.5828145,13.32734535,12.56626989,14.09866691,10.78417695,10.80762305,14.07896877,13.40275985,13.2749487,13.70401115,12.74293383,13.94393941,12.0542368,13.36438513,11.54112342,12.4688316,8.760095167,11.64111115,0.324431089748065,0.455343439357609,9.55344108392032
"GSM672777",12.37568327,12.8156342,13.06752156,12.99076729,14.04813494,12.3683684,12.29753643,11.88757881,12.18015093,12.719671,13.13379517,13.09848885,9.7712,14.69077807,14.73557435,12.04601524,9.902143123,13.07797286,12.02449777,13.28644796,10.33848885,10.68654312,12.78051896,13.04989703,13.24083643,13.65388439,12.70085093,13.9054052,11.44763792,12.73823494,10.38901375,12.25859294,10.20304461,11.39588067,0.287417508954581,0.560945020344041,9.70422025490117
"GSM672778",12.08812974,13.08980112,13.40928959,12.94290967,13.63843383,12.18154349,13.16149219,12.59922416,11.95551989,12.77562007,12.82326543,12.70631673,10.92735539,14.72779442,14.8030119,12.99596394,10.81730223,13.30781115,12.63741822,13.94393941,10.42480074,10.85690223,13.72863755,13.64061375,13.64276654,14.28505874,12.76461152,13.90293309,11.83606431,13.14508736,11.30014833,12.91305019,9.509933457,11.26048625,0.179883408629615,0.915809505079755,10.2108999117699
"GSM672779",12.20908513,13.19254647,13.43237621,13.01324461,13.85627844,12.31169033,13.09676506,12.69237249,11.86062565,12.73350074,12.61394312,12.60668736,10.99430186,14.84014647,14.76762156,13.10802045,10.91329926,13.47612974,12.8108052,14.13102342,10.58034275,10.90279405,13.77875762,13.60378104,13.88486654,14.03459963,12.96858699,13.68176245,11.9466974,13.21581859,11.27734684,12.8679223,9.503286989,11.69867212,0.145395675082556,1.05638720289531,10.4116183909539
"GSM672780",12.14881636,13.05163569,13.34708364,12.8156342,13.81582714,12.01045874,13.15417807,12.76756729,11.96150149,12.73666097,12.71656803,12.58091004,10.70047807,14.42909851,14.7149948,12.90826059,10.78305911,13.5084171,12.71058885,13.98155204,10.53672193,10.60851896,13.46569219,13.43237621,13.72369888,14.17215799,13.02854461,13.77427435,11.66844684,13.16499442,11.23750149,12.76934647,9.784247584,11.34337435,0.14702773976915,1.04926650039719,10.4014513687423
"GSM672781",12.47473234,13.0393197,13.4345881,12.96701115,13.94112825,12.08812974,13.24435279,12.81874535,12.1154171,12.77089368,12.59922416,12.59637175,11.01195019,14.49691561,14.55173829,13.17423792,10.79461747,13.53453569,12.78678773,13.98711561,10.60519108,10.74155985,13.83859442,13.58176394,13.64726729,14.09313569,12.88760223,13.77427435,11.89925465,13.33142937,11.39753327,12.76159257,9.768651673,11.23992454,0.109288102153457,1.23032292116462,10.6599658414336
"GSM672782",12.34201004,12.84824535,13.38058216,12.91816022,13.58176394,12.03546171,13.27106394,12.84992788,12.21031896,12.8156342,12.62842751,12.64667732,10.85317881,14.25402268,14.41869665,13.03394164,10.89029628,13.47410706,12.87134275,13.86400483,10.60049368,10.71119851,13.84114201,13.48460855,13.65160669,14.11600446,12.65458104,13.78598662,12.12529108,13.41992007,11.35625651,12.89897175,9.56301487,11.52469963,0.0847441332147124,1.37384996275178,10.8648954281093
"GSM672783",12.53873903,13.05331524,13.40705576,12.94134015,13.77767955,12.23151078,13.18693197,12.87947621,12.05679591,12.87134275,12.67413941,12.78051896,11.07026989,14.70664796,14.73557435,13.26519851,10.91926171,13.33925093,12.92992751,13.79624275,10.76010335,10.81843457,14.20445688,13.51256134,13.44939033,13.6561342,12.6938881,13.7935658,12.43925799,13.69645948,11.47432714,13.08217286,9.306693309,11.84897658,0.0979440371793981,1.2933556709827,10.7499647379788
"GSM672784",12.6836,13.19629331,13.53887881,13.20690632,13.20315836,12.48055799,13.23499331,12.82640149,12.23710446,13.03748513,12.80614647,13.08627212,11.17430409,14.91633309,14.63629591,13.54124015,10.44165911,13.46367286,12.79327175,13.88212491,10.71943829,10.68212305,14.12791078,13.52997026,13.51480558,13.28644796,13.05512156,13.28255242,12.85165985,13.57540669,11.42920204,12.69559926,8.825094796,12.06771041,0.168655181802316,0.959493160441302,10.273271945212
"GSM672785",12.6938881,12.99944721,13.45315651,13.20505651,13.84591078,12.63150967,12.84824535,12.41861375,12.18084721,12.91651264,12.82796729,12.90673086,11.04821115,14.94091933,14.87297918,13.30973011,10.35981673,13.4367223,12.75841524,14.11600446,10.57679554,10.87672565,14.13691599,13.56426171,13.42815502,13.6106,12.77709554,13.91315353,12.45830409,13.59952639,11.35058922,12.75695279,9.477271004,11.97239591,0.159456297071398,0.99669496551608,10.326389117093
"GSM672786",12.10581004,12.58011896,13.22730074,13.3702461,13.93848699,12.59637175,12.86008625,12.07040112,11.91107807,12.92992751,12.72717732,12.65605019,10.77706283,14.87297918,15.03266691,13.13092974,10.48882156,12.97545799,12.51953383,13.93621227,10.34696877,11.12529665,14.22852825,13.44724164,13.33925093,13.1468632,12.66355688,14.00300297,11.88574814,13.32734535,11.53991375,12.61945911,8.645266171,11.56299777,0.322672547199153,0.460238423123383,9.56043019892479
"GSM672787",12.2163461,12.92314349,13.79092788,13.25572045,14.03156208,12.90213346,12.76305799,12.60668736,11.59151078,12.85165985,12.58602528,12.56771524,10.53004981,14.82197844,14.98346506,13.2749487,10.53120149,13.05331524,12.61467677,13.9974171,10.52528401,10.77595948,14.18951673,13.44091413,13.07797286,13.4511197,12.61877398,13.81090595,12.17309703,13.53887881,11.580029,12.61245019,8.682599814,11.51240149,0.349341990620333,0.387097563620451,9.45599882528754
"GSM672788",12.56328699,12.61808885,13.15227509,13.30973011,14.00300297,12.79137658,12.99596394,11.98584164,12.2163461,12.80153755,13.05860929,12.9836684,10.45131152,14.65737807,14.88252156,12.94794461,10.43080074,12.90673086,12.44805874,13.91315353,10.3979829,10.99658662,14.00014721,13.21222714,13.30585762,13.33142937,12.86639294,14.02859517,11.70990037,13.32734535,11.62612305,12.59205613,8.505152788,11.23069257,0.346906210362919,0.393686620330633,9.46540675743237
"GSM672789",12.23151078,12.72122491,13.49568401,13.0917539,13.95159331,12.58745911,13.63389182,13.02196208,11.89274275,13.02854461,12.6938881,12.70469665,11.21785428,14.77594758,15.01592007,13.57959368,10.34454164,13.61981078,13.25168253,14.27893866,10.40780558,11.1493119,14.45389294,13.3702461,13.78598662,14.20445688,12.83418104,13.9254487,12.2829855,13.73822305,11.09788606,13.33340483,8.339630112,11.62372862,0.460751013377913,0.0985418693927874,9.04399563413228
"GSM672790",12.08812974,12.77709554,13.62670483,13.14873532,13.59271896,12.50329219,13.73822305,13.05860929,12.01652491,12.9736632,12.72122491,12.66205019,11.28562714,14.86847249,15.18381933,13.10225725,10.31526468,13.72863755,13.17062045,14.34210483,10.3635,11.54819108,13.82056989,13.48916357,13.76194498,13.90929963,13.05331524,13.87172416,12.26289851,13.7405171,11.04701784,13.19629331,8.349314126,11.57212918,0.414927913734017,0.214886478203481,9.21011382574175
