"","cgeC","gerE","cgeD","cgeE","cotQ","cotS","cotSA","cwlH","ftsY","spoVIF","gerR","spsA","spsB","spsC","spsD","spsE","spsF","spsG","spsI","spsJ","spsK","spsL","sscA","sspG","yeeK","yfnD","yfnE","yfnF","yfnG","yfnH","yjzB","ykzQ","ylbD","ylbE","ymaG","yodU","yppG","ytxO","yurS","yxeE","spoIIID","pval","z","inv_cof_var"
"GSM672735",7.075526766,10.87084572,8.942527509,10.58518067,8.375895167,7.727243123,7.537504833,7.222447955,11.60144089,7.158062082,8.562611152,7.540397398,7.573260223,7.693285502,7.784542379,7.780598141,7.764849442,7.814337918,8.302290706,8.344507435,8.379783271,8.274050558,7.163301115,7.285741264,10.1254855,7.899507435,7.661118587,7.580478067,7.478656877,7.368476952,8.137154275,8.750019703,7.498580855,7.208010781,6.914249814,8.357856506,7.47143829,7.88463829,7.297434572,7.081839777,7.077814498,0.399886543119537,0.253640783207433,8.15517448983978
"GSM672736",7.10982342,10.94041004,8.635448699,10.0633171,8.254450186,7.672643866,7.574069517,7.068984758,11.62372862,7.385687175,8.775078996,7.563181041,7.586030483,7.677404833,7.734865799,7.792295911,7.812289591,7.847688476,8.344507435,8.368715242,8.502789963,8.259020818,7.165091636,7.682123792,11.04821115,8.041408922,7.718056506,7.557595911,7.506061338,7.353526766,8.408137918,8.702976208,7.611296654,7.075526766,6.914249814,8.235281784,7.484089591,7.902549071,7.631891822,7.194324907,6.842628253,0.432676164474258,0.169564899405512,8.0703128302764
"GSM672758",7.214778439,10.32496394,9.272632342,11.32028439,8.351857993,7.823384758,7.655596654,7.287647584,11.87367249,8.382762082,8.526891822,7.566876952,7.480480297,7.800219703,7.765909294,7.874073978,7.766921933,8.020653532,8.777056877,8.707036803,8.7627,8.730405576,8.112798513,8.187467286,9.410388104,8.18960632,7.764849442,7.508754275,7.416160037,7.486659108,8.647807807,9.226846097,7.938524535,7.345710781,7.989135316,7.778707063,7.862260595,8.369905204,7.995139033,8.143390706,7.816307063,0.281276840167675,0.579052602205254,8.48362761757323
"GSM672759",7.290454647,10.47617472,9.414807249,11.34937286,8.199758736,7.900626766,7.637442007,7.321295167,12.04992751,8.544313755,8.764030483,7.648112639,7.504303346,7.958362639,7.925253903,8.121063569,8.008369145,8.20314052,8.937742751,8.880273792,8.97135948,8.894226394,7.905511896,8.382762082,9.630962082,8.267149814,8.016636059,7.66315539,7.626144981,7.609332714,8.48225948,8.97785948,8.071515242,7.294949814,8.001172491,7.83154052,7.919985874,8.455767286,8.12430632,8.321933829,7.868198885,0.269491442017249,0.614351793072141,8.51925671574918
"GSM672760",7.491978439,10.1464539,9.098998885,11.25813941,8.262543494,7.713698885,7.595456877,7.096736803,11.6064513,8.430050186,8.536673606,7.54599777,7.530228253,7.678274349,7.763843123,7.823384758,7.784542379,7.94874052,8.579858364,8.505152788,8.71819145,8.582972305,8.048987361,8.117831227,9.323555762,8.035083271,7.762834201,7.48316171,7.379622677,7.365495911,8.411830112,9.110353532,7.957765056,7.536569888,7.82857658,7.71755316,7.897266914,8.103662082,8.058956134,8.114809665,7.72549145,0.17576011268669,0.931644600884382,8.83951495177212
"GSM672761",7.310266543,9.830095911,9.318468401,11.42249628,8.404481041,7.795259851,7.716571004,7.268254275,12.01111041,8.438575465,8.70936803,7.58743197,7.485827881,7.786410409,7.893216357,7.908544238,7.866197398,8.051954647,8.882200743,8.741252416,8.815912639,8.786026394,8.012508922,8.176603717,9.423149442,8.20314052,7.825569888,7.547315613,7.46099777,7.527495539,8.477389963,9.314887361,7.911683643,7.564976208,7.956737175,7.823384758,7.860385502,8.199758736,7.986987732,8.116738662,7.701094424,0.315949509074975,0.479055679916753,8.38269612101441
"GSM672762",7.536569888,9.537186989,9.184917472,11.54819108,8.289634201,7.763843123,7.684879182,7.196527138,12.14741227,8.485988104,8.726693309,7.534707435,7.547315613,7.617057249,7.740816729,7.795259851,7.799313755,8.048987361,8.673456134,8.631756506,8.756268401,8.639073606,7.941649071,8.194155019,9.430920818,8.120082156,7.664118587,7.461993309,7.412204089,7.433513383,8.141909294,9.193304461,8.001172491,7.31324684,7.793164312,7.790382156,7.896279926,8.134901115,8.088671747,7.993102602,7.669763569,0.427960911422027,0.181567924604762,8.08242803611341
"GSM672763",7.361776952,9.615347955,9.199481413,11.27385204,8.224694424,7.756682156,7.739739777,7.386197398,11.99971729,8.281063941,8.817110037,7.55949145,7.544337732,7.813247212,7.871578439,7.878071747,7.860385502,8.038151301,8.694099628,8.604154275,8.772980297,8.647807807,7.949688476,8.265997026,9.432344238,8.137154275,7.876136059,7.549599442,7.504303346,7.554816729,8.494200372,9.247679926,7.900626766,7.6193171,7.783582528,7.86312974,7.97259145,8.165575836,8.145573978,7.787331599,7.653642379,0.238217687816145,0.712047479030764,8.61786546855354
"GSM672764",7.358557621,9.847455762,9.263840892,11.16270446,8.20314052,7.725889963,7.598236431,7.258240892,11.89799851,8.285950558,8.595686989,7.556651301,7.55006171,7.734865799,7.827565799,7.851584015,7.802120446,8.076719703,8.699295911,8.594514498,8.827584758,8.556642751,7.879058736,8.219970632,9.377654647,8.131836431,7.774867658,7.497289219,7.490282156,7.435354647,8.311623048,9.381207807,7.818343866,7.468778439,7.692402602,7.90411487,7.895319331,8.148954275,8.027893309,7.695330483,7.561815428,0.26503847265515,0.627888560625845,8.53291999834324
"GSM672765",7.340946468,9.909817472,9.09434684,11.173071,8.249947584,7.722443123,7.627140892,7.21709368,12.01920743,8.088671747,8.529390335,7.526127138,7.417417844,7.812289591,7.899507435,7.971537918,7.897266914,8.039165056,8.84304052,8.635448699,8.814584758,8.699295911,7.693285502,8.08659145,9.401242751,8.177703717,7.839541636,7.591762082,7.545562825,7.511424907,8.351233271,9.181440892,7.8041171,7.258240892,7.564085874,7.947747212,7.914273234,8.066166171,7.816307063,7.55949145,7.370159108,0.32086506692381,0.465281147250928,8.36879285114828
"GSM672766",7.482289963,10.29002602,9.427001859,11.19761078,7.847688476,7.896279926,7.965805019,7.729094424,12.30598216,7.992124907,8.966280669,7.501154089,7.745915242,8.285950558,8.055976952,8.247687361,8.198600743,8.359057249,9.096666171,9.174298141,9.242672119,8.9752171,7.215920818,8.503986617,9.806930483,8.183118216,7.975606691,7.748886989,8.043572119,7.829024349,8.735318587,8.551211896,7.778707063,7.450236803,7.510571747,8.227065428,7.840681041,8.495408178,8.024810037,7.917357993,7.265292565,0.328863942946676,0.44305232776211,8.34635628043794
"GSM672767",7.399137175,10.19194089,9.1231,10.82642677,8.048987361,7.640334201,7.348572862,7.239541264,12.12968401,7.952664312,8.491805204,7.40575539,7.353526766,7.567879926,7.6654671,7.612225279,7.703069517,7.764849442,8.528111524,8.334871375,8.467777323,8.329036803,7.614147955,7.89425539,9.58410632,7.967410409,7.66687881,7.344720818,7.315667658,7.323299257,8.170942379,9.447581784,7.760930855,7.517730112,7.311718959,7.983840149,7.751708178,7.856371375,7.910605948,7.433513383,7.417417844,0.444232035198262,0.14024797181511,8.04072190579105
"GSM672775",7.630925279,9.534535316,9.159348327,11.62253309,8.221126022,7.865689405,7.765379368,7.469724535,11.82046914,7.397816729,8.836514498,7.617498513,7.511424907,8.028971747,7.931394796,7.643193309,7.538505576,8.129672119,8.604154275,8.449340892,9.017775465,8.745098513,7.340056877,7.844722677,9.427001859,8.002749628,7.849694796,7.437914498,7.568715242,7.78546171,8.076719703,9.002004089,8.064017472,7.906473978,7.241123048,7.935463197,7.467078439,9.346052788,7.445860967,7.70978513,7.364559851,0.444763913915168,0.138901699690952,8.03936305136677
"GSM672777",7.827565799,9.632133457,9.201721561,10.38775948,8.324371375,7.97259145,7.749934201,7.413121933,11.86338253,7.615062082,8.739067286,7.964062082,7.567879926,8.106679554,8.115733457,7.730492751,7.610263941,8.200952045,8.444594424,8.419263569,8.472410781,8.414241264,7.03734461,8.08659145,10.51167881,7.800219703,7.839541636,7.427298885,7.45382974,7.847688476,8.137154275,9.250950186,7.985909665,7.977637546,7.116044981,8.199758736,7.224612639,8.221126022,7.858889033,7.778707063,7.536569888,0.251727085639408,0.669064755448386,8.57448102713217
"GSM672795",7.616566914,10.39144312,8.893053903,10.92375167,8.112798513,7.706968401,7.317484015,7.519544981,11.89151413,8.614675465,8.262543494,7.520542007,7.475075093,7.733788104,7.8193171,7.761926022,7.859383271,7.881148327,8.540665428,8.522198513,8.574934572,8.415459851,7.825569888,9.901530483,9.603594796,7.995139033,7.608422677,7.430656506,7.389852788,7.446739777,8.308172862,8.734165056,7.541188476,7.316124721,6.983714126,8.267149814,7.730965428,7.976651301,9.954214126,7.426362454,7.096736803,0.493498663461839,0.0162971553740439,7.91561264125799
"GSM672796",7.46099777,10.58518067,9.374982156,11.09389405,8.169930112,7.630925279,7.425346468,7.445860967,11.84897658,8.12430632,8.375895167,7.544768401,7.470616357,7.582311152,7.773863569,7.727243123,7.809278067,8.003266543,8.65536171,8.460543123,8.644084015,8.352986617,7.805177323,9.48922119,9.349727138,7.895319331,7.705065799,7.439755019,7.365027881,7.32036171,8.399660595,9.384436245,7.606418959,7.124948327,7.133884387,8.41797881,7.683959851,7.852455762,9.180263569,7.386197398,7.180258364,0.478702469531931,0.0534103748679596,7.95307272202758
"GSM672797",8.710594424,10.55114572,8.909420074,10.45493383,8.460543123,8.160166543,8.018659851,7.408428625,11.99124944,9.666511896,8.70822974,8.046231599,7.883198141,8.180901859,8.237660223,8.249947584,8.257919703,8.468954647,8.976527138,8.840472491,9.02908513,8.84304052,9.346661152,9.760399628,9.460184387,8.65225223,8.448307063,8.282275836,8.102525651,8.30718513,8.264835316,9.040090706,8.104676952,7.727700372,7.769860967,8.572614126,7.951738662,8.595686989,9.534535316,8.064017472,7.349563197,0.0110157299872253,2.28982505756839,10.210389004221
"GSM672798",8.657939777,10.71943829,8.878179926,10.48577063,8.323040892,7.980865428,7.910605948,7.34665948,11.8697881,9.596961338,8.442299257,8.027893309,7.889139777,8.00638513,8.067376208,8.195326022,8.219970632,8.381562454,8.956904089,8.820484758,8.870406691,8.767733086,9.462750186,9.586639777,9.467154089,8.540059108,8.378162082,8.277677695,8.143390706,8.216581041,8.454589219,9.114499628,7.933356506,7.418300743,7.928262825,8.392362082,7.953687361,8.387723048,9.424471375,7.969496654,7.186222677,0.0169750760186473,2.12066324081401,10.0396461959937
"GSM672799",8.620707063,10.16502825,8.83260855,10.58219628,8.338381041,7.904584015,7.727243123,7.513250186,12.02602751,9.765004461,8.552971004,8.016636059,7.985909665,8.111744238,8.154679926,8.239889591,8.232792937,8.487209294,9.052309665,8.947592565,9.053477323,8.904501115,9.125550186,10.18109182,9.571112639,8.604154275,8.467205204,8.309844052,8.282275836,8.336560781,8.445764684,9.139572491,7.980865428,7.568715242,7.640334201,8.462952416,8.028971747,8.253332714,9.855135316,7.610263941,7.166906691,0.068354636466319,1.48815783945663,9.40122937996057
"GSM672800",8.539452788,9.885793309,8.959613011,10.47872528,8.330175836,7.82857658,7.694331227,7.553907435,11.95198364,9.59959145,8.56752974,8.039165056,7.968440892,8.154679926,8.203713569,8.289634201,8.282275836,8.519863197,9.06446803,9.006797026,9.041450186,8.844527881,8.986883643,10.0766881,9.554050186,8.646530112,8.544313755,8.332564684,8.322487361,8.327762825,8.630512268,9.207777695,8.041408922,7.689591822,7.608422677,8.479710781,8.017719703,8.180901859,9.790525651,7.61314684,7.137790335,0.0350371163991926,1.81143053541524,9.72752339234597
"GSM672801",8.333586989,9.838756506,9.052309665,10.73234387,8.540665428,7.847688476,7.668779182,7.612225279,11.93087695,9.681794424,8.593964126,7.949688476,7.958960223,7.999137918,8.138221933,8.193048327,8.248820818,8.409305576,9.167288104,9.040090706,9.011796654,8.825094796,8.737856134,10.07193197,9.361120818,8.573867658,8.452079554,8.279827881,8.363724164,8.185330483,8.25673829,9.55144052,8.032024535,7.397816729,7.507884387,8.428883643,7.882130855,8.214330483,9.565701487,7.363215799,7.241123048,0.0972487256675048,1.29738877924326,9.20867738632117
"GSM672802",8.027893309,9.862908178,9.131537546,10.55808699,8.439837918,7.72153197,7.602832714,7.572286989,11.9097197,9.389882528,8.636723792,7.853407063,7.761926022,8.025824907,8.057889591,8.184770446,8.103662082,8.383890706,9.042649442,8.934030483,9.154847584,8.821174721,8.565918587,9.815632714,9.500127695,8.456971375,8.362547955,8.051954647,8.002232714,8.212000372,8.257919703,9.316182528,8.076719703,7.531243866,7.185085502,8.356741636,7.971537918,8.191898141,9.337545725,7.300564684,7.166906691,0.0986022813091388,1.28955685902472,9.2007722687386
"GSM672803",7.66315539,9.923634944,9.068281041,10.5558368,8.400856506,7.80720632,7.627140892,7.474165056,12.00707993,9.226846097,8.587512268,7.844722677,7.782479554,8.049933457,8.231637918,8.255571375,8.174248327,8.339630112,9.086720446,9.018973606,9.150171375,8.884842007,7.776724164,9.38873197,9.565701487,8.313920074,8.176603717,8.071515242,7.855413383,7.817295911,8.488292565,9.031537918,8.12430632,7.333966171,7.198866171,8.106679554,7.915737175,8.351857993,9.121938662,7.44889461,7.271315613,0.12128599833015,1.16858221638502,9.07866699341757
"GSM672804",7.61607658,9.883156134,8.723092565,10.46688848,8.318478067,7.688649814,7.600991078,7.330529368,11.97097658,8.772980297,8.487209294,7.6393,7.574069517,7.849694796,7.955817844,8.034003346,8.058422862,8.282275836,8.998973048,8.890312639,8.922488848,8.685659851,7.801209294,8.94315316,9.449422862,8.287225279,7.980865428,7.631891822,7.694331227,7.650009665,8.556642751,9.116951673,7.944688476,7.426362454,7.188427509,7.852455762,7.958960223,8.05646487,8.745098513,7.311718959,7.120526022,0.136901907583628,1.09434472842958,9.00373567964681
"GSM672805",7.299471375,10.10964312,8.899360595,10.74269703,8.212000372,7.653642379,7.444192193,7.327780297,11.99392119,8.092948327,8.530658364,7.466259108,7.490282156,7.726288476,7.8041171,7.832513011,7.841605948,7.943737175,8.815912639,8.704256134,8.727996283,8.571306691,7.415719331,8.221126022,9.476631227,8.155705948,7.623303717,7.506534758,7.385176952,7.337226766,8.239889591,9.074196283,7.706005204,7.546432714,7.304877138,7.649154647,7.839541636,7.983840149,8.170942379,7.193237918,7.091472119,0.309732178000009,0.496609636928675,8.40041413784128
"GSM672806",7.122816543,10.50820223,8.913276952,10.70047807,8.103662082,7.627140892,7.403566357,7.321792937,11.82298996,7.735995539,8.272876208,7.415298885,7.366461338,7.572286989,7.665011524,7.662205576,7.712223048,7.824440149,8.508939033,8.339630112,8.332564684,8.290675465,7.403566357,7.931394796,9.340096654,8.00638513,7.531669888,7.313760595,7.368476952,7.318360967,8.230542007,9.242672119,7.685833086,7.420795167,7.155304089,7.844722677,7.695330483,7.89425539,7.918464498,7.061997398,7.105244981,0.324530996064388,0.455065673911075,8.35848190368458
"GSM672807",7.089604089,10.82642677,8.756268401,9.990411896,8.34812974,7.733788104,7.6393,7.249794424,12.06073494,7.350514126,8.505152788,7.393342379,7.415719331,7.74787026,7.867135316,7.868198885,7.88627026,8.110748699,8.848271747,8.751308178,8.882200743,8.615913383,7.243707063,7.318360967,9.401242751,8.163278439,7.697311524,7.467078439,7.35901487,7.325943494,8.385220818,9.212445725,7.858394796,7.502536431,7.366461338,7.413121933,7.982855019,8.159125279,7.213489591,7.156690706,6.978382528,0.337406676504469,0.419551188166322,8.3226354984783
"GSM672808",7.050248699,10.57562602,8.6819829,9.916043494,8.43369145,7.628094052,7.540397398,7.208010781,12.01517881,7.351365799,8.528111524,7.385176952,7.403995539,7.669271375,7.732870632,7.790382156,7.793164312,8.066166171,8.796410037,8.639073606,8.7329829,8.577357993,7.275465799,7.375808178,9.477910781,8.159125279,7.598236431,7.281432528,7.349563197,7.332467658,8.734165056,9.086720446,7.980865428,7.324637175,7.290454647,7.414878439,8.014031784,7.998623234,7.418300743,7.236266543,7.147453903,0.333249946472131,0.430956647569468,8.33414755365115
"GSM672809",7.163301115,9.849930112,8.880969888,10.13176691,8.398508922,7.662205576,7.409369888,7.171866543,12.08145093,7.389852788,8.691702974,7.288603717,7.424902416,7.568715242,7.61314684,7.692402602,7.710728625,7.940559851,8.731679926,8.652879182,8.64275539,8.571306691,7.265292565,7.431124164,9.466457621,8.18960632,7.525212082,7.433513383,7.283749814,7.373147584,8.213257249,9.075482156,7.908544238,7.733788104,7.101850929,7.565977695,8.183118216,8.075726022,7.445059851,7.228956877,7.246704089,0.372372102783375,0.325577278325259,8.22778330562404
"GSM672810",7.642252045,9.737092193,8.999601115,10.0693658,8.459275093,8.140407807,8.214330483,7.465363941,12.27877435,7.648112639,9.337545725,7.911683643,7.406658364,8.253332714,8.05945316,7.967925651,7.958960223,8.61233197,9.059653903,9.136124535,9.319698513,9.055988104,7.247768401,7.953175836,9.933688848,8.510088476,8.268340892,7.593509294,7.597465056,7.765909294,7.917928996,8.915866543,8.683216729,7.874073978,7.151679554,8.076222862,7.820356506,9.334334572,7.467078439,8.195326022,7.324245353,0.226007890317159,0.752058664179321,8.65825059945272
"GSM672811",7.205772862,9.730959851,8.876988848,10.0766881,8.461734572,7.640334201,7.479533457,7.103652416,11.9506539,7.400432342,8.7329829,7.411239405,7.374932714,7.562291078,7.853407063,7.845250929,7.843720446,8.037214126,8.934030483,8.739067286,8.851008178,8.614675465,7.333413755,7.26179461,9.418096283,8.264835316,7.76787026,7.416600743,7.32036171,7.190951301,8.372318216,9.400000372,7.88725316,7.4853671,7.170605948,7.496405204,8.093958364,8.087730855,7.312733086,7.174337918,7.073488104,0.382530731573526,0.298840872804143,8.20079702084555
"GSM672812",7.17327026,9.689711524,8.539452788,10.14026543,8.501655019,7.665922677,7.544768401,7.126487361,12.09511747,7.376822677,8.594514498,7.429003346,7.512286617,7.664118587,7.876641822,7.951738662,7.996134572,8.151339033,9.012932342,8.772980297,8.818431227,8.558926394,7.187255019,7.233129368,9.466457621,8.215446097,7.633748327,7.505216357,7.321295167,7.362719331,8.140407807,9.521692565,8.018659851,7.533924535,7.21919368,7.514108178,8.105662082,7.88816171,7.265292565,7.122063197,7.112858736,0.423866304644962,0.192012250722957,8.09296997522046
"GSM672813",7.114518587,9.82355539,8.777056877,10.08529814,8.530658364,7.71755316,7.594366171,7.275465799,12.12371933,7.295504833,8.583566914,7.480480297,7.576928996,7.74390632,7.903645725,8.004321933,8.082105948,8.246547955,9.02775539,8.940002974,8.935267286,8.62324461,7.249794424,7.311718959,9.374982156,8.209816357,7.6654671,7.530228253,7.459166171,7.408428625,8.171969145,9.353508178,7.798363941,7.445860967,7.296479182,7.386197398,8.051954647,7.956737175,7.37402119,7.180258364,7.098571004,0.378726812823163,0.308826347643914,8.2108758202362
"GSM672814",7.095104089,9.826689777,8.857243123,10.19817918,8.539452788,7.714724907,7.642252045,7.309753903,12.22177807,7.611296654,8.703616171,7.528486617,7.501630112,7.792295911,8.049460409,7.941104461,8.01150855,8.187467286,9.149571561,9.025208922,9.014144981,8.882200743,7.154222305,7.422534201,9.82355539,8.200952045,7.69967342,7.494581413,7.484089591,7.433971004,8.277677695,9.032881413,8.102525651,7.410726022,7.180258364,7.598236431,8.146702602,8.043572119,7.341880669,7.37402119,7.116044981,0.437787164639372,0.156581949478,8.05720854130487
"GSM672815",7.117533829,9.971773978,8.705665428,10.53330372,8.224694424,7.70978513,7.576928996,7.177962454,11.91953903,7.258772305,8.38036803,7.434428625,7.469724535,7.68679368,7.811251301,7.816307063,7.871095539,8.004321933,8.774426022,8.614675465,8.683216729,8.42054461,7.147453903,7.251828625,9.2402171,8.078779554,7.641281413,7.501630112,7.366461338,7.277204089,8.276495167,9.102701487,7.772822305,7.330529368,7.185085502,7.548252045,7.914788104,7.812289591,7.288603717,7.176684387,7.015959108,0.376907448374732,0.313613115871116,8.21570732574452
"GSM672816",7.141876952,10.45007435,9.01662119,10.68322677,8.091864684,7.679235688,7.527038662,7.211249442,11.67184201,7.206927881,8.205537918,7.395965799,7.389022677,7.597465056,7.706968401,7.721073978,7.806252045,7.940559851,8.523357993,8.355411152,8.411830112,8.225892565,7.321295167,7.484089591,9.35100632,8.000223048,7.564085874,7.410212639,7.353031784,7.255570074,8.287225279,9.181440892,7.640334201,7.431591822,6.928560223,7.754774349,7.803133086,7.87012342,7.533066543,7.050248699,7.205772862,0.347558986583036,0.391919122683314,8.29474518287274
"GSM672817",7.18144684,10.45367881,9.259065613,11.11701859,8.169930112,7.641281413,7.422534201,7.267130483,11.85680372,7.380567286,8.407467658,7.397816729,7.381439405,7.558524535,7.670251115,7.649582156,7.753662454,7.83154052,8.450677695,8.321933829,8.359057249,8.290675465,7.333966171,7.411239405,9.042649442,7.882130855,7.491978439,7.344720818,7.326832714,7.403995539,8.510088476,9.226846097,7.729094424,7.304376952,7.152958364,8.108623048,7.661118587,7.86312974,7.444192193,7.215920818,7.187255019,0.48842883923602,0.0290086667065725,7.92844295476119
