"","addA","comK","addB","bdbC","bdbD","comC","comEA","comEB","comEC","comGA","comGB","comGC","comGD","comGE","comGF","comGG","hlpB","maf","minC","minD","mreB","mreC","mreD","nin","nucA","radC","rpsF","rpsR","sbcC","sbcD","spoIIIL","ssbA","ssbB","ybdK","yyaF","pval","z","inv_cof_var"
"GSM672676",12.48356283,10.99838327,11.93482268,11.76691301,12.99247212,9.11569145,13.39100595,13.57092379,9.402522677,14.53294684,14.44658587,14.32645576,14.09040223,13.31143866,11.2352461,9.621913755,11.38151115,15.13492268,13.13193197,12.56166506,12.41017472,12.30598216,12.4688316,13.39496283,12.03426766,11.9097197,14.5931777,15.20726115,11.54819108,10.71597138,10.49246059,15.1469052,15.06617509,10.87889517,12.56771524,0.197341895698388,0.851154036797522,7.48032578855068
"GSM672677",12.08541747,11.3281881,11.51009108,11.66844684,13.02196208,9.154847584,13.32734535,13.60056599,9.1897829,14.18383309,14.15158996,13.83859442,13.71904721,12.78364684,11.07026989,10.31586078,11.21533234,14.77594758,13.17966803,12.52103866,12.51075985,12.37705167,12.55941877,12.84668736,11.98993309,11.45005353,14.79863755,15.08894944,11.49097026,10.47153086,10.24892193,15.28264684,14.88755316,10.8312829,12.63599665,0.177782585887567,0.923848553489191,7.60248534113743
"GSM672678",11.86596059,11.10905242,11.25331078,11.72477063,13.06224758,9.290828625,13.13193197,13.34708364,9.267866914,14.03459963,13.8509658,13.58615465,13.44308773,12.82172268,11.07273717,10.44512714,11.06334126,14.29703011,13.32523234,12.57725279,12.69559926,12.33457361,12.39295911,12.58894312,11.86338253,11.51009108,14.79444089,14.8536461,11.33991747,10.60851896,10.35981673,15.29518476,14.66569628,10.9565684,12.5327658,0.124423990251275,1.15315205052678,7.98781856679871
"GSM672679",11.53395353,11.21785428,10.96359368,11.6026777,13.03040297,9.179131599,12.6938881,12.86639294,9.277469145,13.6744539,13.20139963,12.93148625,13.05163569,12.49498086,11.02712677,10.8880052,10.62021264,13.78598662,12.96858699,12.46749591,12.78829182,12.4776539,12.22536784,12.38563941,12.15595799,11.31557286,14.78475056,15.06041338,10.97143346,10.20057955,10.91700595,15.25573643,14.66569628,11.01321561,12.63002937,0.105767394299765,1.24935628844773,8.14948504724617
"GSM672680",11.1695632,11.4304223,10.66314126,11.63001524,12.91305019,9.378848327,12.79829665,12.61245019,9.434879926,13.7086368,13.28852007,13.02196208,13.06578587,12.67568848,11.45513903,11.34575651,10.40392714,13.60269331,13.11539071,12.35413755,12.62092416,12.38124796,12.28226617,12.64979145,12.58170112,11.32697918,14.68655279,14.89277844,10.78052045,10.160029,11.42249628,15.31526691,14.78475056,11.22378216,12.9736632,0.0860072077583887,1.36575964822727,8.34509515647318
"GSM672681",10.76373123,11.63990818,10.54232138,11.77836766,12.84075093,9.859710967,12.64979145,12.70778104,9.603594796,13.6722223,13.32938104,13.11887398,13.30781115,12.76461152,11.84372045,11.580029,10.30341896,13.31737249,12.93810186,12.34942305,12.77412974,12.27727844,12.5312223,12.92409052,12.71507175,11.33353011,14.64878104,14.95582342,10.50820223,9.928841264,11.61633606,15.05480706,14.74487584,11.50178625,13.1136368,0.0689266573407246,1.48383268110108,8.54351106904611
"GSM672682",10.61555799,12.14044424,10.2401855,11.35768476,12.81874535,9.996260595,12.90971413,12.56771524,9.48922119,13.68882788,13.20315836,13.02354647,13.17595502,12.77562007,12.05551227,11.89799851,10.72345651,13.18693197,12.91142379,12.22879703,12.79503234,12.29611413,12.07788941,13.02507807,13.22169145,11.59652825,14.71898885,14.97813903,10.45730818,9.658863569,12.00305651,15.39060186,15.16584238,11.46931636,13.36020558,0.0988305707167734,1.28824370836533,8.21483343987027
"GSM672688",11.23692379,10.83819963,10.85690223,12.49420967,12.80470855,9.358621933,9.213757621,10.67379851,8.726693309,10.8556171,10.88639294,10.82892454,11.04701784,10.90858253,10.73825836,10.69023643,11.14697993,12.57097026,14.14415112,13.60378104,14.11600446,13.90805539,14.49691561,11.48022454,12.41567323,11.9466974,16.24893309,16.33746413,11.35058922,11.18252342,10.72635353,16.39776617,12.61808885,10.25613717,13.78122565,0.481024594262591,0.0475822373618563,6.12996298324109
"GSM672692",11.15552937,12.93810186,10.81124015,11.9097197,12.67092974,10.24892193,11.35176059,11.65836766,9.667862082,13.56877881,13.28452677,12.92828178,13.17062045,12.99944721,12.88597286,12.96858699,10.93927732,13.28255242,13.95989033,13.35442714,13.84114201,13.59271896,13.77175465,12.54170929,12.97704498,12.46749591,15.98922119,16.25512491,11.06273309,10.80995428,12.7521803,16.24893309,15.42020595,11.28675688,13.6093987,0.13855240019489,1.08684616768971,7.87639479854392
"GSM672693",11.25631822,12.6866171,11.00960112,12.03291822,12.74445799,9.995141264,11.35058922,11.55682342,9.648879926,13.32734535,13.07116617,12.75389331,12.97208327,12.91651264,12.53718401,12.44963011,10.9214461,13.39496283,13.89762082,13.29143606,13.75453086,13.48236691,13.99478104,12.63451004,12.85502825,12.1466684,16.31574647,16.3629342,11.25331078,10.96685353,12.29166617,16.34839145,15.32970632,11.29171004,13.51256134,0.157011456798063,1.00681660482398,7.74190906236582
"GSM672694",11.32697918,12.89544572,10.98036283,12.17875688,12.72266468,10.44512714,11.68286245,11.68854647,10.04591561,13.74743383,13.66069851,13.35817584,13.7522145,13.16865353,13.09337732,13.13193197,10.83943569,13.20139963,13.82707955,13.34303457,13.89762082,13.47196803,14.22852825,13.02854461,13.1395539,12.60364461,16.16694238,16.40455576,11.06673011,10.82892454,13.0917539,16.17336691,15.45057695,11.61633606,13.68176245,0.112222844563598,1.21479132816375,8.09140033500605
"GSM672701",11.580029,12.60212045,11.37684758,11.98454572,12.76159257,11.1778052,11.41145911,12.08684164,9.804423792,13.29824572,13.13379517,12.87304684,13.17780409,12.84223494,12.77884796,12.9632026,11.04701784,12.67875353,13.59032751,13.23707546,13.66754238,13.29444201,13.75962305,13.17966803,13.6940316,12.24736022,15.78401747,16.13797361,11.39810297,11.14142193,12.78984721,16.0724342,15.91394071,10.87889517,13.26346171,0.0694136020058096,1.48017255004189,8.5373603991889
"GSM672702",11.47432714,12.58745911,11.35176059,12.30054126,12.73823494,11.25813941,11.03527658,11.96838401,9.740756506,13.10414349,12.90673086,12.64667732,12.93810186,12.61808885,12.61107732,12.65290223,10.95595595,12.83418104,13.61981078,13.51044907,13.56651933,13.18522751,13.74743383,13.24083643,13.54124015,12.16032193,15.64881152,15.98063123,11.19761078,10.98036283,12.46005688,15.94142974,15.86194312,10.66433346,13.08300781,0.0773005635660872,1.42346594631549,8.44206774638385
"GSM672703",11.65105948,12.88436691,11.47546394,12.22177807,12.72426729,11.53286245,11.96693457,12.39153123,10.21457937,13.64276654,13.56426171,13.16865353,13.41992007,13.32027082,13.18522751,13.18693197,10.97694387,12.96701115,13.79092788,13.53679182,13.48460855,13.30005502,13.7109197,13.66527955,14.04023532,12.46461859,15.82913494,16.13048996,11.18683271,11.04938625,13.0917539,16.10869665,15.88525911,11.2476974,13.41777658,0.0452876665765039,1.69237060623154,8.89394877453848
"GSM672711",11.13919257,9.167288104,10.95058736,11.00246134,11.38266952,9.241455019,9.395199628,11.16042491,9.933688848,10.58636245,10.61611691,10.43317955,10.47263569,10.24892193,10.04345948,9.666511896,11.04701784,13.44939033,14.47804424,13.50399368,13.9054052,13.36020558,14.53294684,11.30724907,11.29765019,12.45414126,15.85358848,16.17336691,11.09271227,11.08095762,9.856439033,15.91022379,11.57396654,10.62673755,13.46259665,0.495619363395509,0.0109808482463767,6.06845615271404
"GSM672716",11.24473197,12.01920743,10.89925799,12.03818364,12.70912007,9.338898513,9.674375465,10.87436729,9.273874721,11.38151115,11.41400037,11.27676561,11.59652825,11.47313457,11.37209145,11.76822193,10.87146617,13.11192862,13.80104535,13.34303457,14.07896877,13.73114758,14.2077948,11.57396654,12.07589257,12.73977435,16.3698197,16.25512491,11.13599963,10.82892454,11.5350052,16.27558253,13.31340074,10.55286877,13.16149219,0.334789469608693,0.42672596099409,6.76709532489258
"GSM672717",11.17657509,12.45830409,10.78305911,12.01652491,12.62842751,9.804423792,10.26731784,11.04701784,9.663977323,12.18422007,12.16032193,12.03291822,12.23849145,11.96554164,12.13914164,12.27143792,10.86634126,13.27297993,13.98436729,13.46367286,14.07067323,13.75337268,14.32280074,11.9466974,12.5655013,12.78906952,16.32825874,16.21444944,11.08451636,10.81364758,12.29833736,16.30243048,14.15506134,10.91329926,13.26519851,0.224781244380622,0.756144625550694,7.32066715544262
"GSM672718",11.25937026,12.04929591,10.77360446,12.13786729,12.77243197,9.395199628,9.49112026,10.73407844,9.2402171,11.28929814,11.39223755,11.22723903,11.61025167,11.18252342,11.3224881,11.48800911,10.82065651,12.97032825,14.03726022,13.4345881,13.91831896,13.66527955,13.91563829,11.34337435,12.03426766,12.56473271,16.38024777,16.31574647,11.06212491,10.76070037,11.47313457,16.42565242,13.3702461,10.57741152,13.08807955,0.369418011690868,0.333395150418856,6.61025749748412
"GSM672719",11.94543792,10.04106729,11.7195487,10.91926171,11.43817398,9.163631227,10.71943829,11.32364052,9.550201487,11.27734684,11.14255428,10.75245725,11.06917918,10.84505911,10.62853197,10.74508104,11.04117175,14.45389294,14.23797286,13.82848513,14.37361413,14.10461152,14.41536729,11.44532602,11.85276729,13.8509658,15.76791375,15.81157807,11.38266952,11.27618439,10.7088684,16.05140074,13.7497,10.03850483,12.79503234,0.388757441273266,0.282559040021714,6.5248299193945
"GSM672723",12.03685651,11.33878662,11.61139071,12.32875093,12.77562007,8.505152788,9.461452788,10.68536877,9.162560223,10.49665279,10.42730372,10.32795576,10.49072788,10.41518587,10.32496394,10.2729855,11.5136026,10.01624201,12.84668736,12.71272212,11.93222788,11.51240149,12.21777212,11.81170372,12.23579331,9.742029368,14.65334089,15.46632379,12.02602751,11.49352602,10.34922342,15.08894944,12.31318253,10.15378364,12.42432045,0.24814417970035,0.68034133201589,7.19328345658553
"GSM672728",12.11406171,11.15552937,11.67967361,13.52997026,14.00300297,8.32960632,9.401242751,10.57917807,8.809375836,10.62500372,10.42480074,10.41393086,10.54862454,10.53447063,10.32126059,10.27803457,11.2202,10.59470558,13.07616431,12.86961896,12.28154684,11.96554164,12.73507807,11.15429703,11.9588368,9.928841264,13.75962305,14.56330743,11.83344498,11.42599665,10.64563569,14.20445688,12.69021859,9.832570632,12.04992751,0.204982921390386,0.82395374119314,7.43461703234074
"GSM672729",12.09093494,11.04454907,11.64474981,13.9321552,14.25115204,9.074196283,10.01624201,11.06557435,9.088011896,11.3876119,11.24836134,11.14034721,11.24592528,11.08671896,10.95943309,10.79461747,11.5136026,11.02835167,13.41578699,13.06752156,12.18972751,12.0542368,12.94628513,11.25331078,11.81923755,10.55114572,13.80463494,14.69906245,11.68967509,11.35399554,10.41267844,14.49691561,13.42184944,9.959482156,12.06628662,0.104319148141792,1.25731858658984,8.16286529685603
"GSM672730",11.94402528,10.97474461,11.79360967,13.59952639,13.8485,8.183118216,8.601725651,10.69258996,8.62324461,9.773249257,9.59959145,9.538414498,9.720425279,9.457593309,9.475285502,9.543722677,11.19509517,10.45853197,13.19966617,13.03394164,11.72728216,11.56554647,12.51518699,10.52138327,11.17175985,9.954214126,13.40275985,14.3805052,11.55500204,11.37209145,9.512559851,13.89516245,11.77196952,9.559210037,11.66956506,0.385495521905322,0.291078812553787,6.53914697724183
"GSM672732",11.98454572,11.50542677,11.41935669,12.40940483,12.78051896,8.483455019,9.322903532,10.495429,8.752569145,10.33658401,10.31526468,10.23182268,10.3635,10.30703643,10.20170595,10.16502825,11.6089539,10.05582602,12.83257361,12.70310595,11.63497546,11.2785487,12.11672937,11.67069814,12.49498086,9.402522677,14.45389294,15.60525576,11.96415093,11.43697807,10.09603011,15.30855836,12.47473234,10.1083052,12.11942565,0.323476454268064,0.457999349606977,6.81964871316291
"GSM672734",12.1154171,10.98734907,11.72986729,13.28071041,13.67938253,8.262543494,9.263217472,10.1611948,8.315683271,10.46563457,10.30527026,10.28401264,10.38173197,10.25008439,10.12925874,10.18109182,11.31913494,10.5378948,12.69864721,12.52685316,11.74823048,11.61507807,12.01920743,11.05060483,11.67967361,9.703587361,13.64514461,14.64447732,12.03148699,11.70109888,10.34276747,14.5439829,12.77412974,9.450021561,12.09641227,0.266357507761604,0.623866875937299,7.09838091646133
"GSM672735",12.23579331,10.99543978,11.84121078,13.78598662,14.32645576,8.582377695,9.45124052,10.58402416,8.827584758,11.05279405,10.80278067,10.65969257,10.6261316,10.58157807,10.44395465,10.24398885,11.6064513,10.94725613,13.12422305,12.74293383,11.95744758,11.7177487,12.67714424,11.39696357,11.76055242,10.05097732,14.11871338,14.83115242,12.04223755,11.802529,10.09368364,14.76762156,13.57313309,9.667862082,12.27143792,0.257091046607084,0.652339640371309,7.14622799382645
"GSM672761",11.50890743,11.37684758,11.0511671,12.48971413,13.00295056,8.774426022,9.409023792,10.89925799,8.77573197,10.88115093,10.69834424,10.46871059,10.58938067,10.56632751,10.40512788,10.81242528,10.88349665,12.46461859,13.74509665,13.27106394,13.91054387,13.6081974,13.92068736,11.13599963,11.92544981,11.89547138,16.11630929,16.32825874,11.20329851,10.98965576,10.69138996,16.37624089,12.78208439,10.15506803,13.18883978,0.481020974392,0.0475913213113184,6.12997824837046
"GSM672762",11.38041859,11.7111632,11.11460186,12.48520074,13.14143123,9.143151301,9.596961338,10.8880052,9.071235874,11.18032528,11.19267138,10.97143346,10.76898067,11.06972454,11.12166803,11.16440669,10.90512491,12.72569926,13.84591078,13.25572045,14.00300297,13.44724164,14.04552862,11.43214164,12.22038662,12.09024349,16.22155539,16.21444944,11.31089517,11.11582156,11.12529665,16.35571933,13.17687955,10.48689405,13.17966803,0.374522834450472,0.319897980400016,6.58757616846887
"GSM672763",11.6620948,12.22466394,11.09506729,12.33085353,13.09848885,9.662597398,10.46563457,11.25331078,9.59425316,12.17309703,12.10581004,11.97097658,12.13114796,12.12371933,12.08006543,12.28742007,10.88912007,12.63451004,13.63843383,13.31643662,14.03874777,13.6561342,13.75453086,11.94935167,12.70631673,12.09093494,16.20058401,16.34839145,11.3353487,11.22666394,12.38281004,16.3698197,13.76919963,10.94269926,13.39298996,0.170428548989292,0.952473107978487,7.65058749420956
"GSM672764",11.65469554,12.23579331,11.15301375,12.30886543,13.0185829,9.87559145,10.60049368,11.37927323,9.871837546,12.35933978,12.39590892,12.32160558,12.60065019,12.39750149,12.25706059,12.37136022,10.9483658,12.67568848,13.82567398,13.41359628,13.99217212,13.63154052,13.86138401,12.45543494,12.91488662,12.12215242,16.16694238,16.43796617,11.29765019,11.19761078,12.76305799,16.35571933,14.05076654,11.23992454,13.5191461,0.132398367762599,1.1151252898316,7.9239164695807
"GSM672765",11.59762937,12.07855874,11.05639108,12.30338885,12.98636375,9.7712,10.89382342,11.43100372,10.03850483,12.61667063,12.64499628,12.45830409,12.63887881,12.78510967,12.58745911,12.96154498,11.06557435,12.73507807,13.79624275,13.30389257,14.05645093,13.84591078,13.75453086,12.52544535,13.22549963,12.2163461,16.18018922,16.32825874,11.33772937,11.06789331,12.73350074,16.30918699,14.2572026,11.05971004,13.44616097,0.117974914877756,1.18517103477062,8.04162489178054
"GSM672766",11.83474164,12.29098903,11.28091301,12.19544498,12.9397052,9.715221933,11.13919257,11.43945204,10.01256431,12.70778104,12.43176617,12.63599665,12.62544387,12.77089368,12.5077974,12.67265651,11.18790892,12.67714424,13.62670483,13.24435279,14.12791078,13.75689926,13.36243383,12.66125818,13.44091413,12.06496617,15.97278996,16.43796617,11.5375197,11.57750409,12.73350074,16.42565242,14.28826431,11.16719814,13.6081974,0.093248083781557,1.32101558544508,8.2699049641569
"GSM672767",11.29045911,13.98971487,10.96411468,12.56166506,13.21777212,11.79491301,12.26584201,12.33601004,11.45977212,14.2410829,14.06484089,14.11600446,14.54011041,14.20445688,14.23797286,14.39110335,10.90396134,13.24969777,13.59952639,13.0917539,14.177971,13.53679182,14.10146097,13.81090595,14.22263903,12.68201636,16.0724342,16.41206468,11.21184758,10.96242974,14.50400372,16.33439926,15.39060186,12.86639294,14.32645576,0.046733687810457,1.67738420700128,8.86876486922935
"GSM672774",11.68098401,11.29171004,11.32877844,12.50924944,13.07116617,8.761433086,9.288671004,11.0220303,8.857243123,10.49072788,10.46142714,10.45966691,10.47617472,10.42133532,10.27073271,10.47872528,11.31089517,12.24467361,13.70401115,13.35631375,14.03459963,13.36020558,13.5255539,11.25331078,11.87109368,12.05132193,16.11630929,16.38425465,11.24358141,11.23868885,10.33593941,16.30918699,12.52544535,10.12191822,13.27671636,0.490457388919806,0.0239220601777274,6.09020322156339
"GSM672775",11.71836989,11.24960967,11.28268848,12.35341599,13.00807138,8.584775836,9.675759108,11.02024349,8.684418216,10.69258996,10.72760855,10.7016487,10.88912007,10.88583123,10.44871636,10.59358662,11.17542156,12.08145093,13.65388439,13.20863941,14.04552862,13.39879777,13.69168178,11.30483197,12.30338885,11.83996506,15.95731301,16.44384015,11.37684758,11.33658364,10.71009108,16.16694238,12.5312223,10.33111822,13.15065688,0.428937767331142,0.179079173666825,6.35093710393957
"GSM672776",11.52583048,12.26155651,11.0569171,12.40656468,12.84824535,9.257236803,9.347269517,10.64203271,8.976527138,11.43817398,11.18912454,11.09506729,11.47898253,11.16154387,11.0609684,11.1778052,11.15677881,12.28154684,13.7497,13.17509647,13.8692948,13.36243383,14.10461152,11.87555037,12.22305651,11.59011673,16.0724342,16.19371115,11.31671078,11.05514201,11.24960967,16.34839145,13.11887398,10.47263569,13.17509647,0.345046692109731,0.398728339152771,6.7200467012373
"GSM672777",11.65469554,14.31325613,11.24703346,13.87172416,14.45737881,12.73977435,13.42601599,13.4345881,12.41861375,15.08894944,15.15316729,15.07704164,15.29518476,15.12307993,15.0717881,15.17188364,10.98965576,13.83360706,14.01974312,13.34118773,14.35301933,13.63843383,13.95421375,14.89745725,15.03851413,13.51702342,16.16017398,16.28856134,11.32477955,11.40038773,15.22313234,16.26199628,15.96520669,13.37430892,14.91633309,0.0247600919675605,1.96408544416703,9.35055216835654
"GSM672778",11.09151115,11.7644632,10.84505911,12.40940483,12.77243197,8.962276952,9.179131599,10.79582193,9.113410037,10.65846506,10.59358662,10.38173197,10.55114572,10.34221784,10.31645688,10.61782416,10.90279405,11.77697584,13.60160558,12.90509033,13.70143383,13.17966803,14.06186803,11.05060483,11.89799851,11.24592528,16.07966952,16.15247212,10.96807138,10.69834424,10.48335762,15.98922119,12.83733197,10.25681506,12.71058885,0.458344122056485,0.104606263891042,6.2257890494222
"GSM672779",11.19026506,11.68223941,10.98734907,12.37705167,12.71507175,8.962276952,9.225799628,10.88061524,8.999601115,10.48220409,10.61782416,10.50016952,10.79165558,10.31892639,10.24267955,10.38173197,10.96004981,11.99907435,13.76194498,13.12422305,13.83360706,13.31923978,13.61745502,11.08210335,11.7445632,11.35625651,16.16694238,16.34839145,11.14641208,10.92041933,10.5523197,16.22155539,12.79327175,10.36471933,12.74293383,0.474128862519003,0.0648948450003382,6.15905596713418
"GSM672780",11.59519071,12.07722007,11.26970335,12.10844647,12.65748922,9.383746097,10.1611948,11.02835167,9.487980669,11.64349257,11.56165688,11.31913494,11.57750409,11.29404387,11.12404238,11.19761078,10.88912007,12.38852714,13.69896357,13.20410743,13.87933941,13.39879777,13.81818216,11.86062565,12.35640037,11.67702007,16.09371152,16.35571933,11.3258513,11.22497212,11.39282491,16.32106729,13.70641859,10.3635,13.12244907,0.268952478689387,0.615984185493636,7.08513444366529
"GSM672781",11.66081524,11.98183086,11.28562714,12.27423903,12.71816097,9.494378067,10.18647974,11.09961338,9.535849814,11.7543855,11.7111632,11.61880967,11.88260409,11.51009108,11.33162788,11.43697807,10.93447918,12.29611413,13.60618996,13.29238922,13.85909405,13.30585762,13.95421375,11.99124944,12.35341599,11.77196952,16.02493699,16.3698197,11.29289665,11.30602491,11.37684758,16.21444944,13.77660149,10.66082342,13.28255242,0.220913458785796,0.769111844096471,7.34245792712579
"GSM672782",11.4351487,12.74830651,10.9612197,12.29611413,12.7859487,9.503286989,10.5060777,11.33658364,9.461452788,12.11406171,11.85680372,11.69475316,11.97375353,11.73722937,11.72854535,12.04352379,10.81364758,12.24804182,13.64514461,13.12063532,13.73822305,13.36020558,13.53453569,12.08145093,12.49420967,11.45253383,15.92557398,16.21444944,11.173071,11.03990446,12.01236766,16.13797361,13.82056989,10.88007955,13.19254647,0.172773836475205,0.943260503277214,7.63510616604777
"GSM672783",11.42303234,12.76600149,10.99658662,12.46166171,12.95655428,10.17751747,10.59704647,11.38870186,10.06085762,12.56626989,12.38714758,12.35341599,12.50329219,12.45691115,12.39750149,12.43612565,11.07137844,12.32742639,13.68882788,13.27297993,13.91563829,13.38162063,13.90030558,12.43176617,12.75551227,11.77836766,15.91022379,16.30243048,11.10075985,11.03410706,12.30192082,16.15247212,13.98711561,11.41278104,13.46987881,0.0976578673499769,1.29501302967685,8.2262089507116
"GSM672784",11.37569814,13.65388439,11.17064349,12.70631673,12.91651264,10.78767732,12.19250186,12.30054126,10.81962416,13.48916357,13.18357249,13.24788216,13.29444201,13.49333755,13.45721859,13.37237472,11.50890743,12.73977435,13.55356059,13.54336506,14.16637026,13.61280632,13.21777212,13.11539071,13.8692948,12.31733383,16.22155539,16.22890372,11.44300781,11.10133104,13.00624349,16.34839145,14.65737807,12.05679591,14.03726022,0.0295978996337471,1.88673632525503,9.22057078613831
"GSM672785",11.64227658,12.83733197,11.18137621,12.54480855,12.89897175,10.78186134,11.98183086,12.30192082,11.37323197,13.58615465,13.64726729,13.70401115,13.82848513,13.80583271,13.77427435,13.92297026,11.24358141,12.84223494,13.7405171,13.45520892,14.1456342,13.64061375,14.05076654,13.55356059,13.75962305,12.44805874,15.68112788,16.28856134,11.42249628,11.3534526,13.89762082,16.0724342,14.80082472,12.48520074,13.86665948,0.0167216212665286,2.12672134968315,9.62385379214554
"GSM672786",11.56434796,12.43471264,11.25578067,12.05132193,12.84514201,10.25749294,11.76959033,12.00166803,10.80032714,13.50622305,13.64935428,13.57540669,13.7405171,13.47410706,13.6106,13.75689926,10.68093011,12.82326543,13.57959368,13.11192862,14.12791078,13.6081974,13.56314591,13.36243383,13.55356059,12.40940483,16.28856134,16.41206468,11.31671078,11.13479888,13.41777658,16.22155539,14.68241227,12.11816134,13.74626524,0.0620611599965581,1.53769862507377,8.63403013313557
"GSM672787",11.47064201,12.39912119,11.03072193,12.44358959,12.72717732,10.8438829,11.44888067,11.73973234,10.97806617,13.13574721,13.37838364,13.34303457,13.48460855,13.45721859,13.33519294,13.31550074,11.06557435,12.95315316,13.67681933,13.09419721,13.87172416,13.5191461,14.4894368,13.58394275,13.72616989,12.02930911,15.64881152,16.17336691,11.21533234,10.98274721,13.31737249,15.81157807,14.82635502,11.85813271,13.57540669,0.0336522310551959,1.82963549676025,9.12461565803915
"GSM672788",11.63251747,13.8692948,11.23868885,12.22305651,13.23499331,11.41145911,12.65911338,12.6866171,11.52583048,14.52209926,14.43977026,14.28826431,14.6242052,14.3837368,14.3805052,14.37000297,10.89814201,13.48706506,13.74295651,13.38685874,14.23157435,13.81818216,13.97367398,14.14266803,14.40846283,12.90971413,16.3629342,16.42565242,11.54768439,11.17430409,14.5706171,16.43796617,15.41281338,12.93810186,14.46059071,0.0412284637173832,1.7366049373803,8.96828238796664
"GSM672796",11.4285632,12.57565725,11.03646654,11.83151803,13.04114164,9.798108922,11.32697918,11.4645171,10.00393271,13.13574721,13.19436877,13.10592714,13.32523234,13.20505651,13.18166543,13.19793569,10.5378948,12.49050223,13.35250967,12.89724424,13.95989033,13.49568401,13.72151636,12.55413048,13.07797286,11.87618959,16.26861673,16.3629342,11.32081896,10.99430186,13.29238922,16.29536729,14.23157435,11.87491115,13.55558736,0.117131491217892,1.18944911747987,8.04881399893022
